SUA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
2010,166,34,37,131,14,242,12,140,77,2583,36,3475,43,30,6,60,3,106,6,211,40,730,8,1257,38,78,6,82,11,203,9,544,69,1202,21,2259,15,20,0,28,3,199,0,507,52,703,10,1541,69,174,21,170,14,482,19,1108,115,2887,33,5074,116,355,22,345,29,1533,45,2101,240,2482,51,7322,293,789,50,744,73,3465,91,2637,361,3839,96,12435,503,1312,98,2002,176,7432,160,3474,535,4274,125,20094,1320,2272,154,5581,412,12042,308,3719,650,5577,153,32192,2871,2371,238,9909,793,11924,452,2784,570,4638,140,36699,3626,1835,263,11705,962,11460,428,2210,425,3615,112,36650,5449,1674,296,13053,1143,10280,361,1695,406,3131,105,37587,16741,2926,570,27903,3103,18099,734,2535,685,4362,173,77833,16144,1907,474,25521,2850,6606,651,1431,344,2086,88,58090,13583,1140,318,16121,2180,3392,371,809,176,1242,53,39382,10263,568,233,7492,1419,8333,183,633,273,760,42,30196,27267,1715,555,29020,3234,10151,581,1317
2011,4,0,0,0,0,5,0,4,0,37,0,55,0,0,0,0,0,3,0,0,0,19,0,20,0,0,0,0,0,0,0,7,0,19,0,28,0,0,0,0,0,3,0,3,0,11,0,14,0,0,0,0,0,5,0,16,3,45,3,75,0,0,0,3,0,27,0,27,0,45,0,113,9,10,0,12,3,57,3,34,8,93,0,221,3,13,0,32,4,131,4,52,10,85,3,340,13,20,0,89,7,267,7,69,9,117,4,611,53,26,9,176,15,290,5,44,19,74,0,718,70,20,4,223,20,248,4,39,15,51,3,704,113,17,4,213,31,204,3,25,17,33,0,665,321,33,11,400,59,223,17,43,10,65,5,1185,252,17,12,257,44,94,16,14,4,17,3,724,166,3,4,118,33,33,4,8,0,10,0,378,112,8,0,51,3,45,0,3,3,7,0,230,138,8,3,87,13,50,4,0
2012,3,0,0,3,0,0,0,3,0,17,0,26,0,0,0,3,0,3,0,4,0,8,0,18,0,0,0,0,0,0,0,3,0,15,0,21,0,0,0,0,0,0,0,4,0,4,0,9,4,0,0,3,0,3,0,7,0,36,0,57,0,0,0,3,0,20,0,17,8,30,0,86,14,8,0,10,0,22,0,21,3,57,0,144,8,22,3,33,0,83,0,34,6,68,0,265,21,33,3,93,10,115,11,32,12,66,6,404,47,19,8,187,12,117,5,33,11,29,3,473,52,19,3,176,20,96,9,23,6,32,0,431,83,12,7,186,14,81,4,11,7,19,3,436,209,19,5,317,29,76,14,23,9,28,0,728,193,16,9,186,28,26,7,5,0,13,0,479,119,3,0,107,18,12,3,3,3,3,0,277,70,3,0,45,3,15,0,0,0,0,0,140,103,0,6,102,15,26,4,0
2013,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,10,0,16,0,3,0,0,0,3,0,7,0,5,0,20,3,4,0,3,0,3,0,11,3,20,0,46,0,5,0,8,0,22,0,17,9,29,0,85,4,12,0,25,4,42,3,25,3,23,0,138,8,15,0,57,8,29,0,10,3,20,3,152,13,5,0,48,3,24,0,8,3,20,0,131,9,3,0,54,3,32,0,9,0,3,0,117,30,8,3,81,13,24,0,12,0,9,0,169,28,0,0,55,10,17,0,4,0,3,0,126,16,0,0,39,10,6,3,0,0,0,0,78,15,3,0,19,3,6,0,0,0,0,0,49,38,7,3,54,4,15,3,0
2014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,7,3,4,0,16,5,3,0,3,0,4,0,4,0,12,0,33,6,3,0,3,0,11,0,8,0,14,0,54,0,3,0,31,0,31,0,11,0,15,0,91,10,9,0,32,4,22,0,6,0,3,0,87,10,7,3,31,8,24,0,7,0,3,0,90,15,6,0,27,3,20,0,0,0,3,0,77,25,5,0,71,5,29,0,0,0,3,0,145,30,3,3,54,8,8,3,5,0,4,0,122,14,0,0,28,6,4,0,0,0,0,0,51,18,0,0,7,0,4,3,0,0,0,0,33,13,0,0,16,0,3,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,13,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,13,0,5,0,11,0,36,0,3,0,3,0,17,0,4,3,16,3,66,3,10,0,26,0,39,0,13,3,8,0,101,10,8,0,35,8,42,0,4,0,10,0,111,15,5,0,55,4,34,4,5,0,14,0,130,18,11,0,51,3,33,0,3,0,8,0,127,33,0,3,95,13,43,0,3,6,3,0,203,34,3,4,84,14,8,3,3,0,0,0,157,38,0,0,36,6,9,0,4,0,0,0,90,15,0,0,18,4,32,0,3,0,0,0,75,43,0,0,48,4,29,3,4
2016,0,0,0,0,0,3,0,0,0,28,0,32,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,3,0,3,0,3,0,18,0,32,0,0,0,0,0,0,0,3,0,7,0,16,3,0,0,0,0,10,0,18,3,64,0,98,0,3,0,3,0,19,0,22,7,54,0,109,3,9,0,6,0,31,3,26,6,67,0,155,7,14,0,31,4,72,0,38,10,81,0,257,14,28,6,95,6,147,3,43,16,64,0,415,55,16,0,153,8,114,6,26,9,42,3,444,55,30,9,165,21,113,9,25,7,23,0,449,89,20,3,180,16,70,5,11,5,26,3,430,219,27,11,321,50,108,12,14,9,23,0,797,165,11,5,234,24,40,7,6,0,7,0,504,122,4,0,109,15,12,4,7,0,3,0,277,74,3,0,47,9,33,0,0,0,0,0,167,123,10,3,116,10,32,0,10
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,6,0,10,0,0,0,0,0,0,0,3,0,4,0,14,0,0,0,0,3,8,0,12,0,13,0,32,0,3,0,12,0,21,0,3,0,3,0,42,8,7,0,23,3,34,0,4,0,12,0,96,12,5,0,37,10,29,3,8,0,3,0,113,9,3,0,50,5,16,0,0,0,4,5,93,25,4,0,44,0,16,0,0,0,0,0,93,47,6,0,70,13,16,0,3,0,3,0,169,38,5,3,38,11,9,0,0,0,6,0,100,20,0,0,19,0,5,0,0,0,3,0,51,22,0,0,12,0,5,0,0,0,0,0,34,11,0,3,19,3,8,0,4
2018,3,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,0,15,0,0,0,0,0,0,0,0,0,5,0,8,3,0,0,0,0,0,0,6,0,28,0,45,0,0,0,0,0,6,0,3,0,23,0,41,0,7,0,4,3,23,3,21,3,58,0,120,3,14,0,22,3,45,0,23,9,54,0,167,7,11,3,48,3,78,5,25,9,56,0,253,21,14,0,101,12,95,6,13,4,22,0,290,23,10,0,115,6,75,8,18,3,29,0,286,46,11,0,126,15,84,3,13,7,10,0,314,125,26,5,294,28,116,8,14,6,24,0,642,100,12,3,238,22,29,7,8,0,4,0,435,78,5,6,113,15,30,7,0,0,6,0,264,52,3,0,50,9,34,3,3,0,4,0,164,89,8,3,119,11,48,10,3
2019,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,10,0,20,0,0,0,0,0,3,0,6,0,8,0,21,0,3,0,3,0,12,0,6,3,17,0,43,0,11,0,14,0,33,0,9,0,15,3,81,11,12,0,54,4,54,3,12,4,8,0,151,13,10,3,73,3,55,3,10,0,17,0,185,30,9,4,83,8,34,5,10,3,12,0,181,32,10,0,67,10,14,3,6,0,5,0,150,78,18,3,146,12,27,3,4,0,8,5,308,71,3,0,87,13,9,3,4,0,3,0,193,36,3,0,35,4,4,0,0,0,0,0,86,32,0,0,13,0,4,0,0,0,0,0,57,25,0,0,27,3,7,0,0
2020,3,0,0,3,0,0,0,0,0,9,3,17,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,0,14,0,0,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,4,0,9,0,17,0,32,0,10,0,0,0,5,0,5,0,5,0,26,3,3,0,10,0,15,0,15,0,26,0,65,4,12,0,30,0,60,0,21,6,34,0,167,21,22,4,72,4,105,8,30,8,35,0,306,19,21,3,122,14,123,4,21,3,30,0,361,23,13,0,143,12,106,4,20,0,13,0,343,54,15,3,144,13,87,3,17,4,17,0,368,96,24,6,276,35,96,14,11,10,12,0,585,113,17,3,195,22,34,9,6,3,4,0,408,86,3,0,99,6,20,3,4,0,3,0,237,48,0,0,41,6,26,3,0,0,0,0,123,94,9,0,108,6,38,3,3
2021,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,5,3,7,0,18,0,10,0,0,0,0,0,3,0,10,0,23,3,3,0,4,0,19,0,17,0,30,0,72,3,7,0,17,0,46,0,30,3,30,0,138,7,18,3,67,3,77,0,23,5,30,0,239,21,26,3,135,8,67,7,27,3,21,6,318,34,20,3,146,10,67,3,9,4,20,0,316,43,11,5,168,7,58,7,4,0,13,3,325,136,24,5,288,22,67,8,14,10,9,0,584,101,13,6,214,24,19,10,8,0,3,0,402,75,8,0,103,19,19,3,0,0,0,0,217,45,3,3,45,4,25,0,0,3,0,0,131,63,7,4,98,17,23,4,3
