LGA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA24780,..,45,913,1464,1743,1968,1592,809,232,8769,..,249,633,393,288,204,114,32,3,1921,..,12,39,99,148,87,33,25,9,458,4779,..,..,..,..,..,..,..,..,4779,..,1092,..,..,..,..,..,..,..,1092,..,1012,417,160,133,55,4,0,0,1788,..,138,74,28,45,57,50,27,9,423,..,105,82,48,42,25,5,0,0,307,..,187,246,87,98,107,66,7,0,800,..,89,267,326,497,589,452,258,144,2632,107,111,123,91,70,70,75,37,10,686,4886,3040,2808,2706,3066,3157,2395,1197,409,23661,..,94,1175,1675,1931,1947,1399,630,100,8946,..,351,655,402,306,184,72,24,3,1992,..,120,418,518,534,182,88,79,57,2005,4591,..,..,..,..,..,..,..,..,4591,..,1152,..,..,..,..,..,..,..,1152,..,627,193,60,50,36,10,0,0,967,..,125,40,14,54,79,77,54,37,493,..,93,46,19,18,9,4,0,0,185
LGA24850,..,16,843,1326,1588,1437,1063,439,110,6821,..,128,536,388,328,199,66,14,0,1659,..,5,20,57,144,75,26,16,13,357,4042,..,..,..,..,..,..,..,..,4042,..,985,..,..,..,..,..,..,..,985,..,882,432,137,93,39,6,0,0,1591,..,91,73,25,21,41,40,21,5,312,..,59,65,28,38,28,12,3,0,229,..,149,86,30,63,71,39,18,0,453,..,35,178,209,316,382,262,116,52,1545,70,84,79,53,43,34,36,16,6,420,4109,2428,2318,2251,2624,2302,1548,647,186,18415,..,57,1085,1494,1599,1391,922,313,41,6898,..,225,554,381,333,152,54,6,0,1704,..,65,251,377,411,177,88,49,37,1447,3732,..,..,..,..,..,..,..,..,3732,..,980,..,..,..,..,..,..,..,980,..,604,229,62,37,26,6,0,0,969,..,57,34,9,30,69,70,67,32,364,..,75,30,20,5,16,4,0,0,156
LGA24900,..,17,424,720,986,1169,1057,660,171,5203,..,97,283,184,173,122,61,20,4,953,..,3,7,50,75,49,29,18,11,245,2455,..,..,..,..,..,..,..,..,2455,..,548,..,..,..,..,..,..,..,548,..,544,188,104,76,43,4,0,0,960,..,43,20,12,29,23,15,16,5,165,..,36,25,13,19,11,6,0,0,112,..,81,51,24,38,42,48,20,4,312,..,57,123,146,252,328,341,219,80,1551,41,59,51,38,22,47,64,27,9,360,2496,1493,1188,1296,1676,1839,1621,982,285,12876,..,43,556,812,1094,1178,1030,460,83,5263,..,157,274,191,169,116,60,15,0,976,..,58,181,250,215,84,60,45,21,916,2260,..,..,..,..,..,..,..,..,2260,..,537,..,..,..,..,..,..,..,537,..,316,80,36,33,20,3,0,0,493,..,30,15,7,22,30,43,40,19,204,..,39,9,3,5,0,3,0,3,60
LGA24970,..,102,4363,7553,7534,6048,5067,3526,966,35166,..,334,1310,677,568,388,144,38,6,3460,..,17,41,145,378,284,118,98,72,1141,14166,..,..,..,..,..,..,..,..,14166,..,5823,..,..,..,..,..,..,..,5823,..,2151,2448,796,642,229,23,0,0,6296,..,848,709,160,140,140,140,92,50,2279,..,800,821,155,82,57,19,9,3,1936,..,3187,2351,452,236,171,116,46,20,6569,..,426,732,671,786,729,702,603,393,5046,131,235,285,168,135,101,75,77,24,1220,14302,13918,13063,10762,10507,8137,6398,4479,1526,83096,..,257,5667,8163,7612,5977,4839,2597,435,35546,..,446,1365,668,574,307,124,16,0,3499,..,49,327,1159,1687,909,459,455,258,5309,13296,..,..,..,..,..,..,..,..,13296,..,5541,..,..,..,..,..,..,..,5541,..,1584,1734,472,376,172,30,0,0,4373,..,693,474,107,222,420,429,400,206,2951,..,801,589,112,51,37,15,4,3,1616
LGA25060,..,47,2509,4611,4703,3703,2854,1813,524,20759,..,224,1637,839,622,350,110,33,0,3817,..,5,11,105,237,203,83,73,61,777,9441,..,..,..,..,..,..,..,..,9441,..,3282,..,..,..,..,..,..,..,3282,..,1619,1417,526,426,185,23,0,0,4200,..,352,316,99,106,94,84,42,40,1142,..,177,241,76,29,32,18,3,0,575,..,837,1128,263,153,130,83,34,15,2637,..,179,793,783,885,795,600,372,250,4662,110,170,224,145,111,83,64,43,26,984,9550,6895,8285,7445,7270,5578,3920,2416,916,52271,..,133,3225,4977,4719,3669,2688,1348,216,20978,..,362,1658,829,521,304,78,9,3,3763,..,37,296,714,1108,635,282,322,205,3609,8987,..,..,..,..,..,..,..,..,8987,..,3381,..,..,..,..,..,..,..,3381,..,1159,1165,287,248,144,29,0,0,3029,..,349,313,128,111,205,205,175,126,1607,..,165,194,51,21,17,3,3,3,465
LGA25150,..,13,567,1149,1317,1255,995,353,79,5738,..,85,382,301,282,135,58,10,3,1250,..,5,16,50,84,55,24,12,11,257,3087,..,..,..,..,..,..,..,..,3087,..,788,..,..,..,..,..,..,..,788,..,736,306,125,87,27,4,0,0,1291,..,65,40,23,20,43,22,25,4,236,..,34,39,16,22,16,3,0,0,124,..,34,50,22,35,49,30,13,0,228,..,37,129,164,241,255,252,112,40,1229,59,67,49,49,54,36,24,9,3,344,3148,1865,1575,1898,2137,1860,1421,532,136,14569,..,31,752,1256,1409,1231,880,233,39,5828,..,125,395,295,257,129,43,9,3,1251,..,29,155,292,290,143,66,46,37,1068,2935,..,..,..,..,..,..,..,..,2935,..,839,..,..,..,..,..,..,..,839,..,471,194,55,33,20,5,0,0,780,..,47,16,3,19,61,49,32,25,260,..,40,24,9,5,10,7,0,0,103
LGA25250,..,135,4532,6538,4956,3384,2527,2220,755,25046,..,410,3214,1889,1046,502,167,39,7,7266,..,7,32,137,310,221,111,104,69,990,12497,..,..,..,..,..,..,..,..,12497,..,3183,..,..,..,..,..,..,..,3183,..,1941,1736,727,599,284,44,3,0,5338,..,614,716,188,147,145,110,72,41,2033,..,427,780,150,62,40,15,3,0,1482,..,2161,3707,818,322,212,102,55,12,7386,..,258,1395,1247,1199,1148,782,545,393,6968,179,234,430,211,206,103,77,81,36,1568,12678,9384,16537,11901,8845,6035,3946,3124,1318,73756,..,471,5731,6405,4809,3353,2458,1693,314,25232,..,627,3360,1864,943,454,102,28,4,7378,..,72,375,974,1301,776,404,542,282,4722,11890,..,..,..,..,..,..,..,..,11890,..,3300,..,..,..,..,..,..,..,3300,..,1351,1232,389,380,182,22,0,0,3557,..,466,499,148,188,257,269,228,172,2223,..,388,546,67,52,24,7,3,0,1091
LGA25340,..,61,1868,4695,5784,5806,5989,3398,920,28515,..,329,1379,1193,1160,800,455,136,28,5475,..,7,28,186,440,256,102,78,57,1146,12893,..,..,..,..,..,..,..,..,12893,..,3427,..,..,..,..,..,..,..,3427,..,2773,1354,556,383,165,15,0,0,5253,..,236,143,66,94,102,88,71,42,852,..,188,153,74,88,55,25,13,8,585,..,151,242,138,184,242,180,87,19,1236,..,153,453,691,1078,1250,1257,901,487,6271,243,301,290,193,179,198,212,112,26,1746,13134,7621,5909,7798,9373,8868,8320,4799,1585,67404,..,121,2591,5302,6067,6038,5742,2547,432,28841,..,500,1512,1266,1174,739,356,88,11,5641,..,147,604,1322,1614,719,344,282,182,5220,12209,..,..,..,..,..,..,..,..,12209,..,3527,..,..,..,..,..,..,..,3527,..,1795,871,241,181,127,23,3,0,3239,..,185,117,45,89,182,225,213,154,1210,..,174,101,47,43,30,8,7,3,413
LGA25430,..,6,154,387,552,711,645,349,96,2908,..,41,143,181,196,177,95,20,0,852,..,0,4,31,55,47,16,10,4,157,1317,..,..,..,..,..,..,..,..,1317,..,335,..,..,..,..,..,..,..,335,..,270,128,54,50,11,7,0,0,517,..,27,12,4,9,22,13,10,5,114,..,14,21,13,10,10,4,0,0,85,..,30,44,36,45,64,42,15,3,268,..,13,38,92,193,306,243,127,62,1079,24,31,18,23,27,31,35,10,4,203,1347,766,564,826,1119,1387,1106,541,174,7837,..,11,213,467,646,694,591,263,47,2928,..,70,162,220,200,166,73,15,0,916,..,14,52,130,208,101,45,29,24,602,1269,..,..,..,..,..,..,..,..,1269,..,329,..,..,..,..,..,..,..,329,..,156,79,21,21,11,6,0,0,296,..,22,7,7,16,26,27,20,10,138,..,22,17,9,9,0,0,0,0,50
LGA25490,..,6,236,565,634,759,562,249,57,3075,..,48,177,138,120,93,28,6,0,616,..,5,0,22,22,27,15,11,3,110,1562,..,..,..,..,..,..,..,..,1562,..,322,..,..,..,..,..,..,..,322,..,291,97,66,47,22,4,0,0,525,..,23,14,4,13,20,15,3,5,95,..,16,11,3,3,0,3,0,0,43,..,16,45,17,14,28,11,9,0,144,..,28,76,65,142,175,156,78,31,759,18,28,22,15,27,5,25,11,3,149,1579,785,690,898,1026,1133,829,359,97,7398,..,20,333,589,742,705,495,171,32,3096,..,90,177,144,133,73,20,4,0,637,..,24,48,89,100,41,26,33,22,382,1524,..,..,..,..,..,..,..,..,1524,..,356,..,..,..,..,..,..,..,356,..,169,50,14,13,20,5,0,0,268,..,14,4,3,9,15,12,13,7,81,..,20,10,0,3,3,0,0,0,34
LGA25620,..,3,149,342,495,580,577,227,53,2423,..,35,129,165,152,99,58,4,0,644,..,3,7,13,42,26,10,5,5,111,1017,..,..,..,..,..,..,..,..,1017,..,206,..,..,..,..,..,..,..,206,..,212,99,42,19,17,3,0,0,391,..,13,3,7,7,18,13,11,3,73,..,10,9,5,6,3,3,0,0,34,..,14,29,11,23,31,23,11,0,142,..,21,51,89,149,226,225,91,39,887,25,35,29,19,29,33,25,10,3,208,1044,555,499,695,920,1040,945,361,100,6151,..,3,196,414,504,610,527,149,18,2417,..,47,145,171,142,104,26,3,0,635,..,7,41,72,95,39,17,22,14,303,962,..,..,..,..,..,..,..,..,962,..,240,..,..,..,..,..,..,..,240,..,135,54,18,19,9,3,0,0,238,..,18,3,0,3,17,28,8,12,97,..,9,3,0,3,0,0,0,0,18
LGA25710,..,11,756,2540,3445,3165,1965,638,106,12618,..,59,465,470,422,301,104,20,0,1839,..,0,3,73,129,130,40,16,9,405,5851,..,..,..,..,..,..,..,..,5851,..,2339,..,..,..,..,..,..,..,2339,..,1530,1032,230,106,37,5,0,0,2942,..,96,66,30,33,36,29,19,19,326,..,58,57,21,31,24,11,0,0,195,..,32,60,37,46,45,22,9,0,256,..,55,137,137,244,260,221,100,48,1208,50,104,75,42,49,53,43,18,8,425,5903,4294,2652,3572,4497,4045,2434,809,191,28405,..,34,1092,2895,3627,3022,1653,413,45,12781,..,94,490,537,466,263,78,4,3,1931,..,12,87,315,597,331,113,53,37,1540,5617,..,..,..,..,..,..,..,..,5617,..,2355,..,..,..,..,..,..,..,2355,..,1107,689,103,46,27,3,0,0,1975,..,92,49,13,26,62,74,69,55,434,..,61,41,18,13,15,4,0,0,156
LGA25810,..,11,141,268,391,512,467,229,52,2062,..,40,107,60,70,52,39,9,0,386,..,4,4,19,31,9,9,0,3,80,814,..,..,..,..,..,..,..,..,814,..,221,..,..,..,..,..,..,..,221,..,164,79,44,28,16,0,0,0,337,..,31,8,9,14,6,11,0,0,83,..,12,21,0,4,5,3,0,0,44,..,46,50,17,28,32,14,4,0,200,..,37,64,92,126,169,163,76,34,756,15,16,20,3,11,24,13,16,3,134,831,575,495,517,704,826,727,340,97,5106,..,20,174,317,474,509,404,152,37,2079,..,77,104,84,72,39,26,5,0,402,..,17,52,79,92,34,29,21,8,329,757,..,..,..,..,..,..,..,..,757,..,203,..,..,..,..,..,..,..,203,..,83,40,21,8,10,0,0,0,158,..,17,9,3,5,11,14,7,9,73,..,16,7,9,0,0,0,0,0,28
LGA25900,..,64,2117,3192,2344,1900,1546,714,196,12063,..,406,3388,1768,1029,581,252,47,9,7483,..,3,17,51,155,147,44,18,10,447,5381,..,..,..,..,..,..,..,..,5381,..,1239,..,..,..,..,..,..,..,1239,..,434,411,161,151,48,5,0,0,1224,..,278,315,77,40,41,34,18,10,816,..,105,254,55,31,19,7,0,0,472,..,834,2235,610,285,196,110,29,4,4297,..,340,1849,1760,1555,1243,834,361,171,8124,86,133,287,201,129,80,54,21,12,999,5467,3846,10886,7861,5715,4255,2888,1218,415,42549,..,129,2823,3108,2417,1861,1312,462,100,12209,..,635,3496,1389,834,387,157,18,3,6918,..,17,156,516,766,419,142,115,71,2221,5192,..,..,..,..,..,..,..,..,5192,..,1263,..,..,..,..,..,..,..,1263,..,353,356,91,85,42,8,0,0,933,..,305,305,103,56,102,65,57,33,1020,..,139,177,27,18,11,4,0,0,372
LGA25990,..,3,68,173,222,315,319,122,25,1244,..,16,44,53,56,53,24,3,0,251,..,0,3,11,11,12,4,0,3,45,520,..,..,..,..,..,..,..,..,520,..,115,..,..,..,..,..,..,..,115,..,99,43,32,21,10,0,0,0,199,..,4,0,3,0,7,5,0,0,25,..,11,3,0,3,6,0,0,0,25,..,5,11,7,11,29,15,9,0,88,..,9,20,37,70,128,123,70,18,475,14,13,17,10,18,18,20,8,3,109,532,268,213,333,412,572,504,213,55,3097,..,7,111,195,248,337,282,70,16,1262,..,23,55,48,59,41,17,4,0,249,..,4,29,34,48,32,15,7,9,181,518,..,..,..,..,..,..,..,..,518,..,115,..,..,..,..,..,..,..,115,..,68,24,6,7,15,0,0,0,127,..,10,0,3,9,5,12,3,6,50,..,11,0,0,0,0,0,0,0,15
LGA26080,..,0,17,40,89,133,175,113,21,582,..,3,7,13,17,12,0,5,3,64,..,0,0,4,3,3,3,0,3,11,153,..,..,..,..,..,..,..,..,153,..,46,..,..,..,..,..,..,..,46,..,24,15,3,3,4,0,0,0,51,..,0,0,0,4,0,0,0,0,4,..,0,0,3,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,9,..,6,0,18,13,29,45,17,15,135,3,0,3,6,3,16,13,3,0,45,158,92,47,83,127,202,236,130,40,1111,..,0,17,61,102,138,163,88,16,590,..,0,14,19,20,5,4,0,0,62,..,0,4,14,20,8,3,8,6,60,136,..,..,..,..,..,..,..,..,136,..,64,..,..,..,..,..,..,..,64,..,15,14,3,0,3,3,0,0,35,..,0,0,0,0,3,3,0,3,12,..,0,0,0,0,0,0,0,0,3
LGA26170,..,9,382,788,1015,1174,1176,538,138,5223,..,81,263,193,243,172,81,11,3,1048,..,0,9,31,67,38,18,10,3,179,2386,..,..,..,..,..,..,..,..,2386,..,577,..,..,..,..,..,..,..,577,..,439,187,100,69,21,3,0,0,819,..,33,20,11,13,25,20,11,7,151,..,36,19,9,11,13,7,3,0,94,..,55,51,15,25,35,26,14,7,230,..,44,107,129,263,357,314,154,81,1451,24,71,49,24,44,50,43,20,5,333,2412,1349,1090,1309,1763,1888,1688,764,243,12494,..,36,536,865,1087,1248,1053,377,56,5271,..,134,271,230,237,164,64,13,0,1118,..,29,132,198,223,115,47,46,28,821,2294,..,..,..,..,..,..,..,..,2294,..,548,..,..,..,..,..,..,..,548,..,266,94,31,24,24,5,0,0,441,..,33,6,4,15,35,29,25,13,169,..,36,15,9,5,6,4,0,0,71
LGA26260,..,4,228,470,616,693,610,286,62,2978,..,58,154,93,75,63,31,6,3,479,..,3,3,26,47,33,11,3,3,126,1342,..,..,..,..,..,..,..,..,1342,..,316,..,..,..,..,..,..,..,316,..,267,81,54,23,16,3,0,0,453,..,21,7,4,5,9,12,3,7,57,..,13,3,0,0,4,0,3,0,31,..,63,37,4,15,14,22,4,4,163,..,50,89,87,116,194,156,111,59,861,19,27,29,18,17,37,23,11,5,185,1365,817,637,750,925,1066,863,426,143,6992,..,12,329,516,673,720,531,199,31,3009,..,96,152,85,93,59,17,4,0,511,..,21,58,100,133,59,23,26,20,443,1235,..,..,..,..,..,..,..,..,1235,..,277,..,..,..,..,..,..,..,277,..,161,63,18,17,17,0,0,0,277,..,13,7,0,6,15,17,14,0,75,..,16,4,0,0,0,0,0,0,20
LGA26350,..,46,2216,3210,3140,2601,2247,1327,396,15178,..,451,2975,1033,616,332,181,52,6,5651,..,0,10,44,146,129,46,36,24,434,5984,..,..,..,..,..,..,..,..,5984,..,2332,..,..,..,..,..,..,..,2332,..,623,647,234,181,68,9,0,0,1763,..,367,342,59,34,43,35,26,16,921,..,171,315,53,33,16,6,3,0,591,..,1319,2288,405,195,106,93,38,14,4455,..,453,1573,1111,901,797,652,364,230,6078,76,154,324,122,74,58,53,39,18,920,6054,5930,10687,6262,5312,4156,3320,1884,700,44300,..,120,2820,3359,3305,2597,2106,957,167,15427,..,667,2806,722,428,235,110,25,6,4984,..,19,111,426,745,494,183,157,99,2232,5903,..,..,..,..,..,..,..,..,5903,..,2368,..,..,..,..,..,..,..,2368,..,594,582,123,123,59,5,0,0,1485,..,412,380,81,53,106,87,102,72,1295,..,199,245,32,13,3,3,5,3,502
LGA26430,..,5,96,214,311,461,464,252,44,1855,..,20,100,80,67,64,44,11,9,391,..,0,3,8,26,9,11,0,3,66,720,..,..,..,..,..,..,..,..,720,..,162,..,..,..,..,..,..,..,162,..,151,62,28,31,11,0,0,0,293,..,10,7,5,8,14,8,4,3,58,..,7,17,9,3,8,0,3,0,43,..,13,18,3,21,20,14,4,3,101,..,8,47,48,98,162,178,92,41,677,16,19,23,19,15,29,17,10,3,158,736,401,367,419,585,779,739,380,108,4514,..,4,144,235,361,515,426,161,19,1869,..,38,97,93,66,64,28,9,0,386,..,16,35,85,87,33,24,16,13,319,670,..,..,..,..,..,..,..,..,670,..,151,..,..,..,..,..,..,..,151,..,76,32,18,20,10,0,0,0,154,..,11,8,0,14,18,17,12,12,77,..,13,10,3,0,0,0,0,0,22
LGA26490,..,0,398,1217,1252,1158,996,412,85,5514,..,40,303,276,225,181,68,14,0,1095,..,3,6,29,60,39,20,6,4,167,2944,..,..,..,..,..,..,..,..,2944,..,727,..,..,..,..,..,..,..,727,..,402,209,69,37,8,3,0,0,728,..,48,29,10,17,11,14,3,5,133,..,25,30,19,12,13,3,4,0,103,..,79,124,48,38,39,22,5,0,355,..,23,71,127,187,264,173,82,46,976,28,67,67,34,44,57,42,12,0,350,2969,1412,1233,1827,1864,1764,1333,533,146,13079,..,11,592,1324,1309,1173,883,305,44,5635,..,57,344,302,239,148,43,7,0,1136,..,9,58,164,234,121,37,28,21,670,2710,..,..,..,..,..,..,..,..,2710,..,689,..,..,..,..,..,..,..,689,..,238,152,30,20,17,4,0,0,460,..,34,19,4,8,29,29,20,17,163,..,27,34,7,11,4,0,3,3,89
LGA26610,..,20,393,585,698,773,544,332,92,3439,..,88,196,91,96,82,30,13,3,592,..,4,8,29,50,27,9,9,3,150,1810,..,..,..,..,..,..,..,..,1810,..,360,..,..,..,..,..,..,..,360,..,344,144,60,49,13,0,0,0,605,..,61,30,11,15,19,19,9,4,171,..,28,26,16,11,4,3,0,0,95,..,90,137,59,53,50,18,9,0,418,..,55,110,90,176,212,186,102,55,984,40,53,44,28,32,25,27,14,3,261,1856,1103,1095,973,1173,1209,838,492,154,8887,..,52,485,673,725,754,501,229,48,3461,..,121,185,96,96,60,24,7,0,596,..,36,125,152,137,50,31,33,18,588,1668,..,..,..,..,..,..,..,..,1668,..,426,..,..,..,..,..,..,..,426,..,186,72,25,26,18,0,0,0,326,..,36,26,9,18,18,20,13,11,156,..,23,21,3,4,3,0,0,0,55
LGA26670,..,3,60,134,229,298,290,126,22,1162,..,19,53,37,40,38,20,3,0,208,..,0,0,18,13,6,4,0,0,49,448,..,..,..,..,..,..,..,..,448,..,127,..,..,..,..,..,..,..,127,..,73,34,10,9,5,0,0,0,136,..,7,8,0,3,7,8,4,0,36,..,3,5,0,3,3,0,0,0,22,..,12,16,5,6,10,3,7,0,52,..,11,21,28,62,105,76,44,25,371,11,15,10,7,15,15,16,7,4,92,453,278,199,251,385,482,414,187,50,2699,..,11,81,168,278,305,240,83,18,1173,..,23,50,47,38,29,9,4,0,203,..,3,23,22,33,15,4,5,7,115,410,..,..,..,..,..,..,..,..,410,..,110,..,..,..,..,..,..,..,110,..,39,22,7,4,0,0,0,0,68,..,6,3,0,3,0,6,3,4,29,..,5,0,0,0,0,0,0,0,11
LGA26700,..,22,387,857,1049,1135,931,539,154,5067,..,115,286,180,195,125,51,21,0,972,..,8,16,50,66,36,13,12,4,203,2431,..,..,..,..,..,..,..,..,2431,..,534,..,..,..,..,..,..,..,534,..,444,185,91,63,32,5,0,0,816,..,51,27,10,20,28,29,11,11,182,..,27,19,12,17,0,8,0,0,76,..,72,65,28,37,53,28,8,4,294,..,50,143,165,255,321,300,142,84,1462,40,58,53,35,38,36,36,19,3,323,2473,1373,1180,1433,1736,1768,1399,755,255,12367,..,29,535,964,1075,1168,889,410,62,5128,..,174,284,195,183,130,48,0,3,1004,..,44,131,252,255,112,61,49,41,931,2329,..,..,..,..,..,..,..,..,2329,..,548,..,..,..,..,..,..,..,548,..,299,100,51,37,17,0,0,0,506,..,32,22,7,15,39,38,35,8,194,..,31,10,3,7,9,5,0,0,57
LGA26730,..,24,546,968,1151,1144,984,486,148,5454,..,156,431,262,186,132,54,11,6,1235,..,3,22,48,62,42,19,18,9,220,2888,..,..,..,..,..,..,..,..,2888,..,698,..,..,..,..,..,..,..,698,..,657,215,95,75,32,5,0,0,1075,..,60,47,18,16,29,15,3,11,197,..,57,55,21,20,8,3,0,0,161,..,250,273,55,45,45,25,3,3,697,..,84,192,218,282,286,216,135,63,1473,57,89,77,47,36,39,37,13,4,402,2945,2068,1845,1732,1874,1762,1351,680,244,14506,..,34,697,1044,1257,1145,884,383,75,5521,..,237,421,240,195,128,32,10,3,1268,..,51,209,339,347,122,66,54,33,1223,2769,..,..,..,..,..,..,..,..,2769,..,733,..,..,..,..,..,..,..,733,..,428,127,45,48,26,3,0,0,672,..,67,24,14,24,33,38,18,13,238,..,49,30,4,5,3,0,0,0,96
LGA26810,..,23,712,1151,1354,1745,1481,672,158,7300,..,160,446,307,288,237,106,19,3,1567,..,3,20,50,85,62,26,11,17,276,3615,..,..,..,..,..,..,..,..,3615,..,814,..,..,..,..,..,..,..,814,..,722,262,113,85,40,3,0,0,1226,..,90,30,13,38,32,29,8,14,252,..,47,46,18,16,20,9,0,0,148,..,118,114,43,65,80,65,19,0,500,..,97,229,277,376,518,446,266,110,2319,65,98,82,63,62,67,59,31,6,537,3683,2176,1944,2026,2371,2794,2224,1024,309,18548,..,43,946,1277,1579,1802,1276,463,81,7473,..,257,472,330,290,210,71,14,0,1640,..,55,247,341,332,150,65,58,42,1300,3413,..,..,..,..,..,..,..,..,3413,..,851,..,..,..,..,..,..,..,851,..,411,159,50,41,31,4,0,0,694,..,53,20,11,28,49,45,38,20,273,..,52,26,9,12,4,0,0,0,103
