LGA_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,20,0,0,0,20,0,0,17,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,23,0,0,0,23,0,0,23,4,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
LGA26170,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,91,21,6,0,114,0,0,0,114,3,0,122,16,3,0,0,27,0,0,0,27,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,107,22,6,4,145,0,0,0,145,13,0,150,13,0,0,0,19,0,0,0,19,0,0,19,10,3,0,3,15,0,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,3,34,0,0,0,34,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,3,34,0,0,0,34,3,0,35,6,0,0,0,6,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,3
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,49,0,0,0,49,5,0,62,7,0,0,0,7,0,0,0,6,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,58,0,0,0,56,8,0,69,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
LGA26350,14,3,0,12,14,0,0,0,20,0,5,3,23,3,0,25,696,78,9,14,798,17,3,18,822,49,3,873,214,21,0,3,238,6,3,10,247,39,0,290,3,0,0,0,3,0,0,0,3,0,3,3,916,93,11,18,1040,24,6,35,1067,82,7,1162,173,25,3,0,199,3,7,4,208,7,0,214,191,41,0,0,232,4,0,4,234,19,0,253,3,7,4,0,8,0,0,0,8,0,0,11,5,0,0,3,12,0,0,0,11,0,0,10,379,69,5,3,456,5,7,14,465,27,0,496,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,5,4,0,0,0,9,0,0,0,11,0,0,9,385,69,5,3,464,8,7,14,473,33,0,504,112,10,0,3,130,0,0,4,131,45,0,175,0,0,0,0,0,0,0,0,0,0,0,0,492,83,11,6
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,32,0,0,0,32,0,0,32,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
LGA26490,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,162,31,8,0,203,0,0,0,203,5,0,214,16,8,0,0,22,0,0,0,22,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,177,39,14,0,224,0,0,0,224,11,0,236,29,3,0,0,33,0,0,0,34,7,0,38,36,6,0,0,44,0,0,0,44,3,0,43,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,15,3,0,80,0,0,0,84,10,0,92,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,0,0,7,65,15,3,0,87,0,0,0,86,10,0,90,12,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,74,17,3,0
LGA26610,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,4,57,9,3,4,69,5,0,5,73,3,0,79,8,3,0,0,13,0,0,0,13,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,59,13,3,4,75,5,0,5,86,6,3,92,5,0,0,0,6,0,0,0,6,0,0,6,8,3,0,0,12,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,16,0,0,0,19,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,16,0,0,0,19,0,0,21,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,21,0,0,0,21,0,0,21,3,0,0,0,4,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,29,0,0,0,29,3,0,27,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
LGA26700,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,102,9,0,4,117,0,0,0,117,3,0,119,16,3,0,0,17,0,0,0,16,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,116,16,0,7,131,0,0,0,135,7,0,137,11,0,0,0,10,0,0,0,10,0,0,11,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,22,6,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
LGA26730,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,117,15,3,0,135,3,0,3,138,5,0,143,18,7,0,0,25,0,0,0,25,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,135,22,3,0,162,3,0,3,164,13,0,177,13,3,0,0,17,0,0,0,17,3,0,20,21,4,0,0,23,0,0,0,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,38,6,0,3,46,0,0,0,46,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,11,0,3,45,0,0,0,45,4,0,50,6,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,41,12,0,3
LGA26810,7,0,0,7,7,0,0,0,9,0,0,0,8,0,0,8,142,15,3,3,162,3,0,5,171,14,0,183,29,0,6,0,31,0,3,3,32,5,0,42,0,0,0,0,0,0,0,0,0,0,0,3,167,15,7,4,196,5,3,11,205,20,0,224,11,0,0,0,17,0,0,0,17,0,0,17,17,0,0,0,14,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,3,36,0,0,0,36,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,3,36,0,0,0,36,0,0,32,3,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,3
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,13,0,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,41,5,0,50,44,5,3,0,53,11,4,12,66,5,0,73,1561,218,16,18,1819,67,19,77,1899,114,4,2018,275,34,3,10,320,5,3,9,326,81,0,410,3,0,0,5,5,0,0,0,5,0,0,6,1834,252,22,29,2139,67,22,88,2227,201,7,2433,324,48,4,7,393,15,0,15,399,40,0,439,382,73,3,0,462,10,7,20,478,28,0,506,10,4,9,0,24,0,0,0,24,0,0,24,13,0,0,0,11,0,0,0,13,3,0,15,727,129,21,10,887,26,7,30,917,71,0,984,10,0,0,0,10,0,0,0,16,0,0,16,15,8,0,0,19,0,0,3,26,3,0,23,29,3,0,0,35,6,0,6,36,3,0,39,758,139,21,10,918,27,8,37,951,73,0,1027,155,34,4,0,188,8,0,6,199,56,0,256,0,0,0,0,0,0,0,0,0,0,0,0,906,174,18,11
LGA27070,36,3,0,39,50,7,0,0,59,12,3,15,74,3,0,81,1369,197,20,37,1632,60,8,68,1692,119,3,1818,316,89,10,11,429,17,4,25,457,218,0,676,3,0,0,3,10,0,0,0,11,0,3,16,1692,287,29,56,2065,80,11,93,2162,334,11,2508,341,44,3,0,392,3,3,5,395,37,0,437,273,63,3,0,339,9,0,12,346,30,0,376,10,0,6,0,11,0,0,0,11,0,0,13,3,0,0,7,8,0,0,0,8,3,0,17,625,103,14,8,749,11,7,14,764,71,0,837,9,3,0,0,7,4,0,7,13,0,0,15,9,3,0,0,17,0,0,0,12,0,0,12,19,4,0,0,24,4,3,8,29,0,0,35,640,109,14,12,772,20,9,20,794,70,0,866,160,38,10,8,209,15,3,13,225,135,0,355,0,0,0,0,0,0,0,0,0,0,3,6,802,147,21,18
LGA27170,0,0,0,0,6,0,0,0,6,0,0,3,3,0,0,9,140,11,3,3,148,0,0,5,155,5,0,163,26,3,0,0,28,0,0,0,28,7,0,40,0,0,0,0,0,0,0,0,0,0,0,3,163,13,3,3,180,3,0,8,182,20,3,208,13,3,0,0,18,0,0,0,18,0,0,18,11,4,3,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,9,3,0,40,0,0,0,40,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,3,0,42,0,0,0,42,0,0,43,3,0,0,0,4,0,0,0,10,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,36,10,3,0
LGA27260,49,12,0,58,55,13,3,0,70,11,0,16,83,13,0,97,1405,203,21,16,1647,51,7,61,1703,109,3,1814,363,63,3,8,438,19,10,32,467,143,0,614,3,0,0,6,5,0,0,0,5,0,5,10,1767,268,22,29,2092,75,10,90,2179,248,7,2442,354,34,0,3,390,10,3,9,403,32,3,434,243,41,5,0,287,9,3,13,301,26,0,327,8,0,0,0,12,0,0,0,12,0,0,14,5,0,0,3,10,0,0,0,13,0,0,12,615,78,10,9,700,17,6,26,729,54,5,785,7,0,0,3,8,4,3,6,17,0,0,20,10,3,0,0,12,0,0,0,20,3,0,23,20,6,0,3,24,7,3,4,34,5,0,35,631,83,10,7,727,22,8,33,758,65,5,824,148,32,7,0,181,4,3,7,190,80,0,268,0,0,0,0,3,0,0,0,3,0,3,5,776,107,13,15
LGA27350,8,0,0,8,12,0,0,3,17,3,0,4,20,0,0,20,276,52,4,5,347,12,0,11,361,32,0,393,41,5,0,0,45,3,0,3,52,34,0,92,0,0,0,0,0,0,0,0,0,0,0,0,322,63,10,5,393,17,0,21,415,64,0,485,70,11,0,0,80,4,0,4,81,10,0,95,61,24,0,0,85,3,0,3,87,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,6,131,34,0,0,168,6,0,9,173,17,0,188,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,5,6,0,0,11,130,35,0,0,169,12,3,11,181,12,0,196,27,8,0,0,40,4,0,4,42,19,0,61,0,0,0,0,0,0,0,0,0,0,0,0,159,44,0,0
LGA27450,14,4,0,18,22,5,0,0,28,0,0,0,30,4,0,35,1132,145,31,18,1325,10,3,12,1340,70,0,1416,198,27,4,8,236,4,0,4,242,49,0,290,0,0,0,0,0,0,0,0,0,0,4,9,1329,178,36,23,1566,20,3,22,1585,125,5,1717,210,20,10,0,244,0,0,0,248,23,0,266,255,43,0,4,301,0,0,4,299,19,0,322,11,0,8,0,16,0,0,0,15,0,0,21,3,0,0,4,5,0,0,0,5,0,0,5,478,68,15,5,562,3,0,7,570,40,0,609,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,6,4,0,0,0,5,0,0,0,11,0,0,13,481,69,15,5,576,3,0,8,577,44,0,619,78,16,3,3,99,4,0,4,101,26,0,128,0,0,0,0,0,0,0,0,0,0,0,0,560,82,22,11
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,19,0,0,0,17,3,0,22,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,22,0,0,3,24,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
