LGA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,0,0,0,0,0,0,6,4,0,9,0,11,0,15,0,3,0,16,10,0,20,3,12,3,17,0,0,0,17,11,0,27,5,12,0,11,0,0,0,11,16,0,26,3,8,0,11,0,0,0,11,21,0,30,3,0,0,3,0,0,0,3,3,0,9,0,3,0,3,0,0,0,3,6,0,7,7,0,0,7,0,0,0,7,5,0,6,3,3,0,7,0,0,0,7,0,0,7,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,7,0,0
LGA21370,0,0,0,0,4,7,3,8,8,3,15,3,0,0,3,0,0,0,0,6,0,10,0,11,0,16,3,8,11,23,19,0,40,0,15,6,23,7,0,4,24,39,0,65,3,20,0,26,5,3,8,38,67,0,108,15,51,3,74,8,12,20,93,98,0,189,25,62,4,91,5,11,14,106,84,0,187,43,49,5,94,3,4,3,101,67,0,172,53,46,3,99,3,3,9,108,56,3,164,45,25,3,76,3,0,3,79,25,0,108,31,22,0,53,3,0,3,60,20,0,76,26,10,0,36,0,0,0,34,11,0,50,34,7,0,40,0,0,0,40,18,0,52,18,3,0,22,0,0,0,22,3,0,25,4,0,0,4,0,0,0,4,0,0,7,5,0,0,7,0,0,0,6,0,0,7,3,3,0,10,0,0,0,10,4,0,9,41,29,0,72,11,0,11,84,46,3,130,0,3
LGA21450,4,0,3,9,7,0,6,16,43,0,58,0,7,0,7,0,4,4,7,12,0,23,3,29,3,35,10,12,20,50,43,0,98,3,37,3,43,6,9,15,53,90,0,142,7,72,5,83,12,14,22,107,121,3,228,27,172,11,215,12,28,42,251,209,0,466,59,166,11,243,14,15,24,263,160,3,425,111,145,17,275,5,10,21,289,137,0,429,183,118,6,307,4,4,9,316,139,0,452,152,84,8,245,3,7,10,259,90,3,352,145,53,5,200,3,3,8,204,50,0,256,109,30,4,141,0,3,3,148,29,0,180,147,40,7,195,3,3,5,200,37,0,244,59,19,3,72,0,0,0,74,13,3,91,40,8,0,48,0,0,0,47,3,0,50,23,5,0,27,0,0,0,27,0,0,29,15,4,3,19,0,0,0,19,4,0,25,129,89,18,232,7,7,12,242,107,11,362,12,17
LGA21610,7,13,4,22,34,22,59,80,200,0,282,3,13,0,11,9,9,25,37,85,0,118,3,70,9,83,32,30,65,145,203,3,357,4,101,10,116,27,38,66,186,253,0,435,27,159,9,195,34,40,68,264,380,4,648,103,342,40,479,47,75,128,610,565,0,1170,213,350,31,590,29,35,66,651,501,3,1164,347,380,27,751,25,16,41,791,506,6,1310,528,285,27,838,20,11,38,874,477,5,1357,479,225,34,737,20,15,33,767,328,0,1096,394,144,23,562,17,3,18,580,222,0,808,312,105,17,435,4,3,14,444,154,0,600,488,102,25,621,17,3,17,640,183,0,823,212,50,9,268,0,3,3,275,69,3,344,117,21,0,138,0,0,0,144,26,0,166,64,12,0,77,0,3,4,84,23,0,101,56,21,0,76,4,0,3,78,23,0,105,394,193,34,622,27,19,44,664,341,28,1038,27,18
LGA21670,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,8,0,9,0,3,0,8,0,0,0,8,16,0,30,0,3,0,3,0,3,7,9,25,0,41,0,8,0,13,3,4,7,20,53,0,69,4,35,0,35,3,14,19,53,55,0,106,4,21,0,24,3,4,6,30,56,0,84,18,16,0,41,0,0,0,37,61,0,97,16,15,0,27,0,0,3,33,32,0,66,3,8,0,10,0,0,0,11,13,0,31,10,0,0,8,0,0,0,8,3,0,15,9,0,0,6,0,0,0,12,8,0,14,9,0,0,13,0,0,0,13,4,0,13,3,0,0,6,0,0,0,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,15,13,3,29,0,0,0,34,15,0,49,0,0
LGA21750,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,3,7,0,7,0,6,3,13,3,0,4,13,18,0,28,0,12,0,14,0,3,4,22,27,0,48,0,19,0,27,4,0,4,26,28,0,62,6,40,0,46,7,3,6,55,60,0,117,12,39,0,54,0,0,3,55,44,0,104,17,34,4,51,3,0,3,58,33,3,94,26,29,0,56,0,0,0,54,23,0,80,28,20,0,42,0,0,0,42,19,0,67,19,3,4,18,0,0,0,18,10,0,31,14,4,0,20,0,0,0,20,10,0,30,14,8,0,23,0,0,0,23,6,0,35,3,0,0,7,0,0,0,7,3,0,11,5,5,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,5,6,0,0,8,0,0,0,8,3,0,10,27,15,0,47,0,3,3,44,26,0,76,0,0
LGA21830,3,0,0,3,0,0,0,3,4,0,7,0,3,0,3,0,0,0,3,4,0,11,0,3,0,8,0,3,3,9,3,0,14,0,3,0,5,3,0,3,9,17,0,25,3,11,0,15,0,4,4,14,31,0,48,3,21,0,23,4,9,10,37,27,0,64,10,25,3,36,0,0,0,38,23,3,66,18,19,3,41,0,0,0,41,33,0,69,23,13,3,38,0,0,0,38,26,0,68,13,9,0,22,0,0,0,28,13,0,38,13,4,0,22,0,0,0,22,3,0,28,4,0,0,7,0,0,0,7,3,0,9,11,3,4,19,0,0,0,19,3,0,25,9,0,0,7,0,0,0,7,3,0,12,4,0,0,4,0,0,0,4,0,0,5,0,0,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,3,0,3,20,18,0,39,0,0,0,43,25,0,66,0,0
LGA21890,3,3,0,6,8,11,18,28,88,0,113,3,11,0,12,3,3,11,23,32,3,55,5,27,0,35,19,15,29,69,110,0,176,7,30,0,42,16,8,27,70,115,0,186,11,71,3,86,14,13,21,107,164,3,281,24,145,6,174,15,23,31,207,242,0,451,54,156,7,220,11,3,9,232,298,0,526,99,162,15,274,12,8,14,292,308,3,602,155,144,7,311,13,9,23,333,300,3,636,154,101,6,263,3,3,8,272,193,0,463,136,56,3,197,0,3,5,197,137,3,339,127,52,7,186,0,0,3,191,102,0,292,188,66,6,251,3,0,5,257,115,0,376,69,20,3,99,0,0,0,101,49,0,147,48,5,0,51,3,0,3,59,22,0,73,75,16,3,93,3,0,3,94,12,0,110,32,6,3,43,0,0,0,43,27,0,69,139,87,10,234,8,6,16,255,219,21,487,7,13
LGA22110,0,0,0,0,0,0,0,3,13,0,18,0,3,0,3,0,0,0,4,9,0,14,0,16,4,21,3,3,5,22,30,0,54,3,26,7,29,8,7,10,44,43,0,88,9,40,3,50,9,6,19,71,73,3,147,21,80,6,102,3,15,19,118,101,3,221,37,68,5,110,4,4,8,116,114,0,234,54,62,5,120,0,5,3,118,81,0,207,48,42,10,106,3,0,4,107,75,0,186,42,35,9,83,0,0,0,81,36,5,122,32,23,0,52,0,0,0,52,14,0,65,30,4,0,43,0,0,0,44,11,0,58,24,12,0,37,0,0,0,37,11,0,47,5,3,0,6,0,0,0,6,6,0,20,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,5,3,0,0,3,0,0,0,3,9,0,12,45,54,3,105,0,4,8,109,53,3,169,3,4
LGA22170,0,0,3,6,3,13,20,24,80,0,103,3,9,0,14,6,3,9,23,32,0,52,0,29,6,36,23,15,38,71,93,0,168,9,53,5,67,13,19,34,96,136,3,234,8,98,12,122,33,30,61,184,248,3,430,42,216,19,283,23,52,76,365,343,4,707,103,258,26,390,12,24,38,430,324,3,758,202,251,32,484,9,15,24,505,299,3,814,311,244,11,561,14,12,21,586,267,4,859,287,148,17,456,19,7,29,481,168,3,654,288,93,15,400,0,3,3,406,105,0,508,165,58,9,232,7,0,10,239,76,0,314,259,62,13,336,6,3,8,340,74,0,418,101,23,8,132,3,0,5,135,26,0,161,50,13,3,65,0,0,0,65,7,0,76,36,11,0,44,0,0,0,49,9,0,59,22,9,0,34,0,0,3,39,13,0,51,286,174,15,473,17,10,27,505,222,16,741,22,16
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,5,7,0,20,0,7,0,7,0,0,0,8,13,0,16,0,3,0,6,0,0,3,8,14,0,24,3,12,0,21,3,0,3,19,16,0,35,9,14,0,22,3,0,6,24,18,0,41,12,7,0,20,0,0,0,20,16,0,35,13,3,0,18,0,0,0,18,17,0,32,11,7,0,19,0,0,0,15,3,0,21,4,0,0,4,0,0,0,10,4,0,10,6,0,0,11,0,0,0,11,4,0,11,5,0,0,3,0,0,0,3,4,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,20,0,0,0,16,21,0,38,0,3
LGA22310,3,12,7,14,15,10,21,39,124,3,167,6,12,4,22,0,0,4,25,19,0,41,8,34,3,39,14,12,25,62,44,0,108,3,38,3,44,7,5,14,56,53,0,117,9,56,3,66,6,5,15,76,94,0,174,27,103,0,138,7,14,20,153,128,0,277,54,107,7,164,8,5,12,181,118,0,299,80,131,8,212,7,10,11,221,163,0,388,118,129,14,258,8,13,16,271,169,4,445,152,97,7,255,4,0,3,258,109,0,371,152,64,4,219,7,0,6,227,67,0,297,150,49,4,202,3,0,4,209,66,0,277,251,65,18,327,3,3,9,340,80,0,415,81,14,4,101,0,0,0,100,49,0,151,41,12,0,47,0,0,0,46,13,0,62,107,12,4,126,4,0,4,127,10,0,138,79,13,3,92,0,0,0,92,24,0,109,181,130,20,327,9,4,13,344,159,8,503,14,10
LGA22410,0,0,0,0,0,0,0,0,3,0,6,0,3,0,4,0,0,3,3,3,0,8,0,5,0,5,0,0,3,5,17,0,26,0,9,3,12,3,3,3,21,14,0,35,3,15,0,15,3,3,8,22,31,0,59,7,34,4,47,0,8,11,54,44,0,100,13,34,0,50,4,0,6,51,50,0,103,18,24,0,45,0,3,3,54,41,0,97,29,22,0,51,0,0,0,55,25,0,77,23,10,0,37,0,0,0,40,17,0,62,12,3,0,16,0,0,0,19,3,0,22,17,3,0,18,0,0,0,18,6,0,24,22,3,0,26,0,0,0,26,5,0,32,14,0,0,14,0,0,0,14,3,0,14,4,0,0,3,0,0,0,3,0,0,3,4,0,0,7,0,0,0,7,0,0,8,4,0,0,4,0,0,0,4,0,0,5,29,21,3,52,0,0,0,51,26,3,86,3,0
LGA22490,0,0,0,3,3,0,3,7,8,0,9,0,0,0,0,0,0,0,0,0,0,8,0,3,3,3,0,0,3,9,8,0,21,0,4,0,8,0,0,0,11,14,0,21,0,20,0,19,3,0,3,28,31,0,53,4,27,0,33,0,4,3,37,31,0,71,14,24,4,39,0,0,0,42,34,0,72,14,23,3,45,3,3,3,47,31,0,81,27,11,0,37,0,3,4,39,24,0,69,18,8,0,32,0,3,4,34,20,0,49,14,12,3,28,0,0,0,28,11,0,38,11,7,0,19,0,0,0,19,4,0,22,26,3,0,26,0,0,0,26,4,0,28,6,0,0,8,0,0,0,8,3,0,9,0,0,0,4,0,0,0,4,0,0,4,0,3,0,4,0,0,0,4,6,0,9,0,0,0,3,0,0,0,3,0,0,3,17,15,3,38,0,0,0,41,28,3,70,3,0
LGA22620,0,0,3,3,3,3,6,14,50,0,63,0,8,0,8,7,4,10,20,22,0,40,3,24,3,33,15,13,31,59,83,0,140,3,40,6,56,19,15,34,87,133,0,217,12,84,14,105,16,15,35,139,190,0,330,38,212,26,278,26,38,63,340,307,0,656,72,229,18,315,15,15,33,353,340,4,689,144,209,13,364,8,14,18,381,272,3,658,196,163,11,372,7,14,19,394,195,3,592,164,105,19,283,0,3,3,286,122,3,413,153,50,12,212,5,0,5,213,67,0,277,109,32,3,145,0,0,0,147,30,0,175,130,43,6,175,4,0,4,182,41,0,221,43,13,3,58,0,0,0,62,8,0,68,12,3,0,10,0,0,0,17,3,0,17,15,0,0,15,0,0,0,15,12,0,27,15,5,0,17,0,4,4,22,11,0,33,155,114,17,291,6,15,25,310,169,7,484,14,13
LGA22670,3,0,0,4,23,26,46,50,242,3,296,0,11,0,11,8,5,15,26,56,0,84,10,55,3,74,26,26,52,123,187,3,309,10,58,4,75,14,16,32,107,174,0,283,18,80,5,104,21,32,52,154,290,3,444,64,161,15,246,29,27,50,296,361,0,660,150,156,12,321,20,19,38,358,383,7,747,211,160,10,389,10,18,29,417,396,9,816,220,135,13,375,14,8,26,400,359,5,765,183,91,9,293,12,4,21,307,258,3,572,155,70,17,234,8,4,10,248,187,0,429,125,34,9,169,9,7,16,183,130,0,315,166,50,8,228,3,0,0,233,148,4,383,62,25,5,92,3,4,5,98,62,0,166,24,11,3,40,4,0,4,46,11,0,55,19,3,3,26,0,3,5,31,17,0,44,21,3,0,27,0,0,0,25,29,0,49,141,78,30,247,11,14,25,273,311,24,604,15,13
LGA22750,9,6,3,17,13,8,17,29,119,0,147,0,25,0,26,7,12,19,49,47,0,93,4,58,9,65,18,24,45,111,176,0,287,16,84,12,107,22,30,50,156,220,0,367,28,182,15,223,52,36,86,312,391,0,706,66,402,41,506,56,66,119,623,549,6,1177,157,373,25,549,27,29,59,603,563,3,1173,240,371,35,648,20,28,49,695,510,3,1205,359,369,32,762,21,12,31,795,429,8,1229,347,212,29,583,16,8,25,608,240,5,855,309,124,17,450,0,3,3,458,138,6,600,259,77,11,345,7,6,6,359,93,3,455,350,74,19,450,3,6,7,457,106,3,562,122,22,3,151,0,0,0,150,36,0,185,46,12,0,56,0,0,0,56,17,0,71,58,16,0,70,0,0,0,71,23,0,96,51,11,3,58,3,0,4,62,15,0,81,277,228,28,532,19,22,41,571,326,13,916,26,18
LGA22830,0,0,3,8,3,3,9,16,27,0,46,0,6,0,6,0,0,0,5,8,0,12,0,7,7,14,0,8,4,21,55,0,74,3,23,3,29,8,6,13,38,75,0,117,14,36,7,55,12,19,30,88,115,0,208,27,96,7,132,10,24,34,161,178,0,339,50,110,12,175,7,7,18,186,158,0,348,83,100,12,196,8,10,13,211,133,0,347,118,85,13,209,0,3,8,216,101,3,318,94,47,6,153,4,0,8,160,77,0,234,66,15,6,86,0,3,3,85,34,0,125,53,14,4,70,0,4,0,73,23,0,96,66,25,3,94,0,0,0,94,25,0,116,25,4,0,36,0,0,0,36,12,0,46,8,0,0,8,0,0,0,9,0,0,10,9,0,0,8,0,0,0,13,3,0,14,8,0,0,7,0,0,0,7,3,0,15,72,62,10,144,10,9,17,162,82,4,248,10,10
LGA22910,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,3,3,7,0,6,0,4,4,9,6,0,18,0,3,0,3,0,0,3,6,6,0,13,3,18,0,16,3,0,3,24,20,0,44,3,24,0,30,4,10,8,35,38,0,72,8,32,4,45,0,0,0,50,39,0,86,6,25,3,39,0,3,3,41,24,0,69,15,17,3,40,0,3,3,43,31,0,76,9,13,0,24,0,3,3,22,16,0,35,15,6,0,18,0,0,0,25,4,0,26,12,0,0,16,0,0,0,18,5,0,18,10,3,0,12,0,0,0,12,0,0,20,3,0,0,3,0,0,0,3,0,0,3,5,0,0,5,0,0,0,5,0,0,5,0,0,0,3,0,0,0,3,5,0,6,0,0,0,3,0,0,0,3,0,0,4,14,13,3,30,0,0,0,28,37,0,63,0,0
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,3,6,0,8,0,0,0,0,0,0,0,3,9,0,9,5,3,0,8,0,0,0,11,10,0,20,4,4,0,10,0,0,0,9,16,0,22,7,5,0,14,0,0,0,14,15,0,26,4,4,0,8,0,0,0,8,14,0,23,4,3,0,7,0,0,0,7,4,0,13,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,3,0,3,7,8,0,20,0,0
LGA23110,4,0,0,4,4,4,14,15,63,0,77,0,4,0,7,0,0,3,12,24,0,32,6,10,3,18,9,18,23,45,63,0,111,9,28,4,37,4,9,13,50,62,0,107,10,38,5,53,7,11,17,77,113,3,188,10,111,3,126,20,16,31,154,142,0,296,46,78,5,130,10,11,19,146,181,3,330,92,90,7,190,7,9,11,201,193,0,394,135,108,4,249,5,4,15,268,178,0,446,131,55,6,195,4,0,6,202,123,0,324,138,44,4,185,0,0,0,188,80,0,266,101,45,5,149,0,3,3,152,55,0,210,188,39,12,241,0,0,0,241,73,3,310,70,11,5,91,0,4,3,94,30,0,125,34,3,3,40,0,0,0,41,6,0,52,51,4,0,57,0,0,0,57,3,0,66,28,6,3,41,0,0,0,42,6,0,51,134,65,11,211,6,0,14,222,139,4,363,11,0
LGA23190,0,0,0,0,0,0,0,3,10,0,8,0,0,0,0,0,3,3,3,0,0,8,0,3,0,5,3,0,5,8,4,0,13,0,10,0,10,3,6,9,21,23,0,37,0,11,0,17,3,4,6,22,44,0,64,9,37,3,51,3,4,11,62,52,0,113,13,30,3,53,0,3,4,53,45,0,102,26,32,3,66,0,3,3,66,40,0,104,34,17,0,54,0,0,0,57,40,0,99,14,19,3,44,0,0,0,44,20,0,59,19,3,0,23,0,0,0,23,17,0,40,16,0,3,18,0,0,0,18,4,0,21,15,4,0,18,0,0,0,18,3,0,21,8,0,0,8,0,0,0,8,3,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,4,3,0,0,3,0,0,0,3,7,0,7,20,14,3,35,0,0,0,37,18,0,56,4,0
LGA23270,0,7,3,11,9,13,25,28,171,0,206,0,7,3,13,10,6,15,27,68,0,98,3,43,3,54,28,22,46,99,205,0,305,17,51,4,72,18,20,36,110,241,0,353,15,105,8,128,29,31,60,188,366,0,556,46,196,22,266,20,60,75,346,464,3,812,141,234,16,394,16,16,30,428,502,5,933,216,251,22,486,23,14,34,516,476,0,999,296,183,23,505,20,12,32,536,445,5,980,313,150,18,477,11,4,21,494,305,4,800,207,86,24,324,10,9,19,341,193,3,537,204,52,16,263,3,4,7,275,127,0,409,307,86,15,407,7,5,6,419,126,0,543,146,39,10,197,6,0,6,197,73,0,278,55,14,0,73,0,0,4,73,15,0,91,44,9,0,59,3,0,3,58,16,0,76,38,11,7,57,3,0,3,61,27,0,86,242,150,34,425,25,18,43,472,353,32,857,24,22
LGA23350,0,0,0,0,3,0,3,3,8,0,14,0,0,0,0,0,0,0,0,3,0,7,3,7,0,4,0,0,3,6,7,0,14,3,9,3,8,0,3,3,19,10,0,31,0,12,0,14,3,0,4,19,21,0,39,6,27,0,33,0,3,3,36,16,0,51,12,28,0,44,0,3,3,49,26,0,70,15,25,0,37,0,0,0,40,23,0,65,24,13,3,39,0,0,0,39,19,0,62,26,13,0,39,0,0,0,39,11,0,47,13,3,0,20,0,0,0,20,0,0,23,13,8,4,20,0,0,0,20,6,0,26,7,4,0,17,0,0,0,15,5,0,21,3,3,0,10,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,4,0,0,5,33,19,0,51,3,0,3,57,15,0,67,0,0
LGA23430,3,6,0,8,10,12,17,25,89,0,111,8,10,0,11,3,4,6,18,22,0,43,3,38,0,42,6,12,17,59,79,3,134,7,45,4,56,3,3,8,66,99,0,165,19,69,3,92,5,18,24,114,152,3,275,23,162,11,198,14,21,30,228,186,3,420,67,176,16,258,6,18,22,282,227,4,505,142,220,12,373,4,14,17,395,259,0,655,215,184,17,409,8,8,18,426,260,0,691,231,133,12,379,8,4,14,391,166,0,560,257,101,7,369,3,3,4,376,123,4,504,208,62,10,278,3,0,3,287,106,0,388,324,72,5,404,0,0,4,407,118,0,526,102,31,4,131,0,0,0,135,64,0,199,64,13,3,83,0,0,0,85,11,0,99,66,12,0,81,0,0,0,81,9,0,93,60,4,6,67,3,0,3,72,11,0,78,221,140,22,383,7,5,20,397,228,13,634,15,13
LGA23670,6,3,4,13,8,4,14,22,99,0,120,5,10,3,20,0,0,6,21,30,0,51,4,27,3,31,6,18,22,56,83,0,137,8,48,3,55,9,15,20,77,76,0,153,9,75,5,84,13,11,27,112,153,0,264,33,190,10,232,14,21,34,273,253,0,522,87,233,16,332,13,18,28,363,237,3,599,187,226,18,432,9,3,18,448,245,5,697,245,200,22,466,11,10,22,486,239,0,721,276,147,12,425,9,10,17,447,141,0,585,214,103,10,318,8,3,8,333,130,0,455,207,42,13,263,3,0,3,268,81,0,346,292,102,13,399,0,0,6,405,94,0,501,134,31,6,170,4,3,3,172,37,0,213,75,11,4,94,0,0,0,90,11,0,102,47,3,4,50,0,0,0,50,7,0,61,54,18,4,69,0,0,0,69,18,0,93,254,139,20,411,8,14,17,433,169,9,615,28,17
