LGA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA21270,23,0,0,0,23,13,0,34,3,0,0,0,3,0,0,0,3,0,0,3,134,13,4,6,158,3,0,3,163,12,0,180,22,4,0,0,25,0,0,0,25,0,0,25,52,3,0,0,60,0,0,0,60,0,0,60,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,91,0,0,0,91,0,0,91,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,76,4,0,0,91,3,0,3,92,0,0,92,10,0,0,0,13,0,0,0,13,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,88,9,4,0,100,3,0,3,104,7,0,112,43,0,0,0,43,0,0,0,43,0,0,47,71,5,4,0,81,0,0,0,81,3,3,85
LGA21370,118,3,0,3,127,31,0,156,0,0,0,0,0,0,0,0,0,0,5,10,707,84,19,10,824,8,0,8,837,62,11,913,184,10,3,3,202,0,0,0,205,10,0,218,232,21,3,5,261,0,0,3,265,8,4,277,13,0,3,0,19,0,0,0,19,0,0,19,0,0,0,5,5,0,0,0,5,0,0,8,434,36,12,11,488,0,0,3,494,24,4,518,3,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,6,0,0,0,6,0,0,8,438,39,12,14,500,0,0,3,503,25,4,527,65,9,3,3,85,3,0,3,85,19,0,102,0,0,0,0,0,0,0,0,0,0,0,3,507,42,17,16,587,3,0,5,592,40,8,637,285,24,3,0,314,3,0,3,315,12,0,331,301,28,9,6,338,7,3,11,349,7,4,361
LGA21450,583,22,5,28,608,72,0,680,0,0,3,4,6,0,0,0,6,0,6,14,2397,255,34,35,2719,55,11,67,2783,155,6,2952,458,51,0,0,507,9,0,9,513,13,0,531,681,48,12,10,749,5,3,5,757,16,0,773,21,0,8,0,28,0,0,0,28,0,0,28,7,0,0,4,14,0,0,0,11,0,0,18,1169,97,18,21,1293,15,3,20,1315,38,0,1351,19,3,0,0,19,0,0,0,22,0,0,23,31,3,0,0,36,0,0,0,36,3,0,36,48,7,0,0,54,0,0,0,57,4,0,57,1211,104,13,21,1352,12,3,15,1370,39,0,1410,256,41,5,9,311,8,0,6,314,47,0,366,0,0,0,0,3,0,0,0,3,0,3,9,1469,142,20,26,1661,18,7,28,1689,85,6,1779,658,53,6,3,729,12,0,17,740,23,3,767,884,79,13,9,983,8,0,11,1000,31,0,1033
LGA21610,2329,92,22,114,2444,482,5,2933,16,3,0,9,25,0,0,0,25,6,29,60,7202,1069,106,166,8549,262,54,317,8862,789,58,9716,1439,176,19,12,1639,35,9,47,1688,84,3,1769,1634,239,23,20,1917,33,15,48,1964,77,7,2046,51,11,0,0,62,0,0,0,60,0,0,60,30,7,0,35,68,4,0,7,72,9,3,83,3143,429,45,63,3680,75,24,100,3780,168,7,3958,61,6,0,3,73,16,0,16,88,15,0,101,98,16,3,0,120,14,0,12,129,9,0,136,162,26,7,3,192,28,0,33,222,22,0,242,3300,456,47,66,3871,105,20,129,4002,192,11,4201,1021,196,17,35,1270,42,8,50,1311,319,6,1635,9,0,0,3,7,0,0,0,7,4,22,35,4332,649,68,102,5153,148,28,179,5328,507,40,5876,2210,256,28,15,2501,39,8,52,2549,131,5,2684,2275,316,40,21,2643,39,7,51,2691,125,3,2818
LGA21670,43,0,0,0,46,25,0,66,0,0,0,0,0,0,0,0,0,0,0,0,168,36,0,3,212,6,0,6,216,46,0,263,29,4,0,0,32,0,0,0,32,6,0,33,43,6,0,0,58,0,4,7,64,6,0,71,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,74,11,0,3,90,0,4,7,94,10,0,107,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,75,11,0,6,94,0,3,4,103,10,0,117,19,3,3,0,27,0,0,0,25,19,0,41,0,0,0,0,0,0,0,0,0,0,0,0,92,19,8,6,126,3,3,3,127,31,0,155,46,0,0,0,47,0,0,0,49,3,0,50,73,14,4,0,87,0,0,0,91,5,0,95
LGA21750,60,3,0,3,64,12,0,75,0,0,0,0,0,0,0,0,0,0,4,5,433,49,11,13,505,3,0,9,510,24,8,541,82,8,0,0,93,0,0,3,90,0,0,93,159,13,0,3,179,0,3,3,185,6,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,27,0,7,271,0,3,9,277,10,0,290,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,4,0,0,4,249,27,0,7,274,3,3,5,287,10,0,296,28,0,3,0,35,0,0,0,37,8,0,38,0,0,0,0,0,0,0,0,0,0,3,3,271,29,4,8,308,3,3,6,321,10,3,335,118,22,0,3,139,0,0,0,143,3,0,150,170,17,3,0,198,0,3,7,203,9,0,210
LGA21830,64,3,0,3,67,11,0,78,0,0,0,0,0,0,0,0,0,0,0,0,363,39,4,4,417,11,0,11,420,16,0,442,88,8,0,0,94,0,0,0,94,3,0,95,117,13,0,0,129,3,0,4,131,4,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,6,209,17,0,6,230,3,0,4,236,10,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,211,17,0,6,233,3,0,3,240,7,0,246,22,6,0,3,28,3,0,3,33,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,232,19,0,7,268,3,0,10,270,14,0,290,151,16,0,0,168,0,0,0,168,4,0,171,140,15,3,0,158,3,0,3,158,4,0,165
LGA21890,505,19,9,25,534,141,0,677,3,0,0,0,5,0,0,0,5,0,3,9,2348,393,37,50,2824,64,19,88,2907,242,5,3157,407,74,3,3,491,11,0,9,497,29,0,526,613,92,3,3,716,13,3,15,729,22,0,755,8,0,6,0,17,0,0,0,17,0,0,19,4,0,0,12,14,0,0,0,14,3,0,22,1043,160,17,17,1239,18,4,20,1259,54,0,1318,11,3,0,0,12,7,0,8,21,0,0,24,34,0,0,0,42,3,4,6,43,0,0,44,44,3,0,0,49,8,3,14,67,0,0,72,1086,165,17,20,1285,28,9,33,1321,62,0,1383,235,56,7,7,300,6,6,16,315,81,0,399,3,0,0,0,10,0,0,0,10,0,6,18,1320,226,20,29,1593,35,15,49,1641,144,12,1793,548,89,13,4,651,21,3,20,677,47,0,720,797,109,6,5,919,16,6,23,935,47,0,984
LGA22110,110,3,0,3,113,46,0,160,4,0,0,0,4,0,0,0,4,0,4,4,649,118,27,17,814,11,5,17,824,93,4,928,130,15,0,3,150,3,3,3,153,11,0,169,230,34,7,4,276,3,0,3,274,15,0,289,3,6,4,0,15,0,0,0,15,0,0,15,3,0,0,3,7,0,0,0,7,0,0,8,360,54,10,10,440,3,3,5,450,31,0,482,4,3,0,0,8,0,0,0,8,0,0,8,4,0,0,0,4,0,0,0,4,0,0,4,8,3,0,0,7,0,0,0,7,0,0,7,367,59,10,10,454,3,3,5,457,31,0,489,50,10,0,3,62,5,0,3,66,34,0,103,0,0,0,0,0,0,0,0,0,0,3,7,422,73,16,12,519,4,4,10,528,62,6,595,188,26,10,0,220,3,0,3,231,9,0,245,262,41,3,3,311,7,0,7,319,24,0,341
LGA22170,602,19,3,29,631,110,4,742,0,0,0,4,6,0,0,0,6,0,4,15,2464,305,49,37,2853,70,13,82,2938,189,10,3138,440,59,6,13,510,8,0,8,518,36,0,557,666,78,11,4,753,9,0,11,763,25,0,789,19,0,6,0,33,0,0,0,35,0,0,35,3,0,0,5,10,0,0,0,10,0,0,10,1135,133,21,22,1305,19,0,18,1325,64,0,1392,17,0,0,0,17,3,0,3,23,0,0,20,38,4,0,0,43,5,0,5,45,5,0,50,53,4,0,0,60,8,0,8,64,6,0,71,1183,133,21,19,1362,26,0,30,1390,69,0,1464,256,38,0,10,299,10,0,8,313,81,0,389,0,0,0,0,3,0,0,0,3,0,0,3,1440,172,25,31,1667,37,3,41,1704,153,3,1855,701,86,10,10,809,12,4,14,823,44,0,864,905,90,14,7,1018,11,3,16,1032,37,0,1068
LGA22250,39,0,0,0,41,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,197,14,9,6,225,3,0,3,226,21,3,249,51,3,0,0,57,0,0,0,58,0,0,60,59,3,0,0,65,0,0,0,67,4,0,72,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,120,8,3,0,129,3,0,3,131,7,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,5,0,0,9,118,8,3,0,132,3,0,3,136,7,0,142,23,6,0,0,26,0,0,0,26,12,0,40,0,0,0,0,0,0,0,0,0,0,0,3,145,11,3,5,161,3,0,3,165,18,3,178,77,4,0,0,88,3,0,3,92,0,0,92,109,7,0,0,119,0,0,0,119,4,0,125
LGA22310,613,16,0,16,628,72,0,702,9,0,0,9,14,0,0,0,14,0,3,19,3348,332,28,52,3754,80,13,97,3848,163,11,4017,626,65,5,4,696,27,3,27,724,39,0,769,949,106,5,16,1069,15,3,16,1090,26,3,1116,13,10,3,0,18,0,0,0,18,0,0,18,15,3,0,12,25,5,0,5,29,0,0,31,1601,176,12,32,1816,42,7,45,1864,66,6,1933,16,0,0,0,21,4,0,4,25,0,0,25,42,4,0,0,47,0,0,0,47,0,0,47,58,7,0,0,65,4,0,4,69,0,0,69,1657,182,12,30,1880,46,9,54,1934,66,6,2003,297,37,0,3,343,4,0,4,349,31,0,377,0,0,0,0,5,0,0,0,5,0,10,9,1955,222,16,33,2227,46,9,57,2280,95,12,2389,917,96,8,5,1025,23,3,23,1045,48,0,1095,1188,129,9,5,1333,23,7,30,1361,46,0,1407
LGA22410,68,0,3,3,72,20,0,92,0,0,0,0,0,0,0,0,0,0,0,3,321,36,14,7,375,12,3,14,392,43,0,434,89,3,3,0,97,0,0,0,97,0,0,97,126,9,0,3,139,0,3,4,145,10,0,150,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,0,0,3,0,0,3,217,14,4,8,240,3,3,5,246,8,0,256,6,0,0,0,6,3,0,3,6,3,0,5,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,9,3,0,11,227,14,4,8,251,3,3,4,253,15,0,266,39,10,0,0,49,0,3,3,50,19,0,73,0,0,0,0,0,0,0,0,0,0,0,0,267,23,3,10,301,8,7,11,310,36,0,342,125,4,3,0,133,0,0,0,133,7,0,140,149,18,6,3,175,3,0,3,180,6,0,187
LGA22490,153,3,0,3,155,24,0,179,3,3,0,0,5,0,0,0,5,0,0,5,683,84,21,27,811,6,3,14,827,50,0,882,121,14,3,0,142,0,0,0,141,7,0,146,191,23,3,4,228,0,0,0,225,7,0,230,6,0,0,0,4,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,316,40,9,7,369,3,0,5,373,14,0,389,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,6,11,0,0,0,9,0,0,0,8,0,0,16,326,44,5,7,379,6,0,5,388,14,0,399,54,11,4,6,81,0,0,0,81,17,0,98,5,0,0,0,6,0,0,0,6,0,0,8,386,62,17,11,475,3,0,6,480,25,0,509,168,17,0,0,187,3,0,3,190,6,0,197,238,32,3,5,278,0,3,3,283,14,0,295
LGA22620,476,15,5,24,505,108,0,611,4,0,0,0,3,0,0,0,3,0,3,5,2045,274,48,43,2407,37,19,58,2462,185,4,2649,427,57,6,0,498,7,3,10,504,27,4,528,665,81,15,8,773,13,0,12,782,29,0,812,24,8,3,0,30,0,0,0,30,0,0,30,3,0,0,4,9,0,0,0,11,0,0,15,1113,147,27,17,1304,21,3,19,1330,56,3,1391,9,4,0,0,10,3,0,3,11,0,0,11,27,3,0,0,30,3,0,4,28,3,0,39,36,5,0,0,40,3,0,5,43,3,0,52,1146,157,27,17,1343,24,3,24,1375,61,3,1441,210,43,3,7,257,3,5,12,270,62,0,332,3,0,0,0,3,0,0,0,3,0,4,7,1356,197,27,27,1603,31,10,36,1641,127,12,1782,604,78,9,6,702,7,4,9,717,30,3,752,870,116,17,6,1011,4,3,11,1016,49,0,1068
LGA22670,954,54,19,79,1036,421,9,1457,8,0,3,3,13,0,0,0,13,3,19,32,2017,540,22,88,2672,137,51,183,2854,557,24,3442,460,77,3,0,537,19,0,22,556,48,0,603,332,112,3,0,441,14,3,15,457,41,0,496,10,3,0,0,15,0,0,0,15,4,0,15,12,8,0,17,27,3,0,3,32,3,0,40,804,193,7,17,1025,34,3,42,1063,89,3,1162,27,10,0,3,40,16,0,17,56,10,0,66,30,6,0,0,32,3,11,18,49,7,0,54,58,11,0,3,76,21,12,29,103,13,0,118,864,207,11,20,1099,50,12,68,1169,107,3,1277,395,133,3,16,545,23,12,43,587,276,3,862,3,3,0,0,10,0,0,0,10,3,7,16,1262,339,14,34,1657,78,30,109,1764,385,11,2157,648,108,11,5,765,26,9,32,797,77,0,875,456,142,4,4,607,17,4,27,627,61,0,695
LGA22750,929,29,10,37,970,169,3,1138,3,0,0,6,8,0,0,0,8,0,13,28,4321,527,83,84,5010,101,28,136,5147,326,26,5500,791,101,15,5,906,23,4,29,937,45,0,992,1384,141,11,5,1540,18,3,20,1562,63,0,1624,36,3,7,0,44,0,0,0,47,6,0,53,12,8,0,13,29,0,0,0,29,0,0,30,2217,247,38,28,2526,44,12,49,2578,118,3,2700,30,11,0,0,45,5,0,5,48,0,0,50,51,3,0,0,52,3,5,10,63,0,0,63,82,14,0,3,95,7,5,13,108,3,0,112,2298,260,38,27,2625,53,12,66,2691,123,4,2815,458,63,15,14,549,24,6,32,579,114,0,690,10,0,0,0,10,0,0,0,10,0,7,14,2767,325,51,42,3182,72,21,95,3275,236,12,3519,1165,126,14,8,1316,17,0,23,1341,65,6,1404,1787,192,26,19,2026,26,0,26,2056,88,0,2147
LGA22830,298,12,0,11,313,134,0,442,3,0,0,0,4,0,0,0,4,0,0,7,1202,153,41,23,1427,37,4,45,1474,181,0,1659,288,23,4,3,322,7,3,14,339,10,0,349,342,45,3,9,404,5,0,5,407,11,0,419,12,0,0,0,16,0,0,0,16,0,0,16,4,3,0,3,8,0,0,0,8,0,0,8,656,75,7,17,755,18,3,20,770,27,0,795,14,0,0,0,15,4,0,4,21,0,0,21,14,0,0,0,16,0,0,0,14,0,0,19,25,0,0,0,31,4,0,5,36,0,0,37,678,74,7,17,777,19,3,21,803,29,0,828,106,20,11,4,143,8,3,6,152,81,0,229,0,0,0,3,0,0,0,0,0,0,3,11,791,91,19,19,923,29,10,30,956,106,3,1067,433,47,14,5,496,10,0,14,509,28,0,537,508,57,11,5,583,10,0,8,587,31,0,622
LGA22910,67,3,0,7,75,11,0,84,0,0,0,0,0,0,0,0,0,0,0,0,223,57,12,12,295,3,4,6,303,24,0,332,38,6,3,0,45,0,0,0,45,4,0,49,60,15,3,0,79,0,0,0,85,8,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,98,19,3,4,129,0,0,0,134,12,0,144,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,106,19,3,4,132,3,0,3,134,13,0,152,29,3,0,0,40,0,0,0,36,13,0,48,0,0,0,0,0,0,0,0,0,0,0,3,133,24,7,4,171,3,0,5,175,27,0,204,57,3,0,0,57,0,0,0,57,3,0,68,73,12,0,0,87,0,0,0,87,11,0,96
LGA22980,25,0,0,0,25,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,111,6,0,3,119,3,0,3,116,10,0,132,31,0,0,0,29,0,0,0,32,0,0,29,39,0,0,0,41,0,0,0,41,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,4,70,0,0,0,68,4,0,70,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,63,0,0,4,67,0,0,3,75,6,0,75,14,0,0,0,13,0,0,0,15,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,78,5,0,4,86,0,0,4,86,7,0,98,37,0,5,0,43,0,0,0,43,3,0,48,48,10,0,0,55,0,0,0,55,8,0,60
LGA23110,403,9,3,13,419,84,3,503,3,0,0,3,5,0,0,0,5,6,10,21,1606,202,25,31,1860,46,7,52,1916,161,16,2087,301,46,0,0,348,3,0,4,352,16,0,373,429,40,11,5,480,3,5,3,486,23,0,503,13,6,6,0,26,0,0,0,26,0,0,23,3,3,0,0,10,0,0,0,8,0,0,10,748,91,15,5,862,4,7,8,868,42,0,912,14,0,0,0,14,0,0,0,17,0,0,16,13,3,0,0,11,3,0,3,13,0,0,13,25,5,0,0,25,5,0,5,27,0,0,30,770,97,15,5,883,13,7,14,898,38,0,943,156,43,4,3,213,10,0,9,216,68,3,286,0,0,0,0,3,0,0,0,3,0,5,7,926,137,26,14,1099,18,3,26,1118,106,10,1238,491,68,3,3,565,11,3,14,581,37,0,624,527,67,9,3,608,10,0,13,617,26,3,647
LGA23190,63,0,0,4,65,15,0,80,0,0,0,0,0,0,0,0,0,0,3,3,413,38,6,10,466,7,0,13,480,22,3,503,80,7,0,0,85,0,0,3,90,0,0,91,135,24,0,5,157,4,0,4,164,0,0,164,3,0,3,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,215,29,3,4,254,5,0,8,262,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,5,222,29,3,4,257,5,0,8,260,3,0,269,26,9,0,0,29,0,0,0,34,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,245,34,3,4,289,5,0,9,295,5,0,305,125,7,0,0,132,0,0,0,136,6,0,141,173,28,0,0,198,4,0,4,202,3,0,204
LGA23270,1579,85,39,128,1705,861,23,2585,13,3,0,7,24,0,0,0,24,0,28,57,3647,765,54,139,4599,188,59,248,4854,1099,62,6013,749,81,9,8,847,22,0,24,872,85,0,952,818,144,16,12,985,18,8,27,1016,62,4,1079,20,3,4,0,27,0,0,0,29,4,0,33,18,4,0,22,39,0,0,0,39,11,3,54,1596,234,29,47,1897,47,9,56,1953,156,12,2118,39,11,0,0,47,11,0,11,60,14,0,70,49,22,0,3,68,10,8,18,87,14,0,101,82,29,0,3,121,20,8,23,143,29,0,175,1679,263,27,46,2019,65,18,80,2095,189,9,2290,630,218,4,40,889,57,25,81,969,517,8,1491,5,0,0,3,11,0,0,0,11,0,20,33,2313,478,34,88,2915,120,43,163,3078,702,34,3816,1084,124,12,11,1230,46,11,59,1286,129,0,1415,1161,218,25,20,1417,25,3,34,1448,98,4,1557
LGA23350,47,4,0,4,51,18,0,68,0,0,0,0,3,0,0,0,3,0,0,3,332,52,8,4,397,5,0,5,404,36,4,445,99,11,0,0,112,0,0,0,112,6,0,120,114,19,4,0,136,0,0,0,136,12,0,147,4,0,3,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,218,27,7,4,261,0,0,0,259,14,0,272,0,0,0,0,0,4,0,4,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,4,0,4,3,0,0,3,224,27,7,4,259,4,0,4,261,14,0,279,23,7,3,3,28,3,0,3,32,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,245,30,6,9,289,5,0,5,294,18,0,316,109,15,3,3,131,0,0,0,131,4,0,134,115,18,4,0,138,0,0,0,141,11,0,153
LGA23430,543,12,10,18,562,75,0,638,0,0,0,6,5,0,0,0,4,0,3,9,3154,325,39,51,3568,64,20,83,3653,167,7,3822,738,76,4,3,822,10,3,14,836,32,0,871,904,90,9,8,1012,14,0,17,1029,40,3,1071,23,3,3,0,27,0,0,0,26,3,0,33,7,0,0,10,16,0,0,0,16,0,0,13,1666,169,18,20,1873,26,6,32,1906,81,6,1989,17,0,0,0,14,3,0,3,19,4,0,25,26,3,0,0,33,5,0,3,40,0,0,41,40,7,0,0,50,6,0,6,56,5,0,62,1708,175,18,20,1922,39,8,41,1965,84,6,2047,273,34,6,0,314,0,6,7,319,52,0,375,0,3,0,0,6,0,0,0,5,0,3,10,1979,214,21,23,2236,42,14,57,2289,136,6,2433,966,110,12,6,1089,25,3,33,1124,45,0,1164,1090,134,15,19,1249,11,0,11,1256,41,3,1302
