LGA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA25490,26,0,0,0,26,0,0,29,633,56,3,9,697,0,3,3,702,39,3,741,1206,154,24,13,1390,8,6,12,1399,46,3,1452,110,7,21,4,138,0,0,0,142,0,0,142,13,0,0,8,29,0,0,0,29,0,0,29,1959,218,52,28,2254,8,6,10,2271,80,8,2354,6,0,0,0,7,3,0,3,12,0,0,12,29,4,0,3,38,5,0,5,40,0,0,40,39,4,0,3,44,5,0,5,51,0,0,51,1992,218,49,34,2302,11,6,21,2322,80,8,2407,514,65,24,42,643,13,0,13,656,61,0,712,12,0,0,3,14,0,0,0,14,0,13,23,2523,282,75,73,2956,23,6,29,2984,142,17,3145
LGA25620,13,0,0,0,13,3,0,15,294,46,8,3,345,0,0,0,345,18,6,370,725,83,21,6,840,9,0,15,849,41,0,895,46,18,6,0,69,3,0,3,77,0,0,78,8,3,0,3,20,0,0,0,20,3,0,23,1077,148,35,11,1272,15,0,15,1292,62,6,1357,9,0,0,0,9,0,0,0,9,0,0,9,24,0,0,0,28,8,0,8,33,5,0,42,30,0,0,0,38,8,0,8,43,5,0,50,1116,151,35,11,1311,21,0,22,1331,68,6,1404,330,54,13,14,416,7,0,7,423,78,0,504,0,3,0,3,5,0,0,0,5,0,7,16,1443,210,50,30,1735,32,0,33,1762,146,13,1919
LGA25710,541,12,0,11,554,45,0,604,2956,316,50,13,3337,46,6,51,3388,134,3,3525,6068,500,51,57,6672,61,8,69,6742,136,0,6877,394,58,60,0,514,0,0,3,516,3,0,522,63,3,0,29,92,0,0,0,92,7,0,103,9484,875,158,100,10620,106,18,126,10740,279,6,11028,51,0,0,0,56,8,0,8,60,6,0,65,132,13,0,0,143,7,5,14,158,3,0,165,186,15,0,0,201,14,5,21,220,9,0,229,9666,890,158,102,10822,121,23,148,10965,285,6,11259,2076,190,22,40,2330,26,0,28,2357,142,8,2505,10,0,0,8,18,0,0,0,18,0,14,31,11753,1079,183,150,13165,148,22,171,13341,424,25,13790
LGA25810,8,0,0,0,8,3,0,11,273,37,0,3,320,3,0,3,326,20,0,340,526,63,8,6,602,10,0,10,616,30,0,646,48,5,8,5,71,0,0,0,70,3,0,76,3,3,0,9,14,0,0,0,14,0,0,14,845,120,17,19,1002,19,0,21,1019,51,0,1073,8,0,0,0,8,5,0,5,16,3,0,21,9,0,0,0,9,3,3,7,13,0,0,13,15,0,0,0,15,11,3,14,31,3,0,34,865,120,17,19,1022,29,7,35,1050,58,0,1107,258,39,12,4,318,11,0,16,329,55,0,380,0,0,0,0,0,0,0,0,0,0,0,0,1118,161,35,26,1336,40,6,45,1385,106,0,1494
LGA25900,226,3,0,3,228,44,0,273,2387,316,26,13,2742,63,11,77,2823,206,4,3029,3309,421,33,21,3783,46,13,62,3841,123,4,3964,444,54,44,4,542,7,0,12,553,13,0,568,30,0,0,36,67,0,0,0,67,0,3,71,6167,792,97,76,7136,124,25,150,7287,333,8,7629,79,6,0,3,86,15,0,18,103,5,0,112,127,12,0,4,146,11,0,11,163,4,0,165,207,25,0,9,239,32,5,30,266,15,0,283,6371,821,103,79,7370,154,26,178,7550,348,8,7908,1777,217,17,31,2038,47,10,58,2103,220,0,2322,12,0,0,15,30,0,0,0,30,0,6,40,8155,1033,120,130,9442,200,38,243,9684,569,18,10267
LGA25990,5,0,0,0,5,0,0,5,175,23,0,0,199,3,0,3,196,12,0,214,333,39,14,3,386,3,0,3,389,12,0,401,26,3,15,0,39,0,0,0,39,3,0,44,4,3,0,0,11,0,0,0,11,0,0,11,542,60,28,3,634,7,0,7,634,33,0,671,0,0,0,0,0,5,0,5,5,0,0,5,12,3,0,0,15,0,0,0,15,0,0,16,18,3,0,0,16,5,0,5,19,0,0,20,553,65,28,3,648,9,0,9,661,31,0,694,212,26,18,5,260,6,6,7,270,44,3,315,0,0,0,0,3,0,0,0,3,0,0,3,769,95,44,9,913,14,6,17,928,82,3,1011
LGA26080,7,0,0,0,7,0,0,7,68,22,3,0,92,3,0,3,94,18,0,111,102,35,3,0,140,0,0,0,139,0,0,145,3,0,3,0,7,0,0,0,7,0,0,7,0,0,0,7,7,0,0,0,7,0,0,7,176,52,7,5,245,3,0,3,247,20,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,52,7,5,245,3,0,3,247,20,0,263,32,4,3,0,40,0,0,0,40,0,0,40,0,4,0,0,4,0,0,0,4,0,3,6,209,59,10,5,279,3,0,3,288,20,0,308
LGA26170,46,0,0,0,44,3,0,47,865,89,15,5,970,5,12,18,987,47,0,1032,1664,265,35,28,1989,20,9,30,2013,79,9,2103,97,13,28,0,143,0,3,3,141,7,0,147,14,7,0,33,60,0,0,0,60,0,5,58,2641,376,75,64,3151,29,20,50,3200,131,14,3350,14,3,0,0,16,0,0,0,22,3,0,25,27,11,0,0,38,8,0,8,44,0,0,45,43,12,0,0,57,8,0,8,64,7,0,69,2683,388,74,64,3211,36,20,59,3271,136,14,3419,818,125,23,27,996,21,12,32,1028,109,0,1141,15,0,0,0,15,0,0,0,15,0,10,24,3509,517,99,94,4219,60,33,91,4311,247,22,4583
LGA26260,6,0,0,0,6,0,0,6,447,47,8,3,500,8,0,5,506,22,0,532,1014,102,25,8,1141,11,0,11,1156,44,0,1200,82,10,12,0,97,0,0,0,101,4,0,106,22,0,0,15,38,0,0,0,38,3,0,42,1558,156,38,24,1778,22,0,21,1803,73,0,1877,5,0,0,0,7,7,0,7,8,3,0,9,22,3,0,0,24,0,0,0,24,0,0,21,26,4,0,0,25,7,0,7,34,6,0,38,1585,157,38,24,1808,24,0,22,1833,79,0,1913,379,75,7,15,480,13,3,18,499,53,0,555,4,5,0,0,12,0,0,0,12,0,0,12,1968,236,51,40,2294,41,9,42,2339,135,0,2473
LGA26350,587,14,5,15,607,70,3,679,3006,295,19,10,3318,70,17,88,3414,157,3,3571,4660,357,34,42,5100,73,5,86,5179,122,8,5315,407,23,41,5,473,4,0,10,483,10,0,490,70,4,0,39,118,0,0,3,117,7,7,134,8148,679,94,85,9005,155,31,190,9192,300,18,9507,106,7,0,0,115,18,0,18,133,9,0,139,177,9,0,0,186,12,7,22,205,15,0,226,286,13,0,0,299,28,7,36,335,25,0,361,8429,696,92,86,9303,180,42,222,9528,331,15,9875,2874,261,22,42,3206,68,15,87,3293,260,6,3558,9,0,0,9,20,0,3,3,25,0,12,38,11317,961,123,142,12537,252,58,310,12848,588,38,13472
LGA26430,8,0,0,0,8,0,0,9,293,34,0,6,335,0,0,0,335,14,0,347,467,53,16,7,540,7,0,4,540,5,0,549,33,0,0,0,36,0,0,0,36,0,0,41,11,0,0,9,22,0,0,0,22,0,0,22,806,89,17,15,928,7,0,4,932,21,0,954,7,0,0,0,4,3,0,3,9,0,0,9,10,0,0,3,13,0,0,0,13,0,0,11,15,0,0,3,20,3,0,3,20,0,0,21,819,89,17,22,946,9,0,4,956,23,0,978,179,33,11,0,228,0,0,0,228,42,3,269,0,0,0,9,9,0,0,0,9,0,3,13,996,124,27,28,1182,9,0,4,1187,64,8,1260
LGA26490,100,0,0,4,98,10,0,109,1000,155,20,0,1171,17,3,18,1193,76,0,1268,2580,313,23,25,2938,22,0,25,2964,52,0,3018,159,22,31,7,216,0,0,0,216,3,0,216,28,3,3,12,50,0,0,0,50,4,0,53,3766,494,69,46,4378,35,3,41,4419,136,8,4557,25,0,0,0,25,3,0,3,33,0,0,35,73,6,0,0,83,7,4,7,91,3,0,97,104,7,0,0,107,10,4,11,119,8,0,130,3873,500,69,46,4489,45,5,50,4539,142,8,4684,921,125,33,13,1091,10,3,13,1101,62,0,1170,12,0,0,3,13,0,0,0,13,0,0,13,4799,623,99,68,5587,55,11,69,5656,206,8,5867
LGA26610,23,0,0,0,22,0,0,23,590,63,14,3,666,19,0,18,680,52,7,740,1125,113,17,3,1264,9,4,10,1273,33,3,1310,95,0,19,0,114,3,0,3,116,8,0,124,25,3,0,29,57,0,0,0,57,0,3,60,1828,187,45,36,2102,27,3,33,2134,93,9,2239,12,5,0,0,16,6,0,6,21,5,0,27,22,5,0,0,31,3,5,6,34,11,0,45,36,6,0,0,40,15,5,17,60,13,0,70,1864,191,45,36,2145,42,12,52,2193,103,9,2305,613,75,10,32,732,8,12,17,755,126,9,886,8,0,0,0,15,0,0,0,15,0,10,23,2491,264,59,73,2890,51,20,71,2956,229,27,3218
LGA26670,6,0,0,0,6,0,0,6,202,23,6,0,230,3,0,3,230,16,0,249,296,24,5,7,337,4,3,8,346,19,0,358,30,0,3,0,34,0,0,0,34,0,0,34,11,0,0,3,15,0,0,0,15,0,0,15,533,55,14,10,614,3,3,9,622,30,0,654,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,7,0,0,0,7,3,0,10,10,0,0,0,10,0,0,0,10,3,0,13,542,55,14,10,625,3,3,9,632,40,0,665,142,22,3,9,180,7,0,7,186,19,0,211,0,0,0,0,0,0,0,0,0,0,5,13,686,77,23,21,807,14,3,17,822,58,5,884
LGA26700,28,0,0,0,28,3,0,29,896,92,13,3,1006,0,0,0,1007,60,4,1071,1761,215,20,16,2006,6,4,12,2014,62,0,2080,132,15,29,0,174,0,0,0,170,3,0,174,22,0,0,33,52,0,0,0,52,0,0,54,2805,320,62,46,3234,8,4,9,3246,130,6,3384,12,4,3,0,22,0,0,0,22,0,0,22,52,9,0,0,67,5,0,5,75,0,0,75,67,14,5,0,93,5,0,5,93,0,0,93,2873,337,64,49,3325,9,4,14,3342,130,6,3479,631,69,16,20,735,32,7,42,776,139,0,915,10,0,0,3,19,0,0,0,19,0,20,35,3519,405,82,71,4075,45,11,54,4136,268,29,4434
LGA26730,52,0,0,0,52,4,0,56,854,133,7,9,1001,8,7,19,1023,72,0,1092,2239,239,45,13,2546,10,4,17,2556,66,0,2626,168,22,25,0,219,7,4,13,226,4,0,230,20,0,0,21,38,0,0,0,38,0,0,38,3290,398,77,38,3804,24,14,42,3849,143,0,3987,23,7,0,0,24,12,3,13,37,10,3,52,47,7,3,0,63,3,0,3,67,0,0,70,71,14,3,0,87,16,3,14,104,15,3,124,3359,411,82,39,3894,43,15,56,3955,155,3,4110,766,114,21,28,939,26,3,27,963,117,9,1086,6,0,0,3,8,0,0,0,8,0,0,8,4132,527,102,70,4837,65,21,87,4925,271,13,5207
LGA26810,38,0,0,0,38,4,0,41,1129,118,26,12,1289,20,4,23,1313,68,8,1390,2204,208,72,23,2507,43,12,56,2565,110,3,2681,182,35,22,0,243,6,0,6,249,15,0,260,37,3,0,37,77,0,0,0,78,0,0,82,3554,364,117,72,4112,67,18,87,4199,200,7,4409,25,16,0,0,36,6,0,7,51,5,0,60,80,9,5,0,91,14,5,21,114,4,0,120,99,25,6,0,133,22,6,31,164,13,0,174,3656,388,121,74,4243,92,28,122,4364,207,7,4584,1259,132,49,40,1486,55,9,64,1548,223,3,1776,14,7,0,3,22,3,0,3,24,0,17,44,4938,522,173,117,5747,152,37,189,5940,432,28,6396
LGA26890,0,0,0,0,0,0,0,0,107,16,0,0,125,0,0,0,125,0,0,127,250,20,4,5,284,0,0,0,284,16,0,301,14,0,3,0,18,0,0,0,18,0,0,18,3,0,0,9,7,0,0,0,7,0,0,7,376,34,7,15,439,0,0,0,439,14,0,451,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,376,39,7,15,438,3,0,3,445,14,0,461,92,8,4,0,103,11,0,11,108,31,0,137,3,0,0,0,3,0,0,0,3,0,7,10,470,44,15,15,544,14,0,14,552,42,7,602
LGA26980,1111,33,8,42,1149,129,0,1284,6118,745,66,26,6955,218,45,261,7216,481,3,7695,11016,1226,94,70,12403,177,38,213,12619,375,3,13006,750,102,98,8,952,9,8,14,964,33,3,996,110,13,0,78,204,0,0,0,201,13,4,213,17993,2085,252,184,20513,399,93,488,21003,897,13,21915,204,53,3,0,266,60,4,65,331,9,0,339,490,55,4,7,557,36,14,49,603,34,0,640,694,105,7,10,817,89,25,118,937,45,0,976,18686,2192,260,192,21330,488,113,602,21937,943,13,22892,5283,623,86,65,6056,191,43,233,6292,643,9,6949,29,3,0,23,55,3,0,3,54,4,27,85,23999,2817,351,279,27441,680,161,845,28283,1592,46,29922
LGA27070,982,34,6,36,1020,206,3,1228,7222,873,89,76,8266,224,52,278,8537,532,15,9088,11405,1544,117,121,13193,184,39,221,13411,450,23,13882,1211,152,153,22,1532,20,0,20,1553,27,0,1585,174,35,4,211,422,6,4,6,433,36,7,477,20014,2605,370,432,23414,429,97,526,23940,1049,48,25031,364,58,10,11,453,106,9,118,565,53,0,624,642,115,9,17,782,70,45,113,896,71,0,959,1008,176,25,26,1233,173,57,229,1464,125,0,1583,21023,2780,393,453,24646,601,148,749,25400,1176,48,26618,8486,1686,176,315,10658,556,111,668,11327,2824,61,14212,57,9,0,48,111,8,0,8,116,4,129,256,29557,4482,566,817,35417,1164,262,1429,36846,3998,238,41087
LGA27170,48,0,0,0,48,4,0,54,1309,151,33,17,1507,10,3,13,1515,68,3,1585,2336,252,37,30,2659,16,0,20,2673,90,8,2772,235,18,27,3,274,0,0,0,280,10,0,287,33,0,0,40,72,0,0,0,72,0,0,72,3906,421,98,83,4508,29,3,30,4541,163,5,4708,57,3,4,0,63,7,0,13,72,14,0,85,79,3,3,6,90,12,3,11,103,12,0,112,133,12,4,6,151,18,5,27,173,21,0,200,4040,429,98,92,4660,43,13,55,4716,183,5,4909,1155,131,47,37,1372,42,8,49,1417,202,3,1620,8,0,0,3,10,4,0,4,13,3,11,30,5207,560,151,127,6040,89,20,107,6154,392,18,6563
LGA27260,913,30,9,43,952,143,5,1105,10468,1216,99,86,11865,360,46,408,12275,677,16,12970,11543,1737,156,108,13545,242,58,296,13838,511,17,14359,1173,125,157,10,1462,25,3,33,1493,41,0,1534,250,32,0,229,513,8,0,12,526,23,15,568,23435,3107,411,428,27383,636,113,749,28128,1251,55,29435,767,131,17,24,939,177,17,198,1139,83,0,1226,1209,191,6,26,1428,148,33,176,1607,54,0,1661,1971,318,27,53,2373,324,51,375,2745,139,0,2884,25407,3429,439,482,29757,962,159,1122,30878,1390,52,32317,11882,2067,228,367,14537,701,151,844,15385,2174,55,17613,87,11,0,87,183,10,0,10,189,20,170,374,37375,5505,669,932,44476,1669,311,1975,46455,3578,277,50304
LGA27350,211,10,3,13,222,33,0,257,1933,256,14,15,2207,50,12,63,2272,132,4,2404,2531,371,26,11,2940,46,6,51,2992,90,3,3087,322,32,35,6,391,7,0,7,398,9,0,411,42,3,4,41,92,0,0,4,96,0,0,94,4825,663,70,74,5638,95,23,119,5754,234,10,5997,44,8,0,7,61,25,0,25,85,9,0,96,80,26,3,0,106,20,17,35,144,16,0,160,129,34,3,6,168,48,17,66,232,24,0,261,4956,697,72,86,5809,141,38,181,5991,260,10,6258,1110,218,28,41,1399,74,32,103,1499,392,9,1907,10,3,0,7,19,0,0,0,19,6,24,44,6070,918,105,133,7227,214,71,286,7511,656,35,8208
LGA27450,674,11,0,12,678,72,3,750,4721,610,85,23,5438,86,18,107,5547,303,9,5854,11104,1127,177,107,12512,102,16,122,12637,311,13,12960,856,59,153,19,1080,0,0,0,1079,29,3,1112,156,13,0,116,287,13,0,13,297,10,4,312,16831,1807,421,260,19319,204,36,241,19563,646,30,20236,96,16,4,4,121,20,0,15,136,13,0,147,413,33,9,7,457,31,0,31,486,23,0,509,511,41,8,9,572,48,0,46,620,34,0,656,17339,1850,429,269,19894,250,42,286,20182,677,30,20887,5499,578,136,123,6335,126,29,154,6487,558,17,7066,36,9,0,13,54,0,0,0,54,3,44,99,22871,2437,562,407,26284,374,69,439,26722,1237,94,28052
LGA27630,7,0,0,0,7,0,0,6,176,20,0,0,197,0,0,0,198,11,0,214,366,28,8,8,410,4,3,4,417,7,0,421,33,0,0,0,33,0,0,0,33,0,0,33,7,0,0,0,7,0,0,0,7,5,0,11,580,51,6,9,645,3,3,9,657,19,0,673,0,0,0,0,0,3,0,3,4,0,0,3,4,0,0,0,4,0,0,0,4,0,0,6,7,0,0,0,7,3,0,3,12,3,0,10,591,51,6,9,653,7,3,8,663,24,0,685,133,9,4,15,157,6,0,6,163,65,0,229,4,3,4,0,6,0,0,0,6,3,0,9,721,59,15,22,825,11,3,17,836,92,0,932
LGA29399,0,0,0,0,0,3,0,3,10,0,0,0,10,0,0,0,10,0,0,10,5,0,0,0,11,0,0,0,11,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,23,0,0,0,23,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,22,0,0,0,23,0,0,0,23,3,0,22,8,0,0,0,7,0,0,0,7,3,0,15,0,0,0,0,0,0,0,0,0,0,4,4,23,4,0,0,28,0,0,0,28,3,4,41
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
