LGA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA21270,5,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,0,15,0,0,0,0,0,0,0,0,0,3,0,10,3,3,0,3,0,3,4,5,0,4,0,27,3,3,0,11,0,8,0,0,0,11,0,38,9,7,0,17,0,14,0,4,0,8,0,55,3,3,0,26,0,16,0,6,4,0,0,56,3,5,0,28,3,12,0,0,0,0,0,54,5,4,0,14,0,4,0,0,0,0,0,33,12,3,0,41,3,9,0,0,0,0,0,72,11,0,0,20,8,4,3,4,0,3,0,47,6,0,0,7,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,8,4,0,0,10,0,3,0,0
LGA21370,3,0,0,0,0,0,0,0,0,3,0,15,6,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,3,0,4,0,5,0,10,0,28,0,3,0,10,0,9,0,7,3,12,0,46,12,3,0,13,0,16,0,19,3,26,0,96,10,14,0,26,7,51,0,30,6,29,0,180,27,19,3,81,5,94,0,25,7,33,0,301,47,23,8,132,25,92,7,27,4,32,3,401,44,12,4,136,11,59,8,9,3,20,4,305,65,6,3,162,16,57,10,9,0,12,0,350,150,26,9,260,18,68,17,8,4,11,0,570,121,7,7,141,19,21,9,3,7,3,0,336,94,6,3,77,8,10,3,3,0,0,0,208,34,4,3,22,5,14,3,0,0,0,0,86,63,4,0,68,9,13,3,3
LGA21450,5,0,0,9,0,5,0,0,5,35,0,57,0,0,0,0,0,0,0,3,0,5,0,14,0,0,0,0,0,3,0,5,3,18,0,37,0,0,0,0,0,4,0,0,0,14,0,19,0,12,0,3,0,9,0,23,0,36,0,76,0,7,0,7,0,23,0,36,3,32,0,108,11,12,0,15,0,67,4,50,5,53,0,226,14,28,3,66,10,175,7,65,8,82,3,470,25,38,7,198,23,378,11,88,18,87,4,889,80,62,12,363,48,415,11,84,16,69,4,1168,109,49,10,461,43,330,14,42,13,43,4,1112,178,54,10,530,40,325,14,37,10,37,3,1229,503,68,13,941,103,379,16,40,25,52,5,2147,451,39,18,706,82,134,15,19,11,22,3,1497,323,15,3,318,47,59,8,5,0,10,4,799,209,12,7,129,14,96,3,3,7,5,0,491,354,18,6,303,21,109,17,5
LGA21610,12,3,4,15,0,23,0,14,3,201,0,278,0,4,0,9,0,9,0,10,0,39,0,79,0,3,0,8,0,25,0,49,3,98,0,190,0,0,0,3,0,21,0,43,0,44,0,114,7,9,0,16,0,49,3,98,8,235,3,428,13,30,0,35,3,143,4,199,24,218,6,669,34,71,7,57,8,408,5,236,49,305,6,1191,38,107,15,208,14,875,17,347,37,356,17,2039,122,223,20,603,51,1460,34,363,82,471,13,3451,341,205,17,1159,96,1396,41,303,64,325,11,3967,494,171,31,1326,102,1247,40,190,44,275,12,3934,698,130,36,1403,121,995,31,137,31,222,8,3820,2154,266,61,2601,318,1484,63,203,53,288,18,7496,1730,142,27,1866,225,529,48,89,29,118,11,4797,1108,42,16,937,120,261,25,40,11,58,6,2612,716,28,22,368,63,333,18,31,16,27,4,1617,1125,39,25,897,101,346,15,29
LGA21670,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,10,4,3,0,3,0,4,0,6,0,12,0,30,0,3,0,0,0,9,0,7,3,23,0,47,10,10,0,12,0,15,0,10,3,23,0,82,3,7,0,27,0,41,4,20,7,27,0,132,11,8,0,40,3,32,6,7,3,13,0,132,16,3,3,43,3,22,0,4,0,13,0,100,13,0,0,36,0,8,0,3,0,6,0,71,31,8,3,64,4,13,0,3,0,11,0,141,30,0,0,26,6,7,0,0,0,0,0,71,13,0,0,15,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,8,9,0,0,11,0,0,0,0
LGA21750,3,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,17,3,0,0,3,0,4,0,13,0,9,0,31,6,3,0,5,0,18,0,3,3,13,4,59,6,11,0,17,3,31,0,16,3,11,0,92,16,17,3,45,4,48,0,21,4,17,0,175,27,12,3,99,9,47,3,5,3,8,4,228,20,4,3,111,8,32,7,8,3,4,0,197,30,11,0,111,8,30,3,6,3,3,0,208,101,9,5,148,18,33,5,9,3,15,0,333,44,5,5,105,8,10,0,3,0,11,0,194,38,4,0,32,4,8,0,0,0,0,3,100,18,0,0,17,0,12,0,0,0,0,0,42,31,0,0,26,3,8,0,0
LGA21830,5,0,0,3,0,4,0,0,0,7,0,17,5,0,0,0,0,0,0,0,0,6,0,9,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,6,10,0,0,3,0,0,0,0,0,10,0,28,4,0,0,7,0,4,0,0,0,3,0,26,12,0,3,9,0,7,0,5,3,15,0,45,8,6,0,16,0,23,3,8,0,12,0,88,30,9,0,50,4,46,0,10,3,18,0,174,26,10,0,63,9,20,0,10,3,6,0,143,26,7,0,48,5,21,3,5,4,8,3,118,26,3,3,76,3,19,0,4,3,3,0,145,61,6,3,109,5,17,3,3,0,3,0,223,59,0,3,59,4,16,0,0,0,3,0,154,27,4,0,28,9,7,0,0,0,0,0,71,15,0,0,15,3,6,0,0,0,0,0,38,38,0,0,39,3,10,0,0
LGA21890,3,0,0,5,0,3,0,3,0,73,3,92,0,0,0,0,0,3,0,4,4,20,0,37,0,0,0,3,0,8,0,18,4,40,0,70,0,0,0,0,0,5,0,13,3,14,0,39,3,7,0,3,0,10,0,41,0,84,3,151,4,7,0,16,0,55,0,68,12,91,0,259,6,35,3,21,0,91,3,82,10,135,3,400,21,52,3,59,3,198,6,124,22,168,9,651,39,78,7,141,5,349,14,119,20,208,3,982,80,91,9,289,26,301,21,71,15,218,8,1125,80,73,7,301,18,281,13,84,14,173,4,1044,129,64,11,349,27,234,19,39,10,135,5,1019,337,139,12,817,72,479,23,76,23,158,5,2154,388,89,11,801,89,166,26,40,6,73,5,1698,324,37,8,585,80,91,9,19,7,52,0,1225,265,21,12,264,68,228,4,21,9,25,0,920,755,59,21,1023,125,258,22,31
LGA22110,4,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,3,0,12,0,5,0,3,0,0,0,3,0,8,0,15,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,4,0,3,0,4,0,20,0,36,0,6,0,0,0,7,0,14,0,14,0,55,16,11,3,7,3,34,3,21,0,42,0,141,4,24,6,42,0,54,4,49,0,49,0,237,20,35,4,108,8,112,6,39,5,49,3,401,41,32,3,169,12,82,11,35,9,38,3,436,41,25,3,177,19,71,13,16,4,32,0,394,49,16,5,148,8,52,5,6,0,13,0,308,108,19,5,230,41,73,10,18,6,24,0,525,89,14,8,128,25,13,11,7,3,6,0,302,61,8,3,49,11,4,0,0,0,5,0,137,43,0,0,29,6,8,0,0,0,0,0,90,43,3,3,53,3,15,8,8
LGA22170,3,0,0,8,0,9,0,0,0,37,0,60,3,0,0,0,0,3,0,5,0,12,0,26,0,0,0,5,0,4,3,12,0,22,0,40,0,3,0,0,0,4,0,4,0,12,0,21,0,3,0,3,0,8,0,16,0,48,0,79,5,6,0,7,0,33,0,43,3,52,0,152,9,15,0,28,3,74,0,56,0,96,0,294,13,36,3,79,14,206,3,80,17,116,4,564,32,66,3,195,17,398,8,107,27,140,9,1002,72,80,8,419,48,428,13,68,19,109,5,1267,99,64,12,524,48,384,18,54,20,91,7,1320,182,56,21,560,54,348,16,49,10,68,3,1354,583,75,22,1158,127,496,29,71,17,86,9,2680,524,48,12,918,90,203,24,45,11,40,0,1930,413,29,14,448,57,92,20,19,0,26,0,1112,278,10,8,190,26,122,8,0,7,14,0,669,446,22,9,412,44,144,9,17
LGA22250,4,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,14,3,0,0,3,0,5,0,0,0,3,0,19,0,3,0,9,0,5,0,12,0,4,0,35,12,3,0,19,3,23,0,7,0,11,0,69,10,0,0,32,0,31,0,8,3,6,0,96,17,3,0,45,0,17,0,5,0,12,0,102,11,9,0,37,3,14,0,0,0,3,0,79,26,3,0,39,4,12,0,8,0,7,0,93,33,7,3,50,10,19,0,7,0,3,0,134,19,0,6,38,3,3,4,0,0,0,0,78,17,0,0,14,0,3,3,0,0,0,0,36,8,0,0,5,0,0,0,0,0,0,0,16,12,0,0,17,0,9,0,0
LGA22310,3,0,0,3,0,3,0,6,4,61,3,91,0,0,0,0,0,3,0,9,0,19,0,34,0,8,0,3,0,5,0,9,0,25,0,42,0,0,0,0,0,4,0,6,3,14,0,22,3,6,0,3,0,13,0,28,0,25,0,79,7,12,0,9,0,26,3,47,0,41,0,150,15,26,0,31,0,68,0,52,4,70,0,259,21,35,0,57,3,120,3,72,6,57,3,387,38,78,8,154,6,218,9,86,15,89,0,699,43,66,4,206,10,202,8,70,14,96,3,731,73,56,11,247,14,272,16,58,8,64,5,829,110,58,7,294,26,297,12,58,11,78,0,960,360,91,13,728,67,589,29,84,7,116,7,2084,449,70,14,920,78,191,15,52,8,59,3,1863,483,59,9,771,110,125,14,35,3,36,0,1650,423,35,7,349,59,476,4,26,7,28,0,1411,1576,79,32,1963,206,574,30,84
LGA22410,3,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,13,0,21,0,0,0,0,0,0,0,6,3,7,0,27,5,3,0,4,0,9,0,14,0,17,0,50,11,9,0,18,0,16,4,14,3,19,3,100,9,8,0,48,0,49,3,19,7,21,0,159,17,15,0,62,5,37,0,11,5,14,0,154,15,15,3,67,8,37,3,7,0,4,0,159,24,6,4,51,5,30,0,3,5,9,0,145,56,7,4,119,10,58,3,7,3,6,0,276,64,4,8,88,15,16,7,6,0,4,0,211,32,3,0,42,8,8,0,0,0,0,0,91,28,0,0,10,3,9,3,0,0,3,0,54,28,7,0,37,0,5,0,5
LGA22490,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,3,0,3,0,3,3,11,0,19,3,0,0,0,0,4,0,9,4,5,0,27,4,5,0,3,3,16,0,10,0,20,0,68,4,6,0,20,0,30,0,9,0,16,3,93,5,17,3,51,4,62,3,21,9,24,5,210,15,12,0,116,15,79,3,9,7,20,3,276,26,13,3,111,3,70,0,16,8,15,4,272,40,13,0,133,14,66,6,10,3,4,0,288,102,14,9,220,22,83,9,13,5,12,3,497,92,6,0,184,29,28,4,3,0,3,0,356,68,0,7,75,6,16,5,4,0,0,0,182,44,3,0,37,4,13,0,0,0,0,0,107,72,5,5,63,7,13,0,3
LGA22620,7,0,0,0,0,0,0,0,0,16,0,31,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,4,0,7,0,5,0,18,0,0,0,0,0,0,0,5,0,6,0,13,3,7,0,6,0,7,0,16,0,72,3,108,3,10,0,9,0,16,3,27,0,41,0,106,8,15,0,21,0,62,0,54,7,96,4,260,12,39,0,76,5,157,7,85,11,119,4,523,35,54,3,194,17,288,20,99,23,132,3,854,75,86,10,402,26,312,17,79,5,85,3,1102,108,56,10,441,20,263,21,51,20,61,0,1062,137,47,7,442,51,223,11,40,3,49,4,1019,403,83,24,827,115,270,30,39,9,51,3,1854,392,46,9,617,83,93,23,23,3,19,0,1312,242,18,3,345,42,45,14,3,4,11,0,733,195,7,3,127,25,73,7,7,4,4,0,449,268,25,9,250,26,69,13,10
LGA22670,6,0,0,3,0,13,0,12,7,267,0,309,0,0,0,3,0,6,0,12,3,52,0,80,0,3,0,5,0,12,0,43,11,91,3,168,0,0,0,0,0,5,0,44,3,65,0,127,0,14,0,10,0,36,0,105,4,294,3,463,4,30,3,14,0,142,0,148,23,224,4,582,17,55,0,43,3,325,3,205,27,320,15,1010,34,87,3,109,10,554,9,216,42,323,7,1384,89,122,9,266,23,778,20,200,34,388,12,1943,241,98,11,373,41,638,20,138,31,310,5,1903,258,72,10,381,27,471,6,107,14,217,7,1584,350,45,13,356,27,333,8,67,19,194,4,1423,806,78,15,587,70,497,22,75,22,244,10,2422,573,40,18,400,62,217,10,52,13,116,3,1511,312,17,8,162,30,96,9,12,10,59,0,724,205,12,5,89,21,106,9,14,5,22,0,483,308,15,8,155,19,80,3,15
LGA22750,10,0,0,14,4,7,0,3,0,41,0,81,3,0,7,0,0,0,0,5,3,27,0,51,4,3,0,11,0,5,3,16,5,28,0,77,0,3,0,3,0,6,0,17,0,12,0,41,3,10,0,8,0,20,3,37,6,94,0,186,3,15,0,17,0,51,3,82,4,102,3,276,22,40,5,37,0,135,7,102,12,195,4,558,19,50,0,123,12,263,10,161,17,220,4,879,59,101,10,306,37,513,20,202,39,267,9,1550,104,151,14,627,58,587,31,150,30,210,5,1969,157,118,10,831,78,568,30,111,31,131,3,2084,249,113,16,938,86,518,22,69,20,117,10,2169,751,162,45,1911,173,830,52,108,34,161,8,4233,719,102,34,1441,198,262,36,61,22,66,7,2939,588,44,36,856,121,120,17,31,9,39,3,1861,406,20,10,345,54,210,11,17,17,19,0,1111,739,56,23,970,95,287,31,34
LGA22830,4,0,0,8,0,3,0,0,0,30,0,50,0,0,0,0,0,0,0,0,0,5,0,12,0,3,0,3,0,3,0,4,0,25,0,36,0,0,0,0,0,3,0,10,0,7,0,21,9,0,0,3,0,10,0,18,3,68,0,118,5,5,0,3,0,28,0,22,4,58,0,131,13,14,0,15,0,33,3,27,10,81,3,199,18,16,0,46,6,90,0,41,16,96,0,331,22,37,7,125,7,180,4,54,22,74,3,538,67,28,4,210,17,149,6,40,14,55,5,592,68,32,5,232,23,145,11,30,14,36,0,596,112,29,3,249,25,92,6,23,5,36,3,571,295,39,17,433,62,136,16,28,14,33,3,1067,231,19,5,311,37,47,12,9,0,9,3,692,164,6,5,161,18,16,3,7,0,3,0,382,98,0,0,60,8,36,0,0,0,3,0,215,161,11,6,134,6,39,6,10
LGA22910,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,3,0,15,3,0,0,0,0,3,0,4,0,10,0,26,0,3,0,5,0,5,0,9,0,6,0,42,8,10,0,15,0,13,0,18,5,22,0,96,8,22,0,31,4,43,0,21,0,14,0,151,13,15,0,50,3,30,0,11,0,20,0,157,9,11,0,57,5,28,4,4,3,14,0,132,14,3,0,50,5,21,0,0,0,7,0,116,41,16,0,78,10,30,4,3,0,6,0,185,29,4,3,54,8,12,0,5,0,3,0,118,13,4,0,22,3,3,0,0,0,0,0,46,14,3,0,7,0,14,0,3,0,0,0,41,14,4,0,27,0,10,3,4
LGA22980,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,12,3,0,3,0,0,12,0,8,0,6,0,27,3,0,0,4,0,13,0,7,0,8,0,37,5,0,0,14,0,19,0,5,0,4,0,46,6,0,0,17,8,7,0,0,0,3,0,51,4,3,0,22,0,7,0,0,0,8,0,51,4,3,0,27,3,12,0,0,0,0,0,49,21,4,0,26,3,18,3,0,0,3,0,80,17,0,0,18,4,0,0,0,0,0,0,40,8,3,0,10,0,0,3,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,7,10,0,0,5,0,0,0,0
LGA23110,0,0,0,3,0,6,3,5,0,39,0,61,4,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,3,0,13,3,32,0,57,0,4,0,0,0,0,0,12,0,13,0,29,3,4,0,10,0,5,0,20,3,74,0,117,4,14,3,0,0,26,0,46,5,45,0,136,3,15,0,15,0,50,0,46,3,79,3,222,6,26,0,34,0,127,3,66,13,89,3,369,14,30,3,70,5,204,8,71,6,120,3,541,55,43,5,168,11,217,8,55,7,122,3,698,54,36,3,204,15,265,15,55,8,83,0,739,82,35,6,227,17,211,12,25,12,74,4,702,279,36,9,531,61,384,16,49,17,99,6,1487,302,37,11,539,69,133,10,27,15,40,0,1192,333,34,8,434,66,80,10,15,6,26,0,997,229,20,8,205,45,196,8,14,9,22,3,755,689,34,21,675,96,231,19,21
LGA23190,3,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,3,0,12,0,3,0,0,0,8,0,3,0,6,3,28,4,9,0,6,0,16,3,7,0,14,0,50,3,5,0,21,3,37,0,10,0,21,0,97,8,15,0,50,3,47,5,16,8,19,0,169,13,12,0,97,7,52,3,16,4,11,0,217,26,12,6,89,14,29,4,9,5,10,3,193,35,13,0,85,9,47,3,7,0,3,0,194,69,24,3,161,15,34,3,5,0,8,0,318,62,4,0,89,5,13,0,0,0,3,0,180,45,0,3,47,3,0,0,3,0,3,0,104,22,0,0,4,0,7,0,0,0,0,0,47,45,0,0,31,3,12,3,0
LGA23270,7,0,0,3,0,16,3,12,8,231,9,281,0,0,0,3,0,9,0,15,4,53,0,86,0,3,0,6,0,16,0,43,5,122,6,206,3,0,0,0,0,13,0,32,12,72,0,130,3,3,0,9,0,48,0,107,13,438,3,627,8,15,3,19,0,123,5,202,30,337,5,743,19,38,0,32,3,291,4,259,34,470,10,1163,34,64,9,122,14,607,9,314,57,481,15,1723,67,133,5,319,34,904,12,288,48,555,18,2398,185,123,15,584,50,797,28,201,44,393,9,2435,226,92,16,621,41,702,30,138,19,297,12,2187,353,70,15,653,71,572,31,129,20,253,5,2173,964,118,32,1351,178,829,40,138,31,349,13,4040,795,58,13,911,121,349,27,70,13,136,5,2499,602,29,13,528,84,148,7,45,14,73,0,1545,400,16,6,225,47,211,3,11,10,34,7,968,645,47,20,442,40,202,17,38
LGA23350,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,6,0,9,3,0,0,3,0,0,0,7,0,0,0,24,3,3,0,3,0,11,0,11,0,16,0,41,5,10,0,9,0,11,3,9,0,10,0,58,10,14,3,31,0,40,3,7,3,11,0,119,19,7,4,49,11,39,3,6,5,9,0,158,16,13,0,65,7,20,0,8,0,7,0,136,28,10,0,73,10,21,0,0,0,5,3,145,81,15,0,110,18,24,12,3,3,3,3,268,69,16,3,96,8,11,3,4,0,0,0,214,46,9,0,48,0,6,0,0,0,3,0,118,38,0,0,22,4,5,0,4,0,0,0,80,43,3,0,38,8,8,3,0
LGA23430,9,0,0,8,0,6,0,3,3,45,0,74,4,0,0,3,0,3,0,8,0,19,0,40,3,3,0,0,0,3,0,9,0,30,0,68,4,0,0,0,0,0,0,15,0,25,0,46,0,5,0,8,0,11,0,27,5,41,0,100,3,9,0,10,3,23,0,53,10,53,0,171,13,11,0,39,0,63,0,69,9,106,0,308,18,50,8,61,4,182,3,93,19,121,3,550,43,69,4,186,6,308,6,114,16,171,0,919,90,85,3,380,18,342,15,94,12,164,7,1208,98,53,11,427,29,310,17,64,16,127,0,1145,179,69,8,546,40,348,7,51,11,98,4,1369,579,120,19,1212,114,701,33,101,26,149,8,3064,668,68,28,1222,124,258,37,48,16,88,3,2564,595,47,23,825,90,133,17,32,7,40,0,1812,457,26,10,317,75,314,10,25,14,29,0,1280,1077,39,11,1029,99,322,16,37
LGA23670,4,0,0,11,0,6,0,4,3,57,0,87,0,0,0,7,0,4,0,8,0,9,0,24,3,0,0,0,0,6,0,9,0,20,0,50,0,0,0,0,0,3,0,15,0,8,0,32,0,6,0,8,0,19,0,34,3,65,0,141,4,18,0,10,0,48,0,73,6,53,0,215,16,31,0,37,0,99,3,94,7,113,3,403,12,57,3,87,5,229,6,125,13,114,4,659,39,88,5,238,12,444,9,149,21,205,4,1214,107,95,8,442,37,506,12,117,21,169,7,1521,144,74,4,522,42,499,19,98,17,141,0,1553,228,81,15,634,61,450,18,86,16,118,4,1701,787,102,24,1464,148,767,30,123,22,166,7,3631,786,76,15,1227,152,279,27,62,20,71,0,2720,603,63,14,706,87,145,13,31,7,48,4,1719,483,18,10,314,60,227,17,15,6,17,3,1170,868,38,13,795,93,300,15,25
