LGA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA25340,8,0,0,3,0,3,0,7,3,219,9,250,3,5,0,3,0,4,0,13,0,114,0,139,0,4,0,0,0,4,0,27,5,61,3,96,0,0,0,0,0,3,0,13,0,50,0,71,3,13,3,12,0,3,0,65,6,614,12,730,5,17,0,8,4,18,0,116,5,213,0,384,14,60,11,25,0,71,4,182,22,2070,35,2479,21,98,5,49,7,130,9,281,27,995,13,1626,50,139,13,153,10,178,17,210,36,1167,16,1997,152,133,12,254,13,179,12,164,25,713,19,1673,133,90,4,238,10,164,11,83,17,202,3,955,214,59,14,242,17,131,18,62,11,276,5,1050,601,107,24,386,45,190,19,105,21,292,8,1796,475,47,21,260,24,82,12,46,3,149,4,1125,289,27,4,116,18,32,9,24,0,68,4,583,158,8,5,39,5,76,0,21,0,40,0,354,270,72,20,182,18,94,3,66
LGA25430,0,0,0,0,0,0,0,0,0,16,0,22,7,0,0,0,0,0,0,0,0,24,0,27,3,0,0,0,0,0,0,7,3,10,0,22,0,0,0,0,0,0,0,0,0,4,0,8,10,3,0,3,0,4,0,11,0,69,0,108,3,3,0,0,0,6,0,18,0,35,0,62,3,5,0,13,0,8,3,34,3,280,4,360,8,8,0,15,3,27,0,29,4,124,3,220,12,30,0,33,0,32,0,32,3,138,4,282,33,32,0,39,0,25,4,17,4,75,0,232,24,11,0,28,3,16,0,18,3,19,0,128,30,21,0,32,0,10,0,14,3,12,0,117,61,16,4,59,7,19,6,11,7,26,0,206,35,3,0,32,4,7,0,4,0,6,0,88,22,0,0,16,0,5,0,0,3,9,0,54,15,0,0,3,0,0,0,0,0,0,0,20,19,6,3,11,0,6,0,8
LGA25490,3,0,0,5,0,0,0,0,0,15,0,25,3,3,0,0,0,0,0,0,0,10,0,19,0,3,0,3,0,3,0,0,0,8,0,23,0,0,0,0,0,0,0,4,0,3,0,8,6,0,0,3,0,4,0,17,4,68,3,97,0,0,0,4,0,11,0,22,3,19,0,60,11,12,0,9,0,5,0,17,4,187,0,251,16,18,0,15,4,21,3,19,3,70,0,165,25,17,0,27,0,28,3,19,0,62,4,180,36,15,3,53,5,26,0,15,0,33,0,188,29,8,0,37,3,14,0,3,0,0,0,106,55,8,0,31,8,19,4,4,3,13,0,144,93,14,9,56,3,11,3,3,3,17,0,206,51,6,4,28,12,10,0,0,0,5,0,118,33,5,0,4,3,4,0,0,0,3,0,57,13,0,0,3,3,7,0,0,0,3,0,32,28,5,0,18,0,5,0,0
LGA25620,0,0,0,5,0,0,0,3,0,21,0,33,0,3,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,7,0,5,0,13,0,0,0,0,0,0,0,3,0,5,0,7,7,3,0,4,0,4,0,7,3,59,0,90,3,7,0,3,0,10,0,12,4,25,0,54,16,8,0,8,3,10,0,22,10,213,3,286,9,17,0,5,0,19,4,15,0,63,0,139,17,24,3,22,0,18,7,18,3,78,0,199,26,18,3,38,0,23,5,11,3,47,0,181,21,5,0,34,0,14,0,11,6,13,0,101,34,3,0,17,0,16,0,4,3,22,0,101,69,4,5,50,3,21,0,0,0,11,0,172,50,4,3,26,3,3,3,4,0,7,0,101,23,0,0,7,0,3,0,0,0,0,0,35,12,3,3,4,0,7,0,5,0,0,0,33,21,7,3,3,0,12,3,3
LGA25710,0,0,0,4,0,3,0,3,0,64,0,77,0,0,0,0,0,0,0,8,0,36,0,46,0,0,0,0,0,0,0,3,0,22,0,25,0,0,0,0,0,3,0,3,0,15,0,18,0,8,0,3,0,5,0,13,0,93,0,127,0,6,0,4,0,10,0,28,0,51,0,90,3,19,0,5,3,11,0,38,3,304,5,395,8,23,0,14,0,24,3,62,9,182,0,334,10,40,0,32,0,42,5,81,7,253,5,471,29,35,0,60,3,59,3,43,3,199,0,444,26,18,0,60,6,58,3,37,4,61,0,269,53,22,3,82,9,67,3,25,0,84,3,350,199,34,11,206,15,103,5,41,8,83,0,708,226,31,4,129,13,46,0,15,7,51,0,514,178,14,3,73,5,18,3,8,0,22,0,326,107,5,0,33,8,39,0,11,6,12,0,215,181,17,5,107,8,54,3,28
LGA25810,0,3,3,0,0,3,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,11,0,14,3,0,0,0,0,0,0,3,0,8,0,17,0,0,0,0,0,0,0,0,0,6,0,11,0,4,0,0,0,0,0,11,0,70,0,93,0,0,0,0,0,6,0,23,0,14,0,44,10,4,0,6,0,4,3,19,4,205,0,260,13,13,0,13,0,15,0,18,8,54,0,139,9,13,0,22,0,25,4,16,3,63,3,157,23,10,0,46,6,17,0,8,9,42,0,169,14,7,0,27,3,6,7,3,0,5,0,69,29,7,3,24,6,15,0,0,0,14,0,92,42,0,3,36,6,10,0,3,0,10,0,114,35,4,0,13,0,3,0,4,0,3,0,67,21,0,0,11,0,3,0,0,0,0,0,44,3,0,0,0,0,0,0,0,0,0,0,6,19,0,0,9,4,0,0,0
LGA25900,6,0,3,0,0,3,0,4,0,93,0,106,0,0,0,0,0,0,0,4,0,32,0,41,0,4,0,3,0,0,0,12,0,20,0,41,0,0,0,0,0,3,0,13,0,12,0,30,3,8,0,3,0,5,0,25,0,167,0,215,0,11,0,3,0,9,0,42,4,41,0,117,6,38,0,10,0,30,5,51,5,290,3,444,8,47,3,30,3,80,3,56,5,120,8,360,33,78,0,85,3,127,3,67,3,145,3,545,108,73,5,183,8,94,3,50,8,129,5,658,122,30,3,158,10,113,5,41,4,52,0,543,223,42,3,167,14,97,3,41,6,69,0,667,889,59,11,340,38,217,17,71,8,115,4,1767,934,26,19,280,42,111,7,40,3,81,3,1544,763,30,9,148,28,57,0,16,6,48,3,1113,627,8,10,52,22,148,3,22,5,43,3,934,1441,69,22,335,51,216,7,82
LGA25990,3,0,0,0,0,0,0,0,0,13,0,18,0,3,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,3,3,0,4,0,12,3,6,0,6,0,3,0,6,0,36,4,62,0,0,0,3,0,4,0,9,0,12,0,41,8,3,3,0,0,7,0,15,3,130,6,180,6,6,0,5,0,13,0,16,0,29,0,85,7,10,0,21,0,14,0,5,0,26,3,88,13,6,0,18,0,7,0,4,0,21,0,76,11,0,0,16,0,4,0,3,0,0,0,40,16,0,0,25,3,3,0,3,0,8,0,58,22,3,4,16,4,3,3,0,3,4,4,66,13,3,0,9,3,3,0,0,0,0,0,33,3,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,46,0,49,0,4,0,0,0,0,0,7,0,36,0,52,3,0,0,0,0,0,0,4,0,34,0,46,0,3,0,3,0,3,0,0,0,26,0,47,0,3,0,3,0,0,0,4,5,9,0,24,3,3,0,3,0,0,0,4,0,15,0,32,7,0,0,4,0,7,0,4,0,18,0,36,5,0,0,5,0,0,0,3,0,10,0,29,6,0,0,4,0,0,0,0,0,10,0,20,8,0,0,0,0,3,0,4,0,0,0,13,9,3,0,0,0,0,0,3
LGA26170,11,3,0,0,0,0,0,3,0,33,0,46,4,7,0,0,0,0,0,7,0,31,3,45,0,0,0,0,0,0,0,6,3,14,0,26,0,0,0,0,0,3,0,3,0,18,0,19,13,3,3,3,0,4,0,18,0,157,0,204,9,6,0,12,0,7,0,28,7,46,0,110,15,24,0,11,0,15,3,56,7,429,0,565,21,30,0,24,0,30,3,76,10,184,6,382,37,45,3,57,3,37,3,46,5,154,4,387,48,32,3,69,0,33,0,28,8,100,8,328,37,12,3,65,5,25,3,8,3,22,0,183,52,19,3,68,8,30,0,8,0,28,3,226,114,16,5,96,10,24,3,8,10,38,3,323,76,8,0,51,10,10,4,11,0,3,0,172,33,10,0,26,3,3,0,4,0,7,0,85,16,0,0,4,0,3,0,0,5,4,0,38,28,4,0,25,0,3,3,3
LGA26260,3,0,3,0,0,0,0,0,0,5,0,18,3,0,0,3,0,0,0,0,0,8,0,10,3,0,0,0,0,0,0,3,0,7,0,10,0,0,0,0,0,0,0,0,0,5,0,9,3,5,0,4,0,3,0,11,0,70,3,100,6,3,0,3,0,6,0,16,0,27,0,70,11,9,0,4,0,14,0,27,3,227,5,297,10,11,0,24,5,31,3,23,3,68,0,183,28,18,3,23,0,27,0,25,0,74,0,209,39,11,0,54,6,21,4,15,3,44,0,203,26,11,3,47,5,13,3,4,0,9,0,119,46,6,3,35,3,9,3,4,0,19,0,126,63,11,4,51,4,12,3,4,0,9,0,165,42,3,7,30,6,7,0,3,0,6,0,107,33,0,0,15,0,3,0,0,0,3,0,57,6,0,0,7,0,3,0,0,0,5,0,25,22,3,0,14,3,11,0,0
LGA26350,0,3,0,4,0,6,0,9,0,178,0,202,0,3,0,0,0,3,0,11,4,52,0,71,0,3,0,0,0,0,0,26,0,16,0,54,0,0,0,0,0,0,0,16,0,9,0,25,4,8,3,0,0,7,0,31,3,160,0,223,4,13,0,3,0,13,0,37,4,63,0,143,6,46,3,9,0,29,4,46,5,354,9,511,5,40,0,31,0,68,3,58,6,139,0,356,28,97,3,78,4,102,4,68,4,221,3,608,71,70,4,147,3,95,7,48,3,166,0,615,88,43,0,163,9,112,0,40,0,69,0,526,205,27,4,146,10,106,8,34,0,116,0,652,746,57,11,267,29,177,9,78,5,182,3,1576,743,45,8,205,15,71,0,59,7,119,0,1265,631,26,11,104,20,26,4,31,0,74,3,921,471,22,5,58,12,136,3,37,3,58,0,800,1154,104,22,329,40,247,16,173
LGA26430,0,0,0,7,0,0,0,0,0,8,0,20,3,0,0,0,0,3,0,3,0,6,0,19,0,0,0,3,3,0,0,7,0,4,0,11,0,0,0,0,0,0,0,0,0,9,0,9,5,4,0,4,0,0,0,12,0,63,0,93,0,3,0,3,0,5,0,11,4,20,0,57,4,9,0,4,0,10,5,23,0,167,3,220,7,4,0,9,0,12,0,31,0,47,4,118,6,12,0,19,0,24,0,14,4,70,0,157,23,6,0,34,5,12,4,7,0,38,3,132,17,7,0,27,0,14,3,9,0,17,0,84,25,8,0,25,3,13,5,4,0,10,0,87,46,8,0,32,0,9,0,4,0,14,0,119,39,3,0,21,4,9,0,0,0,5,0,78,11,4,0,3,0,0,0,0,0,4,0,28,3,0,4,6,0,3,0,0,0,0,0,16,14,5,0,14,0,7,0,3
LGA26490,3,0,0,0,0,0,0,0,0,27,0,33,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,3,0,14,0,17,0,0,0,0,0,0,0,0,0,3,0,8,8,3,3,0,0,4,0,4,0,87,3,117,0,4,0,0,0,3,0,11,3,37,0,69,3,19,3,5,0,10,3,41,3,246,0,337,8,24,0,10,0,24,0,34,4,134,0,238,10,32,3,39,3,21,4,51,3,181,3,350,25,25,4,54,4,25,3,34,3,123,0,301,12,18,4,49,0,20,3,22,3,42,0,177,46,11,3,44,3,17,0,7,4,52,0,187,136,26,7,77,4,35,0,18,4,61,0,372,106,9,0,70,10,5,0,6,3,22,0,238,60,5,3,39,0,3,3,3,0,6,0,130,38,6,0,15,0,13,0,6,3,5,0,87,83,16,3,42,0,18,0,17
LGA26610,3,0,0,0,0,3,0,3,0,22,0,27,0,0,0,0,0,3,0,0,0,14,0,15,0,0,0,0,0,0,0,6,0,13,0,19,0,0,0,0,0,0,0,3,0,3,0,4,3,6,0,4,0,0,0,13,3,83,0,109,3,3,0,4,0,9,3,11,3,18,0,45,6,9,0,5,0,16,0,20,6,240,0,310,13,12,3,21,0,36,0,17,3,73,0,175,28,18,0,43,3,43,0,16,3,67,3,227,56,19,3,50,5,26,0,21,4,49,0,229,33,12,0,41,0,4,0,12,0,8,0,109,59,4,0,37,3,23,5,3,3,17,0,156,109,8,3,41,6,15,0,4,0,15,0,199,57,0,0,20,3,3,0,4,0,3,6,93,31,0,0,13,3,3,0,0,0,3,0,54,10,0,3,0,0,5,0,0,0,0,0,18,24,5,0,20,3,7,0,0
LGA26670,4,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,6,0,41,0,51,0,0,0,3,0,3,0,4,0,16,0,27,4,4,0,6,0,6,0,9,0,98,3,127,6,6,0,9,0,5,0,11,0,29,0,76,14,9,3,15,0,7,0,5,3,30,0,95,18,9,0,12,3,14,0,6,4,22,0,84,3,4,0,12,0,8,0,5,4,7,0,37,15,4,0,23,0,4,0,0,0,4,0,62,33,4,0,21,3,4,3,0,0,3,0,74,21,0,0,10,4,3,0,0,0,3,0,47,17,0,3,3,0,3,0,0,0,0,0,26,12,0,0,3,0,0,0,0,0,0,0,16,6,3,0,12,0,3,0,0
LGA26700,3,0,3,0,0,3,0,0,0,33,0,39,3,0,0,3,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,3,0,7,0,15,0,4,0,0,0,4,0,10,8,126,0,151,5,3,0,3,0,5,0,15,0,45,0,81,9,14,0,20,0,19,0,38,4,382,4,503,17,35,3,30,0,29,3,55,7,184,0,358,23,44,4,49,5,46,0,46,8,154,3,392,58,32,4,90,3,36,0,21,0,75,0,320,51,10,3,82,3,25,0,15,0,18,0,205,68,4,3,62,4,23,3,8,4,31,0,209,132,18,5,89,7,30,3,9,5,27,0,325,86,9,3,49,6,11,3,3,0,12,0,183,60,3,0,17,5,6,0,3,0,3,0,94,23,0,0,7,0,8,0,0,0,3,0,41,37,6,0,22,0,3,0,3
LGA26730,0,0,0,0,0,0,0,0,0,29,6,37,0,0,0,0,0,0,0,0,0,18,4,27,0,0,0,4,0,3,0,9,0,10,0,21,0,0,0,0,0,0,0,3,0,4,0,13,3,0,0,0,0,0,0,12,0,130,3,157,0,5,0,0,0,8,0,20,0,48,0,95,5,7,0,11,0,18,0,54,7,364,11,478,7,19,0,17,0,36,3,52,5,150,0,293,15,31,0,54,3,46,0,34,10,182,6,386,48,25,0,99,3,26,0,20,3,100,4,329,52,13,0,66,3,16,0,15,6,19,0,190,83,14,3,63,7,24,0,10,3,35,0,246,197,13,5,94,9,39,6,19,7,36,0,427,97,11,6,70,9,7,3,3,0,23,0,239,53,3,0,18,3,3,0,3,0,7,0,93,26,0,0,15,0,4,0,0,0,3,0,48,43,3,0,27,0,8,6,3
