SED_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
SED27003,0,0,4,12,26,33,42,50,16,20,32,23,39,27,18,351,0,3,4,6,49,272,395,227,46,54,76,83,80,69,49,1415,0,4,18,55,3,20,11,0,0,0,0,0,0,0,6,117,0,7,16,17,6,19,12,7,0,0,3,0,0,0,3,92,0,0,3,6,7,27,0,9,0,0,0,0,0,0,9,62,0,31,33,22,17,30,35,37,16,10,13,26,25,16,13,322,0,64,464,353,23,10,4,3,8,4,0,3,7,0,40,1000,0,0,3,13,46,62,32,23,3,15,8,16,7,14,4,268,0,4,3,30,16,41,73,121,11,36,43,61,56,48,10,559,0,0,0,4,9,35,60,35,6,11,7,9,16,8,6,207,0,0,0,0,11,14,20,22,12,12,10,10,8,3,4,129,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,19,0,3,4,17,27,34,37,97
SED27101,0,0,4,10,6,22,19,19,0,3,3,8,8,0,3,114,0,3,16,10,30,323,904,1111,163,216,185,204,219,87,129,3601,0,0,19,50,0,21,0,0,0,0,0,0,0,0,3,95,0,10,18,7,3,6,12,20,3,9,9,21,3,0,4,134,0,0,3,11,11,23,16,4,0,0,0,0,0,0,4,71,0,106,61,31,21,23,19,15,3,0,0,0,0,0,8,294,0,24,80,74,7,5,6,0,4,0,0,0,3,0,3,207,0,0,3,12,60,218,143,64,17,10,17,18,27,7,16,612,0,7,4,56,20,95,246,628,79,86,143,155,128,76,51,1778,0,4,5,10,15,27,84,67,14,9,6,4,15,0,4,255,0,0,0,9,18,43,58,100,53,55,80,49,41,26,21,567,0,0,0,0,0,3,16,10,0,3,0,0,3,0,0,34,0,4,18,35,18,37,16,11
SED27208,0,3,3,11,3,6,14,5,0,0,0,0,0,3,3,52,0,0,3,0,0,9,19,33,5,3,3,6,9,30,10,127,0,0,15,24,0,3,0,0,0,0,0,0,0,0,6,54,0,5,4,7,4,0,0,3,0,0,5,0,0,0,0,25,0,0,0,0,3,8,8,4,0,0,0,0,0,0,6,34,0,65,58,37,13,6,3,0,0,3,3,0,0,0,13,210,0,6,16,12,7,0,0,0,0,0,0,0,0,0,11,60,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,17,0,0,9,8,3,3,20,110,7,4,11,19,11,0,18,228,0,0,0,0,3,4,3,3,3,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,22,11,9,3,0
SED27305,0,4,0,0,6,3,16,3,3,3,0,0,3,0,3,49,0,0,3,11,42,191,457,563,101,91,88,119,92,27,55,1846,0,0,13,71,7,3,3,0,0,0,0,0,0,0,6,106,0,4,28,80,28,106,52,25,5,4,11,0,0,0,3,353,0,0,0,3,15,51,30,12,0,6,0,0,0,0,0,128,0,65,83,29,22,13,28,13,3,3,4,4,0,0,3,270,0,14,80,104,9,12,4,3,3,6,0,0,0,3,7,255,0,0,4,6,35,123,77,44,5,8,5,10,4,3,5,325,0,3,13,104,68,233,425,306,39,33,20,21,28,15,28,1334,0,0,0,14,19,29,63,16,3,0,5,3,0,0,5,168,0,0,0,0,11,20,56,59,14,24,12,7,9,0,12,222,0,0,0,0,0,8,17,21,3,4,0,0,0,0,0,68,0,5,9,36,24,28,13,3
SED27406,0,0,5,21,19,28,49,42,3,3,18,6,16,13,5,222,3,7,15,19,13,139,165,190,26,42,53,67,54,31,30,861,0,3,21,48,4,10,3,0,3,0,0,0,0,0,3,97,0,6,38,23,4,14,9,7,0,0,0,0,0,0,3,104,0,0,0,10,7,17,14,3,0,3,0,0,0,4,0,57,0,87,68,45,42,33,61,39,13,8,17,8,18,4,16,464,0,27,189,209,14,18,8,8,3,11,16,6,5,0,15,514,0,0,3,9,9,22,31,7,6,0,3,4,6,0,0,105,0,7,8,70,31,64,108,148,16,24,28,43,35,24,19,628,0,3,0,7,5,7,15,13,0,3,3,0,0,3,3,65,0,0,0,3,5,9,11,21,5,12,7,3,0,3,0,87,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,18,3,5,23,41,22,40,59,67
SED27504,0,0,3,13,8,9,3,8,0,3,3,0,0,0,0,45,0,0,0,8,3,15,21,56,14,4,13,12,9,7,15,163,0,0,18,17,7,4,3,0,0,0,0,0,0,0,0,44,0,3,4,0,0,0,11,5,0,0,0,3,0,0,0,23,0,0,0,3,3,6,10,9,3,3,0,0,3,0,0,46,0,47,22,6,8,6,7,3,0,3,3,3,0,7,3,120,3,41,69,17,5,6,0,0,0,3,0,0,0,0,10,167,0,0,0,3,3,3,5,5,0,0,3,4,7,0,6,43,0,4,3,13,8,39,139,611,61,50,60,86,71,42,39,1216,0,3,7,0,0,0,5,11,0,3,3,4,0,0,3,38,0,0,0,0,0,0,12,27,4,3,38,13,0,9,0,120,0,0,0,0,0,51,226,82,17,19,23,24,17,8,14,472,0,6,3,19,3,8,8,8
SED27608,0,0,3,9,10,7,29,32,10,3,5,3,9,3,7,133,0,0,5,0,9,19,95,174,40,41,19,58,66,33,27,585,0,0,16,55,0,13,0,0,0,0,0,0,0,0,3,92,0,0,6,7,0,3,8,14,0,0,0,0,0,0,3,40,0,0,0,0,5,3,5,5,4,0,0,0,0,0,0,26,3,129,67,23,22,16,22,20,6,10,0,3,4,7,7,334,0,8,22,12,8,0,3,0,0,0,0,0,0,0,4,61,0,0,3,4,6,16,12,14,0,6,3,8,10,3,4,86,4,7,4,28,9,30,62,305,25,22,51,62,88,80,25,790,0,3,7,0,3,5,27,13,3,0,3,3,3,0,3,78,0,0,0,0,3,13,17,31,7,30,27,27,3,3,3,164,0,0,0,0,0,0,16,11,6,9,5,0,0,0,0,42,0,4,10,32,15,19,13,23
SED27708,0,0,3,4,0,10,7,4,0,0,0,0,0,0,0,42,0,3,0,0,0,4,26,44,4,10,5,3,22,33,13,169,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,6,8,5,3,0,0,0,0,0,0,32,0,0,0,0,3,6,18,4,0,0,0,0,0,0,0,31,0,44,27,4,5,0,9,15,0,0,0,0,0,0,0,104,0,3,9,9,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,3,0,0,4,3,0,0,0,9,4,6,8,39,0,4,0,11,3,4,5,50,3,4,0,8,10,14,5,119,0,0,0,0,3,3,4,11,0,9,4,0,3,9,0,39,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,13,11,19,15
SED27807,0,0,3,0,3,12,8,5,0,0,3,0,0,3,0,40,0,0,6,0,33,175,207,264,33,22,39,23,31,26,29,885,0,25,196,635,53,74,52,0,0,0,11,0,0,0,41,1088,0,11,45,77,32,32,40,42,7,9,20,3,9,3,20,353,0,0,0,6,17,50,32,31,6,4,7,3,10,4,16,182,0,247,92,26,23,13,20,10,0,0,0,0,0,0,18,454,0,90,414,298,31,20,11,9,0,9,7,3,13,3,40,950,0,0,0,4,33,91,25,31,3,5,5,0,3,0,5,207,0,3,3,73,56,103,282,1635,99,137,318,605,388,282,146,4127,0,0,3,0,15,28,26,11,3,3,9,0,4,0,0,115,0,0,0,0,0,10,15,14,55,56,122,3,12,3,16,304,0,0,0,0,12,22,20,18,14,0,15,7,16,38,13,188,0,3,16,10,3,8,3,6
SED27907,0,0,0,8,10,11,17,9,9,0,0,4,3,0,0,70,0,0,10,6,12,51,65,55,5,12,17,18,8,0,4,266,0,4,37,138,12,19,10,3,0,0,0,0,0,0,12,234,0,24,73,89,13,16,21,13,0,0,0,0,0,0,5,265,0,0,3,6,16,70,49,9,4,7,0,3,10,9,7,200,0,120,77,29,18,21,12,7,3,0,0,4,0,3,8,294,0,33,143,117,23,10,4,0,8,8,0,3,0,3,13,373,0,0,0,0,12,12,14,3,0,0,0,0,0,0,4,52,0,6,12,164,41,116,165,239,27,21,30,43,29,26,33,942,0,3,0,9,4,0,28,13,0,0,4,0,0,0,3,65,0,0,0,12,20,26,11,10,3,14,4,3,3,5,0,109,0,0,0,3,15,26,52,45,8,6,20,13,0,3,4,194,0,0,25,28,18,38,25,24
