SED_CODE_2016,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
SED23502,84,75,167,1330,1325,2649,113,141,254,1531,1537,3069,94,97,192,1501,1438,2943,142,130,265,1731,1661,3398,84,90,169,1483,1424,2904,138,137,274,1702,1645,3351,68,76,147,1459,1318,2779,126,121,249,1651,1522,3174,56,62,115,1143,1041,2179,128,103,231,1318,1205,2527,45,37,85,1074,1197,2265,100,97,199,1214,1334,2549,46,34,77,1176,1294,2467,103,101,210,1325,1432,2755,23,39,65,1182,1301,2487,99,95,191,1299,1435,2743,33,29,69,1328,1444,2777,134,132,261,1498,1608,3104,36,48,87,1485,1686,3171,140,132,272,1665,1865,3527,49,47,95,1714,1928,3636,165,165,323,1927,2133,4061,19,50,75,1996,2145,4141,183,167,351,2195,2364,4564,28,31,55,2148,2291,4443,170,187,348,2348,2504,4848,49,45,95,6986,7086,14074,676,707,1389,7713,7847,15553,714,768,1482,26000,26923,52925,2399,2414,4810,29116,30099,59212
SED23602,41,35,77,1505,1343,2850,111,120,229,1657,1498,3159,43,48,84,1597,1487,3085,148,130,276,1784,1663,3446,29,35,66,1539,1542,3076,113,131,246,1681,1701,3381,40,27,70,1546,1393,2935,114,90,202,1701,1513,3209,23,24,52,1254,1054,2304,92,97,185,1368,1182,2549,36,14,51,1306,1233,2541,103,88,186,1442,1336,2775,26,22,43,1394,1388,2777,124,120,245,1538,1523,3066,29,13,47,1386,1284,2672,109,92,204,1525,1400,2924,22,15,39,1533,1602,3137,107,114,220,1665,1725,3390,25,25,54,1654,1802,3457,139,132,268,1817,1960,3777,10,16,28,1838,1825,3661,167,152,324,2017,1994,4010,6,26,33,1890,2084,3976,141,179,320,2040,2284,4329,15,10,21,1981,2038,4017,188,162,356,2180,2217,4396,22,24,40,5499,5895,11393,529,560,1096,6045,6478,12524,378,343,719,25907,25968,51879,2182,2165,4351,28463,28478,56943
SED23702,29,46,76,2116,1782,3897,98,94,193,2236,1921,4160,46,47,96,2055,2044,4101,113,94,214,2219,2189,4408,44,35,82,2043,1956,3999,101,105,206,2185,2092,4282,49,46,93,2343,2068,4409,110,107,213,2508,2220,4721,52,37,84,2319,2104,4418,131,122,248,2494,2259,4757,32,29,68,1990,2050,4038,109,123,230,2138,2201,4338,15,14,29,1863,2070,3926,99,111,210,1974,2191,4169,25,35,52,1828,1878,3703,102,102,210,1952,2014,3967,15,17,37,2045,2225,4268,113,123,233,2178,2363,4544,15,22,37,2215,2525,4743,136,128,259,2372,2667,5042,14,17,33,2266,2452,4716,140,152,294,2417,2623,5037,25,20,41,2164,2280,4445,118,130,247,2304,2432,4734,19,21,37,1799,1988,3788,147,127,269,1959,2134,4097,28,10,35,4455,4889,9345,301,363,659,4781,5263,10040,412,389,798,31490,32298,63787,1816,1877,3695,33711,34573,68282
SED23806,3,3,6,1544,1449,2989,72,73,143,1621,1522,3142,0,4,4,1837,1697,3537,78,70,145,1915,1776,3690,5,0,5,1732,1746,3474,58,51,108,1790,1800,3590,6,8,13,1962,1953,3922,100,91,197,2072,2057,4130,9,8,18,2869,2842,5710,162,153,316,3043,3009,6055,9,13,17,2927,3101,6032,202,176,375,3134,3285,6418,6,6,12,2516,2603,5123,162,168,327,2684,2784,5463,3,8,11,2040,2215,4252,112,129,245,2157,2348,4503,6,3,6,1820,2069,3890,87,94,177,1914,2164,4079,3,0,6,1826,2191,4013,89,102,186,1912,2294,4207,3,0,8,1823,2027,3853,106,84,192,1934,2112,4045,3,0,6,1540,1793,3336,68,74,142,1613,1872,3487,3,0,3,1414,1593,3008,77,75,151,1500,1667,3163,8,7,12,3810,4957,8762,230,352,581,4040,5308,9353,60,57,120,29679,32238,61916,1592,1702,3294,31335,33996,65331
SED23901,14,17,34,1932,1850,3774,109,106,210,2054,1966,4020,16,19,28,1842,1908,3751,89,87,173,1941,2009,3955,24,17,37,1764,1585,3353,70,69,142,1859,1676,3527,16,21,37,1717,1696,3415,85,84,165,1822,1800,3621,24,19,41,1889,1794,3684,99,99,194,2013,1904,3919,15,18,37,2044,2018,4057,117,110,224,2170,2145,4316,8,14,22,2056,2210,4265,121,142,260,2186,2366,4552,12,6,14,2069,2220,4289,116,95,217,2192,2324,4520,7,4,14,2073,2207,4283,116,101,212,2200,2311,4513,13,15,25,2014,2168,4181,104,95,201,2127,2278,4405,8,18,27,1915,2119,4036,109,114,221,2032,2250,4287,10,12,22,1855,1959,3807,100,89,187,1964,2060,4021,4,11,14,1565,1702,3263,82,82,158,1647,1792,3439,17,8,23,4549,5788,10338,314,389,700,4876,6181,11061,193,186,383,29284,31214,60501,1617,1659,3272,31088,33061,64148
SED24006,3,3,8,1309,1239,2545,55,51,104,1366,1292,2657,3,3,5,1831,1710,3540,87,64,149,1921,1777,3696,4,7,7,2256,2143,4400,92,68,158,2349,2218,4564,6,14,23,2448,2397,4850,90,83,173,2548,2494,5042,7,3,9,2324,2185,4513,98,82,184,2430,2276,4703,8,4,13,1796,1836,3635,101,106,202,1899,1947,3850,3,0,7,1412,1453,2871,83,75,154,1499,1528,3024,8,5,12,1370,1666,3031,67,63,124,1437,1729,3173,7,0,7,1703,2154,3854,99,103,195,1804,2258,4060,0,3,3,2131,2598,4724,123,98,221,2249,2699,4945,5,3,7,2192,2432,4624,117,110,221,2313,2544,4854,0,5,5,1964,2081,4048,101,109,208,2070,2193,4260,0,3,3,1560,1722,3287,104,84,186,1664,1813,3474,3,3,5,4511,5676,10188,284,365,647,4802,6041,10841,54,49,108,28810,31281,60099,1488,1453,2944,30353,32794,63146
SED24105,9,6,16,2205,2155,4364,76,99,171,2290,2258,4551,12,3,14,2152,2026,4181,90,67,160,2259,2101,4358,6,14,25,2104,1945,4047,73,91,162,2193,2046,4233,7,7,16,2310,2108,4415,75,61,144,2396,2179,4573,3,9,14,2565,2356,4917,112,99,209,2684,2463,5146,9,3,14,2437,2421,4851,117,107,225,2552,2535,5085,4,0,3,2626,2660,5281,122,86,205,2747,2741,5492,11,4,15,2302,2435,4735,81,88,165,2392,2523,4916,3,4,9,2147,2404,4560,75,95,172,2230,2507,4734,5,3,13,2183,2264,4445,103,70,169,2289,2345,4628,8,9,15,2137,2097,4235,73,61,136,2215,2168,4384,5,0,8,1935,1982,3918,81,78,163,2020,2061,4082,0,4,8,1743,1833,3577,77,71,151,1819,1913,3737,3,10,17,4493,5213,9701,219,245,458,4710,5468,10177,89,87,170,33330,33899,67230,1379,1320,2696,34794,35300,70098
SED24207,20,22,46,3372,3141,6507,175,166,342,3569,3325,6893,34,16,50,3217,3091,6304,181,188,368,3425,3293,6724,21,16,37,2759,2690,5443,166,155,322,2948,2850,5798,8,21,28,2598,2531,5129,149,135,284,2758,2685,5441,33,19,48,2670,2478,5152,144,177,315,2840,2674,5514,27,20,41,2695,2845,5549,175,154,335,2904,3023,5922,30,25,51,3315,3489,6797,182,168,353,3529,3679,7204,24,17,39,3500,3517,7020,182,169,350,3707,3703,7407,11,15,28,3191,3263,6455,180,181,358,3385,3457,6839,15,11,20,2629,2757,5387,170,143,320,2816,2910,5722,9,12,22,2223,2216,4445,125,154,275,2359,2384,4742,12,14,23,1958,2028,3986,131,119,249,2101,2150,4251,9,3,11,1683,1859,3546,111,115,222,1801,1978,3775,8,4,12,3369,3567,6941,264,275,537,3635,3850,7490,253,205,455,39185,39480,78663,2337,2283,4622,41772,41965,83732
SED24308,56,61,117,1850,1823,3670,133,113,244,2038,1993,4029,54,59,110,1820,1823,3644,114,127,245,1990,2008,4005,58,55,115,1944,1729,3672,123,115,240,2129,1907,4033,40,61,103,2127,2009,4138,137,127,260,2307,2198,4506,45,43,86,2103,2004,4104,145,156,302,2299,2202,4495,28,32,56,2085,1997,4083,134,138,273,2245,2164,4413,34,37,67,2013,1973,3991,124,142,262,2167,2152,4320,37,24,53,1835,1776,3611,103,94,203,1968,1895,3864,29,27,58,2057,2056,4113,132,123,256,2220,2206,4426,31,18,53,1956,2028,3987,134,148,284,2126,2200,4318,21,20,42,1966,2009,3977,119,124,242,2100,2154,4253,14,18,35,1844,1917,3766,121,138,260,1977,2076,4051,19,20,40,1617,1737,3352,138,115,253,1771,1871,3641,17,25,45,4480,5443,9928,435,597,1033,4936,6068,11003,490,487,981,29694,30344,60030,2089,2259,4340,32271,33090,65358
SED24408,57,44,106,1471,1295,2767,86,89,172,1618,1428,3044,55,36,89,1619,1509,3125,93,89,186,1764,1642,3407,41,63,107,1586,1463,3051,100,114,216,1734,1638,3374,27,47,76,1603,1428,3028,84,99,184,1715,1575,3292,23,22,40,1312,1181,2491,71,72,143,1404,1267,2678,27,28,49,1254,1244,2494,88,80,171,1368,1353,2715,20,19,41,1225,1363,2594,102,72,170,1349,1454,2799,7,16,25,1197,1284,2474,77,82,160,1283,1377,2654,12,17,33,1400,1517,2915,98,89,182,1508,1625,3128,20,27,43,1601,1771,3371,122,105,230,1746,1896,3645,22,20,36,1835,1923,3755,128,115,242,1974,2055,4031,27,20,45,2038,2034,4069,125,112,239,2185,2166,4352,9,23,32,1929,1932,3865,139,148,283,2073,2103,4179,21,29,53,5716,6457,12171,429,554,985,6168,7040,13210,364,407,768,25780,26401,52182,1743,1814,3563,27886,28622,56512
SED24504,26,20,49,1585,1543,3125,109,95,204,1710,1664,3373,25,16,39,1849,1790,3639,106,121,228,1982,1931,3909,17,21,40,1852,1775,3628,113,128,245,1989,1919,3910,19,23,37,1657,1528,3183,113,100,216,1784,1655,3435,15,8,21,1213,1110,2321,106,77,177,1329,1185,2515,11,7,20,996,973,1970,72,76,147,1077,1054,2134,4,13,16,1121,1304,2427,54,62,117,1180,1382,2561,10,9,24,1407,1671,3081,110,122,229,1526,1806,3331,12,14,23,1880,2129,4013,127,129,256,2024,2275,4294,11,14,26,2072,2267,4334,148,150,294,2235,2429,4661,14,12,25,1965,2105,4074,141,150,287,2116,2270,4385,14,9,19,2012,2077,4088,146,150,298,2170,2234,4403,7,9,24,1851,1985,3843,166,147,309,2032,2148,4174,15,12,27,4721,4856,9573,425,549,973,5154,5425,10577,206,185,393,26167,27122,53288,1934,2057,3989,28304,29367,57672
SED24606,4,5,10,1364,1265,2633,58,59,114,1429,1334,2757,4,7,10,1574,1546,3115,61,68,129,1637,1624,3263,0,3,4,1592,1587,3176,51,59,109,1645,1647,3292,7,8,13,1564,1606,3167,66,76,139,1637,1684,3320,6,7,14,2159,2567,4726,115,131,245,2286,2710,4990,15,3,19,2254,2480,4730,153,162,314,2411,2644,5058,6,6,16,1999,2063,4062,105,135,234,2111,2203,4308,6,4,12,1691,1817,3504,101,105,199,1793,1927,3719,3,7,15,1644,1887,3533,91,107,196,1743,2002,3742,4,6,12,1786,2049,3839,96,85,181,1885,2140,4028,0,0,0,1643,1861,3503,102,94,198,1746,1963,3707,0,3,3,1493,1640,3136,86,88,172,1582,1732,3319,6,4,10,1327,1568,2888,68,91,166,1396,1663,3068,6,0,6,4213,5324,9537,318,381,696,4533,5704,10236,72,69,145,26293,29265,55555,1472,1629,3099,27834,30966,58802
SED24703,16,3,13,1688,1676,3370,199,214,411,1904,1894,3799,7,3,12,1066,1018,2089,125,100,225,1199,1130,2324,0,3,4,864,777,1637,89,70,163,953,850,1802,19,31,43,3737,4989,8722,365,463,827,4120,5476,9601,27,52,77,10853,13203,24056,1125,1266,2388,12006,14519,26519,34,25,62,9632,10026,19657,1124,1073,2197,10796,11123,21915,29,17,45,6571,6375,12949,801,727,1530,7411,7119,14532,19,11,30,3726,3314,7037,484,400,883,4228,3728,7954,24,7,27,2323,2230,4558,319,272,591,2664,2514,5171,11,12,24,1851,1941,3788,251,232,485,2114,2186,4308,9,9,17,1631,1728,3359,232,238,471,1871,1971,3850,8,11,20,1456,1509,2964,225,192,415,1686,1710,3392,4,5,10,1287,1364,2650,168,170,338,1459,1539,2998,6,7,11,2948,3217,6162,416,395,814,3371,3621,6991,224,189,409,49628,53379,103004,5928,5807,11733,55777,59374,115150
SED24808,67,88,154,3108,2949,6054,208,217,428,3378,3253,6634,76,83,162,2852,2905,5760,189,200,389,3123,3182,6310,70,62,127,2446,2276,4718,157,157,318,2672,2493,5165,66,59,128,2356,2195,4547,132,120,255,2551,2377,4930,45,48,92,2318,2339,4656,160,162,321,2519,2552,5076,41,59,101,2542,2799,5344,169,190,359,2753,3047,5804,29,39,69,2712,2998,5710,192,193,379,2936,3226,6157,28,41,73,2649,2714,5365,168,167,335,2844,2922,5764,34,28,59,2456,2549,5008,173,148,320,2662,2722,5381,32,33,61,2285,2408,4696,143,139,284,2457,2586,5042,23,23,45,2071,2124,4196,135,152,286,2221,2301,4521,19,24,41,1885,2146,4032,114,127,240,2016,2302,4320,9,12,22,1843,2116,3959,144,135,278,2003,2260,4267,18,20,38,4041,4509,8556,289,367,662,4355,4899,9250,553,619,1175,35572,37030,72603,2374,2476,4851,38496,40129,78622
SED24904,162,162,323,1655,1595,3241,139,149,287,1955,1905,3855,179,147,327,1775,1719,3489,162,124,287,2111,1990,4102,153,143,291,1715,1658,3371,156,122,277,2019,1923,3937,125,112,234,1807,1683,3484,167,150,320,2101,1942,4042,99,101,199,1529,1509,3039,172,144,317,1797,1758,3558,77,116,193,1703,1705,3402,197,165,358,1977,1984,3956,43,86,130,1563,1618,3179,166,144,307,1775,1847,3623,58,72,127,1449,1554,3002,122,118,240,1621,1743,3364,56,58,114,1608,1708,3315,144,134,283,1806,1904,3705,44,77,121,1800,1926,3727,185,166,351,2027,2168,4202,39,65,103,1849,1884,3732,201,158,362,2098,2102,4198,47,52,99,2013,2011,4025,197,196,396,2253,2264,4520,32,33,65,1861,1785,3650,186,182,366,2081,1996,4079,33,56,92,5082,5770,10851,571,638,1215,5692,6464,12158,1141,1282,2417,27412,28106,55518,2762,2598,5361,31313,31987,63296
SED25003,31,32,64,2404,2230,4633,99,91,186,2534,2355,4885,36,35,70,2280,2141,4422,102,81,183,2417,2252,4668,38,25,65,2221,2063,4288,81,72,157,2342,2166,4508,28,28,53,2244,2082,4324,69,87,153,2335,2196,4533,16,29,49,2387,2322,4704,112,105,214,2516,2450,4969,9,32,43,2402,2414,4814,121,126,241,2538,2563,5102,19,18,43,2553,2678,5232,112,118,234,2689,2818,5505,18,19,41,2426,2404,4830,76,87,163,2524,2506,5031,13,14,26,2248,2477,4726,108,94,202,2366,2587,4955,15,13,27,2286,2533,4822,82,87,172,2390,2629,5020,14,14,29,2138,2400,4539,83,96,177,2228,2514,4743,12,9,19,1905,2059,3962,83,101,181,1997,2171,4171,6,4,11,1531,1625,3156,62,74,134,1596,1707,3309,0,21,24,3167,3657,6821,158,187,347,3329,3864,7191,262,298,557,32183,33097,65277,1357,1392,2745,33800,34782,68583
SED25102,8,13,27,1685,1551,3240,86,87,173,1781,1653,3432,17,13,26,1905,1709,3612,80,75,152,1996,1800,3796,24,11,34,1830,1720,3542,78,75,154,1928,1810,3734,15,18,34,1813,1705,3513,71,67,134,1898,1789,3682,11,21,31,1674,1510,3188,80,71,150,1767,1604,3370,10,10,24,1478,1390,2866,70,73,138,1552,1475,3028,4,10,13,1446,1581,3029,82,70,153,1536,1666,3201,3,3,6,1656,1813,3470,70,76,147,1733,1891,3625,4,12,16,2025,2123,4145,86,91,176,2119,2222,4340,10,14,20,1999,2122,4120,101,100,198,2111,2231,4340,8,7,18,1967,2094,4056,93,90,180,2065,2195,4254,9,5,17,1965,2039,4003,108,114,219,2080,2164,4243,6,9,15,1799,1839,3634,74,82,153,1878,1927,3805,4,16,15,3692,3920,7617,270,305,576,3971,4239,8207,130,167,303,26935,27102,54040,1345,1380,2719,28413,28652,57063
SED25205,22,15,37,1905,1820,3726,81,82,171,2010,1921,3931,14,8,24,2128,1975,4097,71,81,148,2213,2064,4277,13,15,27,1861,1829,3690,62,58,123,1939,1901,3837,10,10,20,1705,1694,3396,64,60,122,1772,1761,3538,13,5,21,1699,1488,3192,76,73,149,1787,1568,3362,12,13,17,1538,1617,3159,86,102,187,1630,1728,3361,9,11,29,1794,2021,3813,103,88,191,1905,2118,4028,8,6,17,2064,2256,4311,103,107,213,2176,2363,4540,7,9,18,2332,2592,4923,115,109,226,2453,2712,5164,16,9,26,2351,2586,4935,118,119,231,2484,2713,5196,7,8,16,2044,2138,4182,90,99,189,2134,2250,4387,4,7,8,1768,1922,3691,90,90,183,1867,2018,3881,5,4,10,1548,1650,3200,98,76,168,1649,1734,3380,9,8,22,4065,5382,9449,269,350,613,4344,5742,10086,154,135,289,28795,30964,59755,1417,1498,2915,30369,32592,62960
SED25302,18,10,34,1610,1487,3100,52,57,113,1687,1557,3245,19,15,32,2099,2035,4136,84,82,163,2199,2135,4332,12,17,36,2072,1903,3970,94,96,187,2176,2010,4191,24,20,41,1859,1835,3691,85,86,170,1964,1933,3899,0,8,10,1341,1140,2480,56,64,125,1403,1213,2610,6,11,18,951,963,1911,41,49,86,997,1018,2016,3,5,9,1038,1231,2273,48,52,100,1095,1292,2385,5,10,14,1470,1717,3191,51,61,113,1526,1797,3318,10,7,19,1955,2293,4253,102,101,205,2069,2402,4472,4,12,18,2186,2445,4624,101,100,197,2286,2552,4839,7,12,13,1934,2032,3970,100,86,183,2036,2131,4164,11,3,10,1737,1940,3678,105,77,183,1849,2017,3867,7,7,17,1614,1940,3554,96,104,203,1714,2055,3768,11,12,18,6034,7579,13615,337,444,776,6381,8033,14411,135,152,291,27896,30547,58447,1347,1453,2801,29378,32155,61529
SED25402,76,83,162,1842,1662,3505,127,117,242,2047,1864,3912,64,67,134,1923,1784,3704,145,115,257,2130,1971,4099,39,56,95,1782,1746,3532,122,116,242,1949,1923,3872,51,54,108,1807,1702,3512,149,143,295,2015,1898,3917,54,39,84,1842,1894,3734,174,179,354,2067,2110,4174,34,46,79,1767,1892,3661,147,164,314,1955,2104,4050,37,22,57,1721,1928,3657,136,154,290,1897,2103,4002,13,26,44,1647,1703,3350,122,121,240,1782,1844,3631,15,28,49,1648,1830,3474,124,133,257,1790,1987,3779,12,27,40,1864,1895,3762,166,145,310,2043,2070,4110,29,26,55,1948,2143,4085,145,158,306,2117,2327,4443,15,17,28,2033,2187,4227,188,150,335,2235,2356,4590,9,13,23,1912,1951,3861,164,165,325,2090,2123,4210,22,28,51,4855,5588,10449,500,628,1128,5381,6246,11627,473,526,1001,28597,29907,58505,2413,2498,4908,31488,32928,64414
SED25501,7,3,8,1395,1260,2653,51,48,98,1450,1318,2763,10,12,20,1778,1736,3513,58,51,113,1846,1801,3646,4,12,14,2047,1867,3909,62,74,127,2112,1947,4056,5,10,15,2324,2071,4396,74,59,130,2405,2140,4545,9,13,16,2366,2023,4392,91,79,169,2464,2109,4572,7,5,7,1912,1700,3613,66,69,141,1984,1778,3758,3,0,3,1612,1667,3276,50,53,107,1662,1725,3386,4,4,10,1596,1907,3499,60,57,119,1663,1968,3627,4,11,15,1889,2242,4132,73,78,147,1970,2329,4299,3,4,8,2110,2409,4520,70,69,142,2180,2489,4665,3,3,5,2036,2102,4140,70,64,138,2110,2174,4285,3,0,3,1717,1872,3588,64,62,132,1780,1939,3721,0,3,3,1434,1542,2978,63,54,114,1501,1601,3100,3,5,8,4995,6147,11146,229,295,524,5232,6449,11676,59,74,136,29211,30555,59758,1081,1121,2203,30352,31752,62096
SED25605,7,6,11,1744,1653,3404,76,69,147,1829,1734,3565,4,3,10,1648,1633,3278,63,64,134,1723,1701,3420,11,6,13,1598,1501,3097,52,51,104,1654,1555,3212,10,8,16,1746,1594,3344,68,68,132,1829,1663,3495,3,9,10,2216,1852,4068,104,79,184,2327,1939,4261,5,3,6,2243,2070,4312,113,93,205,2358,2172,4522,8,3,7,2315,2218,4529,97,92,187,2420,2308,4727,7,0,7,1965,1852,3813,96,76,169,2062,1924,3986,9,8,12,1862,1966,3821,83,83,166,1950,2052,4001,4,5,4,1972,2030,3998,93,86,179,2069,2115,4183,4,4,10,1808,1808,3614,80,87,159,1883,1901,3783,5,3,6,1616,1837,3455,79,76,153,1698,1919,3620,3,3,8,1580,1810,3390,78,77,155,1663,1890,3554,8,12,16,5216,6103,11319,318,385,701,5545,6500,12042,78,76,145,29527,29923,59450,1391,1382,2775,30997,31379,62373
SED25704,113,96,210,1567,1519,3083,148,154,297,1827,1768,3591,120,88,201,1741,1598,3336,166,170,334,2024,1855,3879,92,79,171,1750,1635,3389,155,138,292,1993,1852,3844,80,82,163,1832,1662,3499,123,142,265,2035,1889,3924,76,62,136,1405,1259,2668,139,122,260,1622,1443,3064,53,66,121,1310,1392,2699,129,124,253,1491,1581,3071,32,29,59,1374,1450,2829,113,145,262,1522,1624,3145,29,38,67,1300,1452,2754,150,132,283,1483,1620,3106,33,42,75,1576,1660,3235,144,134,278,1748,1838,3585,25,40,68,1774,1847,3620,173,153,326,1971,2038,4007,37,42,79,1901,2031,3927,175,170,347,2106,2243,4352,43,34,78,2036,2039,4080,164,181,345,2247,2255,4504,24,22,46,1965,1959,3922,187,169,352,2171,2148,4325,52,59,108,5999,6682,12690,619,700,1314,6669,7443,14109,794,779,1577,27537,28198,55733,2574,2625,5198,30907,31600,62512
