SED_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
SED24904,0,17,34,75,40,20,10,0,0,188,1791,3688,3219,5334,3164,3335,2373,1148,456,24504,0,0,0,3,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,0,9,6,6,0,0,0,39,0,0,3,6,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,17,26,8,9,7,4,0,64,0,0,0,0,3,4,13,15,3,34,0,0,0,6,0,0,4,0,0,11,3,6,26,57,67,82,110,52,16,422,0,0,0,15,3,3,4,3,0,30,0,0,9,6,3,0,0,0,3,24,0,0,0,3,0,7,41,7,0,65,0,0,0,0,11,6,35,26,13,90,0,0,0,22,0,4,0,0,0,33,3,23,11,170,26,7,10,3,0,251,0,0,0,5,0,3,0,0,0,14,0,0,4,11,3,0,0,0,0,23,0,5,3,12,12,0,0,0,0,31
SED25003,0,8,5,17,4,4,0,0,0,34,2311,3976,3737,5587,2544,1576,645,287,129,20796,0,0,7,36,12,0,0,0,0,59,0,0,0,23,9,13,4,5,0,58,0,0,3,10,7,10,3,0,0,34,0,6,3,10,6,0,0,0,0,24,0,0,0,9,10,9,9,0,0,27,7,9,39,269,48,45,33,11,0,471,0,0,3,13,23,28,16,11,0,92,0,17,14,61,25,35,46,10,3,215,0,27,14,81,83,85,67,47,8,411,0,0,9,46,18,21,15,8,4,127,0,0,0,3,3,4,0,0,0,18,0,0,10,18,16,0,19,3,0,65,0,10,7,27,78,118,125,90,7,463,0,0,5,18,12,13,3,0,0,48,31,121,219,1238,179,99,56,9,5,1963,0,9,5,31,4,8,0,3,0,59,4,47,50,156,47,14,9,3,0,329,3,21,40,139,88,42,18,8,3,353
SED25102,0,0,0,0,0,0,0,0,0,0,1676,3622,3315,5650,3076,2763,1541,456,148,22233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,3,0,0,0,0,0,4,3,3,0,22,15,8,9,0,0,59,0,0,0,5,5,3,0,0,0,20,0,7,20,24,14,10,6,0,0,83,0,0,0,3,5,7,3,0,0,16,0,0,0,0,0,3,4,4,0,15,5,50,64,253,362,428,383,157,44,1745,0,0,0,0,3,3,0,0,0,8,0,0,0,14,7,10,4,0,0,36,0,0,8,20,29,45,89,44,13,248,0,0,0,3,11,6,10,3,3,30,0,5,3,6,10,0,0,0,0,25,0,0,12,44,20,17,9,0,5,106,0,0,3,0,0,0,4,0,3,18,0,0,0,13,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0
SED25205,0,0,4,3,4,0,0,0,0,10,1869,3647,2894,5557,3061,2205,1248,707,332,21525,0,0,0,4,0,0,0,0,0,3,0,0,4,12,8,7,4,3,0,38,0,0,0,19,12,4,4,0,0,51,0,4,5,19,14,3,0,0,0,51,0,0,0,19,5,7,3,0,0,36,7,23,138,151,62,43,24,17,3,468,0,0,0,11,7,15,13,10,3,50,0,0,0,4,6,24,9,15,6,60,23,113,96,386,326,222,198,139,51,1552,0,0,4,15,12,18,0,0,0,47,0,0,7,23,14,4,3,0,0,51,0,6,10,41,32,15,45,24,9,178,0,4,3,16,42,68,73,72,21,295,0,7,6,18,3,11,0,0,0,43,6,21,30,235,74,71,31,23,7,498,0,0,0,4,0,3,6,0,0,17,0,5,3,22,4,3,0,0,0,38,0,0,0,4,0,0,0,0,0,6
SED25302,0,0,0,4,0,3,0,0,0,10,1586,3802,2757,4299,2877,2416,2105,1190,451,21479,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,12,0,0,0,3,0,0,0,0,0,7,0,8,4,26,13,8,6,4,0,69,0,0,0,4,7,3,5,4,0,26,3,9,55,21,16,4,6,4,0,114,0,0,0,3,9,14,3,8,5,40,0,0,0,3,0,9,13,3,0,27,23,230,209,410,610,397,547,384,125,2938,0,0,0,3,3,0,0,0,0,15,0,3,0,5,4,0,3,0,0,20,0,5,15,8,28,17,54,42,11,184,0,0,0,3,8,8,16,13,7,56,0,4,9,7,0,4,0,3,0,32,0,0,0,31,13,3,11,6,3,76,0,0,0,3,0,0,4,5,0,17,0,0,0,3,3,4,0,0,0,8,0,0,0,7,3,0,0,0,0,8
SED25402,0,0,0,0,0,0,0,0,0,0,1906,3676,3542,6143,3324,3233,1984,855,296,24950,0,0,0,16,9,4,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,3,12,6,6,3,0,0,33,0,0,0,3,3,0,3,0,0,8,5,4,36,36,5,16,0,5,0,110,0,0,0,0,0,5,13,8,0,29,0,4,0,3,0,0,3,5,0,20,0,14,17,55,124,170,213,138,52,772,0,0,0,13,0,3,0,0,0,19,0,0,0,0,0,0,3,0,0,8,0,0,3,8,4,13,88,40,15,168,0,0,0,0,0,8,9,14,7,43,0,0,0,4,0,3,0,0,0,14,4,14,9,102,14,6,9,5,0,157,0,0,0,3,0,4,0,3,0,10,0,0,0,15,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3
SED25501,0,0,3,3,6,5,3,0,0,28,1216,2544,2598,2424,1587,1259,1036,1016,424,14111,0,9,11,21,13,9,5,0,0,69,0,0,0,4,0,8,4,0,0,17,0,3,14,28,26,16,3,3,0,82,0,9,4,14,10,7,3,0,0,52,0,0,0,5,3,3,0,0,0,17,56,293,776,1380,711,416,191,103,33,3959,0,0,0,3,10,5,11,12,0,41,0,3,0,9,8,10,13,23,8,75,9,59,45,99,112,118,116,98,53,706,0,0,5,19,19,11,0,0,0,62,0,5,10,15,4,5,5,0,0,40,0,3,3,19,11,10,34,47,6,139,0,7,7,13,37,55,94,130,36,381,5,43,70,173,84,104,61,21,0,560,26,183,172,734,270,145,65,35,10,1641,0,15,23,98,24,18,18,7,4,211,3,18,14,57,21,12,7,0,0,134,5,6,0,11,10,6,0,0,0,34
SED25605,0,3,32,46,13,14,3,3,0,114,1635,2564,2431,3290,1497,1131,985,536,195,14267,0,8,8,67,8,6,3,0,0,102,0,3,11,43,37,28,23,15,0,153,0,0,22,100,72,51,22,12,3,288,0,0,12,10,8,3,6,0,0,35,0,0,3,22,16,6,17,12,0,79,14,97,231,703,260,219,113,58,22,1723,0,0,5,19,29,26,60,29,9,174,0,7,7,7,16,36,48,19,4,155,0,16,25,77,91,96,142,92,33,565,0,0,3,25,15,15,10,3,0,74,0,3,0,5,6,0,3,0,0,28,0,0,9,12,22,12,46,48,9,156,0,18,16,31,80,110,225,179,33,684,0,14,24,89,30,41,28,9,0,229,28,85,372,1176,209,124,95,53,22,2162,0,4,22,73,24,16,18,3,0,170,0,6,6,61,24,9,6,4,0,124,0,4,3,5,3,4,4,5,0,26
SED25704,0,5,18,33,28,12,0,0,0,107,1673,3614,3256,5029,3371,3648,2906,1667,589,25748,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,7,9,29,54,81,116,82,17,386,0,0,0,0,4,0,0,0,0,8,0,0,0,3,5,0,0,0,0,13,0,0,0,4,7,8,26,13,0,63,0,3,0,0,0,4,9,5,0,23,0,0,0,4,0,0,0,0,0,6,3,4,15,126,12,3,4,0,3,173,0,0,4,16,6,0,0,0,0,23,0,0,3,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3
SED25802,0,0,0,0,0,0,0,0,0,0,1830,4014,3582,5863,3499,3475,2493,1181,347,26293,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,5,0,0,0,12,0,0,0,3,0,0,0,0,0,7,0,0,0,15,3,6,3,0,0,36,0,0,0,0,4,4,4,0,0,7,0,0,5,15,10,6,3,3,0,49,0,0,0,3,5,11,11,13,0,47,0,0,0,4,0,4,3,0,0,11,0,18,22,110,159,248,304,171,48,1082,0,0,0,5,3,0,0,0,0,11,0,0,0,3,0,0,3,3,0,11,3,0,5,15,12,25,73,46,7,182,0,0,0,0,4,3,3,4,3,27,0,0,0,3,0,3,0,0,0,14,0,3,4,60,7,7,11,0,0,100,0,0,0,3,0,0,3,0,0,7,0,3,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SED25905,15,83,235,526,158,71,36,3,4,1144,1973,3616,3714,4259,2002,1454,688,293,141,18137,0,0,0,24,7,3,0,0,0,40,0,0,13,71,41,32,12,10,3,192,0,0,8,37,36,33,10,0,0,123,0,3,4,10,0,3,0,0,0,25,0,3,3,34,37,29,26,4,0,138,3,17,27,194,90,126,43,23,12,541,0,0,3,32,50,59,54,35,0,243,3,17,21,34,26,45,27,21,7,199,3,25,31,116,155,182,172,108,36,830,0,3,14,61,76,42,15,8,0,227,0,0,0,5,8,0,3,3,0,24,0,0,3,17,18,16,39,39,8,150,0,3,0,12,23,34,31,20,12,138,3,4,5,29,15,19,3,0,0,83,12,70,159,681,252,172,97,24,13,1478,4,10,4,44,20,15,4,4,0,101,5,30,35,59,31,13,4,0,0,175,0,8,12,32,21,14,9,0,0,86
SED26005,11,164,461,827,195,84,25,7,3,1785,2991,5561,4273,4826,2395,1451,692,235,70,22485,0,4,3,37,17,5,3,0,0,68,0,4,10,63,35,36,10,3,0,162,3,5,18,121,74,42,16,7,0,285,0,8,7,10,3,0,0,0,0,29,0,0,8,49,42,38,23,6,0,164,4,39,49,261,105,61,32,12,0,564,0,0,3,26,45,32,28,9,3,148,0,15,20,54,30,20,29,11,0,182,8,62,62,169,272,187,155,62,18,987,0,9,35,110,74,49,16,9,0,308,0,0,3,3,5,4,4,3,0,22,0,0,9,20,15,26,23,12,4,113,0,3,4,5,10,26,15,12,0,84,0,3,6,19,9,4,3,0,0,45,23,175,248,1267,443,234,90,39,3,2527,5,11,10,65,22,7,6,0,0,123,0,28,17,45,18,11,4,0,0,126,3,40,24,48,27,22,3,0,0,168
SED26102,0,0,0,0,0,0,0,0,0,0,1265,2824,2299,4278,2758,3035,2981,1660,615,21722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,9,3,8,10,3,0,40,0,0,0,3,3,0,5,0,0,9,0,0,0,16,3,3,5,0,3,34,0,0,0,0,3,13,28,24,3,78,0,0,0,0,4,9,17,7,6,41,12,41,37,157,229,281,425,272,112,1568,0,0,0,0,0,0,0,0,0,9,0,3,3,8,6,5,7,3,0,35,0,6,0,9,14,15,71,52,10,179,0,0,3,9,11,30,79,69,18,208,0,0,0,3,0,3,0,0,0,4,0,4,0,29,8,9,6,5,0,67,0,0,0,4,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
SED26207,0,0,0,3,0,0,0,0,0,5,1584,3119,3133,5300,2770,1680,1025,612,234,19461,0,0,0,10,3,0,0,0,0,14,0,0,3,14,4,8,3,11,0,45,0,0,0,3,3,6,0,0,0,8,0,3,0,6,4,0,3,0,0,26,0,0,3,11,20,13,21,3,0,64,0,11,43,90,52,55,32,16,4,294,0,3,0,10,30,45,70,84,7,249,0,8,14,28,15,23,37,26,8,160,5,22,16,106,89,79,97,50,20,476,0,0,0,14,11,5,0,3,0,35,0,0,5,4,4,3,5,0,0,18,3,0,0,18,13,11,74,34,10,159,0,5,5,19,43,88,123,114,32,434,0,0,3,15,17,22,3,7,0,62,10,35,54,279,72,64,39,14,8,569,0,3,0,9,3,3,3,0,0,19,3,17,18,89,21,11,4,8,0,169,0,3,9,13,4,0,4,3,0,30
SED26303,0,0,3,0,0,0,0,0,0,3,1723,3033,2716,7420,2957,1725,703,236,121,20640,0,0,3,23,0,0,0,0,0,28,0,0,0,4,3,3,4,0,0,10,0,0,0,3,4,0,4,0,0,9,0,3,3,47,13,9,0,0,0,70,0,0,0,14,4,3,3,0,0,35,0,8,90,127,47,53,18,16,8,370,0,0,3,8,13,14,15,19,4,68,0,4,0,3,6,7,15,12,4,51,13,44,47,434,233,140,71,24,8,1018,0,0,0,12,11,3,0,0,3,32,0,0,3,41,5,9,0,0,0,60,3,3,4,52,29,9,20,5,0,126,0,7,13,47,95,157,283,399,99,1093,0,0,11,36,7,4,3,0,0,57,7,22,56,376,27,13,9,8,3,527,0,0,8,21,4,4,5,0,0,34,0,4,10,73,3,9,0,0,0,105,0,0,3,16,0,4,0,0,0,26
SED26406,0,0,0,8,4,0,0,0,0,17,1733,2681,3007,4703,2370,1510,726,374,228,17334,4,5,55,120,10,6,4,0,0,211,0,0,3,7,5,3,4,0,0,22,0,0,3,16,9,3,3,0,0,35,0,7,6,31,11,9,0,4,0,71,0,0,3,26,8,9,8,4,0,56,14,38,1496,1408,156,158,60,28,8,3364,0,0,0,9,3,8,8,11,3,43,0,7,5,17,9,15,15,13,9,93,11,26,54,188,151,115,99,52,28,715,0,0,3,17,4,0,3,0,0,29,0,8,8,36,10,0,3,3,0,71,3,6,16,39,18,14,24,14,14,136,0,21,17,86,91,123,287,326,89,1040,0,7,150,103,14,15,4,3,0,304,67,158,328,1659,106,91,43,16,5,2466,7,14,120,150,12,5,8,3,0,316,0,4,17,100,12,6,3,0,0,146,0,4,3,19,5,3,0,0,0,32
SED26504,0,0,0,0,0,0,0,0,0,0,1427,3243,2649,4451,3074,3259,2519,1407,497,22526,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,8,0,4,0,11,9,4,3,0,0,38,0,0,0,0,3,0,0,0,0,5,0,0,6,6,3,3,0,0,0,20,0,0,0,3,3,3,8,11,0,26,0,0,0,0,0,0,0,3,0,9,0,6,18,54,111,105,211,110,40,653,0,0,0,3,0,0,3,0,0,11,0,0,0,10,3,5,0,0,0,21,0,0,4,8,5,22,52,26,7,120,0,0,0,0,0,9,15,9,0,28,0,0,0,0,0,3,0,0,0,6,4,6,16,91,3,4,6,3,0,137,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,9,0,7,3,11,12,4,0,0,0,31
SED26603,0,3,0,9,3,0,0,0,0,17,2297,3302,3126,6738,2705,1643,681,438,359,21287,0,4,8,54,4,6,0,0,0,75,0,0,0,18,7,12,7,0,0,38,0,0,0,8,0,0,0,0,0,6,0,7,3,26,9,3,0,0,0,42,0,0,0,17,14,5,3,0,0,39,7,16,107,224,73,98,21,12,4,554,0,0,0,10,12,13,20,26,4,81,4,7,4,26,13,29,38,34,14,164,7,28,26,245,132,71,69,31,20,628,0,4,0,27,17,6,0,4,0,74,0,0,3,30,11,5,0,0,0,56,0,7,3,31,11,12,39,10,10,118,4,10,17,33,78,93,187,174,54,661,0,3,5,36,0,3,0,0,0,54,42,75,213,1043,58,33,22,9,7,1510,0,3,10,46,9,3,0,0,0,81,3,26,21,140,19,8,0,0,0,209,0,4,13,67,36,18,5,3,0,158
SED26708,0,0,20,24,0,0,0,0,0,36,1634,3867,3057,5214,3447,3568,2694,1267,434,25173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,3,3,19,3,5,0,0,0,28,0,0,0,0,6,3,3,7,0,26,0,0,0,4,0,3,3,0,0,8,0,20,24,76,110,167,193,95,27,710,0,0,0,3,3,0,3,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,6,10,3,15,42,14,8,102,0,0,0,3,0,3,10,4,0,25,0,0,0,3,0,4,0,0,0,7,4,4,3,38,3,0,0,3,0,56,0,0,3,6,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
SED26806,0,0,0,4,0,0,0,0,0,5,1111,1191,2278,8671,2233,1626,1114,521,187,18932,0,0,0,17,0,3,0,0,0,20,0,0,3,13,3,3,3,0,3,27,0,3,9,8,5,9,0,0,0,32,3,0,13,86,19,9,3,0,0,139,3,0,0,42,7,3,3,0,0,64,11,40,357,463,90,58,37,18,7,1074,0,0,0,14,5,11,7,3,0,44,0,0,0,21,3,5,16,9,3,65,8,17,130,932,235,148,178,52,24,1718,0,0,0,27,3,4,0,0,0,40,0,5,32,176,12,9,3,6,3,246,0,0,11,101,21,10,36,16,16,218,0,3,4,42,35,58,74,163,52,428,4,6,33,65,16,19,7,0,0,147,30,46,82,765,42,22,22,12,4,1023,0,3,90,114,7,5,8,3,0,226,0,3,9,93,7,4,3,0,0,116,0,0,0,11,0,3,3,0,0,15
SED26903,0,3,12,9,9,3,3,0,0,33,1933,2781,2581,5719,2394,1555,664,345,265,18232,0,8,26,103,10,3,0,0,0,147,0,0,3,17,9,12,6,0,0,50,0,0,3,5,8,6,7,0,0,24,0,0,0,27,9,3,0,0,0,38,0,0,4,16,7,10,6,3,0,39,11,30,183,571,177,169,67,34,10,1248,0,0,0,4,15,23,18,18,4,80,3,0,6,24,11,13,22,9,6,101,3,10,18,176,96,77,53,26,12,464,0,0,0,22,13,12,9,0,0,48,0,0,3,27,11,4,0,3,0,56,0,4,4,19,19,6,11,4,0,73,0,9,20,54,88,156,214,257,75,873,0,3,6,33,6,4,3,0,0,61,42,61,275,1338,41,33,28,9,0,1819,0,0,4,21,9,5,3,3,0,42,3,9,19,121,9,7,0,0,0,171,9,13,8,56,20,9,3,0,0,109
SED27003,0,0,6,11,5,0,4,0,0,32,1474,1803,2315,10375,2425,1712,992,305,90,21497,0,0,3,8,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,16,0,0,0,8,5,6,3,0,0,25,4,4,9,111,15,5,3,0,3,160,0,0,0,35,8,5,0,3,0,62,0,17,113,171,52,57,43,79,34,574,0,0,3,6,7,14,5,16,0,54,0,10,0,8,4,4,9,3,3,45,5,28,85,893,258,126,134,34,11,1570,0,0,3,8,5,3,0,0,0,27,0,0,16,115,11,3,5,3,0,152,0,0,4,73,21,10,28,5,0,147,0,3,8,21,22,66,112,144,58,441,4,3,13,61,17,10,6,3,0,111,10,9,18,221,19,13,3,3,0,303,0,0,17,56,7,8,3,3,0,88,0,3,5,59,4,7,0,0,0,72,0,0,0,3,3,0,0,0,0,7
SED27101,0,0,0,5,3,3,0,0,0,14,1967,3156,2588,5274,2607,1811,1308,793,295,19802,0,0,3,15,0,0,0,0,0,21,0,0,0,3,3,3,3,3,0,14,0,0,0,28,22,13,9,7,0,82,0,3,4,19,13,12,0,0,0,55,0,0,0,7,11,0,3,0,0,26,22,63,179,839,174,149,103,46,9,1585,0,0,0,11,4,9,6,16,3,48,3,8,4,21,6,17,7,4,5,73,3,37,43,168,194,178,169,98,42,947,0,0,0,9,4,3,3,0,0,31,0,6,3,12,8,8,3,0,0,37,0,3,3,9,13,26,48,28,8,133,0,0,0,5,14,12,33,26,8,100,3,6,28,149,38,58,6,4,3,294,19,60,123,624,77,48,26,12,7,983,0,9,9,60,12,3,3,3,0,109,4,29,25,167,35,12,4,4,3,281,0,0,0,9,4,0,5,0,0,19
SED27208,0,0,0,0,0,0,0,0,0,0,1549,3357,2886,5390,3539,4062,3326,1597,530,26239,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,5,0,0,0,10,0,0,0,0,0,0,0,3,0,5,0,3,27,26,4,9,0,0,0,74,0,0,0,0,4,6,10,9,0,32,0,0,0,3,0,3,4,3,0,20,3,12,12,46,139,167,257,144,23,814,0,0,0,7,3,3,0,0,0,14,0,3,0,3,0,3,0,3,0,12,0,0,0,6,10,25,35,23,5,98,0,0,0,6,6,12,14,9,0,38,0,0,0,4,0,0,0,0,0,6,0,4,4,81,10,6,10,3,0,125,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
SED27305,0,0,7,34,17,10,9,0,0,81,1452,3341,3633,4103,2543,1777,837,369,110,18163,0,0,3,6,3,4,0,0,0,13,0,0,0,10,6,3,0,0,0,19,0,0,5,40,36,38,11,9,0,132,0,4,3,7,7,3,0,0,0,24,0,0,0,11,15,7,13,0,0,44,6,53,56,439,106,115,47,12,0,840,0,0,0,0,7,22,11,9,0,52,0,7,8,18,36,42,36,18,3,169,3,31,45,134,201,214,167,85,22,907,0,0,3,16,17,10,11,0,0,59,0,0,0,3,7,3,0,0,0,11,0,4,8,15,16,27,22,31,5,122,0,4,8,11,30,33,33,20,3,144,4,12,17,63,23,36,11,0,0,158,8,25,53,261,140,105,42,20,8,652,0,4,6,29,12,10,4,3,0,74,0,5,16,58,15,8,9,3,0,117,0,0,4,8,7,9,0,0,0,33
SED27406,0,0,0,3,0,0,0,0,0,3,1359,3073,2656,4164,2853,2420,1668,770,493,19449,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,4,0,3,0,14,0,0,0,4,4,0,0,3,0,14,6,16,12,30,22,11,8,3,0,102,0,0,0,10,4,5,7,0,0,31,3,28,61,106,72,39,26,20,5,357,0,0,0,3,10,8,13,9,0,42,0,3,0,4,8,13,14,4,3,53,27,178,123,388,391,256,256,120,57,1799,0,0,0,10,8,6,0,0,0,23,4,6,3,34,10,5,5,0,0,67,3,11,13,34,41,24,46,36,4,209,0,8,3,13,31,56,49,71,19,255,3,6,7,20,3,8,4,3,0,49,8,11,25,181,39,29,20,15,6,339,0,0,0,7,0,3,0,0,3,18,0,0,0,21,4,6,4,3,0,36,0,0,0,0,0,0,0,0,0,4
SED27504,0,50,104,200,73,27,8,0,0,456,2070,4067,3581,5682,3351,3277,2423,1299,440,26191,0,6,0,5,3,0,0,0,0,14,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,9,8,9,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,3,12,37,10,3,8,4,0,71,0,0,0,3,5,3,6,7,0,23,0,7,0,3,0,0,3,0,0,14,0,23,25,56,78,98,137,51,16,486,0,0,3,6,3,0,0,0,0,18,0,0,0,3,4,3,0,3,0,20,0,0,0,9,11,7,23,7,3,56,0,0,3,3,3,14,17,27,5,74,0,0,0,9,0,0,0,0,0,14,4,60,48,399,71,38,17,6,0,643,0,0,0,4,3,0,0,3,0,18,3,18,20,15,3,0,0,0,0,64,0,12,45,97,56,17,7,0,0,239
SED27608,0,3,3,5,0,0,0,0,0,14,2366,4253,3980,6849,3228,2834,2069,993,399,26978,0,4,4,12,5,0,0,0,0,29,0,0,0,3,4,6,0,0,0,14,0,0,4,0,0,0,0,0,0,5,0,9,9,15,15,4,8,0,0,50,0,0,0,4,0,0,0,0,0,9,6,17,55,152,28,20,7,3,0,296,0,0,0,0,16,16,9,11,0,45,0,0,7,3,5,7,0,0,0,25,18,83,85,247,197,216,219,143,46,1259,0,0,3,7,0,0,0,0,0,13,0,0,5,19,3,0,0,0,0,29,0,3,6,25,12,17,57,22,7,151,0,0,0,0,4,3,7,3,3,27,0,0,11,7,3,3,8,0,0,38,7,25,132,236,39,9,11,5,0,465,0,3,6,3,6,4,0,0,0,24,3,11,8,48,17,8,3,0,0,94,0,5,3,5,11,0,0,0,0,22
