SED_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
SED27003,3,22,133,259,102,109,63,125,31,836,0,0,0,7,11,11,12,16,0,63,0,8,0,7,3,10,7,5,7,45,9,32,105,703,122,120,99,38,4,1238,0,0,0,14,10,9,4,0,0,33,0,4,13,105,10,3,3,0,4,138,0,0,13,99,16,8,21,5,9,175,0,0,4,19,35,61,160,228,56,558,0,6,16,92,17,11,3,0,0,152,6,7,21,167,16,8,14,0,6,252,0,0,30,68,5,3,9,0,0,121,0,3,7,41,4,3,0,0,0,57,0,0,0,7,3,0,0,0,0,5,0,0,6,178,13,13,9,0,4,219,3,0,8,59,10,20,42,64,52,261,0,9,17,91,24,4,3,0,0,147,0,0,9,74,10,3,0,0,0,94,0,0,0,6,8,3,0,0,3,18,0,8,41,181,47,34,26,9,3,351,0,0,0,3,0,4,8,6,3,33
SED27101,13,69,177,1108,257,242,93,45,10,2020,0,0,0,8,9,10,13,13,5,50,3,7,0,21,5,6,9,5,0,60,4,39,42,157,148,152,209,131,70,953,0,0,5,19,3,12,5,7,0,40,0,0,0,10,3,3,3,0,3,26,0,7,3,22,12,22,44,23,23,159,0,0,0,8,6,21,28,37,8,107,3,11,21,166,43,50,13,6,0,313,17,63,50,516,56,48,29,12,3,798,0,6,4,98,21,5,5,3,3,146,4,24,29,165,32,15,12,7,0,285,0,0,0,3,0,0,3,0,0,14,3,5,0,18,0,8,9,12,5,73,0,0,4,12,13,29,67,77,30,232,0,3,0,36,11,9,5,0,0,65,3,16,15,84,19,5,3,0,0,143,0,0,0,3,0,0,0,0,0,13,27,57,37,214,60,71,36,9,0,505,0,0,0,3,3,4,6,8,0,24
SED27208,0,0,0,37,10,6,0,3,0,54,0,0,0,0,4,4,6,4,0,23,0,0,0,4,0,0,0,0,4,7,0,3,12,55,125,208,263,132,47,843,0,0,0,7,4,6,0,0,0,19,0,0,0,6,0,4,0,0,0,17,0,3,3,11,14,14,35,17,12,108,0,0,0,0,0,4,5,3,3,18,0,0,3,0,0,0,0,0,0,6,3,6,4,65,4,7,3,6,0,105,0,0,4,8,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,13,3,0,32,0,0,0,3,7,12,8,4,0,40,0,0,0,10,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,9,0,0,0,0,4,3,0,0,0,6,0,3,0,12,10,4,0,0,0,36,0,0,0,0,0,11,7,5,0,22
SED27305,3,34,72,530,186,126,34,16,3,1006,0,0,0,3,13,16,19,9,0,55,0,6,5,31,40,48,28,22,3,177,6,30,38,94,215,197,194,96,27,889,0,3,3,21,21,15,3,3,0,72,0,0,0,3,6,3,0,0,0,14,0,0,10,17,16,19,32,35,12,146,0,3,0,8,10,30,40,19,3,112,3,5,14,59,40,41,13,0,0,171,0,29,47,294,154,80,48,20,0,683,0,0,9,47,21,14,9,0,0,96,0,12,11,51,11,9,10,0,0,104,0,0,7,10,5,9,0,0,0,35,0,3,3,12,18,19,10,8,0,78,0,0,0,9,42,59,70,43,13,240,0,4,4,11,10,0,3,0,0,29,0,15,15,41,19,3,0,0,0,89,0,0,0,7,21,18,0,0,0,57,6,33,62,177,131,132,39,23,5,618,0,0,0,0,3,20,13,9,0,38
SED27406,5,17,61,189,101,74,25,17,3,502,0,0,0,4,13,10,18,7,0,53,0,0,0,4,11,13,18,11,3,51,32,190,115,399,374,233,236,135,83,1791,0,0,0,17,13,10,0,0,0,35,3,3,3,28,11,7,3,0,3,67,6,11,20,54,47,28,48,33,15,250,0,11,3,15,27,43,76,71,17,260,0,6,15,17,6,12,6,0,0,55,3,14,15,149,40,28,26,16,7,295,0,3,14,16,3,0,8,3,0,43,0,3,4,24,3,7,3,0,0,46,0,0,3,5,3,3,0,0,0,7,0,7,4,62,30,16,10,20,5,155,0,0,4,15,19,37,56,51,31,218,3,9,6,40,20,12,10,4,3,101,0,0,4,28,4,0,0,0,0,39,0,0,3,3,8,4,3,0,0,29,0,3,8,45,21,19,15,3,0,106,0,0,0,3,7,5,9,0,0,26
SED27504,0,5,13,45,14,4,8,0,0,89,0,0,0,0,3,8,10,0,0,17,0,5,0,3,0,0,0,0,0,11,0,13,7,58,75,111,123,66,29,489,0,4,4,21,0,0,0,0,0,27,0,0,0,0,0,8,0,0,0,8,0,0,6,9,4,12,20,5,3,62,0,0,3,3,4,6,27,33,8,88,0,0,8,20,0,0,0,0,0,34,13,38,39,376,41,40,17,3,0,574,0,0,0,11,0,0,0,3,0,20,3,23,10,20,0,0,0,0,0,55,3,11,43,129,36,5,4,3,0,233,0,4,0,10,9,5,4,4,0,33,0,0,0,11,19,72,130,117,70,419,0,0,0,6,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,10,67,10,12,3,0,0,103,0,0,0,0,0,0,8,0,0,8
SED27608,4,9,43,147,36,30,7,3,0,290,0,0,0,9,12,6,17,4,3,47,0,0,0,4,0,0,3,0,0,16,11,84,67,222,234,206,242,142,70,1274,0,0,0,5,6,0,0,0,0,10,0,0,5,11,5,4,3,0,0,30,0,0,8,28,12,26,65,22,13,182,0,0,0,0,0,12,14,4,3,33,0,3,4,17,8,9,0,0,0,45,3,23,39,183,23,18,10,9,7,322,0,0,7,31,7,4,3,0,0,52,0,3,6,43,3,8,0,0,0,74,0,3,0,10,3,0,0,0,0,19,3,4,3,21,13,14,10,10,0,75,0,3,0,5,14,25,36,32,9,118,0,10,5,20,7,4,0,0,0,49,0,3,3,17,3,0,0,0,0,36,0,0,0,0,3,4,3,0,0,14,0,5,19,39,14,17,7,4,0,100,0,0,0,0,0,10,14,3,0,25
SED27708,0,3,6,49,18,9,6,0,0,84,0,0,0,0,0,0,3,0,0,8,0,3,0,4,0,3,3,0,0,15,0,25,6,79,89,137,160,95,46,638,0,0,3,8,0,3,0,0,0,15,0,3,5,7,4,0,0,0,0,16,0,0,4,5,4,7,26,15,6,60,0,0,0,0,0,3,3,0,0,10,0,0,3,9,4,0,0,0,0,14,0,7,3,37,8,4,3,4,0,69,0,3,0,15,3,0,0,0,0,32,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,8,15,0,11,8,0,4,53,0,0,0,0,6,8,0,3,4,17,0,3,0,11,6,0,0,0,0,25,0,0,10,14,0,0,0,0,0,23,0,0,0,0,5,0,0,0,0,3,0,0,0,9,11,6,0,0,0,24,0,0,0,0,3,3,5,4,0,14
SED27807,5,14,35,201,99,65,32,21,12,484,0,0,5,20,56,111,187,166,30,579,0,6,16,27,21,34,33,29,12,176,0,15,4,35,43,51,51,26,13,243,0,0,12,39,20,14,8,0,0,103,0,3,0,3,4,3,3,3,0,25,0,3,11,7,10,24,114,42,33,240,3,8,4,13,19,77,146,163,61,508,0,0,13,64,5,15,5,0,0,100,50,92,203,1087,66,80,54,17,14,1659,3,0,3,41,6,6,3,3,0,62,3,18,3,57,6,0,0,3,0,92,3,12,14,31,10,11,0,0,0,79,0,0,0,6,3,3,5,3,0,31,0,0,3,12,30,87,132,166,70,511,0,0,8,16,3,3,0,0,0,29,0,0,3,16,0,3,0,0,0,21,0,3,14,36,44,47,17,13,0,169,26,33,21,68,18,16,8,3,0,183,0,0,0,18,44,218,458,274,90,1099
SED27907,0,10,7,57,34,18,14,6,4,143,0,0,0,7,19,30,34,25,3,116,0,0,6,14,12,28,52,26,7,142,3,17,25,114,189,187,205,118,53,914,0,3,8,28,28,23,17,6,0,111,0,0,0,5,7,0,3,3,3,23,0,0,4,9,9,27,71,24,11,160,0,3,6,5,13,27,75,52,10,191,0,0,3,9,6,11,0,0,0,31,10,24,41,177,73,44,59,38,15,468,0,3,3,24,0,4,3,4,0,35,0,3,3,21,7,9,12,9,0,53,0,7,11,31,17,18,3,3,3,95,0,3,3,24,16,12,12,4,4,81,0,0,6,16,52,105,174,108,38,490,3,4,0,15,3,0,0,0,3,23,0,0,0,3,3,0,0,0,0,7,0,3,9,47,48,36,18,17,7,178,0,3,15,24,16,21,5,3,3,89,0,0,0,13,16,61,89,33,8,217
SED28007,3,11,27,144,55,49,12,14,0,310,0,0,4,38,105,119,103,60,13,450,3,29,15,121,66,77,27,19,3,359,0,32,20,68,85,74,49,25,16,381,0,9,5,71,34,20,11,8,0,161,0,0,0,8,10,7,3,0,0,28,0,0,10,21,20,14,33,20,16,122,0,3,8,16,52,55,70,34,6,245,0,8,7,26,14,11,4,0,0,67,28,110,176,1119,246,180,86,34,15,1994,0,6,10,55,18,13,3,0,0,103,0,8,6,23,9,3,3,5,0,54,0,3,9,43,22,9,8,0,0,89,0,8,0,13,4,8,3,3,0,43,0,6,10,37,94,185,162,69,31,582,0,3,3,7,6,3,0,0,0,23,0,3,3,19,0,0,0,0,0,25,0,4,16,63,48,45,11,7,0,197,0,7,14,66,22,32,15,5,0,158,0,4,16,55,73,218,185,68,17,636
SED28107,8,36,87,600,125,149,29,8,3,1044,0,3,0,21,16,24,17,9,0,93,4,16,7,18,9,12,9,3,0,84,5,45,34,143,155,134,131,50,17,722,0,9,20,163,43,34,17,3,0,299,0,0,0,7,4,3,0,0,0,14,0,3,11,18,12,13,23,7,0,99,0,3,3,4,23,20,26,18,7,102,0,3,12,47,18,23,3,0,0,101,144,385,444,4746,304,268,122,34,4,6443,0,12,16,191,30,19,9,0,0,277,0,3,6,37,8,3,3,0,0,60,0,11,16,31,15,3,8,0,0,75,0,4,3,10,11,6,6,9,0,40,0,3,0,7,26,66,64,56,17,244,0,4,5,34,8,3,0,0,0,49,0,4,9,56,9,7,4,0,0,87,4,19,33,133,44,26,9,3,0,276,13,44,32,165,41,50,15,10,0,369,0,0,3,15,40,83,98,45,10,307
SED28203,7,19,31,270,119,84,31,20,3,582,0,0,3,15,18,26,37,39,4,144,0,10,3,41,18,33,29,14,9,167,4,25,7,38,32,34,41,27,4,204,0,0,12,67,20,22,11,6,0,141,0,0,0,0,3,4,0,0,0,8,0,3,9,9,5,8,16,7,8,64,4,17,23,45,63,223,391,346,75,1191,0,0,3,25,5,9,0,0,0,41,32,140,226,1802,135,107,53,21,3,2519,0,3,11,50,9,8,0,0,0,83,8,57,59,167,19,7,3,0,0,319,10,45,103,356,147,45,21,9,0,729,0,4,0,12,0,3,5,8,0,34,3,13,18,56,100,392,721,640,204,2146,0,3,7,6,5,0,0,0,0,27,0,0,0,11,0,0,0,0,0,10,6,10,21,151,161,93,38,22,6,500,0,10,16,72,24,19,3,0,0,142,0,0,0,3,5,71,109,50,13,251
SED28301,17,119,251,964,430,299,163,90,65,2401,0,0,0,3,11,6,18,19,5,58,0,10,5,33,15,24,23,17,11,138,13,44,54,123,174,176,155,97,45,884,0,0,5,11,6,18,3,8,0,48,0,3,0,3,4,8,3,0,0,18,0,0,3,15,23,21,49,27,19,155,0,6,6,13,32,90,128,119,32,426,3,24,47,250,146,220,86,29,6,810,6,23,22,177,55,46,40,18,4,397,0,0,3,61,13,6,18,3,3,112,6,44,28,208,58,39,13,5,0,407,0,0,3,15,3,5,0,0,0,27,0,4,0,10,14,13,6,6,0,55,0,5,4,14,27,86,141,119,62,450,0,6,0,23,10,3,3,3,0,59,3,13,41,72,31,7,5,0,0,177,0,0,0,14,19,19,8,6,0,69,8,72,99,303,206,185,106,39,18,1039,0,0,0,4,6,14,20,12,9,55
SED28408,0,11,20,79,24,15,4,3,0,159,0,0,0,0,3,6,7,7,3,33,0,3,3,3,0,0,0,0,0,12,4,27,18,73,85,107,138,84,44,585,0,0,3,4,3,4,0,3,0,26,0,3,0,11,3,3,4,0,0,17,0,0,4,10,6,8,33,14,17,87,0,0,0,0,0,9,5,13,0,27,0,0,0,3,3,6,3,0,0,21,9,27,17,171,17,6,11,3,0,259,0,0,5,10,0,0,3,0,0,18,0,0,0,8,0,0,4,0,0,11,0,0,0,6,6,0,0,0,0,15,0,0,0,12,3,5,9,5,3,44,0,0,0,3,0,4,10,18,15,48,0,3,0,16,9,3,0,3,0,37,0,3,3,14,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,6,0,5,6,22,9,7,3,0,0,59,0,0,0,0,0,5,12,4,0,16
SED28507,0,12,13,139,46,44,11,8,0,275,0,0,0,14,23,21,15,16,0,90,3,10,8,12,7,10,3,3,0,54,3,29,26,123,208,212,164,120,51,939,0,10,10,56,20,20,8,0,0,124,0,0,0,3,4,3,3,0,0,14,0,4,6,16,15,15,39,21,12,128,0,0,3,4,15,15,32,30,13,117,0,0,5,20,6,9,3,0,0,46,47,128,125,1352,107,78,39,19,0,1898,0,0,3,52,16,6,0,3,0,83,0,15,5,43,3,3,0,0,0,74,0,6,0,17,7,3,3,0,0,34,0,0,3,12,9,4,19,7,0,55,0,3,3,21,36,86,140,123,72,481,0,0,0,30,3,3,0,0,3,44,0,3,0,21,3,7,0,0,0,42,0,0,3,35,11,3,5,4,0,63,4,10,17,67,22,44,17,0,0,186,0,0,0,7,14,63,55,18,3,170
SED28607,0,6,39,144,58,32,9,11,3,304,0,3,3,13,17,28,43,55,22,187,0,3,0,3,4,8,17,11,3,48,12,65,38,404,241,183,120,53,35,1153,0,4,0,17,3,4,0,5,0,35,0,0,0,30,4,4,0,4,0,48,4,6,6,53,29,5,55,21,9,193,0,4,0,11,49,84,205,234,63,644,0,0,7,44,10,5,3,0,0,66,8,22,14,215,25,18,17,7,3,333,0,3,6,57,11,0,3,0,0,83,0,6,0,18,9,3,0,0,0,41,0,0,0,12,3,3,0,3,0,16,0,4,3,102,25,15,15,7,7,179,0,5,3,22,24,79,165,253,116,672,0,3,3,60,14,3,4,3,0,90,0,0,9,26,5,3,0,0,0,47,0,3,29,141,55,60,37,14,8,350,3,9,11,96,24,18,14,3,0,179,0,0,0,7,10,33,81,65,17,217
SED28704,4,9,7,93,32,15,6,0,0,173,0,0,0,13,16,13,14,7,0,64,0,8,4,24,3,15,13,4,0,78,7,84,78,231,276,189,193,76,23,1164,0,0,3,27,20,10,0,0,0,59,0,0,0,9,3,4,4,0,0,23,0,0,7,30,10,10,48,14,10,127,0,3,11,14,15,30,26,9,3,116,0,0,0,16,7,7,0,0,0,31,10,32,34,509,60,46,18,5,7,713,0,7,5,26,7,5,0,0,0,56,4,6,7,42,5,9,3,0,0,79,0,9,7,25,9,6,4,0,0,60,0,8,3,20,7,14,11,6,0,71,3,4,3,16,49,107,92,40,14,326,0,0,0,15,4,3,0,0,0,18,0,3,3,19,3,0,0,0,0,33,0,3,4,24,19,13,3,4,0,64,0,13,6,53,25,23,5,3,0,125,0,0,0,11,3,37,48,4,0,108
SED28803,4,7,14,101,34,24,12,0,0,198,0,0,0,11,26,43,36,15,3,142,4,14,12,53,39,45,22,9,0,197,0,39,16,81,104,81,58,37,10,426,0,8,21,149,55,38,20,3,3,296,0,0,0,9,10,3,0,0,0,19,0,3,7,19,11,13,28,6,5,93,0,9,20,19,27,39,40,30,4,188,0,0,3,19,8,4,0,0,0,32,50,162,208,2178,207,191,69,21,5,3084,0,8,0,43,5,5,0,0,0,70,0,15,20,56,21,13,7,4,0,140,14,213,477,1424,465,277,140,69,14,3086,0,6,0,10,6,3,0,0,3,29,0,4,5,25,108,250,202,109,33,733,0,3,0,11,0,0,0,0,0,13,0,0,7,14,3,0,0,0,0,25,6,17,25,154,135,58,33,3,0,438,0,11,4,53,18,15,10,3,0,101,0,0,3,14,27,72,85,19,11,235
SED29494,0,4,43,31,0,3,0,0,0,82,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,24,32,16,18,16,3,0,116,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,3,3,3,0,6,0,0,19,0,0,0,0,3,0,0,3,0,3,0,0,5,11,0,0,0,0,0,18,3,0,12,30,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,0,12,0,0,3,4,0,0,0,0,0,9,0,0,6,7,3,0,8,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,8,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
