SED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SED20106,0,3,28,127,17,29,3,0,0,207,0,0,8,22,6,0,3,0,0,35,0,0,0,14,8,3,0,0,0,30,28,34,232,1126,173,155,155,122,58,2079,157,168,582,1974,509,438,299,133,70,4333,1698,2120,4826,16689,4765,3874,2708,1225,508,38414,0,0,5,19,4,3,0,0,0,26,2746,3392,3944,14435,5541,4496,2954,1081,385,38978,0,0,7,28,0,6,0,0,0,38,0,0,0,42,11,23,3,4,0,85,0,0,0,12,3,0,3,0,0,19,6,3,24,213,40,29,5,0,0,329,0,0,7,79,15,5,7,0,0,117,18,66,1456,1376,258,165,66,34,14,3442,0,0,3,29,19,16,9,8,0,89,0,0,0,26,19,26,35,16,3,115,39,111,234,1693,585,443,329,120,51,3608,0,0,0,53,17,18,4,3,0,97,6,20,50,322,32,19,24,12,4,487,4,6,28,232,65,40,74,21,15,488
SED20207,0,11,45,294,164,128,34,19,3,696,0,3,0,15,10,12,3,0,0,48,0,5,3,43,9,7,3,0,0,63,22,108,164,840,318,206,131,80,28,1895,183,282,237,811,329,261,180,114,56,2466,4009,6268,4862,16330,5959,4149,2618,1356,578,46137,0,0,9,15,8,7,0,0,0,34,7273,9639,6448,13013,5861,3434,1832,881,385,48764,4,10,23,178,26,7,3,0,0,250,0,0,3,78,35,40,19,4,4,181,0,0,12,65,40,40,19,5,7,190,0,14,7,52,21,12,3,3,0,125,0,0,4,44,38,25,32,4,0,147,60,175,351,2181,479,454,152,57,12,3926,0,3,4,49,74,80,90,67,3,371,3,9,17,60,37,34,28,14,5,211,40,239,194,732,594,424,399,198,76,2903,0,0,23,120,67,33,30,4,0,284,3,5,12,46,19,13,12,4,0,105,3,10,13,85,60,31,102,47,14,371
SED20302,0,8,4,31,12,10,3,0,0,64,0,0,0,11,4,6,11,13,0,43,0,4,10,34,4,3,3,0,0,51,4,55,90,298,121,88,83,36,19,790,115,247,231,613,400,395,404,253,140,2796,2560,4864,3740,9639,4601,4521,4264,2146,1051,37386,0,5,14,37,21,5,0,0,0,83,4917,8524,6143,12863,6206,5969,5072,2403,1049,53142,0,7,3,45,7,5,0,0,0,64,0,0,0,17,4,3,3,0,0,35,0,3,9,34,17,13,0,3,3,77,0,10,5,31,14,8,4,0,0,77,0,6,9,31,17,10,17,4,0,89,7,15,23,115,34,29,24,4,0,247,0,0,0,9,20,21,20,20,6,88,0,41,17,32,22,11,17,4,3,142,7,126,101,370,535,656,825,491,170,3279,0,10,12,58,22,3,8,0,0,111,0,0,0,7,16,8,4,9,0,41,0,4,11,35,35,61,114,72,26,358
SED20401,0,4,18,94,47,42,17,5,3,231,0,0,0,6,6,6,7,8,3,41,0,0,0,16,0,5,3,0,0,23,3,22,36,194,92,90,90,91,85,701,95,129,145,472,223,212,194,146,153,1769,2063,3388,3491,9127,4284,3802,3045,1659,984,31860,0,0,0,11,0,3,3,0,0,19,3927,6141,5945,12017,5646,4611,3304,1526,658,43772,0,0,0,25,6,0,0,0,0,33,0,0,4,26,11,16,0,3,0,60,0,0,8,50,30,15,20,9,0,124,0,0,3,28,16,14,3,0,0,71,0,3,0,21,16,10,14,9,0,61,10,52,101,835,234,167,90,35,10,1539,0,0,0,3,8,11,23,13,6,59,0,9,4,20,7,17,25,10,3,92,0,51,70,329,477,567,579,385,127,2579,0,3,9,28,24,13,11,3,0,87,0,0,0,12,9,5,9,0,3,50,0,15,11,42,29,58,148,182,97,575
SED20508,0,0,0,6,3,3,0,0,0,16,0,0,0,7,8,3,13,9,0,47,0,5,0,10,0,0,0,0,0,22,3,9,11,66,36,39,50,31,17,261,71,140,136,345,238,355,365,214,91,1948,1596,3605,2762,6565,4014,4580,4307,2191,1028,30653,0,3,3,0,0,0,0,0,0,9,3171,6792,5286,10479,5955,6589,5648,2753,1189,47857,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,7,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,10,0,32,18,16,3,3,0,86,0,0,0,3,0,3,5,0,0,9,0,3,14,45,19,17,7,4,0,108,0,0,0,3,15,20,24,38,0,100,0,0,0,0,3,18,20,8,3,45,9,95,70,292,436,531,715,407,157,2716,0,0,0,10,5,4,0,3,0,24,0,3,0,9,10,0,13,3,0,38,0,7,8,16,23,58,144,60,44,356
SED20604,0,0,0,7,0,0,0,0,0,12,0,0,4,3,7,3,9,0,0,20,0,0,0,6,6,0,0,0,0,14,9,34,32,116,52,55,74,55,32,461,102,190,234,540,331,357,298,179,80,2305,1963,4147,3570,7760,4525,4574,3401,1721,854,32532,0,0,0,5,0,0,0,0,0,3,3721,7698,6837,12522,7234,7178,5003,2267,978,53433,0,0,0,6,3,0,0,0,0,16,0,0,0,4,5,3,7,5,0,19,0,0,0,3,0,0,0,0,0,3,5,0,8,21,9,13,3,3,0,63,0,0,0,3,0,0,0,0,0,7,0,3,8,41,14,8,11,3,0,89,0,0,0,3,11,21,34,50,11,134,0,0,0,4,0,3,3,0,0,12,9,33,43,167,292,298,369,185,53,1459,0,3,5,16,3,3,5,4,0,37,0,3,0,9,6,11,9,5,3,44,0,5,9,17,45,86,196,82,44,476
SED20704,0,0,0,8,0,0,0,0,0,16,0,0,0,0,3,3,0,0,0,10,0,0,5,8,0,0,3,0,0,13,5,14,24,51,22,18,16,13,9,175,108,225,271,545,330,334,247,198,103,2351,2061,4127,4553,8075,4323,4195,3029,1780,1002,33147,4,3,6,15,3,0,0,0,0,33,3939,7864,7963,12859,6894,6712,4763,2557,1277,54839,0,4,0,15,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,26,11,4,3,0,3,62,0,0,0,3,0,0,0,0,0,3,0,14,37,97,36,10,3,3,0,201,0,0,0,0,4,0,3,6,0,18,0,5,4,14,8,4,0,0,0,40,4,30,36,118,212,227,256,125,61,1070,0,3,4,13,8,3,0,0,0,34,0,0,0,10,4,3,10,0,0,22,0,0,0,13,16,29,54,16,3,135
SED20804,0,4,7,21,6,7,0,0,0,38,0,0,0,3,0,0,13,0,3,22,0,0,0,9,0,0,0,0,0,7,0,3,14,65,24,27,35,7,6,183,109,169,202,584,325,386,348,246,184,2549,1762,3365,3403,7300,4060,4233,3523,2008,1032,30686,0,8,7,23,6,0,0,0,0,45,3279,6307,6141,11800,6400,6625,5131,2871,1167,49707,0,4,0,18,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,4,0,4,3,0,0,0,0,14,0,6,4,28,6,3,9,0,0,64,0,0,0,3,5,0,0,0,0,12,0,9,22,56,23,15,8,3,0,129,0,0,0,3,3,0,12,5,0,22,0,0,0,7,0,0,3,0,0,21,3,21,26,153,230,314,324,180,67,1324,0,0,5,9,9,4,0,0,0,27,0,0,3,10,5,3,0,0,0,25,0,3,4,14,14,32,55,21,13,152
SED20906,3,3,12,106,35,19,7,3,3,199,0,0,0,3,6,3,3,0,0,14,0,3,3,13,7,3,3,0,0,26,12,123,109,663,378,301,273,185,92,2137,77,118,144,394,217,189,151,134,91,1513,1864,4023,3460,8218,4919,3513,2421,1864,1166,31447,0,0,4,4,0,0,0,0,0,12,3496,6905,5322,8406,5518,3803,1949,1311,1025,37728,0,0,0,16,6,3,0,0,0,34,0,0,3,14,7,6,4,3,0,35,0,0,0,26,11,0,0,0,0,41,3,3,12,31,32,11,7,0,0,99,0,3,0,22,19,7,6,4,0,64,31,154,511,1193,509,283,121,61,21,2883,0,0,0,7,28,10,17,31,0,100,5,9,3,14,18,40,37,26,22,170,24,148,101,398,403,299,239,123,93,1836,0,0,0,14,16,12,3,3,3,51,3,22,17,58,30,15,11,5,9,170,0,13,19,53,44,23,84,41,29,307
SED21001,0,3,41,147,87,81,32,15,3,408,0,0,0,3,5,3,8,3,3,25,0,0,9,18,3,6,6,3,0,44,7,37,55,224,83,85,96,94,57,727,63,98,176,386,176,156,162,201,222,1632,1751,3867,4857,9687,5036,3952,2927,2326,1617,36028,0,0,4,9,0,0,3,0,0,20,3139,6402,6037,7932,5472,4274,2946,2044,1498,39749,0,6,11,46,5,3,0,0,0,73,0,0,3,7,6,0,0,3,0,28,0,0,5,25,8,23,6,5,0,67,3,11,9,44,24,26,7,0,3,117,0,5,0,16,3,13,10,3,0,46,78,394,1968,3552,1271,865,375,264,82,8844,0,0,0,0,11,10,16,16,10,60,0,0,6,7,14,12,22,16,14,88,20,111,101,298,312,295,292,205,126,1762,0,3,8,34,23,12,10,5,3,99,0,5,4,30,15,9,9,4,3,85,0,3,14,34,30,46,68,42,22,267
SED21106,0,0,3,41,10,11,3,3,0,71,0,3,0,11,12,10,5,0,4,42,0,0,0,5,3,3,0,0,0,13,8,62,64,479,236,194,158,124,61,1386,82,159,193,644,327,250,194,141,153,2140,1438,3901,3439,8853,5366,3978,2890,1720,1314,32899,0,0,0,3,0,0,0,0,0,3,2742,6366,5347,9935,6459,4980,3280,1701,1210,42017,0,0,0,7,3,4,0,0,0,14,0,0,0,13,3,4,3,3,3,31,0,0,0,11,9,0,0,0,0,15,3,25,19,106,64,22,17,5,3,267,0,0,0,30,11,7,9,3,0,68,17,119,231,420,242,116,46,32,14,1237,0,0,3,21,18,18,21,13,7,96,0,0,4,7,22,20,41,17,17,125,54,355,214,947,668,472,409,201,102,3425,0,0,0,15,15,3,3,0,0,37,8,31,29,86,44,17,26,5,3,250,6,15,23,115,71,40,108,56,32,467
SED21203,0,9,40,187,158,103,43,25,13,576,0,0,0,0,0,3,0,0,0,3,0,0,3,4,5,0,0,0,0,14,46,189,240,750,359,285,188,113,38,2205,192,413,357,857,412,318,266,207,66,3085,2706,5038,5089,9984,4517,3307,2524,1940,759,35861,0,13,25,69,7,0,6,0,0,115,4690,7590,6802,7327,2846,1812,1122,811,291,33291,0,33,27,252,49,26,3,0,0,395,0,0,7,45,21,34,14,16,4,132,0,0,3,3,0,3,0,3,0,12,0,3,6,10,3,3,3,0,0,32,0,3,3,15,16,9,24,8,0,70,0,9,34,153,88,78,23,14,5,401,0,0,5,16,27,47,76,74,20,268,6,25,22,72,45,73,60,67,26,399,3,18,17,66,66,118,76,68,29,461,0,13,22,97,57,42,18,7,0,257,0,0,3,5,9,4,7,3,0,32,0,0,3,29,16,12,49,13,18,151
SED21303,0,7,33,122,38,52,28,4,4,287,0,0,0,9,3,0,0,0,0,21,0,0,0,20,0,0,0,0,0,18,10,24,126,623,128,85,76,48,22,1149,96,128,301,1015,263,197,158,190,195,2540,1747,2691,5071,15448,4085,3113,2084,1748,920,36906,0,4,12,6,4,0,0,0,0,26,3154,4758,6630,18614,5282,3359,1377,540,335,44043,3,15,14,102,3,4,0,0,0,140,0,0,0,30,4,7,8,7,0,59,0,0,10,13,3,5,3,3,0,30,3,0,25,172,20,12,9,0,3,247,9,6,3,73,21,16,8,0,0,135,4,21,541,597,116,110,43,49,35,1521,0,0,3,18,28,19,16,26,9,123,0,5,4,33,14,44,35,18,6,165,14,69,157,1011,330,205,133,43,18,1984,0,0,0,34,3,4,9,0,0,58,0,8,34,116,16,8,5,0,0,197,3,9,23,180,45,22,32,18,9,345
SED21401,0,3,21,116,83,79,36,11,5,360,0,0,0,0,5,5,0,0,0,16,0,0,0,7,7,6,3,4,0,27,5,30,54,251,143,135,144,152,68,988,39,108,122,314,214,190,217,179,111,1504,1433,3095,3551,7555,4493,3950,3747,2843,1309,31976,0,0,0,10,0,0,0,0,0,12,2672,5172,4952,6816,4238,2821,2570,2167,956,32371,0,0,0,8,4,8,4,3,0,25,0,0,0,8,12,3,3,0,0,20,0,0,0,15,18,14,0,0,0,54,0,5,7,29,10,6,3,3,3,69,0,0,4,13,12,13,0,3,3,51,57,241,843,2487,1095,969,421,248,94,6455,0,0,0,17,29,28,75,55,16,208,0,5,12,85,59,106,78,56,23,426,6,64,50,140,172,185,183,180,71,1051,0,0,0,19,21,24,10,7,0,81,0,4,3,9,12,3,4,6,0,50,0,6,4,18,17,18,86,62,25,233
SED21503,3,16,198,233,72,59,12,11,3,609,0,0,0,0,5,0,0,7,0,18,0,0,5,9,0,3,0,0,0,17,22,93,111,404,133,111,86,59,18,1041,65,129,261,467,221,201,204,150,57,1745,1741,3207,4916,9004,3924,3384,2782,1736,754,31444,0,0,4,11,3,3,0,0,0,21,3265,5707,6304,9846,4666,3483,2678,1468,659,38088,4,9,45,68,7,7,3,0,0,138,0,0,3,35,27,29,16,13,0,124,0,0,4,17,8,7,0,0,0,29,0,0,9,21,12,4,0,0,0,43,0,0,0,13,10,6,12,0,0,40,40,80,1137,1891,354,297,123,53,12,3979,0,0,5,19,37,41,61,70,16,244,0,9,5,43,20,50,56,23,18,226,12,40,58,228,177,192,186,143,77,1107,0,6,15,41,29,16,9,8,3,114,0,4,3,10,6,4,4,3,0,31,0,9,11,32,26,17,53,34,26,205
SED21608,0,3,3,14,7,0,0,0,0,28,0,0,0,0,8,0,3,7,0,16,0,0,0,3,0,3,0,0,0,9,3,16,32,70,41,39,35,25,14,278,96,185,277,526,365,368,302,156,59,2337,1805,3772,4011,7279,4215,3942,3044,1432,640,30145,0,0,6,0,0,0,0,0,0,3,3431,7132,7091,11791,6462,5925,4212,1843,778,48668,0,0,3,6,0,0,0,0,0,11,0,0,0,0,5,3,3,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,14,13,5,9,3,0,46,0,0,0,3,4,3,0,0,0,10,0,11,197,129,28,16,3,0,0,383,0,0,0,3,13,19,21,17,3,65,0,4,0,0,3,4,3,0,0,13,7,52,38,201,343,413,396,202,49,1703,0,0,9,13,3,3,0,0,0,28,0,0,0,11,10,0,4,3,0,27,0,3,5,19,28,41,109,36,13,247
SED21706,0,4,86,159,76,90,37,21,4,482,0,0,0,6,3,3,0,0,0,14,0,3,3,14,4,3,0,0,0,26,14,41,81,305,140,122,110,83,31,935,86,125,233,460,204,189,156,128,137,1727,1702,4040,5590,9010,4828,3742,2671,1801,1369,34747,0,3,9,25,11,5,4,0,0,64,3115,6856,6513,8368,5576,4033,2564,1512,1274,39809,0,0,17,33,5,4,0,0,0,67,0,0,3,18,7,3,7,4,3,37,0,0,11,26,16,11,3,0,0,77,0,10,7,51,33,14,11,0,0,128,0,0,3,20,15,10,8,5,0,63,61,235,1847,2688,751,557,225,134,39,6539,0,0,0,3,18,18,14,25,10,87,0,12,4,20,16,26,28,21,8,140,24,122,112,332,339,289,241,148,90,1692,0,0,7,38,11,10,11,5,3,90,0,14,11,34,32,15,9,8,3,113,3,7,23,46,34,25,58,34,25,267
SED21805,4,0,4,68,15,6,5,0,0,101,0,3,0,14,13,14,11,6,0,62,0,4,7,36,9,7,6,0,0,65,6,37,62,345,177,136,103,63,12,949,113,188,233,668,311,316,270,190,103,2393,2346,3851,3754,10193,4862,4104,3034,1671,816,34627,0,0,9,43,31,23,8,0,0,116,4417,6899,6151,13635,6019,4766,3151,1458,681,47177,0,0,3,26,4,4,0,0,0,37,0,0,3,23,18,16,3,3,0,61,0,3,8,39,15,8,10,0,0,78,3,6,4,50,18,8,3,3,3,101,0,0,6,33,27,30,24,6,0,119,0,32,51,232,88,81,30,5,5,539,0,0,5,29,32,35,39,12,3,161,0,10,4,19,26,31,28,26,11,154,17,100,121,566,674,651,643,383,153,3309,0,3,32,79,66,27,8,9,3,230,0,0,4,11,13,6,8,4,0,49,0,4,6,58,41,59,102,59,25,362
SED21906,4,3,25,59,17,15,3,0,0,115,0,0,0,4,3,5,3,0,0,17,0,0,8,9,12,9,8,0,0,49,16,114,148,819,375,393,525,300,236,2938,103,123,183,720,230,221,177,133,112,1983,1998,3502,4093,11113,4071,3528,2677,1593,1262,33840,0,0,0,3,0,0,0,0,0,5,3474,6043,5065,11013,4512,3790,2034,884,528,37346,0,0,5,46,0,0,0,0,0,50,0,0,0,13,6,0,3,4,0,30,0,0,0,6,0,0,0,0,0,12,14,14,21,107,40,21,10,3,0,225,0,0,0,23,12,11,6,0,0,47,14,61,860,826,185,169,54,51,20,2242,0,0,0,17,8,8,16,14,4,69,0,0,0,0,9,22,42,30,15,119,31,99,139,728,325,266,248,140,92,2069,0,4,0,19,9,8,7,0,0,46,9,45,29,137,37,17,68,30,8,374,3,3,19,79,43,24,208,63,83,525
SED22005,12,34,218,807,505,485,196,96,59,2406,0,0,0,3,0,0,5,0,0,13,0,7,9,22,3,0,0,0,0,40,49,133,139,642,313,281,263,147,70,2039,94,122,205,543,216,217,217,210,164,1998,2203,3509,5059,11208,4397,3838,3112,2300,1313,36946,0,0,23,37,14,7,4,0,0,95,3805,5482,5114,7254,3351,2285,1429,1008,816,30545,10,22,31,128,26,22,3,0,0,248,0,0,3,21,13,13,13,6,0,67,6,33,161,590,354,349,189,59,36,1777,4,4,5,36,5,8,3,0,0,75,0,0,0,38,32,23,50,22,3,164,30,103,2025,2443,467,472,145,145,71,5907,0,0,3,6,21,25,70,60,13,201,4,5,16,24,18,60,80,28,15,250,15,56,44,223,193,150,150,119,62,1019,0,0,20,60,55,34,19,7,0,193,0,7,4,27,8,9,9,7,0,75,0,0,10,37,23,19,48,47,32,224
SED22105,0,10,14,119,32,27,7,3,0,210,0,0,4,8,10,9,3,3,0,44,0,10,21,70,17,4,0,0,0,124,15,149,283,762,313,211,119,55,23,1928,227,352,349,945,345,276,204,114,105,2925,4827,7228,5895,17216,5429,3891,2576,1295,587,48955,22,116,570,940,199,86,34,7,3,1981,8929,11128,7327,15122,5047,3613,2175,1041,438,54828,0,6,5,95,8,3,0,0,0,121,0,3,16,65,28,21,9,3,0,146,8,29,50,301,87,65,21,7,0,569,0,17,4,22,16,6,3,0,0,67,0,0,7,83,73,34,44,11,0,254,7,50,108,468,151,81,43,14,4,923,0,0,3,39,46,28,22,15,3,154,0,40,32,79,38,23,18,13,5,249,12,127,93,507,544,500,511,279,87,2661,0,27,58,332,115,75,26,8,3,647,0,4,3,18,7,4,7,3,0,53,0,7,20,47,33,33,73,41,12,275
SED22201,0,0,8,42,10,14,15,0,0,92,0,0,0,0,7,14,8,8,0,36,0,0,5,10,3,5,0,0,0,23,6,18,27,149,75,67,70,44,25,483,61,114,151,408,198,179,184,155,96,1544,1886,3393,3530,8370,4128,3702,2997,1871,997,30871,0,0,0,4,5,0,0,0,0,11,3660,6061,5932,11419,5534,4803,3298,1821,931,43462,0,3,0,12,3,0,0,0,0,21,0,0,0,9,3,3,0,0,0,22,0,0,4,36,19,14,6,4,0,86,0,3,4,31,12,13,8,0,3,77,0,0,0,16,12,8,9,6,0,46,14,56,111,579,144,125,50,25,9,1107,0,0,0,0,13,27,9,8,0,62,0,3,5,12,9,5,13,5,0,59,12,51,57,340,437,488,602,419,214,2624,0,0,3,15,20,4,3,0,0,54,0,0,0,10,9,7,9,8,0,38,0,0,9,40,45,56,105,91,29,371
SED22305,3,15,52,325,155,140,32,14,16,755,0,0,0,0,0,5,3,0,0,12,0,3,5,23,0,0,0,0,0,32,25,122,288,882,402,380,231,167,58,2552,202,304,300,852,333,319,278,200,100,2881,2614,4219,4408,11003,3952,3963,2897,1911,857,35833,63,390,1440,2835,509,174,67,11,8,5499,4545,5475,4291,5868,2260,2219,1414,772,350,27184,6,22,27,173,29,15,7,0,0,271,3,7,107,362,254,234,88,57,13,1123,5,14,58,240,114,98,49,14,4,590,0,0,3,12,4,3,0,0,0,27,0,0,3,60,55,67,69,27,4,276,15,44,151,591,281,295,155,123,36,1682,0,0,35,194,109,176,122,81,21,735,8,48,24,48,34,56,40,28,12,287,4,23,13,103,141,230,274,192,66,1051,5,9,24,175,81,75,39,29,9,443,0,0,3,16,12,4,8,4,0,46,0,4,50,31,18,23,90,57,24,297
SED22404,0,0,0,10,0,0,0,0,0,13,0,0,0,0,6,5,7,8,3,32,0,0,0,0,3,3,0,0,0,9,0,13,15,66,45,55,44,43,19,294,102,239,213,576,414,439,342,161,66,2550,1494,3582,3032,6340,4324,4569,3521,1579,679,29115,0,0,0,0,0,0,0,0,0,0,2814,6728,5519,10007,6551,6538,4841,1956,748,45696,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,0,0,7,0,0,3,12,3,0,0,0,0,21,3,0,0,31,9,20,7,6,0,78,0,0,0,9,3,4,3,0,0,16,0,8,16,31,22,11,6,8,0,102,0,0,0,0,8,9,5,9,0,28,0,0,0,0,0,3,4,3,0,13,7,36,79,249,506,662,728,336,108,2712,0,0,0,4,0,9,0,0,0,16,0,0,4,7,8,6,7,3,0,37,0,0,3,35,62,73,154,94,21,449
SED22501,0,3,0,22,10,10,0,0,0,39,0,3,3,9,14,6,8,3,0,38,0,0,4,5,7,8,3,0,0,21,6,29,21,147,94,91,72,44,26,528,52,91,81,258,171,179,160,95,62,1156,1741,3760,3561,7281,4644,4538,2900,1301,621,30348,0,0,3,0,0,0,0,0,0,3,3355,7018,6630,10994,6653,6317,3791,1459,593,46802,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,5,0,3,0,10,0,0,0,10,0,0,0,0,0,6,0,5,11,40,29,19,5,0,0,121,0,0,0,8,7,6,4,0,3,22,5,48,55,365,78,60,39,17,0,664,0,0,0,3,25,31,21,21,3,106,0,0,0,15,9,23,27,6,3,91,16,130,143,413,513,463,384,202,71,2323,0,0,0,16,9,7,0,0,0,32,0,0,3,16,13,18,7,3,0,67,0,6,3,53,41,27,122,46,14,315
SED22607,6,18,50,262,120,120,58,54,14,704,0,0,0,7,3,0,3,0,0,16,0,0,0,11,0,0,0,0,0,18,32,76,202,835,213,118,109,57,50,1691,125,183,271,870,277,269,166,140,77,2372,1871,3573,4447,11622,4561,3817,2265,1574,919,34640,0,0,0,10,0,3,0,0,0,22,3315,6315,6556,13007,6140,4820,2242,1043,706,44141,0,0,7,39,6,4,4,0,0,64,0,0,3,18,13,9,12,14,0,70,0,0,3,12,8,4,3,0,0,34,5,13,10,70,29,5,8,0,0,142,3,0,6,55,18,20,19,7,3,120,10,29,276,500,127,120,57,67,50,1228,0,0,0,17,36,22,24,18,6,126,7,23,3,32,20,40,37,32,11,201,23,58,59,427,256,212,169,73,29,1314,0,0,0,22,6,7,8,3,0,51,0,0,4,54,11,6,10,6,0,95,0,0,12,58,26,23,72,21,10,218
SED22704,0,0,0,9,3,0,0,0,0,14,0,0,0,0,3,4,8,4,0,20,0,0,0,3,6,3,0,0,0,15,3,7,13,48,35,48,56,33,18,254,119,237,273,602,473,538,452,299,140,3131,1583,3625,3331,6543,4658,4984,4055,2214,1007,31997,0,0,0,0,0,0,0,0,0,3,3066,6780,6169,10670,7206,7774,6026,3059,1243,51980,0,4,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,3,8,5,5,0,0,0,26,4,3,0,20,10,8,4,3,0,55,0,0,0,0,3,0,3,3,0,8,3,15,164,40,20,5,3,3,0,261,0,0,0,3,13,9,16,4,0,46,0,0,0,10,0,9,8,0,0,29,0,32,42,149,292,372,464,252,79,1686,0,0,0,3,4,3,0,0,0,18,0,0,0,3,3,7,4,0,0,24,0,0,7,22,26,51,131,59,21,326
