SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED22105,9,0,0,0,0,5,0,0,0,199,0,214,0,0,0,0,0,0,0,9,0,45,3,59,0,0,0,0,0,0,0,10,0,32,0,46,0,0,0,0,0,0,0,5,3,11,0,22,0,8,0,3,0,9,3,30,3,167,4,231,0,6,0,0,0,17,0,44,3,68,0,150,7,12,0,9,0,69,0,50,10,590,9,750,9,17,0,27,0,125,0,69,12,173,3,437,33,36,3,88,8,152,3,59,4,173,5,571,132,36,4,184,11,137,7,44,8,116,4,683,159,19,4,142,6,86,0,10,3,27,0,463,258,12,4,138,9,72,4,15,0,26,0,540,758,28,8,242,24,100,7,17,6,20,4,1209,400,6,6,100,16,20,4,0,0,10,0,573,193,3,0,44,6,6,0,0,0,5,0,267,82,0,3,17,0,10,0,0,0,3,0,115,95,8,0,25,3,6,3,0
SED22201,4,0,3,0,0,3,0,0,0,70,0,83,0,0,0,0,0,0,0,9,0,29,0,38,0,0,0,0,0,3,0,7,0,28,0,44,0,0,0,0,0,0,0,4,0,10,0,15,0,3,0,0,0,5,0,23,4,155,0,186,0,3,0,0,0,11,0,34,3,58,0,116,0,15,0,11,0,27,7,58,3,523,3,652,4,18,0,22,0,37,0,61,4,273,6,431,11,28,0,64,6,81,0,70,5,272,5,542,53,38,3,83,6,59,7,38,8,180,0,470,64,21,0,93,0,59,3,26,5,44,0,325,126,15,5,88,15,50,5,19,0,45,3,374,377,21,9,158,15,80,10,19,3,49,0,745,305,14,7,104,12,23,0,8,0,18,0,499,211,0,4,45,3,13,3,0,3,12,0,297,105,5,0,15,3,28,0,3,4,3,0,176,128,7,0,33,4,14,0,6
SED22305,0,0,0,0,0,5,0,0,0,144,3,151,0,4,0,0,0,3,0,4,0,66,0,78,0,0,0,0,0,0,0,17,0,54,0,69,0,0,0,0,0,0,0,22,0,18,0,39,0,5,0,3,0,6,3,29,0,342,3,392,0,13,3,3,0,31,0,38,3,102,3,200,0,18,0,8,0,88,3,72,9,740,19,967,4,29,3,24,0,149,0,61,13,201,3,488,29,42,3,83,7,148,3,56,8,202,3,587,84,35,7,109,9,97,12,33,11,98,5,499,80,25,0,79,4,86,0,17,4,24,0,314,106,15,0,75,12,43,6,7,0,21,3,296,283,22,4,91,20,57,3,14,6,34,3,534,135,3,4,45,3,18,0,3,0,7,0,215,64,3,0,15,0,4,3,0,0,3,3,91,22,0,0,0,3,6,0,3,0,0,0,43,32,3,0,9,0,9,0,0
SED22404,9,0,0,3,0,0,0,7,0,72,0,95,0,10,0,5,0,0,0,9,0,36,0,59,0,3,0,4,0,3,0,19,0,25,3,52,0,0,0,0,0,3,0,3,0,22,0,28,8,17,0,6,3,8,0,28,3,218,7,305,6,18,0,13,0,17,3,46,9,78,3,189,17,29,3,26,3,21,3,102,18,711,11,949,20,56,5,35,0,73,10,84,8,264,6,560,42,66,12,94,5,79,14,90,15,286,4,716,87,58,3,134,14,77,10,56,13,178,3,636,84,34,4,111,16,39,3,23,5,38,0,365,124,26,8,80,3,50,3,17,7,63,0,383,275,30,9,178,24,80,14,21,6,51,3,685,174,21,8,103,13,23,8,9,0,29,0,390,105,5,4,38,15,10,0,3,0,13,0,191,53,3,3,15,0,25,0,6,4,11,0,114,87,15,3,44,8,25,4,8
SED22501,0,0,0,3,0,3,0,0,0,61,0,68,0,0,0,0,0,0,0,3,0,33,0,38,0,0,0,0,0,0,0,3,0,16,0,20,0,0,0,0,0,0,0,10,0,6,0,24,0,4,0,5,0,5,0,14,3,115,0,140,0,3,0,3,0,10,0,20,0,54,0,96,0,11,0,3,3,12,0,33,3,383,4,449,3,19,0,7,0,29,0,61,4,210,0,346,12,36,0,31,0,45,5,84,9,333,4,552,21,41,5,66,7,51,4,51,9,224,5,484,30,16,0,69,7,60,7,43,4,64,0,299,65,20,3,68,10,66,10,33,5,88,0,358,237,52,6,175,15,116,5,43,10,112,0,776,225,23,8,141,12,45,0,14,3,35,0,514,187,14,3,72,3,15,3,9,0,18,0,319,115,3,0,34,5,42,0,9,0,9,0,225,182,18,0,73,11,42,3,24
SED22607,3,0,0,0,0,0,0,0,0,88,0,92,0,0,0,0,0,0,0,4,0,41,0,47,0,0,0,0,0,3,0,7,0,22,4,37,0,0,0,0,0,0,0,4,0,13,0,22,0,6,0,0,0,0,0,21,4,161,4,195,0,3,0,3,0,6,0,39,4,48,0,110,3,27,3,5,3,25,4,50,5,304,3,428,8,24,0,15,0,59,4,42,7,147,0,304,14,42,5,48,3,64,6,50,5,155,0,392,34,32,0,104,3,66,3,37,4,106,0,397,65,24,0,86,0,70,8,32,3,59,3,342,91,25,0,64,3,58,4,25,4,52,0,329,410,26,4,167,16,90,15,30,9,71,3,839,366,14,10,114,13,37,3,14,0,28,0,605,270,7,5,75,9,22,3,5,0,14,0,414,209,8,4,27,3,39,4,5,0,9,0,309,442,11,4,110,13,53,9,17
SED22704,14,3,7,4,0,6,0,0,0,79,3,112,7,3,0,3,0,7,0,6,0,58,3,90,0,0,0,11,3,3,0,21,3,36,0,81,0,0,0,0,0,4,0,8,0,23,0,41,20,14,0,6,3,9,3,38,5,318,8,423,8,15,0,15,0,12,3,64,9,93,0,219,30,33,3,24,0,46,9,87,13,995,16,1251,33,35,5,48,7,84,9,129,22,322,9,697,48,71,9,111,8,110,13,71,19,346,3,806,91,41,9,166,13,97,11,62,14,190,7,715,84,29,5,115,4,77,11,30,6,51,0,404,136,24,0,115,12,52,7,17,6,62,0,438,294,32,13,201,20,83,5,19,6,62,3,738,207,13,0,99,20,25,0,6,0,15,3,388,107,11,9,44,11,11,0,4,0,11,0,197,47,4,3,13,4,11,0,3,0,4,0,92,86,23,8,47,3,19,3,11
SED22802,0,0,0,0,0,3,0,0,0,49,0,58,0,3,0,0,0,0,0,0,0,32,0,39,0,4,0,0,0,0,0,5,0,16,0,34,3,0,0,0,0,0,0,4,0,10,0,21,0,10,0,9,0,6,0,10,3,148,9,193,0,11,0,8,3,15,0,32,3,78,0,158,0,13,3,12,3,25,3,69,3,509,17,663,8,26,0,28,3,66,4,63,5,250,0,454,17,46,3,56,6,82,0,56,8,239,4,520,56,38,4,98,10,79,3,30,10,148,3,477,66,16,0,108,5,48,5,26,3,40,0,331,120,16,5,102,8,61,4,29,3,39,0,379,431,23,4,201,26,71,8,32,5,49,0,844,260,20,4,102,10,19,6,7,3,17,0,445,152,6,0,39,10,4,3,0,0,11,0,234,64,0,0,10,4,22,0,3,0,3,0,101,59,3,3,33,3,19,0,0
SED22901,5,0,0,0,0,3,0,3,0,131,0,139,0,0,0,0,0,0,0,7,0,46,0,57,0,3,0,0,0,3,0,15,0,29,0,51,0,0,0,0,0,0,0,14,0,14,0,31,0,8,0,0,0,0,0,20,0,194,0,235,0,6,0,5,0,7,3,42,8,76,0,151,8,15,3,11,0,25,3,51,3,540,6,659,10,20,0,20,0,56,0,73,4,273,0,455,28,37,0,67,0,84,0,64,8,254,7,540,53,26,5,101,4,70,6,36,3,165,4,468,71,26,0,87,0,66,3,29,4,50,3,340,112,12,0,81,7,47,3,12,3,46,0,339,326,31,3,154,12,96,0,15,3,48,5,695,228,12,4,113,10,36,0,8,0,12,0,415,147,3,0,51,11,4,0,4,0,12,0,236,102,3,0,11,4,31,0,6,3,3,0,151,103,4,3,49,5,29,3,6
SED23007,5,0,0,0,0,0,0,3,3,170,3,181,0,3,0,0,0,0,0,9,3,48,0,69,0,7,0,0,0,0,0,21,7,46,0,82,0,0,0,0,0,8,0,21,0,16,0,46,3,12,0,3,0,5,0,32,3,318,13,385,3,16,0,3,0,20,0,55,3,67,0,174,4,34,0,5,0,82,3,67,3,548,13,767,13,40,6,28,4,106,3,52,4,122,3,379,25,77,4,107,9,141,3,53,12,139,5,579,71,77,6,164,8,106,3,27,10,73,5,542,112,24,3,133,6,84,0,12,0,21,3,406,156,23,3,126,5,78,3,16,0,31,3,449,521,27,14,164,19,86,3,11,0,28,3,881,386,13,5,110,4,40,4,4,0,14,0,587,261,6,6,42,11,14,3,3,0,0,0,344,177,5,3,16,7,19,3,0,0,7,0,240,254,10,4,40,6,23,0,4
SED23101,0,0,0,0,0,0,0,6,0,198,6,208,0,5,0,0,0,3,0,9,0,78,0,88,0,0,0,0,0,5,0,12,0,39,0,58,0,0,0,0,0,0,0,6,0,14,0,30,0,9,0,0,0,3,0,20,3,261,3,300,0,9,0,3,0,10,0,38,0,77,0,137,3,20,0,3,0,19,0,55,0,597,4,709,3,18,3,16,0,45,0,59,4,318,3,469,12,28,3,41,4,55,0,77,6,362,4,601,29,42,0,65,0,70,3,59,3,218,3,491,21,15,4,45,0,65,6,24,8,98,0,277,67,13,5,52,3,45,0,21,0,79,0,282,182,22,3,82,7,87,4,30,4,111,3,540,163,11,3,76,8,27,3,12,0,37,0,332,114,8,0,41,0,18,0,10,0,27,0,215,61,4,0,12,4,34,0,4,0,14,0,128,128,7,0,36,3,33,3,12
SED23205,0,0,0,0,0,0,0,0,0,75,0,86,0,0,0,0,0,0,0,3,0,37,3,45,0,0,0,0,0,0,0,10,0,18,0,34,0,0,0,0,0,5,0,9,0,13,0,24,0,8,0,0,0,5,0,22,3,194,0,230,0,4,0,0,0,12,3,33,3,70,6,132,8,13,4,10,0,31,0,60,8,615,4,754,4,25,0,27,0,69,3,83,12,244,4,476,13,45,0,56,3,87,3,54,15,251,3,535,77,43,0,87,5,65,11,50,7,171,6,517,76,18,3,93,9,65,3,19,3,57,0,352,115,15,3,96,10,42,5,17,3,48,0,352,336,27,4,167,19,82,9,19,7,45,6,716,247,6,7,95,18,21,3,11,0,20,0,424,134,5,3,42,11,7,3,0,4,14,0,222,53,0,0,6,4,19,0,0,3,12,0,98,82,9,0,46,3,11,3,6
SED23308,3,0,0,0,0,0,0,0,0,65,0,67,0,0,0,0,0,3,0,0,0,41,0,42,0,0,0,0,0,0,0,12,0,21,0,37,0,0,0,0,0,0,0,11,0,8,0,16,3,6,0,0,0,0,0,22,3,216,0,255,3,9,0,10,0,15,0,40,0,76,0,148,0,21,3,18,0,35,0,76,6,597,9,770,6,30,3,28,0,73,5,89,3,234,0,484,8,50,0,71,3,97,6,68,13,258,4,588,76,57,3,131,6,78,3,49,0,159,0,563,57,25,3,116,3,60,0,22,0,48,0,326,107,18,6,110,6,59,3,18,3,56,0,382,382,31,9,197,14,69,9,26,4,70,0,805,266,10,5,124,17,25,4,21,4,22,3,502,163,4,4,45,9,16,0,5,0,11,0,261,104,0,3,22,4,17,0,3,7,15,0,169,126,14,3,74,3,37,4,14
SED23402,0,3,0,5,0,3,0,0,0,75,0,85,0,0,0,0,0,0,0,3,0,39,3,46,0,0,0,0,0,0,0,5,0,22,0,32,0,0,0,0,0,0,0,3,0,11,0,19,0,8,0,3,0,8,0,21,0,162,3,206,3,0,0,3,0,8,0,38,0,61,0,116,3,16,3,11,0,32,0,50,6,547,19,691,6,20,0,17,3,76,4,67,13,263,3,469,21,28,4,58,3,102,0,71,13,271,8,574,81,42,3,128,9,96,6,41,6,157,0,578,76,30,3,116,8,65,10,24,3,37,0,370,146,21,0,133,7,75,3,18,3,69,0,475,459,25,6,206,20,81,8,23,6,60,4,903,305,17,8,125,15,31,0,15,3,23,0,532,149,12,7,57,7,14,3,3,0,10,0,260,80,3,4,11,3,29,0,0,4,6,0,143,114,13,4,68,6,31,0,11
SED23502,10,4,3,0,0,0,0,0,4,82,8,114,10,4,0,0,0,0,0,4,0,61,3,83,3,10,0,3,0,0,0,13,0,37,0,70,0,0,0,0,0,0,0,13,0,24,0,42,6,20,0,4,0,12,3,34,4,358,5,446,4,11,0,8,0,15,0,53,10,154,0,261,23,50,12,20,3,37,9,111,21,1116,27,1425,35,48,5,49,3,77,7,117,16,415,4,769,69,81,17,102,12,104,8,105,19,430,11,946,97,63,13,187,13,72,8,51,13,263,8,780,82,27,12,110,12,56,4,30,3,60,0,388,93,33,3,110,6,39,6,21,13,73,3,405,235,38,14,143,21,51,10,20,6,102,5,648,112,15,8,79,18,20,7,5,3,29,0,293,79,7,0,34,7,11,0,5,0,9,3,163,35,7,3,14,4,17,0,5,0,13,0,88,52,13,6,38,0,11,3,7
SED23602,12,3,0,3,0,0,0,3,0,62,0,89,8,6,0,0,0,0,0,8,0,51,3,83,0,0,0,0,0,3,0,5,3,25,0,37,0,0,0,0,0,3,0,4,0,20,0,25,23,9,7,11,0,6,0,40,4,269,3,361,12,9,0,16,0,19,0,48,8,92,3,199,17,40,4,21,0,39,5,104,15,803,9,1049,30,43,3,48,0,61,6,120,15,340,7,666,49,65,7,109,3,78,8,78,7,297,3,710,98,53,7,122,4,54,6,49,9,196,9,611,66,26,4,121,14,60,3,22,3,44,0,366,111,39,6,115,8,62,5,19,3,57,3,427,223,23,7,178,13,71,9,22,8,76,5,648,134,15,10,100,16,28,11,15,0,20,3,353,78,14,3,46,8,13,3,8,0,10,0,185,37,3,0,13,3,16,0,0,6,8,3,92,79,10,7,63,10,24,6,3
SED23702,0,0,3,0,0,0,0,0,0,75,3,84,0,0,0,3,0,3,0,3,0,32,0,44,0,0,0,0,0,0,0,12,0,33,3,43,0,0,0,0,0,3,0,7,0,16,0,24,0,6,0,3,0,0,0,22,0,217,0,250,3,4,0,5,0,10,0,54,3,85,0,170,3,26,0,10,0,40,0,60,9,702,11,866,10,28,0,31,3,82,3,77,11,261,0,507,27,52,4,84,7,89,3,81,12,265,3,627,92,46,3,152,4,98,5,47,7,176,3,637,81,21,4,117,5,91,9,17,4,37,0,387,133,19,6,126,12,72,10,15,7,44,0,441,450,25,14,207,31,89,12,23,3,43,0,890,284,4,11,115,17,27,3,11,0,15,0,477,160,0,5,48,7,4,0,0,0,4,0,236,69,8,0,10,3,20,0,0,0,0,0,107,63,5,0,42,3,14,0,3
SED23806,3,0,0,0,0,4,0,5,0,105,3,112,0,0,0,0,0,0,0,3,0,26,0,34,0,7,0,0,0,0,0,7,3,20,0,37,0,0,0,0,0,3,0,6,0,9,0,24,0,8,0,0,0,5,0,15,3,66,0,104,3,13,0,0,0,13,0,32,5,34,0,103,5,27,0,3,3,20,0,27,0,154,0,242,4,35,3,17,3,42,3,37,3,118,0,265,9,54,0,55,0,53,4,28,3,172,0,382,41,31,0,59,5,59,4,61,0,160,4,435,55,17,0,62,3,51,0,20,4,86,0,309,101,17,0,52,7,47,0,36,6,89,0,361,370,30,7,143,12,102,3,51,10,155,3,886,373,19,6,107,16,50,6,57,6,92,0,726,287,24,0,88,11,25,0,25,4,57,0,517,219,6,0,32,8,52,0,14,3,37,0,371,492,49,12,157,20,117,9,90
SED23901,0,0,0,0,0,3,0,3,0,86,0,92,0,5,0,0,0,0,0,3,0,46,0,57,0,0,0,0,0,0,0,8,0,27,0,44,0,0,0,0,0,0,0,10,0,12,0,25,0,9,0,0,0,0,0,25,3,142,0,182,0,4,0,4,0,9,0,27,0,44,4,94,0,16,0,5,0,22,0,42,0,431,4,521,5,21,0,13,0,51,0,57,4,214,3,374,6,32,3,48,0,59,0,48,6,260,3,471,15,41,0,77,6,66,3,45,3,165,8,428,45,15,5,70,3,53,3,31,5,74,0,307,79,26,3,82,4,59,3,34,0,79,0,370,286,27,6,134,16,90,7,39,3,90,0,713,297,21,4,101,15,38,3,20,7,35,3,549,210,7,5,72,6,24,0,9,3,28,0,359,140,0,9,22,4,36,0,6,0,24,0,236,246,15,3,94,10,54,3,26
SED24006,0,0,0,0,0,0,0,0,4,108,0,121,4,0,0,0,0,0,0,7,0,54,0,67,0,0,0,0,0,3,0,10,0,13,0,29,0,0,0,0,0,0,0,4,0,9,0,14,0,3,0,3,0,3,0,13,0,105,0,133,0,3,0,3,0,3,0,17,3,50,0,83,0,10,0,6,0,24,0,16,0,229,5,299,5,6,3,12,0,25,0,38,5,147,3,246,7,30,0,28,0,33,0,42,4,169,0,323,25,27,0,48,0,38,0,43,3,162,4,364,22,4,0,39,4,44,4,28,0,72,0,211,36,16,0,38,9,43,3,29,3,92,0,276,189,33,3,105,4,75,5,44,10,143,0,615,174,20,0,77,11,42,3,46,7,102,0,492,126,8,0,54,5,22,7,21,0,47,0,303,83,10,0,18,3,53,0,12,0,62,0,244,303,52,7,151,19,96,3,77
SED24105,0,0,0,0,0,0,0,3,0,183,3,195,0,0,0,0,0,0,0,3,0,53,0,64,0,6,0,0,0,0,0,15,0,36,0,64,0,0,0,0,0,0,0,14,0,24,0,40,0,7,0,0,0,8,0,26,0,291,3,341,0,8,0,3,0,32,0,42,4,85,0,180,11,24,9,13,0,73,3,50,5,662,13,860,7,23,0,21,0,109,3,58,10,215,0,447,31,39,3,58,0,128,4,61,13,210,0,546,85,33,7,91,7,58,4,36,4,141,4,470,90,20,0,67,12,59,0,14,4,31,0,295,99,3,3,70,7,47,0,13,0,48,0,300,281,14,4,101,9,69,4,10,6,39,0,548,167,4,0,59,6,21,0,7,0,12,0,287,114,7,3,11,3,4,0,0,0,3,0,151,54,3,0,11,4,8,0,0,0,0,0,78,77,5,4,17,3,10,0,3
SED24207,5,0,0,0,0,3,0,0,4,189,4,204,0,0,0,0,0,0,0,4,0,62,0,70,0,0,0,0,0,4,0,6,0,36,0,51,0,0,0,0,0,0,0,16,3,14,4,39,0,3,0,0,0,8,0,32,0,254,3,303,0,6,3,4,0,22,0,39,10,78,3,159,0,19,0,3,0,81,3,61,4,598,12,784,0,19,0,14,0,108,3,58,6,142,4,358,20,34,4,68,3,147,0,42,13,147,3,492,66,28,6,88,8,85,8,18,5,93,0,409,50,15,4,79,9,63,4,17,4,24,0,269,135,11,6,74,15,61,0,13,0,23,0,335,349,17,9,120,17,74,7,7,0,22,0,615,226,4,5,77,5,18,3,0,0,10,0,355,131,3,0,35,8,7,0,0,0,0,0,177,70,0,0,9,0,12,0,0,0,0,0,95,92,3,3,23,4,5,4,0
SED24308,0,3,0,0,0,0,0,0,0,72,0,80,0,0,0,0,0,0,0,4,0,26,0,29,0,5,0,0,0,3,0,13,0,23,0,47,0,0,0,0,0,0,0,10,0,21,0,32,0,7,0,3,0,4,0,35,0,314,4,376,0,8,0,5,0,12,0,33,4,90,0,153,5,22,0,12,0,45,3,73,3,819,16,1002,6,25,0,23,0,92,3,84,14,263,0,515,24,35,3,61,6,101,3,58,8,230,3,525,73,44,3,120,8,66,7,37,3,141,8,508,75,8,7,98,12,55,5,14,3,29,0,309,111,16,4,111,8,51,6,8,4,38,0,349,296,12,9,128,20,59,10,14,3,33,3,577,194,5,4,95,10,8,7,6,4,8,0,336,87,0,0,31,10,9,4,0,0,6,0,147,48,0,0,8,3,18,0,0,0,4,0,84,74,5,7,29,0,12,3,8
SED24408,15,4,0,14,0,3,0,3,3,46,0,86,12,3,0,13,0,4,0,4,0,33,0,63,7,3,0,3,0,3,0,8,0,19,0,45,0,0,0,0,0,0,0,3,0,18,0,18,16,12,3,16,0,11,0,36,5,240,11,345,8,13,0,6,0,20,0,53,4,103,0,216,36,39,5,18,3,51,3,80,12,832,19,1093,38,41,4,58,3,79,6,93,15,298,13,656,84,69,11,123,10,99,3,71,12,289,4,760,155,56,6,172,19,77,15,40,10,161,16,730,93,23,8,127,9,45,8,24,13,28,3,368,158,24,9,118,7,33,8,15,0,53,3,429,266,29,18,183,17,56,11,11,7,54,3,659,177,14,10,101,9,23,7,6,0,22,3,373,103,5,6,47,0,10,3,0,0,11,0,180,39,0,3,13,3,7,0,5,0,8,0,87,72,12,4,59,9,16,3,4
SED24504,4,4,0,5,0,0,0,3,0,62,3,82,4,0,0,0,0,0,0,7,0,47,0,64,0,3,0,0,0,0,0,7,0,28,0,38,0,0,0,0,0,7,0,3,0,17,3,29,7,16,0,4,0,3,0,25,5,181,0,244,3,12,0,3,0,15,3,32,3,64,3,136,11,21,0,21,0,21,0,75,8,534,3,701,16,41,0,22,3,61,5,84,12,266,3,514,26,63,7,66,5,73,13,86,3,312,5,669,54,66,3,111,12,71,6,54,8,193,5,590,46,32,5,104,6,65,4,27,10,70,0,355,72,24,3,75,4,64,3,17,5,59,0,333,228,44,6,177,22,102,9,32,10,86,9,716,185,29,7,129,17,52,3,19,3,36,0,468,131,14,5,71,15,18,6,8,0,19,0,282,88,3,6,23,10,43,0,12,4,6,0,191,161,12,12,70,13,50,0,10
SED24606,3,0,0,0,0,4,0,3,3,92,0,106,0,0,0,0,0,3,0,7,0,40,0,54,0,3,0,0,0,0,0,14,0,8,0,27,0,0,0,0,0,0,0,14,0,8,0,18,3,3,0,0,0,7,0,16,0,90,0,129,0,4,0,0,0,7,0,15,0,38,0,73,3,22,0,3,0,17,0,24,4,199,6,285,3,13,0,21,0,35,0,32,3,92,0,206,8,36,0,33,0,56,0,44,3,147,3,336,31,30,3,64,3,40,3,29,0,109,0,324,33,21,0,61,3,57,0,27,0,46,0,265,70,13,3,63,3,55,0,21,0,87,0,323,284,37,3,126,12,76,7,54,4,140,0,749,281,30,0,89,4,41,0,43,8,90,0,579,228,20,3,62,7,12,3,24,0,56,3,412,171,10,0,32,7,70,3,25,0,42,0,357,431,66,8,187,21,140,5,117
SED24703,4,0,0,4,0,3,0,4,0,566,0,588,3,3,0,0,0,4,0,26,3,64,0,104,0,7,0,0,0,3,0,62,0,41,0,118,0,0,0,0,0,0,0,51,0,21,0,71,0,26,0,3,0,8,0,52,8,125,0,227,0,24,0,7,0,26,0,67,3,69,0,202,9,102,0,13,0,52,4,71,5,164,3,431,9,101,3,46,6,122,3,83,3,89,3,475,35,122,0,125,4,160,11,77,6,136,3,680,84,81,4,171,9,167,6,61,3,123,0,715,98,37,3,157,3,199,0,34,10,38,0,580,209,39,0,161,11,138,8,30,3,67,0,657,687,53,8,257,27,243,10,50,11,101,3,1445,698,20,14,213,32,69,10,23,3,53,0,1131,545,24,11,139,22,33,3,12,0,25,0,821,373,10,3,54,15,98,3,24,4,33,4,617,926,53,19,222,43,132,3,50
