SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED27504,8,0,0,0,0,0,0,0,0,86,0,106,10,7,0,0,0,0,0,3,0,32,3,58,0,6,0,3,0,6,0,8,0,24,0,45,0,3,0,0,0,0,0,7,0,19,0,34,13,9,3,11,0,10,0,21,4,268,9,341,3,13,3,13,0,20,3,40,4,86,3,181,15,22,4,21,0,47,3,83,13,860,13,1089,16,22,3,35,6,68,0,70,19,285,8,532,56,57,7,112,6,118,8,73,13,305,3,755,123,40,12,158,16,83,6,50,7,162,7,664,100,21,8,127,3,68,6,26,3,28,0,396,161,27,4,110,12,48,7,17,3,45,4,449,353,24,4,169,22,59,10,15,3,54,8,731,211,14,5,117,13,26,4,7,5,22,0,416,114,3,0,38,10,5,0,4,0,9,3,181,43,0,0,11,5,10,0,5,3,3,0,82,64,11,5,34,4,17,0,11
SED27608,0,3,0,0,0,0,0,0,0,64,0,76,0,3,0,0,0,0,0,4,0,38,0,45,0,0,0,0,0,0,0,8,4,30,0,48,0,0,0,0,0,0,0,0,0,16,0,20,4,5,0,0,0,0,0,20,0,194,4,238,0,20,0,3,0,7,0,30,5,87,0,153,8,25,0,15,3,20,3,68,6,590,9,749,8,38,3,25,3,43,0,81,3,349,5,545,15,52,3,71,5,70,3,94,9,388,6,720,38,57,3,126,8,60,4,80,8,256,0,633,63,35,6,111,4,60,8,42,6,88,0,418,97,22,5,113,9,58,8,27,3,87,4,423,406,41,12,207,25,82,9,38,8,100,3,929,307,23,5,176,17,29,7,9,5,31,0,603,169,13,3,71,10,10,0,12,0,21,0,308,84,5,0,27,0,25,3,10,0,9,0,163,139,17,3,79,7,36,5,18
SED27708,4,0,0,7,0,0,0,0,0,45,7,67,6,3,0,0,0,4,0,3,0,39,6,57,0,3,0,4,0,6,0,17,0,24,0,57,0,0,0,0,0,0,0,7,0,24,0,32,5,5,5,3,0,5,0,34,4,249,4,318,3,9,0,11,0,21,0,56,3,82,3,186,19,26,0,22,0,39,0,101,13,733,12,974,27,41,7,41,7,73,9,85,15,282,3,586,41,63,7,107,9,102,7,65,12,313,9,732,118,46,7,165,15,66,0,40,3,178,9,655,80,19,0,128,4,59,4,30,9,30,3,369,145,39,7,123,18,64,8,23,5,55,0,483,335,38,18,199,22,80,17,21,11,65,8,797,183,26,12,128,23,25,6,6,4,27,3,442,117,3,0,38,7,10,6,5,0,11,0,197,54,4,3,24,3,16,3,6,0,5,0,112,87,11,4,55,3,18,7,6
SED27807,0,0,0,0,0,0,0,5,3,189,3,199,0,3,0,0,0,3,0,7,0,89,0,100,0,0,0,0,0,0,0,11,0,58,0,73,0,0,0,0,0,5,0,17,0,19,0,45,0,6,0,0,0,12,0,45,0,428,5,500,0,9,0,3,0,40,0,52,7,123,3,242,3,25,0,6,0,84,5,62,11,891,13,1094,10,52,0,20,0,119,0,72,12,190,3,480,22,43,5,68,3,127,5,52,10,173,6,513,82,27,7,117,11,94,8,22,5,100,7,478,71,12,3,81,4,52,0,18,3,38,3,282,107,14,4,72,6,48,0,12,8,15,8,290,229,14,0,104,9,65,9,9,0,21,0,475,162,5,4,40,14,12,3,7,0,8,0,252,79,4,3,18,4,4,0,0,0,0,0,115,35,0,0,12,3,3,0,0,0,3,0,56,37,0,0,13,0,9,0,0
SED27907,0,0,0,0,3,0,0,3,0,87,5,102,0,4,0,0,0,0,0,4,0,34,3,51,0,3,0,0,0,0,0,0,0,26,0,31,0,0,0,0,0,0,0,8,0,11,0,25,3,3,0,0,0,3,3,18,0,220,11,263,0,0,0,0,0,7,0,30,0,73,0,125,3,6,0,4,0,25,3,57,11,561,14,683,8,20,0,22,0,69,0,55,5,237,3,418,12,33,0,46,5,93,3,62,12,273,4,535,60,23,0,115,12,82,4,28,3,139,0,471,80,16,0,97,9,63,4,25,0,34,0,338,106,11,3,98,11,62,4,21,3,33,0,357,409,18,13,148,16,85,5,20,14,39,0,768,280,12,10,94,15,24,0,11,3,12,0,464,155,3,3,38,8,5,4,0,0,10,0,227,79,3,0,6,4,26,0,0,0,4,0,123,76,4,7,25,3,18,0,4
SED28007,3,0,0,0,0,6,0,0,0,146,3,161,0,0,0,0,0,0,0,8,0,45,0,48,0,0,0,0,0,4,0,14,0,30,0,56,0,0,0,0,0,3,0,7,0,13,0,24,3,4,0,0,0,6,3,13,4,210,3,234,0,3,0,3,0,17,3,37,5,61,3,134,3,7,0,7,0,43,0,33,4,473,5,584,5,15,0,23,0,86,3,53,9,130,5,324,14,27,3,53,3,114,0,38,11,143,3,410,51,19,5,80,9,79,0,23,10,71,4,346,67,12,8,96,11,75,0,11,4,11,0,303,133,20,3,83,4,43,3,8,6,16,0,321,413,12,11,118,21,80,9,9,4,21,3,699,290,3,3,82,13,25,0,11,0,7,0,435,145,0,0,32,5,4,0,3,0,0,0,198,67,0,3,7,7,14,0,0,0,0,0,102,98,3,0,21,0,7,0,3
SED28107,0,0,0,0,0,0,0,4,3,279,3,287,0,3,0,0,0,0,0,3,0,51,0,61,0,0,0,0,0,5,0,15,0,35,0,61,0,0,0,0,0,0,0,13,0,30,0,45,0,4,0,3,0,11,0,19,3,146,3,192,3,8,0,3,0,24,0,33,3,65,0,142,5,26,5,13,0,73,0,52,3,438,8,618,6,26,3,35,6,149,3,74,13,150,3,468,16,38,5,91,7,202,9,46,12,138,7,576,77,44,5,154,16,138,6,30,5,85,5,564,96,26,3,110,11,108,0,22,7,31,0,418,216,17,3,130,17,73,7,21,5,14,0,497,591,21,14,185,30,119,9,10,8,35,3,1016,391,5,4,93,19,33,6,5,3,8,0,565,207,4,8,39,16,16,0,5,0,8,0,302,105,0,0,11,3,24,0,3,0,3,0,154,100,8,0,27,6,13,0,3
SED28203,0,0,0,0,0,0,0,0,0,237,8,249,0,0,0,0,0,0,0,3,0,66,0,73,0,3,0,0,0,0,0,13,0,32,0,49,0,0,0,0,0,0,0,21,0,24,0,43,0,8,0,0,0,7,0,36,4,498,3,556,0,3,0,0,0,29,0,47,8,72,3,163,0,15,0,7,0,60,3,57,3,1105,12,1259,3,23,3,34,4,107,3,53,12,199,0,444,17,31,0,77,4,92,3,26,6,166,0,428,78,27,9,125,5,82,11,26,8,110,6,487,75,8,4,78,12,55,9,7,0,15,3,267,107,12,4,84,9,34,0,10,4,27,0,285,294,11,9,100,11,50,3,6,3,32,0,515,181,9,4,48,7,15,0,0,0,9,0,282,78,3,0,10,5,6,0,0,0,7,0,106,37,0,0,5,0,7,0,0,0,3,0,65,47,0,3,11,8,5,0,0
SED28301,4,0,0,0,0,0,0,3,0,157,6,172,0,4,0,0,0,0,0,3,0,69,0,83,0,5,0,0,0,0,0,7,0,19,0,35,0,0,0,0,0,0,0,4,0,11,0,19,0,3,0,0,0,4,0,23,3,184,5,233,0,4,0,0,0,13,0,28,0,74,0,121,5,18,0,7,0,16,0,43,0,460,6,556,9,24,0,12,4,42,4,61,0,268,3,426,10,36,0,33,0,64,3,63,9,282,4,500,32,22,6,68,3,39,3,42,3,205,7,429,27,17,0,52,0,43,3,46,3,77,3,275,48,18,0,61,3,42,5,24,10,88,0,300,162,27,6,95,12,69,9,26,9,101,0,511,149,12,5,80,11,32,0,24,0,47,0,363,119,19,3,50,5,18,3,12,0,28,0,255,104,3,0,26,3,41,0,16,3,17,0,214,195,13,3,98,9,62,0,32
SED28408,3,0,0,0,0,3,0,0,0,47,0,58,0,0,0,0,0,0,0,4,0,25,0,35,0,0,0,0,0,0,0,3,0,25,0,33,0,0,0,0,0,0,0,4,0,13,0,21,0,7,3,4,0,0,0,18,0,184,0,224,4,9,0,11,0,7,3,28,0,83,0,139,0,30,0,10,3,27,0,69,14,662,7,825,10,31,0,25,0,58,3,61,5,257,4,459,25,46,0,74,7,72,4,72,12,271,0,573,77,34,0,124,3,73,4,49,3,154,4,533,75,21,4,115,3,67,3,23,3,50,0,354,112,11,4,105,10,54,3,14,0,36,0,362,270,29,9,144,21,69,7,20,12,67,0,635,183,9,6,93,13,19,3,4,0,20,3,353,97,0,0,48,4,3,0,0,0,10,0,179,71,0,3,15,7,13,0,0,0,9,0,110,85,16,10,52,11,21,4,8
SED28507,0,3,0,0,0,3,0,0,3,125,0,133,0,0,0,0,0,0,0,3,0,37,0,39,0,0,0,0,0,3,0,7,0,15,0,30,0,0,0,0,0,0,0,9,0,10,0,20,0,0,0,0,0,6,0,31,3,194,0,243,0,3,0,3,0,17,0,52,3,64,0,139,3,20,0,4,0,53,0,57,7,507,7,661,3,17,0,15,0,96,3,61,6,196,6,408,8,39,3,69,0,146,5,43,9,192,0,510,83,23,0,137,16,116,8,40,6,122,7,555,92,21,0,125,5,94,6,16,5,32,0,400,132,13,4,102,14,68,3,11,3,25,4,384,443,17,10,145,17,91,4,15,9,27,0,770,260,6,4,85,15,28,0,4,0,9,0,413,140,3,0,40,12,8,0,0,0,3,0,212,49,0,0,10,4,19,0,0,0,0,0,89,63,10,0,25,3,18,0,0
SED28607,0,0,0,0,0,0,0,0,0,99,0,113,0,3,0,0,0,0,0,5,0,42,0,52,0,0,0,0,0,0,0,5,0,20,0,35,0,0,0,0,0,0,0,8,0,8,0,21,0,7,0,0,0,3,0,20,3,208,3,249,3,7,0,0,0,9,0,30,0,47,0,97,3,16,0,4,0,21,0,23,4,504,13,594,4,29,0,6,0,43,3,33,4,151,4,285,17,30,0,46,0,67,4,30,5,157,4,370,42,32,0,74,3,64,0,30,7,96,0,354,61,9,3,79,4,50,3,17,3,27,3,267,92,23,0,84,7,72,4,17,8,38,3,333,388,27,11,184,17,109,4,25,5,41,0,813,435,13,3,144,12,44,0,19,3,14,4,693,369,8,10,95,12,21,5,5,5,17,0,538,313,5,3,36,16,49,0,0,3,3,0,431,594,21,9,113,23,57,5,14
SED28704,4,0,0,3,0,4,0,0,0,105,3,124,0,0,0,0,0,0,0,4,0,30,0,35,0,0,0,0,0,0,0,13,0,28,0,48,0,0,0,0,0,3,0,7,0,14,0,26,0,5,0,3,0,9,0,13,3,146,3,188,0,5,0,0,0,13,0,41,3,59,0,133,5,18,0,9,0,36,0,46,10,404,8,531,5,18,3,18,0,57,0,56,11,200,0,379,16,40,3,63,0,96,3,58,8,213,0,511,83,32,4,117,17,106,8,52,13,149,0,577,78,15,0,114,0,67,0,15,4,38,3,348,174,28,0,120,8,63,6,19,0,32,3,451,532,22,11,225,27,99,4,20,7,38,3,1002,403,13,9,130,10,30,9,9,0,30,3,640,234,4,4,59,15,13,3,3,0,13,3,350,92,4,0,15,9,21,4,5,0,3,0,148,121,7,6,68,3,24,0,8
SED28803,3,0,0,0,0,0,0,0,0,193,0,203,0,0,0,0,0,0,0,5,0,28,0,43,0,3,0,0,0,0,0,10,0,33,0,46,0,0,0,0,0,3,0,10,0,15,0,35,0,3,0,0,0,5,0,27,3,207,0,255,0,7,0,0,0,27,3,48,0,67,0,154,0,6,0,7,0,55,0,60,7,439,12,595,3,19,0,21,0,113,0,53,10,130,0,348,26,28,3,80,3,129,3,46,14,109,0,436,88,27,4,125,10,91,7,38,5,68,3,471,96,18,3,103,9,77,3,14,7,20,0,352,162,5,4,107,8,62,3,7,5,13,3,387,450,15,9,154,25,77,10,16,11,25,0,784,284,4,3,85,13,26,3,5,0,6,0,433,139,3,3,40,6,12,0,3,0,4,0,212,80,0,0,11,9,21,0,0,0,3,0,129,87,3,0,33,4,4,0,4
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
