SED_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
SED26005,0,0,3,14,127,73,229,139,15,24,0,12,12,3,9,656,0,0,15,128,113,678,830,922,119,154,93,93,95,71,62,3375,0,0,0,0,18,44,39,33,0,13,3,8,8,3,3,170,0,0,0,25,27,41,10,7,0,0,10,0,0,3,0,124,0,0,3,87,41,45,26,17,0,0,0,0,6,0,7,231,3,97,290,642,419,279,343,235,36,31,34,48,29,5,56,2532,0,0,3,13,10,19,53,37,13,17,4,6,10,3,3,192,0,0,0,4,79,141,100,108,17,13,9,7,12,10,15,520,0,0,0,0,3,8,31,50,0,0,4,11,6,0,3,118,0,29,122,634,790,2031,2649,1735,389,256,422,310,342,226,209,10147,9,340,869,2216,2465,5442,8133,7257,1207,1117,1194,1010,974,569,744,33532
SED26102,0,0,9,18,55,25,34,21,0,0,0,3,6,0,0,182,0,3,13,22,0,4,0,0,0,3,0,0,0,0,0,47,0,0,0,0,0,5,13,19,0,9,8,3,0,4,0,69,0,6,4,13,7,6,4,0,0,0,0,0,0,0,0,35,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,31,40,452,814,1026,429,266,298,267,44,27,31,22,24,15,178,3911,0,3,11,40,27,24,42,13,6,7,3,4,7,3,5,187,0,0,0,3,4,0,3,7,0,3,0,0,0,0,0,20,0,0,0,0,3,3,5,7,0,0,0,0,0,0,0,18,7,114,143,244,115,100,78,79,16,9,15,11,13,4,29,978,72,1207,1922,2038,1003,730,766,602,133,102,92,73,79,53,405,9271
SED26207,0,0,3,8,16,25,20,13,4,5,3,6,0,0,0,110,0,3,16,34,16,76,41,49,7,11,5,4,0,0,3,282,0,0,0,0,4,11,26,21,3,5,3,3,3,8,0,92,0,6,26,179,27,15,6,3,0,4,0,0,0,0,10,279,0,0,0,43,19,24,3,6,0,3,0,0,3,0,0,100,3,119,260,248,116,92,123,85,35,17,15,23,12,7,46,1195,0,0,7,11,10,14,29,20,3,16,7,3,0,0,3,124,0,0,0,4,558,362,99,62,12,12,17,31,18,10,34,1224,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,11,0,155,252,464,324,331,247,208,42,65,48,39,44,36,98,2349,34,1689,3348,2766,1764,1826,1462,1252,270,351,410,281,285,195,644,16571
SED26303,0,0,4,7,31,43,44,37,0,3,0,12,4,10,11,204,0,0,7,16,17,41,16,32,0,7,12,5,8,15,0,178,0,0,0,0,13,14,29,31,8,9,22,12,22,12,18,182,0,22,35,130,24,20,5,5,0,0,0,0,6,0,8,263,0,3,0,19,8,9,11,3,0,4,4,3,0,0,0,71,3,61,194,332,258,262,363,313,68,83,77,79,63,26,71,2256,0,0,3,39,36,58,75,49,21,15,21,14,21,10,18,390,0,0,0,9,211,168,68,40,9,21,15,10,13,10,14,587,0,0,0,0,3,0,9,13,0,0,0,0,0,0,3,36,3,85,97,279,242,234,306,384,89,100,155,187,171,96,78,2506,31,826,2371,2432,1485,1734,2005,2085,461,586,628,675,626,399,610,16948
SED26406,0,0,4,22,51,85,174,73,6,6,6,9,10,6,12,464,0,4,32,104,52,189,196,274,45,50,69,86,128,94,31,1359,0,0,0,3,13,20,52,57,21,15,13,13,23,20,24,275,0,0,3,15,0,4,0,0,0,3,0,0,3,0,0,32,0,0,0,19,10,7,3,6,0,0,0,0,3,0,3,55,8,124,209,344,189,176,200,150,42,32,36,42,21,44,43,1655,0,0,4,28,18,29,51,42,5,15,14,18,9,17,10,255,0,0,0,0,233,129,52,102,28,37,51,50,66,46,27,813,0,0,0,0,4,0,16,14,0,0,4,3,3,3,3,59,8,100,164,403,474,898,699,628,112,175,214,265,284,269,147,4837,34,668,2053,2428,1829,2993,3940,5173,1089,1526,1851,2584,3198,2293,1158,32838
SED26504,0,0,3,10,16,3,31,20,0,4,0,0,0,0,5,89,0,0,0,6,3,0,9,14,8,0,4,0,3,0,0,45,0,0,0,0,0,3,7,10,0,0,5,10,6,0,4,48,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,233,392,443,153,86,124,53,9,9,3,5,17,14,68,1612,0,0,0,17,8,17,22,7,13,3,3,0,3,0,3,110,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,5,53,99,107,52,46,56,84,15,15,12,24,25,19,28,636,45,840,1055,889,422,327,541,535,96,91,111,121,154,103,241,5574
SED26603,0,0,0,10,14,26,30,25,5,6,7,9,0,8,0,136,0,5,5,30,14,109,86,132,33,31,34,21,36,21,14,572,0,0,0,0,8,11,48,36,10,14,16,17,18,8,17,204,0,0,11,44,8,14,5,3,0,0,0,0,0,0,4,99,0,0,0,310,145,225,195,49,19,17,16,15,22,6,34,1055,18,102,183,195,140,150,208,179,61,42,28,57,16,16,43,1448,0,3,4,10,16,24,45,32,9,19,7,5,12,12,6,213,0,0,0,7,165,162,82,73,8,11,22,17,11,7,16,583,0,0,0,0,9,3,17,14,3,3,3,0,0,0,0,51,3,158,153,346,310,382,480,905,112,215,286,404,366,277,144,4546,51,1480,2829,2838,1818,2310,2939,3874,788,1055,1217,1330,1224,824,931,25499
SED26708,0,0,3,11,11,8,10,11,0,3,0,0,4,0,0,58,0,0,0,6,0,0,7,7,0,3,0,0,4,0,0,29,0,0,0,0,0,3,9,5,0,0,3,3,0,0,4,28,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,202,428,436,178,122,136,88,13,12,8,14,12,4,79,1751,0,3,5,21,14,12,18,10,0,3,0,3,0,3,3,95,0,0,0,0,4,4,5,5,0,0,3,0,0,0,0,30,0,0,0,0,3,3,12,9,0,3,0,0,0,0,0,37,3,53,68,97,34,34,87,86,18,30,30,20,17,11,28,614,20,532,768,796,428,377,655,528,113,121,118,95,118,58,247,4963
SED26806,0,3,12,24,68,120,151,70,20,14,32,22,19,17,12,585,0,3,12,39,29,78,57,63,8,8,10,21,12,7,6,340,0,0,0,3,17,19,67,78,22,26,17,23,24,7,22,311,0,0,0,6,0,10,3,4,0,3,4,0,0,0,0,33,0,0,0,19,11,13,7,10,7,6,5,4,7,10,0,101,20,120,251,418,268,296,408,436,190,190,244,242,351,183,139,3753,0,4,10,42,48,85,109,97,39,22,66,67,105,45,23,774,0,0,0,5,112,68,37,63,19,12,17,19,21,22,19,427,0,0,0,0,3,4,33,18,5,7,0,4,4,0,5,82,17,149,160,280,374,911,716,672,193,240,293,292,521,285,167,5268,84,612,1241,1616,1653,2817,3495,3976,1234,1396,1713,1831,2481,1361,865,26367
SED26903,0,0,4,3,12,17,30,21,3,3,4,0,6,0,4,112,0,7,8,15,15,60,58,95,15,36,21,38,35,23,14,428,0,0,0,0,11,22,37,41,9,10,15,10,19,7,8,175,0,26,69,328,86,134,39,7,4,0,8,0,9,0,24,744,0,0,0,54,17,23,9,13,3,0,3,3,5,4,7,137,3,69,160,212,110,119,142,125,34,19,15,21,18,8,44,1103,0,0,0,11,11,25,21,35,7,11,7,11,6,10,4,158,0,0,0,16,459,396,164,149,46,45,44,80,69,45,50,1558,0,0,0,0,5,4,8,21,0,0,0,5,0,3,0,47,0,51,122,349,277,409,637,763,144,223,293,455,428,290,158,4593,21,1185,2725,2665,1674,2545,2909,3963,716,926,1254,1458,1369,836,947,25198
SED27003,0,0,9,9,41,68,93,44,12,16,4,10,10,4,4,325,0,0,6,15,18,42,21,20,4,4,4,7,12,4,3,168,0,0,0,6,17,26,48,52,15,13,18,23,32,13,7,275,0,0,6,30,7,15,10,3,0,0,0,0,0,0,3,71,0,4,0,34,19,19,15,11,0,3,9,3,3,0,8,129,3,98,225,363,248,359,416,389,162,173,185,225,241,147,101,3347,0,0,9,30,44,90,77,100,29,34,37,54,87,53,39,674,0,0,0,14,707,776,402,280,50,55,56,59,51,33,77,2555,0,0,5,0,10,9,9,13,0,0,0,3,0,0,0,46,5,55,111,251,343,572,820,759,176,183,235,296,303,190,176,4466,28,438,1193,1485,2100,3080,3402,2990,844,972,1048,1239,1336,873,742,21770
SED27101,0,3,6,10,62,36,109,65,6,24,5,4,3,14,3,358,0,6,21,50,25,71,58,87,4,7,13,21,21,11,7,414,0,0,0,3,18,31,48,76,16,9,11,24,24,17,6,279,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,7,8,3,3,3,3,0,0,5,3,0,0,40,18,217,429,543,284,205,261,141,37,44,9,20,26,12,66,2308,0,4,4,7,18,33,46,21,11,16,3,20,6,4,8,203,0,0,0,0,234,133,58,54,14,11,10,9,9,11,10,547,0,0,3,4,10,3,16,27,0,0,0,4,0,0,0,72,9,99,113,253,313,333,428,588,127,176,178,169,209,101,95,3185,39,757,1118,1451,1514,2175,3208,3688,650,847,847,886,914,436,556,19096
SED27208,0,0,3,7,4,5,20,29,4,10,0,0,0,4,3,92,0,0,0,3,0,4,3,19,3,0,0,0,6,0,14,55,0,0,0,3,3,4,7,12,5,3,0,4,0,0,6,39,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,12,226,521,621,167,97,80,60,6,12,11,3,3,0,129,1957,0,3,11,21,10,11,15,21,7,3,0,0,6,0,3,99,0,0,0,3,7,4,3,5,0,0,3,3,8,3,16,52,0,0,0,5,3,3,5,3,0,0,0,0,0,0,0,22,3,43,77,101,61,54,82,62,22,11,13,26,55,14,84,708,20,513,936,1024,503,374,429,523,102,98,99,91,121,90,475,5394
SED27305,0,0,3,17,77,111,109,86,12,19,3,3,18,0,7,467,0,3,16,135,126,398,355,314,45,35,17,26,11,14,20,1528,0,0,0,9,19,18,22,12,0,0,0,3,7,3,7,95,0,0,3,14,3,9,0,0,0,0,0,0,0,0,0,34,0,0,0,33,11,10,0,3,0,0,0,0,0,0,3,66,0,122,335,652,330,250,190,128,28,19,23,22,15,4,47,2173,0,0,3,12,14,20,34,22,3,7,8,0,0,0,3,120,0,0,0,4,201,153,38,32,0,3,3,7,5,0,7,460,0,0,3,0,4,0,11,10,0,0,0,5,0,0,0,40,0,44,125,425,500,561,395,179,37,28,26,41,26,16,32,2432,6,449,1085,2144,2077,3274,3070,2433,418,401,313,363,246,141,359,16772
SED27406,0,3,4,18,81,71,187,155,26,25,11,34,38,31,3,691,0,3,17,48,29,23,17,18,3,10,0,3,8,0,4,185,0,0,0,6,7,12,31,26,0,0,8,3,7,3,0,108,0,0,0,3,3,4,0,0,0,0,0,0,0,0,3,10,0,3,3,50,11,12,10,15,0,0,3,0,4,0,6,117,27,260,485,567,389,382,767,637,169,158,149,106,106,57,107,4375,0,6,7,34,26,41,81,77,21,20,23,33,17,21,8,421,0,0,0,0,36,6,10,11,0,0,4,0,3,4,3,84,0,0,0,0,10,5,17,11,3,0,0,4,3,3,0,64,11,100,134,237,265,429,391,288,88,79,49,65,80,39,76,2338,66,712,1301,1703,1419,1781,2556,2107,494,514,461,477,470,278,393,14737
SED27504,0,0,0,3,4,3,44,36,5,5,0,18,8,7,3,131,0,0,0,0,4,12,20,42,4,14,4,12,17,5,3,138,0,0,0,0,0,14,27,22,0,3,3,3,0,0,9,83,0,6,32,19,3,6,3,0,0,0,0,0,0,0,3,73,0,0,0,63,31,53,54,11,3,0,0,5,0,6,11,245,8,140,298,308,82,66,85,57,32,24,23,13,10,3,59,1201,0,3,0,10,6,3,26,17,3,4,5,3,10,7,0,92,0,0,0,0,3,5,8,4,0,3,7,3,0,0,0,37,0,0,0,0,0,0,7,19,0,0,3,3,5,0,0,35,3,49,64,74,35,98,502,609,95,113,237,157,173,82,93,2379,31,641,960,782,418,592,1558,1976,344,373,579,492,447,253,412,9854
SED27608,0,0,3,27,32,35,109,98,12,14,3,6,17,9,0,356,0,0,4,8,3,23,28,53,3,7,0,8,12,16,3,170,0,0,0,3,0,5,13,19,0,11,8,3,3,0,3,61,0,5,8,21,3,8,3,0,0,0,0,0,0,0,0,57,0,0,0,8,3,3,4,0,0,0,0,0,0,0,0,17,13,260,513,656,305,241,327,416,88,40,85,62,39,9,98,3145,0,3,3,20,29,30,49,56,13,4,17,14,10,4,9,258,0,0,0,3,22,6,3,16,10,3,8,5,9,7,3,96,0,0,0,0,5,3,23,30,3,0,7,3,0,0,0,72,3,94,109,137,63,90,161,195,37,53,67,72,52,24,54,1224,31,782,1034,1218,753,865,1353,1802,340,330,367,381,398,229,352,10252
SED27708,0,0,0,3,13,7,37,44,3,6,0,8,3,0,3,134,0,0,3,3,0,12,14,41,3,12,7,11,8,3,3,113,0,0,0,0,0,6,16,16,3,6,0,6,12,0,5,73,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,10,10,149,379,358,137,98,111,113,39,19,18,11,11,0,69,1513,0,0,4,15,8,14,31,9,8,3,0,0,3,0,4,101,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,17,0,0,0,0,3,4,3,10,3,4,3,0,0,7,0,34,0,29,25,49,32,47,92,66,17,18,8,48,62,65,48,601,14,386,579,580,399,409,697,682,127,145,122,161,208,184,238,4932
SED27807,0,0,0,3,12,9,11,4,0,0,0,0,0,0,0,34,0,3,0,25,22,64,69,144,46,200,141,49,22,28,22,842,0,0,0,0,22,33,56,55,9,8,6,9,11,3,10,228,0,0,34,584,101,112,51,15,9,3,7,10,15,0,33,972,0,0,0,51,32,29,31,10,0,3,6,4,3,4,12,181,3,94,143,202,83,43,38,44,8,8,4,10,4,3,45,709,0,0,0,12,6,9,14,29,3,8,0,6,3,0,3,88,0,0,4,17,2252,3640,1721,1622,261,326,517,363,362,175,491,11750,0,0,0,0,0,0,0,12,0,0,4,0,3,0,0,24,0,237,320,901,696,889,1293,1221,238,381,513,392,408,210,239,7942,19,1476,2747,3815,4230,6297,4754,6003,1027,1642,2246,1779,1582,922,1551,40098
SED27907,0,0,5,17,18,14,40,59,16,6,0,3,13,0,5,192,0,0,3,60,28,106,75,48,13,28,10,16,12,13,12,423,0,0,0,0,8,17,17,24,5,13,10,6,8,3,4,109,0,0,3,20,7,8,0,0,0,0,0,0,0,0,7,51,0,0,0,77,25,57,22,4,0,0,0,0,5,0,9,203,9,147,458,660,283,216,198,128,29,37,16,7,22,3,71,2274,0,0,0,5,11,14,34,21,0,5,4,4,0,4,0,107,0,0,0,0,34,37,19,31,3,4,7,9,5,3,6,149,0,0,0,0,0,5,0,7,4,0,0,0,0,0,0,17,0,80,167,362,182,225,246,144,36,36,49,83,39,29,68,1741,16,835,1718,2332,1195,1487,1633,1273,273,290,250,310,250,132,445,12461
SED28007,0,0,0,3,20,27,103,43,17,6,3,5,4,0,3,240,0,0,3,38,28,258,200,235,40,25,25,27,25,19,16,945,0,0,0,3,8,29,27,23,6,3,15,6,8,6,8,137,0,4,31,686,172,220,125,41,9,3,23,9,10,6,45,1376,0,0,3,67,34,47,13,12,0,0,0,0,3,0,4,192,3,56,154,250,111,107,85,96,36,15,16,19,9,6,30,999,0,0,0,0,11,11,32,30,10,8,7,15,9,3,8,125,0,0,0,5,504,547,202,174,41,33,43,38,26,29,55,1698,0,0,0,0,4,4,9,14,0,4,0,0,3,3,0,52,0,94,138,881,882,1318,958,546,76,77,92,117,78,63,159,5485,7,632,1560,3848,2943,4801,4308,4159,673,662,745,693,620,415,784,26851
SED28107,0,0,5,13,11,14,74,73,8,13,9,22,10,0,7,263,0,0,5,16,11,167,252,414,58,46,66,53,47,13,11,1168,0,0,0,0,17,36,75,168,21,18,23,24,18,3,14,424,0,0,11,154,45,48,42,27,0,0,3,3,3,0,22,358,0,0,3,22,15,11,12,4,3,0,0,0,0,0,10,77,6,92,297,503,190,170,176,211,35,32,22,27,20,3,75,1863,0,0,3,7,5,16,44,42,5,13,17,15,9,10,9,200,0,0,0,0,158,226,101,116,11,35,15,17,6,20,50,771,0,0,0,0,3,4,17,49,3,3,7,7,4,4,0,105,0,37,112,405,518,1193,2325,2189,371,304,358,339,326,181,333,8977,11,439,1141,1835,1836,3889,9061,13541,1957,2125,2001,1990,1953,1170,1484,44421
SED28203,0,0,0,4,8,5,16,11,3,0,3,0,0,0,0,56,0,0,0,7,24,128,242,302,56,102,61,35,27,23,16,1029,0,0,0,0,16,26,32,33,3,7,3,5,4,4,10,136,4,37,194,1376,304,406,236,116,29,10,18,31,27,5,109,2896,0,0,7,166,120,128,60,28,9,11,3,4,4,3,22,563,0,36,79,157,40,38,25,52,22,13,8,3,17,6,23,509,0,0,0,5,5,8,17,14,6,4,3,7,10,0,0,77,0,0,0,3,494,825,354,250,56,40,66,57,46,22,86,2311,0,0,0,0,0,0,12,22,5,4,7,7,7,0,0,65,4,43,117,489,492,734,841,713,136,185,208,200,164,116,142,4586,20,1136,3490,4591,2301,3699,4441,5677,951,1074,1461,1101,1017,640,1162,32772
SED28301,0,3,8,18,58,76,264,182,8,18,6,14,17,5,4,681,0,3,25,56,20,87,35,42,6,0,6,7,3,0,3,304,0,0,0,0,6,9,11,20,3,7,7,0,10,0,0,85,0,7,22,22,4,4,0,3,0,0,0,0,0,0,5,72,0,0,3,22,13,8,8,0,0,0,0,0,0,0,0,60,20,207,331,426,250,217,296,204,24,46,20,20,27,11,39,2134,0,3,0,28,20,27,43,13,4,11,12,4,8,3,4,188,0,0,0,0,214,84,27,19,0,3,4,5,7,7,3,374,0,0,0,0,14,6,32,9,0,0,3,0,7,0,0,70,8,136,162,214,199,443,313,154,29,54,52,50,58,20,43,1937,53,1029,1698,1751,2013,3511,3671,2829,544,650,659,659,762,343,529,20687
SED28408,0,0,0,13,13,11,53,14,5,10,0,0,3,7,3,129,0,0,0,0,3,7,7,27,10,6,6,0,0,0,0,70,0,0,0,0,0,12,12,13,7,0,3,4,10,3,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,12,10,181,312,317,123,83,103,78,30,19,21,14,18,8,56,1377,0,0,3,9,8,21,36,21,4,3,5,8,8,0,0,132,0,0,0,0,10,11,8,17,0,3,12,10,0,3,3,63,0,0,0,4,3,0,11,8,3,0,0,0,0,0,0,28,0,46,51,79,41,55,118,158,10,25,10,22,14,31,23,690,17,543,639,643,387,411,732,922,156,199,165,151,169,102,201,5442
SED28507,0,0,6,9,16,13,65,49,5,14,7,0,0,0,10,194,0,3,0,15,4,50,91,137,29,37,36,23,15,14,10,465,0,0,0,0,17,23,56,436,55,42,36,64,104,67,20,916,0,0,6,26,10,12,11,4,0,3,0,0,0,0,5,88,0,0,0,12,4,9,6,4,0,0,5,3,0,0,0,45,7,156,569,743,279,191,213,217,21,47,23,11,18,12,66,2575,0,0,0,20,12,17,29,26,7,4,7,6,3,0,11,154,0,0,3,3,68,84,66,50,14,12,18,12,12,6,8,353,0,0,0,0,4,10,17,27,3,10,3,0,4,9,0,77,3,47,89,313,302,515,1060,1464,190,194,225,249,243,191,130,5232,32,734,1493,1784,1300,1911,3570,5574,836,926,1041,896,915,659,650,22317
SED28607,0,0,3,10,39,35,54,69,7,17,13,13,10,0,5,268,0,4,3,13,5,34,21,20,12,18,3,9,5,7,7,167,0,0,0,3,14,24,31,50,0,7,15,10,18,4,13,188,0,5,47,370,71,51,11,10,3,3,3,3,0,0,15,589,0,0,3,13,3,8,9,0,0,0,0,0,0,0,4,42,12,157,334,429,296,301,539,409,108,127,76,75,66,40,69,3032,0,0,0,24,38,43,71,60,30,22,16,25,12,15,13,355,0,0,0,0,573,417,111,84,19,34,18,22,10,10,40,1345,0,0,0,0,3,4,3,21,3,0,4,0,0,0,0,35,3,124,210,495,315,346,475,397,83,98,124,161,120,94,102,3148,24,954,2193,2590,2077,2197,2633,2364,552,639,588,627,526,353,598,18925
SED28704,0,0,0,12,25,25,112,113,27,8,14,7,8,6,13,365,0,3,3,22,9,35,133,232,25,41,7,18,18,7,7,566,0,0,0,0,8,16,37,33,3,4,13,15,9,6,4,141,0,11,25,107,39,55,34,25,7,3,3,0,0,3,6,326,0,0,0,35,13,21,6,4,0,0,3,0,0,0,5,91,9,116,388,592,273,272,356,432,87,100,67,40,30,15,68,2838,0,0,6,17,18,19,36,44,4,11,10,3,8,7,8,190,0,0,0,0,23,30,23,25,3,5,7,0,3,3,6,124,0,0,0,0,4,0,44,78,7,19,6,11,7,19,3,195,0,60,88,264,164,235,298,345,53,60,52,32,50,31,65,1790,10,560,1193,1647,987,1332,2041,2968,508,517,395,315,340,206,443,13463
SED28803,0,0,3,7,17,23,28,35,5,4,0,11,3,3,0,139,0,0,11,46,36,425,438,722,80,134,81,68,65,45,47,2204,0,0,0,0,8,62,65,33,4,4,10,8,10,4,12,226,0,4,10,95,24,42,27,7,3,0,0,4,0,0,16,231,0,0,4,488,323,549,403,180,26,29,21,18,12,9,75,2129,0,51,208,302,113,81,82,120,34,25,18,9,7,9,28,1100,0,0,0,4,7,15,32,23,0,7,11,8,17,5,8,139,0,0,0,4,71,99,36,39,5,4,9,6,3,3,9,287,0,0,0,0,0,0,17,66,0,3,3,4,6,0,3,106,0,49,108,505,447,866,998,889,161,185,216,188,278,195,182,5271,3,537,1468,2719,1879,4396,7027,8281,1305,1297,1619,1397,1259,946,1008,35157
SED29494,0,0,0,3,6,0,7,0,0,0,0,0,0,3,0,25,0,0,0,4,0,0,0,5,0,0,0,0,0,3,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,5,3,0,0,0,0,0,0,3,26,0,11,27,47,32,15,11,8,5,7,3,8,46,49,39,306,0,0,0,3,0,3,3,3,0,0,0,0,3,17,5,47,0,0,0,0,11,16,9,8,7,4,0,8,7,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,13,24,32,52,60,11,24,16,41,63,80,89,519,3,35,61,104,113,130,178,195,49,54,81,109,221,375,305,2011
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
