SED_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
SED21106,0,3,10,31,82,147,198,103,14,14,22,11,33,30,15,711,0,3,13,50,29,33,12,5,0,3,7,0,0,3,8,151,0,0,0,0,6,9,19,27,3,15,11,10,8,5,8,113,0,0,3,13,5,3,4,0,0,0,0,0,0,0,0,37,0,0,0,15,16,9,8,6,3,3,0,0,0,3,0,67,18,213,375,521,341,385,652,571,171,147,157,148,164,100,94,4078,0,0,12,32,41,63,131,104,29,31,37,44,56,30,22,635,0,0,0,5,55,15,12,13,5,5,3,0,8,0,0,119,0,0,0,5,7,5,11,10,0,0,0,0,0,0,0,41,16,188,204,282,405,667,474,311,87,87,106,143,103,70,81,3231,85,859,1291,1646,1600,2146,2549,2096,566,589,633,716,724,459,464,16430
SED21203,0,0,0,5,5,5,8,5,0,0,0,0,0,3,0,38,0,3,3,45,19,138,116,194,24,56,23,39,28,34,34,739,0,0,0,0,3,21,34,32,5,5,6,4,10,6,3,126,0,0,3,38,8,17,5,4,0,0,0,0,0,0,7,88,0,0,9,1181,684,919,678,265,73,45,51,34,44,32,155,4169,3,53,198,160,44,39,37,32,4,3,3,7,5,0,28,620,0,0,4,8,11,6,20,16,8,4,3,7,5,3,0,93,0,0,0,5,302,379,122,78,19,21,22,26,14,12,42,1050,0,0,0,0,3,0,8,8,0,0,0,0,0,0,0,25,0,60,121,485,395,824,953,962,222,199,335,366,405,267,250,5834,27,931,2045,3378,2552,4506,5164,4746,1140,1115,1834,1475,1375,990,1469,32753
SED21303,0,0,4,16,25,32,52,37,7,8,9,5,6,6,7,210,0,0,4,15,18,57,32,19,4,4,4,6,11,5,3,194,0,0,0,6,7,26,37,29,3,9,11,8,19,13,8,185,0,0,12,19,4,4,4,3,0,0,0,0,0,0,0,48,0,0,0,123,66,70,14,19,7,0,6,3,6,0,19,333,3,53,185,269,225,268,425,301,100,86,98,101,121,72,62,2366,0,3,3,34,47,58,78,89,33,33,28,32,43,24,19,529,0,0,0,3,145,113,47,68,4,10,20,16,28,15,16,491,0,0,0,3,3,3,9,7,0,0,0,0,0,0,0,37,0,54,116,311,246,374,436,724,99,177,271,329,417,245,108,3913,26,908,2589,2569,1719,2082,2493,2803,682,869,1120,1184,1465,943,675,22130
SED21401,0,0,5,9,71,80,185,118,14,21,10,20,22,24,12,593,0,7,19,30,44,128,83,39,7,3,5,4,10,3,16,389,0,0,0,0,9,13,26,25,0,3,4,6,7,3,3,103,0,12,35,74,18,15,9,0,0,0,0,0,3,0,12,185,0,0,8,43,14,21,17,0,0,0,3,0,0,0,3,116,21,138,237,240,111,110,144,131,25,27,20,12,10,3,48,1282,0,3,0,19,9,23,43,32,4,9,9,11,10,10,6,189,0,0,0,0,369,132,38,22,4,3,19,9,13,11,22,648,0,0,0,3,6,4,15,6,0,4,0,0,0,0,0,46,9,233,244,308,312,443,455,219,35,51,42,58,58,30,95,2590,72,1703,2943,2357,2352,4185,4320,3343,660,788,750,846,724,469,925,26443
SED21503,0,0,6,4,31,17,51,44,3,0,6,9,17,3,3,186,0,4,7,18,51,244,200,128,19,26,42,60,48,48,17,912,0,0,0,0,7,27,40,26,6,8,4,11,15,13,8,158,0,12,66,298,66,145,50,3,0,0,3,3,3,0,21,681,0,3,3,29,5,13,6,9,0,0,0,0,0,4,0,69,7,122,246,291,182,144,127,92,26,22,11,21,18,11,51,1383,0,0,3,11,6,15,29,22,7,3,7,11,6,3,8,133,0,0,0,3,184,171,56,133,23,59,70,135,159,105,37,1139,0,0,0,3,8,0,11,9,0,0,4,3,3,3,0,39,0,72,107,309,212,356,437,361,94,134,130,197,235,157,83,2895,15,785,1612,1993,1312,2360,2685,2900,616,794,1000,1282,1343,897,697,20300
SED21608,0,3,3,10,15,3,36,24,0,3,0,4,6,0,4,102,0,3,3,4,4,4,5,11,0,3,4,3,7,0,3,51,0,0,0,0,3,3,17,16,3,0,0,3,4,0,7,58,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,175,418,633,219,143,164,134,17,19,19,22,8,3,84,2058,0,3,4,24,18,6,29,12,6,14,7,3,4,0,6,133,0,0,0,0,9,3,0,14,0,5,0,0,3,0,3,41,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,15,0,51,76,127,81,60,114,110,21,21,14,10,18,19,32,749,8,546,864,1073,570,445,658,698,110,158,155,133,146,120,279,5975
SED21706,0,0,9,26,57,52,114,53,4,15,8,13,9,8,9,372,0,8,23,79,54,146,148,165,20,42,54,84,126,104,24,1074,0,0,0,8,11,25,47,35,10,4,16,17,20,11,17,223,0,0,12,9,0,0,7,0,0,0,0,0,0,0,0,35,0,0,0,15,12,8,8,3,0,0,0,0,10,0,0,54,23,151,289,387,230,186,307,188,44,43,53,29,32,18,47,2027,0,0,3,35,18,37,70,40,5,4,11,29,22,9,7,288,0,3,3,15,350,114,55,73,10,23,29,42,53,40,26,853,0,0,0,0,7,5,19,18,0,3,0,0,3,3,0,57,4,90,170,259,301,434,480,311,81,72,79,121,138,121,106,2759,51,623,1392,1629,1874,2900,3835,3421,688,892,1090,1432,1678,1196,843,23550
SED21805,0,0,5,11,69,62,158,134,44,36,24,15,21,7,17,614,0,6,17,80,53,98,86,55,12,7,9,7,4,3,11,439,0,0,0,3,9,16,31,34,8,3,14,10,7,8,7,158,0,3,3,8,3,6,4,0,0,0,0,0,0,0,0,29,0,0,3,33,4,19,15,12,0,0,0,0,0,0,3,90,8,265,687,1065,564,359,359,348,72,68,79,45,31,27,154,4139,0,5,3,18,16,39,49,33,15,11,3,10,6,15,7,224,0,0,0,3,38,43,35,22,3,8,3,10,3,5,9,178,0,0,0,3,3,3,39,36,3,6,0,5,0,3,0,111,3,54,137,347,330,516,574,362,52,66,43,45,39,24,74,2671,22,656,1356,2198,1801,2245,2653,2276,457,432,383,334,276,169,569,15836
SED21906,3,3,25,27,235,639,776,209,15,20,26,17,24,6,14,2040,0,0,5,45,27,49,39,29,16,12,11,12,6,3,6,267,0,0,0,4,4,12,32,27,9,10,4,15,8,7,6,155,0,0,0,4,6,0,4,6,0,0,3,0,0,0,0,27,0,0,0,7,3,7,4,10,0,0,0,0,0,4,0,49,23,175,265,351,234,222,335,308,80,109,86,86,75,40,61,2454,3,3,9,49,66,92,134,126,39,31,18,56,31,17,29,701,0,0,0,4,50,25,16,48,9,9,8,21,26,9,5,233,0,0,0,4,25,18,29,15,0,0,0,0,3,3,0,93,47,550,586,397,885,1323,791,684,148,166,170,216,221,135,173,6489,223,1534,1772,1535,2180,3290,3354,3280,784,917,1012,1314,1465,902,730,24296
SED22005,0,0,3,21,56,50,114,73,13,18,4,0,7,0,3,369,0,3,19,162,124,253,175,222,39,81,71,63,73,47,45,1396,0,0,0,3,44,46,80,92,16,11,29,36,66,13,27,462,3,0,0,34,9,6,6,0,0,0,0,0,0,0,0,53,0,0,4,94,36,22,14,5,3,0,0,3,3,3,3,194,9,109,214,279,137,98,152,113,22,37,18,38,18,18,24,1284,0,0,0,5,5,14,22,40,8,7,4,11,3,7,6,135,3,0,5,18,1278,1347,534,488,103,99,152,133,119,59,133,4472,0,0,0,0,3,0,5,30,4,5,4,3,7,5,0,65,5,80,170,725,1154,1446,1245,943,180,258,459,306,370,223,241,7805,38,675,2209,3357,3866,5097,5339,6397,1154,1493,2013,2318,2515,1530,1348,39353
SED22105,0,0,4,14,86,62,160,139,23,25,17,21,22,5,6,580,0,6,16,85,94,397,721,1404,178,202,145,102,110,69,77,3611,0,0,0,0,21,51,62,72,10,13,3,7,8,3,9,260,0,0,0,17,15,27,28,20,0,0,7,0,0,0,9,117,0,0,0,56,30,40,35,15,3,0,0,3,6,0,9,207,4,178,479,922,518,319,230,384,44,61,27,14,25,11,100,3327,0,3,4,15,17,13,45,39,3,7,4,9,5,4,8,165,0,0,0,0,45,111,63,80,8,6,10,8,3,9,7,364,0,0,0,0,4,6,71,122,11,12,13,8,8,9,3,259,3,45,96,488,522,1302,2227,1989,258,301,286,254,235,144,218,8370,19,519,1102,2142,1987,3870,7604,11032,1421,1603,1337,1097,1033,645,963,36382
SED22201,3,0,9,19,83,41,115,89,8,8,12,6,15,5,5,420,0,3,18,36,14,33,52,50,0,15,14,10,3,3,5,263,0,0,0,0,4,7,25,44,3,4,22,9,11,9,4,147,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,3,3,3,0,0,3,0,0,0,0,17,22,270,643,1037,373,262,223,164,22,28,15,9,19,8,94,3203,0,4,5,20,20,25,48,21,10,3,5,4,8,0,3,174,0,0,0,3,57,32,25,19,0,0,0,0,0,5,3,149,0,0,0,3,0,3,8,14,0,0,0,8,0,0,3,48,5,77,108,206,175,200,287,597,106,177,194,129,129,75,65,2529,47,720,1293,1839,1146,1203,1773,2107,348,433,465,377,380,207,358,12709
SED22305,0,3,3,21,98,65,23,28,0,4,0,0,3,0,0,255,0,0,19,158,148,583,640,1098,226,707,299,155,192,105,84,4404,0,0,0,0,25,38,39,47,12,5,0,8,10,7,3,203,0,0,9,177,164,234,149,75,6,16,6,3,6,0,46,903,0,0,0,89,68,69,35,16,0,0,3,0,4,0,8,289,5,128,379,447,209,85,47,41,7,8,8,7,8,3,51,1428,0,3,7,4,6,5,22,14,3,4,13,6,7,3,3,92,0,0,0,4,314,435,189,174,33,31,42,25,26,21,37,1332,0,0,0,0,4,0,7,26,3,3,0,4,3,3,0,55,3,55,185,895,846,1806,3269,2483,751,1091,985,613,521,360,418,14280,21,679,1678,2933,2940,5230,7305,7944,1673,2983,2660,1813,1671,1028,1207,41758
SED22404,0,0,8,20,38,23,40,37,0,0,0,4,0,0,7,184,0,3,4,11,0,3,8,4,0,0,0,0,0,0,5,44,0,0,0,0,0,0,16,9,0,3,4,0,3,3,11,56,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,11,283,705,947,319,262,279,145,14,15,17,14,10,4,131,3155,0,4,8,36,18,27,30,20,3,0,3,3,6,3,6,168,0,0,0,0,3,4,0,5,0,0,0,0,0,0,3,23,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,17,3,69,114,156,89,68,81,34,17,19,16,15,21,13,38,758,31,761,1330,1557,877,676,789,448,78,69,79,90,83,47,326,7239
SED22501,0,0,8,10,23,35,110,97,10,16,13,3,6,3,4,335,0,7,9,23,17,32,26,22,0,12,8,3,0,3,7,170,0,0,0,0,7,3,17,11,3,3,4,0,3,0,3,62,0,12,18,76,11,15,7,4,0,0,0,0,3,0,3,145,0,0,0,16,0,8,0,3,3,0,0,0,0,0,0,40,14,182,433,540,305,270,432,358,57,47,59,50,19,10,49,2819,0,0,8,20,33,38,59,53,7,9,9,8,20,3,3,278,0,0,0,0,20,8,14,8,0,3,5,3,0,0,0,77,0,0,4,0,4,7,13,9,0,0,0,3,0,0,0,39,7,81,139,239,114,169,182,130,29,29,19,34,9,10,30,1221,31,775,1315,1555,932,1120,1594,1313,219,248,214,223,173,81,241,10045
SED22607,0,0,8,3,18,15,46,24,3,3,7,3,10,5,5,147,0,0,14,41,23,51,30,65,8,12,14,13,18,5,4,306,0,0,0,0,11,25,34,44,11,3,15,14,24,5,9,182,0,0,3,31,0,13,4,3,0,0,0,0,0,0,0,57,0,0,0,56,30,55,41,19,4,4,4,0,0,0,11,226,5,99,211,300,164,175,220,151,47,46,50,41,52,28,46,1634,0,0,7,17,23,32,54,44,17,22,13,13,18,6,7,273,0,0,3,4,348,349,117,113,24,33,40,25,57,29,47,1194,0,0,0,0,3,6,13,5,0,3,3,0,0,0,0,31,3,90,127,295,251,530,747,694,129,156,218,273,271,172,143,4085,26,885,1660,1846,1424,2026,2484,2582,603,680,825,924,1013,655,542,18173
SED22704,0,0,7,3,8,3,19,7,5,0,0,0,0,5,3,70,0,0,0,4,0,3,3,0,0,3,9,3,0,0,3,30,0,0,0,0,0,6,11,25,0,3,4,4,9,0,9,77,0,0,5,13,3,0,3,0,0,0,0,0,0,0,0,32,0,0,0,7,0,5,7,0,0,0,0,0,0,0,0,28,9,237,535,607,170,100,120,82,19,12,9,9,21,3,94,2031,0,0,3,23,9,15,24,3,3,3,10,5,9,3,4,113,0,0,0,0,0,5,6,0,0,0,0,0,0,0,8,30,0,0,0,0,3,7,8,0,4,0,0,0,0,0,0,22,9,68,99,152,73,54,63,70,5,15,5,11,21,9,47,699,29,730,1063,1114,552,435,543,485,117,111,104,91,169,115,388,6047
