SED_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED22105,0,21,24,211,83,86,37,16,4,497,0,0,0,8,8,4,4,0,3,29,3,8,13,62,8,0,0,0,0,93,0,3,0,7,15,29,60,41,23,182,48,245,280,515,176,101,44,19,4,1419,0,0,0,12,11,7,9,6,0,50,4,58,61,160,18,11,0,3,0,327,0,0,0,5,3,0,0,0,0,12,11,97,151,498,229,95,31,11,4,1132,0,3,6,42,14,21,20,4,0,118,0,6,8,32,45,65,45,34,12,243,3,18,14,42,23,11,4,0,0,104,3,27,41,114,53,25,16,11,3,292,0,0,0,11,25,18,18,3,7,84,15,153,121,1014,224,149,80,26,6,1781,0,0,0,25,0,4,0,0,0,37,0,8,13,104,21,15,0,0,0,161,0,0,3,28,4,13,0,0,0,55,3,0,9,32,32,7,3,6,0,97,4,15,12,32,9,3,5,0,0,84
SED22201,0,3,3,11,7,4,0,0,0,34,4,63,157,299,55,17,9,0,0,598,0,0,0,5,0,0,0,0,0,11,0,0,0,4,3,34,72,55,24,188,5,14,31,112,67,55,30,19,8,335,0,0,0,0,6,12,19,14,0,51,0,0,3,8,0,4,0,0,0,18,0,0,0,9,8,8,0,0,0,24,3,6,14,81,47,33,14,4,0,198,0,0,0,10,5,12,0,7,3,46,0,0,4,19,28,36,54,48,21,211,0,3,9,10,17,14,4,0,0,53,0,13,31,70,49,26,21,12,3,226,0,0,0,0,10,4,3,8,0,22,0,3,8,59,15,28,13,5,3,140,0,3,0,20,7,0,0,0,0,31,3,15,14,52,8,5,3,0,0,96,0,0,0,0,5,0,4,4,0,13,0,0,0,3,3,0,0,0,0,8,0,10,11,26,20,5,8,0,0,85
SED22305,0,11,14,73,36,65,64,61,31,354,0,4,21,51,14,13,10,0,0,110,0,0,0,20,0,0,0,0,0,25,0,3,3,3,3,16,46,58,41,168,17,97,130,217,75,55,23,5,0,632,0,0,0,0,3,10,10,10,3,35,28,132,116,290,32,15,4,0,0,614,0,0,4,3,0,0,0,0,0,8,16,27,70,231,114,113,45,11,10,635,0,0,5,36,33,74,64,35,41,286,0,0,0,9,4,25,43,32,21,133,0,3,7,14,7,10,3,0,0,50,0,7,12,31,10,25,31,12,5,134,0,0,4,45,51,59,52,42,17,270,27,125,165,840,250,202,154,71,37,1871,0,0,3,14,4,4,3,0,0,29,0,12,19,74,21,7,0,0,0,139,0,0,18,126,97,87,66,26,11,443,0,0,3,29,37,33,18,13,3,138,0,11,9,14,3,7,0,0,3,43
SED22404,0,0,0,3,0,6,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,47,76,22,14,186,0,11,17,97,85,95,47,11,3,367,0,0,0,0,8,4,4,8,4,28,0,0,0,0,0,0,0,0,0,7,0,0,0,11,11,0,0,0,0,22,0,5,5,30,16,17,3,0,0,70,0,3,0,12,0,13,11,3,3,41,0,4,5,18,25,32,41,22,7,161,0,0,0,6,4,7,0,0,0,18,0,8,16,19,11,22,14,5,3,96,0,0,0,0,3,6,3,0,0,13,0,0,0,4,3,3,6,0,0,21,0,0,6,10,0,0,0,0,0,22,4,0,0,16,4,0,0,0,0,31,0,0,0,3,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,4,7,25,15,16,18,3,0,92
SED22501,0,0,0,7,10,7,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,16,9,12,26,15,10,82,0,25,25,103,83,58,26,11,4,332,0,0,0,9,6,6,9,3,0,32,0,0,4,8,3,0,0,0,0,15,0,0,0,5,7,3,3,0,0,17,0,0,5,33,13,15,15,0,0,83,0,0,0,14,4,8,7,9,3,41,0,8,5,23,28,35,34,19,8,157,0,13,3,16,9,8,5,3,0,53,0,18,18,63,48,19,7,3,0,180,0,0,0,0,14,6,7,0,0,22,0,4,3,32,10,18,8,4,0,81,0,0,0,11,0,0,0,0,0,16,0,3,13,25,9,5,0,0,0,52,0,0,3,10,22,17,14,3,0,73,0,0,0,9,0,12,0,0,0,21,3,13,7,42,35,20,11,3,0,135
SED22607,0,0,0,25,3,4,0,3,0,38,0,0,6,12,3,4,0,0,0,23,0,3,32,94,0,0,0,0,0,134,0,0,3,17,3,5,6,3,0,36,4,20,56,260,82,59,24,6,4,520,0,0,0,12,4,0,3,4,0,23,3,0,6,30,3,4,3,0,0,45,0,0,0,10,0,3,0,0,0,13,0,9,16,124,33,19,10,0,0,216,0,0,0,17,11,18,8,15,5,68,0,4,7,23,15,14,21,6,5,99,0,11,14,50,5,9,0,0,0,92,3,0,6,27,5,5,3,0,0,64,0,0,0,4,8,10,4,11,3,33,0,7,7,69,19,24,12,0,8,145,0,0,7,51,3,4,3,0,0,64,0,0,21,91,17,5,0,0,0,144,0,0,0,10,10,3,3,0,0,35,0,3,3,40,43,16,7,5,0,123,5,17,14,75,11,11,5,3,0,150
SED22704,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,28,51,19,10,118,0,9,20,75,64,78,31,14,10,310,0,0,0,6,4,5,6,3,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,16,0,13,13,89,40,38,16,0,0,207,0,0,0,3,0,3,0,4,9,16,0,0,0,7,17,33,36,20,6,124,0,0,3,5,3,0,0,0,0,17,0,3,3,18,5,5,4,0,0,40,0,0,0,0,3,0,5,4,3,16,0,0,0,3,6,3,0,0,0,18,0,0,4,15,0,0,0,0,0,24,4,5,8,30,11,9,3,0,0,61,0,0,0,0,3,0,4,0,0,12,0,0,0,6,0,0,7,0,0,16,0,3,0,14,8,12,15,3,0,55
SED22802,0,0,0,12,7,4,3,3,0,24,0,19,40,51,15,13,4,0,0,146,0,0,0,9,4,0,0,0,0,17,0,3,5,14,18,61,107,58,23,284,0,22,39,104,78,52,21,3,0,328,0,0,3,3,18,14,15,3,0,57,0,0,0,0,0,0,0,0,0,8,0,0,0,4,9,0,0,0,0,17,0,7,17,50,41,27,14,4,0,156,0,0,0,15,12,14,9,7,0,54,0,0,3,20,31,35,42,24,4,158,0,0,3,10,10,4,5,0,0,31,0,10,24,45,33,29,13,4,0,161,0,0,0,0,0,4,0,0,0,5,0,3,3,27,15,20,11,4,0,76,0,0,3,16,5,4,0,0,0,22,0,10,0,45,19,0,3,0,0,82,0,0,0,0,4,3,5,3,0,15,0,0,0,0,3,0,3,0,0,7,0,5,9,18,12,9,13,0,0,71
SED22901,0,0,0,13,3,20,12,3,0,49,0,0,0,5,0,0,0,0,3,16,0,0,9,18,6,0,0,0,0,34,0,0,0,11,7,28,36,47,31,167,3,45,41,88,63,66,39,12,6,359,0,0,0,5,4,10,13,12,3,54,0,9,7,14,5,0,0,0,0,39,0,0,3,8,10,3,0,0,0,20,0,9,28,106,57,59,33,5,4,297,0,3,0,13,9,33,21,3,11,89,0,0,4,12,25,33,38,34,12,161,4,31,46,67,45,34,19,7,3,260,0,10,22,61,36,40,40,8,3,225,0,0,0,7,8,12,4,3,0,37,5,16,52,205,116,119,72,14,18,603,3,5,0,45,10,12,9,0,0,80,0,4,6,41,17,12,0,0,0,84,0,0,0,3,3,0,6,0,0,10,0,0,3,0,0,6,0,0,0,16,0,8,12,27,13,11,3,0,0,78
SED23007,0,0,4,28,4,7,3,0,0,52,0,36,45,149,23,7,4,4,0,260,0,0,61,178,7,4,3,3,0,258,0,0,0,10,10,10,3,11,0,42,10,67,115,344,79,48,35,4,0,697,0,0,0,4,0,3,8,5,0,24,7,12,13,80,6,0,0,0,0,116,3,3,5,12,6,3,0,0,0,35,8,27,66,373,122,125,73,24,10,823,0,0,3,31,16,38,24,26,25,163,0,0,0,19,10,13,19,15,3,72,4,0,23,70,8,8,7,0,0,121,0,0,3,39,6,3,4,0,0,59,0,0,0,8,19,21,20,23,4,94,4,13,29,97,20,5,3,9,8,186,3,0,4,77,4,5,0,0,0,95,0,12,32,123,24,7,4,0,0,202,0,3,0,47,52,74,97,40,10,323,0,0,0,42,37,23,16,8,3,125,0,9,16,59,9,3,0,0,0,93
SED23101,0,0,5,12,7,8,4,0,0,40,0,0,0,8,3,3,0,3,0,20,0,0,0,3,0,0,0,0,0,10,0,0,0,4,4,8,21,23,10,77,0,49,42,85,42,35,33,12,4,306,0,3,0,3,6,8,0,8,0,24,0,8,9,28,9,6,4,0,0,65,0,0,0,0,7,0,0,0,0,15,5,11,20,99,51,43,22,7,3,248,0,0,0,20,15,24,24,15,9,101,0,0,0,8,14,31,41,36,16,134,6,49,35,67,41,46,16,3,0,264,0,10,27,45,32,22,17,13,4,174,0,0,0,6,3,14,3,9,0,31,3,23,66,190,101,97,68,42,12,608,0,4,5,68,17,16,12,0,0,130,0,6,5,71,11,8,3,0,0,109,0,0,0,0,5,3,0,3,0,15,0,0,3,4,4,3,4,0,3,20,3,13,15,31,19,11,7,0,0,100
SED23205,0,5,5,26,11,10,4,8,0,66,0,0,0,6,3,3,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,3,11,13,32,32,42,20,149,0,35,76,249,122,139,65,16,7,703,0,0,0,7,11,8,27,6,4,64,0,0,3,6,5,0,3,0,0,20,0,0,0,16,11,7,0,0,0,40,8,13,11,122,52,42,20,4,3,275,0,0,0,22,9,23,12,8,0,81,0,6,11,33,43,71,64,65,34,326,0,4,4,9,4,4,0,0,0,31,0,3,17,46,42,16,10,6,4,137,0,0,0,3,5,11,11,7,0,37,0,6,4,27,14,15,13,10,3,104,0,0,0,11,8,0,0,0,0,21,3,5,9,61,10,6,0,0,0,91,0,0,0,3,4,4,0,0,0,8,0,0,0,4,5,3,0,0,0,11,0,4,13,23,25,16,9,0,0,102
SED23308,0,0,0,4,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,7,0,0,6,23,0,0,0,0,0,32,0,3,6,15,6,27,60,53,22,186,0,11,27,116,57,54,20,9,7,298,0,3,0,7,9,6,16,10,0,55,0,0,0,15,0,0,0,0,0,26,0,0,0,7,5,3,0,0,0,15,3,9,13,81,28,26,27,0,0,182,0,0,0,8,3,11,10,10,9,44,0,7,5,26,19,43,45,35,9,180,0,0,8,14,5,4,7,0,0,39,0,3,5,24,12,8,8,10,4,71,0,0,0,0,3,11,14,4,6,36,3,9,3,34,3,9,3,0,0,64,0,0,3,8,0,0,0,0,0,15,0,6,6,23,8,5,0,0,0,58,0,0,0,4,8,6,0,9,4,34,0,0,0,3,3,0,3,0,0,7,0,8,12,45,8,8,14,3,0,110
SED23402,0,4,17,46,24,24,20,3,3,145,0,0,0,9,0,0,0,0,4,10,0,0,0,3,0,0,0,0,0,9,0,3,8,17,14,51,82,46,22,241,9,45,50,179,95,69,44,7,3,500,0,0,0,5,7,8,20,4,0,47,0,7,0,34,9,0,0,0,0,51,0,0,0,10,8,0,0,0,0,15,0,12,18,91,48,32,9,0,3,215,0,0,0,26,14,17,9,7,3,73,0,9,8,42,53,84,46,35,19,291,3,6,14,24,11,8,4,0,0,74,0,13,37,82,54,26,19,7,5,235,0,0,0,7,10,18,10,0,4,51,5,32,23,171,70,39,24,11,9,377,0,3,5,19,0,0,0,0,0,31,0,0,0,38,11,4,0,0,0,60,0,0,0,3,0,0,0,0,0,5,0,0,0,3,10,3,0,0,0,22,3,12,10,30,13,16,7,3,0,93
SED23502,0,0,0,0,3,0,4,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,48,72,42,12,184,0,24,17,75,54,74,48,20,3,313,0,0,0,0,4,6,10,6,0,29,0,0,0,3,0,0,0,0,0,4,0,3,0,10,5,6,6,0,0,24,3,8,3,55,31,29,13,3,3,155,0,0,0,4,0,5,9,3,3,23,0,0,0,13,9,34,53,34,6,146,0,3,0,7,0,0,0,0,0,8,0,3,8,18,15,14,4,4,0,69,0,0,0,0,0,3,4,0,0,11,0,0,0,9,0,0,3,0,0,12,0,0,3,23,0,0,0,0,0,30,0,0,3,13,6,5,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,17,10,7,16,3,0,59
SED23602,0,0,3,3,6,10,9,0,0,25,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,10,12,55,74,34,21,217,5,31,18,86,69,91,38,8,4,355,0,0,0,0,6,6,4,10,0,26,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,4,0,0,0,3,3,9,6,60,39,27,14,5,0,161,0,0,0,3,3,6,10,3,10,28,0,7,4,13,12,33,45,24,9,149,0,0,0,5,3,5,0,0,0,13,0,8,6,16,13,7,8,4,0,73,0,0,0,0,0,3,4,3,0,8,0,0,3,15,0,6,11,0,3,35,0,0,4,19,0,0,0,0,0,22,0,3,4,15,16,8,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,17,0,17,11,14,15,0,0,79
SED23702,0,0,0,3,8,6,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,17,41,76,45,19,212,0,22,36,148,122,101,42,16,3,480,0,0,5,5,7,13,12,7,0,57,0,0,0,0,0,3,0,0,0,3,0,0,0,3,9,5,0,0,0,14,0,14,18,73,31,23,3,0,0,172,0,0,0,5,3,9,8,6,4,37,0,3,11,37,80,83,58,49,11,332,0,0,0,12,6,6,0,3,0,28,0,6,12,33,13,18,21,7,0,111,0,0,0,3,3,0,4,3,0,23,0,3,0,10,12,7,7,0,0,38,0,0,0,4,3,4,0,0,0,9,0,3,3,35,11,4,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,5,12,11,12,3,0,0,52
SED23806,0,0,0,14,4,8,0,0,0,36,0,0,3,3,3,0,0,3,0,10,0,0,13,16,0,0,0,0,0,30,0,0,0,12,0,15,9,5,5,49,5,24,54,258,89,87,54,30,8,608,0,0,0,3,4,3,9,0,0,26,0,0,7,15,3,4,0,0,0,32,0,0,0,9,7,3,0,0,0,20,0,8,16,104,9,23,4,3,0,165,0,0,0,20,7,9,12,11,9,70,0,7,3,37,30,17,34,17,10,146,3,16,26,84,22,29,15,6,3,199,0,9,18,80,36,26,20,13,3,205,0,0,0,0,6,3,0,6,0,25,0,4,31,125,23,28,29,12,3,253,0,3,14,81,12,12,12,0,0,132,0,0,24,114,13,8,0,4,0,171,0,0,0,3,3,3,3,0,3,21,0,0,0,11,3,3,0,0,4,19,12,46,36,84,49,22,3,3,3,261
SED23901,0,0,6,12,3,11,5,4,4,44,0,0,8,10,3,0,0,0,0,25,0,0,3,13,0,0,0,0,0,19,0,7,0,5,8,9,9,9,6,56,9,26,28,178,70,52,26,12,4,401,0,0,0,7,4,4,12,0,3,24,0,0,3,29,10,8,0,0,0,47,0,0,0,3,5,3,0,0,0,13,3,3,20,95,35,26,17,9,4,204,0,0,0,24,12,21,9,19,10,96,0,12,6,28,17,28,17,24,15,139,0,9,16,51,11,6,8,4,0,113,3,3,9,44,28,11,4,3,3,111,0,0,0,4,4,13,10,11,6,48,0,12,12,70,38,26,27,14,0,202,0,0,6,47,8,8,4,0,0,70,3,3,19,47,16,9,3,0,0,102,0,0,0,12,15,19,33,13,0,96,0,0,0,6,5,3,3,4,0,23,5,18,23,51,12,14,10,0,0,133
SED24006,0,0,0,4,8,4,3,0,0,20,0,0,0,5,5,3,3,0,0,19,0,0,5,6,3,0,0,0,0,11,0,3,5,11,10,3,21,13,3,61,5,37,48,125,78,53,30,15,5,407,0,0,0,7,5,0,4,0,3,18,0,0,3,15,10,4,0,0,0,38,0,0,0,4,12,3,0,0,0,24,0,8,3,60,18,19,5,3,0,121,0,0,0,16,8,24,14,17,15,94,0,5,4,12,13,19,14,8,9,81,3,24,37,50,36,47,27,3,8,233,0,4,29,65,41,26,15,6,3,196,0,0,0,0,9,7,3,6,3,23,0,11,18,62,56,39,16,14,7,225,0,3,21,102,29,49,20,3,0,234,0,4,15,49,15,10,0,0,0,105,0,0,0,6,5,6,12,3,3,38,0,0,3,15,21,4,0,4,0,44,8,37,27,52,33,25,10,10,0,200
SED24105,0,4,12,66,49,64,62,33,19,311,3,7,28,94,25,19,3,6,0,183,0,5,0,30,3,3,0,0,0,38,0,3,0,5,3,20,21,20,13,84,16,97,122,164,52,38,11,7,3,509,0,0,0,4,3,4,14,11,3,38,4,11,17,71,8,10,4,0,0,124,0,0,0,3,3,0,0,0,0,10,4,20,55,190,109,71,28,9,3,496,0,0,3,19,21,40,27,23,13,145,0,8,3,12,18,14,32,21,10,114,0,3,10,39,9,17,7,0,0,86,0,9,22,47,36,21,25,7,0,166,0,0,0,10,19,24,25,20,10,106,8,31,61,319,149,151,156,60,46,970,0,3,3,30,4,6,0,0,0,50,7,45,38,196,42,19,5,0,0,347,0,0,0,10,10,9,8,3,0,44,0,7,9,63,93,38,37,12,0,248,3,10,13,7,3,3,3,0,0,46
SED24207,0,0,5,28,8,7,4,3,0,62,0,18,44,105,9,4,3,0,0,190,0,0,7,39,3,3,0,0,0,53,0,3,0,3,6,4,14,6,3,37,33,208,196,286,79,47,13,5,0,873,0,0,0,0,4,3,0,9,0,22,20,39,34,176,18,12,4,0,0,299,0,4,4,10,0,0,0,0,0,17,9,120,251,878,480,343,131,38,13,2266,0,0,4,62,33,47,38,15,7,200,0,0,7,3,17,22,17,5,3,75,3,15,12,26,16,4,3,3,0,80,0,3,13,12,21,9,4,0,0,60,0,0,0,20,22,30,28,9,0,115,3,25,18,173,73,29,11,10,4,347,0,0,7,20,8,3,3,0,0,40,0,6,6,104,30,11,5,3,0,156,0,6,23,132,127,177,122,40,8,624,0,3,11,43,45,26,11,3,0,144,3,12,13,19,0,3,0,0,0,56
SED24308,0,0,0,3,0,0,0,0,0,8,3,5,38,88,28,16,15,0,0,183,0,0,0,3,0,0,0,0,0,3,0,0,0,5,8,26,94,56,36,221,9,10,31,118,60,48,15,3,0,300,0,0,0,7,15,7,16,7,0,53,3,28,25,26,0,3,0,0,0,87,0,0,0,13,3,4,0,0,0,22,5,20,59,135,91,61,25,3,8,401,0,0,0,17,12,27,22,30,35,141,0,4,3,12,25,54,64,47,6,219,0,5,6,8,11,7,0,0,0,45,0,0,4,11,14,6,3,3,0,46,0,0,0,6,24,37,45,39,12,165,0,0,0,14,3,4,10,0,3,32,3,0,0,3,3,0,0,0,0,15,6,75,52,52,12,9,3,0,0,214,0,0,5,23,32,76,79,45,7,270,0,0,3,13,7,7,7,6,0,45,0,8,9,17,8,3,3,0,0,50
SED24408,0,0,0,0,0,0,5,0,0,3,0,0,10,30,6,5,0,0,0,58,0,0,3,3,0,0,0,0,0,9,0,0,0,9,5,21,35,23,6,94,5,14,23,72,58,35,30,8,7,252,0,0,0,4,0,4,3,0,0,11,0,0,0,3,0,0,0,0,0,10,0,3,0,4,9,9,6,0,0,27,4,17,15,61,19,26,9,3,0,152,0,0,0,3,0,4,3,3,0,15,0,0,0,3,14,18,21,19,3,76,0,0,0,11,0,3,0,0,0,11,0,7,6,22,10,8,6,0,0,55,0,0,0,0,0,0,3,3,0,6,0,0,3,6,3,0,3,0,0,16,0,0,0,6,0,0,0,0,0,10,0,11,11,21,3,5,0,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,12,0,0,3,9,12,7,10,3,0,50
SED24504,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,3,10,19,26,32,19,3,108,0,15,19,129,112,78,47,7,4,414,0,0,0,4,10,11,11,5,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,0,0,14,0,7,8,34,13,19,10,0,0,86,0,0,0,13,6,10,3,3,0,37,0,3,3,15,33,35,45,11,7,151,0,0,8,11,5,4,3,0,0,29,0,8,11,29,21,14,3,3,0,89,0,0,0,0,4,5,3,3,0,21,0,0,0,11,6,12,7,0,0,30,0,3,4,29,3,3,0,0,0,33,0,4,0,21,3,3,0,0,0,33,0,0,0,0,3,3,5,0,0,10,0,0,0,3,4,0,0,0,0,8,0,9,15,22,24,26,16,0,0,111
SED24606,0,0,0,18,9,3,4,3,0,37,0,0,3,9,3,3,0,3,0,16,0,0,12,29,0,0,0,0,0,53,0,0,3,19,7,8,12,6,3,58,11,21,38,216,81,77,35,25,5,506,0,0,0,5,3,7,10,0,0,20,0,0,0,9,0,0,3,0,0,17,0,0,0,4,6,5,0,0,0,13,3,13,10,94,15,17,8,3,0,158,0,0,0,19,9,19,37,35,51,187,0,5,0,21,12,15,23,14,11,100,3,21,25,43,11,18,9,3,0,138,0,0,21,78,43,48,25,16,14,245,0,0,0,3,4,3,8,0,5,23,0,3,22,81,26,21,25,9,9,196,0,3,7,45,3,8,3,0,0,67,3,4,15,104,7,9,0,0,0,148,0,0,0,6,5,3,0,0,0,13,0,0,0,8,4,3,4,0,0,19,4,31,33,69,39,31,24,3,3,227
SED24703,0,0,39,53,5,3,3,0,0,100,0,0,73,20,0,3,0,3,0,96,0,0,8,30,3,0,0,0,0,41,0,0,20,31,4,8,17,4,3,86,3,17,250,609,108,89,28,10,8,1114,0,0,5,12,4,3,0,0,0,29,0,0,9,37,0,3,0,0,0,59,0,0,9,14,4,3,0,0,0,35,0,13,90,311,41,18,11,0,0,484,0,0,8,57,8,14,7,0,5,99,0,3,14,55,23,23,20,3,3,138,9,8,521,299,26,20,9,3,0,901,0,3,53,86,25,11,5,3,0,185,0,0,0,5,5,4,10,8,0,31,0,3,86,139,17,16,6,4,0,271,0,3,187,576,21,14,7,0,0,809,0,7,271,659,28,8,4,0,0,980,0,0,3,21,8,4,3,3,0,43,0,0,6,46,23,11,8,3,0,96,16,28,119,234,40,26,18,3,0,484
SED24808,0,0,0,18,12,8,0,0,0,38,0,4,11,34,7,4,0,3,0,71,0,5,8,3,0,3,0,0,0,13,0,0,0,10,4,28,42,12,11,114,28,160,150,322,128,87,47,11,0,934,0,0,0,4,5,12,12,3,0,46,0,14,4,47,10,3,0,0,0,76,0,5,3,0,3,4,0,0,0,17,5,41,86,280,113,76,26,5,0,630,0,0,3,16,16,27,16,5,10,84,0,3,3,29,31,69,69,24,6,233,0,0,3,12,9,4,0,0,0,38,3,10,9,42,14,10,9,0,0,106,0,0,0,4,14,22,20,8,3,73,0,18,13,77,11,12,15,0,3,150,0,0,0,12,6,4,0,0,0,19,0,4,17,55,19,4,0,0,0,109,0,0,0,24,18,17,12,5,0,80,0,0,0,19,14,3,6,4,0,39,0,14,9,27,4,16,3,0,0,70
