POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3155,..,50,80,34,33,39,14,11,3,262,..,33,113,125,157,262,302,225,98,1321,24,36,38,19,18,31,19,9,4,199,1741,1153,1671,1495,1389,1369,1035,592,172,10611,..,40,1361,1685,1283,1448,1218,566,101,7711,..,170,693,357,285,147,71,9,0,1734,..,21,126,237,380,204,87,64,32,1153,3602,..,..,..,..,..,..,..,..,3602,..,947,..,..,..,..,..,..,..,947,..,749,449,155,121,53,3,0,0,1524,..,86,91,50,50,60,39,51,19,452,..,69,79,30,36,14,9,0,0,233,..,100,190,80,89,87,37,16,5,603,..,58,256,308,359,472,443,316,136,2349,49,80,84,50,35,45,38,14,4,406,3651,2320,3337,2951,2638,2522,1948,1052,309,20719
POA3156,..,37,72,29,34,49,28,11,0,257,..,17,115,108,164,317,347,250,127,1451,40,79,54,27,23,29,35,21,7,315,3170,2329,2294,2501,2808,2262,1543,683,234,17820,..,43,1766,3168,3502,2979,1929,733,119,14230,..,197,858,604,561,263,71,14,0,2570,..,38,131,337,532,297,137,63,33,1574,6477,..,..,..,..,..,..,..,..,6477,..,2387,..,..,..,..,..,..,..,2387,..,1591,952,289,137,36,8,0,0,3027,..,149,117,45,59,107,110,68,49,700,..,107,110,50,30,24,15,3,0,336,..,78,181,86,99,98,44,20,0,603,..,52,253,277,443,565,529,375,173,2658,89,135,111,58,48,53,61,35,8,592,6561,4767,4478,4918,5412,4424,2907,1311,380,35164
POA3158,..,9,10,6,8,11,6,0,0,53,..,4,8,18,17,71,61,23,8,221,9,20,14,3,3,13,8,3,0,60,550,427,332,500,531,469,241,72,25,3146,..,3,229,573,645,572,306,70,10,2412,..,26,153,179,151,75,15,3,0,609,..,4,17,63,98,63,19,10,5,278,1195,..,..,..,..,..,..,..,..,1195,..,405,..,..,..,..,..,..,..,405,..,294,165,43,17,7,3,0,0,526,..,36,17,7,7,14,10,11,10,113,..,18,18,6,7,5,3,0,0,59,..,19,24,24,25,26,15,0,0,120,..,12,29,52,63,125,105,40,19,441,12,30,29,3,16,13,10,3,3,123,1208,842,684,948,1036,901,488,143,41,6291
POA3159,..,0,4,0,3,7,3,0,0,16,..,4,3,11,9,12,14,7,5,65,0,8,4,0,0,6,3,0,3,23,246,171,110,191,221,161,82,30,13,1220,..,3,83,228,286,244,114,36,5,1000,..,3,45,65,39,41,12,0,0,210,..,5,8,20,33,23,3,0,3,96,492,..,..,..,..,..,..,..,..,492,..,190,..,..,..,..,..,..,..,190,..,96,66,13,6,3,5,0,0,179,..,9,3,0,7,3,0,3,0,34,..,11,6,3,7,0,0,0,0,25,..,4,4,6,7,11,3,0,0,35,..,4,7,16,19,28,27,5,10,116,0,12,8,3,4,5,4,0,3,39,493,330,237,356,412,344,171,55,20,2422
POA3160,..,7,12,9,8,15,3,4,0,68,..,5,14,30,44,77,79,42,24,306,20,18,8,5,8,18,6,3,3,85,847,500,475,676,698,612,330,109,32,4294,..,0,336,784,837,775,432,114,14,3299,..,30,240,239,190,89,23,8,3,828,..,0,33,88,131,83,30,6,3,379,1700,..,..,..,..,..,..,..,..,1700,..,538,..,..,..,..,..,..,..,538,..,371,193,45,18,4,3,0,0,638,..,38,21,9,9,23,16,14,6,134,..,26,27,19,14,13,5,0,0,98,..,19,38,23,27,35,8,7,0,161,..,11,34,69,96,168,122,67,30,597,35,32,28,15,13,25,12,4,3,165,1735,1062,949,1300,1331,1221,656,223,60,8538
POA3161,..,154,217,36,12,18,12,11,5,466,..,37,116,102,92,136,167,164,137,961,9,13,31,15,9,9,11,7,6,112,1141,873,1298,909,844,842,614,349,215,7082,..,27,894,1087,1054,1094,844,323,120,5441,..,78,492,223,119,97,40,12,3,1067,..,3,19,86,117,79,32,18,23,367,2350,..,..,..,..,..,..,..,..,2350,..,869,..,..,..,..,..,..,..,869,..,224,249,55,32,18,6,0,0,583,..,68,63,9,9,10,16,17,10,203,..,52,72,8,3,7,0,0,0,146,..,327,445,78,41,45,29,12,10,980,..,72,259,203,159,251,271,205,177,1593,17,26,64,28,12,19,15,12,10,200,2364,1750,2545,1788,1546,1619,1243,596,344,13799
POA3162,..,116,124,37,28,21,14,19,6,363,..,20,84,106,85,140,197,187,142,967,8,29,20,13,8,9,17,12,6,119,1474,940,1058,1179,1183,968,800,457,239,8288,..,21,796,1487,1536,1276,1046,420,132,6707,..,72,328,212,182,124,72,9,4,1002,..,3,16,101,179,104,54,28,33,509,2923,..,..,..,..,..,..,..,..,2923,..,1133,..,..,..,..,..,..,..,1133,..,283,319,83,56,31,6,0,0,782,..,82,62,10,23,35,39,33,23,300,..,55,49,12,15,3,4,0,0,142,..,210,303,77,53,55,27,25,12,756,..,41,176,187,165,232,304,251,188,1555,23,60,38,24,24,19,23,12,12,230,2949,1954,2089,2193,2235,1867,1565,781,394,16030
POA3163,..,655,415,74,37,33,24,10,4,1256,..,128,381,316,278,321,358,278,182,2240,20,50,59,31,16,23,21,19,12,267,2373,2184,3494,2214,1848,1464,1058,663,296,15594,..,86,2916,2861,2122,1637,1019,537,157,11339,..,317,1058,485,312,197,73,13,0,2451,..,7,53,162,277,168,77,74,48,874,4693,..,..,..,..,..,..,..,..,4693,..,1385,..,..,..,..,..,..,..,1385,..,434,455,130,95,51,16,0,0,1176,..,228,212,52,50,81,66,51,23,767,..,244,243,30,11,14,5,0,0,552,..,1241,942,175,84,80,52,27,12,2610,..,204,697,625,562,605,568,408,237,3908,45,85,140,74,44,44,31,38,25,528,4736,4236,6710,4589,3557,2889,1912,1147,497,30278
POA3165,..,60,70,26,20,32,18,9,4,236,..,17,82,72,109,223,241,261,194,1197,37,27,30,22,19,18,10,17,11,191,2621,1382,1500,2141,2063,1486,1017,783,399,13398,..,13,1191,2950,2705,1773,1251,811,262,10960,..,77,443,354,335,163,39,7,0,1414,..,5,62,250,384,213,85,77,94,1168,5499,..,..,..,..,..,..,..,..,5499,..,1729,..,..,..,..,..,..,..,1729,..,689,567,174,168,86,18,0,0,1706,..,115,76,43,51,92,81,58,52,569,..,86,87,27,12,12,3,3,0,232,..,132,157,55,49,73,40,20,4,532,..,43,154,177,233,380,340,363,284,1961,54,51,70,51,35,36,25,25,19,365,5555,2931,2815,4075,3978,2832,1878,1364,709,26145
POA3166,..,388,252,41,29,35,16,4,0,773,..,36,108,113,126,156,175,225,129,1066,12,33,27,18,14,27,21,16,18,179,1851,1620,1969,1626,1519,1078,761,594,263,11277,..,56,1596,2211,1830,1196,862,537,135,8427,..,166,550,287,215,124,42,3,4,1391,..,13,47,142,263,167,83,91,61,866,3709,..,..,..,..,..,..,..,..,3709,..,1204,..,..,..,..,..,..,..,1204,..,462,445,194,161,60,7,0,0,1334,..,210,201,50,57,72,65,59,26,740,..,218,210,33,20,12,5,0,0,496,..,828,599,123,68,73,35,14,3,1751,..,82,237,239,276,282,270,303,177,1864,35,63,74,44,40,43,32,22,15,378,3743,3309,3959,3315,2934,2040,1411,1038,423,22164
POA3167,..,52,44,7,9,5,3,7,0,127,..,5,26,28,35,70,81,78,78,392,10,13,11,6,4,11,8,6,6,80,719,508,614,626,607,542,448,274,131,4468,..,9,490,836,784,702,574,324,68,3786,..,24,146,107,83,49,14,6,0,435,..,4,18,67,90,81,44,39,22,362,1450,..,..,..,..,..,..,..,..,1450,..,507,..,..,..,..,..,..,..,507,..,284,271,115,78,30,3,0,0,781,..,73,62,12,28,35,28,25,12,276,..,42,49,11,6,3,0,0,0,123,..,90,110,24,19,16,10,7,0,291,..,11,53,67,76,110,121,115,97,649,14,30,29,15,16,18,13,10,13,150,1461,1077,1230,1265,1177,1054,820,523,208,8814
POA3168,..,1709,523,46,35,17,9,11,3,2352,..,195,170,66,62,89,77,115,83,860,9,54,33,11,18,6,11,25,5,161,948,2883,2299,878,640,542,374,364,149,9079,..,92,1882,1230,651,545,433,324,92,5256,..,259,446,100,52,47,17,3,0,919,..,8,45,81,159,86,35,47,33,486,1945,..,..,..,..,..,..,..,..,1945,..,504,..,..,..,..,..,..,..,504,..,186,234,90,92,31,4,0,0,640,..,285,184,29,50,56,39,30,10,685,..,489,346,51,16,8,0,0,0,902,..,3404,1349,165,69,40,28,16,3,5072,..,413,369,161,140,156,138,170,122,1670,12,106,85,29,30,18,12,30,8,325,1962,5734,4944,1935,1258,986,704,622,275,18415
POA3169,..,130,129,23,25,32,14,3,5,365,..,18,51,60,59,93,141,187,70,669,15,22,32,22,13,11,25,20,6,163,1420,1184,1736,1167,1154,1050,902,595,172,9377,..,108,1701,1522,1370,1275,1163,652,115,7908,..,100,295,132,116,46,22,10,0,724,..,4,52,133,241,170,118,78,39,831,2904,..,..,..,..,..,..,..,..,2904,..,1035,..,..,..,..,..,..,..,1035,..,530,617,284,168,65,8,0,0,1667,..,207,185,63,67,97,101,64,40,822,..,198,212,41,24,21,4,8,0,513,..,383,392,72,52,80,36,5,9,1028,..,52,142,139,161,204,230,239,88,1265,36,41,57,42,29,25,46,25,10,315,2939,2655,3653,2428,2234,1983,1724,1085,301,18999
POA3170,..,68,60,21,10,13,15,3,3,191,..,14,50,56,60,85,158,134,60,609,20,20,28,19,13,14,19,20,8,160,1543,1027,1349,1321,1152,1075,962,504,153,9096,..,29,1210,1838,1560,1460,1325,670,97,8192,..,56,279,147,122,67,31,3,0,697,..,8,58,148,223,141,84,67,23,751,3186,..,..,..,..,..,..,..,..,3186,..,1098,..,..,..,..,..,..,..,1098,..,487,578,200,128,30,10,0,0,1431,..,136,133,35,35,68,62,54,41,562,..,126,109,24,14,9,3,0,0,287,..,161,204,65,39,29,21,11,3,528,..,27,103,140,144,158,235,195,75,1080,41,36,57,51,27,31,38,36,9,316,3224,2159,2735,2638,2283,1995,1814,1026,249,18121
POA3171,..,117,106,38,38,46,21,3,4,359,..,15,37,37,68,98,118,178,103,651,17,27,33,24,25,24,25,22,8,211,1616,1443,1806,1208,1198,1012,784,563,272,9911,..,193,1694,1455,1295,1205,899,568,166,7468,..,58,234,108,100,68,18,13,3,593,..,17,104,211,265,177,93,91,65,1014,3287,..,..,..,..,..,..,..,..,3287,..,1219,..,..,..,..,..,..,..,1219,..,541,626,249,166,76,18,0,0,1672,..,371,277,87,120,130,106,76,71,1236,..,298,364,87,100,59,19,5,6,936,..,423,403,132,107,89,39,11,8,1205,..,42,123,135,194,232,217,259,155,1355,36,65,92,62,53,36,41,27,7,419,3327,3231,3910,2509,2390,2072,1446,1041,478,20407
POA3172,..,18,40,21,24,29,19,5,3,164,..,11,29,37,45,134,205,179,90,732,28,25,28,21,21,22,23,21,4,187,1943,1452,1420,1463,1585,1385,1097,539,197,11087,..,112,1190,1838,2031,1803,1440,601,125,9132,..,41,218,193,175,116,57,15,0,816,..,15,110,246,316,219,87,54,39,1076,3955,..,..,..,..,..,..,..,..,3955,..,1570,..,..,..,..,..,..,..,1570,..,813,765,210,103,51,8,0,0,1937,..,216,153,57,90,129,92,61,42,838,..,116,112,60,67,31,10,3,0,405,..,83,148,61,52,76,43,11,0,476,..,20,83,119,163,278,320,243,127,1365,48,58,63,51,41,42,42,28,4,384,4007,3041,2831,2834,3036,2732,2101,1018,339,21938
POA3173,..,23,37,11,14,18,15,7,0,121,..,11,40,26,50,86,152,108,56,528,22,24,39,19,17,22,24,7,6,176,2395,1674,1906,1953,1611,1379,985,404,160,12473,..,111,1757,2532,2389,1945,1365,448,72,10617,..,83,355,284,149,96,29,3,3,1003,..,26,105,284,265,187,93,52,30,1037,4902,..,..,..,..,..,..,..,..,4902,..,1821,..,..,..,..,..,..,..,1821,..,820,876,243,112,30,7,0,0,2099,..,290,200,78,78,154,111,100,58,1069,..,136,136,48,41,36,10,3,0,412,..,74,111,55,39,48,37,9,0,370,..,32,112,113,121,157,240,152,75,1006,44,47,77,49,29,39,40,17,4,352,4952,3443,3731,3690,3233,2686,1938,780,245,24698
POA3174,..,86,121,43,64,43,38,11,4,410,..,34,149,154,169,310,363,308,128,1630,61,51,74,37,27,39,35,35,13,368,3166,2190,3386,2434,2016,1985,1502,884,307,17870,..,258,3402,2845,2229,2130,1654,831,169,13517,..,130,538,277,220,128,46,16,3,1348,..,53,250,469,510,380,187,132,72,2047,6282,..,..,..,..,..,..,..,..,6282,..,1895,..,..,..,..,..,..,..,1895,..,1062,1013,383,227,97,8,4,0,2795,..,484,408,130,154,226,177,103,53,1730,..,302,350,120,92,52,13,3,0,936,..,389,511,174,169,105,83,28,3,1462,..,96,363,383,462,609,631,470,171,3182,105,106,161,89,80,66,66,53,20,748,6394,4780,6978,4858,4136,3805,2868,1633,493,35949
POA3175,..,62,112,67,63,62,34,14,9,421,..,51,157,127,221,368,496,462,226,2108,47,70,69,43,38,48,52,44,19,420,4481,2964,4142,3018,2589,2472,1922,1214,452,23250,..,478,4349,4186,2976,2818,2125,1157,231,18319,..,191,532,289,259,167,75,30,3,1546,..,74,296,529,630,430,213,135,89,2394,9211,..,..,..,..,..,..,..,..,9211,..,2848,..,..,..,..,..,..,..,2848,..,1487,1337,421,255,114,26,0,0,3642,..,478,424,149,161,248,188,130,76,1858,..,312,385,172,88,58,16,12,3,1040,..,650,1109,632,346,169,89,23,13,3032,..,113,427,424,592,727,810,626,309,4024,96,162,220,155,90,78,87,53,26,971,9304,6778,9077,6955,5397,4814,3636,2161,758,48887
POA3177,..,7,29,24,20,11,15,3,0,111,..,9,33,29,42,112,101,120,51,498,17,26,19,9,10,10,10,10,0,113,974,614,844,633,534,542,414,318,96,4974,..,93,761,761,557,532,413,239,44,3396,..,56,154,91,67,40,22,3,3,433,..,29,104,144,156,91,67,57,29,668,2002,..,..,..,..,..,..,..,..,2002,..,552,..,..,..,..,..,..,..,552,..,332,280,103,85,47,4,0,0,850,..,110,84,35,30,66,55,44,14,447,..,48,88,56,20,11,3,3,0,228,..,153,227,159,97,40,33,4,3,715,..,20,76,90,134,213,176,162,70,944,40,49,58,36,26,14,18,16,0,247,2042,1435,1833,1471,1164,1058,785,522,164,10472
POA3178,..,9,56,13,21,22,18,6,3,149,..,16,73,55,95,133,189,196,90,857,33,52,49,9,20,30,18,18,3,230,2973,2427,1945,2308,2840,2079,1076,632,207,16496,..,28,1585,3318,4045,3320,1583,730,136,14740,..,124,405,343,339,174,44,8,3,1442,..,22,72,221,456,211,74,45,26,1128,6047,..,..,..,..,..,..,..,..,6047,..,2855,..,..,..,..,..,..,..,2855,..,1564,1118,180,102,43,4,0,0,3004,..,158,122,33,52,96,100,75,43,687,..,76,106,20,33,17,15,7,0,264,..,33,120,48,44,49,31,16,8,343,..,48,148,155,228,257,261,251,126,1482,59,100,82,46,44,46,33,19,7,431,6101,5006,3763,4364,5334,4209,2136,1155,347,32416
POA3179,..,9,17,8,8,4,3,0,0,45,..,8,9,7,14,44,55,24,10,169,3,12,6,0,0,8,3,4,3,39,520,380,345,436,437,394,268,87,17,2881,..,9,252,624,572,529,374,111,8,2478,..,32,105,53,52,30,5,0,0,277,..,3,17,52,104,54,17,11,4,268,1092,..,..,..,..,..,..,..,..,1092,..,447,..,..,..,..,..,..,..,447,..,202,185,45,29,10,0,0,0,461,..,37,40,11,16,26,18,17,3,159,..,10,22,10,5,0,0,0,0,60,..,21,31,18,24,11,8,0,0,123,..,14,30,30,49,64,69,35,10,304,14,26,22,9,6,3,5,6,3,94,1104,800,700,859,858,723,503,182,25,5753
POA3180,..,14,9,0,3,17,4,3,0,55,..,0,19,19,19,51,106,60,21,300,7,12,12,7,3,4,10,5,0,65,607,421,468,454,519,453,431,195,45,3604,..,6,408,629,648,584,528,251,34,3090,..,38,156,74,72,58,22,3,0,419,..,4,24,69,108,63,29,10,7,317,1263,..,..,..,..,..,..,..,..,1263,..,484,..,..,..,..,..,..,..,484,..,250,196,60,22,6,3,0,0,539,..,42,21,14,14,22,22,8,5,155,..,18,23,10,12,5,0,0,0,73,..,19,24,11,15,21,9,7,0,112,..,10,40,70,73,89,134,81,35,517,23,25,27,11,10,8,20,4,0,124,1284,911,914,938,979,854,766,375,81,7097
POA3181,..,380,745,102,32,28,11,0,0,1306,..,95,544,392,212,271,215,188,73,1998,14,64,89,27,12,24,18,12,3,265,746,1076,3101,1314,825,741,505,405,120,8828,..,30,1040,997,660,505,417,312,62,4022,..,254,1837,518,270,127,43,5,0,3055,..,3,21,87,141,94,40,42,17,442,1469,..,..,..,..,..,..,..,..,1469,..,354,..,..,..,..,..,..,..,354,..,136,136,67,70,22,0,0,0,431,..,148,181,32,21,29,19,28,15,471,..,52,148,25,6,0,0,3,0,230,..,659,1479,237,92,67,37,8,0,2583,..,157,1015,750,465,478,362,278,109,3608,24,105,187,65,35,32,27,25,7,512,1490,1891,6035,2772,1764,1357,949,700,215,17175
POA3182,..,322,623,127,56,33,14,3,3,1184,..,120,642,584,426,358,224,129,63,2534,12,51,94,42,25,23,17,3,3,268,791,1113,3185,1684,1222,869,492,215,106,9679,..,45,1071,1018,711,567,383,151,33,3977,..,380,2089,753,397,223,87,11,7,3946,..,5,38,88,168,124,33,12,23,494,1523,..,..,..,..,..,..,..,..,1523,..,412,..,..,..,..,..,..,..,412,..,119,124,36,27,20,7,0,0,332,..,112,129,38,20,23,17,11,9,351,..,63,116,14,16,9,4,0,0,226,..,550,1307,287,129,105,44,13,4,2442,..,233,1330,1105,913,721,456,216,101,5076,23,89,185,93,60,42,28,5,8,541,1550,2008,6394,3438,2440,1833,1063,414,179,19314
POA3183,..,258,564,90,38,20,16,3,3,995,..,67,329,380,214,199,184,128,93,1600,11,29,58,31,18,13,14,11,6,190,1315,986,2373,1420,888,670,456,243,150,8508,..,121,1128,1204,705,585,401,158,64,4361,..,173,1201,515,302,117,28,13,6,2350,..,4,33,90,152,93,32,20,17,437,2723,..,..,..,..,..,..,..,..,2723,..,567,..,..,..,..,..,..,..,567,..,164,157,53,22,14,3,0,0,417,..,103,122,31,20,34,25,18,12,353,..,53,106,8,12,5,3,0,0,190,..,472,1126,240,102,50,36,10,3,2029,..,116,641,672,459,378,308,179,125,2880,34,50,114,58,34,23,17,15,6,348,2760,1825,4619,2867,1804,1286,846,408,225,16646
POA3184,..,152,409,83,43,27,8,7,0,739,..,53,369,409,302,218,157,82,38,1627,24,30,60,35,20,14,11,8,4,200,948,666,1985,1457,1073,688,341,172,71,7395,..,15,665,1006,817,569,292,114,27,3511,..,127,1177,604,334,179,55,4,0,2488,..,4,32,122,152,90,20,17,12,450,1913,..,..,..,..,..,..,..,..,1913,..,449,..,..,..,..,..,..,..,449,..,121,94,24,28,14,3,0,0,281,..,79,101,29,11,18,7,12,7,265,..,34,48,15,3,4,0,0,0,110,..,236,690,173,95,65,28,11,4,1306,..,87,609,685,553,371,269,120,56,2764,46,51,104,71,35,29,14,7,4,366,1961,1208,3530,2737,2031,1343,684,297,113,13907
POA3185,..,85,177,36,16,21,12,11,0,361,..,30,135,135,124,175,155,117,107,967,13,14,39,12,13,10,11,5,0,116,1149,635,1156,917,848,669,449,264,147,6225,..,58,667,1021,929,700,454,218,57,4098,..,93,580,263,185,103,39,11,5,1274,..,7,16,75,119,70,33,17,23,355,2238,..,..,..,..,..,..,..,..,2238,..,624,..,..,..,..,..,..,..,624,..,142,130,48,29,19,7,0,0,378,..,59,70,17,19,23,23,20,19,237,..,24,48,7,0,0,5,0,0,99,..,153,359,76,51,43,29,14,3,736,..,58,264,242,237,284,236,159,131,1608,26,30,61,27,21,13,15,4,4,200,2268,1252,2197,1778,1596,1257,829,449,234,11850
POA3186,..,21,77,29,21,21,20,4,7,204,..,31,90,108,127,231,304,308,229,1429,27,27,26,17,20,18,18,14,8,181,1880,1229,954,1388,1831,1524,1227,663,370,11073,..,9,585,1667,2381,1988,1588,637,195,9051,..,61,361,287,278,207,97,19,4,1307,..,3,16,137,275,152,69,41,30,735,3756,..,..,..,..,..,..,..,..,3756,..,1683,..,..,..,..,..,..,..,1683,..,456,395,75,69,38,8,0,0,1038,..,78,42,16,15,36,50,52,36,324,..,43,34,5,13,5,5,0,0,103,..,47,158,62,47,37,35,18,14,411,..,61,159,191,225,367,444,404,292,2144,40,51,57,40,37,38,25,27,8,325,3798,2493,1807,2478,3339,2870,2316,1188,579,20883
POA3187,..,12,28,11,4,18,9,6,0,92,..,11,27,34,58,118,205,238,235,934,8,3,11,5,6,11,9,18,6,74,1463,832,545,1008,1299,940,691,513,351,7635,..,3,361,1402,1776,1272,876,449,166,6301,..,23,186,174,208,129,49,15,4,789,..,4,17,110,173,120,34,22,26,510,3034,..,..,..,..,..,..,..,..,3034,..,1149,..,..,..,..,..,..,..,1149,..,338,286,44,55,26,6,0,0,752,..,62,31,10,10,21,24,32,24,212,..,29,30,3,6,7,6,3,0,86,..,42,74,22,17,34,16,9,3,213,..,25,56,87,145,203,283,319,303,1422,26,22,19,13,23,21,17,16,9,168,3057,1699,1051,1867,2405,1833,1309,874,537,14632
POA3188,..,17,38,21,26,23,18,11,5,156,..,14,67,98,121,202,245,206,124,1079,23,19,23,12,15,19,17,12,3,136,1631,956,824,1242,1540,1071,757,449,221,8701,..,6,502,1574,2047,1292,827,377,109,6743,..,51,330,272,225,124,49,13,3,1067,..,15,42,103,235,156,63,39,38,680,3370,..,..,..,..,..,..,..,..,3370,..,1365,..,..,..,..,..,..,..,1365,..,440,321,84,51,37,12,0,0,943,..,53,22,9,17,35,29,38,28,224,..,37,30,4,7,8,0,0,0,91,..,34,92,55,53,46,35,15,5,332,..,24,123,158,238,320,371,282,170,1684,30,33,47,23,26,27,25,20,5,248,3398,2065,1499,2286,2898,2039,1419,784,353,16752
POA3189,..,33,20,5,3,3,6,3,0,77,..,11,26,31,37,48,57,74,53,327,6,9,9,9,7,6,5,4,4,56,483,283,384,429,395,292,234,190,93,2787,..,8,271,538,419,322,258,172,54,2062,..,44,159,120,82,37,14,4,0,456,..,0,15,51,71,60,19,22,14,259,988,..,..,..,..,..,..,..,..,988,..,249,..,..,..,..,..,..,..,249,..,145,113,33,42,17,3,0,0,351,..,43,39,3,14,26,10,13,12,170,..,29,26,5,9,4,0,0,0,72,..,55,55,20,14,19,16,3,0,179,..,24,58,64,75,84,97,93,69,558,10,15,13,21,9,9,10,4,4,102,998,605,753,863,736,577,437,322,157,5454
POA3190,..,19,42,18,12,13,11,7,0,121,..,18,58,76,78,145,153,102,101,730,11,10,17,11,9,9,11,6,0,88,1012,462,680,874,764,558,423,245,167,5177,..,13,471,1082,889,529,371,220,87,3660,..,38,292,225,165,62,27,6,7,822,..,3,28,85,147,101,37,27,32,461,1939,..,..,..,..,..,..,..,..,1939,..,538,..,..,..,..,..,..,..,538,..,204,168,51,57,30,0,0,0,506,..,48,47,11,8,26,25,19,12,186,..,16,21,3,3,3,4,0,0,49,..,47,89,43,33,27,21,11,4,270,..,31,119,143,171,224,216,137,126,1162,22,20,29,24,18,22,12,8,7,154,1961,963,1253,1659,1487,1011,719,430,260,9743
POA3191,..,12,14,12,11,12,4,0,3,61,..,18,49,58,54,95,152,94,99,634,5,10,21,10,3,8,4,6,8,80,877,480,442,669,778,638,469,224,159,4732,..,3,272,835,1098,799,599,207,64,3866,..,23,190,150,132,112,41,12,3,652,..,0,12,45,98,77,19,16,9,278,1708,..,..,..,..,..,..,..,..,1708,..,700,..,..,..,..,..,..,..,700,..,201,168,44,22,5,3,0,0,446,..,27,18,10,8,9,3,17,20,110,..,23,10,3,3,3,0,0,0,45,..,28,38,24,21,17,4,0,3,140,..,31,109,100,122,168,211,126,133,1005,14,19,36,13,10,17,6,13,11,132,1719,1059,853,1229,1516,1201,893,380,237,9086
