POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3228,18,7,6,0,31,6,6,5,0,18,9,3,9,3,22,6,4,4,0,11,57,9,27,0,92,39,12,48,0,96,160,28,58,4,251,128,41,46,0,217,175,109,64,3,353,139,127,40,6,313,105,165,39,0,311,103,196,20,4,322,234,391,47,6,672,157,332,9,3,499,90,200,3,0,289,63,170,3,0,238,122,305,5,0,431,147,319,59,0,522,38,21,14,0,78,1797,2436,502,35,4773
POA3230,4,0,0,0,4,3,0,0,0,3,0,0,0,0,3,3,0,3,0,8,17,0,6,0,18,3,5,6,0,8,31,0,8,0,39,21,10,3,0,35,40,22,9,0,70,31,23,6,0,58,19,18,0,0,41,31,13,9,0,48,37,39,4,0,83,15,38,0,0,58,14,20,0,0,30,6,7,0,0,19,19,24,0,0,44,27,31,22,0,76,8,3,0,0,15,334,248,75,3,658
POA3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,11,0,0,3,0,8,22,3,9,0,32,14,3,6,0,25,22,6,3,0,31,29,11,0,0,39,6,6,0,0,13,9,6,5,0,17,18,17,3,0,33,10,16,0,0,22,8,6,0,0,12,8,0,0,0,7,14,15,0,0,30,19,16,5,0,44,3,0,0,0,7,180,108,43,0,333
POA3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,13,0,6,0,20,17,3,3,0,17,13,5,7,0,26,15,8,4,0,35,10,8,4,0,21,12,6,0,3,16,18,3,3,0,22,3,7,0,0,12,3,8,0,0,10,3,4,0,0,3,13,8,0,0,21,9,11,4,0,31,5,0,0,0,5,134,81,29,5,248
POA3233,3,3,0,0,7,3,0,0,0,6,0,0,5,0,4,3,0,0,0,4,15,0,4,0,14,15,3,9,0,30,32,11,9,0,53,31,10,8,0,55,45,11,11,0,63,34,19,0,0,54,8,10,4,0,21,16,19,3,0,33,20,23,0,0,41,10,13,3,0,23,3,5,0,0,9,4,5,0,0,6,10,0,0,0,9,16,25,8,0,50,3,0,3,0,9,259,158,68,6,487
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,4,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,26,10,0,0,35
POA3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,6,0,0,0,0,5,0,0,0,0,3,10,0,3,0,14,6,9,0,0,13,6,7,0,0,9,0,3,0,0,3,5,3,0,0,9,4,8,0,0,14,6,3,0,0,8,0,3,0,0,4,0,0,0,0,3,4,0,0,0,4,4,10,0,0,9,0,0,0,0,0,54,34,18,0,106
POA3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,5,3,0,0,0,8,7,0,0,0,8,0,0,0,0,4,0,3,0,0,3,3,0,0,0,3,4,4,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,30,15,11,0,55
POA3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,7,5,4,0,0,4,0,3,3,0,9,0,4,0,0,9,3,0,0,0,3,4,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,28,22,8,0,57
POA3238,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,5,0,0,0,7,5,0,0,0,5,4,3,0,0,8,0,0,0,0,3,0,4,0,0,3,3,3,0,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,29,20,3,0,56
POA3239,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,3,0,3,5,0,3,0,12,8,3,3,0,16,5,6,0,0,13,3,3,0,0,3,0,4,0,0,9,3,0,0,0,5,4,5,0,0,10,0,10,0,0,7,0,5,0,0,7,0,0,0,0,0,3,0,0,0,3,11,7,0,0,13,0,0,0,0,3,48,42,19,0,108
POA3240,3,0,0,0,3,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,9,0,3,0,8,5,0,4,0,10,33,3,0,0,35,16,12,3,3,35,30,19,9,0,47,26,11,7,0,42,10,20,0,0,30,11,28,0,0,39,21,52,0,0,70,15,41,0,0,62,11,38,0,0,44,3,14,0,0,17,12,30,0,0,41,5,44,4,0,57,3,3,4,0,8,209,306,31,9,559
POA3241,7,0,0,0,6,4,0,0,0,8,0,0,3,0,7,0,0,5,0,5,18,3,6,0,32,9,3,11,0,22,58,4,9,0,78,23,5,18,0,44,46,27,16,0,82,37,21,12,0,71,13,29,3,0,49,14,24,5,0,44,20,33,4,0,62,18,24,0,0,41,7,14,0,0,18,0,11,0,0,11,5,17,3,0,21,23,40,8,0,75,14,0,5,3,22,319,255,114,7,690
POA3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,3,0,9,7,3,0,0,5,17,3,4,0,22,12,3,3,3,18,10,10,4,0,23,11,9,0,0,18,4,8,0,0,18,12,14,0,0,24,14,6,0,0,26,6,10,0,0,20,7,5,0,0,13,0,0,0,0,0,5,4,0,0,12,6,8,0,0,21,0,0,0,0,0,111,89,26,3,235
POA3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,6,9,0,0,0,9,6,3,0,0,7,7,6,0,0,6,3,3,0,0,7,5,4,0,0,8,0,3,0,0,9,3,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,5,0,0,8,3,0,0,0,3,39,38,7,4,90
POA3249,13,3,3,0,20,6,4,0,0,9,3,3,0,0,10,0,0,0,0,0,22,3,6,0,36,10,9,8,0,23,52,17,18,0,88,46,17,9,3,75,48,35,12,0,92,37,45,7,3,92,12,31,6,0,50,24,25,0,0,54,44,56,3,0,101,17,37,0,0,54,11,15,0,0,24,3,12,0,0,17,11,10,3,0,26,24,42,6,0,75,6,10,3,0,16,402,362,84,16,862
POA3250,10,5,4,0,14,11,3,3,0,15,9,4,19,5,37,5,0,32,0,37,65,3,37,0,107,32,17,90,0,135,181,21,61,3,270,104,53,63,9,231,161,97,44,7,314,124,139,45,4,313,80,114,20,4,213,81,135,20,4,234,144,211,25,6,387,51,115,0,0,171,33,66,3,0,100,10,30,0,0,41,21,45,3,4,75,72,120,52,0,246,33,19,17,3,67,1221,1180,547,56,3008
POA3251,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,0,0,0,9,0,0,0,12,4,4,3,0,15,4,4,3,0,14,5,3,3,0,15,4,4,0,0,12,0,3,0,0,3,6,5,0,0,13,3,6,0,0,11,0,3,0,0,3,0,0,0,0,0,0,6,0,0,6,4,12,3,0,15,0,0,0,0,5,53,53,25,3,132
POA3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,8,0,0,3,0,0,7,0,0,0,7,0,3,3,0,3,0,3,0,0,0,6,3,0,0,10,3,3,0,0,4,3,5,0,0,7,3,5,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,9,0,0,0,0,0,31,37,16,0,80
POA3260,11,5,0,0,22,11,3,3,0,14,5,5,5,0,17,0,0,10,0,10,38,6,18,0,61,15,4,11,0,37,95,11,24,0,135,57,24,23,3,108,69,39,19,0,138,57,33,23,3,120,25,31,5,0,66,26,37,0,0,60,68,72,7,0,139,30,45,0,0,70,9,21,0,0,36,12,10,3,0,18,15,26,0,0,43,37,69,24,0,133,11,6,6,0,26,607,450,188,14,1251
POA3264,9,3,0,0,10,0,0,3,0,4,3,0,0,0,3,0,0,4,0,7,9,0,7,0,21,8,4,12,0,28,37,3,8,0,45,18,10,10,0,37,23,24,21,0,70,21,23,3,4,53,16,18,8,0,40,23,18,0,0,40,17,32,4,0,52,12,20,0,0,34,3,7,3,0,10,0,8,0,0,8,7,5,0,0,18,15,28,12,0,60,3,0,8,0,14,221,215,102,9,544
POA3265,4,5,0,0,7,6,0,0,0,8,5,0,0,0,6,0,0,6,0,9,19,0,8,0,31,7,4,3,0,21,30,5,13,0,48,26,21,0,0,44,28,24,5,0,62,23,34,3,0,62,25,39,8,0,67,13,34,3,0,60,30,43,0,0,73,15,36,0,0,55,11,20,7,0,28,5,4,0,0,8,15,25,0,0,40,21,38,7,0,63,3,0,0,0,10,281,333,70,7,691
POA3266,3,4,0,0,5,4,0,0,0,8,3,0,3,0,8,3,0,12,0,10,26,3,4,0,31,11,3,9,0,23,49,13,7,4,78,31,13,10,0,60,47,32,9,0,91,26,26,4,0,65,19,23,4,0,48,20,32,0,0,49,34,57,9,0,94,14,31,0,0,49,12,16,0,0,23,6,12,0,0,20,15,15,0,0,25,24,48,9,0,80,18,3,9,0,25,359,338,96,9,804
POA3267,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,3,3,0,8,3,7,0,0,11,6,3,0,0,6,3,3,0,0,8,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,32,33,3,0,68
POA3268,6,8,3,0,11,8,0,0,0,5,0,0,8,0,10,0,0,3,0,3,12,7,3,0,22,3,0,13,3,17,32,9,12,4,52,26,8,14,0,50,36,30,14,0,76,25,25,14,3,61,16,13,0,0,31,18,34,4,0,53,26,44,6,0,79,17,23,3,0,41,7,9,3,0,21,4,7,0,0,12,20,23,0,0,41,21,38,9,3,74,13,0,0,0,17,288,282,108,16,691
POA3269,6,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,5,3,0,3,0,6,9,3,0,0,11,8,3,0,0,14,3,5,0,0,14,9,9,0,0,19,3,5,0,0,5,3,4,0,0,13,4,7,0,0,15,3,6,0,0,14,4,5,0,0,10,0,3,0,0,3,7,12,0,0,17,4,12,0,0,13,5,0,0,0,4,75,81,17,4,174
POA3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,8,0,0,0,0,5,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,5,3,0,0,8,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,0,3,28,22,9,0,51
POA3271,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,0,0,0,3,0,3,0,0,3,7,3,0,0,4,0,3,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,0,0,9,0,3,0,0,4,24,23,4,0,53
POA3272,6,0,0,0,6,6,3,0,0,9,0,0,0,0,4,0,0,0,0,0,12,4,7,0,26,12,3,13,0,23,41,3,8,0,51,17,3,13,0,34,12,11,0,0,23,14,15,5,4,36,9,12,3,0,23,16,10,0,0,27,17,22,6,0,44,3,0,0,0,6,5,5,0,0,16,0,0,0,0,0,6,6,0,0,11,14,23,3,0,43,5,3,0,0,12,197,136,59,6,403
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,0,0,5,0,0,3,0,8,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,4,0,5,0,0,4,0,0,0,0,0,16,16,6,0,42
POA3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,4,3,0,0,6,0,0,0,0,4,0,0,0,0,3,5,0,0,0,8,0,9,0,0,9,7,3,0,0,12,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,8,0,0,0,0,0,34,25,9,0,71
POA3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,7,0,0,0,7,5,3,0,0,10,0,4,0,0,10,0,3,3,0,10,3,3,0,0,10,3,16,0,0,18,3,10,0,0,14,3,8,0,0,8,0,0,0,0,0,0,3,0,0,4,0,14,4,0,15,0,0,0,0,0,30,69,14,0,113
POA3276,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,7,0,10,4,0,0,0,10,4,4,0,0,9,3,9,0,0,8,9,10,0,0,21,7,11,0,0,10,6,7,0,0,11,16,8,0,0,22,3,3,0,0,11,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,3,4,0,0,5,0,0,0,0,0,69,53,16,4,142
POA3277,3,0,0,0,5,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,4,0,0,0,5,8,3,10,0,18,29,6,4,0,44,10,14,3,0,26,11,22,7,0,37,20,16,5,0,40,12,18,0,0,31,16,28,4,0,50,25,38,3,0,63,12,24,0,0,38,12,18,0,0,27,0,9,0,0,15,12,16,0,0,29,11,28,5,0,47,6,3,0,0,17,206,237,47,3,495
POA3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,6,6,0,0,0,11,4,3,3,0,13,0,3,0,0,7,6,4,0,0,11,0,0,0,0,3,0,7,0,0,5,5,4,0,0,6,0,3,0,0,3,3,0,0,0,5,0,4,0,0,6,0,3,0,0,3,0,0,0,0,0,35,35,6,0,78
POA3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,4,4,0,0,8,0,4,0,0,3,0,7,0,0,8,0,3,0,0,6,3,4,0,0,4,0,4,0,0,5,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,8,0,0,8,3,0,0,0,3,19,39,3,3,66
POA3280,38,7,13,4,61,26,4,14,0,45,17,4,37,3,62,10,3,63,3,82,150,21,88,7,261,87,25,171,3,291,449,73,176,6,700,289,121,182,14,618,366,214,148,19,743,304,292,124,16,734,176,289,76,3,547,226,292,50,7,576,404,526,66,12,1011,220,366,24,9,611,81,190,5,0,277,45,120,8,0,175,99,201,3,0,309,182,358,110,9,655,72,28,41,0,139,3247,3139,1392,122,7902
POA3281,6,3,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,7,6,0,0,9,6,3,3,0,10,12,4,3,0,20,10,4,3,0,20,15,22,3,0,36,18,19,6,0,42,3,21,3,0,30,15,22,0,3,36,19,37,4,0,63,20,25,4,0,48,3,17,0,0,22,4,14,0,0,14,5,22,0,0,28,12,35,4,0,48,7,0,0,0,7,155,249,36,4,445
POA3282,0,0,0,0,3,0,0,0,0,0,3,0,3,0,5,3,0,6,0,5,8,0,5,0,19,6,0,19,0,22,46,6,17,0,69,20,15,3,0,38,20,27,4,0,53,24,24,10,3,66,15,23,4,3,43,26,22,5,0,56,31,38,5,0,77,12,39,0,0,53,9,11,0,0,19,3,10,0,0,13,6,13,0,0,20,15,41,7,0,61,10,3,3,0,14,267,278,93,13,653
POA3283,5,0,0,0,4,3,0,0,0,3,4,0,0,0,4,3,0,3,0,7,7,3,0,0,11,0,0,3,0,4,18,4,3,0,29,7,9,7,0,20,18,17,0,0,40,25,15,3,0,41,4,11,0,0,19,13,14,0,0,29,13,24,3,0,42,21,11,0,0,33,4,14,0,0,22,3,6,0,0,9,5,7,0,0,13,12,23,0,0,35,5,3,0,0,8,171,163,31,4,365
POA3284,3,0,3,0,7,0,0,0,0,3,3,0,0,0,3,4,0,3,0,4,27,0,7,0,39,15,3,14,0,28,62,6,17,4,82,44,19,13,0,74,47,25,10,0,79,48,43,6,0,96,16,34,4,0,58,32,35,6,0,69,49,53,5,0,108,24,33,0,0,53,13,18,0,0,35,9,13,0,0,20,19,16,3,0,36,23,40,9,3,76,12,0,0,0,14,441,326,104,9,880
POA3285,4,0,0,0,10,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,14,0,0,0,15,4,0,0,0,4,21,6,3,0,29,10,3,4,0,17,16,15,4,0,33,11,19,3,0,27,9,9,0,0,11,14,13,0,0,25,17,14,4,0,32,9,19,0,0,29,9,16,0,0,19,4,3,0,0,6,4,8,0,0,14,4,21,3,0,38,7,3,0,0,9,158,152,25,8,332
POA3286,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,0,10,0,0,3,0,4,12,3,0,0,20,8,0,3,0,10,11,7,0,0,22,3,7,0,0,12,8,5,0,0,14,3,3,0,0,12,4,3,0,0,7,4,0,0,0,5,0,3,0,0,4,4,0,0,0,4,0,4,0,0,4,0,12,4,0,17,0,0,0,0,5,73,58,21,0,153
POA3287,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,4,6,0,0,5,3,3,0,0,8,7,6,0,0,12,3,10,0,0,14,3,6,0,0,9,5,7,0,0,20,0,6,0,0,6,0,0,0,0,3,0,3,0,0,5,0,3,0,0,3,3,14,0,0,12,0,0,0,0,0,55,57,8,0,117
POA3289,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,11,0,0,0,14,6,0,3,0,9,13,0,0,0,15,9,3,0,0,7,14,6,0,0,22,16,6,3,0,22,0,8,0,0,7,7,4,0,0,16,6,15,0,0,23,7,7,0,0,12,3,4,0,0,4,0,3,0,0,3,0,8,0,0,10,6,8,0,0,19,3,4,0,0,4,100,79,19,4,202
POA3292,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,7,0,0,0,10,4,3,0,0,8,3,0,0,0,3,0,3,0,0,6,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,34,9,10,0,50
POA3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,3,0,13,3,3,0,0,5,3,0,0,0,9,3,4,0,0,10,3,3,0,0,6,0,0,0,0,0,0,5,0,0,7,3,0,0,0,5,0,3,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,0,0,8,0,0,0,0,0,39,31,7,0,79
POA3294,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,7,5,0,4,0,10,19,5,0,0,29,11,3,0,0,15,14,4,3,0,29,11,13,4,0,28,3,10,0,0,14,9,4,0,0,11,9,18,0,0,22,11,8,0,0,21,4,7,0,0,13,5,0,0,0,4,0,5,0,0,3,4,23,9,0,38,3,0,0,0,3,114,108,21,3,249
POA3300,13,0,0,0,14,7,0,3,0,10,4,8,10,0,21,3,0,19,0,27,53,8,29,0,88,33,11,38,3,85,189,26,57,4,276,121,49,53,3,233,125,93,52,3,268,124,94,30,0,252,81,120,23,0,227,78,79,12,3,179,111,155,8,0,272,65,89,4,0,154,33,48,0,0,87,12,23,3,0,44,32,45,0,0,80,84,132,39,0,258,28,3,13,3,47,1206,984,402,24,2618
POA3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,0,11,8,3,0,0,11,9,3,0,0,13,17,12,4,0,28,8,12,0,0,29,16,12,0,0,27,8,10,0,0,19,15,7,0,0,15,12,32,0,0,50,11,19,0,0,28,6,17,0,0,21,3,4,0,0,6,10,6,0,0,23,12,21,3,0,38,0,4,0,0,0,141,165,20,0,331
POA3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,0,9,4,6,0,0,11,6,3,0,0,4,4,3,3,0,12,6,3,0,0,4,4,8,0,0,6,7,3,0,0,6,3,4,0,0,8,4,3,0,0,8,0,0,0,0,3,3,0,0,0,7,3,8,0,0,12,0,0,0,0,0,54,37,7,0,98
POA3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,10,4,5,0,13,4,0,0,0,7,3,7,0,0,8,3,4,0,0,11,8,3,0,0,9,3,9,0,0,11,3,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,12,0,0,10,3,0,0,0,0,31,39,7,0,86
POA3304,3,0,3,0,10,7,3,0,0,12,10,0,0,0,8,3,0,8,0,12,6,3,6,0,20,13,0,17,3,29,56,8,14,0,73,21,18,6,4,55,33,15,7,3,64,34,24,7,0,69,16,28,3,0,50,25,18,0,0,46,45,39,5,0,89,17,26,0,0,43,7,11,0,0,27,3,4,0,0,10,13,14,0,0,24,14,37,8,0,61,15,3,3,3,23,342,257,99,17,710
POA3305,8,8,3,0,20,15,0,3,0,14,14,3,17,0,37,13,0,27,3,41,76,11,41,3,127,35,15,72,0,127,225,38,74,4,339,130,57,71,8,270,155,106,61,3,327,131,98,49,3,276,83,107,14,0,204,93,93,19,0,208,153,197,24,3,376,90,155,6,0,252,51,68,3,0,122,25,38,4,0,70,46,58,5,3,106,87,187,57,0,334,54,15,18,3,88,1474,1250,579,33,3336
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,10,10,3,0,26
POA3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,10,0,0,0,5,0,3,0,0,5,7,3,0,0,10,4,0,0,0,12,0,3,0,0,3,0,3,0,0,6,4,3,0,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,38,26,8,0,69
POA3311,3,0,0,0,4,0,0,0,0,0,3,0,0,0,5,3,0,4,0,3,12,0,4,0,26,15,0,10,0,26,49,4,10,0,70,23,7,7,4,46,28,8,0,0,35,22,12,3,0,34,15,8,3,0,30,3,16,3,0,17,21,9,0,0,32,5,10,0,0,16,5,3,0,0,14,0,0,0,0,0,4,3,0,0,8,14,24,5,0,47,9,3,0,0,14,244,119,61,10,430
POA3312,3,0,0,0,3,4,0,0,0,4,0,0,3,0,3,0,0,0,0,0,5,3,0,0,11,3,3,3,0,12,27,0,0,0,27,7,5,0,3,17,14,13,4,0,30,10,11,0,0,24,8,8,0,0,15,7,14,0,0,18,7,12,0,0,18,9,9,0,0,16,4,4,0,0,8,3,3,3,0,8,6,3,0,0,13,5,16,6,0,31,8,0,0,0,12,132,108,24,4,266
POA3314,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,8,0,0,0,0,3,10,0,0,0,9,7,6,0,0,9,7,11,0,0,15,7,3,3,0,10,0,5,3,0,5,0,9,0,0,12,8,8,0,0,13,3,3,0,0,9,0,3,0,0,3,3,0,0,0,4,5,4,0,0,7,5,10,3,0,17,3,0,0,0,3,64,65,14,0,145
POA3315,7,0,0,0,9,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,13,3,7,0,20,14,3,16,0,30,37,3,12,0,51,18,11,10,0,33,24,12,5,0,43,14,18,9,0,42,15,15,6,0,36,7,13,0,0,18,9,19,0,0,29,11,9,0,0,15,3,9,3,0,13,0,3,0,0,0,9,3,0,0,16,16,28,6,3,55,18,6,0,0,22,206,149,73,8,435
