POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA3529,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,15,9,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,3,3,10,0,3,3,0,58
POA3530,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,4,8,0,0,3,0,0,0,0,0,12,5,5,0,0,0,4,3,0,3,21,3,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,12,5,3,3,3,3,4,3,55
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,5,4,5,0,0,0,0,4,0,0,8,10,3,0,0,4,0,0,0,0,28,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,6,4,4,3,5,8,0,72
POA3533,0,0,3,0,3,4,0,3,0,12,0,6,4,0,0,0,0,0,0,14,5,6,8,3,0,5,3,12,0,45,13,8,7,8,9,8,3,5,0,52,24,14,7,8,7,5,11,5,0,76,17,5,5,6,3,4,3,9,3,59,8,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,41,33,32,21,20,19,38,9,282
POA3537,0,0,0,3,0,3,0,9,0,17,3,3,0,0,0,0,3,7,0,18,15,11,5,6,0,0,0,12,0,53,26,13,9,3,10,6,6,3,3,77,30,18,5,4,9,3,5,13,0,88,41,10,5,7,4,6,13,13,3,105,26,5,0,3,0,3,3,4,0,39,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,145,57,31,29,25,28,30,52,7,405
POA3540,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,3,0,9,6,3,0,4,3,0,0,7,0,16,14,0,3,0,3,0,0,6,0,34,8,4,5,0,3,0,0,7,0,28,13,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,12,10,5,7,3,6,22,0,109
POA3542,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,14,8,0,3,0,3,0,0,0,0,12,16,0,0,0,0,0,3,0,0,24,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,0,8,4,6,5,5,8,0,71
POA3544,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,0,0,6,0,12,5,0,0,0,0,0,6,0,0,20,20,4,0,0,3,3,0,0,0,30,9,4,4,5,3,0,0,0,0,29,3,3,0,0,4,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,9,10,7,14,9,6,8,0,110
POA3546,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,7,12,0,3,3,4,0,3,0,0,24,9,5,0,0,0,0,0,0,0,18,15,12,4,6,0,3,10,4,0,50,20,10,0,0,0,0,5,3,3,43,12,0,0,0,0,0,4,3,0,20,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,5,68,32,8,15,8,9,16,17,7,174
POA3549,0,0,3,4,0,17,0,8,3,44,18,17,16,14,8,3,12,22,5,116,62,33,31,19,23,6,25,85,16,296,67,19,23,15,30,8,17,42,16,245,53,29,19,20,13,15,45,57,10,253,60,28,27,17,30,27,31,67,11,290,30,10,6,9,13,0,9,11,3,87,3,3,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,300,128,118,97,120,78,136,290,60,1337
POA3550,23,14,77,199,58,409,27,273,15,1099,96,297,360,485,163,447,81,353,31,2323,318,1150,623,415,384,277,159,370,38,3733,407,1001,386,320,394,208,160,294,55,3228,487,905,433,407,523,289,199,345,54,3643,387,737,283,347,446,207,156,290,37,2894,93,171,60,62,109,69,48,63,14,684,19,13,6,4,4,5,3,16,13,81,0,4,0,0,3,0,0,0,0,10,1824,4298,2234,2254,2082,1913,837,2001,256,17699
POA3551,15,14,122,145,39,416,21,221,14,998,48,109,246,178,94,176,38,160,14,1068,306,698,546,261,358,195,134,216,34,2762,506,885,490,342,530,222,163,191,43,3369,520,708,447,376,572,212,251,282,36,3402,335,503,296,242,351,172,208,203,30,2334,115,88,51,42,59,39,41,39,16,495,30,11,3,3,7,3,0,4,0,56,7,0,3,4,3,0,0,0,0,24,1880,3019,2208,1597,2007,1433,853,1315,196,14501
POA3555,4,10,47,55,15,167,7,101,6,413,45,94,198,168,74,162,31,165,11,955,166,420,408,241,200,155,101,278,28,1985,180,302,210,193,210,146,108,236,20,1600,180,254,175,210,238,135,122,222,26,1560,159,220,142,173,212,109,126,222,30,1394,33,40,20,20,43,26,32,31,7,256,3,3,3,3,0,5,3,7,0,32,0,0,0,0,0,0,0,0,0,3,768,1343,1200,1060,996,906,526,1262,135,8195
POA3556,3,4,45,29,5,124,4,84,7,310,29,29,127,113,45,91,33,98,13,580,97,167,233,139,119,96,71,175,12,1107,86,162,162,127,114,85,95,135,17,987,102,146,159,148,150,82,105,162,13,1065,80,129,115,114,150,77,117,153,17,950,27,29,15,10,24,13,20,27,8,167,8,0,3,0,0,3,0,3,0,18,0,0,0,0,3,0,0,0,0,6,436,675,866,680,598,573,439,826,95,5184
POA3557,3,0,4,0,0,8,0,3,0,25,0,0,5,3,0,4,0,3,0,16,8,5,20,8,5,0,0,8,0,57,12,11,13,4,19,0,3,19,3,86,26,11,10,13,16,7,7,11,0,88,22,12,9,8,9,8,8,7,3,79,13,0,0,0,0,0,0,3,0,14,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,80,42,65,29,46,26,27,48,10,373
POA3558,0,0,4,0,0,6,0,4,0,15,3,3,4,3,3,0,0,5,0,30,4,0,8,3,0,0,0,12,0,31,14,7,9,3,3,4,11,4,0,61,28,11,14,7,13,5,9,9,4,101,29,16,7,9,10,3,14,7,0,91,18,0,4,0,0,5,0,3,0,38,6,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,109,42,53,29,32,31,34,52,3,371
POA3559,0,0,4,0,0,3,0,0,0,6,3,0,3,0,0,0,5,4,0,19,6,3,3,3,7,0,3,4,0,31,13,9,6,6,8,3,4,5,3,44,24,16,3,6,4,0,7,8,0,66,26,7,0,3,3,0,3,4,0,49,22,3,0,0,4,0,0,0,0,26,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,103,28,18,15,22,11,17,27,7,257
POA3561,6,0,19,10,3,38,0,32,0,115,10,13,35,16,10,12,10,34,5,152,52,47,47,19,16,19,23,26,3,256,74,43,51,31,31,26,20,42,8,315,100,43,51,54,60,36,55,62,4,460,128,37,35,30,44,25,56,45,7,403,56,14,12,8,10,5,10,3,3,119,19,0,0,0,0,0,0,3,3,33,5,0,0,0,0,0,0,0,0,8,446,196,251,174,177,163,177,263,29,1865
POA3562,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,8,3,0,3,3,4,3,0,4,0,23,6,0,3,0,4,0,3,0,3,27,11,0,0,0,7,3,3,9,0,30,9,3,7,0,3,0,4,5,0,34,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,20,8,16,9,8,20,5,127
POA3563,4,0,0,0,0,9,3,3,0,22,0,3,9,6,3,0,3,14,0,40,13,9,3,0,0,0,8,9,0,47,13,4,7,4,9,3,5,8,0,57,21,14,11,11,10,5,12,11,0,90,26,3,6,3,5,4,6,17,0,75,17,0,0,0,3,0,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,97,25,45,35,28,28,35,69,5,371
POA3564,11,12,74,105,16,214,5,103,8,546,31,38,153,112,31,65,16,85,13,546,125,283,225,158,95,121,50,141,16,1215,212,260,226,157,147,130,90,147,9,1387,258,238,215,203,237,154,137,220,23,1684,210,199,180,165,163,127,114,208,20,1389,56,38,22,41,23,24,35,47,8,290,17,4,3,0,6,0,3,4,3,46,0,0,3,0,0,0,0,0,0,6,927,1081,1105,935,718,840,461,945,102,7112
POA3565,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,3,0,11,8,3,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,20,10,0,3,3,4,0,6,0,50
POA3566,0,0,0,3,0,4,0,4,0,17,0,4,4,4,0,0,0,3,0,16,4,0,6,3,4,0,0,4,0,33,14,0,4,0,8,7,0,3,0,42,30,10,3,5,4,0,6,5,0,65,10,7,5,8,3,3,3,10,0,53,11,3,3,0,0,0,0,3,0,23,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,78,23,27,21,18,23,15,39,4,256
POA3567,0,0,8,0,0,0,0,7,0,20,4,0,0,6,0,0,0,3,0,14,5,0,3,0,0,0,9,10,0,30,17,8,4,3,7,3,3,3,0,43,37,5,7,3,7,3,3,16,0,79,27,8,6,0,3,4,9,9,0,65,26,0,0,0,0,0,0,0,0,31,12,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,121,21,29,23,19,12,26,47,0,291
POA3568,4,3,13,3,0,25,3,13,0,62,7,10,22,12,10,13,9,14,3,87,30,28,31,18,15,4,12,23,0,170,84,39,33,16,23,12,5,25,4,245,80,37,31,22,42,22,27,35,0,297,66,24,23,32,36,19,36,31,5,265,42,9,13,7,3,11,6,19,4,106,12,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,324,145,163,100,127,106,98,166,18,1252
POA3570,0,0,3,0,0,3,0,4,0,12,0,0,3,0,0,0,0,7,0,12,3,6,11,3,3,7,3,4,0,43,9,7,8,8,7,3,4,3,0,58,24,6,11,7,9,12,13,12,0,97,22,7,7,4,5,0,7,9,0,70,9,0,0,0,0,0,0,6,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,75,35,46,26,28,22,26,48,8,309
POA3571,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,10,8,4,6,0,0,0,3,5,0,23,9,0,0,0,0,0,0,6,0,15,15,3,0,0,5,0,0,4,0,30,22,3,0,0,7,0,3,0,0,33,13,0,0,0,0,0,0,0,0,14,7,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,75,14,12,3,12,5,9,18,3,146
POA3572,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,10,13,3,0,0,0,3,0,3,0,16,9,4,0,0,0,0,0,3,0,16,14,0,0,0,0,0,0,0,0,19,7,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,3,7,10,0,10,0,78
POA3573,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,6,0,5,0,3,0,0,6,0,19,10,0,3,0,4,0,0,3,0,20,13,0,4,3,4,0,4,0,0,31,22,3,3,0,0,0,3,5,0,46,6,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,14,3,11,0,7,24,0,144
POA3575,0,0,0,0,0,0,0,3,0,8,3,3,0,0,0,0,0,6,0,20,6,9,5,0,4,0,3,6,3,43,31,7,8,5,3,0,0,13,0,75,26,8,5,7,7,6,6,13,0,74,42,16,5,8,3,0,14,13,0,95,7,0,3,3,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,3,120,34,26,21,20,15,24,59,10,335
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,3,0,0,0,0,39
POA3579,7,0,8,15,4,47,3,26,4,115,17,13,48,21,16,24,6,29,3,179,56,63,64,31,31,25,28,45,3,344,80,51,47,40,35,23,29,48,6,358,128,66,55,57,59,45,36,73,4,520,134,59,46,53,62,30,41,72,3,510,61,10,14,16,14,3,13,17,3,155,13,0,0,0,3,0,3,4,0,25,0,0,0,0,0,0,0,0,0,9,494,274,297,232,222,196,150,322,27,2212
POA3580,3,0,3,3,0,14,0,3,0,30,0,0,7,3,0,0,5,12,0,29,6,9,7,15,8,4,9,5,0,62,15,8,5,3,4,5,4,15,0,60,10,8,11,10,13,18,14,14,3,95,11,6,11,12,12,6,10,26,3,102,7,5,0,0,3,3,5,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,40,55,44,34,47,39,85,3,400
POA3581,0,0,3,0,0,0,3,0,3,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,9,10,7,3,0,6,3,3,0,0,25,6,3,3,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,12,3,12,5,4,4,4,74
POA3583,0,0,0,0,0,3,0,3,0,10,0,0,0,3,3,0,0,0,0,5,0,0,4,0,0,3,0,0,0,12,8,3,3,0,4,0,3,3,0,24,5,0,5,4,3,0,0,3,0,21,3,0,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,16,10,9,4,4,16,0,88
POA3584,0,0,4,6,0,7,0,6,0,19,0,0,0,7,0,3,0,3,0,21,15,10,24,8,4,9,3,9,0,85,10,12,11,7,12,10,4,13,0,83,13,20,9,9,11,10,6,10,3,88,29,12,9,14,16,4,7,12,0,103,9,3,0,0,4,0,3,0,0,28,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,81,68,59,53,44,40,28,48,9,433
POA3585,4,3,47,54,13,121,4,66,3,331,34,56,126,79,51,64,17,62,5,498,147,239,200,95,94,91,46,117,13,1039,134,184,120,85,124,84,52,103,22,899,174,157,103,119,136,90,71,140,12,1003,146,131,71,91,131,86,61,87,12,824,54,28,7,13,18,12,14,23,8,181,9,0,3,0,7,0,0,8,5,30,0,0,0,0,0,0,0,0,0,4,706,801,682,532,573,548,264,621,80,4797
POA3586,0,0,3,7,0,13,0,3,0,30,3,0,7,3,4,9,0,3,0,33,5,11,10,10,4,0,3,9,0,49,13,13,9,5,13,10,3,6,0,69,22,7,9,16,18,11,9,14,5,102,29,11,17,5,12,6,4,14,0,96,12,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,81,43,57,40,49,42,20,50,4,396
POA3588,0,0,4,3,0,6,0,0,0,17,0,0,4,4,3,4,0,3,0,15,4,0,5,6,3,3,0,0,0,21,6,3,7,3,4,0,0,5,0,29,4,0,4,7,3,0,4,8,0,37,0,3,8,7,3,0,3,8,0,35,0,4,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,35,26,21,13,9,26,5,162
POA3589,0,0,3,0,0,4,0,3,0,8,0,3,3,0,0,3,0,5,0,17,8,3,3,0,0,0,3,5,0,18,9,0,0,3,4,0,3,3,0,23,9,6,3,0,6,4,3,3,0,38,18,3,0,4,3,0,4,3,0,39,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,13,16,8,16,16,7,25,0,161
POA3590,0,0,0,0,0,4,0,0,0,10,0,3,3,0,0,3,0,0,0,8,6,3,3,3,0,0,0,5,0,23,3,3,6,4,4,3,4,4,0,32,3,4,3,0,9,7,0,4,0,31,8,3,4,3,6,5,3,6,0,35,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,30,13,21,24,8,21,3,152
POA3591,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,7,10,5,7,0,0,3,0,0,0,18,3,4,0,0,0,0,0,4,0,19,6,4,0,3,3,0,0,0,0,26,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,9,6,8,10,0,7,6,88
POA3594,0,0,6,4,0,8,0,7,0,14,0,0,8,5,0,3,0,8,0,20,5,3,3,4,0,0,3,6,0,24,7,3,0,8,3,3,3,0,3,30,9,4,7,10,4,5,6,5,0,51,10,4,6,9,0,6,9,4,0,47,4,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,32,26,30,27,10,18,21,31,10,204
POA3595,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,8,0,3,0,20,3,4,6,0,0,0,0,8,0,25,8,3,3,5,3,3,3,8,0,33,8,3,5,7,7,3,3,13,0,50,4,3,7,3,3,3,3,7,3,41,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,15,23,19,16,21,16,39,0,181
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,4,3,3,0,4,8,0,38
POA3597,0,0,3,0,0,4,0,5,0,12,4,0,3,0,0,0,3,9,0,16,5,5,0,0,0,3,3,3,0,21,9,0,5,0,4,0,3,10,3,32,34,6,7,0,4,3,3,9,0,61,16,6,3,3,5,0,7,3,0,44,3,0,0,0,0,0,4,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,76,16,26,5,8,12,20,36,3,205
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,3,3,0,3,0,13,9,0,0,0,0,0,4,0,0,18,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,3,3,4,5,0,50
POA3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,3,0,0,0,0,0,0,3,0,10,3,0,0,0,3,3,3,5,0,21,6,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,5,3,7,3,7,14,0,57
POA3608,0,0,8,9,0,14,0,22,0,54,5,8,14,12,6,4,0,25,0,69,17,30,44,18,10,6,10,28,0,165,45,25,35,18,15,13,16,18,0,192,50,28,30,20,26,24,13,43,3,230,68,26,32,16,37,14,22,35,7,245,22,12,4,7,3,4,6,11,0,63,6,0,0,0,0,0,0,4,3,15,5,0,0,0,0,0,0,0,0,7,219,121,169,101,98,73,62,192,17,1039
POA3610,3,3,3,4,3,11,0,11,0,36,3,0,9,0,4,3,0,5,0,27,7,12,15,3,6,3,3,14,0,67,24,15,17,16,11,8,4,16,7,115,44,28,14,17,18,17,10,13,3,166,32,18,12,15,4,7,16,15,0,125,19,3,0,3,0,0,3,3,0,34,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,3,140,85,73,61,56,46,36,78,13,580
POA3612,7,0,10,9,0,13,0,8,0,40,0,0,11,6,3,4,0,8,0,31,16,11,10,11,4,4,10,13,0,83,12,16,14,12,7,4,6,11,0,79,26,22,26,17,15,14,21,28,6,186,35,23,19,18,14,3,19,20,6,154,11,5,5,0,0,3,3,0,0,30,9,0,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,109,76,90,72,47,40,69,98,16,615
POA3614,0,0,3,3,3,10,0,4,0,26,3,3,3,3,7,3,0,5,0,24,8,17,19,7,17,3,4,7,0,75,21,21,17,6,6,4,4,13,0,95,29,20,17,10,18,3,8,6,0,121,18,18,11,8,13,3,7,15,0,89,9,4,0,0,4,0,0,3,0,21,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,78,86,80,36,61,31,24,59,0,460
POA3616,3,0,14,13,11,43,4,30,0,111,8,22,34,12,15,26,10,45,6,183,51,75,94,35,51,34,24,64,6,430,91,90,55,48,62,24,20,58,5,452,88,88,62,43,80,36,49,96,8,549,104,52,41,43,41,18,33,79,10,414,20,6,11,6,14,8,14,16,7,103,13,0,3,0,5,0,3,0,3,28,0,0,0,0,0,0,0,0,3,4,383,344,312,201,273,193,151,385,44,2286
POA3617,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,11,10,4,0,3,4,0,0,3,0,25,11,3,3,3,0,0,3,3,0,23,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,11,8,7,8,4,9,9,0,89
POA3618,0,0,8,0,0,6,0,4,0,17,3,0,9,0,0,3,0,3,0,18,3,5,9,8,6,3,7,11,0,44,7,4,9,11,6,5,6,22,0,75,16,8,4,8,3,3,10,20,5,73,22,4,3,4,7,4,4,10,4,58,9,4,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,26,43,36,18,21,22,62,3,299
POA3620,10,9,30,14,7,65,3,46,0,192,8,25,86,31,24,24,13,47,3,263,59,122,108,75,54,40,28,84,4,579,109,105,87,64,81,44,35,102,10,640,138,109,105,81,94,73,79,121,13,816,123,92,91,66,86,49,55,102,15,680,60,23,15,5,21,15,13,25,3,178,15,3,5,0,4,0,0,0,5,35,3,0,0,0,0,0,0,0,0,5,517,491,528,346,365,318,236,529,57,3386
POA3621,6,0,17,0,0,16,0,13,0,59,5,7,17,8,0,5,0,21,0,77,28,23,35,16,10,21,8,39,0,183,50,21,28,21,19,16,8,44,0,210,61,18,22,19,20,16,27,38,0,236,44,22,17,17,15,13,24,41,3,204,16,0,3,3,8,7,3,11,0,52,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,216,91,141,85,82,102,82,217,9,1023
POA3622,0,0,0,0,0,4,0,3,3,12,0,0,3,0,0,0,0,0,0,7,15,3,8,0,0,0,0,8,0,32,6,6,4,0,3,3,8,7,0,43,16,6,0,3,9,3,4,4,0,52,19,9,4,4,9,0,3,6,0,55,14,0,0,0,0,0,3,0,0,18,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71,20,19,11,27,17,23,31,6,225
POA3623,0,0,0,0,0,6,0,4,0,14,0,3,10,5,3,0,5,11,0,34,12,9,9,8,0,3,0,5,0,42,15,6,4,3,0,5,8,10,0,57,23,3,13,9,11,9,4,15,0,85,28,10,14,9,10,5,3,18,0,90,16,3,3,0,3,0,0,3,0,31,7,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,3,0,4,106,29,48,32,28,18,20,74,0,368
POA3624,0,0,7,0,0,3,3,5,0,15,6,0,3,0,0,0,3,8,0,24,15,9,6,0,3,4,3,3,0,43,7,9,4,4,3,0,0,9,0,40,12,3,5,4,6,0,8,3,0,48,11,5,7,3,3,4,10,10,0,51,5,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,65,19,26,13,17,10,23,39,3,231
POA3629,3,0,36,24,17,90,3,57,10,241,20,26,69,46,35,54,3,71,0,336,80,120,135,73,73,64,40,131,14,727,107,119,98,98,98,58,74,118,16,780,146,99,91,77,94,67,78,124,13,793,77,89,69,82,96,41,93,126,5,679,31,23,15,21,21,12,18,39,8,188,3,4,0,7,0,0,3,3,0,21,0,0,0,0,0,0,0,0,0,4,479,481,515,426,433,392,309,664,68,3768
