POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA3430,0,0,4,0,3,0,0,3,0,12,0,0,13,0,0,3,3,3,0,24,0,0,3,0,0,0,3,0,0,9,3,4,3,0,3,4,0,0,3,22,7,0,8,5,4,5,7,12,0,45,0,0,11,4,4,0,0,3,0,24,7,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,24,8,39,14,20,9,13,20,7,155
POA3431,0,0,14,22,3,43,0,27,0,109,10,12,60,40,11,27,3,15,0,169,20,56,70,30,52,19,14,25,7,295,67,94,81,41,71,18,23,24,3,429,92,132,80,89,110,40,19,27,4,594,46,75,65,50,62,24,24,23,0,368,21,34,10,6,15,5,9,10,0,103,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,259,408,383,271,322,173,91,136,25,2065
POA3432,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,15,9,3,4,4,10,0,3,0,0,32,0,3,0,3,3,0,4,0,0,23,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,15,11,12,7,9,4,0,88
POA3433,0,0,0,0,0,3,0,0,0,7,0,0,7,0,0,0,0,0,0,13,0,3,4,0,0,3,3,0,0,12,0,3,11,5,3,0,0,8,0,26,3,8,6,0,10,0,4,0,0,32,3,0,0,0,3,0,4,0,0,14,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,24,5,9,9,7,15,5,106
POA3434,0,0,21,25,6,41,3,22,0,114,5,15,64,31,19,23,16,32,3,204,31,81,89,46,45,24,31,24,8,383,69,88,81,50,86,35,50,46,3,506,93,113,112,70,90,41,51,53,12,628,60,73,59,40,68,35,31,55,15,428,25,13,18,14,19,4,15,9,3,125,11,4,0,0,0,3,0,0,0,13,3,0,0,0,0,0,0,0,0,3,300,380,446,262,336,201,193,237,44,2414
POA3435,0,0,9,7,4,25,0,14,0,63,6,13,25,11,4,10,3,11,3,87,17,20,56,21,29,10,12,16,4,189,47,83,52,26,29,11,14,28,3,294,41,64,52,32,41,20,31,26,9,316,41,63,36,37,42,22,26,34,5,293,25,14,5,3,12,9,4,7,0,84,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,188,254,239,152,164,102,90,127,28,1340
POA3437,4,3,36,55,15,106,4,72,7,296,13,38,91,76,45,66,13,43,4,393,78,217,201,91,108,44,28,39,6,805,210,374,167,97,174,70,57,48,4,1214,234,287,163,137,234,87,63,68,21,1291,144,225,113,59,152,55,38,46,11,848,32,54,27,11,31,16,17,16,0,202,3,0,3,0,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,3,716,1203,803,532,751,449,223,326,55,5070
POA3438,0,0,9,8,0,26,3,17,0,67,3,8,18,22,10,12,6,6,0,86,22,37,39,22,21,9,9,7,0,165,71,80,38,26,41,26,10,6,6,304,71,61,41,35,57,13,17,14,0,312,28,40,15,13,30,12,8,7,0,144,4,12,3,3,12,3,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,238,156,141,170,90,58,57,8,1120
POA3440,0,3,3,8,3,8,0,13,0,37,0,3,16,8,3,4,6,5,3,48,11,37,15,18,8,8,5,12,0,107,50,88,45,13,19,3,3,5,0,226,44,82,25,27,37,13,10,4,0,246,39,64,26,20,31,14,5,9,3,212,9,14,12,3,5,7,3,3,0,54,3,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,153,295,142,89,98,57,33,55,19,935
POA3441,0,0,11,3,0,3,0,13,0,29,4,3,3,5,6,3,0,5,0,29,5,21,6,10,10,3,3,6,0,70,27,54,14,8,17,11,3,8,3,130,54,67,21,13,19,8,3,0,5,193,32,41,19,8,13,7,3,3,3,130,5,24,3,4,3,3,4,5,3,58,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,137,211,70,62,67,46,13,34,17,647
POA3442,0,0,17,38,7,55,3,35,0,156,0,13,51,56,17,32,9,34,0,205,24,107,82,49,39,31,3,33,6,371,135,287,116,81,97,31,12,49,17,819,195,270,119,99,114,74,29,50,14,968,108,211,75,71,75,40,41,37,9,664,49,53,23,19,31,15,10,9,9,217,6,3,0,0,0,3,0,0,0,19,4,0,0,0,0,0,0,0,3,7,534,947,481,412,377,273,119,244,52,3427
POA3444,3,0,30,39,5,53,3,50,4,181,15,18,75,39,23,42,11,51,8,277,61,109,114,72,42,36,17,118,10,577,158,241,132,79,106,41,43,67,13,878,160,214,145,127,142,62,62,102,17,1027,137,168,111,95,102,44,42,86,3,786,69,39,23,15,20,16,22,27,5,238,27,5,0,3,0,3,0,3,3,46,3,0,0,0,0,0,0,0,3,10,625,794,625,455,448,293,197,515,66,4022
POA3446,0,0,11,5,0,7,0,13,0,31,0,0,15,4,3,5,0,5,0,38,5,12,11,11,5,0,4,4,0,52,14,27,15,9,5,6,8,13,3,98,17,25,14,15,11,6,10,12,0,122,23,30,12,7,10,3,3,12,0,110,7,7,8,3,3,4,0,3,0,33,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,76,101,84,54,44,31,32,70,3,489
POA3447,0,0,0,0,0,0,0,3,0,5,0,0,9,0,0,3,0,4,0,15,0,4,4,0,4,3,0,3,0,20,3,9,10,0,8,0,0,3,0,40,6,14,8,6,4,3,4,4,0,60,4,15,13,14,3,3,3,6,0,58,4,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,47,39,30,20,8,10,26,3,208
POA3448,0,0,4,4,0,0,0,4,0,8,3,0,3,3,6,3,0,6,0,22,4,5,6,7,3,0,0,4,0,27,15,18,8,15,10,3,3,6,0,87,19,17,7,10,24,10,11,9,3,108,16,15,14,13,14,8,8,12,0,100,5,11,4,0,0,0,8,3,0,41,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,80,73,49,47,54,20,27,43,6,401
POA3450,0,3,10,29,5,53,4,33,4,135,9,14,38,25,4,22,3,46,0,156,40,81,59,37,24,25,10,78,3,364,78,198,50,36,47,29,11,51,4,512,83,217,68,93,82,37,21,76,7,688,76,197,62,70,75,37,30,66,9,621,23,57,15,15,19,16,6,10,6,165,5,8,3,0,0,0,0,3,0,25,0,7,0,0,0,0,0,0,0,10,317,770,305,310,254,220,91,368,36,2675
POA3451,0,0,18,21,3,44,3,40,3,131,4,9,39,25,7,21,6,33,6,153,42,54,64,30,28,19,24,48,3,310,63,117,69,53,37,22,19,32,0,418,66,151,82,77,57,37,31,60,16,572,73,115,61,63,57,27,30,57,7,498,25,36,8,4,16,4,8,10,3,114,9,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,276,496,348,273,205,174,115,286,40,2212
POA3453,0,0,9,12,0,22,0,20,0,59,0,3,19,3,3,11,3,7,0,46,7,24,15,6,4,6,6,12,0,87,29,35,20,17,17,3,9,17,0,143,41,63,29,23,24,22,11,17,3,230,47,45,15,11,22,7,17,22,10,196,13,8,6,3,0,3,4,0,0,44,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,137,188,110,74,83,71,47,93,12,811
POA3458,0,0,11,5,0,4,0,4,0,22,4,0,14,8,3,3,8,7,0,51,8,21,15,15,3,4,4,12,3,76,29,49,20,20,25,5,4,19,3,169,46,46,22,39,31,14,11,16,3,225,39,71,16,17,15,10,16,16,4,200,30,18,3,4,10,3,0,8,3,75,4,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,156,196,100,106,79,45,45,81,23,836
POA3460,0,0,5,15,3,8,0,16,0,48,3,5,13,15,3,4,5,7,0,54,19,18,42,17,14,11,6,12,0,141,34,45,32,21,19,9,5,15,3,187,44,64,32,44,29,27,9,40,7,295,38,66,36,30,32,21,15,38,0,276,19,19,6,0,7,6,4,8,0,68,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,167,213,154,151,110,86,42,144,17,1078
POA3461,0,0,7,9,0,10,0,20,0,42,9,4,19,18,13,11,3,15,0,80,37,35,44,17,17,13,5,19,3,184,76,87,56,46,39,31,13,29,6,384,97,119,67,78,46,22,32,55,5,517,75,130,54,46,54,17,18,54,7,454,30,21,9,11,19,8,5,19,3,125,12,3,0,0,0,0,0,3,0,23,0,0,3,0,0,0,0,0,0,7,338,398,257,223,174,113,73,210,27,1824
POA3462,0,0,3,7,0,4,0,13,0,25,0,3,9,4,0,5,0,8,0,32,3,9,10,10,5,0,8,0,0,38,8,23,15,7,10,7,9,13,0,80,22,25,26,23,17,7,3,14,3,132,20,28,16,14,15,8,5,17,0,116,5,7,3,0,4,3,3,0,0,28,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,63,87,77,63,44,37,28,65,3,464
POA3463,0,0,5,9,0,12,0,22,0,47,0,8,15,8,4,7,3,3,0,47,18,16,19,12,3,3,3,15,0,89,35,34,18,15,11,15,9,15,9,153,55,56,33,37,39,11,17,35,5,278,47,70,39,16,37,24,9,33,3,273,28,10,5,0,7,3,5,7,4,78,3,0,0,0,0,0,0,0,4,11,4,0,0,0,0,0,0,0,0,7,191,189,138,87,102,79,47,120,26,970
POA3464,0,0,3,5,0,19,0,9,0,34,3,3,15,4,0,4,0,7,0,48,11,7,20,4,8,3,3,7,0,60,11,11,11,6,9,0,9,22,0,77,11,11,17,11,8,15,11,17,0,114,19,14,18,10,8,3,13,18,0,93,14,0,0,0,0,3,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,48,78,44,36,59,37,85,5,452
POA3465,9,3,20,24,12,99,3,52,3,220,22,34,77,46,10,43,5,46,4,287,51,80,104,68,35,41,32,98,6,509,93,54,114,96,66,64,42,80,6,610,96,85,120,115,102,62,62,135,11,799,96,92,116,75,61,56,53,117,12,673,51,25,19,16,19,15,11,21,3,186,10,0,0,0,3,4,0,4,9,31,0,0,0,0,0,0,0,3,0,7,425,374,564,443,308,376,217,557,48,3315
POA3467,0,0,8,0,0,3,0,7,0,18,4,0,9,3,3,3,3,8,0,31,10,13,13,0,4,3,5,9,3,59,18,12,13,13,8,4,9,7,3,85,17,4,7,15,16,0,9,10,0,76,15,12,7,11,4,6,9,31,4,93,9,3,4,0,3,3,0,3,0,35,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,74,41,55,41,43,27,36,68,11,402
POA3468,0,0,3,0,0,0,0,7,0,7,0,0,0,3,0,0,0,4,0,13,0,0,4,3,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,11,7,3,0,4,3,0,8,3,0,28,12,0,0,0,0,3,3,5,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,12,10,7,4,13,19,0,103
POA3469,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,6,3,3,5,0,0,0,0,22,8,5,4,10,0,0,5,3,0,25,6,3,0,5,0,0,0,3,0,25,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,5,19,5,5,4,14,0,99
POA3472,0,0,3,0,0,7,0,5,0,10,0,0,4,0,0,4,0,9,0,17,7,11,3,3,0,5,4,14,0,52,6,3,13,10,6,10,7,11,0,57,15,21,19,18,14,10,3,27,0,134,13,13,8,13,8,7,17,21,3,101,8,8,3,0,4,0,0,3,0,29,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,66,48,51,44,35,35,33,88,9,412
POA3475,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,5,0,9,4,0,0,3,0,3,0,4,0,15,8,0,0,10,0,0,0,0,0,19,21,9,0,0,4,0,3,3,0,32,10,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,7,7,14,4,9,4,17,3,109
POA3477,0,0,0,3,0,10,0,11,0,25,0,0,3,4,0,0,0,3,0,20,11,7,3,3,3,0,3,11,0,38,27,7,4,4,4,3,3,4,0,52,46,11,6,12,16,4,6,14,0,115,41,12,10,9,11,5,8,9,3,101,27,9,3,3,5,3,0,3,0,51,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,160,43,34,37,31,27,24,57,3,407
POA3478,0,0,8,9,0,19,3,29,0,67,14,3,9,15,8,3,3,17,0,77,30,27,21,14,7,7,10,31,3,144,31,22,18,12,16,10,6,29,3,150,29,32,22,26,26,22,17,48,5,221,37,26,29,34,15,16,16,38,7,221,27,5,4,4,8,6,3,7,0,71,10,0,3,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,180,114,117,113,86,80,60,200,22,975
POA3480,0,0,3,10,0,14,0,17,0,38,7,3,8,5,0,6,6,11,0,41,16,24,9,5,13,7,5,13,3,87,27,19,17,19,21,11,11,14,0,136,50,26,14,19,14,8,9,19,0,163,68,32,15,19,12,8,21,26,0,190,31,3,8,3,3,3,0,4,0,54,8,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,201,99,71,74,69,54,54,108,6,735
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,10,13,0,0,3,3,0,0,0,0,21,5,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,3,6,3,7,0,3,6,0,54
POA3483,0,0,3,0,0,9,3,12,0,23,0,5,10,0,0,3,3,0,0,19,17,21,14,0,3,3,3,3,0,73,10,12,6,3,8,3,3,6,0,64,29,15,8,9,8,7,5,9,0,86,28,14,8,5,4,3,7,6,0,75,28,3,3,0,3,0,4,5,0,41,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,120,72,47,25,26,28,23,42,5,385
POA3485,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,10,3,3,0,5,0,0,3,0,20,10,0,4,6,7,3,0,4,0,37,13,0,3,0,3,0,0,3,0,31,5,0,4,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,12,12,8,4,5,19,0,120
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,3,4,3,0,0,3,0,41
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,15,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,6,0,3,0,3,3,4,3,46
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,0,0,0,3,0,25
POA3490,0,3,7,0,0,3,0,3,0,17,3,4,12,6,0,0,4,4,0,41,13,9,10,3,7,4,6,13,0,73,21,14,7,4,10,9,8,5,4,87,30,11,13,17,14,8,13,18,0,123,42,17,5,16,15,5,20,21,0,141,34,0,5,3,3,0,3,4,0,56,6,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,153,68,64,56,40,35,55,64,5,547
POA3491,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,16,11,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,8,4,6,0,0,0,46
POA3494,0,0,0,0,0,3,0,5,0,9,7,0,3,0,0,3,4,22,0,36,12,5,4,0,0,0,3,33,0,62,16,0,3,3,3,0,3,14,3,52,27,0,5,0,3,0,13,30,0,74,29,5,4,7,0,0,6,25,0,81,7,0,3,0,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,11,21,12,10,8,30,132,7,334
POA3496,3,0,23,22,4,96,0,34,0,190,13,17,43,27,12,37,6,33,5,198,50,70,104,31,46,43,42,74,3,457,92,64,66,43,40,35,42,78,17,473,128,81,46,54,68,61,61,102,16,623,141,61,55,59,55,13,59,88,11,549,39,11,7,6,7,3,8,19,6,118,9,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,467,309,345,253,233,288,224,431,61,2611
POA3498,3,5,31,24,0,86,3,30,5,186,13,16,35,28,28,36,10,25,0,187,42,61,81,39,55,35,26,38,9,380,68,89,80,52,80,40,40,39,10,493,125,100,92,64,86,61,44,54,16,645,85,65,67,50,62,36,53,53,12,474,34,17,16,3,11,9,4,13,3,114,3,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,370,356,402,256,327,295,177,252,52,2493
POA3500,17,13,106,78,24,360,11,181,16,807,58,141,218,231,102,230,47,235,19,1286,243,654,520,374,288,274,166,390,52,2957,376,590,310,324,292,236,158,277,46,2622,384,496,293,323,394,239,199,320,35,2661,288,378,238,248,324,196,190,297,31,2183,95,72,39,55,65,46,47,57,15,494,23,4,6,3,3,3,0,9,7,65,4,0,0,0,4,0,0,0,3,12,1490,2353,1721,1636,1493,1585,814,1769,227,13090
POA3501,0,0,12,4,3,30,0,15,0,68,5,6,19,12,7,11,0,11,0,65,19,24,33,8,14,10,3,10,4,122,42,41,29,24,31,21,8,8,3,210,53,57,37,19,46,19,22,15,3,263,45,31,27,14,34,18,20,29,4,211,14,8,3,0,4,3,5,8,0,41,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,185,158,156,83,134,112,56,85,16,991
POA3505,0,0,13,21,10,50,0,28,0,123,11,11,49,26,20,26,12,20,0,173,19,41,66,39,37,23,30,35,9,296,60,63,65,38,51,33,36,35,6,383,114,75,61,70,56,41,50,64,6,540,73,54,36,42,53,18,52,50,7,387,32,11,11,6,20,0,3,17,0,110,10,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,7,321,256,305,238,246,190,182,254,31,2030
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,19
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,8,3,0,0,4,4,3,0,0,0,11,3,0,0,0,3,0,0,3,0,8,9,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,3,7,11,3,0,3,0,54
POA3509,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,12,7,4,0,7,3,0,3,0,0,26,8,0,0,3,0,0,3,0,0,19,24,3,3,4,0,0,0,3,0,34,9,0,0,0,0,0,0,3,0,15,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,61,11,7,13,6,3,3,6,0,115
POA3512,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,3,6,0,22,11,5,3,0,3,0,3,0,0,32,14,5,0,8,3,0,7,4,0,42,27,11,3,0,4,0,3,4,0,53,18,0,0,0,4,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,75,20,9,13,17,10,20,28,0,185
POA3515,0,0,9,7,0,14,0,7,0,36,0,5,24,8,5,16,3,15,0,76,25,45,61,27,41,19,19,14,3,260,31,37,30,19,24,10,20,23,0,190,26,26,24,30,29,11,26,23,3,194,23,22,24,18,11,11,14,10,3,136,7,0,0,0,8,3,5,3,0,25,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,119,145,164,103,115,76,80,101,12,925
POA3516,0,0,0,4,0,11,0,6,0,21,0,0,0,3,0,3,3,3,0,17,3,9,6,0,4,0,0,10,0,37,15,5,9,3,7,3,5,11,0,57,30,8,6,12,8,0,7,8,0,74,30,9,6,10,5,3,11,6,3,79,17,4,0,0,3,0,3,0,0,21,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,103,31,33,27,31,26,27,36,10,315
POA3517,0,0,3,0,0,3,0,3,0,19,3,0,16,0,3,3,0,6,0,30,8,4,5,6,3,5,4,17,0,58,26,11,13,6,10,4,6,11,0,95,20,9,10,28,9,9,11,23,3,115,32,13,13,15,3,4,8,14,0,111,20,3,0,0,3,0,0,4,0,39,3,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,121,47,66,63,46,30,34,81,11,475
POA3518,0,0,0,0,0,17,0,5,0,23,0,3,11,0,0,0,0,7,0,19,5,3,3,3,3,0,3,4,0,29,16,10,8,3,3,3,3,9,4,53,33,12,15,14,21,6,10,14,3,124,43,9,8,15,8,5,12,16,3,118,12,3,0,3,3,0,0,3,0,28,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,115,43,42,39,43,30,37,57,15,401
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,3,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,3,0,23
POA3521,0,0,10,3,0,3,0,8,0,20,0,0,3,3,4,0,0,8,0,16,4,3,15,0,4,0,8,3,0,38,9,8,19,5,10,3,4,4,0,57,14,6,13,12,17,4,9,18,4,98,12,4,3,7,7,4,11,0,0,52,9,0,3,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,24,70,32,43,20,33,35,6,305
POA3522,0,0,5,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,3,3,0,3,3,0,3,7,0,16,14,3,0,3,0,0,0,3,0,32,4,5,4,3,6,3,3,3,0,32,11,7,3,3,7,3,4,4,0,44,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,24,12,20,4,12,16,3,150
POA3523,0,0,9,5,0,12,0,7,0,34,0,6,22,5,0,15,3,6,0,66,14,20,29,17,11,13,11,18,6,139,41,25,30,18,18,14,25,28,3,203,35,52,62,31,44,25,37,32,3,329,40,41,47,38,30,25,38,43,3,296,26,18,7,6,5,12,8,10,3,82,13,3,3,0,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,172,155,205,118,120,109,123,153,17,1174
POA3525,0,0,0,0,0,3,0,7,0,20,0,3,5,3,0,4,0,7,0,27,14,14,9,3,3,3,0,5,0,62,17,19,8,6,6,8,5,3,0,67,39,16,11,17,25,9,14,18,0,142,44,21,16,15,13,10,9,16,3,152,19,0,0,3,3,3,0,0,5,43,5,3,0,0,3,0,0,7,0,18,3,0,0,0,0,0,0,3,0,3,141,77,52,47,54,39,37,71,8,528
POA3527,0,0,0,0,0,8,0,6,0,17,3,3,3,0,0,3,0,3,0,17,8,11,8,7,0,0,0,5,0,41,16,0,3,3,4,3,3,4,0,37,20,4,8,3,14,4,8,12,0,70,34,10,5,8,5,3,12,11,0,93,17,3,0,0,0,0,0,4,0,33,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,97,38,31,27,23,23,21,46,6,312
