POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA3013,0,7,0,7,..,25,3,24,0,24,..,66,6,70,0,70,..,9,0,9,0,9,..,9,0,8,0,8,..,7,3,9,0,9,..,151,40,192,0,192,..,104,28,130,6,132,..,1241,264,1507,15,1518,..,18,0,16,383,404,5318,1256,266,1523,396,7238,5558,..,..,..,..,5558,..,5,0,5,0,5,..,52,7,63,0,63,..,0,0,0,0,0,..,58,22,74,0,74,..,79,13,93,0,89,..,3,5,11,0,11,..,142,36,181,0,176,..,17,9,31,0,32,..,13,0,16,0,16,..,27,0,29,0,29,..,33,3,38,0,38,..,264,115,378,0,378,..,11,0,11,0,11,..,14,0,14,0,14,..,8,4,11,0,11,..,5,0,11,0,11,..,0,0,0,0,0,..,24,0,30,0,30,..,73,3,72,0,72,..,138,31,165,5,168,..,17,3,17,0,17,..,10,3,8
POA3015,0,7,0,7,..,37,3,37,0,37,..,46,3,49,0,50,..,15,0,13,0,13,..,7,0,7,0,7,..,4,0,4,0,4,..,37,14,52,0,51,..,131,43,169,0,169,..,1353,213,1566,24,1590,..,16,4,20,368,387,6580,1365,222,1584,391,8558,6799,..,..,..,..,6799,..,12,0,12,0,12,..,180,34,216,4,221,..,0,0,0,0,0,..,44,8,57,0,57,..,78,14,92,0,94,..,16,0,12,0,12,..,136,19,162,0,164,..,54,9,56,0,60,..,10,0,10,0,10,..,31,3,35,0,35,..,36,0,38,0,38,..,178,49,227,5,240,..,3,0,3,0,3,..,39,0,40,3,40,..,14,0,11,0,11,..,4,0,4,0,4,..,4,3,9,0,5,..,15,0,17,0,17,..,77,9,79,4,84,..,154,38,192,7,203,..,21,3,23,0,23,..,7,0,11
POA3016,0,0,0,0,..,23,0,23,0,21,..,28,0,28,0,28,..,3,0,3,0,3,..,5,3,7,0,7,..,9,0,9,0,9,..,42,11,48,0,51,..,117,18,133,0,133,..,934,98,1026,8,1034,..,7,0,7,387,395,6222,938,98,1037,396,7653,6252,..,..,..,..,6252,..,8,0,8,0,8,..,53,3,53,0,53,..,0,0,0,0,0,..,22,7,28,0,28,..,39,6,47,0,47,..,8,0,8,0,8,..,76,14,85,0,85,..,73,4,73,0,73,..,12,0,12,0,12,..,31,3,32,0,32,..,50,3,51,0,51,..,178,23,200,0,196,..,3,0,3,0,3,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,4,..,13,0,14,0,14,..,37,0,40,0,41,..,165,21,187,0,186,..,18,0,17,0,17,..,6,0,8
POA3018,0,0,0,0,..,33,4,43,0,43,..,39,3,43,0,43,..,7,0,7,0,7,..,6,4,11,0,11,..,9,0,8,0,8,..,50,17,70,0,70,..,144,14,160,0,162,..,1061,129,1189,12,1199,..,24,3,27,327,350,4557,1079,134,1211,336,6109,4808,..,..,..,..,4808,..,4,0,4,0,4,..,24,4,27,3,26,..,0,0,0,0,0,..,33,7,43,0,43,..,90,17,107,0,107,..,5,0,9,0,9,..,134,27,161,0,161,..,50,6,56,0,56,..,15,0,15,0,15,..,23,9,31,0,31,..,60,3,62,0,62,..,82,3,86,0,88,..,12,0,12,0,12,..,25,0,24,0,24,..,16,0,16,0,16,..,3,0,5,0,5,..,8,3,11,0,11,..,10,0,14,0,14,..,75,9,85,0,85,..,138,14,156,3,157,..,28,3,28,0,28,..,4,0,4
POA3019,0,3,0,3,..,86,3,85,0,85,..,27,13,42,3,44,..,53,19,76,0,76,..,6,0,6,0,6,..,33,12,43,0,43,..,885,367,1252,14,1262,..,488,189,680,8,692,..,2314,826,3139,30,3168,..,15,6,18,284,298,1194,2330,826,3154,316,4667,1065,..,..,..,..,1065,..,0,0,0,0,0,..,47,16,56,3,60,..,0,0,0,0,0,..,176,117,297,0,295,..,96,44,139,0,139,..,17,15,32,0,32,..,294,171,468,0,469,..,14,7,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,16,3,25,0,25,..,22,3,25,0,25,..,56,3,58,0,58,..,37,7,40,0,40,..,5,0,11,0,11,..,17,3,23,0,24,..,29,3,35,0,38,..,169,30,196,3,195,..,13,0,15,0,16,..,3,4,6,0,6,..,3,3,9
POA3020,0,28,0,28,..,365,19,381,0,381,..,246,48,292,4,302,..,274,167,438,12,454,..,29,6,32,0,32,..,216,41,254,0,258,..,3315,1311,4621,44,4669,..,1655,707,2358,47,2407,..,10835,3391,14223,182,14405,..,77,34,112,1372,1480,6866,10911,3424,14340,1552,22759,6462,..,..,..,..,6462,..,3,0,3,0,3,..,297,70,363,5,366,..,0,0,0,0,0,..,385,265,648,5,658,..,285,135,419,3,427,..,53,45,97,0,99,..,727,444,1171,11,1180,..,162,60,221,0,221,..,5,0,5,0,5,..,26,0,26,0,26,..,32,5,38,0,38,..,550,211,765,4,769,..,112,13,128,0,128,..,228,19,248,0,248,..,309,50,366,3,370,..,45,3,47,0,47,..,67,18,76,0,76,..,162,10,168,4,175,..,919,120,1034,4,1043,..,392,134,529,5,537,..,17,0,20,0,20,..,23,4,29
POA3021,8,35,0,32,..,658,28,686,10,698,..,276,75,344,4,352,..,114,28,148,4,150,..,26,7,36,0,38,..,207,50,260,0,260,..,3986,1979,5961,60,6022,..,1710,527,2234,42,2272,..,13658,4095,17756,230,17991,..,105,51,155,1812,1969,7279,13769,4149,17915,2039,27236,6895,..,..,..,..,6895,..,0,0,0,0,0,..,459,118,582,4,591,..,3,0,3,0,3,..,364,296,658,10,661,..,211,149,359,6,367,..,93,63,159,3,158,..,673,505,1176,11,1187,..,424,151,573,17,589,..,10,4,14,0,14,..,33,3,33,0,37,..,103,6,107,0,107,..,429,223,647,5,654,..,34,12,47,0,47,..,233,15,249,0,255,..,825,113,941,7,944,..,79,3,83,0,81,..,149,31,182,0,182,..,105,12,121,0,121,..,1430,187,1620,6,1629,..,296,71,368,6,370,..,12,3,13,0,20,..,11,0,11
POA3022,0,0,0,0,..,11,0,11,0,11,..,23,3,26,0,26,..,27,4,36,0,36,..,0,0,0,0,0,..,15,0,13,0,13,..,140,54,197,0,197,..,125,30,156,5,159,..,664,154,821,9,831,..,5,3,9,92,97,631,670,152,828,100,1556,594,..,..,..,..,594,..,0,0,0,0,0,..,30,10,36,0,38,..,0,0,0,0,0,..,9,4,17,0,17,..,15,4,18,0,18,..,8,3,6,0,6,..,30,14,45,0,45,..,13,3,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,18,0,18,..,12,23,42,0,39,..,12,0,12,0,12,..,11,0,11,0,11,..,29,4,30,0,30,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,64,4,68,0,68,..,17,11,28,0,28,..,0,0,0,0,0,..,0,0,0
POA3023,3,72,0,71,..,1543,43,1584,5,1594,..,498,64,566,8,571,..,191,16,206,0,206,..,56,14,66,0,69,..,320,63,386,6,397,..,2167,787,2952,31,2981,..,2074,442,2516,45,2558,..,13764,2419,16185,154,16347,..,104,39,143,2347,2490,12995,13874,2460,16332,2502,31824,12819,..,..,..,..,12819,..,9,0,13,0,13,..,562,114,677,9,688,..,0,0,0,0,0,..,391,174,559,3,567,..,415,195,610,5,619,..,160,82,249,0,250,..,961,451,1414,13,1427,..,275,42,324,3,328,..,17,0,16,0,16,..,45,4,51,0,51,..,41,0,44,0,44,..,383,46,433,7,442,..,77,4,82,0,82,..,517,46,563,0,566,..,624,85,711,3,716,..,241,17,258,3,262,..,311,51,364,0,364,..,164,16,186,3,183,..,1944,217,2160,7,2169,..,497,56,554,3,560,..,37,7,40,0,40,..,63,21,81
POA3024,0,33,0,35,..,256,7,266,3,264,..,73,4,83,0,83,..,93,7,106,0,102,..,18,3,21,0,21,..,16,0,13,0,13,..,40,4,47,0,47,..,820,203,1025,15,1040,..,3003,376,3382,45,3423,..,38,8,49,665,714,7642,3042,390,3429,709,11776,7881,..,..,..,..,7881,..,10,0,10,0,10,..,98,14,111,3,111,..,5,0,5,0,5,..,33,8,40,0,40,..,90,18,106,0,109,..,12,0,13,0,13,..,133,24,158,0,163,..,14,4,24,0,24,..,7,0,7,0,8,..,35,3,34,0,34,..,18,0,15,0,15,..,29,3,35,0,35,..,102,10,116,0,115,..,306,23,327,0,331,..,305,39,346,0,345,..,91,0,98,3,98,..,80,15,98,0,96,..,121,9,126,0,127,..,1007,95,1098,7,1111,..,65,5,76,0,76,..,5,0,5,0,5,..,8,3,7
POA3025,0,0,0,0,..,43,4,46,3,48,..,27,7,29,0,29,..,13,0,13,0,14,..,5,0,5,0,5,..,6,0,6,0,6,..,172,53,226,5,229,..,229,74,300,3,311,..,2268,502,2765,45,2815,..,18,4,26,388,409,2710,2290,501,2794,430,5937,2740,..,..,..,..,2740,..,0,0,0,0,0,..,646,105,750,12,760,..,0,0,0,0,0,..,76,33,111,0,107,..,52,22,80,0,80,..,5,0,4,0,4,..,134,61,193,0,192,..,48,30,73,0,73,..,3,0,7,0,7,..,0,0,5,0,5,..,27,3,31,0,31,..,235,110,347,5,354,..,0,0,0,0,0,..,21,0,21,0,25,..,8,3,10,0,10,..,8,0,7,0,7,..,12,3,17,0,17,..,16,0,22,0,22,..,74,6,77,0,84,..,293,129,426,3,427,..,12,3,11,0,11,..,0,4,6
POA3026,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,11,14,37,4,0,4,11,56,14,..,..,..,..,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA3027,0,7,0,7,..,175,5,183,0,183,..,19,4,21,0,21,..,26,4,30,0,30,..,20,3,21,0,21,..,7,0,7,0,7,..,43,8,56,0,54,..,300,42,343,4,348,..,1766,219,1985,22,2005,..,4,7,12,144,155,1193,1770,226,1996,169,3360,1105,..,..,..,..,1105,..,0,0,0,0,0,..,58,7,71,0,71,..,0,0,0,0,0,..,83,20,104,0,99,..,268,97,367,0,367,..,17,11,21,0,21,..,369,120,489,0,488,..,7,0,7,0,7,..,3,0,3,0,3,..,9,3,12,0,12,..,3,0,3,0,3,..,10,0,11,0,11,..,34,0,36,0,36,..,213,12,231,0,227,..,96,10,110,0,111,..,19,0,19,0,19,..,68,10,76,0,82,..,122,11,140,3,138,..,559,47,609,10,617,..,23,0,23,0,20,..,14,0,12,0,12,..,16,11,23
POA3028,0,38,0,38,..,301,8,315,0,317,..,99,15,115,0,116,..,47,6,55,0,53,..,15,4,16,0,16,..,15,4,24,0,24,..,256,98,356,3,360,..,694,212,908,21,934,..,4492,815,5310,65,5370,..,33,16,44,789,830,8309,4524,832,5356,850,14511,8263,..,..,..,..,8263,..,15,0,11,0,11,..,332,64,396,6,404,..,0,0,0,0,0,..,134,70,204,4,209,..,234,128,365,3,366,..,14,9,22,0,21,..,383,201,587,7,593,..,117,13,136,0,136,..,8,0,8,0,8,..,29,0,35,0,35,..,33,0,33,0,34,..,250,63,320,3,320,..,48,3,54,0,54,..,243,23,261,6,266,..,241,44,285,0,289,..,31,3,35,0,35,..,47,3,50,0,50,..,106,11,117,0,117,..,719,82,805,5,809,..,257,44,296,3,297,..,32,4,33,0,33,..,15,3,17
POA3029,9,186,0,191,..,1618,48,1672,23,1692,..,393,32,428,10,436,..,475,35,505,7,511,..,52,5,60,0,58,..,71,11,83,0,83,..,333,116,446,0,446,..,3945,826,4769,84,4850,..,19503,2507,22011,258,22271,..,138,59,196,3371,3566,21763,19641,2566,22209,3631,47602,21621,..,..,..,..,21621,..,42,0,41,0,41,..,1127,189,1314,19,1332,..,0,0,0,0,0,..,237,83,324,6,324,..,704,311,1018,10,1024,..,71,22,92,0,91,..,1013,413,1432,15,1441,..,111,11,123,0,124,..,19,0,19,0,26,..,91,0,92,0,96,..,68,3,77,0,74,..,236,42,282,0,281,..,624,56,685,3,689,..,1770,135,1899,13,1917,..,1993,338,2331,16,2354,..,380,32,419,7,425,..,1094,160,1258,7,1268,..,1198,179,1378,15,1385,..,7066,905,7970,64,8031,..,452,62,512,6,518,..,46,9,53,0,53,..,52,27,77
POA3030,3,125,0,127,..,1428,59,1482,10,1494,..,418,47,461,8,468,..,363,13,377,3,376,..,72,15,89,0,84,..,80,7,92,0,92,..,715,213,928,10,935,..,2831,826,3658,85,3745,..,15946,2670,18612,208,18824,..,125,45,174,2396,2567,28413,16072,2714,18787,2603,49801,28133,..,..,..,..,28133,..,147,3,148,0,148,..,554,97,652,10,663,..,3,0,3,0,3,..,590,188,781,3,783,..,1758,773,2528,10,2539,..,137,64,205,3,204,..,2489,1022,3510,14,3522,..,183,32,206,6,216,..,37,4,37,0,37,..,158,13,175,0,174,..,100,0,96,0,96,..,351,37,386,9,402,..,265,29,294,0,294,..,1353,73,1421,9,1430,..,698,93,793,9,793,..,250,15,262,4,271,..,295,44,336,3,341,..,515,42,556,5,563,..,3365,294,3662,28,3693,..,791,157,946,12,958,..,118,14,135,0,135,..,234,96,330
POA3031,6,17,0,17,..,50,4,52,0,55,..,110,11,127,4,127,..,18,0,18,0,18,..,9,4,12,0,12,..,50,9,59,0,59,..,208,88,296,4,294,..,532,89,627,24,648,..,2088,484,2572,44,2617,..,34,9,38,745,781,5452,2119,488,2615,787,8844,5693,..,..,..,..,5693,..,8,0,8,0,8,..,177,45,220,5,230,..,3,0,3,0,3,..,202,119,320,3,322,..,258,87,344,3,344,..,43,31,72,0,72,..,505,229,732,3,735,..,18,3,25,0,25,..,13,0,9,0,9,..,37,3,41,3,45,..,35,3,35,0,35,..,58,15,72,0,72,..,15,0,11,0,11,..,24,0,33,0,33,..,9,0,9,0,9,..,15,0,15,0,15,..,7,0,10,0,10,..,37,0,37,0,37,..,111,4,115,0,115,..,112,23,137,0,137,..,49,10,56,0,56,..,26,3,29
POA3032,0,19,0,19,..,153,3,158,0,162,..,209,24,228,0,229,..,50,0,49,0,51,..,17,5,25,0,25,..,63,11,67,0,68,..,783,183,962,8,968,..,537,83,628,19,644,..,4412,832,5241,52,5294,..,35,9,43,967,1015,8193,4444,841,5285,1019,14500,8087,..,..,..,..,8087,..,5,0,5,0,5,..,172,40,221,3,223,..,0,0,0,0,0,..,375,176,552,0,550,..,602,185,789,7,791,..,65,16,80,0,83,..,1038,379,1415,9,1429,..,71,11,79,0,79,..,22,0,25,0,25,..,55,0,57,0,57,..,38,0,39,0,38,..,243,59,304,0,300,..,24,0,24,0,24,..,124,17,144,0,144,..,25,0,32,0,32,..,34,0,34,0,34,..,32,0,33,0,33,..,81,8,94,0,97,..,318,37,355,0,360,..,406,94,503,0,503,..,47,7,49,0,49,..,51,18,76
POA3033,0,0,0,0,..,52,3,58,0,58,..,60,5,61,0,65,..,25,7,35,0,35,..,3,0,0,0,4,..,36,4,38,0,38,..,148,38,188,0,188,..,150,19,168,3,172,..,2071,320,2388,35,2424,..,7,0,7,318,329,4261,2080,320,2400,357,7014,4412,..,..,..,..,4412,..,0,0,0,0,0,..,112,14,130,0,130,..,0,0,0,0,0,..,90,47,139,0,144,..,78,19,95,0,95,..,7,3,13,0,13,..,179,71,246,0,246,..,66,7,77,0,81,..,9,0,9,0,9,..,12,0,12,0,12,..,12,0,17,0,17,..,312,76,389,0,393,..,9,0,9,0,9,..,15,0,15,0,15,..,31,3,35,0,37,..,15,0,15,3,20,..,3,0,5,0,5,..,13,0,13,0,13,..,86,5,95,0,97,..,693,133,820,9,837,..,13,0,15,0,15,..,3,0,3
POA3034,0,10,0,10,..,70,3,75,0,75,..,77,12,89,0,87,..,11,0,14,0,14,..,3,0,3,0,3,..,26,0,30,0,30,..,287,73,359,4,361,..,147,18,166,0,170,..,2317,434,2747,38,2782,..,15,5,26,274,300,2583,2331,440,2773,311,5670,2561,..,..,..,..,2561,..,0,0,0,0,0,..,98,18,112,0,112,..,5,0,5,0,5,..,127,74,205,0,205,..,69,22,96,0,96,..,6,8,9,0,9,..,206,108,315,0,315,..,142,29,167,0,167,..,0,0,0,0,0,..,15,0,15,0,15,..,14,0,14,0,14,..,267,61,331,4,333,..,0,0,0,0,0,..,23,0,22,0,22,..,20,6,25,0,23,..,7,0,7,0,7,..,13,0,12,0,12,..,5,0,5,0,5,..,64,5,77,0,78,..,698,189,885,21,904,..,9,0,9,0,9,..,6,3,14
POA3036,0,0,0,0,..,10,0,6,0,6,..,21,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,26,0,26,..,27,3,27,0,27,..,54,3,58,0,62,..,605,56,652,10,665,..,0,0,0,117,118,2138,603,56,659,125,2925,2156,..,..,..,..,2156,..,0,0,0,0,0,..,47,0,45,0,45,..,0,0,0,0,0,..,21,4,24,0,24,..,11,6,18,0,18,..,0,0,0,0,0,..,33,8,41,0,41,..,59,4,63,0,65,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,95,6,100,0,100,..,0,0,0,0,0,..,3,0,3,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,160,19,175,4,178,..,0,0,0,0,0,..,0,0,0
POA3037,6,71,0,75,..,764,28,797,7,800,..,330,29,360,4,363,..,143,9,157,4,155,..,25,11,33,0,33,..,343,34,381,3,378,..,661,253,918,5,921,..,1065,168,1238,29,1268,..,9776,1296,11069,121,11191,..,67,13,81,1084,1162,12797,9840,1308,11150,1202,25144,12866,..,..,..,..,12866,..,15,0,15,0,15,..,692,116,808,3,809,..,4,0,3,0,3,..,194,52,249,0,249,..,226,90,317,3,318,..,219,117,342,3,345,..,637,265,901,7,908,..,451,64,506,6,511,..,6,0,6,0,8,..,29,3,33,0,33,..,43,3,42,0,42,..,480,53,537,6,542,..,52,3,52,0,57,..,402,28,433,7,439,..,664,100,760,8,767,..,227,16,246,3,244,..,148,14,163,0,163,..,119,5,128,3,132,..,1614,168,1781,20,1801,..,633,55,687,12,701,..,17,0,23,0,23,..,9,4,16
POA3038,0,14,0,14,..,145,3,147,0,149,..,141,16,152,0,153,..,33,4,36,0,36,..,4,0,10,0,10,..,180,28,208,0,210,..,412,99,504,4,515,..,423,55,480,7,486,..,5106,666,5773,52,5829,..,30,3,37,512,550,7195,5144,669,5810,568,13577,7078,..,..,..,..,7078,..,7,0,7,0,7,..,425,52,474,0,476,..,0,0,0,0,0,..,130,49,180,0,175,..,90,44,134,0,130,..,30,13,41,0,41,..,247,104,354,3,352,..,391,87,475,9,486,..,5,0,5,0,5,..,27,0,31,0,31,..,16,3,20,0,20,..,559,104,660,3,665,..,7,0,7,0,7,..,118,8,123,0,126,..,128,28,155,3,158,..,136,3,134,0,137,..,26,5,37,0,41,..,14,0,16,0,16,..,440,40,476,6,484,..,624,65,686,3,689,..,12,0,8,0,8,..,0,3,7
POA3039,0,3,0,3,..,28,0,25,0,25,..,64,8,72,0,72,..,9,0,9,0,9,..,9,4,15,0,14,..,16,0,16,0,17,..,57,3,60,0,60,..,107,17,124,4,133,..,1455,209,1665,26,1684,..,20,0,20,337,362,4830,1479,209,1681,360,6875,5094,..,..,..,..,5094,..,0,0,0,0,0,..,37,9,46,3,51,..,0,0,0,0,0,..,60,18,74,0,75,..,100,33,129,0,129,..,7,4,7,0,13,..,165,55,218,4,221,..,32,3,40,0,40,..,6,0,6,0,6,..,32,0,29,0,29,..,32,0,32,0,31,..,179,43,222,4,225,..,8,0,8,0,8,..,64,0,59,0,59,..,7,0,7,0,7,..,5,0,9,0,9,..,6,0,6,0,6,..,53,10,61,0,61,..,137,13,153,0,153,..,432,135,565,9,574,..,25,3,30,0,30,..,13,0,11
POA3040,0,3,0,3,..,31,0,27,0,27,..,76,17,87,0,87,..,26,0,31,0,31,..,10,3,12,0,13,..,31,0,34,0,34,..,113,16,128,0,130,..,261,24,283,7,290,..,2513,250,2767,25,2790,..,38,4,41,637,672,8961,2552,258,2808,662,12432,9607,..,..,..,..,9607,..,9,0,9,0,9,..,106,18,126,0,126,..,0,0,0,0,0,..,109,22,131,0,131,..,179,44,219,4,226,..,14,0,14,0,14,..,300,70,368,4,370,..,97,3,98,3,100,..,6,0,6,0,6,..,40,0,40,0,40,..,40,0,39,0,39,..,325,31,358,5,362,..,15,0,15,0,15,..,111,0,112,0,116,..,32,7,41,0,41,..,43,0,43,0,43,..,19,0,19,0,19,..,129,6,135,0,135,..,357,16,370,0,373,..,591,86,679,13,688,..,28,5,36,0,36,..,38,11,50
