POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA3129,0,12,0,12,..,72,0,72,0,72,..,38,0,35,0,35,..,24,0,26,0,25,..,19,4,23,0,23,..,5,0,5,0,5,..,65,12,76,0,76,..,137,30,168,11,176,..,2468,675,3142,31,3172,..,9,0,9,258,271,4913,2478,675,3154,285,8350,5085,..,..,..,..,5085,..,10,0,10,0,10,..,19,3,23,0,23,..,0,0,0,0,0,..,452,146,605,0,600,..,1029,494,1524,4,1527,..,66,16,81,0,87,..,1546,662,2208,8,2219,..,17,0,18,0,18,..,9,0,9,0,9,..,28,0,30,0,30,..,31,3,29,0,29,..,190,39,225,3,226,..,3,0,3,0,3,..,51,7,59,3,59,..,15,3,23,0,23,..,46,0,46,0,46,..,13,0,13,0,13,..,34,3,32,0,32,..,171,13,179,3,185,..,126,28,153,0,150,..,31,7,35,0,35,..,68,32,100
POA3130,0,19,0,19,..,102,12,106,0,108,..,65,8,70,0,71,..,54,0,54,0,53,..,27,4,30,0,30,..,11,0,11,0,11,..,117,26,137,0,137,..,241,46,290,8,293,..,3646,718,4362,27,4393,..,39,15,49,591,640,10527,3685,728,4412,622,15558,11001,..,..,..,..,11001,..,15,0,15,0,15,..,29,8,38,0,35,..,0,0,0,0,0,..,529,215,750,3,755,..,1156,438,1589,3,1595,..,81,33,115,0,115,..,1767,688,2457,5,2465,..,22,4,23,0,23,..,30,0,27,0,27,..,42,0,46,0,46,..,74,0,75,0,75,..,308,66,382,3,385,..,12,3,12,0,12,..,136,8,144,3,144,..,98,12,108,0,108,..,59,0,61,0,61,..,17,0,17,0,17,..,83,10,85,0,85,..,398,29,433,3,435,..,193,24,220,3,221,..,54,3,62,0,62,..,74,25,104
POA3131,0,8,0,8,..,110,9,118,0,118,..,42,7,46,0,43,..,42,0,39,0,39,..,28,10,41,0,41,..,13,0,13,0,13,..,139,47,187,0,189,..,242,67,307,11,321,..,3178,696,3872,31,3900,..,14,3,15,421,440,6457,3189,699,3888,456,10795,6936,..,..,..,..,6936,..,9,0,9,0,12,..,20,6,28,0,28,..,3,0,5,0,5,..,492,185,675,0,679,..,838,347,1183,3,1185,..,62,17,80,0,81,..,1388,547,1941,5,1949,..,18,5,27,0,27,..,17,0,17,0,16,..,30,3,30,0,30,..,38,0,38,0,38,..,222,37,265,0,265,..,16,3,20,0,20,..,152,8,164,4,166,..,88,11,100,0,100,..,67,3,70,0,67,..,34,0,34,0,34,..,104,20,123,0,123,..,454,50,507,3,509,..,150,27,177,0,177,..,37,6,41,0,41,..,42,24,64
POA3132,0,3,0,3,..,67,3,72,0,72,..,39,3,42,0,45,..,20,0,20,0,20,..,13,0,15,0,15,..,4,0,7,0,7,..,54,14,73,6,74,..,144,47,190,6,193,..,1769,366,2137,22,2162,..,9,7,13,273,285,5353,1779,373,2152,295,7799,5574,..,..,..,..,5574,..,15,0,15,0,15,..,31,3,34,0,34,..,0,0,0,0,0,..,253,82,338,0,339,..,520,191,707,7,712,..,27,19,44,0,44,..,800,291,1094,9,1101,..,13,0,11,0,14,..,19,0,15,0,15,..,18,0,18,0,18,..,33,0,33,0,33,..,68,8,80,0,77,..,5,0,8,0,8,..,59,9,68,0,68,..,52,8,53,0,53,..,32,0,31,3,36,..,30,3,31,0,31,..,56,5,58,0,58,..,233,22,255,3,255,..,93,27,116,0,116,..,27,3,28,0,34,..,37,21,51
POA3133,0,7,0,8,..,90,3,94,0,101,..,56,0,54,0,60,..,58,0,64,0,64,..,9,0,14,0,14,..,8,0,8,0,8,..,101,19,124,0,123,..,211,33,242,13,257,..,3201,575,3776,27,3800,..,20,7,27,254,282,6609,3221,576,3797,284,10695,6953,..,..,..,..,6953,..,6,0,6,0,6,..,43,3,45,0,45,..,0,0,0,0,0,..,507,130,642,3,641,..,1011,402,1411,10,1425,..,62,21,79,0,79,..,1580,554,2132,10,2144,..,15,0,17,0,17,..,21,0,21,0,21,..,32,0,32,0,36,..,62,3,62,0,62,..,255,45,295,3,305,..,32,0,33,0,33,..,111,6,117,0,117,..,36,8,45,0,45,..,117,3,121,0,121,..,28,0,31,0,31,..,53,0,56,0,56,..,384,22,404,0,404,..,158,23,173,0,176,..,32,3,30,0,30,..,61,19,82
POA3134,0,5,0,5,..,69,3,74,0,74,..,73,10,79,0,79,..,21,0,21,0,21,..,23,0,26,0,26,..,15,0,15,0,15,..,49,14,62,0,62,..,424,256,679,14,691,..,2584,697,3284,28,3312,..,23,6,32,538,568,12187,2614,695,3312,572,16063,12478,..,..,..,..,12478,..,30,0,30,0,36,..,40,8,53,0,53,..,0,0,0,0,0,..,232,85,311,0,309,..,621,249,869,4,877,..,26,7,38,0,38,..,874,341,1218,8,1225,..,30,4,32,0,32,..,47,0,47,0,47,..,40,0,45,0,45,..,66,4,65,0,69,..,139,11,149,0,149,..,8,0,8,0,8,..,101,7,106,0,106,..,88,7,99,0,96,..,66,3,67,0,67,..,16,0,16,0,16,..,67,5,74,0,74,..,344,25,370,0,370,..,187,25,209,0,208,..,28,3,26,0,26,..,34,27,60
POA3135,0,5,0,5,..,56,3,52,0,58,..,41,0,38,0,38,..,21,0,23,0,23,..,10,5,19,0,19,..,3,0,3,0,3,..,33,7,37,0,37,..,244,175,427,7,436,..,1323,395,1720,17,1734,..,22,5,28,353,382,7622,1347,395,1742,373,9736,7987,..,..,..,..,7987,..,12,0,12,0,12,..,20,3,25,0,25,..,4,0,4,0,4,..,104,37,136,0,136,..,302,127,426,3,428,..,23,3,23,0,23,..,424,165,583,3,586,..,7,3,9,0,9,..,35,0,35,0,35,..,19,3,26,0,27,..,44,7,47,0,47,..,59,8,64,0,64,..,3,0,3,0,3,..,49,9,55,0,55,..,45,8,57,0,56,..,28,0,28,0,29,..,7,0,7,0,7,..,25,0,31,0,33,..,155,19,174,5,176,..,43,3,48,0,49,..,17,3,22,0,22,..,28,9,34
POA3136,0,11,0,11,..,87,3,89,0,89,..,72,6,80,0,80,..,22,3,28,0,28,..,23,3,26,0,27,..,9,0,9,0,9,..,38,10,47,3,50,..,542,364,907,15,919,..,2307,639,2937,36,2978,..,51,11,58,858,919,17219,2350,648,2997,891,21106,18874,..,..,..,..,18874,..,48,0,48,0,48,..,60,3,72,0,70,..,0,0,0,0,0,..,145,43,186,0,183,..,399,154,554,0,554,..,30,11,44,0,44,..,566,207,777,0,782,..,23,3,24,0,24,..,71,3,79,0,79,..,42,0,42,0,42,..,115,0,114,0,120,..,98,5,107,3,107,..,12,0,15,0,15,..,91,5,100,0,101,..,60,5,67,0,66,..,64,0,70,0,70,..,10,0,10,0,10,..,51,4,53,0,53,..,293,15,311,3,312,..,147,12,158,5,163,..,24,8,30,0,34,..,25,7,29
POA3137,0,3,0,3,..,21,0,20,0,20,..,11,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,10,3,19,0,19,..,112,63,175,6,183,..,454,107,558,9,569,..,24,0,21,314,338,5807,473,110,579,322,6707,6128,..,..,..,..,6128,..,9,0,9,0,9,..,11,0,17,0,17,..,0,0,0,0,0,..,18,4,25,0,25,..,31,13,45,0,46,..,8,6,10,0,10,..,56,20,74,0,78,..,3,0,3,0,6,..,77,11,86,0,86,..,4,0,4,0,4,..,39,0,39,0,39,..,22,3,19,0,19,..,0,0,0,0,0,..,13,0,11,0,11,..,8,3,18,0,13,..,13,0,13,0,13,..,3,0,3,0,4,..,6,0,6,0,6,..,42,5,51,3,55,..,21,10,33,0,33,..,8,0,8,0,8,..,4,0,10
POA3138,0,6,0,6,..,49,5,50,0,50,..,21,4,25,0,25,..,5,0,5,0,5,..,8,0,13,0,13,..,5,0,5,0,5,..,15,0,17,0,15,..,323,204,528,3,533,..,1064,324,1391,12,1399,..,26,6,29,399,431,9009,1089,335,1419,412,10838,9204,..,..,..,..,9204,..,18,0,18,0,18,..,32,8,35,0,35,..,4,0,4,0,4,..,30,10,37,0,37,..,117,50,163,3,165,..,3,0,3,0,3,..,151,61,212,3,212,..,13,3,19,0,19,..,30,0,29,0,29,..,28,0,27,0,31,..,55,5,63,0,63,..,18,6,24,0,24,..,3,0,3,0,3,..,43,5,48,0,48,..,30,7,33,3,39,..,23,0,23,0,23,..,5,0,7,0,7,..,25,0,26,0,21,..,125,10,134,3,139,..,84,13,100,0,100,..,8,0,8,0,8,..,5,3,6
POA3139,0,0,0,0,..,3,0,3,0,3,..,9,3,11,0,11,..,0,0,0,0,0,..,7,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,14,4,25,0,25,..,248,29,277,3,280,..,16,0,17,295,309,6271,259,30,291,295,6853,6257,..,..,..,..,6257,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,16,3,17,3,24,..,0,0,0,0,0,..,23,7,22,3,25,..,0,0,6,0,6,..,29,0,29,0,29,..,9,0,9,0,9,..,49,0,46,0,54,..,9,3,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,62,21,84,0,84,..,5,0,5,0,5,..,0,0,0
POA3140,0,6,0,6,..,31,0,31,0,31,..,23,0,23,0,23,..,3,0,3,0,3,..,7,0,10,0,10,..,4,0,4,0,4,..,3,0,3,0,3,..,72,15,84,0,89,..,507,55,557,5,562,..,26,3,29,329,353,7029,528,58,582,333,7945,7586,..,..,..,..,7586,..,7,0,7,0,7,..,3,0,5,0,5,..,0,0,0,0,0,..,3,3,3,0,3,..,35,14,48,0,48,..,3,0,3,0,3,..,43,16,59,0,59,..,9,3,11,0,11,..,36,0,36,0,36,..,16,0,16,0,16,..,30,0,34,0,34,..,16,0,18,0,18,..,0,0,0,0,0,..,20,0,25,0,25,..,12,0,12,0,12,..,12,0,12,0,12,..,0,0,0,0,0,..,12,7,19,0,19,..,61,8,67,0,67,..,123,38,155,0,164,..,6,3,6,0,6,..,0,0,0
POA3141,0,11,0,11,..,143,4,144,0,144,..,169,10,183,0,183,..,38,0,42,0,42,..,33,12,46,0,43,..,28,3,33,0,33,..,57,13,73,0,73,..,297,34,330,8,337,..,2565,387,2953,22,2971,..,22,0,19,1214,1228,7722,2584,382,2973,1230,11919,8329,..,..,..,..,8329,..,18,0,18,0,18,..,62,11,75,0,75,..,0,0,0,0,0,..,193,41,236,0,236,..,793,168,963,3,970,..,60,10,75,0,73,..,1050,222,1278,3,1278,..,17,0,15,0,15,..,30,0,30,0,26,..,140,7,147,3,148,..,77,0,77,0,77,..,142,49,190,0,190,..,14,0,15,0,15,..,71,3,79,5,78,..,13,0,13,0,13,..,28,0,28,0,28,..,3,0,3,0,3,..,48,3,49,0,49,..,182,3,189,5,189,..,133,5,136,0,133,..,81,17,96,0,96,..,50,13,63
POA3142,0,5,0,5,..,24,0,24,0,24,..,46,0,46,0,50,..,9,0,9,0,9,..,9,0,10,0,10,..,6,0,4,0,4,..,20,0,19,0,19,..,126,4,130,5,137,..,964,82,1049,15,1066,..,18,0,20,410,433,4447,986,87,1068,425,5941,5060,..,..,..,..,5060,..,7,0,7,0,7,..,14,3,19,0,19,..,0,0,0,0,0,..,111,15,132,0,127,..,290,60,355,0,352,..,21,3,27,0,27,..,421,88,506,6,509,..,8,0,8,0,4,..,11,0,8,0,8,..,59,0,66,0,66,..,27,0,27,0,26,..,82,8,91,0,91,..,0,0,0,0,0,..,49,0,46,0,46,..,6,0,6,0,6,..,16,0,16,0,16,..,3,0,3,0,3,..,14,0,18,0,18,..,90,3,97,0,97,..,100,6,103,3,106,..,22,3,26,0,26,..,6,0,10
POA3143,0,0,0,0,..,33,0,39,0,39,..,45,3,45,3,46,..,12,0,12,0,12,..,11,5,14,0,14,..,3,0,3,0,3,..,14,3,16,0,16,..,62,9,72,6,78,..,712,82,793,12,808,..,7,0,7,292,299,3031,723,82,802,306,4139,3622,..,..,..,..,3622,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,46,4,54,0,54,..,101,25,125,3,125,..,3,3,7,0,7,..,149,36,187,3,188,..,3,0,3,0,3,..,6,0,6,0,6,..,42,3,44,3,45,..,15,0,15,0,15,..,99,30,130,0,130,..,4,0,4,0,4,..,37,0,38,0,37,..,7,0,7,0,7,..,17,0,17,0,17,..,5,0,5,0,5,..,56,4,64,0,64,..,121,3,121,0,125,..,41,5,52,0,52,..,29,4,36,0,41,..,5,6,14
POA3144,0,3,0,3,..,22,0,22,0,28,..,31,3,36,0,36,..,3,0,3,0,3,..,3,0,5,0,5,..,0,0,0,0,0,..,12,3,12,0,12,..,83,4,90,0,86,..,669,100,771,5,776,..,10,0,10,267,285,4111,687,100,784,280,5166,4475,..,..,..,..,4475,..,3,0,3,0,3,..,16,4,18,0,18,..,0,0,0,0,0,..,52,9,62,0,62,..,151,41,197,3,199,..,10,3,12,0,12,..,213,51,265,3,268,..,3,0,3,0,3,..,7,0,7,0,7,..,28,0,27,0,27,..,23,0,23,0,18,..,111,49,158,0,158,..,0,0,0,0,0,..,26,0,27,0,27,..,14,0,14,0,14,..,5,0,5,0,5,..,3,0,3,0,3,..,24,6,31,0,31,..,70,3,78,0,78,..,51,5,59,0,59,..,18,3,25,0,25,..,19,0,20
POA3145,0,3,0,3,..,111,5,114,0,114,..,42,0,42,0,42,..,36,0,39,0,39,..,18,4,21,0,21,..,13,0,13,0,13,..,88,12,100,0,100,..,161,23,187,6,191,..,2649,356,2997,34,3029,..,28,0,29,421,448,7715,2674,358,3030,448,11192,7961,..,..,..,..,7961,..,8,0,8,0,8,..,27,3,29,0,28,..,0,0,0,0,0,..,222,23,248,3,249,..,1051,178,1231,7,1234,..,76,18,91,0,91,..,1347,225,1579,10,1586,..,8,0,10,0,10,..,9,0,9,0,9,..,75,0,75,0,75,..,44,0,44,0,44,..,513,112,622,3,633,..,18,0,18,0,18,..,85,0,84,0,91,..,19,0,19,0,19,..,49,0,49,0,49,..,4,0,5,0,5,..,53,3,57,0,57,..,233,5,238,0,236,..,131,18,152,3,157,..,47,3,52,0,55,..,36,3,41
POA3146,0,6,0,6,..,43,0,46,0,46,..,66,3,71,0,75,..,20,0,23,0,23,..,16,3,16,0,16,..,20,0,20,0,20,..,60,7,60,0,60,..,205,31,239,3,241,..,2220,239,2462,19,2474,..,26,0,22,488,516,9238,2244,242,2488,506,12228,9681,..,..,..,..,9681,..,6,0,6,0,6,..,31,4,32,0,32,..,0,0,0,0,0,..,210,27,238,3,236,..,513,166,676,3,680,..,41,7,45,0,45,..,759,197,956,3,958,..,16,4,20,0,20,..,16,0,16,0,16,..,67,0,72,0,73,..,57,3,54,0,54,..,328,68,394,4,400,..,10,0,10,0,10,..,134,11,144,3,143,..,19,0,19,0,19,..,49,3,48,0,48,..,6,0,6,0,6,..,129,10,138,0,144,..,347,19,367,5,370,..,127,8,139,3,141,..,37,4,43,0,43,..,19,5,28
POA3147,0,4,0,4,..,33,0,34,0,34,..,35,3,36,0,36,..,25,0,25,0,25,..,11,3,13,0,13,..,11,0,14,0,14,..,47,12,58,0,58,..,169,31,193,3,202,..,1602,297,1899,17,1909,..,19,4,21,363,385,4840,1620,296,1921,384,7137,4898,..,..,..,..,4898,..,5,0,10,0,10,..,41,9,41,0,41,..,0,0,0,0,0,..,183,47,228,0,226,..,441,157,605,3,605,..,28,9,39,0,39,..,650,216,869,3,870,..,11,4,13,0,13,..,11,0,14,3,16,..,41,3,40,0,40,..,36,0,36,3,36,..,200,31,236,0,236,..,4,0,4,0,4,..,49,0,49,0,49,..,13,0,14,0,14,..,50,3,53,0,53,..,7,0,9,0,9,..,33,0,31,0,31,..,154,10,163,0,163,..,68,13,83,3,81,..,17,4,21,0,21,..,36,8,51
POA3148,0,6,0,6,..,68,7,73,0,73,..,44,0,42,0,46,..,27,0,28,0,28,..,17,8,25,0,25,..,3,0,9,0,11,..,55,8,62,0,62,..,145,26,171,0,172,..,1752,312,2067,14,2081,..,8,3,9,250,266,1926,1760,315,2079,268,4272,1845,..,..,..,..,1845,..,3,0,3,0,3,..,39,3,42,0,42,..,0,0,0,0,0,..,114,44,151,0,152,..,416,140,554,0,558,..,16,4,22,0,22,..,536,184,724,3,732,..,12,3,12,0,12,..,3,0,3,0,3,..,14,3,17,0,17,..,12,0,12,0,12,..,262,61,318,3,323,..,11,0,11,0,11,..,77,0,77,0,80,..,10,0,16,0,16,..,89,3,91,0,97,..,15,4,18,0,18,..,15,3,23,0,23,..,218,11,235,3,237,..,114,14,129,3,132,..,38,3,35,0,35,..,53,29,78
POA3149,0,32,0,32,..,191,9,204,0,204,..,44,7,52,0,52,..,188,3,194,0,195,..,25,7,29,0,29,..,9,0,9,0,9,..,169,15,186,5,187,..,380,51,431,10,445,..,6010,981,6991,60,7047,..,30,3,31,645,680,8686,6038,983,7024,702,16413,8762,..,..,..,..,8762,..,24,0,24,0,24,..,51,3,54,0,59,..,0,0,0,0,0,..,633,179,811,0,812,..,1804,613,2416,13,2425,..,88,35,125,0,126,..,2522,831,3351,15,3363,..,28,3,29,0,32,..,25,0,25,0,25,..,52,3,53,0,53,..,70,3,69,0,69,..,717,155,874,9,887,..,56,6,56,3,61,..,219,8,230,0,230,..,65,5,65,0,65,..,483,26,508,3,512,..,20,0,20,0,20,..,133,7,143,0,143,..,971,52,1023,6,1025,..,233,32,264,0,264,..,88,14,104,0,104,..,208,88,294
POA3150,0,62,0,68,..,315,12,323,0,325,..,65,10,74,0,79,..,661,10,672,3,671,..,28,4,30,0,28,..,71,15,88,0,88,..,346,53,398,3,401,..,898,115,1019,19,1035,..,12711,2196,14909,93,14998,..,67,11,76,887,965,13373,12772,2207,14977,986,29338,13464,..,..,..,..,13464,..,36,0,36,0,36,..,160,13,174,0,174,..,0,0,0,0,0,..,1771,513,2279,10,2288,..,3748,1585,5336,21,5361,..,304,105,411,0,414,..,5823,2203,8031,34,8062,..,93,0,93,0,95,..,25,0,23,0,29,..,91,3,97,0,97,..,120,0,120,0,120,..,789,151,945,9,952,..,110,0,111,3,119,..,549,28,574,0,581,..,164,21,180,0,181,..,821,26,844,6,854,..,125,7,133,0,133,..,287,15,299,0,299,..,2053,99,2147,9,2164,..,401,84,485,3,489,..,104,16,117,0,117,..,288,126,413
POA3151,0,3,0,3,..,86,6,85,0,85,..,19,0,19,0,19,..,45,0,45,0,45,..,7,0,10,0,10,..,4,4,5,0,5,..,96,25,119,0,123,..,79,20,103,0,99,..,2101,477,2581,15,2593,..,11,5,13,154,161,2299,2115,479,2587,168,5057,2265,..,..,..,..,2265,..,6,0,6,0,6,..,21,3,23,0,23,..,0,0,0,0,0,..,250,79,337,3,333,..,622,244,858,4,864,..,48,23,67,0,67,..,925,343,1266,4,1268,..,8,0,11,0,11,..,4,0,4,0,4,..,20,0,20,0,20,..,31,0,31,0,28,..,342,106,446,3,447,..,18,0,14,0,14,..,62,3,64,0,62,..,26,4,30,0,30,..,98,3,104,0,104,..,3,0,3,0,3,..,41,0,44,0,44,..,246,11,254,0,260,..,97,22,118,4,123,..,16,3,18,0,18,..,34,13,45
POA3152,0,38,0,38,..,223,8,226,0,226,..,58,7,65,3,71,..,195,6,197,3,200,..,20,7,22,0,22,..,23,4,25,0,25,..,122,35,159,0,165,..,380,90,466,4,476,..,4814,891,5703,52,5758,..,34,8,39,463,499,9675,4849,901,5748,513,15936,10149,..,..,..,..,10149,..,18,0,18,0,19,..,91,9,105,0,105,..,0,0,0,0,0,..,914,257,1167,3,1172,..,1330,487,1814,13,1830,..,139,28,170,0,170,..,2375,773,3150,17,3165,..,32,0,31,0,31,..,41,0,41,0,41,..,30,0,30,0,30,..,82,7,86,0,86,..,221,40,257,0,261,..,24,0,23,0,23,..,218,14,232,0,234,..,103,9,118,0,118,..,258,7,262,0,263,..,27,5,31,0,31,..,126,8,137,0,141,..,757,47,807,3,810,..,192,16,211,0,207,..,15,6,18,0,18,..,78,40,117
POA3153,0,6,0,6,..,124,3,125,0,130,..,49,9,60,0,60,..,24,0,28,0,29,..,9,0,10,0,10,..,5,3,11,0,11,..,71,22,99,0,99,..,261,60,330,10,334,..,1819,357,2175,20,2196,..,20,3,23,502,519,7289,1832,358,2195,524,10005,7513,..,..,..,..,7513,..,10,0,10,0,10,..,32,3,38,0,38,..,0,0,0,0,0,..,197,83,279,0,275,..,295,102,399,0,400,..,21,8,22,0,28,..,511,191,698,3,705,..,8,7,13,0,13,..,25,0,28,0,30,..,15,0,15,0,15,..,146,4,149,3,151,..,39,4,47,0,47,..,9,0,13,0,13,..,70,3,71,0,71,..,71,8,80,0,80,..,79,8,86,0,89,..,13,0,13,0,13,..,71,9,81,3,84,..,326,28,353,3,357,..,47,6,55,0,55,..,14,3,20,0,20,..,21,16,32
