POA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
POA3013,0,0,0,0,13,11,12,13,0,0,3,0,0,0,0,55,0,0,0,5,3,6,3,8,3,0,0,3,3,3,0,38,0,0,0,0,0,3,7,6,0,3,5,3,5,0,7,39,0,3,9,97,21,12,0,4,0,0,3,0,0,0,6,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,22,46,73,64,67,150,92,18,28,15,23,16,6,5,634,0,0,0,7,4,8,20,9,10,6,3,7,3,0,3,78,0,0,0,0,173,94,15,14,3,0,7,5,0,0,7,324,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,15,23,85,90,66,83,82,13,11,35,39,34,24,22,621,0,130,359,534,511,432,545,458,105,115,133,128,106,64,104,3718
POA3015,0,0,0,3,11,11,17,28,0,0,0,11,3,0,0,86,0,0,0,3,0,12,8,3,0,3,0,0,3,0,0,34,0,0,0,0,3,11,3,3,0,0,0,0,4,0,3,27,0,0,11,83,14,6,0,0,0,3,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,87,111,74,75,122,99,44,35,17,18,18,4,19,771,0,0,0,4,8,6,23,22,9,3,3,0,0,4,0,85,0,0,0,0,51,29,7,12,0,5,0,0,0,0,7,107,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,35,29,131,56,67,86,60,12,23,28,30,23,26,27,639,8,204,382,559,426,439,608,551,157,157,132,122,109,75,137,4070
POA3016,0,0,0,3,9,9,13,19,5,0,3,6,6,0,0,78,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,17,0,0,0,0,4,0,9,4,0,0,4,0,0,0,3,28,0,0,4,41,11,5,3,0,0,0,0,0,0,0,0,67,0,0,0,8,0,3,3,0,0,0,0,0,0,0,0,11,8,57,134,149,78,96,174,124,23,30,28,24,23,23,18,993,0,0,0,14,12,9,18,12,7,10,0,11,3,8,0,102,0,0,0,0,36,11,9,12,0,0,0,0,0,0,10,84,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,9,0,27,50,76,46,69,90,70,12,25,20,21,11,8,4,529,10,217,386,478,327,357,527,391,96,99,78,115,80,84,70,3300
POA3018,0,0,0,7,6,7,7,13,8,0,3,0,0,0,4,68,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,3,6,14,0,3,3,3,5,0,3,40,0,0,8,21,0,5,0,0,0,0,0,0,0,0,0,33,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,9,4,90,172,130,52,45,82,75,27,16,23,12,17,11,19,768,0,3,0,6,6,10,4,12,4,3,9,4,0,0,0,58,0,0,0,5,42,42,10,16,3,3,3,3,3,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,52,66,29,48,66,80,24,25,22,19,30,30,11,521,10,335,533,427,255,345,407,498,146,106,149,112,119,62,106,3614
POA3019,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,0,0,0,6,0,3,3,18,6,35,14,9,9,5,3,108,0,0,0,0,5,9,4,5,0,0,0,0,0,0,0,21,0,0,0,11,0,4,0,3,0,0,0,0,0,0,0,20,0,0,0,8,9,10,3,0,0,0,0,0,0,0,3,35,0,5,19,21,6,3,3,4,3,0,0,0,0,0,5,74,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,490,624,268,250,21,48,78,80,57,35,86,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,73,121,263,183,63,81,99,69,79,37,30,1151,0,26,80,134,666,957,813,824,175,270,299,304,253,158,191,5163
POA3020,0,0,0,0,4,0,9,6,0,4,0,0,0,0,0,24,0,0,3,6,10,15,25,71,37,218,126,23,21,17,16,596,0,0,0,0,14,27,30,57,18,5,7,17,10,0,3,181,0,0,22,246,40,54,24,7,3,0,3,0,3,0,12,409,0,0,0,38,25,21,39,13,5,0,3,0,0,4,5,165,0,50,86,162,54,23,30,25,8,11,4,4,0,0,21,474,0,0,0,0,5,4,4,11,0,3,0,4,3,0,0,48,0,0,0,3,1440,2210,995,899,142,217,322,197,188,101,334,7053,0,0,0,0,0,4,4,3,0,0,0,0,3,0,0,17,0,144,139,364,367,470,729,934,181,353,447,335,363,169,150,5149,8,834,1570,1772,2380,3756,2774,3475,689,1301,1502,1018,985,547,935,23549
POA3021,0,0,0,3,7,0,0,0,0,0,0,0,4,0,0,19,0,0,0,18,15,64,44,67,15,38,36,21,17,9,9,350,0,0,0,0,11,37,37,21,11,6,4,6,7,0,4,144,0,0,28,571,107,118,80,19,13,7,5,12,7,0,37,997,0,0,0,57,28,23,28,10,0,0,6,3,0,0,8,161,0,55,108,152,60,22,12,28,12,0,0,6,4,0,20,481,0,0,3,0,4,4,5,13,0,3,0,0,3,0,0,48,0,0,0,19,1548,2832,1372,1265,213,223,353,273,282,117,355,8862,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,20,0,129,248,745,579,801,1246,891,164,196,229,194,203,94,176,5901,10,957,1893,3146,3087,5083,4002,4538,775,970,1350,1232,1130,617,1057,29845
POA3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,4,14,10,3,3,3,3,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,14,0,8,7,7,3,5,4,0,3,0,0,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,45,94,32,47,0,8,8,0,3,0,12,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,20,33,39,58,67,16,14,27,23,8,8,14,365,3,127,108,98,121,180,180,216,43,62,79,60,49,28,71,1416
POA3023,0,0,0,3,13,7,38,37,12,4,0,0,0,0,5,128,0,0,3,12,19,117,203,180,14,31,13,24,16,18,8,667,0,0,0,0,17,33,39,38,5,5,10,11,16,4,18,196,0,0,11,300,99,151,131,26,3,4,11,3,5,0,28,772,0,0,0,65,46,52,48,13,4,3,3,0,0,0,13,241,3,63,138,179,82,58,81,112,15,17,15,19,13,4,42,843,0,0,0,3,3,8,34,22,8,8,9,3,5,3,3,119,0,0,0,10,952,1585,616,432,73,74,80,119,86,40,237,4315,0,0,0,0,4,3,13,13,4,10,10,0,0,3,0,67,0,38,89,559,718,1389,1589,829,165,164,126,132,104,88,209,6206,8,474,994,2110,2738,5426,5771,4872,772,858,868,841,760,554,1079,28130
POA3024,0,0,0,3,3,4,26,25,3,5,0,0,0,0,5,85,0,0,0,3,0,12,36,80,12,7,13,15,9,10,0,204,0,0,0,0,6,10,19,129,0,3,4,4,13,7,6,203,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,4,6,0,0,3,0,0,0,0,18,0,33,133,195,78,52,100,115,9,25,9,12,7,10,23,788,0,0,0,6,3,3,14,13,9,0,4,0,0,0,3,49,0,0,0,0,12,22,18,9,0,3,0,0,3,0,4,73,0,0,0,0,0,0,7,20,0,10,3,0,3,3,0,49,0,8,17,72,90,170,514,485,51,30,50,44,41,34,46,1658,3,117,287,421,354,543,1672,2430,318,303,327,234,246,183,236,7694
POA3025,0,0,3,3,0,0,4,4,0,3,3,4,0,0,0,23,0,0,0,4,3,4,3,0,5,5,0,4,0,0,3,38,0,0,0,0,3,0,8,18,0,4,3,0,6,0,3,45,0,0,17,84,13,14,3,3,0,0,0,0,0,0,3,130,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,15,0,26,46,56,25,19,30,30,3,17,5,3,4,0,10,264,0,0,0,3,3,3,0,8,0,0,0,0,0,3,0,18,0,0,0,0,176,155,33,10,5,8,7,4,5,0,14,413,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,35,87,107,64,73,117,80,25,19,15,17,28,11,31,708,7,305,838,655,435,524,488,451,95,128,120,120,109,52,173,4498
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,6,3,3,0,3,0,0,0,0,0,23
POA3027,0,0,0,0,0,3,0,8,0,3,0,3,3,0,0,26,0,0,0,0,0,13,20,13,0,3,0,4,0,0,0,59,0,0,0,0,0,4,20,11,7,0,4,0,0,3,0,46,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,11,7,8,25,18,3,4,3,14,3,0,0,110,0,0,0,0,0,0,7,3,0,4,0,3,0,0,0,24,0,0,0,0,28,30,11,5,0,9,0,3,0,6,0,101,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,13,21,95,162,131,10,16,17,22,35,12,3,548,0,7,15,45,94,319,1021,1097,180,238,149,190,207,107,97,3774
POA3028,0,0,0,7,13,10,18,3,0,3,0,11,7,0,8,74,0,3,0,6,10,19,21,34,3,5,5,3,0,3,3,110,0,0,0,3,7,8,22,64,19,11,19,22,27,16,6,217,0,0,9,176,37,52,21,7,0,0,0,4,0,0,9,318,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,6,63,265,244,82,73,68,57,18,18,9,7,0,3,19,922,0,0,0,0,8,8,11,11,0,0,0,3,3,0,3,46,0,0,0,4,202,219,67,45,11,15,17,4,13,3,15,606,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,16,0,22,80,282,264,272,311,287,65,61,83,76,91,48,76,2017,4,335,954,1326,1029,1296,1413,1721,318,391,457,540,500,296,340,10919
POA3029,0,4,9,13,11,7,81,68,8,10,4,20,9,0,3,245,0,0,5,16,18,165,241,407,55,60,75,43,43,19,11,1173,0,0,0,0,18,36,63,199,23,24,23,21,20,0,10,446,0,0,11,146,44,46,49,26,3,0,3,3,3,0,18,350,0,0,0,26,11,11,13,4,3,0,0,0,0,0,10,80,6,110,335,544,194,162,150,199,33,29,16,16,18,4,76,1893,0,0,3,8,5,21,36,39,5,12,17,9,9,6,4,182,0,0,0,0,135,198,100,111,17,34,20,17,12,15,54,719,0,0,0,0,3,4,17,49,3,3,4,0,4,4,0,94,0,36,127,403,511,1127,2222,2184,389,311,357,346,324,193,341,8876,11,498,1234,1905,1808,3719,8250,12832,1868,1978,1953,1918,1837,1129,1437,42378
POA3030,0,0,5,12,44,29,179,251,44,58,38,38,71,40,17,830,0,3,4,17,19,97,179,210,29,39,23,20,22,11,8,672,0,0,0,0,19,36,85,302,54,39,31,62,93,63,19,802,0,0,12,114,45,53,52,19,0,3,4,0,0,0,6,322,0,0,0,24,11,20,15,6,4,0,3,3,0,0,0,91,7,142,514,717,309,241,360,590,151,195,135,84,87,33,71,3638,0,0,0,23,22,17,65,75,15,20,19,13,18,16,6,322,0,0,3,3,325,463,227,147,38,16,29,41,30,20,40,1380,0,0,0,0,3,12,38,45,6,3,10,12,11,8,0,143,7,50,99,453,523,1018,1639,1686,272,298,310,320,287,196,157,7327,34,702,1484,2172,2209,3895,8268,9945,1864,2109,2010,1742,1764,1052,1077,40330
POA3031,0,0,0,3,4,5,27,7,4,4,0,10,7,3,5,74,0,0,0,5,6,13,14,14,0,0,3,0,3,4,0,67,0,0,0,0,7,7,6,12,0,0,3,4,3,3,4,51,0,0,3,7,0,9,0,3,0,3,0,0,0,0,0,24,0,0,0,21,4,16,8,5,3,0,0,0,0,0,10,79,0,24,51,78,59,55,102,87,20,26,21,18,30,6,16,599,0,0,0,4,3,6,16,21,12,3,7,11,8,3,8,93,0,0,0,0,250,240,64,42,19,14,10,14,26,17,17,716,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,15,0,11,25,88,103,287,473,293,73,62,76,108,101,53,68,1826,0,107,213,384,621,984,1232,942,235,236,243,296,334,169,193,6191
