POA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
POA3013,3,6,9,0,6,4,0,72,0,45,103,40,3,0,0,3,0,0,4,3,0,0,3,208,0,0,0,0,0,9,8,0,0,0,0,0,4,3,3,26,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,17,0,0,0,16,5,4,5,0,0,0,0,0,0,0,3,31,0,0,0,6,12,5,13,7,0,0,3,5,3,0,3,51,0,7,13,3,0,0,0,0,0,0,0,0,0,0,0,28,0,3,4,3,0,0,3,6,0,0,0,3,0,0,0,25,0,0,4,10,42,31,93,78,22,31,20,11,8,3,4,367,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,18,26,10,12,0,0,0,3,6,0,5,84,0,9,5,8,8,4,5,0,0,0,0,0,0,0,0,36,0,0,0,4,0,6,12,6,0,0,0,0,0,0,0,28
POA3015,16,3,0,4,0,0,6,115,3,49,80,31,10,0,8,9,0,3,3,0,0,0,17,205,0,0,0,0,0,5,3,3,0,4,0,0,0,0,3,22,0,0,0,0,0,3,5,9,0,0,0,3,0,0,0,21,0,0,5,41,45,30,11,13,0,0,0,3,6,0,10,159,0,0,0,3,9,12,25,17,4,4,6,0,0,0,0,85,0,17,12,7,4,0,0,0,0,0,0,0,0,0,5,42,0,9,9,0,0,3,3,3,0,0,0,0,3,0,0,35,0,0,0,7,47,66,129,91,29,30,23,8,8,9,10,464,0,0,0,0,0,0,0,3,6,3,5,3,0,0,0,22,0,0,0,0,19,19,10,8,4,5,3,3,6,0,3,86,0,10,10,0,17,10,5,4,0,0,0,0,0,0,0,59,0,0,0,4,7,8,5,4,0,3,0,4,0,0,0,36
POA3016,3,5,7,3,0,0,0,73,0,37,59,25,0,0,3,6,0,0,0,9,0,6,3,146,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,12,12,11,3,0,0,0,0,0,0,0,0,45,0,0,0,10,6,11,7,4,0,4,0,3,0,0,0,52,0,21,28,18,8,0,0,0,0,0,0,0,0,0,3,71,0,20,7,0,0,0,3,4,0,0,0,0,0,0,0,34,0,0,3,25,33,32,64,29,14,12,6,8,15,13,7,259,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,5,14,13,8,3,3,0,3,9,0,0,52,0,4,0,3,10,4,3,0,0,3,0,0,0,0,0,25,0,0,0,0,3,3,6,0,8,0,0,0,4,0,0,26
POA3018,14,4,5,0,0,0,0,93,0,48,75,40,3,0,3,3,3,0,6,12,3,0,0,200,0,0,0,0,3,5,5,4,4,3,0,0,0,0,0,27,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,11,0,0,0,3,4,3,0,3,0,0,0,0,0,0,3,19,0,0,0,3,3,7,11,5,3,5,3,3,0,0,0,40,3,91,117,47,4,0,0,0,0,0,0,0,0,0,7,276,0,15,11,0,3,0,3,4,0,0,3,0,0,0,4,43,0,0,3,12,32,48,70,54,16,9,15,9,7,0,8,281,0,0,0,0,0,3,4,4,3,0,0,3,5,0,9,35,0,0,0,0,14,27,17,14,8,11,8,0,8,0,4,113,0,8,8,0,7,11,0,3,0,0,3,0,3,0,0,40,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,22
POA3019,0,0,0,0,0,0,0,10,0,3,11,6,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,12,0,0,0,0,4,0,7,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,8,16,17,9,9,19,8,8,4,5,115,0,5,21,0,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,11,32,23,4,6,4,3,0,0,0,103,0,0,0,0,0,0,4,17,7,20,10,12,4,0,10,80,0,0,0,3,26,46,36,29,12,13,10,11,14,9,6,210,0,3,0,0,10,6,3,0,0,0,0,0,0,0,0,26,0,0,0,0,0,4,11,6,4,0,0,0,0,0,0,27
POA3020,0,3,0,0,0,0,0,44,5,133,344,160,27,12,3,4,3,4,4,0,0,0,37,735,0,0,0,0,0,3,12,11,0,3,3,3,4,0,0,37,0,0,0,0,0,5,11,9,6,7,5,0,9,0,8,53,0,0,0,15,25,21,11,7,3,0,0,0,0,0,0,85,0,0,0,0,9,43,41,55,15,24,34,21,29,18,13,300,3,289,527,246,53,8,3,3,0,0,0,0,0,0,73,1205,0,10,11,5,0,0,3,3,0,0,0,0,0,0,3,32,0,0,0,14,38,77,169,130,50,59,40,36,27,15,23,674,0,0,0,0,3,7,13,69,34,156,126,55,42,25,10,538,0,0,3,18,67,310,123,135,14,32,48,54,45,23,32,891,0,38,33,21,61,54,18,8,0,3,6,0,0,0,17,259,0,0,0,0,0,5,11,16,0,0,0,0,3,0,0,47
POA3021,4,0,0,0,0,0,3,41,0,92,214,127,19,16,7,0,0,0,0,3,0,0,20,499,0,0,0,0,3,0,3,4,6,0,0,0,0,0,0,28,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,40,63,46,36,24,3,0,10,3,3,8,5,249,0,0,0,4,17,61,24,36,12,10,8,5,11,0,3,193,0,300,632,460,133,23,12,13,0,3,0,0,6,0,48,1636,0,27,26,4,0,0,0,0,0,0,0,0,0,0,3,72,0,0,0,4,23,72,210,180,75,99,96,86,87,30,55,1024,0,0,0,3,3,15,41,95,38,170,179,59,45,30,12,688,0,0,0,22,193,408,219,293,65,60,64,51,66,26,57,1533,0,55,52,17,76,68,23,6,0,0,0,0,0,0,4,303,0,0,0,3,4,4,4,4,3,0,0,6,0,3,0,35
POA3022,0,0,0,0,0,0,0,4,0,6,11,4,4,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,21,31,18,5,0,0,0,0,0,0,0,0,0,4,86,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,30,16,9,4,3,3,3,0,8,83,0,0,0,0,0,0,0,0,0,3,0,4,7,3,0,25,0,0,0,0,4,4,10,3,0,0,5,4,0,5,0,40,0,17,5,0,10,3,3,0,0,0,0,0,0,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3023,3,4,8,0,0,0,0,78,0,87,194,168,29,12,19,13,3,4,4,3,5,0,20,568,0,0,0,0,0,5,20,10,0,3,0,0,4,0,3,48,0,0,0,0,0,4,27,42,5,4,4,3,12,0,3,117,0,0,0,18,27,48,24,19,0,5,3,0,0,0,17,158,0,0,0,8,30,61,97,84,39,18,14,20,12,10,12,403,3,166,375,294,113,45,28,31,3,4,0,3,3,3,35,1095,0,9,11,11,4,3,3,8,3,4,0,0,0,0,0,55,0,0,3,16,63,129,293,294,71,94,93,72,41,42,80,1295,0,0,0,0,9,24,143,149,36,75,72,58,46,45,18,680,0,0,0,25,251,907,779,713,82,110,83,80,116,55,60,3258,0,14,13,22,73,121,31,10,0,0,3,3,3,0,0,293,0,0,0,3,4,4,54,33,7,7,0,3,15,6,3,131
POA3024,3,3,0,0,0,0,0,34,0,14,32,22,3,0,3,0,0,0,0,3,0,0,6,88,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,14,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,13,0,0,0,11,9,3,18,51,13,7,3,4,3,0,3,124,0,32,52,34,15,3,3,3,0,0,0,0,0,0,7,153,0,5,11,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,4,15,44,70,205,179,58,56,56,30,25,16,32,798,0,0,0,0,0,0,22,39,7,19,10,23,10,6,3,134,0,0,0,3,18,61,145,220,18,18,26,16,20,11,8,573,0,5,0,0,18,10,8,0,0,0,3,0,0,0,0,47,0,0,0,0,0,3,41,32,0,3,4,0,9,4,0,102
POA3025,4,3,0,0,3,0,0,48,0,80,274,109,14,0,0,3,0,0,0,3,0,0,31,523,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,14,0,0,3,47,59,110,104,87,13,16,9,23,11,4,16,510,0,0,0,0,5,6,10,12,3,4,0,0,0,0,0,45,0,75,92,25,11,0,3,0,0,0,0,0,0,0,10,215,0,8,3,4,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,9,13,40,59,35,13,6,10,11,3,7,11,214,0,0,0,0,0,0,0,10,0,8,18,5,0,0,0,39,0,0,0,0,8,24,7,14,3,0,0,3,4,9,0,78,0,14,19,6,8,13,3,0,0,0,0,0,0,0,0,59,0,0,0,0,0,6,0,4,0,0,3,0,0,0,0,16
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3027,0,0,0,0,0,0,0,8,0,0,4,5,0,0,0,0,0,0,0,3,3,0,0,17,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,10,9,4,6,3,10,3,0,0,45,0,0,0,3,3,3,5,12,0,0,0,0,0,0,0,32,0,0,0,0,9,7,43,28,6,4,4,3,6,0,3,125,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,18,41,67,29,27,14,13,24,6,0,250,0,0,0,0,0,3,19,27,8,10,3,9,12,4,0,91,0,0,0,0,5,37,42,82,11,21,7,6,3,5,3,226,0,0,0,0,7,3,0,3,3,0,0,0,0,0,0,13,0,0,0,0,3,0,25,22,4,5,4,3,0,0,0,77
