POA_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3617,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,5,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,22,6,4,9,7,0,4,3,0,50
POA3618,3,3,0,4,0,0,0,3,0,15,6,6,0,11,0,0,0,4,0,28,16,0,22,6,3,6,3,13,0,77,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,8,32,27,28,31,8,9,9,21,4,166
POA3620,39,48,9,22,18,8,8,6,0,150,37,26,14,56,37,12,0,15,0,209,120,35,326,109,76,66,76,126,12,937,8,3,4,13,7,8,6,14,0,61,10,4,9,16,5,10,3,14,3,83,3,0,4,3,6,0,0,3,0,21,15,12,13,20,8,8,8,23,11,112,306,455,396,273,191,120,113,214,34,2101
POA3621,14,7,4,3,0,0,3,4,0,37,14,4,4,15,5,3,0,8,0,57,55,7,80,30,17,18,28,54,0,287,0,0,3,7,6,5,0,7,0,23,10,4,4,0,0,4,3,4,0,25,0,0,0,0,3,0,0,0,0,3,15,0,3,5,0,6,3,11,0,46,126,86,98,64,42,36,37,95,8,590
POA3622,4,5,0,0,0,0,0,0,0,8,0,3,0,4,7,0,0,0,0,13,16,0,18,6,4,0,5,9,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,38,25,14,7,17,4,10,14,0,134
POA3623,4,3,0,0,3,0,0,3,0,12,6,5,0,3,3,4,0,0,0,25,24,3,33,13,6,0,3,16,0,100,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,4,0,15,46,32,42,23,15,6,12,31,0,201
POA3624,3,3,0,0,3,0,0,0,0,10,4,0,3,0,3,0,0,0,0,9,15,3,17,3,7,3,5,13,0,69,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,8,35,18,17,9,13,3,9,16,4,121
POA3629,24,38,3,25,19,10,0,10,3,131,45,41,27,77,51,10,11,21,3,282,113,43,307,141,85,62,58,127,3,939,3,3,3,16,5,9,3,16,0,63,3,3,6,21,15,6,8,14,3,78,3,3,0,0,0,3,0,7,0,22,17,9,15,17,8,13,10,20,11,116,271,443,384,325,209,128,99,224,34,2119
POA3630,63,147,33,74,57,12,11,28,3,429,113,144,82,239,131,55,27,51,5,850,271,115,976,421,264,213,198,335,37,2836,9,3,14,20,30,24,11,23,0,135,15,13,25,50,27,13,15,27,6,189,8,23,6,10,11,7,0,17,4,82,25,25,42,29,24,34,35,68,31,310,809,2121,1237,1013,691,423,317,633,108,7361
POA3631,45,62,10,39,29,17,9,13,3,220,78,74,28,92,80,27,9,11,4,408,210,60,524,133,111,80,78,120,16,1337,6,8,3,5,21,12,5,10,0,62,15,6,10,21,24,5,5,9,0,91,5,7,3,3,5,4,0,6,0,42,27,14,13,9,7,14,13,16,13,130,578,987,606,381,377,174,115,209,45,3472
POA3633,0,4,3,3,3,0,0,0,0,12,0,3,0,7,3,0,0,0,0,20,13,0,29,4,4,3,8,10,0,73,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,27,44,32,17,21,14,11,15,0,178
POA3634,19,15,3,5,7,0,0,0,0,45,7,7,3,10,12,0,0,6,0,46,43,10,86,15,21,11,22,24,3,232,3,0,4,0,4,0,0,0,0,10,6,0,0,0,3,3,3,8,0,24,0,0,0,0,0,0,0,0,0,7,10,4,5,3,3,3,3,10,0,41,121,117,103,52,58,19,28,42,4,549
POA3635,4,9,0,3,3,0,0,0,0,12,4,0,0,3,3,0,0,3,0,12,6,3,32,11,5,4,10,3,0,79,0,0,3,3,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,32,34,41,17,14,11,8,14,0,161
POA3636,21,15,12,11,7,3,4,9,0,88,20,30,10,39,24,7,3,8,0,142,98,22,169,70,42,36,54,85,12,578,6,0,0,6,3,4,0,9,0,34,8,0,3,20,3,3,3,6,0,53,0,3,0,0,0,0,0,3,0,10,15,7,9,12,3,8,7,13,5,70,216,256,209,176,109,68,73,140,18,1277
POA3637,10,0,0,0,3,0,0,0,0,15,4,3,3,0,3,0,0,3,0,20,38,3,14,5,0,5,6,6,0,82,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,13,61,21,19,19,7,10,6,16,0,174
POA3638,10,6,4,4,7,3,0,5,0,39,10,4,0,22,12,0,0,0,0,55,41,11,64,34,24,19,28,38,4,250,0,0,0,0,0,0,0,0,0,9,4,0,0,5,3,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,6,0,15,3,42,99,114,76,70,56,28,29,57,13,543
POA3639,5,0,0,3,0,0,0,0,0,7,0,4,0,7,0,0,0,0,0,13,11,0,25,11,3,0,7,9,0,65,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,30,23,22,20,5,0,10,7,0,124
POA3640,14,4,0,0,0,0,3,3,0,30,14,6,0,3,4,0,0,3,0,30,41,0,30,9,12,8,11,19,3,129,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,3,9,0,3,3,0,0,0,0,0,15,94,34,37,19,22,8,18,36,3,277
POA3641,12,4,0,3,0,0,0,3,0,23,6,3,0,14,4,0,0,3,0,28,36,0,40,11,9,6,14,32,6,143,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,6,0,3,5,0,3,3,3,0,28,68,25,49,43,23,15,15,43,6,289
POA3644,33,38,9,14,13,4,3,15,0,134,43,32,21,53,33,11,4,18,0,217,128,31,290,88,79,48,71,169,11,923,11,3,3,11,5,8,3,18,0,57,16,7,3,14,10,13,4,13,0,78,0,3,0,3,3,4,3,0,0,18,16,6,7,14,9,8,14,27,14,115,318,383,361,230,176,95,108,292,31,1994
POA3646,3,3,0,4,3,0,0,0,0,11,7,3,0,0,3,0,0,0,0,18,17,3,23,6,0,3,3,11,0,66,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,40,46,23,15,18,3,8,16,0,174
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13
POA3649,3,0,0,0,0,0,3,0,0,9,5,3,0,0,3,0,0,0,0,11,20,0,8,3,9,0,6,11,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,9,30,16,10,8,9,3,8,19,0,112
POA3658,20,23,9,15,15,11,0,0,0,105,20,40,18,57,34,10,5,11,3,196,82,21,317,91,71,51,95,98,18,842,4,3,9,4,7,5,3,13,0,44,5,4,4,4,12,8,4,14,0,55,0,3,7,3,0,3,0,3,0,21,5,4,20,9,9,13,12,15,6,85,196,275,387,214,174,105,131,165,33,1685
POA3659,5,3,0,4,3,0,0,0,0,15,3,6,0,6,10,0,3,4,0,32,5,0,28,3,7,3,3,12,3,78,0,0,0,0,0,0,0,7,0,6,3,0,3,3,4,4,0,0,0,11,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,33,57,39,20,23,10,7,23,3,218
POA3660,23,35,13,23,10,7,0,5,3,118,35,32,17,65,39,7,8,17,0,217,75,28,297,104,68,37,67,104,7,784,8,0,5,7,5,3,8,11,0,55,4,0,4,16,7,6,3,17,0,59,6,0,4,0,3,0,8,6,0,21,13,9,18,13,9,5,15,21,3,105,222,312,375,251,181,87,112,202,22,1761
POA3662,13,0,0,4,3,0,0,0,0,21,20,5,3,20,9,0,0,0,0,55,17,14,7,67,12,0,15,3,0,133,0,0,0,9,0,0,3,3,0,16,3,0,0,5,3,0,3,0,0,16,0,0,0,3,0,0,3,0,0,3,4,0,0,4,0,0,0,0,0,11,81,49,13,127,23,0,25,5,6,335
POA3663,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,3,0,8,3,4,0,4,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,8,7,6,5,10,0,4,7,0,60
POA3664,12,5,7,5,0,0,0,3,0,32,11,8,0,3,0,0,0,0,0,36,29,3,46,11,8,5,12,17,0,131,0,0,0,3,3,4,0,0,0,11,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,8,20,72,61,58,25,29,15,12,48,8,332
POA3665,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,3,12,0,4,0,3,10,0,43,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,21,22,9,10,7,3,10,12,3,98
POA3666,46,26,12,9,8,3,0,4,0,111,9,27,16,23,19,4,0,18,0,118,83,17,141,70,39,35,34,63,5,488,7,0,10,0,6,3,0,3,0,27,7,3,4,10,4,3,0,3,0,37,0,0,3,0,3,0,0,3,0,12,10,12,4,5,5,3,5,12,3,65,242,279,201,143,97,60,46,119,18,1212
POA3669,14,12,3,7,3,0,0,0,0,40,12,11,0,5,4,0,0,4,0,32,23,3,36,22,10,3,12,9,0,119,0,0,0,0,0,0,0,0,0,3,4,0,3,5,0,0,0,0,0,17,3,3,0,0,0,0,0,3,0,13,6,0,3,0,0,0,0,3,0,19,98,87,52,44,28,7,14,25,4,360
POA3670,4,3,3,6,0,0,0,0,0,17,0,3,3,3,3,0,0,0,0,11,16,3,29,3,7,0,6,5,0,75,3,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,3,3,0,8,38,28,47,20,10,8,9,10,0,170
POA3672,33,50,17,38,17,12,4,9,3,175,49,43,29,77,42,13,3,21,4,269,126,39,384,157,96,74,85,99,19,1085,3,3,8,8,15,14,3,16,0,62,9,5,13,18,9,12,12,6,0,90,0,4,3,6,3,3,3,0,0,25,15,14,23,17,16,10,21,25,5,143,330,581,485,369,238,150,131,184,35,2503
POA3673,19,7,0,6,3,3,0,3,0,47,14,15,4,12,9,0,4,3,0,57,47,6,80,18,26,7,17,22,3,221,3,0,0,0,4,3,0,0,0,16,0,0,4,3,3,0,0,4,0,16,0,0,0,0,3,0,0,0,0,6,4,0,0,4,0,3,4,3,3,23,128,127,89,51,60,19,19,40,11,554
POA3675,13,10,0,9,3,0,0,5,0,40,13,11,6,12,10,5,0,6,0,75,33,12,74,31,17,15,14,38,0,233,0,3,0,0,3,7,3,4,0,19,3,4,0,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,6,3,4,0,0,3,7,3,0,0,20,112,165,99,73,52,38,26,59,9,630
POA3677,54,71,33,64,43,20,6,9,0,291,60,96,38,171,87,50,20,22,5,550,195,75,690,315,194,173,139,193,18,1994,9,0,11,18,28,19,10,23,0,110,23,10,15,50,29,25,10,23,3,182,7,19,3,0,8,3,0,4,0,43,9,18,24,22,7,22,24,27,17,163,516,1283,835,753,495,342,217,333,51,4827
POA3678,40,55,10,35,22,5,0,3,3,182,48,39,35,54,36,11,8,8,0,245,153,18,280,72,68,32,76,66,11,774,9,0,7,3,8,3,0,5,0,39,15,0,4,9,11,3,6,10,0,63,3,3,3,3,3,0,0,4,0,31,15,7,9,11,6,3,4,16,5,82,450,530,371,236,206,72,102,126,28,2123
POA3682,6,3,0,3,0,0,0,0,0,18,3,0,0,3,0,3,0,0,0,15,19,4,22,8,6,3,8,7,3,83,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,50,30,21,16,19,5,16,15,10,181
POA3683,3,4,4,8,5,3,0,0,0,31,12,6,8,12,6,4,3,5,3,56,14,12,79,25,22,16,16,29,3,215,3,0,3,3,0,3,4,3,0,15,0,0,0,4,6,7,3,3,0,20,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,3,0,3,3,26,57,101,100,63,57,37,33,43,10,505
POA3685,15,16,6,10,5,3,0,7,0,58,17,16,3,20,16,9,3,5,0,83,41,11,121,30,31,18,21,48,6,331,3,0,0,0,3,3,0,0,0,11,0,0,0,3,3,0,0,6,0,24,0,0,0,0,0,0,0,0,0,4,10,4,3,3,8,0,3,6,7,46,138,171,147,79,85,41,31,72,16,777
POA3687,3,3,3,3,3,3,0,0,0,18,5,0,3,4,4,3,0,0,0,22,13,8,52,9,10,13,8,35,3,140,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,5,0,24,40,51,56,26,30,15,13,50,3,281
POA3688,13,5,3,11,3,0,0,0,0,26,9,11,3,15,8,0,3,3,0,55,17,3,65,18,22,14,24,21,4,178,0,0,0,0,0,3,0,0,0,7,0,0,0,9,0,0,0,0,0,15,0,3,3,0,0,0,0,0,0,8,0,4,0,0,8,4,3,3,0,24,61,101,79,53,48,21,30,25,10,435
POA3690,85,143,56,124,104,28,13,20,8,573,169,185,126,362,200,88,35,53,10,1230,375,213,1455,611,476,327,362,407,57,4290,16,9,16,44,67,37,16,37,3,248,21,9,19,68,66,36,41,45,4,302,4,16,16,11,11,6,8,3,3,80,27,26,35,45,41,37,37,55,36,332,1067,2251,1795,1472,1173,645,547,666,145,9762
POA3691,57,54,27,25,36,8,3,8,3,217,86,51,38,143,70,18,3,11,11,427,179,71,555,143,130,77,118,113,24,1412,8,8,9,11,12,8,7,10,0,72,20,6,13,13,26,14,6,7,3,107,6,9,6,0,3,0,0,4,0,27,14,12,11,8,24,10,12,9,6,112,544,800,691,413,375,171,161,175,51,3383
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,8,4,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,7,9,0,0,0,0,36
POA3695,3,5,0,0,0,0,0,0,0,13,4,0,0,3,0,0,0,0,0,9,14,3,17,6,6,0,11,5,0,70,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,10,41,28,19,21,14,9,11,16,8,155
POA3697,3,3,8,0,0,0,0,0,0,20,4,3,4,4,3,0,0,0,0,18,17,0,25,7,7,3,4,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,37,38,32,28,19,7,8,8,0,183
POA3698,7,6,6,6,3,3,0,3,0,28,3,5,7,5,3,3,0,0,0,19,21,3,36,8,6,5,10,11,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,3,0,13,59,76,51,41,23,14,12,15,3,303
POA3699,4,4,0,10,3,0,0,0,0,18,8,7,3,6,3,3,0,3,0,28,17,0,42,16,9,7,13,10,3,115,0,0,0,0,0,3,0,3,0,11,5,0,0,3,3,0,0,6,0,15,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,8,53,51,47,49,25,18,15,37,3,300
POA3700,13,12,0,6,6,0,0,0,0,28,5,3,8,16,6,0,0,3,0,45,25,11,57,13,17,6,15,23,3,166,3,0,0,0,3,0,0,3,0,17,3,3,0,3,4,0,0,0,0,16,0,0,3,0,0,0,0,0,0,8,0,3,3,3,3,0,0,0,4,24,62,81,72,46,44,17,21,34,4,382
POA3701,8,4,0,0,0,3,0,0,0,17,6,11,5,5,4,3,0,0,0,40,52,7,28,10,5,3,9,18,0,130,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,3,3,4,3,24,100,47,37,29,18,13,19,27,6,294
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7
POA3705,3,0,0,0,3,0,0,0,0,7,4,0,0,0,0,0,0,0,0,10,4,3,9,3,0,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,16,13,12,6,5,5,6,4,3,72
POA3707,13,5,0,10,0,0,0,0,0,32,15,3,0,10,11,0,0,4,0,43,52,5,70,25,10,3,15,27,0,215,3,0,0,0,0,3,0,3,0,9,8,0,3,4,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,3,6,9,0,29,111,82,82,48,26,11,18,53,4,443
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,5,3,0,0,0,20
POA3709,5,3,0,0,4,0,0,0,0,13,5,0,0,0,0,0,0,0,0,7,10,4,13,3,4,0,0,3,0,37,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,34,20,10,10,7,0,3,9,0,89
POA3711,0,0,3,6,0,0,0,0,0,12,4,0,0,0,0,3,0,0,0,10,9,0,26,3,5,4,9,13,0,67,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,21,31,12,13,6,6,14,0,143
POA3712,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,11,8,0,13,5,4,0,5,7,0,40,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,21,19,21,14,14,3,4,10,3,105
POA3713,3,0,0,3,0,0,0,0,0,7,4,0,3,9,8,0,0,3,0,22,14,7,41,14,9,8,8,12,0,105,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,14,33,27,48,57,18,13,3,23,3,226
POA3714,12,15,3,7,12,0,0,0,0,61,18,17,6,28,17,9,3,10,4,105,47,13,128,50,35,22,33,42,9,380,3,0,0,4,4,3,0,0,0,15,8,6,3,5,9,0,0,5,0,32,0,0,0,0,0,0,0,0,0,7,11,6,4,4,3,0,4,4,8,48,158,198,165,136,104,47,47,65,18,933
POA3715,9,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,3,0,12,8,0,11,7,3,0,3,3,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,18,18,13,6,4,3,9,0,90
POA3717,11,13,8,11,5,3,0,3,0,59,12,22,5,13,6,3,0,4,0,71,34,15,112,23,17,11,28,33,3,283,3,0,0,0,4,0,0,3,0,18,4,3,7,0,4,3,3,4,0,26,3,3,5,3,0,0,0,0,0,16,11,0,3,7,0,3,6,9,9,53,121,162,148,76,66,40,39,57,15,728
POA3718,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,4,3,0,0,0,0,8,0,28
POA3719,0,3,3,0,0,3,0,0,0,12,6,0,0,4,3,0,0,0,0,15,9,0,12,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,29,26,15,12,9,3,3,9,0,103
POA3720,4,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,3,0,14,15,0,29,4,4,0,7,14,3,68,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,26,16,31,15,14,6,5,16,4,142
POA3722,22,38,7,21,14,7,3,7,3,128,23,20,11,44,29,3,3,5,0,137,99,13,266,76,50,54,43,73,8,674,4,0,3,3,7,5,4,10,3,33,7,6,9,16,6,14,5,13,0,71,0,0,0,3,4,0,0,0,0,10,7,3,11,8,6,14,0,10,8,72,229,334,327,198,152,104,61,141,24,1562
POA3723,16,11,3,5,9,3,0,0,3,52,28,16,8,18,10,10,4,8,0,94,59,9,104,27,23,11,32,42,8,307,3,0,3,0,3,0,3,4,0,23,6,0,4,10,0,0,0,3,0,28,8,0,0,0,0,0,0,3,0,13,3,3,8,3,8,0,0,8,0,35,174,182,139,95,74,43,36,83,19,838
POA3725,3,3,0,0,0,0,0,3,0,13,10,3,4,3,4,0,0,0,0,27,15,0,35,5,5,3,4,10,0,79,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,9,39,30,44,23,22,9,8,17,0,186
POA3726,3,0,0,0,3,0,0,0,0,7,8,0,0,0,0,0,0,0,0,13,21,0,13,8,3,0,4,0,0,46,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,14,10,8,14,3,3,10,0,106
POA3727,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,0,15,0,5,0,3,3,0,39,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,11,13,3,4,0,3,3,0,68
POA3728,7,0,0,3,3,0,0,3,0,14,7,0,0,3,0,0,0,4,0,8,12,0,12,7,0,0,12,3,0,52,0,0,0,0,6,0,0,3,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,24,19,15,13,11,8,11,16,3,133
POA3730,19,27,14,24,13,9,6,5,0,124,30,35,19,48,31,8,3,20,0,194,127,35,352,111,69,57,81,117,16,968,9,0,0,19,15,5,0,8,0,60,10,4,9,21,10,9,0,7,0,77,3,6,0,0,0,3,0,4,0,21,10,3,18,22,8,10,6,29,3,114,293,432,432,294,187,110,107,196,35,2080
POA3732,3,5,0,0,3,0,0,0,0,12,7,3,3,5,4,3,0,4,0,21,15,4,25,12,3,3,4,4,0,71,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,50,36,36,21,18,11,7,13,0,180
POA3733,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,0,0,0,0,4,3,3,8,4,5,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,20,10,7,10,0,0,12,0,70
POA3735,7,0,0,0,0,0,0,3,0,9,10,3,0,3,0,4,0,0,0,26,27,3,24,8,10,3,7,4,0,83,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,7,0,0,3,0,0,0,3,0,17,54,40,26,22,14,8,4,14,0,194
