POA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA3027,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,20,0,3,0,0,0,30,0,0,0,3,0,0,0,0,0,3,3,17,21,66,10,11,3,0,0,130,0,0,0,0,0,0,0,0,0,0,0,3,3,26,3,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,7,16,55,21,10,0,0,0,111,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,3,0,0,0,11,0,3,5,9,4,3,0,0,0,31,0,0,3,10,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,19,4,0,0,0,0,34,0,0,0,14,3,0,0,0,0,21,0,0,0,23,0,3,0,0,0,24,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14
POA3028,0,0,7,22,5,3,4,0,0,45,0,5,8,52,17,14,3,0,0,109,0,0,6,19,0,0,0,0,0,31,0,0,0,5,0,0,7,0,0,19,18,41,51,128,61,41,10,5,0,360,0,0,0,0,3,7,4,0,0,20,3,0,3,19,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,10,40,140,78,72,46,10,6,414,0,0,0,11,8,13,25,6,3,72,0,0,0,8,11,34,18,9,4,83,0,0,3,6,3,9,3,3,0,29,0,0,3,16,3,0,0,0,3,33,0,0,0,0,18,20,15,14,4,76,0,3,3,28,3,5,6,3,3,53,0,3,0,6,5,0,0,0,0,13,9,37,16,48,10,5,0,0,0,124,0,0,0,25,34,49,34,7,6,158,0,0,0,0,0,0,0,0,0,4,0,3,4,5,4,7,0,0,0,25
POA3029,0,8,8,60,16,8,11,0,0,113,0,28,60,207,64,29,12,11,0,404,0,16,21,100,5,0,3,0,0,152,0,0,0,3,3,22,12,3,0,46,61,353,327,690,212,129,26,13,0,1799,0,0,0,10,7,7,7,0,0,31,27,76,45,404,32,10,9,0,0,605,0,0,0,11,0,0,0,0,0,19,15,124,201,738,397,212,66,18,8,1778,0,0,8,35,22,30,18,10,9,134,0,0,0,17,25,44,41,21,10,156,4,43,27,67,30,17,7,0,0,198,0,7,19,49,27,12,7,6,0,125,0,0,0,19,21,31,20,3,3,96,5,51,38,293,77,42,21,12,3,547,0,4,3,29,0,5,0,0,0,50,0,53,67,106,18,17,3,0,0,264,0,0,5,48,44,48,19,12,0,173,0,0,0,13,6,9,4,4,0,34,11,28,15,24,7,3,3,0,0,95
POA3030,0,9,9,85,14,11,6,0,0,135,0,16,72,239,79,44,20,18,3,494,0,0,3,27,4,3,0,0,0,36,0,0,3,11,3,19,29,9,6,79,70,297,277,633,214,114,48,8,5,1670,0,0,5,13,5,15,5,0,3,49,12,35,25,152,16,8,0,0,0,252,0,0,0,12,3,0,0,3,0,20,8,96,134,587,270,159,61,12,4,1330,0,3,3,58,27,36,21,11,0,153,0,10,6,51,49,68,62,36,9,297,11,62,41,110,42,14,9,3,0,285,7,51,50,171,71,38,21,7,0,417,0,0,0,11,29,22,15,13,3,90,0,18,11,185,48,27,15,9,4,316,0,4,6,41,8,4,0,0,0,76,15,125,108,157,33,13,3,0,0,455,0,0,3,49,39,41,19,6,0,163,0,0,3,15,8,3,7,0,0,36,6,39,21,57,16,16,5,0,3,156
POA3031,0,0,0,3,3,0,0,0,0,3,0,0,3,7,0,0,0,0,0,10,0,0,3,14,0,0,0,0,0,21,0,0,3,3,0,0,0,0,0,7,3,3,27,140,23,13,3,0,3,216,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,13,0,3,5,33,5,6,0,0,3,60,0,0,0,15,0,3,0,0,0,16,0,0,3,11,3,3,8,0,0,29,0,3,0,30,4,0,0,0,0,43,0,0,3,20,12,3,0,0,0,37,0,0,0,0,0,0,0,0,0,6,0,0,3,17,3,3,0,0,0,28,0,0,3,21,0,3,0,0,0,25,0,0,8,22,3,0,0,0,0,30,0,0,0,4,3,3,0,0,0,7,0,0,0,10,8,5,8,5,0,45,3,3,3,33,3,3,0,0,0,49
POA3032,0,0,0,14,3,3,0,3,0,24,0,0,0,4,0,0,0,0,0,11,0,0,8,31,0,0,0,0,0,40,0,0,3,7,3,5,3,4,0,23,3,10,24,120,42,25,10,3,0,225,0,0,0,3,3,0,3,0,0,12,0,0,3,19,0,3,0,0,0,33,0,0,0,3,0,0,0,0,0,3,0,4,6,90,22,28,13,0,0,167,0,0,0,10,5,5,3,4,4,35,0,4,0,10,8,4,0,0,0,32,0,3,13,39,6,11,4,0,0,70,0,0,8,22,3,3,0,0,0,37,0,0,0,3,9,8,0,3,0,24,0,0,0,37,9,0,3,0,0,50,3,0,0,32,0,0,0,0,0,45,0,0,8,41,10,3,0,0,0,74,0,0,0,15,8,8,0,3,0,33,0,0,0,17,9,3,0,0,0,30,0,5,13,43,8,4,0,0,0,71
POA3033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,19,13,5,3,0,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,3,10,26,7,13,3,0,3,62,0,0,0,3,4,6,3,4,6,21,0,0,0,3,3,3,10,0,3,20,0,0,3,3,0,0,0,0,0,8,0,0,0,5,3,0,0,0,0,16,0,0,0,0,4,0,3,0,0,11,0,0,3,17,4,5,10,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,12,4,0,0,0,0,13,0,0,0,7,7,6,6,4,0,33,0,0,0,3,3,3,0,0,0,16,0,0,4,3,3,0,0,0,0,18
POA3034,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,8,0,0,4,19,11,14,0,0,3,54,0,0,0,0,0,0,3,0,0,3,0,0,5,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,3,28,17,9,16,3,3,79,0,0,0,5,3,8,6,4,8,31,0,0,0,0,0,4,6,0,3,11,0,5,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,4,0,21,0,0,0,8,3,3,3,0,0,16,0,0,0,10,0,3,0,0,0,11,0,0,0,13,0,0,0,0,0,10,0,0,0,3,14,11,15,6,0,54,0,0,0,3,6,0,0,0,0,11,0,0,0,5,0,0,0,0,0,6
POA3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,4,4,0,0,0,17,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,4,3,0,22,0,0,0,0,3,0,4,0,0,5,0,0,0,3,0,5,0,3,3,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,0,3,3,3,16,0,0,0,0,3,0,0,0,0,4,0,0,3,0,3,0,0,0,0,5
POA3037,0,3,0,11,12,3,7,0,0,36,0,0,0,0,0,0,0,0,0,8,0,3,0,15,4,0,0,0,0,25,0,0,0,0,0,3,5,0,3,21,12,86,66,111,52,21,5,3,0,359,0,0,0,3,3,3,0,3,0,13,3,7,14,57,12,16,0,3,0,110,0,0,0,5,0,0,0,0,0,3,10,51,91,322,177,154,53,10,6,869,0,0,3,26,22,38,16,8,7,117,0,0,0,3,4,11,7,8,0,38,8,5,9,22,12,3,5,0,0,64,0,8,18,32,21,8,7,0,0,92,0,0,0,10,21,20,20,5,3,78,3,9,16,119,69,42,26,9,3,298,0,0,0,12,0,4,0,0,0,17,0,7,4,38,6,0,7,0,0,63,0,0,14,96,130,118,81,20,13,479,0,0,0,20,27,9,11,0,0,71,3,8,6,18,11,0,0,0,0,43
POA3038,0,0,0,7,3,9,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,13,0,21,26,42,27,22,3,0,0,144,0,0,4,0,0,3,0,0,0,8,0,0,0,15,9,0,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,9,42,41,49,21,9,3,181,0,0,0,10,9,29,18,6,5,79,0,0,0,0,3,11,12,0,0,34,0,0,3,7,7,5,5,0,0,22,0,0,6,7,4,4,3,0,0,25,0,0,0,5,16,21,12,16,0,73,0,25,17,43,47,29,10,8,0,181,0,0,0,3,0,3,0,0,0,9,0,3,0,18,7,7,0,0,0,31,0,0,0,35,65,129,86,28,7,351,0,0,0,17,8,3,5,0,0,42,0,4,4,6,4,0,0,0,0,21
POA3039,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,11,15,0,0,0,0,0,30,0,0,0,3,0,0,4,3,0,7,3,4,12,64,17,12,3,0,0,122,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,4,32,6,0,6,0,0,51,0,0,0,6,6,0,3,3,0,20,0,3,0,7,6,3,3,0,0,27,0,0,0,10,0,5,0,0,0,23,0,0,0,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,3,0,0,16,0,0,3,15,0,3,0,0,0,20,0,0,3,39,0,0,0,0,0,53,0,0,0,7,4,0,0,0,0,9,0,0,0,6,3,0,0,0,0,9,0,7,5,13,8,3,0,0,0,33
POA3040,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,13,44,0,0,0,0,0,64,0,0,0,4,3,0,4,0,0,13,3,5,20,69,24,24,5,3,0,154,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,4,26,16,9,0,0,0,52,0,0,0,5,3,11,3,9,4,34,0,0,3,8,4,6,9,0,5,37,0,6,3,14,0,0,0,0,0,22,0,0,6,7,8,3,4,0,0,27,0,0,0,0,3,0,0,3,0,12,0,3,3,33,12,8,3,0,3,64,0,0,0,4,3,0,0,0,0,15,0,3,3,27,4,0,0,0,0,37,0,0,0,3,6,0,0,0,0,8,0,0,0,9,4,0,0,0,0,19,0,6,6,14,3,4,0,0,0,40
POA3041,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,7,27,19,4,9,0,0,73,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,3,4,21,6,3,0,0,0,34,0,0,0,4,0,6,3,7,0,17,0,0,0,0,3,0,4,3,0,17,0,4,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,7,0,21,5,7,3,0,0,43,0,0,0,11,0,0,0,0,0,11,0,0,0,7,0,3,0,0,0,11,0,0,0,4,0,0,0,0,0,5,0,0,0,23,18,3,3,0,0,46,0,3,0,5,0,3,0,0,0,12
POA3042,0,0,0,3,0,7,3,3,3,19,0,0,0,0,0,0,0,0,0,5,0,0,4,14,0,0,0,0,0,16,0,0,0,3,0,0,4,3,0,12,4,0,7,30,16,4,4,0,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,24,15,10,3,3,0,61,0,0,0,0,3,7,4,6,5,20,0,3,0,3,0,7,3,3,4,29,0,0,3,6,4,0,3,0,0,17,0,0,3,8,4,5,0,0,0,21,0,0,0,0,0,3,3,5,7,22,0,3,3,11,15,7,5,3,3,48,0,0,0,4,0,0,0,0,0,8,0,0,0,13,0,7,0,0,0,26,0,0,0,3,3,0,12,0,0,21,0,0,0,0,10,3,0,0,0,12,0,0,0,3,3,0,3,0,0,15
POA3043,0,0,0,5,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,4,3,0,6,3,0,14,3,16,18,42,17,16,10,3,0,134,0,0,0,0,0,0,3,0,0,9,0,0,0,9,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,5,14,52,23,27,12,3,3,140,0,0,0,11,3,6,10,5,3,35,0,0,3,7,6,9,13,4,0,42,0,0,0,3,0,4,0,0,0,10,0,3,0,3,3,0,3,0,0,12,0,0,0,0,0,0,12,5,0,24,4,5,11,31,36,34,24,9,0,146,0,0,0,7,0,3,0,0,0,10,0,0,0,17,0,3,0,0,0,25,0,0,0,4,0,3,3,0,0,13,0,0,0,25,32,20,5,8,0,88,0,0,3,7,0,3,0,0,0,15
POA3044,0,0,3,18,0,0,3,0,0,22,0,0,0,3,0,0,0,0,0,4,0,0,11,41,0,0,0,0,0,55,0,0,0,0,0,0,4,3,0,13,0,3,17,101,26,17,5,0,3,179,0,0,0,3,0,0,0,3,4,10,11,16,14,60,4,0,0,0,0,103,0,0,0,3,6,0,0,0,0,12,7,7,9,66,12,14,5,3,0,120,0,0,0,12,0,3,4,5,7,42,0,0,0,4,6,3,4,4,3,29,0,0,3,6,8,3,0,0,0,23,0,0,0,16,3,3,0,0,0,26,0,0,0,0,0,0,4,3,0,5,0,4,11,39,18,7,7,0,0,90,0,0,5,20,0,3,0,0,0,22,0,0,0,30,10,0,0,0,0,38,0,0,0,0,8,3,3,3,0,14,0,0,4,41,38,9,8,7,0,100,0,3,4,17,4,0,0,0,0,35
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,3,0,10,3,0,0,0,0,22,0,0,4,6,3,0,0,0,0,16,0,8,99,268,3,3,3,0,0,388,0,0,0,0,3,3,4,3,0,18,0,18,25,79,42,13,3,0,3,188,0,0,0,4,0,0,4,3,0,14,20,38,23,227,9,0,3,0,0,325,0,0,0,3,0,0,0,0,0,3,4,8,16,110,41,25,17,5,4,238,0,0,0,8,8,15,12,20,30,100,0,0,0,7,0,6,5,7,9,38,0,0,0,10,0,3,0,0,0,15,0,0,3,18,3,0,3,3,0,27,0,0,0,3,4,0,3,6,3,23,7,11,16,86,33,18,11,6,3,192,0,0,5,13,0,0,0,0,0,16,0,3,5,35,8,3,3,0,0,61,0,0,0,8,3,7,3,0,0,18,4,3,6,115,110,37,28,14,0,317,0,3,0,15,3,3,0,0,0,27
POA3047,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,11,3,24,48,43,0,0,0,0,0,121,0,0,0,0,0,0,3,0,0,11,0,31,31,33,5,11,3,0,0,121,0,0,0,0,0,0,0,3,3,8,12,20,24,104,12,0,0,0,0,167,0,0,0,7,4,0,0,0,0,6,0,6,11,65,24,40,16,3,3,167,0,0,0,3,0,0,7,3,0,11,0,0,0,0,3,5,8,9,3,26,0,0,7,5,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,4,6,0,17,0,9,5,29,9,10,3,4,3,81,0,0,0,8,0,0,0,0,0,8,0,0,3,13,4,3,3,0,0,25,0,0,0,3,6,0,0,0,0,10,6,13,42,192,197,123,93,34,10,702,0,0,3,3,0,0,3,0,0,11
POA3048,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,3,3,12,0,0,0,0,0,20,0,0,0,0,0,4,6,0,0,7,3,19,18,25,10,8,0,0,0,76,0,0,0,0,0,0,4,0,0,3,0,12,5,41,3,0,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,4,8,35,28,40,8,5,0,128,0,0,0,0,6,9,6,0,0,27,0,0,0,0,3,3,7,3,0,20,0,0,3,7,3,0,0,0,0,13,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,5,4,0,0,16,0,0,0,15,11,11,6,6,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,3,3,7,0,0,0,18,3,14,35,276,296,153,94,32,4,906,0,3,6,0,3,0,0,0,0,9
POA3049,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,3,7,21,10,9,4,4,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,20,7,18,8,0,3,53,0,0,0,3,4,3,3,0,0,16,0,0,0,4,0,10,4,3,0,22,0,0,0,3,3,4,4,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,4,0,0,17,0,3,5,16,16,14,7,3,0,69,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,13,0,0,0,0,0,0,4,0,0,6,0,0,3,14,30,8,13,3,0,74,0,0,0,4,4,0,0,0,0,4
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,0,0,3,3,0,0,0,0,0,6,0,0,7,4,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,3,4,0,0,0,0,3,9,0,4,43,75,12,17,3,3,0,162,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,3,0,46,7,4,3,0,0,67,0,0,0,4,0,0,3,0,0,8,0,0,4,17,4,6,3,0,0,28,0,0,28,33,5,0,3,0,0,75,0,0,6,10,3,3,0,0,0,24,0,0,0,0,3,0,3,0,0,8,0,3,3,25,4,0,0,0,0,39,0,0,12,38,4,0,0,0,0,57,0,0,7,27,3,0,0,0,0,41,0,0,0,3,0,0,0,0,0,4,0,0,0,11,6,3,3,0,0,23,3,7,19,34,4,6,4,0,0,76
POA3052,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,22,29,5,0,3,0,0,57,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,30,0,0,0,4,0,0,0,0,3,4,0,0,5,3,0,3,0,0,0,12,0,0,15,12,0,0,3,0,0,26,0,0,6,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,4,0,0,0,24,0,0,5,4,3,0,0,0,0,15,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,6,6,0,3,0,0,0,14
POA3053,0,0,9,8,0,0,0,0,0,27,0,0,46,3,0,0,0,0,0,53,0,0,0,3,0,0,0,0,0,3,0,0,7,11,3,0,3,0,0,24,0,7,53,88,11,8,4,3,0,161,0,0,0,0,0,0,0,0,0,4,0,0,7,8,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,5,0,0,22,27,10,3,0,0,0,57,0,0,0,7,0,6,3,0,0,23,0,0,3,8,0,0,0,0,0,21,0,3,194,51,3,3,0,0,0,253,0,0,12,7,3,3,0,0,0,22,0,0,0,0,0,3,0,0,0,9,0,0,41,19,6,3,0,0,0,68,0,0,32,39,4,0,0,0,0,79,0,0,34,43,3,0,0,0,0,77,0,0,0,3,0,0,0,3,0,9,0,0,0,13,6,6,3,3,0,27,4,0,25,38,9,0,0,0,0,83
POA3054,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,11,0,0,12,96,9,7,3,0,3,133,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,12,0,0,3,6,4,0,4,0,0,17,0,0,3,13,0,3,0,0,0,19,0,0,4,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,3,11,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,3,4,0,0,0,0,7,0,3,6,38,3,3,4,0,0,62
POA3055,0,0,0,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20,53,0,7,0,0,0,76,0,0,0,3,3,0,0,0,0,13,0,6,29,93,16,17,7,3,0,156,0,0,0,0,0,0,0,0,0,0,3,7,3,25,0,0,0,0,0,40,0,0,0,3,0,0,0,0,0,3,0,0,7,25,9,15,3,5,0,64,0,0,3,8,0,4,0,0,0,19,0,0,3,10,3,0,3,4,0,25,0,0,0,12,3,3,0,0,0,25,0,0,3,13,3,4,0,0,0,25,0,0,0,0,0,0,4,0,0,11,0,0,4,16,3,6,0,3,0,30,0,0,0,7,0,0,0,0,0,6,0,0,0,14,3,3,0,0,0,20,0,0,0,3,0,4,0,0,0,11,0,0,0,8,4,4,3,0,0,22,0,6,9,24,9,0,0,0,0,44
