POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA3900,61,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,122,61,..,120,122
POA3902,129,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,53,0,0,0,0,35,54,0,0,162,369,27,..,184,369
POA3903,282,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,7,0,0,0,0,10,11,0,3,289,654,48,..,339,654
POA3904,563,1192,0,0,3,5,7,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,8,7,10,10,585,1221,342,..,928,1221
POA3909,2770,6262,98,147,14,20,114,169,66,106,0,0,0,0,0,0,73,110,45,61,27,42,5,11,14,20,85,126,52,101,3092,6767,1121,..,4214,6767
POA3910,6612,19056,1029,1808,92,208,1126,2016,73,151,0,0,0,0,0,0,73,151,0,0,107,130,0,0,4,21,119,155,0,0,7929,21377,448,..,8376,21377
POA3911,1093,3011,73,122,0,0,70,122,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,1170,3142,81,..,1251,3142
POA3912,4391,12819,638,1088,46,117,692,1208,19,50,0,0,0,3,0,0,26,57,19,27,23,30,0,3,0,0,39,56,9,21,5157,14158,310,..,5465,14158
POA3913,1032,2939,96,160,27,59,127,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1161,3170,69,..,1234,3170
POA3915,2993,7630,692,1161,154,287,848,1455,19,20,0,0,0,0,0,0,18,26,10,7,29,36,0,0,0,0,36,47,7,9,3898,9162,360,..,4251,9162
POA3916,319,741,0,0,0,0,0,0,3,6,0,0,0,3,0,0,6,12,0,0,0,0,0,0,0,6,3,8,0,0,330,758,393,..,717,758
POA3918,1202,3290,81,136,0,4,82,141,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,3,7,4,12,1294,3449,105,..,1400,3449
POA3919,969,2573,201,367,0,3,199,370,13,20,0,0,0,0,0,0,13,20,5,5,0,0,0,0,0,3,5,8,0,0,1182,2969,110,..,1293,2969
POA3920,85,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,232,27,..,108,232
POA3921,48,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,0,0,0,8,11,0,0,55,89,46,..,103,89
POA3922,2622,5937,249,344,45,97,297,444,72,110,13,19,0,0,0,0,86,132,0,0,3,8,0,0,0,0,6,8,17,56,3032,6570,5389,..,8424,6570
POA3923,226,473,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,479,244,..,472,479
POA3925,1214,2760,31,56,41,71,67,127,23,44,0,0,9,9,0,0,35,54,0,3,0,0,0,0,4,11,12,14,10,23,1332,2976,1476,..,2809,2976
POA3926,1138,2867,5,13,3,10,10,19,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,5,1154,2898,582,..,1732,2898
POA3927,615,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,612,1451,523,..,1141,1451
POA3928,151,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,357,108,..,264,357
POA3929,333,737,0,0,0,0,0,0,3,6,0,0,0,3,0,0,9,13,0,0,0,0,0,0,5,10,5,10,3,0,345,757,564,..,915,757
POA3930,5435,15740,211,340,35,73,251,417,249,376,0,0,3,15,0,0,250,389,0,0,0,0,0,0,3,8,3,8,11,30,5951,16576,650,..,6603,16576
POA3931,6614,16980,366,578,359,730,721,1304,1993,3156,38,63,0,3,0,8,2033,3231,5,11,110,144,0,0,4,9,120,166,15,28,9510,21711,1391,..,10899,21711
POA3933,314,965,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,317,972,29,..,347,972
POA3934,5510,15383,608,1127,219,494,827,1616,32,34,0,0,0,0,0,0,32,34,0,3,0,0,0,3,0,0,0,7,15,37,6385,17081,1558,..,7944,17081
POA3936,3513,8224,348,635,336,770,682,1406,45,68,12,21,4,9,0,0,57,96,40,46,77,118,0,0,3,0,116,167,23,41,4389,9940,3372,..,7765,9940
POA3937,518,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,5,523,1304,313,..,838,1304
POA3938,1048,2395,38,68,22,42,65,118,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,3,3,6,1124,2523,824,..,1945,2523
POA3939,5268,12243,327,462,82,150,406,611,213,317,0,0,0,0,0,0,213,317,28,34,6,8,0,0,3,4,37,46,9,17,5936,13234,2661,..,8598,13234
POA3940,1428,3142,539,774,36,80,576,847,45,49,0,0,0,0,0,0,45,49,0,0,51,58,0,4,0,0,58,60,26,46,2132,4154,1289,..,3421,4154
POA3941,4473,10466,170,258,26,64,200,320,3,13,0,0,3,6,0,0,9,23,31,48,3,3,3,10,0,0,37,56,19,36,4737,10894,6713,..,11445,10894
POA3942,915,1889,3,7,0,3,9,9,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,922,1904,2420,..,3347,1904
POA3943,646,1221,6,14,3,9,14,18,3,6,0,3,3,5,0,0,9,12,0,0,5,3,0,0,0,5,3,4,0,0,668,1262,2269,..,2935,1262
POA3944,168,314,5,4,10,12,15,16,0,0,0,0,3,6,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,185,338,1247,..,1428,338
POA3945,373,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,0,0,383,926,80,..,465,926
POA3946,71,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,173,23,..,97,173
POA3950,1663,4094,107,145,0,0,113,145,15,32,0,0,0,0,3,6,15,33,6,9,0,0,0,0,3,8,10,15,5,10,1806,4297,305,..,2113,4297
POA3951,359,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,361,911,101,..,459,911
POA3953,2650,6623,79,121,4,12,88,131,159,229,0,0,0,0,0,0,159,229,3,3,0,0,0,0,3,3,5,9,9,19,2906,7011,409,..,3313,7011
POA3954,143,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,139,374,20,..,157,374
POA3956,1034,2275,0,0,0,0,0,0,14,17,0,0,0,0,0,0,14,17,0,0,0,0,0,0,3,3,3,3,5,19,1055,2315,1525,..,2580,2315
POA3957,95,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,260,35,..,130,260
POA3958,95,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,238,46,..,138,238
POA3959,412,973,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,8,6,10,3,4,425,996,800,..,1222,996
POA3960,933,2020,38,40,0,0,38,40,38,39,0,0,0,0,0,0,40,39,11,16,0,0,0,0,0,0,11,16,5,4,1023,2123,408,..,1431,2123
POA3962,373,798,11,17,0,0,11,17,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,15,25,19,25,4,11,411,852,124,..,533,852
POA3964,58,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,121,30,..,91,121
POA3965,89,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,8,5,0,0,94,174,18,..,113,174
POA3966,205,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,5,9,0,0,216,466,61,..,279,466
POA3967,53,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,107,8,..,63,107
POA3971,1554,3419,45,63,0,0,45,63,15,23,0,0,0,0,0,0,15,23,18,25,17,28,3,3,5,10,46,64,9,19,1663,3576,525,..,2182,3576
POA3975,3813,13834,83,239,141,375,222,617,5,26,18,38,0,0,0,0,26,63,0,0,0,0,0,0,0,0,0,0,9,22,4067,14534,158,..,4223,14534
POA3976,6963,22999,330,757,110,318,442,1078,15,29,20,20,9,9,4,7,44,68,3,4,0,0,0,0,21,43,20,43,15,28,7481,24216,377,..,7856,24216
POA3977,25383,79856,2967,7056,418,1077,3392,8135,364,685,0,7,3,11,0,0,366,707,3,5,0,0,0,3,0,8,8,19,37,96,29185,88817,1849,..,31032,88817
POA3978,3115,9788,109,258,64,174,167,429,10,12,0,0,0,0,0,0,10,12,0,0,0,5,0,0,0,0,0,5,3,6,3293,10240,401,..,3695,10240
POA3979,100,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,103,291,33,..,135,291
POA3980,1113,3019,3,6,0,5,3,12,3,4,0,0,0,0,0,0,3,4,4,3,13,18,3,5,0,0,20,29,3,10,1143,3076,76,..,1226,3076
POA3981,1568,4337,31,40,0,5,31,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,7,14,1608,4410,119,..,1729,4410
POA3984,2035,4606,32,39,0,0,32,39,8,12,0,0,0,0,0,0,8,12,52,75,0,0,0,0,3,4,52,78,5,11,2130,4748,909,..,3040,4748
POA3987,496,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,505,1421,46,..,543,1421
POA3988,348,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,11,3,4,359,909,58,..,412,909
POA3990,42,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,47,100,11,..,53,100
POA3991,139,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,138,343,41,..,182,343
POA3992,383,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,3,6,391,895,72,..,462,895
POA3995,3815,8625,147,190,18,32,164,217,32,39,0,0,0,4,0,0,32,43,14,19,83,108,0,0,8,12,101,143,15,40,4128,9065,1321,..,5453,9065
POA3996,1968,4473,127,187,38,76,166,269,32,43,0,0,0,0,0,0,32,43,0,0,0,6,0,0,0,0,3,3,10,25,2181,4813,1952,..,4132,4813
