POA_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA3490,0,0,5,3,3,0,0,6,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,10,68,61,47,41,23,8,28,23,0,295
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,3,0,0,0,0,24
POA3494,3,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,46,10,10,10,6,4,10,28,3,133
POA3496,13,4,29,18,8,11,8,9,0,94,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,3,3,0,12,6,3,17,12,8,6,12,24,11,100,245,287,262,173,123,80,93,165,36,1472
POA3498,13,4,24,15,17,18,3,9,0,85,0,0,0,0,0,0,0,0,0,3,0,5,3,4,0,4,0,0,0,17,5,13,11,7,8,9,6,3,6,75,211,328,308,190,175,105,77,81,31,1497
POA3500,70,11,216,73,59,73,23,76,9,606,3,0,0,0,3,0,6,3,0,14,13,15,11,14,12,4,8,14,3,90,27,17,41,31,21,47,38,57,49,325,913,2185,1273,1171,784,539,322,617,131,7937
POA3501,7,0,12,5,0,4,3,0,3,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,14,3,0,0,4,7,0,33,113,153,125,55,62,40,26,31,10,608
POA3505,12,0,19,10,14,14,0,7,0,76,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,12,5,3,12,9,7,4,0,6,7,61,174,230,223,167,136,61,69,87,15,1159
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,5,6,0,0,0,0,31
POA3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,21,11,3,10,0,3,0,0,0,46
POA3512,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,20,4,6,8,6,3,7,0,83
POA3515,4,0,9,5,3,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,13,8,3,3,4,5,4,3,6,0,39,78,142,140,79,54,35,36,47,7,615
POA3516,3,0,3,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,11,52,27,22,18,17,13,8,11,7,175
POA3517,0,0,5,3,3,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,4,0,0,0,18,63,41,46,48,25,11,15,34,6,284
POA3518,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,8,0,21,66,36,24,31,19,5,17,28,3,231
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,10
POA3521,0,0,4,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,24,24,53,17,23,7,17,23,4,190
POA3522,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,17,16,11,8,3,3,4,0,90
POA3523,4,0,20,8,6,3,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,8,3,3,0,4,0,7,15,3,40,109,138,149,81,62,44,58,66,15,733
POA3525,5,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,3,10,0,0,19,81,71,40,30,26,19,17,26,9,313
POA3527,0,0,4,4,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,41,30,24,17,12,10,8,14,3,154
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,6,0,0,0,0,27
POA3530,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,5,0,0,0,4,0,3,28
POA3531,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,14,4,4,0,0,0,3,0,52
POA3533,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,5,37,40,24,21,13,7,7,12,0,152
POA3537,3,0,7,0,5,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,13,73,50,19,24,12,8,12,15,3,232
POA3540,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,13,3,5,4,3,0,11,0,54
POA3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,4,3,0,3,5,0,27
POA3544,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,28,12,7,4,8,0,3,3,0,63
POA3546,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,43,25,5,15,4,0,3,9,0,108
POA3549,7,0,10,4,4,5,0,10,0,39,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,4,7,14,9,49,96,107,74,66,46,30,41,83,17,570
POA3550,57,20,271,112,55,70,23,71,6,693,0,6,3,0,0,0,0,3,0,9,15,36,16,16,20,14,8,15,5,152,31,21,34,33,29,35,23,52,38,286,1321,4038,1773,1586,1186,724,351,738,143,11859
POA3551,52,14,196,73,76,57,26,50,0,540,0,0,0,0,0,0,0,3,0,13,22,26,11,18,16,9,12,6,3,117,46,35,63,38,37,31,24,29,20,322,1333,2807,1775,1139,1157,468,408,494,97,9689
POA3555,23,4,130,59,32,41,16,63,3,374,0,0,0,0,0,0,0,6,0,6,4,13,13,9,6,3,3,11,3,60,13,14,26,18,8,15,10,24,20,141,498,1228,965,749,517,332,226,487,69,5065
POA3556,15,4,84,25,29,38,11,26,4,236,0,0,0,0,0,0,0,0,0,5,7,9,3,0,5,7,8,4,0,38,6,5,26,18,14,10,7,31,12,126,267,619,669,490,319,201,170,308,49,3091
POA3557,0,0,3,3,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11,44,41,47,18,32,6,8,22,6,235
POA3558,0,0,7,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,0,8,55,33,33,18,23,9,18,16,0,206
POA3559,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,53,27,9,13,15,3,7,15,7,154
POA3561,17,0,18,8,3,7,3,11,0,69,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,9,14,3,5,7,0,3,3,9,9,58,229,187,171,128,84,52,58,95,18,1019
POA3562,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,5,14,7,10,4,6,3,5,76
POA3563,3,0,3,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,13,46,25,37,26,12,9,22,39,0,210
POA3564,40,11,137,55,28,40,19,50,11,380,0,0,0,0,0,0,0,0,0,3,3,4,0,4,3,7,4,3,0,36,12,12,15,23,9,20,11,35,23,164,586,1001,881,624,351,289,197,349,60,4327
POA3565,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,6,0,31
POA3566,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,34,21,19,17,11,4,0,8,0,105
POA3567,5,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,8,50,21,23,10,7,8,10,10,0,131
POA3568,12,3,15,4,8,5,4,3,0,48,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,13,4,7,6,0,3,3,9,0,47,169,141,122,69,54,27,40,60,8,682
POA3570,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,45,31,37,22,17,7,13,23,5,197
POA3571,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,7,4,7,4,4,9,0,80
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,25,7,0,0,0,3,0,3,0,45
POA3573,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,3,33,6,10,3,4,0,0,16,0,75
POA3575,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,12,80,38,14,17,15,7,12,29,3,209
POA3576,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,23
POA3579,11,0,33,5,13,12,4,16,0,97,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,3,3,0,0,11,24,4,8,4,7,8,11,23,5,91,296,260,218,151,127,74,59,146,14,1346
POA3580,0,0,5,7,0,5,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,26,33,38,29,16,19,16,16,6,203
POA3581,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,0,6,0,3,0,3,37
POA3583,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7,13,4,11,3,3,3,0,54
POA3584,3,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,3,0,0,0,21,47,56,51,42,22,18,16,23,6,270
POA3585,27,5,96,26,27,22,3,36,9,246,0,0,0,0,0,0,0,0,0,4,5,3,4,3,0,0,3,0,0,25,15,13,9,13,12,8,7,26,14,115,410,736,518,342,260,170,109,218,47,2808
POA3586,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,3,0,3,0,0,0,19,49,39,45,24,25,16,6,22,5,231
POA3588,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,9,11,9,18,20,8,5,3,9,0,87
POA3589,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,23,17,9,7,3,3,5,5,0,82
POA3590,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,16,19,24,10,14,12,3,8,0,104
POA3591,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,15,8,3,3,5,0,0,3,44
POA3594,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,10,17,17,20,9,0,6,8,0,94
POA3595,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,24,15,20,16,11,11,5,15,0,109
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,0,4,0,16
POA3597,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,10,31,13,18,10,7,3,9,19,0,110
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,3,4,0,3,0,27
POA3607,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,5,7,0,4,3,0,42
POA3608,9,0,22,8,3,4,0,10,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,0,0,6,3,0,3,4,3,22,128,112,121,78,55,17,24,68,13,617
POA3610,3,0,4,0,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,5,0,0,3,0,0,15,69,72,52,43,37,20,22,36,8,357
POA3612,3,0,9,3,0,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,4,3,0,17,71,70,61,48,25,11,30,34,7,354
POA3614,0,0,3,5,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,0,0,0,0,3,0,10,53,80,64,25,30,15,13,16,0,302
POA3616,10,0,32,17,3,10,4,15,4,94,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,6,0,16,6,4,10,4,4,3,11,15,11,68,207,316,245,154,153,74,57,153,24,1386
POA3617,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,22,6,4,9,7,0,4,3,0,50
POA3618,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,9,32,27,28,31,8,9,9,21,4,166
POA3620,17,0,47,19,6,22,9,28,5,144,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,0,3,19,14,3,13,11,4,4,7,20,9,95,306,455,396,273,191,120,113,214,34,2101
POA3621,16,3,16,0,0,4,3,8,0,49,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,3,0,11,8,0,3,3,0,3,6,11,0,40,126,86,98,64,42,36,37,95,8,590
POA3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,25,14,7,17,4,10,14,0,134
POA3623,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,13,46,32,42,23,15,6,12,31,0,201
POA3624,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,9,35,18,17,9,13,3,9,16,4,121
POA3629,24,4,46,16,11,28,3,24,0,159,0,0,0,0,0,0,0,4,0,5,0,3,3,0,0,0,0,4,3,14,13,4,18,11,8,10,13,18,12,108,271,443,384,325,209,128,99,224,34,2119
POA3630,40,8,197,69,54,63,31,66,3,550,0,0,4,0,0,0,0,4,0,8,15,22,14,9,9,11,7,8,0,89,23,19,42,26,18,35,32,65,43,300,809,2121,1237,1013,691,423,317,633,108,7361
POA3631,40,3,64,20,33,24,0,17,3,200,3,3,0,0,0,0,0,0,0,6,11,7,4,3,7,4,3,11,0,43,19,16,19,7,10,15,7,18,18,128,578,987,606,381,377,174,115,209,45,3472
POA3633,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,9,27,44,32,17,21,14,11,15,0,178
POA3634,5,0,8,0,0,3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,3,0,9,3,3,0,3,7,0,34,121,117,103,52,58,19,28,42,4,549
POA3635,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,32,34,41,17,14,11,8,14,0,161
POA3636,12,0,29,7,7,8,6,12,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,0,11,11,3,3,7,14,7,67,216,256,209,176,109,68,73,140,18,1277
POA3637,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,61,21,19,19,7,10,6,16,0,174
POA3638,4,0,4,7,3,5,0,6,0,35,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,0,3,0,0,6,0,10,3,35,99,114,76,70,56,28,29,57,13,543
POA3639,0,0,9,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,30,23,22,20,5,0,10,7,0,124
POA3640,3,0,3,4,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,8,0,4,0,0,0,3,0,0,17,94,34,37,19,22,8,18,36,3,277
POA3641,8,0,3,3,0,0,5,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,3,7,6,0,19,68,25,49,43,23,15,15,43,6,289
POA3644,24,0,59,21,18,16,5,32,0,194,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,0,0,10,0,26,26,9,6,10,8,10,10,31,15,120,318,383,361,230,176,95,108,292,31,1994
POA3646,0,0,6,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,46,23,15,18,3,8,16,0,174
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13
POA3649,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,16,30,16,10,8,9,3,8,19,0,112
POA3658,8,0,29,15,13,15,7,15,0,96,0,0,0,0,0,0,0,3,0,3,12,3,0,0,4,0,7,0,0,35,6,3,18,3,14,6,20,15,4,88,196,275,387,214,174,105,131,165,33,1685
POA3659,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,33,57,39,20,23,10,7,23,3,218
POA3660,14,0,55,13,19,3,9,16,0,126,0,0,0,0,0,0,0,0,0,0,10,4,3,3,0,0,6,5,0,27,13,6,22,14,7,8,14,24,4,109,222,312,375,251,181,87,112,202,22,1761
POA3662,4,0,3,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,26,5,0,0,3,0,0,0,0,0,12,81,49,13,127,23,0,25,5,6,335
POA3663,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,8,7,6,5,10,0,4,7,0,60
POA3664,0,0,9,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,0,6,8,24,72,61,58,25,29,15,12,48,8,332
POA3665,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,21,22,9,10,7,3,10,12,3,98
POA3666,14,0,24,8,6,6,0,6,0,74,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,3,3,0,19,0,10,8,0,3,4,3,13,3,46,242,279,201,143,97,60,46,119,18,1212
POA3669,5,0,5,3,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,15,98,87,52,44,28,7,14,25,4,360
POA3670,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,9,38,28,47,20,10,8,9,10,0,170
POA3672,18,8,66,23,13,23,7,20,3,180,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,8,3,5,28,11,13,26,13,15,8,26,28,7,144,330,581,485,369,238,150,131,184,35,2503
POA3673,8,0,7,5,3,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,7,0,4,6,5,0,4,0,0,24,128,127,89,51,60,19,19,40,11,554
POA3675,0,3,6,3,0,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,3,4,6,0,0,22,112,165,99,73,52,38,26,59,9,630
POA3677,38,5,130,58,28,57,10,34,3,373,0,3,0,0,0,0,0,4,0,9,4,9,4,11,0,0,5,9,0,53,11,3,25,23,5,13,31,22,12,137,516,1283,835,753,495,342,217,333,51,4827
POA3678,13,0,41,16,18,9,5,13,0,119,4,3,0,0,0,0,0,0,0,3,11,0,3,0,3,0,3,0,0,27,10,8,10,4,3,3,6,11,12,71,450,530,371,236,206,72,102,126,28,2123
POA3682,3,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,11,50,30,21,16,19,5,16,15,10,181
POA3683,3,0,9,0,3,7,0,10,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,3,3,8,0,0,3,0,3,3,22,57,101,100,63,57,37,33,43,10,505
POA3685,12,3,24,5,4,7,3,12,0,73,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,6,8,0,0,3,8,3,7,10,7,37,138,171,147,79,85,41,31,72,16,777
POA3687,4,3,10,4,3,0,0,10,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,20,40,51,56,26,30,15,13,50,3,281
POA3688,7,0,9,0,4,4,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,3,4,0,3,19,61,101,79,53,48,21,30,25,10,435
POA3690,64,13,224,115,68,75,45,84,3,688,0,3,0,0,0,0,3,5,0,17,21,13,11,26,16,5,14,10,0,120,21,15,48,34,30,32,45,47,48,317,1067,2251,1795,1472,1173,645,547,666,145,9762
POA3691,21,4,64,22,18,18,11,24,0,172,0,0,0,0,0,0,0,0,0,3,14,4,9,3,3,4,3,0,3,48,7,12,14,13,17,8,14,9,15,113,544,800,691,413,375,171,161,175,51,3383
POA3694,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,7,9,0,0,0,0,36
POA3695,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,3,11,41,28,19,21,14,9,11,16,8,155
POA3697,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,37,38,32,28,19,7,8,8,0,183
POA3698,8,0,6,3,0,5,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,4,0,0,0,0,0,0,0,0,9,59,76,51,41,23,14,12,15,3,303
POA3699,9,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,9,53,51,47,49,25,18,15,37,3,300
