POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,0,0,16,0,0,0,0,0,0,0,0,0,3,6,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,3,4,0,0,18
POA3521,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,13,5,0,0,0,0,0,0,15,37,24,14,11,23,8,0,114,0,0,0,0,0,0,0,0,47,34,17,11,25,7,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,4,3,0,0,22,0,3,0,0,0,0,0,3,3,6,10,4,9,0,0,27,48,42,29,16,30,10,0,171
POA3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,11,5,3,3,8,0,0,30,0,0,0,0,0,0,0,0,19,11,5,3,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,16,15,11,7,4,7,0,56
POA3523,5,7,3,3,3,3,0,17,7,3,5,0,3,0,0,18,8,0,3,4,7,0,0,24,69,105,51,24,36,16,3,297,0,0,0,0,0,0,0,0,90,112,55,30,50,19,3,357,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,3,0,0,7,20,36,26,14,12,5,0,112,0,4,0,0,0,0,0,5,24,45,28,19,19,5,0,136,114,160,88,46,64,21,3,499
POA3525,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,44,47,36,14,27,3,0,172,0,0,0,0,0,0,0,0,52,57,33,16,27,3,0,182,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,9,6,11,3,8,0,0,34,0,0,0,0,0,0,0,0,9,5,12,3,7,0,0,37,55,59,41,16,37,5,0,221
POA3527,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,3,0,0,3,0,0,3,7,24,18,8,14,3,0,73,0,0,0,0,0,0,0,0,11,26,23,7,15,4,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,3,0,3,0,0,28,0,0,0,0,0,0,0,0,6,8,3,3,5,0,0,35,12,40,29,14,22,4,0,119
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,3,8,0,0,28,0,0,0,0,0,0,0,0,5,8,3,3,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,12,4,3,5,0,0,35
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,7,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,8,9,0,3,0,0,20
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,4,9,0,0,30,0,0,0,0,0,0,0,0,12,9,3,4,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,3,4,8,0,0,37
POA3533,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,30,24,19,13,4,0,110,0,0,0,0,0,0,0,0,22,31,24,19,13,4,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,6,0,0,20,0,0,0,0,0,0,0,0,0,9,4,7,6,0,0,22,30,38,27,29,21,4,0,142
POA3537,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,50,32,12,23,4,0,163,0,0,0,0,0,0,0,0,40,49,35,12,23,6,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,5,3,0,0,0,19,0,0,0,0,0,0,0,0,11,3,5,3,4,0,0,26,48,57,41,19,22,11,0,193
POA3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,5,0,0,30,0,0,0,0,0,0,0,0,0,7,8,3,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,10,0,6,13,12,11,0,0,41
POA3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,6,7,0,0,32,0,0,0,0,0,0,0,0,7,6,6,9,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,6,5,10,9,0,0,32
POA3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,5,6,0,3,41,0,0,0,0,0,0,0,0,7,11,3,5,6,0,3,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,4,4,0,3,0,0,0,0,9,10,12,7,4,6,7,3,49
POA3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,11,9,8,4,9,0,0,52,0,0,0,0,0,0,0,0,17,16,8,3,8,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,3,0,0,0,23,0,0,0,0,0,0,0,0,3,6,7,3,0,0,0,23,17,22,18,4,12,3,0,77
POA3549,31,41,24,15,23,3,0,138,14,12,3,3,3,0,0,35,17,12,3,0,0,0,0,32,106,117,63,36,51,10,0,387,0,3,3,0,3,0,0,13,172,189,97,54,76,12,0,603,3,14,4,6,6,0,0,39,4,6,3,0,4,0,0,22,0,3,0,0,0,0,0,6,20,35,13,10,5,0,0,90,3,4,0,0,0,0,0,14,36,59,31,18,22,3,3,178,213,244,129,74,100,17,3,784
POA3550,194,163,99,52,81,28,12,625,75,72,46,21,45,11,8,274,72,69,28,16,25,10,4,227,1214,1205,682,484,601,204,73,4461,4,5,3,0,0,0,0,17,1558,1518,851,575,753,256,92,5611,17,15,12,13,14,10,3,79,25,46,26,19,25,6,4,158,10,21,16,10,17,0,0,82,383,494,306,227,329,111,42,1882,18,10,11,8,6,0,0,53,454,590,372,276,392,130,50,2255,2006,2106,1222,853,1140,388,142,7862
POA3551,87,79,41,29,44,11,4,292,62,75,45,41,42,18,3,287,66,74,40,18,37,13,3,261,1718,1792,943,625,853,272,78,6276,7,5,5,4,4,0,0,28,1944,2019,1073,719,976,322,90,7137,5,7,5,0,5,0,3,31,23,12,11,5,16,3,3,70,0,6,6,8,13,3,0,39,182,277,199,115,186,44,22,1030,4,6,3,0,0,0,0,19,218,312,220,133,223,57,23,1186,2156,2329,1298,850,1199,377,111,8323
POA3555,93,66,35,22,28,14,3,254,37,26,19,13,14,4,0,111,40,28,13,11,8,0,0,102,708,661,326,206,281,91,28,2296,3,4,4,5,0,0,0,13,891,777,391,250,332,106,27,2778,3,12,6,3,11,5,0,41,8,3,9,6,15,5,3,52,7,13,15,7,3,0,0,49,214,272,148,95,120,40,16,903,11,10,4,5,0,0,0,29,241,306,183,116,148,52,19,1069,1132,1090,575,370,477,161,47,3848
POA3556,40,20,14,9,13,7,0,96,8,17,13,11,8,0,0,56,18,16,3,7,0,0,0,44,525,436,235,177,212,59,14,1659,0,3,5,0,0,0,0,9,595,489,266,197,239,71,14,1868,7,3,5,0,0,0,0,14,10,17,13,3,7,0,0,41,3,3,4,0,7,0,0,15,199,262,143,110,117,28,12,871,9,12,8,0,0,0,0,24,218,288,166,117,132,33,9,967,816,782,433,322,367,99,22,2831
POA3557,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,5,5,0,0,0,0,9,41,34,23,14,24,5,0,147,0,0,3,0,0,0,0,3,39,43,28,14,26,5,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,3,0,0,27,0,0,0,0,0,0,0,0,9,6,8,0,3,0,0,24,50,45,39,17,33,4,0,190
POA3558,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,3,9,0,0,0,0,0,10,32,31,15,13,12,0,0,99,0,0,0,0,0,0,0,0,39,41,15,13,12,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,3,11,0,0,38,0,0,0,0,0,0,0,0,9,9,7,3,11,0,0,39,48,45,14,24,23,0,0,153
POA3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,21,14,13,7,0,107,0,0,0,0,0,0,0,0,37,22,21,16,12,6,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,16,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,16,37,27,19,16,18,6,0,120
POA3561,9,0,3,0,0,0,0,7,0,0,0,4,0,0,0,10,14,0,3,0,3,0,0,28,189,170,100,82,111,25,4,675,3,3,0,3,0,0,0,12,209,177,104,91,122,25,4,732,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,23,41,30,24,37,5,0,169,0,0,0,0,0,0,0,3,26,46,32,31,37,8,0,176,239,225,141,117,157,29,4,907
POA3562,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,4,17,12,6,5,8,0,0,45,0,0,0,0,0,0,0,0,16,10,6,5,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,8,5,5,0,0,53
POA3563,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,3,28,38,17,14,18,7,0,124,0,0,0,0,0,0,0,0,28,43,22,14,16,7,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,21,5,4,7,0,0,35,0,0,0,0,0,0,0,0,3,22,5,4,7,0,0,37,29,65,33,22,21,8,0,175
POA3564,25,21,15,9,11,0,0,73,31,27,20,15,6,7,0,104,22,24,11,9,7,3,0,83,562,623,382,267,381,92,13,2322,3,3,0,3,0,0,0,19,651,709,427,299,409,101,14,2609,0,0,9,3,3,0,0,11,7,8,7,8,3,5,0,36,6,5,5,3,3,0,0,26,150,167,117,64,104,21,3,619,4,5,3,3,0,0,0,12,168,185,134,74,114,26,3,708,814,890,564,375,520,130,17,3317
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,3,0,0,17,0,0,0,0,0,0,0,0,3,5,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,0,3,0,0,29
POA3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,5,7,19,0,0,88,0,0,0,0,0,0,0,0,19,36,5,7,19,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,18,0,0,0,0,0,0,0,3,7,3,8,0,0,0,0,19,28,43,13,11,17,0,0,109
POA3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,19,31,20,19,18,0,0,110,0,0,0,0,0,0,0,3,25,39,18,16,22,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,11,0,0,26,0,4,0,0,0,0,0,4,3,9,9,0,11,0,0,31,33,42,23,17,26,0,0,147
POA3568,5,0,0,0,0,0,0,10,0,3,3,0,0,0,0,7,0,8,0,0,3,0,0,9,99,107,65,48,68,23,0,416,0,0,0,0,0,0,0,3,106,117,72,45,69,24,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,10,10,12,3,0,77,0,0,0,0,0,0,0,3,21,19,14,9,14,3,0,85,126,139,88,57,85,28,0,533
POA3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,28,40,20,18,27,6,4,140,0,0,0,0,0,0,0,0,25,48,20,15,31,6,4,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,6,3,3,4,0,0,27,0,0,0,0,0,0,0,0,12,8,4,3,4,0,0,35,38,59,24,22,36,6,4,186
POA3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,3,10,5,0,0,43,0,0,0,0,0,0,0,0,12,15,7,9,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,14,15,4,9,12,0,0,55
POA3572,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,6,3,5,0,0,33,0,0,0,0,0,0,0,0,11,10,8,3,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,9,7,3,5,0,0,46
POA3573,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,12,15,10,5,4,0,0,49,0,0,0,0,0,0,0,0,11,24,15,5,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,13,28,15,10,4,0,0,68
POA3575,9,8,9,0,3,0,0,21,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,22,34,19,7,17,3,0,106,3,0,0,0,0,0,0,3,40,42,22,7,22,4,0,138,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,6,3,0,29,0,0,0,0,0,0,0,0,6,7,5,8,9,3,0,37,46,51,25,19,27,6,3,177
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,10,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,3,3,0,0,0,16
POA3579,11,11,9,4,0,0,0,30,0,0,8,0,3,0,0,9,13,9,3,0,5,0,0,31,184,224,122,92,151,13,3,801,0,3,0,0,0,0,0,4,207,247,140,101,156,16,4,882,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,12,0,5,3,5,0,0,0,10,32,45,23,18,22,0,0,141,0,3,0,0,0,0,0,5,33,55,25,17,27,3,4,171,243,307,161,122,186,22,8,1046
POA3580,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,42,26,19,9,23,5,0,129,0,0,0,0,0,0,0,0,45,33,24,9,23,5,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,7,0,0,40,0,0,0,0,0,0,0,0,11,11,3,0,7,0,0,37,56,43,27,11,34,5,0,171
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,10,0,3,7,0,0,27,0,0,0,0,0,0,0,0,3,15,3,5,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,5,7,0,0,29
POA3583,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,9,4,9,5,0,0,38,0,0,0,0,0,0,0,0,12,13,6,8,11,3,0,43,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,12,13,8,5,11,3,0,52
POA3584,0,0,0,0,0,0,0,7,3,0,0,3,4,0,0,5,0,0,0,0,0,0,0,3,41,70,37,20,25,3,0,200,0,3,0,0,0,0,0,3,45,75,39,21,28,4,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,5,0,0,21,0,0,0,0,0,0,0,0,0,10,3,7,5,0,0,25,50,83,38,27,36,7,0,247
POA3585,83,53,27,13,32,9,4,217,5,4,3,0,8,0,0,26,29,18,6,0,0,0,0,55,439,373,190,163,201,33,9,1417,3,6,0,5,0,0,0,17,559,456,226,185,241,46,12,1732,7,11,6,4,7,3,0,37,7,6,0,0,5,0,0,24,0,3,0,3,4,0,0,12,103,123,78,71,73,14,3,460,14,3,7,0,7,0,0,23,129,148,87,81,92,21,4,565,690,600,319,267,332,72,22,2293
POA3586,0,3,0,0,0,0,0,4,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,25,42,24,20,35,7,0,159,0,0,0,0,0,0,0,0,32,47,28,23,34,7,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,0,3,0,0,0,0,0,3,0,8,0,0,3,0,0,10,34,54,28,25,34,7,0,189
POA3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,13,12,15,8,6,10,4,0,49,0,0,0,0,0,0,0,0,18,20,3,6,10,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,21,20,8,11,10,4,0,76
POA3589,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,13,13,10,10,5,0,66,0,0,0,0,0,0,0,0,17,15,10,6,6,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,15,14,6,7,5,0,76
POA3590,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,23,14,12,11,7,0,0,67,0,0,0,0,0,0,0,0,23,21,14,12,12,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,20,21,19,12,14,0,0,84
POA3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,4,3,7,3,3,0,22,0,0,0,0,0,0,0,0,7,4,3,7,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,9,3,3,0,30
POA3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,17,4,14,0,0,75,0,0,0,0,0,0,0,0,14,22,17,8,14,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,17,24,17,10,12,0,0,92
POA3595,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,13,5,6,3,0,64,0,0,0,0,0,0,0,0,22,19,16,5,6,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,10,3,3,0,0,41,0,0,0,0,0,0,0,4,9,12,10,6,5,0,0,45,28,31,25,8,17,3,0,114
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,18,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,4,7,4,4,0,0,23
POA3597,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,7,3,12,3,0,54,0,0,0,0,0,0,0,0,12,17,7,3,19,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,12,22,7,3,16,3,0,61
POA3599,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,3,0,0,22,0,0,0,0,0,0,0,0,3,11,5,8,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,8,5,0,0,24
POA3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,4,3,3,0,0,19,0,0,0,0,0,0,0,0,4,10,8,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,4,4,4,0,0,24
POA3608,5,6,0,0,3,0,0,15,3,0,0,0,3,0,0,5,4,10,3,3,0,0,0,17,70,74,33,29,37,9,3,254,0,0,0,0,0,0,0,5,76,88,44,33,41,12,3,298,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,10,0,0,0,0,0,0,0,4,10,18,15,6,10,3,0,62,7,0,0,0,0,0,0,8,16,21,19,11,16,4,0,87,97,110,63,44,61,15,3,388
POA3610,0,0,0,3,3,0,0,7,4,8,0,0,0,0,0,8,7,0,3,0,4,0,0,9,47,67,40,20,33,8,0,213,0,0,0,0,0,0,0,0,62,76,42,25,39,10,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,9,16,4,6,0,0,51,0,0,0,0,0,0,0,0,8,8,14,10,8,0,0,55,67,81,61,33,44,8,0,300
POA3612,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,10,36,50,26,15,23,11,0,151,0,0,0,0,0,0,0,3,38,48,33,12,30,11,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,9,13,10,8,8,4,0,60,3,0,0,0,0,0,0,3,17,13,11,8,8,4,0,68,52,68,44,26,40,13,0,237
