POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA3129,0,0,0,0,0,0,0,0,0,62,0,62,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,5,0,6,0,13,0,0,0,0,0,0,0,6,0,56,3,67,0,3,0,0,0,11,0,8,0,17,0,36,0,13,0,4,0,7,0,12,0,104,0,143,0,9,0,3,0,17,0,15,0,70,0,114,3,10,0,11,0,12,0,17,4,80,3,145,13,12,0,24,0,21,0,16,3,50,0,143,12,0,0,15,3,16,0,13,3,16,0,83,15,0,0,11,3,19,0,4,3,13,0,67,67,9,0,37,4,19,0,12,4,23,0,169,46,4,0,19,0,5,3,3,3,15,0,101,28,5,0,8,3,6,0,3,0,11,0,64,30,0,0,3,0,5,0,4,0,3,0,45,43,3,0,17,0,15,0,3
POA3130,0,0,0,0,0,0,0,0,0,84,3,88,0,0,0,0,0,0,0,4,0,25,0,33,0,0,0,0,0,0,0,6,0,14,0,22,0,0,0,0,0,0,0,3,0,10,0,16,0,3,0,4,0,0,0,8,0,96,0,111,0,3,0,0,0,3,0,13,3,32,0,61,0,9,0,5,0,20,0,27,3,225,4,285,3,10,0,10,0,27,0,34,3,115,3,203,8,21,0,23,0,28,4,28,9,175,3,293,10,15,7,39,0,28,0,36,3,87,0,229,16,5,3,27,0,32,0,6,0,36,0,140,32,8,0,23,3,30,0,11,4,39,0,154,103,17,0,47,3,54,0,16,3,47,0,293,111,10,3,48,0,18,0,11,3,26,0,227,73,0,0,19,3,12,0,3,0,18,0,132,51,5,3,17,0,16,0,6,0,13,0,111,98,4,0,38,6,23,3,8
POA3131,0,3,0,0,0,0,0,3,0,67,0,69,0,0,0,0,0,0,0,0,0,26,0,29,0,0,0,0,0,0,0,6,0,12,0,16,0,0,0,0,0,0,0,3,0,6,0,8,0,0,0,0,0,0,0,4,0,82,0,92,0,3,0,0,0,4,0,16,4,23,0,51,0,15,0,0,0,14,0,18,0,215,3,263,0,17,0,9,0,34,0,15,0,96,3,173,3,11,0,19,3,35,0,21,3,86,0,188,15,22,0,41,0,34,0,16,6,43,0,182,11,3,0,26,0,19,0,4,8,18,0,93,34,3,0,31,3,24,0,4,0,19,0,113,76,12,5,41,3,26,3,6,3,26,0,194,115,4,3,24,4,12,0,0,3,16,0,178,72,3,0,25,4,8,0,3,0,4,0,111,36,0,0,10,0,9,0,0,0,0,0,57,59,0,0,17,3,6,0,4
POA3132,0,0,0,0,0,0,0,4,0,22,0,26,0,0,0,0,0,0,0,4,0,10,0,15,0,0,0,0,0,4,0,3,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,3,0,8,0,39,0,51,0,0,0,3,0,3,0,7,0,14,0,29,0,10,0,0,0,9,0,13,0,114,3,149,4,7,0,0,0,21,0,17,3,66,0,115,6,12,0,13,0,31,3,21,7,73,0,157,11,9,3,29,3,27,0,7,0,44,0,141,15,5,0,18,0,19,0,4,0,16,0,87,25,8,0,23,3,23,0,3,0,6,0,95,99,7,0,35,3,30,0,6,0,14,0,200,89,8,0,37,3,5,3,0,0,13,0,155,63,0,0,18,4,3,0,3,0,3,0,96,40,0,0,10,0,8,0,0,0,0,0,59,83,0,0,19,0,6,0,0
POA3133,0,0,0,0,0,0,0,0,0,84,0,87,0,0,0,0,0,3,0,3,0,25,0,36,0,0,0,0,0,0,0,3,0,8,0,19,0,0,0,0,0,0,0,5,0,0,0,10,0,6,0,0,0,3,0,4,3,78,0,91,0,3,0,0,0,4,0,11,0,31,0,55,3,0,0,0,0,10,0,22,0,198,5,232,0,6,0,4,0,21,0,20,0,126,0,173,4,10,0,18,4,18,0,41,3,151,0,248,10,14,0,24,0,25,0,24,0,99,0,195,7,4,3,21,0,22,3,12,0,59,0,132,28,7,0,24,0,18,0,6,0,37,0,120,57,4,3,37,0,43,0,17,3,51,0,212,63,8,3,35,0,12,0,5,0,7,0,132,38,3,0,16,0,5,0,7,0,17,0,91,29,3,0,3,3,12,0,0,0,6,0,54,47,3,0,19,0,15,0,4
POA3134,6,0,3,0,0,0,0,0,0,59,0,68,0,0,0,0,0,0,0,7,0,17,0,21,0,0,0,0,0,0,0,8,0,11,0,25,0,0,0,0,0,0,0,0,0,5,0,7,0,4,0,0,0,0,0,10,0,88,0,108,0,3,0,3,0,3,0,20,4,31,0,66,3,15,3,4,0,15,0,27,7,220,3,279,3,14,0,6,0,27,0,36,0,142,0,228,6,19,0,24,0,48,3,42,4,137,0,283,29,16,0,44,3,35,0,19,5,97,0,256,22,5,0,51,3,31,3,15,0,30,0,156,54,15,0,40,0,29,0,15,3,21,0,178,187,12,3,78,6,44,3,16,0,38,0,387,152,17,4,50,3,15,0,3,0,13,0,259,101,0,0,27,3,10,0,3,0,10,3,152,66,0,0,13,0,15,0,3,3,3,0,114,95,3,3,35,4,9,0,8
POA3135,0,0,0,0,0,0,0,0,0,37,0,39,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,3,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,3,0,50,0,58,0,0,0,3,0,3,0,9,0,22,0,35,0,6,0,3,0,4,0,15,0,126,0,156,6,12,0,3,0,11,0,22,0,85,0,148,3,13,0,19,0,37,0,20,0,96,3,180,17,18,0,26,0,18,0,18,4,76,0,170,8,4,0,27,0,21,0,9,0,22,0,101,32,5,0,41,0,9,0,3,0,15,0,116,111,6,3,57,3,31,4,3,0,21,0,250,109,3,0,39,4,11,0,7,0,15,0,188,92,0,0,28,3,3,0,3,0,7,0,131,37,0,0,4,0,8,0,3,0,0,0,59,52,5,0,19,0,9,0,0
POA3136,3,0,0,0,0,3,0,0,0,53,0,63,0,0,0,0,0,0,0,6,0,27,0,34,0,0,0,0,0,3,0,4,0,27,0,34,0,0,0,0,0,0,0,3,0,9,0,16,0,0,0,0,0,5,0,14,3,115,0,136,0,3,0,0,0,10,0,28,0,48,0,88,4,12,0,14,0,20,3,48,3,394,7,496,3,14,0,21,0,21,0,47,4,201,4,317,10,15,0,40,6,66,0,41,5,209,3,397,36,27,0,53,7,46,0,36,8,124,0,346,52,23,0,58,0,46,5,23,3,34,0,253,88,12,4,78,8,36,5,8,0,36,0,277,275,17,6,120,13,65,5,22,3,40,0,556,241,9,5,74,14,24,0,3,0,20,0,388,179,0,5,29,6,13,0,0,3,12,0,243,86,3,0,16,3,18,0,0,0,3,0,142,89,7,0,20,3,15,0,7
POA3137,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,4,46,0,52,0,3,0,0,0,0,0,3,0,14,0,27,0,0,0,4,0,9,0,14,0,147,3,180,3,0,0,3,0,20,0,21,0,56,0,103,8,15,0,16,0,20,0,14,0,52,0,120,18,10,3,28,3,14,0,3,3,39,0,117,19,3,0,30,0,9,0,3,0,10,0,73,41,3,0,18,4,12,0,3,0,6,0,86,103,0,9,44,5,18,0,3,0,10,0,194,60,0,0,25,7,3,0,0,0,0,0,104,42,0,0,11,0,3,0,0,0,4,0,60,12,0,0,6,0,4,0,0,0,0,0,22,16,0,0,11,0,3,0,0
POA3138,0,0,0,0,0,0,0,0,0,27,0,24,0,0,0,0,0,0,0,3,0,15,0,23,0,0,0,0,0,0,0,4,0,8,0,9,0,0,0,0,0,0,0,4,0,5,0,10,0,3,0,3,0,3,0,5,0,42,0,57,0,0,0,0,0,7,0,10,3,23,0,49,0,3,3,6,0,11,0,17,0,157,8,208,3,5,0,7,0,29,0,26,0,92,0,163,11,9,0,22,3,33,0,26,3,92,0,201,21,6,0,31,0,21,5,18,5,59,0,161,17,8,0,35,5,16,0,9,4,10,0,105,52,8,0,27,3,20,0,12,3,14,0,138,176,6,4,67,6,30,0,10,0,3,0,310,103,3,0,39,3,6,3,0,0,4,0,171,70,0,3,8,3,0,0,0,3,3,0,95,29,0,0,3,0,4,0,0,0,3,0,42,26,0,0,12,3,0,0,0
POA3139,3,0,0,0,0,0,0,0,0,9,0,16,0,4,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,26,3,41,0,0,0,0,3,4,0,8,3,20,0,36,3,9,3,0,0,3,3,8,6,98,0,131,0,17,0,3,0,30,4,13,4,62,3,138,3,15,0,19,0,23,0,12,0,49,0,127,22,14,0,35,3,27,4,4,0,27,0,132,20,8,0,24,4,12,0,3,0,6,0,81,36,3,0,26,0,14,3,3,3,9,0,98,84,6,0,56,5,20,0,4,0,7,0,200,48,0,4,22,0,7,0,0,0,3,0,92,27,0,0,12,3,0,0,0,0,3,0,46,11,0,0,0,0,5,0,0,0,0,0,17,12,0,0,6,3,8,0,0
POA3140,0,0,0,0,0,3,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,3,0,57,3,70,0,8,0,0,0,3,0,10,0,28,0,46,0,5,0,0,0,14,0,23,0,162,3,213,0,3,0,7,0,12,3,12,0,85,0,134,3,16,0,13,0,21,0,11,4,84,0,152,16,7,3,29,0,21,0,12,0,42,0,142,17,3,0,32,0,12,3,15,3,16,0,110,29,3,0,17,3,17,0,9,0,14,0,96,127,6,3,56,6,19,0,4,5,7,0,238,80,3,0,36,3,3,0,3,0,3,0,128,41,0,0,12,0,0,0,0,0,4,0,65,20,0,0,4,0,6,0,3,0,0,0,34,19,0,0,9,0,5,0,0
POA3141,0,0,0,0,0,0,0,0,0,57,0,62,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,7,0,6,0,19,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,6,0,33,0,45,3,3,0,0,0,9,0,11,0,20,0,49,0,12,0,4,0,10,0,10,0,67,0,99,0,10,0,3,0,14,0,15,0,21,0,73,6,27,0,27,3,30,3,19,0,38,0,158,25,26,0,50,0,32,0,11,3,32,0,184,30,5,0,53,0,36,0,4,0,8,0,144,67,7,0,50,3,30,7,6,0,22,0,189,291,15,7,96,6,73,3,20,7,34,0,548,256,7,0,56,7,18,0,8,0,16,0,371,215,7,3,28,4,6,0,4,0,10,0,277,165,8,4,15,3,42,0,8,3,14,0,259,401,26,6,79,14,67,5,37
POA3142,0,0,0,0,0,0,0,0,0,19,0,27,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,11,0,18,0,0,0,0,0,3,0,3,0,7,0,16,0,4,0,0,0,3,0,3,0,22,0,36,0,10,0,3,0,8,0,10,0,20,0,51,4,14,0,5,0,9,0,12,0,25,0,75,3,5,0,8,0,13,0,6,0,15,0,60,10,7,0,8,0,11,0,7,0,6,0,46,11,3,0,3,0,11,0,3,0,26,0,63,64,10,0,25,0,23,3,16,0,38,0,179,62,7,0,29,0,10,0,12,0,21,0,151,47,7,3,15,5,4,0,5,0,32,3,112,39,4,0,7,0,35,0,19,0,18,0,118,128,40,5,81,3,77,3,73
POA3143,3,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,3,0,6,0,15,0,7,0,0,0,0,0,0,3,21,0,35,0,0,0,0,0,6,0,3,0,15,0,28,4,9,0,6,0,9,0,3,0,17,0,46,6,4,0,15,0,4,3,8,0,17,0,57,9,5,0,19,0,10,0,10,0,3,0,56,9,0,0,8,0,3,0,0,0,14,0,34,72,3,0,22,7,16,0,14,0,30,0,162,66,15,0,14,0,12,0,10,0,10,0,118,55,0,0,13,0,3,0,0,0,4,0,77,38,0,0,4,3,21,0,3,0,3,0,71,100,14,0,30,3,18,0,13
POA3144,0,0,0,0,0,0,0,0,0,19,0,23,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,14,0,0,0,0,0,3,0,0,0,8,0,9,0,3,0,0,0,3,0,0,0,26,0,36,0,4,0,3,0,3,0,7,0,11,0,28,3,5,0,3,0,11,0,3,0,25,0,60,5,6,0,12,0,8,0,10,0,26,0,64,3,3,0,8,0,5,0,3,0,10,0,36,12,4,0,10,0,8,0,3,0,16,0,55,38,8,3,30,0,12,0,7,0,45,0,136,30,6,0,20,0,4,0,15,0,32,0,109,41,6,0,11,3,0,0,3,0,18,0,87,31,3,0,3,0,9,3,4,0,13,0,64,85,10,0,42,6,26,0,31
POA3145,0,0,0,0,0,0,0,3,0,48,0,55,0,0,0,0,0,3,0,4,0,22,0,28,0,0,0,0,0,0,0,14,0,0,0,18,0,0,0,0,0,0,0,9,0,3,0,13,0,3,0,0,0,3,0,9,0,42,0,68,0,3,0,0,0,4,0,9,0,19,0,38,3,6,0,3,0,5,0,17,0,108,0,142,0,9,0,9,0,13,0,12,0,48,0,99,3,11,0,13,0,20,0,14,0,75,0,145,8,8,0,29,0,12,0,10,0,51,0,121,15,6,0,20,0,14,0,6,3,29,0,99,32,3,0,28,0,26,0,14,0,33,0,135,97,17,0,40,3,26,3,19,0,32,0,238,90,0,3,31,3,13,0,12,0,30,0,183,59,7,0,14,0,4,0,13,0,12,0,109,58,3,0,7,4,13,0,0,0,9,0,94,122,9,0,37,4,28,0,20
POA3146,0,0,0,0,0,0,0,0,0,27,0,31,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,33,0,44,0,3,0,0,0,0,0,4,0,17,0,27,3,7,0,0,0,12,0,18,0,89,0,126,0,8,0,6,0,14,0,13,0,53,0,102,7,22,0,10,0,18,0,18,0,70,0,148,17,13,0,27,0,22,0,22,0,68,0,171,10,7,0,28,0,21,0,12,0,27,0,105,37,6,0,36,0,15,0,10,0,41,0,144,119,18,0,54,7,26,0,15,0,59,0,305,124,10,0,40,3,15,0,13,0,35,0,239,93,10,0,36,0,9,0,13,0,19,0,178,78,7,0,15,0,15,0,0,0,5,0,125,153,19,0,49,9,38,0,32
POA3147,0,0,0,3,0,0,0,0,0,37,0,41,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,7,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,38,0,45,0,0,0,0,0,0,0,10,0,18,0,25,0,3,0,0,0,3,0,5,3,73,0,97,0,0,0,0,0,12,0,9,0,31,0,53,4,3,0,11,0,6,0,15,0,50,0,88,10,3,0,16,0,10,0,12,0,29,0,83,11,0,0,15,0,15,0,4,0,10,0,58,15,3,0,4,0,7,0,3,0,17,0,43,48,7,0,30,0,21,0,11,0,20,0,137,58,3,3,27,0,5,0,0,3,7,0,104,46,4,0,17,0,4,0,0,0,3,0,73,32,0,0,5,3,7,3,0,0,3,0,53,66,7,0,11,0,18,0,5
POA3148,0,0,0,0,0,0,0,0,0,37,0,40,0,0,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,29,0,40,0,0,0,0,0,3,0,7,0,10,0,25,0,4,0,0,0,0,0,3,0,60,0,72,0,4,0,0,0,13,0,8,0,12,0,34,3,7,0,8,0,16,0,4,0,18,0,58,18,3,0,18,0,5,0,3,0,10,0,56,13,3,0,11,0,7,0,0,0,0,0,36,17,3,0,10,0,6,0,0,0,7,0,46,61,0,0,15,0,17,0,0,0,12,0,113,55,0,0,11,3,0,0,0,0,0,0,77,26,0,0,10,0,3,0,0,0,5,0,41,24,0,0,7,0,0,0,0,0,0,0,35,41,0,3,4,0,4,0,0
POA3149,0,0,0,0,0,3,0,0,0,116,0,119,0,0,0,0,0,0,0,5,0,38,0,42,0,4,0,0,0,0,0,11,0,23,0,36,0,0,0,0,0,0,0,4,0,7,0,18,0,3,0,0,0,3,0,6,3,136,0,149,0,3,0,0,0,3,0,15,0,46,0,71,0,14,0,3,0,18,0,32,0,301,3,364,0,13,0,9,0,27,3,23,0,150,0,215,6,24,3,9,0,36,0,27,0,209,5,316,19,11,0,42,3,25,3,24,3,134,0,268,17,7,0,26,0,22,0,12,0,49,4,133,21,12,0,27,0,23,0,9,8,48,0,158,122,14,6,45,4,33,0,22,4,83,5,332,95,6,4,40,3,14,0,15,0,30,0,210,69,4,0,22,7,9,0,3,3,13,0,133,50,0,0,8,0,13,0,5,0,11,0,93,107,9,0,33,4,21,0,13
POA3150,0,0,0,0,0,0,0,5,0,226,4,242,0,0,0,0,0,0,0,3,0,71,0,80,0,3,0,0,0,3,0,13,0,37,0,52,0,0,0,0,0,5,0,22,3,22,0,52,0,11,0,0,0,3,0,23,0,260,3,301,0,3,0,5,0,8,0,41,3,79,0,136,5,15,0,9,0,18,3,51,4,599,11,712,4,22,0,6,0,43,3,67,0,343,7,497,14,37,3,27,3,59,0,74,5,342,5,580,28,31,0,49,0,58,0,50,4,238,4,464,23,13,0,45,0,42,0,27,3,105,0,262,36,10,0,36,6,48,3,15,0,95,3,255,139,17,0,77,5,62,4,40,9,120,0,478,145,10,0,73,4,27,3,16,3,73,0,355,96,9,0,33,3,16,3,3,0,33,0,195,52,3,3,19,0,39,0,11,3,26,0,152,131,13,8,52,8,36,8,20
POA3151,0,0,0,0,0,0,0,0,0,33,0,39,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,3,0,10,0,17,0,0,0,0,0,0,0,3,0,3,0,5,0,3,0,0,0,0,0,4,0,67,0,76,0,3,0,0,0,0,0,10,0,14,0,28,0,7,0,0,0,0,0,11,0,129,3,152,0,6,0,3,0,9,0,10,0,49,0,78,0,3,0,8,0,15,0,15,0,63,0,107,6,4,0,11,0,11,3,11,0,32,3,82,4,3,0,8,0,10,3,4,3,11,0,47,15,3,0,13,0,6,0,6,0,18,0,52,40,4,0,10,0,8,0,4,3,16,0,92,23,0,0,10,0,4,0,0,0,6,0,43,24,0,0,3,0,5,0,0,0,3,0,36,5,0,0,4,0,7,0,0,0,0,0,10,21,0,0,3,0,4,0,6
POA3152,0,0,0,0,0,3,0,0,0,95,0,106,0,0,0,0,0,0,0,3,0,32,3,38,0,3,0,0,0,0,0,10,0,22,0,40,0,0,0,0,0,0,0,7,0,15,0,20,0,7,0,0,0,3,0,13,0,92,0,116,0,5,0,0,0,9,0,17,7,47,0,81,3,10,0,4,0,13,3,31,0,321,4,395,3,10,0,9,0,27,0,38,0,172,0,264,18,19,0,23,0,36,0,31,6,156,0,290,28,19,0,59,6,35,0,21,0,105,4,271,30,16,0,49,0,34,0,15,0,38,0,184,55,5,0,46,3,24,0,7,3,31,0,181,142,20,3,70,8,68,0,10,3,33,3,359,110,3,3,61,7,23,0,8,0,10,0,234,74,3,3,29,7,5,0,4,0,10,0,134,58,0,0,11,3,17,0,3,0,3,0,95,65,5,4,35,3,23,0,5
POA3153,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,3,0,0,0,3,0,15,0,16,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,4,4,52,0,66,0,0,0,0,0,3,0,11,0,30,0,51,3,10,0,3,0,18,0,9,0,171,0,218,0,12,0,9,3,32,3,17,3,52,0,129,10,10,0,25,3,34,3,18,0,75,0,172,29,12,0,40,5,28,3,6,0,44,0,164,29,3,3,33,0,27,0,10,0,7,0,110,49,7,3,46,3,11,3,3,0,5,0,126,149,10,0,62,11,27,0,3,0,13,0,268,101,0,0,39,0,10,0,0,0,0,0,161,48,0,0,14,3,0,0,0,0,4,0,75,34,0,0,5,0,0,0,0,0,0,0,38,19,0,0,8,4,0,0,0
POA3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,4,0,6,0,47,0,57,0,0,0,4,0,3,0,5,0,9,0,28,0,3,0,3,0,8,0,3,4,13,0,36,4,3,0,8,0,4,0,0,0,3,0,27,12,3,0,3,0,7,0,0,3,0,0,27,10,0,0,9,0,0,0,0,0,3,0,26,28,0,0,20,3,3,0,0,0,3,0,71,22,0,0,9,0,4,0,0,0,3,0,44,14,0,0,3,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,3,0,0,0
POA3155,0,0,0,0,0,3,0,0,0,34,0,38,0,0,0,0,0,0,0,0,0,7,0,9,0,3,0,0,0,0,0,3,0,8,0,19,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,10,3,82,0,99,0,0,0,3,0,4,0,16,3,30,3,62,0,9,3,6,0,17,0,16,3,199,5,265,7,10,0,7,0,23,0,27,3,102,0,173,10,20,0,25,6,40,0,27,3,101,0,227,44,21,0,49,4,28,0,11,7,65,0,228,37,9,3,36,0,25,5,6,0,11,0,142,60,13,0,37,4,20,3,6,0,12,0,149,183,6,6,54,3,22,0,3,0,12,0,302,115,5,0,45,4,12,0,0,0,5,0,182,68,0,0,18,3,0,0,0,0,0,0,93,26,0,0,7,3,4,0,0,0,3,0,40,23,0,0,7,0,4,0,3
