POA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA3155,..,12,620,832,626,702,654,323,78,3845,..,73,349,174,142,85,40,6,0,862,..,3,11,33,69,45,26,12,7,209,1889,..,..,..,..,..,..,..,..,1889,..,467,..,..,..,..,..,..,..,467,..,415,270,109,78,28,3,0,0,900,..,46,65,22,34,16,10,11,4,209,..,39,46,21,19,3,3,0,0,143,..,47,115,53,54,41,18,3,0,342,..,25,145,175,201,210,141,98,40,1033,29,39,43,28,16,14,18,4,0,205,1916,1164,1667,1451,1251,1153,913,462,129,10113,..,33,743,849,661,745,568,248,24,3867,..,102,345,187,140,60,35,5,0,866,..,24,109,201,308,163,64,53,31,946,1712,..,..,..,..,..,..,..,..,1712,..,478,..,..,..,..,..,..,..,478,..,331,174,54,43,18,0,0,0,627,..,37,26,25,18,43,36,45,7,239,..,27,33,8,12,8,0,0,0,89
POA3156,..,11,749,1541,1690,1547,1021,453,71,7086,..,78,416,303,285,146,40,10,0,1271,..,4,13,54,102,82,35,16,12,308,3344,..,..,..,..,..,..,..,..,3344,..,1159,..,..,..,..,..,..,..,1159,..,927,566,206,104,22,3,0,0,1836,..,87,76,27,31,34,27,16,8,293,..,52,68,32,26,17,11,3,0,210,..,46,104,53,64,51,19,6,0,346,..,33,131,170,283,250,180,122,47,1211,50,54,55,32,22,23,25,14,4,274,3398,2437,2179,2414,2612,2163,1362,628,151,17344,..,25,1013,1626,1807,1432,904,284,40,7141,..,118,442,304,278,114,33,9,0,1296,..,30,119,290,430,216,104,50,19,1263,3128,..,..,..,..,..,..,..,..,3128,..,1229,..,..,..,..,..,..,..,1229,..,666,384,85,35,14,3,0,0,1193,..,60,49,18,30,75,83,57,36,412,..,56,47,14,3,3,4,0,0,132
POA3158,..,0,101,269,314,294,169,47,7,1202,..,6,74,86,82,37,13,5,0,300,..,0,3,11,25,12,6,4,0,55,648,..,..,..,..,..,..,..,..,648,..,194,..,..,..,..,..,..,..,194,..,155,102,29,13,5,0,0,0,296,..,19,16,3,5,5,3,3,4,54,..,8,4,5,3,3,0,0,0,31,..,11,14,12,14,13,7,0,0,71,..,10,16,33,42,60,40,17,9,222,10,17,21,4,12,5,3,0,0,68,656,415,349,448,503,430,240,75,22,3152,..,3,133,304,330,282,140,26,4,1210,..,16,76,91,74,44,11,0,0,312,..,4,19,52,79,48,12,9,0,223,547,..,..,..,..,..,..,..,..,547,..,206,..,..,..,..,..,..,..,206,..,139,59,13,8,0,3,0,0,224,..,18,9,3,5,7,8,13,4,57,..,11,8,3,3,4,0,0,0,34
POA3159,..,0,37,107,138,132,65,21,3,500,..,3,27,31,22,22,6,0,0,112,..,0,0,5,4,9,0,0,0,28,245,..,..,..,..,..,..,..,..,245,..,91,..,..,..,..,..,..,..,91,..,52,43,12,7,3,0,0,0,107,..,8,6,0,4,0,0,0,0,22,..,0,4,4,3,0,0,0,0,15,..,4,3,3,3,3,3,0,0,19,..,0,8,9,13,10,14,3,0,52,0,0,3,5,0,0,0,0,0,13,249,158,125,166,193,182,94,26,6,1203,..,0,46,126,150,112,48,17,0,497,..,3,20,34,17,19,7,0,0,98,..,5,5,16,31,11,3,3,3,70,246,..,..,..,..,..,..,..,..,246,..,96,..,..,..,..,..,..,..,96,..,46,23,0,4,0,0,0,0,73,..,3,0,0,3,3,0,3,0,12,..,7,3,4,0,0,0,0,0,17
POA3160,..,0,135,380,390,399,244,70,14,1640,..,13,114,116,103,49,9,3,3,412,..,0,3,14,39,19,6,5,3,86,873,..,..,..,..,..,..,..,..,873,..,263,..,..,..,..,..,..,..,263,..,227,129,34,13,7,0,0,0,415,..,19,15,4,4,8,4,0,0,53,..,7,12,12,8,3,7,0,0,55,..,12,19,16,12,21,6,3,0,90,..,3,24,44,56,86,43,28,12,289,14,13,24,11,6,14,3,3,0,82,888,562,473,625,635,607,323,110,30,4246,..,0,198,405,443,375,192,44,3,1663,..,17,125,126,93,41,10,5,0,417,..,0,30,74,98,61,24,4,3,289,825,..,..,..,..,..,..,..,..,825,..,275,..,..,..,..,..,..,..,275,..,137,67,14,3,0,0,0,0,227,..,16,4,4,4,18,15,13,4,79,..,17,12,3,6,5,0,0,0,45
POA3161,..,8,392,536,502,546,469,179,80,2707,..,30,248,123,56,51,30,5,3,556,..,0,3,14,19,20,7,5,4,66,1220,..,..,..,..,..,..,..,..,1220,..,424,..,..,..,..,..,..,..,424,..,118,138,38,19,9,3,0,0,324,..,38,35,4,0,3,6,4,0,100,..,30,40,9,3,3,0,0,0,88,..,172,224,46,21,24,19,4,0,508,..,32,140,102,67,111,98,41,38,634,11,14,28,18,4,11,3,4,4,87,1229,871,1241,880,703,772,631,247,129,6716,..,23,498,552,546,551,377,142,37,2734,..,46,246,104,64,42,15,3,0,511,..,3,14,75,94,62,22,11,18,303,1129,..,..,..,..,..,..,..,..,1129,..,441,..,..,..,..,..,..,..,441,..,103,116,24,13,10,0,0,0,262,..,35,32,3,3,12,5,9,8,104,..,23,27,5,0,3,0,0,0,58
POA3162,..,7,343,697,753,652,561,230,91,3330,..,27,165,109,95,63,42,8,3,516,..,0,0,16,40,26,16,5,6,104,1460,..,..,..,..,..,..,..,..,1460,..,612,..,..,..,..,..,..,..,612,..,168,164,47,32,11,3,0,0,422,..,35,31,4,10,10,19,11,7,123,..,28,32,4,7,4,0,0,0,75,..,86,178,41,34,30,17,7,6,393,..,20,93,84,81,95,116,65,44,590,16,31,21,11,9,3,3,3,3,110,1473,1016,1031,1015,1052,898,773,325,159,7743,..,14,450,787,785,620,485,186,40,3372,..,41,162,101,91,59,32,7,0,486,..,0,10,87,146,76,40,28,24,404,1469,..,..,..,..,..,..,..,..,1469,..,520,..,..,..,..,..,..,..,520,..,120,156,40,23,16,3,0,0,358,..,42,33,5,8,28,24,29,15,175,..,33,20,4,5,4,4,0,0,65
POA3163,..,19,1293,1496,1058,861,515,298,113,5651,..,142,517,271,158,108,37,8,0,1248,..,0,11,25,55,41,19,12,12,162,2341,..,..,..,..,..,..,..,..,2341,..,698,..,..,..,..,..,..,..,698,..,249,234,87,55,25,10,0,0,666,..,116,109,22,18,27,14,11,7,323,..,126,133,28,10,8,0,0,0,309,..,589,530,97,46,43,25,15,7,1357,..,76,316,310,287,284,213,129,56,1667,21,35,79,35,29,23,9,18,8,263,2361,2051,3218,2366,1713,1419,851,490,200,14684,..,67,1622,1372,1063,772,503,236,45,5684,..,175,541,211,154,89,36,0,0,1209,..,7,46,139,225,132,62,65,33,705,2349,..,..,..,..,..,..,..,..,2349,..,688,..,..,..,..,..,..,..,688,..,182,220,45,38,27,3,0,0,517,..,114,103,24,34,53,52,44,18,447,..,120,107,10,3,9,0,0,0,244
POA3165,..,7,486,1402,1371,913,655,440,178,5458,..,21,219,180,167,89,28,3,0,709,..,0,3,35,65,50,21,14,16,203,2910,..,..,..,..,..,..,..,..,2910,..,874,..,..,..,..,..,..,..,874,..,424,314,104,105,51,10,0,0,1009,..,64,42,26,26,30,23,10,15,231,..,33,48,21,12,10,0,0,0,130,..,70,91,37,29,40,23,7,0,297,..,25,72,105,127,148,92,97,88,762,18,26,37,27,13,20,15,8,9,170,2934,1545,1308,1934,1912,1345,865,588,310,12746,..,5,707,1546,1334,865,599,368,81,5505,..,53,229,173,164,70,13,4,0,708,..,5,57,211,318,169,65,63,72,959,2588,..,..,..,..,..,..,..,..,2588,..,857,..,..,..,..,..,..,..,857,..,265,257,66,60,38,10,0,0,702,..,54,35,19,30,65,56,54,39,340,..,46,38,9,0,3,3,3,0,109
POA3166,..,16,711,1098,925,598,454,319,91,4204,..,71,264,157,99,72,15,3,4,687,..,0,3,20,43,42,24,14,16,166,1872,..,..,..,..,..,..,..,..,1872,..,578,..,..,..,..,..,..,..,578,..,279,253,127,93,36,0,0,0,790,..,117,119,39,25,25,17,10,3,354,..,106,125,16,9,11,3,0,0,272,..,440,350,81,41,36,24,5,3,977,..,52,128,123,145,124,100,78,46,797,19,33,46,31,27,19,9,13,3,196,1897,1690,1987,1681,1416,960,643,445,161,10888,..,47,889,1116,909,597,413,215,44,4228,..,100,291,128,115,52,25,0,0,707,..,12,41,116,219,122,62,78,48,704,1833,..,..,..,..,..,..,..,..,1833,..,629,..,..,..,..,..,..,..,629,..,187,199,68,65,28,10,0,0,543,..,90,87,14,32,53,47,47,24,383,..,107,86,14,8,4,3,0,0,226
POA3167,..,7,208,399,380,361,291,194,48,1892,..,9,71,57,43,22,12,0,0,215,..,0,0,8,12,21,15,6,5,74,737,..,..,..,..,..,..,..,..,737,..,249,..,..,..,..,..,..,..,249,..,178,152,75,45,25,3,0,0,475,..,44,40,13,14,11,7,5,3,131,..,29,32,12,8,5,0,0,0,76,..,42,63,23,15,10,5,4,0,160,..,3,32,45,38,43,39,36,22,258,6,10,11,11,15,10,3,3,0,72,745,568,617,636,565,505,375,250,75,4344,..,4,284,431,402,338,284,130,23,1893,..,20,70,58,36,29,7,0,0,218,..,4,18,56,72,58,31,28,17,286,710,..,..,..,..,..,..,..,..,710,..,253,..,..,..,..,..,..,..,253,..,106,120,35,34,10,4,0,0,308,..,26,23,3,14,25,27,24,13,145,..,20,15,3,0,3,0,0,0,46
POA3168,..,20,870,657,345,266,222,179,72,2618,..,116,230,56,30,27,7,0,0,462,..,0,3,16,37,19,6,3,3,88,1000,..,..,..,..,..,..,..,..,1000,..,249,..,..,..,..,..,..,..,249,..,114,144,50,46,24,0,0,0,370,..,154,128,21,12,14,10,7,5,357,..,249,196,28,10,3,0,0,0,485,..,1690,832,115,42,20,15,4,4,2728,..,215,203,98,81,65,59,49,38,807,9,55,50,20,16,12,3,6,3,160,1009,2855,2645,1052,618,440,329,254,125,9336,..,70,1019,577,304,276,214,147,20,2631,..,146,220,39,22,26,9,0,0,456,..,4,43,73,122,66,26,43,25,402,940,..,..,..,..,..,..,..,..,940,..,259,..,..,..,..,..,..,..,259,..,72,93,42,46,10,4,0,0,262,..,131,57,9,36,39,25,21,5,333,..,236,149,23,4,0,0,0,0,420
POA3169,..,26,750,769,686,626,614,387,83,3937,..,42,151,66,61,25,11,7,0,365,..,0,3,15,41,34,23,14,11,148,1498,..,..,..,..,..,..,..,..,1498,..,522,..,..,..,..,..,..,..,522,..,340,366,193,100,28,3,0,0,1033,..,117,121,31,26,33,32,14,9,379,..,115,144,28,15,14,4,3,0,326,..,250,263,51,30,42,22,4,0,664,..,35,92,83,98,111,87,58,26,592,19,22,24,25,17,13,20,6,5,156,1522,1470,1917,1259,1079,928,824,494,130,9620,..,78,957,756,684,651,549,271,31,3969,..,54,140,66,62,17,12,3,0,351,..,7,48,118,204,133,90,61,27,684,1403,..,..,..,..,..,..,..,..,1403,..,515,..,..,..,..,..,..,..,515,..,190,257,92,65,32,3,0,0,632,..,86,66,27,37,62,72,56,31,441,..,84,66,10,7,7,0,0,0,183
POA3170,..,5,515,889,795,701,693,419,68,4081,..,21,131,71,57,40,12,4,0,341,..,0,10,27,45,33,13,11,7,149,1658,..,..,..,..,..,..,..,..,1658,..,569,..,..,..,..,..,..,..,569,..,280,343,127,86,11,4,0,0,861,..,86,82,18,16,20,17,12,6,258,..,41,68,17,7,8,3,0,0,147,..,91,147,44,28,17,10,3,0,336,..,16,58,83,87,76,81,55,12,463,17,19,27,34,16,11,15,15,0,159,1673,1126,1385,1319,1133,916,851,520,96,9025,..,22,696,945,762,756,633,253,27,4104,..,29,146,74,60,26,16,0,0,356,..,6,49,128,178,105,65,53,16,600,1525,..,..,..,..,..,..,..,..,1525,..,528,..,..,..,..,..,..,..,528,..,207,237,68,42,13,4,0,0,572,..,52,55,12,20,49,46,38,32,305,..,84,40,8,8,4,0,0,0,136
POA3171,..,41,760,725,650,653,459,341,115,3736,..,26,109,59,56,33,8,4,3,302,..,0,12,22,34,37,19,17,11,165,1687,..,..,..,..,..,..,..,..,1687,..,630,..,..,..,..,..,..,..,630,..,313,383,159,91,49,5,0,0,990,..,221,176,52,62,48,24,20,14,617,..,189,224,66,73,44,15,6,0,615,..,307,298,89,71,47,16,10,3,844,..,22,85,92,128,128,101,80,55,698,21,35,52,32,28,13,11,8,0,210,1711,1782,2100,1307,1197,1063,664,479,206,10497,..,158,934,726,640,555,442,228,54,3734,..,37,121,46,46,33,8,8,0,290,..,12,92,184,225,139,75,74,49,852,1596,..,..,..,..,..,..,..,..,1596,..,592,..,..,..,..,..,..,..,592,..,233,248,92,76,30,15,0,0,685,..,151,102,34,59,83,83,65,54,615,..,111,138,22,23,20,10,0,0,320
POA3172,..,27,499,870,1005,939,764,360,84,4546,..,16,103,101,85,59,34,8,0,405,..,5,13,30,50,46,16,12,9,180,2039,..,..,..,..,..,..,..,..,2039,..,768,..,..,..,..,..,..,..,768,..,481,452,149,64,27,4,0,0,1178,..,112,94,32,42,44,23,11,3,356,..,67,65,41,41,22,8,3,0,246,..,68,106,38,32,46,20,6,0,306,..,11,57,85,113,144,114,65,33,628,22,31,33,30,26,17,17,11,0,192,2062,1582,1410,1371,1452,1351,1006,482,134,10852,..,83,693,969,1022,860,673,237,41,4583,..,24,119,94,92,56,25,7,0,408,..,12,98,217,268,171,68,42,25,897,1916,..,..,..,..,..,..,..,..,1916,..,802,..,..,..,..,..,..,..,802,..,325,311,56,34,18,3,0,0,761,..,95,62,27,50,85,70,55,32,481,..,56,50,23,25,11,3,0,0,160
POA3173,..,25,748,1162,1236,1016,760,288,54,5287,..,33,164,137,78,54,22,3,0,495,..,3,11,39,51,48,17,15,8,186,2528,..,..,..,..,..,..,..,..,2528,..,923,..,..,..,..,..,..,..,923,..,470,532,170,67,18,3,0,0,1263,..,151,101,36,41,35,26,20,4,410,..,72,78,32,26,28,6,0,0,233,..,46,75,42,29,31,20,4,0,251,..,22,66,87,79,76,90,49,16,476,22,20,39,31,15,16,18,3,3,175,2549,1767,1816,1740,1620,1310,956,381,83,12225,..,82,1012,1368,1151,925,608,163,20,5329,..,48,189,148,68,43,10,0,0,509,..,18,94,247,216,140,78,39,23,852,2380,..,..,..,..,..,..,..,..,2380,..,897,..,..,..,..,..,..,..,897,..,352,343,70,43,16,4,0,0,833,..,136,96,43,42,118,85,78,56,660,..,71,61,22,11,10,7,3,0,177
POA3174,..,66,1502,1409,1174,1087,903,502,117,6760,..,41,264,135,108,80,21,6,3,671,..,3,18,58,87,86,31,21,12,321,3181,..,..,..,..,..,..,..,..,3181,..,937,..,..,..,..,..,..,..,937,..,636,622,238,143,58,3,0,0,1701,..,291,257,93,84,76,55,22,6,889,..,190,244,86,63,43,7,3,0,635,..,303,381,128,106,63,41,16,0,1051,..,63,205,226,295,300,265,164,42,1559,51,57,86,48,53,34,29,14,3,377,3226,2585,3597,2428,2119,1817,1363,750,190,18076,..,198,1899,1433,1054,1039,752,334,52,6754,..,86,269,141,105,53,24,6,0,683,..,45,231,408,423,291,153,107,63,1726,3109,..,..,..,..,..,..,..,..,3109,..,953,..,..,..,..,..,..,..,953,..,428,390,146,81,43,6,0,0,1092,..,188,143,39,67,154,119,84,49,840,..,111,105,36,27,9,4,0,0,299
POA3175,..,112,1859,2226,1518,1473,1117,689,172,9160,..,75,254,141,144,78,42,22,3,767,..,10,32,57,99,103,41,10,13,364,4775,..,..,..,..,..,..,..,..,4775,..,1436,..,..,..,..,..,..,..,1436,..,919,798,293,172,73,16,0,0,2271,..,305,290,104,96,64,83,28,15,983,..,223,290,144,68,40,13,8,3,792,..,585,1000,560,286,114,58,10,3,2609,..,55,266,290,369,362,316,163,86,1921,53,94,149,111,56,31,34,17,8,547,4822,3812,4935,3937,2812,2339,1717,948,301,25630,..,368,2488,1962,1461,1351,1004,462,61,9159,..,115,272,149,115,81,37,7,0,779,..,61,270,475,531,330,172,123,73,2033,4437,..,..,..,..,..,..,..,..,4437,..,1406,..,..,..,..,..,..,..,1406,..,563,542,129,75,44,7,0,0,1367,..,178,132,38,67,183,114,106,62,881,..,89,91,31,21,17,7,0,0,250
POA3177,..,27,316,403,283,269,230,132,33,1695,..,23,73,51,36,18,12,3,0,215,..,3,7,22,34,19,12,16,9,123,1042,..,..,..,..,..,..,..,..,1042,..,270,..,..,..,..,..,..,..,270,..,221,174,71,57,24,0,0,0,554,..,74,60,28,13,26,14,11,4,235,..,34,74,48,15,12,0,0,0,180,..,142,198,129,79,28,15,3,3,596,..,15,50,56,96,107,74,38,21,449,19,20,32,28,13,6,8,3,0,137,1063,820,989,840,627,513,370,207,66,5497,..,63,449,358,272,265,182,105,9,1700,..,32,77,39,31,20,8,0,0,212,..,20,95,124,124,72,54,45,24,545,960,..,..,..,..,..,..,..,..,960,..,283,..,..,..,..,..,..,..,283,..,111,111,25,24,16,0,0,0,296,..,40,22,7,16,41,41,29,9,213,..,13,16,8,3,0,3,0,0,46
POA3178,..,7,672,1553,1946,1760,889,421,93,7341,..,47,198,166,175,97,20,5,0,708,..,4,9,28,72,51,13,12,3,193,3104,..,..,..,..,..,..,..,..,3104,..,1445,..,..,..,..,..,..,..,1445,..,856,636,113,65,22,0,0,0,1686,..,92,67,17,25,32,22,9,7,276,..,34,54,15,25,8,15,0,0,154,..,16,65,30,22,28,13,12,3,193,..,35,84,95,135,124,75,55,35,625,21,52,38,34,20,17,13,8,3,200,3128,2582,1823,2049,2487,2132,1058,517,143,15922,..,25,917,1764,2094,1566,692,307,42,7400,..,78,211,178,170,76,21,3,0,731,..,18,66,194,378,164,58,38,25,939,2942,..,..,..,..,..,..,..,..,2942,..,1414,..,..,..,..,..,..,..,1414,..,712,481,65,33,17,4,0,0,1316,..,70,53,21,24,65,76,61,39,412,..,39,47,7,9,5,0,3,0,112
POA3179,..,3,94,301,281,272,192,75,7,1232,..,8,56,24,27,14,7,0,0,142,..,0,3,0,18,5,6,0,0,36,576,..,..,..,..,..,..,..,..,576,..,241,..,..,..,..,..,..,..,241,..,110,117,33,12,6,0,0,0,275,..,15,23,9,11,3,3,4,0,74,..,6,16,9,3,0,0,0,0,35,..,14,18,15,16,3,3,0,0,74,..,8,21,24,32,22,20,11,0,137,7,9,10,9,4,0,0,0,0,50,583,424,357,424,417,330,235,96,9,2869,..,9,150,323,287,260,180,37,0,1246,..,22,54,30,19,14,4,0,0,138,..,5,18,49,80,49,13,13,4,229,515,..,..,..,..,..,..,..,..,515,..,203,..,..,..,..,..,..,..,203,..,87,64,16,12,3,0,0,0,187,..,20,14,0,4,20,12,10,4,87,..,5,9,3,3,0,0,0,0,26
POA3180,..,0,167,313,316,293,272,151,24,1540,..,20,72,34,39,26,15,3,0,206,..,0,0,9,14,9,3,0,0,47,662,..,..,..,..,..,..,..,..,662,..,248,..,..,..,..,..,..,..,248,..,149,124,42,18,5,0,0,0,339,..,25,10,9,6,8,7,0,0,77,..,10,14,6,11,3,0,0,0,45,..,8,20,10,7,4,3,3,0,56,..,4,22,51,52,34,27,16,14,215,13,13,12,9,3,5,5,3,0,64,673,483,443,487,463,396,331,177,36,3492,..,5,239,314,329,287,259,105,12,1548,..,25,84,36,39,29,5,0,0,217,..,3,21,60,96,48,21,11,3,271,599,..,..,..,..,..,..,..,..,599,..,235,..,..,..,..,..,..,..,235,..,99,69,16,10,3,3,0,0,198,..,15,11,5,5,17,21,12,4,81,..,6,7,0,5,0,0,0,0,21
POA3181,..,9,459,511,343,242,221,173,53,2000,..,103,931,334,182,73,35,0,0,1657,..,0,0,3,23,26,3,9,7,69,735,..,..,..,..,..,..,..,..,735,..,167,..,..,..,..,..,..,..,167,..,70,83,41,41,14,0,0,0,256,..,75,78,18,8,5,3,9,0,201,..,20,79,17,7,0,0,0,0,126,..,275,738,139,68,36,17,8,0,1285,..,59,465,359,252,209,148,88,34,1618,13,40,101,35,20,9,11,8,0,248,749,818,2938,1459,933,617,443,299,96,8350,..,19,579,483,320,260,200,140,13,2022,..,151,903,188,89,53,10,5,0,1399,..,3,20,80,117,72,40,34,11,373,734,..,..,..,..,..,..,..,..,734,..,187,..,..,..,..,..,..,..,187,..,64,55,23,24,10,0,0,0,177,..,77,101,16,14,27,16,22,14,275,..,29,65,10,0,0,0,0,0,106
POA3182,..,10,479,530,331,303,206,89,23,1976,..,144,1062,430,216,144,58,11,6,2077,..,0,5,9,31,32,8,3,0,98,748,..,..,..,..,..,..,..,..,748,..,209,..,..,..,..,..,..,..,209,..,65,66,25,16,9,3,0,0,183,..,48,59,17,10,6,7,0,0,143,..,27,64,8,13,3,3,0,0,120,..,224,688,164,75,67,33,7,0,1259,..,116,680,524,488,366,230,89,44,2540,12,38,93,56,37,19,14,0,3,273,762,889,3205,1757,1219,963,569,198,75,9634,..,33,586,488,376,264,178,56,13,1997,..,238,1022,325,180,76,31,4,3,1872,..,0,31,77,134,88,29,13,21,395,777,..,..,..,..,..,..,..,..,777,..,198,..,..,..,..,..,..,..,198,..,55,59,14,12,8,3,0,0,149,..,62,73,20,15,17,7,11,3,202,..,30,49,6,5,0,0,0,0,102
POA3183,..,46,509,618,351,298,215,92,38,2170,..,71,595,301,182,66,16,9,6,1237,..,0,4,12,26,18,4,0,0,60,1424,..,..,..,..,..,..,..,..,1424,..,291,..,..,..,..,..,..,..,291,..,72,93,32,15,9,3,0,0,227,..,43,65,5,6,11,6,3,0,148,..,25,66,5,8,3,3,0,0,117,..,217,553,152,64,24,19,4,0,1037,..,57,307,289,241,182,123,50,33,1274,23,18,51,34,19,6,3,8,0,155,1444,837,2248,1449,911,620,394,164,78,8139,..,75,615,583,347,288,182,68,27,2189,..,101,607,213,117,54,21,5,0,1110,..,4,28,82,127,78,22,13,17,377,1302,..,..,..,..,..,..,..,..,1302,..,283,..,..,..,..,..,..,..,283,..,88,61,19,6,4,3,0,0,190,..,55,59,19,10,20,13,14,9,199,..,30,37,0,4,0,0,0,0,76
POA3184,..,3,294,495,407,303,168,68,22,1747,..,42,558,333,178,112,33,3,0,1269,..,0,0,13,31,23,9,4,3,82,986,..,..,..,..,..,..,..,..,986,..,232,..,..,..,..,..,..,..,232,..,64,47,18,16,12,3,0,0,157,..,44,53,10,0,3,3,9,0,121,..,10,26,6,3,3,0,0,0,57,..,82,281,91,51,41,14,5,0,570,..,37,242,272,252,153,111,44,18,1136,23,23,46,37,15,16,10,0,0,161,1011,542,1549,1278,950,657,347,126,49,6510,..,13,374,511,418,273,123,48,12,1764,..,89,619,271,153,68,25,4,0,1226,..,4,29,110,127,65,17,13,7,370,927,..,..,..,..,..,..,..,..,927,..,220,..,..,..,..,..,..,..,220,..,49,49,5,14,4,0,0,0,122,..,36,47,18,7,10,3,8,3,148,..,26,21,3,0,0,0,0,0,55
