POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3483,0,0,13,12,13,18,0,0,0,66,0,0,13,4,8,5,3,0,0,27,0,0,7,4,5,4,3,0,0,23,0,0,3,0,0,4,3,0,0,11,0,0,11,3,3,0,3,4,0,21,0,0,3,4,0,0,0,0,0,9,3,4,14,10,11,7,15,16,15,84,58,34,90,80,120,110,131,72,39,722
POA3485,0,0,0,3,0,3,0,0,0,13,0,3,0,3,3,5,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,3,11,3,3,0,27,19,9,13,28,41,61,52,29,5,260
POA3487,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,8,7,9,16,15,9,3,0,68
POA3488,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,11,0,10,4,21,23,10,8,0,93
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,9,0,9,16,15,0,0,53
POA3490,0,7,8,18,18,15,5,3,0,80,0,0,13,3,6,14,4,0,0,43,0,3,4,9,7,7,0,0,0,36,0,0,0,3,8,6,0,0,0,25,0,0,0,4,6,3,3,0,0,18,0,0,0,3,4,0,0,0,0,5,8,7,7,10,17,32,25,15,13,139,61,54,94,116,168,234,194,108,83,1109
POA3491,0,0,3,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,15,6,10,8,6,20,19,20,10,7,97
POA3494,0,0,8,10,6,15,0,0,0,39,0,0,4,0,3,6,0,0,0,13,0,0,3,4,7,0,0,0,0,10,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,3,5,6,14,11,20,21,10,3,3,91,38,53,97,76,112,123,50,7,5,562
POA3496,0,24,77,77,103,91,20,3,8,402,0,4,46,54,50,53,8,4,0,219,0,0,12,35,41,32,7,0,0,120,0,0,14,24,26,13,0,3,0,79,0,0,6,12,27,17,9,3,0,78,0,0,3,3,19,18,7,0,0,46,75,25,74,80,98,114,114,68,47,690,424,299,682,685,877,941,628,328,162,5021
POA3498,0,18,75,69,97,75,18,3,0,358,0,5,33,58,50,52,20,5,3,224,0,0,15,53,53,35,3,0,0,160,0,0,8,22,38,18,3,0,0,99,0,0,9,33,47,22,7,0,0,118,4,4,5,11,27,15,3,3,0,75,51,21,35,55,67,75,41,29,10,375,408,271,510,619,820,723,535,280,95,4263
POA3500,0,96,515,367,408,327,123,45,25,1912,3,51,296,326,252,196,64,18,3,1208,0,21,202,220,245,165,32,11,3,900,0,11,84,150,144,123,17,8,0,539,0,7,70,148,159,118,26,10,4,530,6,7,36,77,56,62,33,14,5,295,261,260,495,346,388,433,466,349,177,3173,2060,2112,4474,3777,3958,3951,3318,2039,900,26591
POA3501,0,8,17,29,33,29,10,0,0,141,0,5,13,25,20,19,13,0,0,85,0,0,13,21,38,14,0,0,0,99,0,0,3,14,17,7,0,0,0,46,0,0,5,16,13,11,0,0,0,51,0,0,4,8,4,11,3,3,0,27,19,4,14,21,28,18,13,9,0,129,148,90,159,256,307,292,152,71,17,1498
POA3505,0,10,48,60,87,52,17,6,7,286,0,6,26,48,51,35,10,0,0,178,0,4,18,31,49,24,6,3,0,142,0,0,4,10,21,15,0,3,0,53,0,0,4,23,18,13,0,0,0,52,3,0,3,4,10,4,3,3,0,32,50,15,47,41,63,93,65,40,18,429,330,255,452,539,723,686,510,273,138,3904
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,5,3,3,0,9,3,4,4,0,30
POA3507,0,3,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,3,0,0,0,14,8,7,11,15,18,28,30,7,3,122
POA3509,0,0,4,0,3,5,3,0,3,16,0,0,3,7,7,0,0,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,0,0,0,14,9,4,19,35,26,45,25,19,12,190
POA3512,0,0,3,3,9,9,0,0,0,27,0,0,0,9,3,0,0,0,0,10,0,0,3,4,3,3,0,0,0,14,0,0,0,0,4,3,0,0,0,8,0,0,0,0,4,4,0,0,0,3,0,0,0,0,3,0,3,0,0,4,0,0,0,9,8,3,0,6,5,27,15,9,27,43,52,73,43,25,8,302
POA3515,0,9,40,30,26,21,7,6,0,141,0,0,42,22,23,14,0,0,0,103,0,3,26,14,18,7,4,0,0,73,0,0,4,11,10,8,0,0,0,27,0,3,4,16,7,8,0,0,0,35,0,0,0,3,3,3,0,0,0,13,18,11,42,10,24,21,21,3,3,147,100,103,333,234,243,236,160,52,5,1455
POA3516,0,0,7,4,7,14,0,0,0,35,0,0,5,7,8,15,3,0,0,38,0,0,4,6,4,0,0,0,0,18,0,0,3,0,10,3,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,10,4,8,7,7,9,8,7,0,59,53,23,52,82,97,117,85,45,20,575
POA3517,0,3,9,19,15,19,4,0,3,74,0,0,4,12,13,11,0,0,0,33,0,0,0,5,7,7,4,0,0,22,0,0,3,4,3,3,3,0,0,17,0,0,0,3,3,5,0,0,0,10,0,0,3,0,0,4,0,0,0,11,23,3,14,19,30,28,27,27,6,168,70,50,99,141,198,240,200,137,57,1193
POA3518,0,0,7,3,13,17,6,3,0,51,0,0,0,0,12,12,0,3,0,27,0,0,3,3,0,4,0,0,0,13,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,5,0,0,0,13,0,0,0,3,6,0,0,0,0,7,15,9,12,17,28,31,33,27,9,188,88,56,57,92,201,250,223,123,33,1136
POA3520,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,6,9,3,3,29,3,4,9,11,29,42,37,15,9,157
POA3521,0,0,3,8,10,9,3,0,0,36,0,0,5,8,14,6,3,0,0,34,0,0,0,3,11,4,0,0,0,27,0,0,0,3,4,0,0,0,0,18,0,0,0,4,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,9,3,4,9,7,5,5,8,0,49,51,25,49,90,119,93,58,29,7,519
POA3522,0,0,4,0,3,5,3,0,0,23,0,0,0,5,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,4,0,0,3,10,9,7,0,0,39,17,9,27,41,53,76,53,7,5,287
POA3523,0,14,23,30,47,40,13,3,0,172,0,3,19,24,33,22,10,3,0,114,0,0,5,18,25,14,12,0,0,79,0,0,3,12,20,7,3,0,0,53,0,0,6,9,19,14,5,0,0,56,0,0,3,0,5,6,4,0,0,23,21,11,27,38,60,95,89,74,11,420,144,115,221,336,507,702,666,372,101,3167
POA3525,0,3,10,9,18,24,3,3,0,70,0,0,11,3,3,9,0,0,0,32,0,0,0,4,8,7,3,5,0,35,0,0,6,5,7,4,0,0,0,17,0,0,5,3,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,7,9,21,21,20,19,17,122,57,35,83,107,198,252,181,135,75,1111
POA3527,0,0,7,6,10,10,4,0,0,41,0,0,6,0,4,9,0,0,0,21,0,0,3,3,7,0,4,0,0,12,0,0,0,0,0,6,0,0,0,10,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,3,9,4,0,7,3,15,19,8,9,8,88,37,23,58,62,109,147,108,88,58,686
POA3529,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,12,3,10,6,18,25,11,3,0,88
POA3530,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,15,9,3,9,9,15,32,13,8,4,106
POA3531,0,0,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,3,3,0,19,10,10,21,13,34,25,11,18,11,159
POA3533,0,3,8,10,14,6,0,3,3,43,0,0,8,4,11,0,0,0,0,21,0,0,5,6,6,9,0,0,0,25,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,5,0,0,0,3,0,3,0,0,0,7,3,0,6,4,13,23,19,4,3,92,33,20,71,72,110,132,98,64,39,646
POA3537,0,0,11,12,11,20,6,3,3,65,0,0,9,3,3,7,0,3,0,25,0,0,0,3,5,3,3,0,0,22,0,0,0,3,3,4,0,0,0,19,0,0,6,0,3,4,0,0,0,13,0,0,0,0,0,4,0,0,0,6,8,0,12,8,10,22,24,20,30,138,50,20,75,105,113,168,162,92,70,860
POA3540,0,0,0,0,4,0,6,0,0,16,0,0,0,0,8,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,4,4,13,3,4,0,34,15,4,11,24,55,50,67,22,7,257
POA3542,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,4,0,3,0,10,15,6,4,17,20,39,17,14,9,128
POA3544,0,0,0,0,10,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,3,0,6,0,3,0,3,30,17,7,23,22,41,43,27,12,4,205
POA3546,0,0,9,0,7,9,0,0,0,22,0,0,3,0,5,0,0,0,0,13,0,0,0,0,3,4,0,0,0,15,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,3,0,0,0,7,0,0,3,3,3,0,0,0,0,9,7,4,8,7,3,7,7,8,3,49,21,12,32,26,62,64,50,34,17,329
POA3549,0,14,42,32,36,35,18,6,4,192,0,3,21,14,18,21,4,0,0,87,0,0,12,13,13,17,8,0,0,65,0,0,0,11,8,19,3,0,0,48,0,0,3,11,14,13,0,0,0,41,0,0,3,3,8,11,0,0,0,26,48,44,95,55,96,99,49,51,24,563,187,217,544,393,435,506,303,147,67,2786
POA3550,9,189,638,469,517,463,205,79,42,2622,0,95,475,355,416,315,111,23,15,1807,0,18,289,313,342,279,89,21,9,1362,0,3,152,187,254,168,49,12,12,832,0,7,146,267,323,218,54,30,9,1058,0,8,49,151,160,148,47,23,10,597,249,226,387,329,375,384,402,420,389,3159,2632,3568,5180,4459,4962,4976,3893,2493,1449,33622
POA3551,8,104,521,453,489,377,95,16,8,2075,0,40,354,410,391,232,62,6,0,1493,0,15,250,393,330,230,42,3,3,1261,0,4,143,242,232,157,36,7,0,827,0,9,148,339,317,163,31,4,0,1013,3,8,44,108,136,82,15,0,3,398,253,115,189,231,288,298,201,107,26,1720,2148,1441,3408,4063,4185,3703,2463,895,214,22529
POA3555,3,97,346,244,242,205,66,29,15,1254,0,35,225,163,150,140,26,9,4,756,0,14,124,131,129,89,14,8,0,502,0,9,57,94,82,56,14,3,0,318,0,3,75,90,86,73,13,9,0,341,4,5,10,27,28,33,9,4,0,123,103,100,234,171,182,189,291,248,252,1774,1036,1331,2777,2243,2236,2384,2150,1422,668,16243
POA3556,0,59,179,143,178,124,39,17,6,748,0,21,115,105,90,66,24,3,0,427,0,4,71,67,80,52,11,0,0,286,0,3,40,50,44,34,3,0,0,172,0,0,32,30,30,24,0,0,0,123,0,0,8,19,15,12,6,6,0,69,119,83,175,138,134,192,176,104,47,1176,822,921,1662,1510,1591,1715,1324,711,258,10499
POA3557,0,3,6,14,12,3,3,0,0,40,0,0,5,8,14,11,0,5,0,36,0,0,0,6,7,6,0,0,0,21,0,0,5,9,4,3,0,0,0,23,0,0,0,7,3,3,3,0,0,11,0,0,0,3,0,3,0,0,0,8,7,3,0,8,13,0,8,3,0,45,57,32,65,115,124,114,81,25,8,615
POA3558,0,4,4,6,19,14,9,3,4,56,0,3,0,4,7,8,4,0,0,25,0,0,0,3,3,8,0,0,0,19,0,0,3,5,8,0,0,0,0,15,0,0,0,5,3,5,0,3,0,12,0,0,0,3,0,0,0,0,0,5,11,4,8,4,7,14,13,21,10,82,47,41,57,80,138,143,133,106,27,775
POA3559,0,3,3,6,9,5,3,0,0,33,0,0,3,6,0,8,0,0,0,13,0,0,7,3,9,0,0,0,0,17,0,0,0,0,0,0,4,0,0,4,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,10,0,4,5,3,12,3,14,0,46,33,24,42,60,76,74,76,48,6,442
POA3561,0,13,50,42,82,64,18,8,3,282,0,10,31,35,38,31,6,0,0,152,0,3,11,25,38,26,6,4,0,117,0,0,9,20,26,35,4,0,0,90,0,0,6,18,30,19,3,0,4,95,0,0,4,4,8,8,0,4,0,33,29,11,25,35,65,65,53,45,35,361,280,224,363,427,625,651,546,381,156,3658
POA3562,0,0,0,3,3,3,0,0,0,21,0,0,5,4,0,4,0,0,0,13,0,0,5,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,5,14,11,0,4,0,39,16,9,28,31,44,55,29,11,0,226
POA3563,0,4,5,15,16,10,3,0,0,54,0,0,8,9,6,9,3,0,0,41,0,0,3,3,7,0,0,0,0,14,0,0,0,0,3,3,0,0,0,10,0,0,0,3,6,7,0,0,0,13,0,0,0,0,0,8,0,0,0,14,5,7,5,7,6,4,8,9,3,48,51,55,65,73,129,116,83,54,22,655
POA3564,0,61,239,214,264,213,72,25,11,1097,0,7,130,132,144,138,27,7,0,593,0,11,71,113,170,98,14,9,0,490,0,3,47,81,103,46,19,3,3,313,0,3,55,97,80,58,8,4,4,310,3,0,17,44,47,44,10,17,6,187,121,74,142,143,193,184,230,208,159,1459,1032,776,1647,1789,2145,2224,1841,1131,463,13050
POA3565,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,11,3,8,18,22,13,10,10,0,85
POA3566,0,0,0,3,10,10,3,3,0,35,0,3,3,0,4,5,0,0,0,19,0,0,3,0,3,3,0,0,0,13,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,10,12,5,7,13,3,3,64,33,20,42,58,91,93,73,34,9,444
POA3567,0,0,9,9,14,9,4,3,0,44,0,0,0,0,10,15,0,0,0,21,0,0,0,3,0,3,0,3,0,14,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,5,9,18,3,59,40,18,38,65,107,107,77,66,12,532
POA3568,0,7,25,41,39,31,15,8,4,173,0,4,11,11,31,24,11,0,0,92,0,0,10,19,15,16,10,3,0,68,0,0,3,12,7,7,3,0,0,34,0,3,0,16,17,7,3,3,0,48,0,0,0,12,13,7,4,0,0,33,11,20,21,19,26,40,40,39,14,230,160,134,230,300,380,422,465,283,130,2508
POA3570,0,5,3,10,11,8,0,0,0,43,0,0,3,3,6,9,0,0,0,22,0,0,0,4,5,8,0,0,0,18,0,0,0,0,0,5,0,0,0,6,0,0,0,5,8,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,9,0,8,5,3,12,8,4,3,44,61,21,62,77,128,134,84,32,16,608
POA3571,0,0,5,3,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,9,4,6,0,0,0,38,32,13,29,31,47,44,39,25,4,260
POA3572,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,13,11,3,7,22,19,33,12,4,0,113
POA3573,0,0,0,7,0,7,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,10,6,3,0,33,20,7,39,34,48,61,39,10,3,260
POA3575,0,0,11,11,8,14,3,0,3,53,0,0,0,4,0,4,0,3,0,18,0,0,3,4,8,8,0,0,0,15,0,0,0,0,7,0,0,0,0,12,0,0,0,0,3,4,0,0,0,7,0,0,0,3,0,3,0,0,0,7,5,0,6,4,15,5,12,7,9,65,49,23,55,95,109,149,74,59,35,656
POA3576,0,0,3,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,0,0,4,15,3,21,12,0,0,57
POA3579,3,23,70,46,68,70,25,10,7,318,0,5,20,36,36,40,15,0,0,146,0,0,17,16,26,24,13,3,0,106,0,3,7,9,26,14,4,4,0,62,0,0,9,13,18,18,3,0,0,60,0,0,9,9,18,8,8,0,0,45,44,21,36,47,53,73,83,82,28,478,304,242,486,506,699,800,709,509,209,4460
POA3580,0,0,10,11,9,15,4,3,0,48,0,0,5,4,0,3,3,0,0,21,0,0,3,0,3,5,0,0,0,17,0,0,7,0,0,4,0,0,0,12,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,8,9,12,12,19,8,3,78,65,34,84,85,126,173,191,79,15,847
POA3581,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,8,0,0,0,14,22,12,6,16,34,26,20,8,0,141
POA3583,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,3,5,3,0,22,18,13,20,28,30,25,20,7,0,161
POA3584,0,0,16,16,9,7,6,3,0,56,0,0,3,8,10,6,0,0,0,28,0,0,6,3,12,6,0,0,0,29,0,0,0,7,3,4,0,0,0,18,0,0,0,3,5,6,0,0,0,18,0,0,0,0,0,7,3,0,0,12,18,6,13,27,25,36,23,9,15,170,65,28,121,128,147,182,134,68,20,903
POA3585,4,68,183,141,167,129,26,20,11,744,0,25,133,74,111,59,15,14,4,429,0,7,77,61,84,73,12,3,3,323,0,0,28,47,34,33,7,7,0,150,0,0,26,57,57,36,9,3,0,195,0,0,16,22,28,22,7,3,3,108,119,90,154,148,155,165,183,145,68,1224,714,697,1443,1285,1377,1303,1090,801,382,9100
POA3586,0,0,3,8,21,19,4,0,0,64,0,0,8,6,5,5,0,0,0,28,0,0,3,12,5,3,4,0,0,25,0,0,0,3,10,3,0,0,0,17,0,0,0,5,4,3,0,0,0,13,0,0,0,0,3,4,0,0,0,9,19,8,12,14,25,22,10,5,0,112,71,44,75,95,140,147,62,14,5,660
POA3588,0,0,7,3,11,11,0,0,0,30,0,0,3,0,6,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,8,3,0,0,3,10,3,0,4,0,22,22,23,38,33,56,58,43,21,3,287
POA3589,0,3,9,0,0,10,3,4,0,25,0,0,0,0,3,0,0,0,0,11,0,3,0,0,3,3,0,0,0,9,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,3,7,8,11,7,4,0,52,19,32,31,38,50,52,36,18,9,281
POA3590,0,3,3,11,8,3,0,0,0,24,0,0,7,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,7,3,11,3,0,5,0,34,23,11,33,40,48,54,35,12,0,262
POA3591,0,0,3,0,3,3,3,0,0,17,0,0,0,6,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,3,0,0,0,0,15,6,8,10,28,27,33,11,3,4,134
POA3594,0,3,8,6,13,17,4,0,0,49,0,0,3,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,13,10,10,18,12,3,0,86,28,38,44,48,82,92,75,41,7,447
POA3595,0,3,3,3,3,3,0,0,0,22,0,0,0,0,3,6,0,0,0,10,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,14,14,13,12,22,23,21,6,0,118,35,40,58,54,90,104,91,54,32,552
POA3596,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,4,3,3,3,3,0,16,5,0,11,9,21,16,8,7,0,70
POA3597,0,0,4,3,10,5,5,0,0,29,0,0,3,3,3,3,0,0,0,11,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,11,0,0,0,0,4,3,0,0,0,5,5,0,4,10,5,9,13,9,0,55,35,21,35,49,76,67,46,22,8,366
POA3599,0,0,0,0,4,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,7,4,24,7,3,5,20,24,18,20,11,4,110
POA3607,0,0,5,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,7,0,3,0,23,12,3,15,14,25,20,13,3,0,106
POA3608,0,11,30,33,30,35,12,5,9,160,0,7,9,19,18,19,3,4,0,71,0,3,12,17,25,21,4,0,0,81,0,0,4,13,6,12,0,3,0,36,0,0,11,12,19,8,0,3,0,54,0,0,0,10,9,4,3,0,0,22,15,0,21,11,29,48,46,22,12,213,113,95,208,243,317,440,378,202,89,2082
