POA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
POA3027,0,0,0,0,0,0,0,0,0,0,0,0,3,15,5,0,3,0,0,26,0,0,0,10,0,0,0,0,0,11,0,0,0,15,3,0,0,0,0,23,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,4,3,8,0,0,0,0,0,10,0,0,4,24,8,4,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,16,15,80,27,16,3,0,3,170,22,19,14,72,10,10,5,0,0,159,453,452,343,1581,296,164,59,7,7,3360,0,0,0,3,0,0,0,0,0,7,379,308,113,329,71,27,8,0,0,1240,0,0,4,10,3,4,0,0,0,21,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
POA3028,0,0,0,9,15,31,14,6,5,74,0,0,6,28,9,13,5,0,0,62,0,0,0,3,0,0,0,0,0,3,3,41,25,27,0,0,0,0,0,93,0,0,0,19,41,44,47,9,0,159,0,0,3,3,0,0,0,0,0,10,0,3,0,9,4,3,0,0,0,25,0,10,11,86,63,66,20,3,3,263,0,3,0,3,0,3,0,0,0,10,0,0,0,7,0,0,0,0,0,10,8,35,32,203,103,87,62,33,10,569,44,88,127,267,131,123,76,51,6,914,983,1608,1981,4618,1933,1727,1033,484,147,14511,0,0,0,0,0,0,0,0,0,0,802,1316,1242,2243,1176,760,380,197,89,8212,0,0,3,28,3,0,0,0,0,30,0,0,0,11,3,12,0,0,4,32,0,0,3,16,11,8,7,6,0,54,0,0,0,6,3,3,0,0,0,13,0,0,3,11,5,7,10,5,0,40
POA3029,0,0,3,18,19,36,24,9,0,106,9,62,45,333,105,42,29,0,0,624,0,0,0,14,3,3,3,0,0,29,7,67,66,32,4,7,3,0,0,181,0,0,8,41,33,52,29,11,3,178,0,0,0,18,10,10,4,0,0,42,3,22,7,26,20,8,6,3,0,87,3,12,24,168,56,50,21,3,3,336,0,0,0,6,3,3,0,3,0,20,0,4,5,24,10,0,0,0,0,45,45,229,401,1159,489,276,135,62,9,2806,236,345,325,917,317,263,148,62,18,2636,4945,7186,6130,17389,5130,3709,2177,773,161,47602,0,4,8,31,9,4,0,0,0,57,4062,4790,3384,5181,2298,1640,1018,326,108,22810,5,44,27,357,28,13,0,0,0,481,0,0,3,29,18,9,7,0,0,69,0,0,3,30,8,7,3,0,0,51,0,6,8,13,4,8,3,0,0,42,0,3,4,53,34,28,18,3,0,147
POA3030,0,0,0,14,27,26,5,12,0,80,3,29,22,195,72,19,12,11,0,356,3,4,3,31,3,0,0,0,0,52,15,139,109,74,7,4,0,0,0,346,0,4,4,37,54,29,25,0,0,157,0,0,5,17,24,3,8,0,0,52,8,42,22,48,16,11,5,0,0,164,0,15,27,286,139,81,33,3,3,584,0,5,6,20,12,9,3,5,0,57,0,0,8,40,19,4,0,0,0,69,34,177,233,856,490,222,124,64,16,2213,208,333,302,886,398,264,216,95,49,2749,4937,7820,5858,16760,6442,4163,2453,1038,321,49801,0,0,5,15,7,3,0,0,0,34,3987,5261,3690,7111,3111,2037,1118,573,256,27146,0,12,17,129,11,5,4,0,0,178,0,0,4,67,30,23,6,8,0,134,0,0,3,28,14,18,0,0,0,69,0,5,4,40,5,8,3,0,0,68,0,0,0,31,22,23,16,5,0,101
POA3031,0,0,0,0,0,0,4,0,0,3,0,0,3,26,3,3,0,0,0,35,0,0,0,15,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,18,0,0,0,3,3,3,6,0,0,16,0,0,0,15,10,3,7,0,0,34,0,9,9,20,4,4,0,0,0,44,0,9,26,69,50,62,32,24,3,271,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,5,7,38,89,290,89,59,46,24,8,646,53,85,90,349,82,85,48,34,7,828,615,869,1101,3812,969,766,418,215,89,8844,0,0,0,4,0,0,0,0,0,8,541,622,744,2233,563,377,206,87,51,5423,0,0,0,3,3,0,0,0,0,4,0,0,3,0,0,4,0,0,0,8,0,0,0,3,3,3,3,0,0,14,0,3,6,19,3,4,0,0,0,37,0,0,0,13,0,0,3,0,0,19
POA3032,0,0,0,3,6,3,4,0,0,17,0,0,9,43,3,3,3,0,0,66,0,0,0,17,3,0,0,0,0,20,0,0,0,19,0,0,0,0,0,20,0,0,0,4,4,8,5,3,0,22,0,0,0,19,9,3,0,0,0,40,0,4,0,22,9,11,3,0,0,53,0,17,52,249,166,188,58,19,5,765,0,0,0,4,0,0,3,0,0,8,0,0,0,8,0,0,0,0,0,6,21,28,109,405,123,68,43,13,9,810,96,106,145,413,129,108,64,22,14,1091,1010,1423,2035,5538,1816,1409,803,324,146,14500,0,0,0,3,0,0,0,0,0,3,730,1178,1307,2702,1044,752,336,122,66,8243,0,0,0,12,0,0,0,0,0,15,0,3,3,7,8,0,3,0,0,33,0,0,0,7,3,6,0,0,0,18,3,0,0,23,8,0,0,0,0,39,0,0,4,22,10,8,9,5,3,58
POA3033,0,0,0,3,8,3,7,0,0,18,0,0,4,13,6,7,6,0,0,38,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,6,9,0,32,0,0,0,3,3,3,0,0,0,15,3,3,0,3,0,0,0,0,0,12,0,4,5,33,39,42,8,8,12,146,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,14,43,37,26,26,24,6,185,18,27,22,95,57,39,67,55,16,401,388,869,826,1769,961,676,766,589,166,7014,0,0,0,0,0,0,0,0,0,0,409,720,623,1312,691,401,432,222,67,4870,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,14,0,0,0,4,3,4,9,0,0,23
POA3034,0,0,0,0,4,3,7,6,0,18,0,0,3,7,4,3,3,0,0,27,0,0,0,4,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,8,0,0,0,6,11,12,13,10,0,60,0,0,0,4,0,4,0,0,0,7,0,0,3,4,4,0,0,0,0,19,5,7,3,70,78,77,31,11,8,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,61,28,30,29,26,15,213,12,20,38,85,43,37,73,63,21,389,330,596,652,1478,706,586,638,520,161,5670,0,0,0,0,0,0,0,0,0,3,288,482,432,889,414,241,172,109,62,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,4,0,13,0,0,0,0,4,0,3,0,0,10,0,0,0,6,0,0,0,0,0,4,0,0,0,10,7,5,14,3,0,37
POA3036,0,0,0,0,3,3,0,0,0,4,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,3,0,26,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,3,10,0,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,15,16,22,23,7,4,88,5,12,18,34,25,23,22,15,6,151,142,391,424,584,425,369,345,162,70,2925,0,0,0,0,0,0,0,0,0,0,98,346,335,493,322,277,187,79,74,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
POA3037,0,0,0,16,15,16,10,12,0,65,0,13,26,109,70,50,17,3,0,293,0,0,7,5,0,3,0,0,0,8,0,4,0,10,0,0,0,0,0,24,4,6,17,88,127,121,98,14,4,479,0,0,3,17,25,18,7,0,0,74,0,7,6,13,9,7,0,0,0,39,0,8,18,207,174,105,29,11,7,559,0,0,0,0,3,7,0,4,0,13,0,0,0,5,3,0,0,0,0,8,5,69,117,444,326,272,146,43,22,1436,87,190,168,364,204,150,96,50,28,1330,1826,4165,3827,7589,3539,2331,1257,464,150,25144,0,0,4,24,4,3,0,0,0,40,1655,3473,2710,4427,1649,663,258,143,75,15056,0,0,8,21,8,0,0,0,0,34,0,0,0,41,34,26,16,7,0,128,0,0,0,7,3,9,3,0,0,21,0,5,3,7,0,0,4,0,0,20,0,0,4,36,31,17,15,4,3,114
POA3038,0,0,0,4,16,25,23,11,0,77,0,13,18,39,41,29,19,5,0,171,0,0,0,5,0,0,3,0,0,10,3,0,0,0,0,0,0,0,0,9,0,3,4,34,67,112,101,30,7,357,0,0,6,12,12,6,6,0,0,34,0,4,0,7,10,3,4,0,0,28,0,4,10,91,104,99,25,11,3,349,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,9,3,12,42,114,120,138,137,39,12,605,25,64,83,186,86,126,103,39,7,713,599,1593,2239,3185,2048,2038,1264,492,119,13577,0,0,0,0,0,0,0,0,0,0,581,1365,1704,2049,1241,845,205,83,66,8144,0,0,0,0,3,0,0,0,0,9,0,0,3,16,22,8,10,5,0,61,0,0,0,3,5,0,0,0,0,7,0,0,3,3,3,4,0,0,0,13,0,3,0,8,5,11,14,3,0,48
POA3039,0,0,0,0,0,3,3,0,0,5,0,0,0,7,3,0,8,0,0,20,0,0,0,10,0,0,0,0,0,11,0,0,3,9,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,9,0,0,0,4,3,4,0,0,0,14,0,3,4,15,3,3,0,0,0,33,0,0,5,22,10,9,4,0,0,61,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,3,8,19,87,20,15,15,9,9,192,22,21,27,145,57,57,33,34,11,402,416,740,841,2205,981,748,516,282,140,6875,0,0,0,0,0,0,0,0,0,0,347,665,761,1498,712,559,233,144,121,5043,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,12,0,0,0,0,0,17,0,0,0,3,4,3,7,0,0,17
POA3040,0,0,0,0,3,3,0,0,0,6,0,3,4,28,9,12,7,3,0,61,0,0,0,3,0,0,0,0,0,3,0,3,6,7,0,0,0,0,0,19,0,0,0,3,6,3,0,0,0,12,0,0,0,13,6,0,0,0,0,18,5,6,0,15,8,7,3,0,0,40,0,4,7,38,30,14,7,3,0,100,0,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,3,11,23,123,46,33,34,10,15,303,31,66,78,260,107,80,55,38,19,725,643,1547,1805,3573,1846,1507,849,442,228,12432,0,0,0,0,0,0,0,0,0,3,542,1327,1499,2536,1482,1134,532,318,299,9669,0,0,0,11,0,0,0,0,0,14,0,0,0,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,6,0,17,6,3,3,0,0,40,0,0,3,8,6,0,4,3,0,23
POA3041,0,0,0,0,0,0,0,0,0,0,0,8,0,16,11,7,7,0,0,49,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,12,0,0,0,42,0,5,3,7,4,0,0,0,0,18,0,0,7,18,5,6,0,0,0,36,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,13,49,17,5,6,9,3,113,9,27,26,117,33,29,29,24,13,311,321,887,827,1608,884,749,448,253,131,6093,0,0,0,0,0,0,0,0,0,0,271,686,714,1119,690,589,269,183,137,4666,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9
POA3042,0,0,0,0,3,3,6,3,0,15,0,0,3,8,11,8,3,0,0,39,0,0,0,4,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,10,0,0,0,0,3,0,11,0,0,20,0,0,0,3,4,4,0,0,0,14,0,3,0,0,8,0,0,0,0,16,0,0,0,6,7,8,0,4,0,28,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,6,57,22,21,27,18,12,175,17,32,36,135,63,46,55,41,15,434,499,863,822,2260,1065,771,682,471,192,7622,0,0,3,3,0,0,0,0,0,4,457,755,645,1752,755,543,340,228,96,5568,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,0,0,14,0,0,4,3,3,3,7,0,0,14
POA3043,0,0,0,0,3,5,8,11,0,26,0,6,18,36,30,32,27,5,3,156,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,13,0,0,0,3,0,0,0,3,0,7,0,0,3,13,32,27,6,3,0,79,0,3,4,4,0,0,0,0,0,16,0,4,0,9,10,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,93,43,62,37,39,5,322,35,53,61,195,90,82,75,48,10,648,558,967,1016,2532,1057,988,965,493,130,8712,0,0,0,0,0,0,0,0,0,0,488,758,713,1723,603,527,447,176,63,5498,0,0,0,0,0,0,0,0,0,3,0,0,4,9,6,4,5,0,0,29,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,9
POA3044,0,0,0,3,6,0,3,0,0,10,0,16,8,30,21,7,4,3,0,83,0,0,0,8,0,0,0,0,0,13,0,4,9,9,0,0,0,0,0,23,0,0,0,3,3,6,3,0,0,15,0,0,3,43,49,17,3,4,0,123,0,3,3,16,7,5,0,0,0,35,0,10,5,31,17,7,5,0,0,71,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,14,13,16,177,38,28,35,19,7,356,56,91,92,328,129,83,66,49,32,933,919,1674,1598,4375,1850,1179,732,541,356,13217,0,0,0,0,0,0,0,0,0,0,839,1279,1231,2775,1283,817,305,303,357,9182,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,0,0,13,0,3,0,0,0,18,0,0,0,10,3,7,0,0,0,17
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,25,3,3,0,0,0,39,0,3,9,29,9,5,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,0,0,0,3,12,0,5,3,27,5,9,7,79,38,19,11,4,0,175,0,0,8,10,0,0,0,0,0,19,0,0,3,15,0,0,0,0,0,23,0,0,0,7,3,3,0,0,0,21,0,6,11,148,108,56,17,17,3,363,0,3,3,13,5,3,3,0,0,36,0,5,5,55,28,32,12,0,3,150,0,0,0,0,0,0,3,0,0,7,0,0,3,7,0,0,0,0,0,9,11,39,46,218,84,46,60,37,20,560,90,128,144,420,147,115,101,89,49,1279,1266,1890,2164,6023,1884,1391,1014,884,428,16937,0,0,0,10,0,0,0,0,0,11,1014,1322,1330,2627,1099,740,430,436,278,9284,0,0,4,19,0,0,0,0,0,32,0,0,0,7,3,4,3,0,0,26,0,0,0,0,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,18,0,0,0,3,3,0,4,0,0,6
POA3047,0,0,0,0,0,0,3,6,0,8,0,5,15,55,23,8,6,3,0,118,0,0,0,0,0,0,0,0,0,3,0,0,5,6,0,0,0,0,0,10,0,0,0,0,4,3,0,0,0,11,8,14,35,218,175,133,70,39,4,696,0,0,0,0,3,0,0,0,0,10,0,5,12,45,44,29,15,4,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,24,56,88,262,120,99,48,35,8,739,107,158,149,316,159,112,79,45,14,1147,913,1519,1673,3352,1287,941,568,360,119,10730,0,3,4,3,0,0,0,0,0,16,690,967,864,980,328,260,204,210,52,4560,0,0,0,13,3,0,0,0,0,25,0,0,0,6,4,6,3,8,4,33,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,8
POA3048,0,0,0,0,0,7,0,0,0,15,0,0,3,17,10,10,6,3,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,7,0,4,0,3,0,5,3,0,0,17,0,19,51,244,266,156,91,40,3,870,0,0,3,0,0,0,0,0,0,6,0,0,3,50,55,66,18,3,3,195,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,62,48,211,106,92,57,27,4,620,45,119,110,195,108,58,56,30,0,730,679,1416,1491,2447,1180,857,563,273,40,8944,0,0,0,0,0,0,0,0,0,3,569,1016,1023,903,303,220,170,87,34,4327,0,0,0,12,0,0,0,0,0,10,0,0,0,6,7,0,0,3,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,3,0,0,18
POA3049,0,0,0,0,8,4,3,0,0,15,0,3,3,13,12,13,9,6,0,51,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,7,0,0,0,13,20,10,8,4,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,37,22,24,12,3,144,12,15,33,70,43,42,31,8,8,268,259,556,640,1146,709,612,380,162,45,4500,0,0,0,0,0,0,0,0,0,3,196,512,569,904,442,420,161,52,18,3278,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,3,0,6,0,0,29,4,0,6,31,3,0,14,3,3,59,0,0,0,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,0,0,0,3,4,3,0,0,0,10,0,6,3,26,0,3,0,0,0,38,0,0,12,39,0,0,0,0,0,52,0,0,14,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,3,3,0,13,0,8,9,42,8,0,4,3,0,75,3,8,27,54,22,21,8,6,3,153,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,5,18,87,292,61,36,17,16,0,535,51,79,206,365,85,77,44,27,15,947,291,512,1758,3062,611,471,303,151,46,7205,0,0,4,0,0,0,0,0,0,6,228,329,753,1187,243,206,118,73,14,3144,0,0,3,3,0,0,0,0,0,8,0,0,0,3,0,5,3,0,0,12,0,0,3,4,0,0,0,0,0,9,0,0,9,19,4,0,0,0,0,29,0,0,3,10,3,7,3,0,0,25
POA3052,0,0,0,0,0,0,0,0,0,3,0,0,6,9,0,3,0,0,0,22,0,0,0,4,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,6,7,0,0,0,0,0,24,0,0,3,3,7,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,11,84,8,6,4,3,0,125,15,4,69,94,21,22,21,25,43,310,109,110,742,1025,204,164,138,95,89,2674,0,3,0,0,0,0,0,0,0,4,80,83,394,443,97,103,93,53,46,1382,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,11,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,12
POA3053,0,0,0,0,3,0,3,0,0,6,0,0,36,34,0,0,4,0,0,76,0,0,35,33,0,0,0,0,0,71,0,0,24,35,3,0,0,0,0,68,0,3,0,4,5,0,0,0,0,9,0,0,0,14,3,5,0,3,0,24,0,0,18,38,0,4,0,0,0,64,0,3,28,44,11,14,6,0,0,108,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,11,17,156,258,47,35,19,17,0,558,25,44,296,323,75,40,38,21,6,866,220,360,3582,3044,451,365,283,164,65,8529,0,0,0,0,0,0,0,0,0,0,149,216,679,916,187,174,137,62,39,2558,0,0,8,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,8,0,0,14,27,0,0,0,0,0,42,0,0,0,18,0,0,0,3,0,27
POA3054,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,11,0,3,4,25,3,5,3,0,0,41,0,0,5,0,0,7,0,0,0,9,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,8,13,51,9,7,18,10,0,119,12,14,38,108,24,37,21,8,4,276,208,286,540,1603,438,366,336,122,62,3973,0,0,0,0,0,0,0,0,0,0,162,224,501,1248,329,273,250,67,22,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,10
POA3055,0,0,0,0,0,0,0,0,0,4,0,0,0,11,4,0,3,0,0,19,0,0,0,11,0,0,0,0,0,11,0,4,0,5,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,9,7,9,4,0,0,28,0,3,0,25,6,0,3,0,0,39,0,3,5,16,3,8,0,0,0,42,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,4,32,157,32,33,24,9,4,294,24,28,39,193,51,53,31,33,13,465,398,575,811,2878,801,588,373,252,122,6800,0,0,0,0,0,0,0,0,0,0,336,471,730,1743,555,361,158,76,69,4496,0,3,0,20,0,0,0,0,0,22,0,0,0,10,4,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,0,0,0,30,4,3,0,8,3,0,0,0,0,19
