POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA3150,462,1054,876,6192,212,8787,0,4,0,9,0,11,17368,111,230,106,82,17900,228,21,9,39,4,303,380,75,30,119,7,608,2829,1002,761,6126,148,10871,318,8,40,0,0,362,186,12,11,67,3,277,522,114,67,600,10,1318,1641,190,122,522,24,2502,199,20,26,41,3,295,4361,30,33,23,19,4470,551,250,167,2325,44,3345,1352,278,107,659,21,2419,838,0,20,0,0,859,85,8,9,14,0,126,76,8,9,8,0,97,116,35,12,48,3,217,41,3,0,0,0,52,135,40,32,12,0,222,345,26,16,35,3,426,223,7,13,16,0,255,609,270,187,1881,36,2981,123,3,9,15,3,157,214,12,13,4,0,241,116,0,7,19,0,139,2362,49,30,19,17,2471,114,14,3,12,0,143,1022,9,26,6,10,1076,81,18,14,91,0,204,6334,245,274,380,59,7287,206,11,16,76,1918,2220,39658,2360,1877,13657,2526,60079
POA3151,77,229,159,1207,24,1697,0,0,0,3,0,3,2671,8,20,17,12,2739,36,3,0,12,4,53,46,11,10,21,0,87,367,151,125,1156,24,1822,97,3,6,3,0,106,27,0,0,7,3,41,97,22,17,85,6,227,782,71,33,153,17,1052,41,7,0,3,0,47,486,6,7,0,0,497,95,42,34,455,6,635,310,52,17,146,6,528,92,0,0,0,0,94,20,7,3,0,0,26,25,6,0,0,0,28,19,7,3,12,0,38,9,0,0,0,0,11,23,12,7,0,0,45,68,4,10,12,3,91,40,0,0,0,0,44,88,59,36,379,10,562,6,0,0,0,0,9,17,4,0,0,0,25,24,3,4,0,0,32,249,8,4,0,3,266,17,3,0,0,0,18,248,3,3,0,6,264,7,4,0,20,0,34,875,80,51,73,3,1085,59,6,0,19,305,391,6426,487,330,2629,403,10273
POA3152,213,939,694,5486,120,7452,0,0,0,3,0,3,6916,45,114,74,52,7200,94,4,6,18,0,129,341,66,45,120,3,581,1837,804,624,5182,175,8622,303,7,26,0,0,340,80,12,3,47,0,139,360,77,53,409,10,908,510,93,44,228,9,879,167,20,7,16,3,212,1629,18,15,15,11,1696,401,162,125,1693,35,2415,653,159,67,518,9,1407,251,0,0,0,0,259,74,10,7,20,0,105,29,0,5,8,4,49,87,22,5,61,0,171,42,4,9,3,3,65,105,36,36,25,0,200,143,17,17,28,0,207,70,4,4,7,0,87,485,194,143,1454,16,2297,95,5,11,8,0,122,123,6,8,4,0,142,96,3,3,21,0,128,788,22,19,15,0,841,40,9,0,11,0,64,386,0,13,4,0,401,69,8,6,76,0,162,2881,206,163,254,29,3530,142,10,16,105,1003,1273,17342,1744,1351,11227,1431,33092
POA3153,149,709,530,4902,92,6382,0,4,0,22,0,24,1489,21,29,41,7,1595,52,9,3,15,0,83,230,58,54,172,6,520,1386,669,541,4297,92,6992,280,7,22,0,0,307,63,15,3,43,0,124,415,80,50,429,10,980,129,40,12,100,4,282,97,12,7,14,0,139,734,16,9,7,0,764,258,162,137,1402,27,1988,232,88,38,275,3,637,77,0,4,0,0,86,20,4,4,7,0,32,21,0,3,3,0,32,39,17,7,16,0,83,40,6,3,5,0,61,67,25,30,13,0,130,143,7,9,41,0,206,44,3,5,17,0,61,334,148,114,1147,14,1757,50,3,0,0,0,58,100,8,11,10,0,124,66,7,0,14,0,91,206,18,3,8,0,232,20,3,3,3,0,25,216,4,14,3,9,247,34,13,5,50,0,100,1501,146,98,206,18,1968,78,13,8,108,1119,1323,7423,1304,1033,9427,1357,20554
POA3154,22,217,132,1370,25,1763,0,0,0,0,0,0,41,0,3,12,0,53,5,3,0,6,0,17,78,24,13,56,0,175,379,195,139,1146,18,1886,12,0,3,0,0,12,10,4,0,10,0,26,127,37,7,140,5,321,11,0,0,8,0,23,12,3,0,4,0,17,19,0,0,0,0,22,58,50,13,347,3,473,53,22,3,67,0,149,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,10,3,3,11,0,30,3,0,0,3,0,12,16,17,4,3,0,37,25,3,7,6,0,46,10,3,0,3,0,20,68,31,41,328,7,476,0,0,0,0,0,0,6,4,0,0,0,12,5,0,0,3,0,11,14,4,0,3,0,28,0,0,0,0,0,0,5,0,0,0,0,5,11,8,0,30,0,48,156,38,21,37,3,249,14,0,3,41,252,307,957,380,231,2545,302,4419
POA3155,195,865,628,5580,112,7377,0,3,5,17,0,25,1125,13,34,36,8,1213,48,17,5,12,0,81,335,81,61,176,9,665,1700,847,642,4960,108,8260,179,0,17,0,0,195,64,10,3,43,0,119,395,111,63,532,4,1103,145,40,20,95,7,306,84,19,7,29,4,139,645,6,11,14,0,671,379,219,140,1769,40,2546,292,112,50,329,8,792,83,0,0,0,0,88,24,14,4,3,0,45,9,0,0,3,0,14,35,27,8,31,3,107,31,7,3,3,0,45,64,29,26,18,3,131,143,19,10,55,0,219,49,3,3,11,0,66,382,199,162,1487,33,2256,44,0,4,0,0,57,78,9,6,9,0,103,61,5,3,19,0,93,220,14,4,4,0,245,9,8,0,0,0,21,68,3,11,5,0,83,66,17,3,58,0,147,1259,166,157,158,17,1757,88,15,4,130,997,1241,7022,1669,1210,11013,1281,22195
POA3156,236,1613,1108,9963,142,13061,0,0,3,23,0,32,1679,24,45,86,20,1865,119,28,15,49,3,214,528,148,101,278,8,1061,2885,1434,1076,8160,170,13726,342,12,45,11,0,406,94,8,8,64,4,176,634,186,116,770,26,1728,333,99,37,234,6,706,150,25,21,25,4,221,698,17,18,13,4,755,642,358,238,2849,34,4130,827,191,133,698,28,1880,123,0,4,3,0,135,57,14,0,22,3,94,35,3,3,14,0,57,115,39,25,96,0,276,69,15,8,6,5,98,126,50,41,28,0,246,257,27,35,64,3,391,72,8,11,19,0,118,627,340,231,2241,33,3470,84,15,7,15,6,126,168,31,34,8,0,243,130,11,5,24,3,165,449,30,25,23,0,528,37,6,3,12,0,57,129,0,18,3,0,148,123,33,27,77,0,265,2272,295,217,411,41,3233,97,16,11,189,1390,1704,11881,2950,2110,18694,1826,37464
POA3158,32,358,265,1819,32,2509,0,0,0,0,0,6,56,5,3,16,0,80,10,3,0,10,0,31,126,35,30,79,0,275,626,382,254,1736,17,3016,29,0,9,0,0,41,16,7,6,22,0,56,122,47,25,175,7,370,24,12,7,11,0,53,37,9,7,10,0,65,27,3,3,3,0,43,138,105,59,679,12,990,59,35,18,79,5,196,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,7,21,6,0,14,0,43,11,0,4,0,0,20,47,10,19,8,0,80,48,12,19,13,0,93,30,0,3,0,0,34,126,87,63,525,8,804,13,4,0,0,0,13,24,7,4,3,0,38,12,0,3,3,0,17,11,5,3,0,0,23,3,0,0,3,0,6,4,0,0,4,0,7,28,4,8,17,0,66,230,73,61,87,0,459,11,0,4,23,214,255,1507,688,501,3674,275,6652
POA3159,12,128,84,756,9,990,0,0,0,6,0,6,22,0,0,3,0,24,3,0,0,3,0,10,56,24,7,31,0,121,232,135,80,650,11,1117,3,0,0,0,0,3,15,3,0,4,0,23,74,14,8,64,0,169,16,0,0,3,0,22,4,3,0,3,0,13,3,0,0,0,0,5,54,38,20,245,3,361,29,8,11,30,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,0,3,0,13,0,0,0,0,0,0,3,3,0,0,0,7,16,0,3,11,0,32,8,0,0,0,0,8,59,27,26,218,8,339,6,0,0,0,0,6,15,3,0,0,0,19,0,0,0,4,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,0,26,108,33,15,35,3,198,4,0,3,21,175,196,577,242,149,1474,202,2648
POA3160,44,522,343,2459,43,3411,0,0,0,0,0,0,57,12,10,22,4,96,16,10,3,5,0,36,195,66,37,108,4,406,917,481,295,2325,50,4068,23,0,4,0,0,23,36,15,0,27,0,79,168,53,34,229,3,486,55,17,7,51,0,127,27,5,3,9,0,47,22,16,6,0,0,45,193,129,83,943,20,1361,104,43,20,121,5,293,3,0,0,0,0,3,3,3,0,0,0,5,3,4,0,6,0,11,27,4,6,25,0,56,17,8,7,0,0,29,30,22,8,3,0,63,50,10,13,23,4,102,8,0,0,7,0,20,226,124,89,681,11,1139,9,3,3,3,0,19,27,3,4,4,0,39,18,0,0,11,0,26,22,3,4,5,0,32,0,3,0,0,0,3,12,0,0,0,0,11,36,12,0,20,0,72,357,111,78,141,3,688,18,3,10,37,334,403,2083,945,609,4929,445,9014
POA3161,216,689,556,2166,36,3675,0,0,0,5,0,5,734,5,19,21,13,798,29,5,8,5,0,51,69,13,11,37,0,133,900,369,270,1422,33,2993,75,0,3,0,0,83,131,25,17,30,5,204,277,73,45,221,3,623,230,44,24,84,4,385,224,27,21,48,0,320,422,4,3,10,7,445,228,98,65,729,5,1130,179,52,15,144,10,400,22,0,0,0,0,22,16,10,0,4,0,31,17,3,0,0,0,20,12,7,9,9,0,42,18,3,0,0,0,23,59,12,13,0,0,87,1029,195,108,269,15,1620,434,50,19,84,3,590,154,83,62,470,8,768,29,5,3,0,0,34,401,40,34,13,3,491,54,3,4,4,0,59,57,4,0,0,0,59,18,3,3,3,0,28,66,0,3,0,0,73,5,0,3,24,0,41,2533,397,327,434,24,3718,113,19,21,69,903,1122,7342,1391,1048,4458,1031,15269
POA3162,253,771,524,2346,44,3933,0,0,0,0,0,0,799,5,28,18,5,852,47,10,9,8,0,69,80,36,17,32,0,163,1129,433,266,1720,39,3595,82,0,11,0,3,98,150,15,17,28,3,201,347,61,63,210,10,682,463,76,33,187,11,765,217,30,14,27,3,285,343,11,11,6,3,365,260,87,53,799,11,1215,284,69,29,172,8,559,15,0,0,0,0,15,27,3,0,7,0,39,12,3,0,5,0,19,28,3,5,14,0,51,17,0,0,6,0,20,91,26,20,10,0,146,1024,163,107,230,6,1531,815,53,50,65,6,988,217,89,61,502,11,876,52,3,3,3,0,57,701,83,47,10,3,840,49,4,0,10,3,68,60,9,5,3,5,76,22,0,0,4,0,27,59,0,6,0,0,71,16,4,3,19,0,45,3077,381,302,368,23,4154,140,23,12,64,825,1062,9110,1494,1021,4850,981,17448
POA3163,277,981,755,4493,66,6574,0,0,0,8,0,12,4076,40,76,51,21,4259,107,16,12,20,0,155,197,44,44,117,3,404,1633,847,583,4209,69,7346,247,3,36,5,0,295,157,33,13,66,3,277,332,98,64,473,9,979,1178,130,83,377,14,1774,136,28,12,28,0,200,3242,25,22,12,15,3316,506,277,170,2137,33,3124,587,170,81,459,10,1307,323,3,0,0,0,325,34,0,4,13,0,50,17,3,3,3,0,26,50,13,14,33,0,107,41,0,3,0,0,42,124,57,38,5,0,225,423,69,55,100,0,641,666,30,27,29,14,763,376,197,145,1429,30,2170,94,8,7,13,0,122,236,22,24,7,4,294,99,13,4,13,0,125,325,21,21,16,0,383,44,3,9,3,0,55,271,3,8,0,3,286,54,22,15,68,0,153,3628,250,295,312,35,4524,155,0,9,85,1363,1617,17359,1977,1519,9880,1619,32353
POA3165,284,953,661,4706,66,6672,0,0,0,10,0,7,1965,54,69,43,20,2149,89,14,18,23,0,148,171,44,31,76,5,326,1474,716,558,4045,89,6875,147,5,34,3,3,190,113,12,16,38,0,188,330,109,74,445,9,969,1554,201,121,565,28,2468,133,28,16,18,0,196,1004,19,16,11,10,1056,395,227,137,1904,25,2691,864,184,119,543,11,1719,147,0,3,0,0,150,94,27,0,24,0,147,22,3,0,7,0,33,55,16,16,26,0,115,36,10,3,3,3,59,127,48,32,14,0,217,445,75,52,80,8,664,851,30,26,33,3,946,386,190,137,1147,27,1882,91,9,0,9,0,109,341,27,23,5,0,389,73,7,9,20,0,113,246,13,18,13,4,297,56,8,3,9,3,78,200,11,18,4,0,230,32,8,13,44,0,98,3098,308,236,291,28,3958,120,21,11,73,1025,1259,12904,2012,1460,9955,1302,27635
POA3166,204,609,501,2983,53,4334,0,0,0,8,0,6,3030,21,40,28,11,3139,68,5,9,29,0,111,101,53,33,51,0,237,993,503,372,2662,60,4590,168,4,19,5,0,197,112,8,10,14,0,152,175,71,45,223,7,521,2392,200,136,549,39,3319,60,5,3,20,0,99,1473,21,17,12,3,1527,265,185,91,1300,15,1855,1107,172,89,482,21,1871,330,0,3,0,3,337,50,11,6,24,0,90,23,6,0,3,0,37,51,7,10,29,3,101,26,3,4,4,3,48,91,32,17,10,0,150,174,18,21,30,0,243,149,5,12,7,3,178,255,145,113,837,12,1366,85,6,3,13,0,105,48,11,8,3,0,69,98,16,11,17,0,146,406,10,23,22,4,454,36,8,3,3,0,47,334,14,11,3,0,359,24,9,6,29,0,73,2249,203,176,171,17,2813,107,14,7,60,1166,1352,13205,1420,1054,6700,1377,23757
POA3167,95,251,161,1040,16,1563,0,0,0,9,0,11,919,11,16,10,10,969,32,3,5,7,0,50,44,7,5,10,0,75,432,182,121,958,26,1714,151,3,7,0,3,165,43,10,0,11,0,59,76,17,10,95,7,206,964,125,43,218,20,1377,42,7,0,6,0,62,570,4,5,0,0,584,134,66,31,468,17,711,375,66,28,173,6,650,71,0,4,0,0,80,54,4,6,10,0,81,11,0,0,4,0,18,18,5,5,19,0,43,7,3,0,3,3,19,26,14,11,10,0,49,91,3,3,5,3,111,112,4,4,4,0,133,108,46,24,330,7,513,21,0,0,6,0,34,37,0,3,0,0,40,25,3,0,3,0,31,131,12,0,8,0,146,22,3,0,3,0,28,176,4,8,0,0,187,6,3,0,16,0,25,1154,68,72,63,17,1373,57,0,4,37,379,482,5363,570,347,2485,497,9261
POA3168,132,199,193,1043,20,1587,0,0,0,3,0,4,7185,11,39,14,30,7284,40,3,0,6,0,48,67,10,10,39,0,124,690,176,136,967,31,2006,240,0,15,0,0,259,42,5,5,7,0,62,109,25,14,114,4,265,804,84,39,125,7,1058,41,3,7,5,0,49,2104,10,3,0,15,2133,109,64,43,405,7,624,529,55,30,160,16,788,290,0,0,0,0,290,23,4,0,0,0,28,8,0,0,0,0,11,20,4,0,14,0,40,25,4,3,0,0,33,39,11,7,9,0,72,70,3,12,15,0,96,81,4,0,0,0,83,90,28,38,305,5,462,29,5,0,0,0,33,13,9,3,0,0,24,57,3,0,3,0,67,542,10,0,5,6,566,23,0,0,0,0,24,444,3,7,3,7,455,12,0,0,11,0,24,3012,68,82,78,19,3262,101,0,5,15,1098,1223,15784,488,411,2276,1238,20197
POA3169,299,271,207,1056,29,1861,0,0,0,6,0,6,3086,19,47,16,21,3184,107,0,0,4,3,114,103,16,7,21,0,157,885,164,124,929,33,2140,485,13,14,3,5,515,103,3,0,10,0,113,156,25,19,98,5,303,1928,147,122,289,22,2499,84,0,0,8,0,90,2504,7,8,0,15,2533,156,39,28,343,5,573,663,73,18,181,14,954,165,0,3,0,0,168,127,18,4,9,0,157,31,3,11,4,0,45,39,3,8,19,0,74,91,3,0,0,3,95,55,8,5,0,0,72,121,5,4,15,0,145,171,4,3,0,0,184,141,38,16,263,3,458,68,8,0,0,0,77,22,0,0,0,0,26,80,3,0,0,3,93,442,5,8,0,0,462,85,11,0,0,0,99,796,6,12,3,7,828,4,0,0,3,0,14,4291,124,98,83,40,4626,198,8,6,35,838,1089,15505,657,500,2424,1024,20122
POA3170,272,370,311,2109,36,3099,0,0,0,8,0,13,3005,17,47,17,18,3095,158,12,3,12,0,195,144,25,16,44,3,227,779,297,224,1880,52,3226,204,11,19,3,9,245,77,5,7,14,0,107,205,24,33,147,3,407,1186,135,82,432,20,1857,79,11,4,19,0,114,1053,7,14,23,8,1103,171,68,44,750,19,1050,813,146,88,331,28,1399,110,0,3,0,0,114,101,19,9,7,0,138,60,8,4,3,0,76,53,13,5,25,0,94,23,3,3,3,0,31,53,13,10,11,0,80,168,13,8,18,3,216,71,0,0,8,0,80,208,65,51,552,6,876,136,10,0,3,0,160,44,8,3,0,0,58,64,0,12,16,3,91,781,12,12,18,3,823,47,5,7,6,0,59,672,20,20,0,4,719,16,6,3,22,0,52,2447,151,140,140,22,2897,89,9,8,32,885,1022,11934,934,713,4707,1081,19368
POA3171,384,119,105,649,16,1277,0,0,0,4,0,9,4224,19,39,13,64,4355,78,3,0,0,0,79,54,5,4,3,0,63,858,109,62,554,34,1619,246,0,18,0,3,267,45,0,0,3,0,49,105,21,4,48,4,181,494,41,17,57,3,610,62,0,0,0,0,61,1650,7,5,3,12,1676,61,30,27,209,7,335,395,31,10,43,5,486,208,0,8,0,0,215,9,0,0,0,3,19,32,0,4,0,0,43,104,0,0,9,3,115,65,3,0,0,0,69,49,10,0,0,0,58,72,4,0,4,0,84,26,0,0,0,0,27,94,35,25,145,0,308,60,0,0,7,0,69,20,0,0,3,0,26,68,3,0,3,0,82,279,6,0,0,3,284,94,3,0,4,0,104,5105,27,53,9,69,5265,15,3,3,8,0,25,5001,54,60,38,48,5211,337,3,14,26,1145,1517,18286,347,295,1356,1424,21714
POA3172,377,483,367,2950,64,4242,0,3,0,3,0,3,2817,14,53,38,59,2989,104,7,3,26,0,143,142,22,26,42,0,233,1372,384,305,2582,54,4699,192,0,10,3,0,217,87,9,6,33,0,136,198,22,23,221,7,471,552,80,49,172,4,855,85,5,0,18,0,105,866,21,15,10,10,919,236,88,69,916,23,1330,453,106,45,253,3,855,30,3,3,0,0,39,89,15,9,12,0,129,24,8,0,0,0,30,70,19,5,24,0,116,33,0,3,0,3,38,54,11,13,4,3,86,101,10,11,7,0,133,70,8,3,0,0,86,278,110,86,741,17,1222,70,14,7,0,0,86,66,6,0,0,0,81,90,4,0,7,0,100,220,19,16,6,0,259,119,10,9,6,0,143,3106,15,32,13,30,3198,42,8,3,24,3,72,4282,132,142,130,78,4763,224,9,10,58,881,1194,14143,967,802,5994,1184,23089
POA3173,473,390,314,1744,39,2957,0,0,0,3,0,3,4405,36,65,41,40,4584,157,20,9,13,0,204,206,16,16,37,3,271,1203,265,200,1454,49,3169,457,7,29,0,3,493,168,3,7,24,4,206,184,32,28,108,3,366,459,76,36,127,10,708,71,3,3,5,10,94,1825,17,30,7,8,1895,202,68,50,554,9,872,548,91,67,251,12,970,50,3,0,0,0,54,127,19,15,4,0,164,56,4,3,0,0,63,90,19,12,39,0,150,75,15,0,0,0,88,94,17,15,3,0,129,143,14,4,24,0,183,103,0,0,3,0,105,187,76,50,356,5,678,238,4,9,10,0,254,73,3,6,0,0,89,122,3,0,5,0,137,944,47,24,13,3,1024,579,36,17,40,8,678,3108,17,39,15,32,3217,16,3,3,28,0,45,5693,166,171,116,61,6209,268,15,14,36,773,1106,19413,932,765,3639,1034,25785
POA3174,726,550,393,2546,101,4320,0,0,0,16,0,20,3121,23,49,14,46,3255,273,15,4,24,3,313,235,23,24,42,4,324,2028,435,285,2172,121,5039,681,13,42,7,4,748,251,11,3,14,3,283,303,41,32,157,12,537,932,95,51,153,9,1246,215,11,14,5,5,258,3422,19,35,4,30,3502,264,100,73,735,18,1186,845,110,45,184,22,1201,97,0,3,0,0,96,176,25,16,21,9,244,93,6,8,8,0,117,123,18,16,22,3,173,149,8,6,9,0,177,96,22,13,7,0,137,287,14,11,36,10,357,119,4,0,4,3,127,293,97,65,560,18,1041,361,7,8,19,7,399,51,10,6,5,5,81,213,6,11,7,3,241,1435,31,16,16,13,1504,289,23,11,14,3,342,4023,36,50,19,36,4165,24,4,0,38,0,71,10875,235,187,155,172,11618,560,16,21,60,1901,2550,28775,1236,918,5059,2470,38461
POA3175,1250,644,511,3235,166,5807,3,0,3,43,0,54,2382,13,42,31,25,2495,432,25,8,24,15,498,385,47,40,70,16,555,2486,527,373,2917,148,6445,767,9,35,5,3,808,210,10,3,19,11,257,381,61,42,251,18,739,1044,134,52,247,31,1503,225,16,14,20,7,270,4772,20,15,11,33,4857,371,116,88,1010,22,1596,1262,170,107,334,43,1917,62,0,0,0,0,62,601,58,39,29,19,740,334,31,15,7,6,392,101,18,11,33,3,172,270,9,26,6,6,310,154,27,22,11,0,211,467,23,16,24,13,546,317,20,5,10,32,384,441,110,100,761,26,1439,1331,40,29,14,30,1438,119,16,10,9,0,150,254,12,15,10,6,302,2203,17,17,7,16,2265,435,49,15,17,6,533,1161,14,33,12,10,1238,41,3,4,28,3,74,18268,399,322,310,244,19546,895,47,39,87,3423,4493,39230,1680,1290,6867,4229,53297
POA3177,277,187,154,1116,52,1779,0,6,0,12,3,21,344,0,17,20,3,385,99,13,0,3,0,112,95,11,12,16,0,133,677,148,109,830,49,1817,219,7,17,3,3,254,54,0,0,10,0,67,89,16,15,91,3,214,105,7,3,14,12,144,74,3,3,22,3,113,642,4,4,3,3,665,109,22,19,246,7,407,87,35,8,49,8,182,7,0,0,0,0,7,58,8,4,0,4,73,48,4,0,0,0,51,35,4,0,12,0,55,54,6,4,0,0,68,44,6,3,0,3,63,96,7,8,3,3,120,44,3,0,0,0,54,154,38,29,219,11,443,467,17,8,3,10,505,12,0,5,0,0,12,56,0,6,18,0,84,403,3,3,5,0,414,79,5,3,0,0,91,256,10,8,0,9,283,8,3,0,10,0,23,3631,78,38,63,61,3872,204,7,8,44,690,957,7638,426,300,2044,903,11306
POA3178,330,1139,817,6491,65,8849,0,0,0,12,0,13,3608,27,80,76,26,3822,171,15,11,28,3,226,377,101,46,158,4,690,2031,911,612,5410,78,9047,372,5,28,4,0,408,152,14,9,41,0,217,384,103,57,551,8,1103,626,127,54,335,5,1145,178,31,18,48,0,275,1392,41,29,25,3,1501,410,209,154,1778,22,2572,1087,300,148,917,24,2476,133,0,0,0,0,136,153,14,23,24,0,215,67,17,9,29,4,124,147,40,26,83,0,291,48,0,5,0,0,56,106,51,34,22,0,214,296,23,25,54,3,398,94,3,5,8,0,117,438,197,150,1384,25,2180,99,6,6,7,0,126,207,20,17,5,6,246,128,3,4,22,0,159,1072,60,27,25,3,1182,60,3,0,14,0,74,383,7,10,0,3,403,59,14,17,50,3,137,3685,272,228,294,26,4517,97,15,3,102,835,1054,15991,2210,1565,12797,1103,33672
POA3179,58,213,127,1171,15,1573,0,0,0,0,0,0,826,9,15,10,0,859,12,3,0,0,3,18,52,11,3,29,0,95,349,189,112,946,16,1617,57,0,6,0,3,65,11,0,0,10,0,18,65,10,15,112,5,208,76,12,5,35,0,133,11,0,0,3,0,16,341,3,5,3,0,353,75,36,27,375,6,520,113,33,28,88,0,263,26,0,0,0,0,26,11,0,0,0,0,13,3,6,0,0,0,12,7,3,4,9,0,23,21,6,0,0,0,23,30,7,6,6,0,46,29,14,4,5,0,56,5,0,0,0,0,5,102,41,40,297,3,484,7,3,0,0,0,12,31,3,3,6,0,47,22,3,0,4,0,31,228,3,3,0,0,240,16,0,0,0,0,17,77,0,0,0,0,83,12,0,0,9,0,27,598,35,21,45,4,696,24,3,0,23,207,257,2893,361,253,2261,251,6022
