POA_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA3168,0,6,0,27,4,0,0,0,0,3,0,0,0,3,77,92,0,0,3,0,0,0,0,0,0,6,9,22,318,74,12,185,12,223,15,132,17,500,92,1579
POA3169,0,3,0,23,6,0,0,7,0,0,0,4,0,15,73,109,0,0,7,3,0,0,0,0,0,19,9,37,320,73,15,191,11,218,6,123,18,732,99,1816
POA3170,0,3,0,78,0,3,0,0,0,3,0,0,0,16,77,102,0,0,0,0,0,0,0,0,0,10,13,28,351,61,12,182,23,184,10,122,22,771,103,1839
POA3171,0,3,0,14,0,0,0,3,0,4,0,0,0,14,68,92,0,0,0,0,0,0,0,0,0,15,19,38,208,69,3,156,15,176,7,120,28,666,91,1548
POA3172,0,0,0,48,5,3,0,0,0,3,0,4,0,24,66,109,0,0,0,3,3,3,0,0,0,15,15,44,301,82,13,185,16,190,9,140,18,834,95,1884
POA3173,0,3,0,48,5,0,0,4,0,0,0,3,3,11,76,105,3,0,0,4,0,0,0,0,0,24,17,53,471,52,12,229,19,233,3,125,18,722,109,1988
POA3174,0,7,0,25,3,3,0,0,3,13,0,4,3,15,126,175,0,0,3,0,0,0,0,4,5,30,28,71,596,140,27,317,36,446,18,217,42,1109,172,3128
POA3175,0,8,0,49,7,0,4,4,0,6,0,7,0,20,188,240,3,0,3,0,0,0,0,7,0,56,35,104,557,166,25,383,39,543,23,262,50,1578,248,3868
POA3177,0,4,0,7,0,0,0,0,0,5,0,4,0,11,22,45,0,0,0,0,0,0,0,0,3,22,9,41,105,23,7,81,8,107,6,67,17,334,50,802
POA3178,6,3,0,121,0,0,0,8,3,8,0,4,3,19,93,151,11,0,3,0,0,0,0,0,7,22,7,54,610,107,9,361,34,309,10,190,30,915,122,2706
POA3179,0,0,0,12,0,0,3,3,0,0,0,0,0,3,22,33,0,0,0,0,0,0,0,0,0,15,0,15,96,19,4,69,3,67,3,54,7,173,30,513
POA3180,0,4,0,24,5,0,0,0,0,4,0,0,0,6,30,50,0,0,0,0,0,0,0,0,0,12,3,19,155,19,0,90,8,76,3,48,9,327,43,785
POA3181,3,3,0,467,10,0,0,3,0,3,0,0,0,6,187,210,3,0,0,0,0,0,0,3,0,3,9,19,1192,109,21,370,33,219,12,101,11,294,195,2544
POA3182,0,24,0,381,17,0,0,5,0,3,0,0,0,3,209,238,3,0,3,3,0,3,0,0,0,3,11,29,1283,142,30,475,56,319,23,127,19,261,231,2952
POA3183,0,13,0,264,9,3,0,3,3,5,0,0,0,4,117,136,0,0,0,0,0,0,0,0,0,6,4,17,831,104,18,340,30,159,13,85,3,208,120,1915
POA3184,3,7,3,303,5,0,0,3,0,0,0,0,0,8,121,139,4,0,3,0,0,0,0,0,0,8,3,16,810,75,24,283,41,176,11,79,9,157,130,1811
POA3185,0,10,0,178,6,3,0,3,0,0,0,0,0,6,72,95,3,0,4,0,0,0,0,0,0,4,3,16,463,67,4,197,15,122,10,100,8,243,80,1318
POA3186,3,125,0,631,4,0,0,0,0,4,0,0,3,23,156,192,4,0,0,4,0,3,0,0,0,18,10,39,470,141,17,261,23,255,12,242,28,745,177,2367
POA3187,0,19,0,211,0,0,0,3,0,3,0,0,0,11,84,100,3,0,0,3,0,3,0,0,0,15,5,33,237,73,10,156,8,125,14,144,12,493,91,1361
POA3188,0,26,0,221,4,0,0,3,0,4,0,0,0,3,80,98,3,0,0,0,0,0,0,0,0,6,17,26,357,59,9,168,15,159,8,114,13,469,99,1479
POA3189,0,0,0,28,0,0,0,0,0,0,0,0,0,4,40,51,0,0,0,0,0,0,0,0,0,8,4,8,138,19,3,67,5,53,0,46,3,167,39,547
POA3190,0,0,0,89,0,3,0,0,0,0,0,0,0,3,46,55,0,0,0,3,0,0,0,0,0,4,7,20,296,33,9,119,19,94,12,53,4,262,54,955
POA3191,3,16,0,162,3,0,0,7,0,0,0,3,0,3,58,76,3,0,0,0,0,0,0,0,3,12,3,20,216,56,3,128,13,93,9,87,6,284,70,967
POA3192,0,4,0,126,6,0,0,4,0,0,0,3,0,19,110,147,3,3,0,0,0,0,0,3,0,23,5,42,558,88,9,228,22,176,10,120,17,735,126,2089
POA3193,0,43,0,306,5,0,0,3,0,0,0,3,0,12,90,107,0,3,3,0,0,0,0,3,0,25,12,38,340,107,12,221,16,173,7,189,25,821,109,2018
POA3194,3,9,3,90,5,0,0,3,0,0,0,3,0,10,70,95,4,0,0,3,0,0,0,0,0,15,5,31,356,58,8,183,17,133,3,94,8,423,85,1368
POA3195,0,10,0,240,7,0,0,5,0,3,0,3,0,13,155,198,4,3,0,6,0,7,0,0,0,17,13,48,804,97,23,401,49,316,24,209,30,919,190,3058
POA3196,0,10,0,124,7,0,0,0,0,5,0,5,0,15,119,139,3,0,0,3,0,0,0,0,0,16,14,43,731,97,19,309,42,258,11,156,21,727,139,2499
POA3197,0,3,0,86,9,3,0,3,3,0,0,0,0,11,51,77,0,0,0,0,3,0,0,0,0,9,9,31,339,57,8,167,18,112,9,83,18,342,77,1227
POA3198,0,5,0,45,3,0,0,0,0,6,0,0,0,14,72,95,5,0,0,0,0,0,0,0,0,23,11,40,465,61,13,203,31,165,13,82,16,460,96,1604
POA3199,3,17,0,173,23,3,0,6,3,15,0,10,0,48,248,361,3,0,6,7,0,3,0,3,0,69,33,129,1080,207,36,703,70,490,41,378,65,1862,311,5251
POA3200,0,0,0,0,0,0,0,0,0,3,0,0,0,8,19,26,0,0,0,0,0,0,0,0,0,3,3,9,66,6,3,37,4,43,3,23,9,159,20,383
POA3201,0,0,0,12,8,0,0,5,0,3,0,0,3,8,74,103,0,0,0,3,0,0,0,3,0,11,11,33,457,38,14,243,32,209,10,84,16,418,94,1618
POA3202,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,3,0,3,63,12,0,22,7,18,0,23,3,53,17,222
POA3204,0,9,0,192,4,3,0,3,0,0,0,3,0,10,104,131,3,0,0,0,0,3,0,0,3,12,12,30,594,125,14,307,28,252,15,171,18,711,123,2372
POA3205,0,10,0,294,0,0,0,0,0,0,0,0,0,0,113,119,3,0,0,0,0,0,0,0,0,8,4,13,591,42,8,181,24,139,3,81,0,233,117,1426
POA3206,0,24,0,347,7,0,0,3,0,0,0,3,0,11,75,99,3,0,0,0,0,0,0,0,0,7,0,19,357,37,3,160,12,118,3,97,10,303,77,1178
POA3207,5,20,0,561,7,0,0,4,0,0,0,3,0,5,161,189,6,0,0,3,0,0,0,0,0,3,5,23,875,78,22,258,25,261,3,109,16,338,175,2168
POA3211,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,4,4,23,3,0,17,0,23,3,10,0,34,6,120
POA3212,0,3,0,52,7,0,0,0,0,7,0,0,0,20,64,103,3,0,0,0,0,0,0,3,0,8,8,25,356,37,7,228,24,154,17,90,13,508,86,1512
POA3213,0,0,0,19,0,0,0,0,0,0,0,0,0,0,17,17,0,0,3,0,0,0,0,0,0,5,0,8,61,10,5,52,10,45,3,21,0,138,20,358
POA3214,0,3,0,18,5,0,0,3,0,5,3,5,0,19,63,109,0,0,0,5,0,0,0,0,0,23,22,59,231,66,11,208,25,194,15,152,24,768,109,1807
POA3215,0,4,0,70,3,0,0,4,0,3,0,0,0,15,94,118,3,0,3,0,0,0,0,0,0,46,17,70,361,75,15,252,21,178,16,138,13,862,120,2057
POA3216,0,24,0,211,10,0,0,8,3,7,3,8,0,59,215,321,6,0,0,10,0,3,0,6,3,53,31,107,995,274,29,818,70,475,43,454,53,2204,280,5681
POA3217,0,0,0,29,8,0,0,0,0,3,0,0,0,3,28,37,0,0,0,0,0,0,0,0,0,3,0,3,249,30,7,123,11,31,9,38,7,99,30,640
POA3218,0,4,0,64,5,0,0,3,0,3,0,0,0,8,69,100,4,0,0,0,0,0,0,0,0,7,8,22,328,47,19,219,24,144,13,92,4,351,81,1323
POA3219,0,3,0,40,0,0,0,4,0,4,0,0,0,30,85,128,5,0,0,0,0,3,0,0,0,30,21,59,359,85,16,256,23,172,8,149,19,733,113,1941
POA3220,3,20,0,175,5,0,0,0,3,6,0,0,3,7,103,126,0,0,0,0,0,0,0,0,0,18,6,27,377,91,7,284,29,167,7,137,16,466,113,1696
POA3221,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,14,0,3,0,10,0,19,4,73
POA3222,0,12,0,62,0,0,0,3,0,11,0,3,0,14,73,101,0,0,0,0,0,0,0,0,0,25,21,50,240,92,10,214,14,135,14,159,26,820,112,1827
POA3223,0,4,0,29,0,0,0,0,0,0,0,0,0,27,35,65,0,0,0,0,0,4,0,3,0,18,7,40,77,57,13,98,6,91,5,108,14,660,59,1181
POA3224,0,9,0,30,0,0,0,6,0,3,0,0,0,13,59,85,3,0,0,3,0,0,0,3,0,28,12,53,282,64,14,214,20,108,18,97,17,682,83,1592
POA3225,0,12,0,36,0,0,0,0,0,0,0,0,0,8,30,40,0,0,0,0,0,0,0,0,0,5,3,6,57,34,0,45,5,22,3,64,10,352,36,625
POA3226,0,13,0,72,0,0,0,0,0,4,0,8,0,8,64,89,0,0,0,0,3,0,0,0,0,21,4,29,250,83,10,208,18,95,18,149,13,591,82,1505
POA3227,0,10,0,43,0,0,0,0,0,0,0,0,0,0,45,44,0,0,0,0,0,0,0,0,0,0,0,3,54,37,3,63,6,41,7,57,8,193,42,507
POA3228,0,16,0,122,4,0,0,4,0,3,0,6,0,9,115,147,0,0,0,0,0,3,0,4,0,21,12,38,359,99,17,255,14,104,10,150,14,647,130,1797
POA3230,0,3,0,19,0,0,0,0,0,0,0,0,0,3,20,27,0,0,0,0,0,0,0,0,0,8,0,8,41,19,7,38,0,25,3,22,3,144,20,334
POA3231,0,6,0,14,0,0,0,0,0,0,0,0,0,5,12,19,0,0,0,0,0,0,0,0,0,0,0,3,18,21,3,17,0,10,3,13,0,76,14,180
POA3232,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,3,0,0,0,5,19,14,0,22,0,9,0,17,5,49,9,134
POA3233,0,3,0,10,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,3,19,26,4,51,3,7,3,28,7,96,17,259
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,3,0,4,3,26
POA3235,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,13,0,3,0,9,0,12,3,54
POA3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,4,0,3,0,8,3,30
POA3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,6,0,28
POA3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,7,0,29
POA3239,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,6,0,6,0,12,8,48
POA3240,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,36,16,4,37,3,18,4,24,3,62,10,209
POA3241,0,0,0,5,0,0,0,0,0,0,0,0,0,5,10,23,0,0,0,0,0,0,0,0,0,6,6,14,34,27,3,41,4,33,5,30,4,107,23,319
POA3242,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,18,3,7,0,9,3,32,3,111
POA3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,13,0,3,0,7,0,3,3,39
POA3249,0,0,0,11,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0,6,68,32,9,70,7,38,3,39,7,97,26,402
POA3250,0,9,0,21,7,0,0,7,0,0,0,3,0,17,38,72,0,0,5,5,0,0,0,0,0,16,12,33,211,65,12,179,22,92,7,85,19,465,64,1221
POA3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3,9,0,4,0,15,3,53
POA3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,3,0,0,0,13,0,31
POA3260,0,3,0,15,0,0,0,0,0,0,0,0,0,6,28,37,0,0,0,0,0,0,0,0,0,4,7,11,104,37,8,89,11,51,4,45,8,216,32,607
POA3264,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,3,0,3,48,4,3,34,3,12,0,20,3,77,16,221
POA3265,0,0,0,15,3,0,0,0,0,0,0,0,0,3,10,21,0,0,0,0,0,0,0,0,0,0,0,3,89,15,8,49,0,35,0,16,3,61,15,281
POA3266,0,0,0,15,4,0,0,0,0,0,0,0,0,5,6,24,4,0,0,0,0,0,0,0,0,3,4,18,79,20,3,53,6,19,5,16,3,131,16,359
POA3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,0,0,0,8,4,32
POA3268,0,0,0,20,0,0,0,0,0,0,0,0,0,7,20,21,4,0,0,0,0,0,0,0,0,5,7,13,59,16,4,56,3,25,0,27,0,68,23,288
POA3269,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,21,5,3,7,4,3,0,0,0,14,4,75
POA3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,10,0,28
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,3,24
POA3272,0,0,0,6,0,0,0,0,0,0,0,0,0,3,12,14,0,0,0,0,0,0,0,0,0,0,3,5,40,14,3,25,0,12,0,8,0,78,15,197
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,3,0,3,0,16
POA3274,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,9,0,34
POA3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,4,3,0,0,0,3,0,30
POA3276,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,14,9,5,0,6,0,8,5,69
POA3277,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,5,0,6,45,16,4,48,5,17,4,10,3,48,9,206
POA3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,3,0,8,0,35
POA3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,5,0,0,3,19
POA3280,3,13,0,99,7,0,3,9,0,0,0,5,0,36,121,182,3,0,0,5,0,3,0,0,0,37,24,72,592,155,29,515,38,241,21,259,43,1181,180,3247
POA3281,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,4,7,33,9,3,32,0,14,0,9,4,37,8,155
POA3282,0,0,3,6,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,4,3,10,47,11,0,44,5,24,3,15,6,91,17,267
POA3283,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,5,45,10,0,28,5,19,0,9,3,37,10,171
POA3284,0,7,0,19,3,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,0,0,0,0,0,8,0,12,59,35,12,47,10,37,6,37,4,181,15,441
POA3285,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,7,29,7,3,25,3,16,3,13,3,49,8,158
POA3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,9,7,3,0,0,0,29,0,73
POA3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,0,3,0,0,0,10,0,55
POA3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,22,3,6,13,0,15,0,9,0,35,5,100
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,13,0,34
POA3293,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,12,0,4,0,0,0,10,3,39
POA3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,25,9,3,24,0,4,0,10,5,25,4,114
POA3300,0,3,0,32,4,5,0,3,0,3,3,0,0,13,54,84,0,0,0,4,0,0,0,0,0,12,14,28,201,61,11,197,23,95,20,91,12,436,73,1206
POA3301,0,3,0,10,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,31,0,18,3,7,0,30,6,141
POA3302,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,7,0,6,0,8,0,16,6,54
POA3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,4,0,0,0,5,0,31
POA3304,0,0,0,13,0,0,0,0,0,0,0,0,0,3,5,14,4,0,0,0,0,0,0,0,0,3,3,15,72,16,6,53,9,38,3,28,3,104,16,342
POA3305,0,3,0,46,3,0,0,8,0,3,0,0,0,21,49,87,9,0,4,0,0,0,0,0,3,18,13,54,219,79,21,222,25,160,21,106,20,522,77,1474
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,10
POA3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,3,0,0,0,13,3,38
POA3311,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,14,0,0,0,0,0,0,0,0,0,3,3,9,28,9,3,36,3,19,0,23,8,101,14,244
POA3312,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,3,8,39,7,3,27,0,3,0,12,0,32,10,132
POA3314,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,16,3,0,16,0,0,0,4,3,15,4,64
POA3315,0,0,0,9,0,0,0,4,0,0,0,0,0,0,13,16,8,0,0,0,0,0,0,0,0,7,6,18,42,6,0,39,0,21,3,14,3,61,18,206
POA3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,7,0,4,0,6,3,30
POA3318,0,0,0,7,4,0,0,0,0,0,0,0,0,3,8,13,0,0,0,0,0,0,0,0,0,3,3,7,26,9,6,27,4,13,0,9,0,40,15,155
POA3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,6,0,3,0,14,4,68
POA3321,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,3,33,11,0,28,3,23,4,15,0,31,13,162
POA3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,14,0,22
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,12
POA3324,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,10,0,0,0,9,0,33,5,66
POA3325,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,9,0,4,0,0,0,25,5,62
POA3328,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,4,38,11,0,29,3,25,0,25,3,48,9,189
POA3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,0,0,0,10,3,34
POA3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,8,0,19
POA3331,0,3,0,16,5,0,0,0,0,5,0,0,0,7,23,31,0,0,0,0,0,0,0,0,0,3,0,3,148,25,3,76,10,57,4,50,3,163,31,566
POA3332,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,22,3,9,0,9,0,19,4,95
POA3333,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,5,0,14,0,10,3,4,0,28,3,85
POA3334,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,3,14,3,0,10,0,4,0,5,0,14,4,63
POA3335,0,0,0,13,0,0,0,0,0,0,0,0,0,0,18,25,3,0,0,0,0,0,0,0,0,3,3,13,229,9,6,68,12,57,4,21,9,117,28,554
POA3337,0,0,0,49,7,0,3,5,0,15,0,7,0,24,126,187,8,3,3,8,0,0,0,0,0,43,27,85,602,100,29,383,54,399,16,201,41,902,164,2895
POA3338,0,5,0,40,6,0,0,7,3,4,0,4,0,10,72,107,0,0,3,3,0,0,0,0,0,14,8,32,455,58,15,251,30,266,8,108,18,546,95,1857
POA3340,0,5,0,56,4,0,0,3,3,5,0,4,0,20,63,108,5,0,3,3,0,0,0,0,3,24,4,48,426,62,21,264,32,229,18,131,30,700,87,1989
POA3341,0,0,0,9,0,0,0,0,0,0,0,0,3,4,14,22,0,0,0,0,0,3,0,0,0,0,0,8,25,5,0,22,3,33,3,11,3,50,16,170
POA3342,0,0,0,12,0,0,0,0,0,0,0,0,0,3,21,23,3,0,0,0,0,0,0,0,0,0,0,6,88,10,3,48,10,52,5,18,8,137,22,396
POA3345,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,3,23,6,0,22,3,27,3,5,0,36,9,143
POA3350,7,16,3,249,18,0,3,9,0,6,3,3,6,46,243,330,3,0,0,6,0,3,3,0,0,61,30,107,1179,265,45,904,82,498,40,428,62,1907,302,5714
POA3351,0,0,0,6,0,0,0,0,0,6,0,0,0,8,32,45,0,0,0,0,0,0,0,0,0,8,4,18,146,47,8,143,13,85,13,72,13,281,42,871
POA3352,0,5,0,62,4,0,0,3,0,7,3,8,0,10,87,127,0,0,3,3,0,3,0,0,0,16,9,40,294,99,27,282,29,192,16,125,24,489,104,1686
POA3355,0,7,0,29,0,0,0,3,0,3,0,3,0,10,55,75,0,0,3,0,0,0,3,0,0,25,10,46,140,40,18,133,8,113,6,109,17,602,66,1252
POA3356,0,3,0,11,4,0,0,0,0,4,0,0,0,7,56,80,0,0,0,0,0,0,0,0,0,19,16,38,279,60,10,199,15,135,9,98,11,586,83,1493
POA3357,0,0,0,20,0,0,0,0,0,0,0,0,0,3,16,20,0,0,0,0,0,0,0,0,0,0,0,0,59,16,3,42,3,41,0,40,9,153,17,381
POA3360,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,0,3,12,3,7,10,0,9,0,9,0,41,3,106
POA3361,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,8,0,8,3,0,0,37,3,77
POA3363,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,18,0,0,0,0,0,0,0,0,0,3,0,13,58,11,4,54,11,31,4,30,7,162,10,383
POA3364,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,3,10,57,22,5,39,3,26,3,24,5,73,21,272
POA3370,0,3,0,4,0,0,0,0,0,0,0,0,0,3,17,17,0,0,0,0,0,0,0,0,0,0,5,5,25,15,3,27,4,20,5,25,4,99,23,245
POA3371,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,0,0,0,0,0,0,0,0,0,0,3,3,11,9,0,18,0,10,0,8,3,64,12,131
POA3373,0,0,0,8,0,0,0,0,0,0,0,0,0,3,26,28,0,0,0,0,0,0,0,0,0,9,0,8,28,14,5,46,10,16,0,27,4,105,32,288
POA3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,4,0,7,3,17,0,60
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,8,3,26
POA3377,0,6,0,20,3,0,0,0,0,3,0,5,0,10,41,67,4,0,0,0,0,0,0,0,0,12,9,30,174,45,3,142,6,89,19,92,16,396,69,1054
POA3378,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11
POA3379,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,10,0,11,0,4,0,27,11,93
POA3380,0,0,0,13,0,0,0,3,0,3,0,0,0,11,33,55,0,0,0,0,0,4,0,0,0,15,3,22,104,28,4,102,16,49,9,58,8,312,46,738
