POA_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA3000,..,6243,6243,3928,2796,6726,1201,1145,2343,468,492,963,117,163,275,44,84,128,5761,10911,16671
POA3002,..,859,859,783,127,908,196,52,246,83,23,111,24,3,32,12,3,12,1097,1074,2173
POA3003,..,560,560,687,243,936,215,112,323,137,56,193,31,22,58,15,14,29,1082,1006,2089
POA3004,..,1726,1726,1628,277,1896,381,93,477,164,21,181,31,4,34,6,3,9,2208,2125,4337
POA3005,..,51,51,60,13,69,24,8,39,9,0,9,6,0,5,0,0,3,97,75,169
POA3006,..,2891,2891,2783,973,3757,820,368,1189,255,103,360,59,27,85,29,20,46,3943,4384,8328
POA3008,..,1385,1385,1591,408,1997,578,176,753,202,69,278,46,21,68,17,5,26,2432,2064,4497
POA3010,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,12,0,12
POA3011,..,2636,2636,2319,627,2948,1194,267,1453,855,116,965,242,41,284,133,33,165,4738,3714,8451
POA3012,..,2653,2653,2665,494,3156,1565,195,1762,1411,75,1494,453,36,487,235,29,264,6331,3480,9811
POA3013,..,1305,1305,1674,233,1913,895,104,992,986,36,1023,282,4,291,69,3,71,3901,1685,5591
POA3015,..,1502,1502,1901,196,2095,1089,68,1153,1186,29,1209,369,9,376,120,3,121,4664,1803,6462
POA3016,..,1498,1498,1621,86,1700,870,22,892,1110,7,1111,400,0,400,92,0,91,4079,1605,5687
POA3018,..,1577,1577,1611,147,1757,736,19,758,734,0,731,222,3,222,84,3,83,3381,1747,5129
POA3019,..,743,743,641,89,733,469,54,522,456,27,477,270,14,285,222,11,230,2052,937,2991
POA3020,..,3297,3297,3758,392,4147,2573,143,2717,2280,99,2375,1123,63,1183,937,58,998,10663,4049,14707
POA3021,..,3446,3446,4611,379,4988,3179,140,3310,2760,98,2858,1484,49,1530,1192,28,1218,13222,4131,17351
POA3022,..,315,315,285,35,318,169,4,176,123,7,132,73,4,79,57,3,63,706,380,1077
POA3023,..,2581,2581,4064,295,4355,3654,68,3722,4480,22,4506,2021,11,2033,1363,6,1367,15582,2989,18570
POA3024,..,1135,1135,1797,162,1963,1558,25,1580,1611,3,1615,681,0,681,430,0,430,6073,1324,7400
POA3025,..,1104,1104,1336,93,1424,693,42,731,580,5,586,255,6,263,200,3,203,3066,1243,4310
POA3026,..,35,35,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,36,43
POA3027,..,148,148,417,34,449,548,16,564,502,6,508,164,4,163,118,4,122,1743,209,1961
POA3028,..,2195,2195,2826,253,3079,1949,59,2010,1798,22,1823,687,16,706,335,9,345,7596,2551,10149
POA3029,..,3726,3726,6426,457,6877,5965,108,6074,6043,48,6096,2826,25,2852,2093,13,2102,23355,4370,27726
POA3030,..,5235,5235,7828,639,8465,6401,140,6544,7162,58,7212,2812,15,2828,1585,7,1588,25796,6083,31877
POA3031,..,2483,2483,2136,467,2597,960,260,1221,743,76,819,248,13,261,127,6,137,4211,3304,7516
POA3032,..,2949,2949,3206,630,3842,1647,245,1895,1629,102,1732,533,18,551,210,14,225,7229,3961,11186
POA3033,..,957,957,1663,87,1752,921,14,940,972,3,976,354,3,356,119,0,119,4030,1071,5095
POA3034,..,848,848,1328,67,1394,724,25,750,696,3,705,288,3,292,120,0,122,3158,948,4109
POA3036,..,401,401,635,21,659,330,0,332,408,0,408,177,0,177,69,0,69,1618,420,2045
POA3037,..,1938,1938,3198,155,3352,2867,32,2902,4100,16,4122,1835,7,1835,898,8,902,12903,2156,15058
POA3038,..,1147,1147,2424,59,2488,1662,18,1684,2063,3,2070,826,7,834,413,0,410,7388,1242,8626
POA3039,..,1569,1569,1512,241,1750,799,90,892,839,36,877,310,3,316,83,3,82,3553,1933,5482
POA3040,..,2712,2712,2553,283,2836,1395,78,1476,1732,21,1750,671,4,679,171,5,174,6515,3115,9632
POA3041,..,993,993,1258,104,1368,665,15,678,890,4,896,331,3,337,107,0,107,3256,1124,4383
POA3042,..,1581,1581,1889,116,2006,976,28,1005,966,7,973,350,8,356,106,0,106,4293,1734,6021
POA3043,..,1624,1624,2043,139,2183,1109,29,1134,1000,6,1005,403,0,406,185,3,185,4739,1799,6539
POA3044,..,2562,2562,2756,288,3040,1569,81,1644,1779,28,1814,587,15,596,210,6,218,6899,2977,9873
POA3045,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3046,..,3158,3158,3407,318,3733,2061,106,2163,1772,47,1815,776,33,806,493,33,528,8508,3692,12204
POA3047,..,1411,1411,1326,150,1479,1022,59,1083,949,44,991,611,24,636,630,8,636,4534,1698,6236
POA3048,..,760,760,1121,81,1205,935,13,948,965,9,973,653,4,664,555,3,559,4232,879,5111
POA3049,..,624,624,944,53,996,554,7,560,631,4,633,237,0,237,127,0,125,2490,684,3172
POA3050,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,..,2058,2058,1538,686,2219,551,315,865,393,118,516,112,43,153,83,9,94,2680,3228,5904
POA3052,..,616,616,548,232,777,208,93,303,125,44,174,52,33,89,16,13,32,947,1032,1985
POA3053,..,3485,3485,1577,1387,2960,481,431,908,262,149,417,85,57,143,76,28,103,2476,5528,8006
POA3054,..,941,941,1004,300,1300,441,237,679,313,89,398,80,27,105,27,12,38,1856,1606,3460
POA3055,..,1948,1948,1636,411,2041,733,183,911,649,81,726,196,21,223,73,6,71,3284,2639,5923
POA3056,..,2999,2999,2941,934,3877,1170,476,1644,947,220,1167,241,84,327,87,22,113,5383,4735,10121
POA3057,..,1597,1597,1508,439,1951,597,206,802,430,85,519,104,12,116,26,20,51,2667,2363,5033
POA3058,..,2936,2936,3408,567,3976,1945,343,2280,1933,148,2082,649,49,702,313,23,338,8249,4069,12321
POA3059,..,337,337,1070,25,1102,897,4,903,1230,3,1236,586,0,582,292,0,289,4075,381,4458
POA3060,..,1045,1045,1123,82,1199,707,36,743,745,21,766,387,16,410,332,18,353,3299,1213,4511
POA3061,..,344,344,400,23,426,200,10,210,202,0,204,172,5,178,190,7,191,1163,387,1552
POA3062,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,..,14,14,38,0,38,33,0,31,45,0,45,23,0,23,9,0,4,147,13,165
POA3064,..,2409,2409,4137,295,4426,4140,57,4194,5009,23,5036,2709,6,2715,2162,13,2169,18159,2801,20954
POA3065,..,1421,1421,1252,312,1568,456,149,607,275,81,363,76,35,111,56,13,70,2118,2005,4129
POA3066,..,1333,1333,1210,376,1590,338,122,459,199,33,233,59,8,69,46,3,51,1851,1877,3729
POA3067,..,1161,1161,1206,348,1555,348,117,467,221,50,266,60,10,70,34,0,32,1870,1689,3562
POA3068,..,2272,2272,2227,489,2718,893,300,1194,865,141,1006,238,29,266,65,5,71,4283,3235,7523
POA3070,..,2561,2561,2561,547,3113,1309,282,1588,1422,123,1549,409,26,433,112,17,131,5817,3560,9379
POA3071,..,2358,2358,1988,445,2433,1022,167,1190,973,80,1056,284,29,311,100,6,103,4368,3083,7455
POA3072,..,3311,3311,3361,617,3981,1818,280,2095,1770,115,1888,600,26,622,298,18,321,7848,4368,12219
POA3073,..,5431,5431,5374,658,6031,2985,200,3180,2561,83,2643,1018,27,1043,539,44,582,12482,6438,18918
POA3074,..,1412,1412,2128,111,2243,1290,26,1322,1068,22,1091,555,3,557,405,3,408,5448,1589,7037
POA3075,..,1398,1398,2231,116,2348,1353,27,1381,1245,23,1271,605,10,613,460,8,465,5898,1575,7469
POA3076,..,1630,1630,2438,178,2617,2007,43,2049,2251,12,2262,967,14,979,580,3,578,8238,1884,10117
POA3078,..,1341,1341,1199,195,1395,590,81,666,690,37,729,222,14,235,60,0,63,2758,1661,4422
POA3079,..,1468,1468,1691,153,1839,909,45,950,1108,17,1126,394,0,397,94,0,93,4199,1683,5886
POA3081,..,1507,1507,1351,215,1563,775,68,846,598,30,633,240,6,249,180,5,179,3148,1834,4979
POA3082,..,1513,1513,2590,147,2741,1893,49,1941,2152,24,2178,884,5,891,392,3,397,7912,1742,9651
POA3083,..,2137,2137,2953,392,3349,1760,256,2017,1850,149,1995,675,82,760,368,54,418,7607,3067,10673
POA3084,..,2221,2221,2787,175,2964,1493,38,1540,1769,16,1788,640,4,644,167,3,171,6857,2467,9326
POA3085,..,1183,1183,1449,99,1545,833,28,860,937,0,942,319,3,325,98,3,107,3639,1321,4959
POA3086,..,13,13,0,0,0,3,0,3,0,3,5,0,0,0,0,0,0,4,15,18
POA3087,..,788,788,1052,59,1110,592,11,603,615,3,625,169,5,177,71,0,70,2504,869,3379
POA3088,..,1976,1976,3001,134,3134,1701,25,1723,1899,5,1901,677,6,684,186,0,187,7456,2152,9608
POA3089,..,519,519,1053,47,1102,694,4,706,949,0,949,403,0,403,110,0,110,3218,569,3787
POA3090,..,56,56,163,0,164,117,0,117,211,0,211,109,0,109,29,0,29,624,59,678
POA3091,..,64,64,132,8,137,73,0,73,110,0,110,66,0,66,29,0,29,403,72,471
POA3093,..,341,341,456,23,479,196,4,195,229,0,231,108,0,108,29,0,29,1021,371,1391
POA3094,..,783,783,1069,67,1132,523,18,536,622,0,621,221,0,221,43,0,47,2474,867,3344
POA3095,..,1376,1376,2694,81,2773,1641,15,1665,2275,4,2279,864,0,864,223,0,224,7701,1475,9181
POA3096,..,72,72,168,5,171,112,0,112,128,0,132,63,0,63,35,0,35,503,78,577
POA3097,..,51,51,140,9,150,59,0,63,86,0,85,52,0,52,21,0,21,366,59,430
POA3099,..,265,265,470,20,488,285,0,284,328,0,333,157,0,157,71,0,71,1311,292,1600
POA3101,..,2067,2067,2470,337,2808,1348,127,1480,1410,56,1458,626,20,641,194,14,207,6050,2618,8668
POA3102,..,466,466,594,50,649,382,17,394,531,9,542,165,8,171,52,0,57,1734,553,2288
POA3103,..,1337,1337,1526,125,1646,906,29,936,1031,18,1049,409,7,420,144,3,146,4018,1511,5532
POA3104,..,1158,1158,1657,64,1719,1199,29,1228,1585,17,1604,693,9,705,236,9,243,5374,1288,6662
POA3105,..,817,817,1259,60,1315,665,23,682,740,13,748,268,5,275,93,3,91,3019,917,3935
POA3106,..,850,850,1704,57,1763,965,10,974,1149,3,1157,495,0,495,209,0,209,4519,921,5447
POA3107,..,910,910,1513,53,1564,902,22,926,902,6,914,360,3,362,91,3,94,3773,997,4768
POA3108,..,1850,1850,2534,171,2713,1335,78,1414,1183,26,1214,454,7,458,203,4,206,5710,2149,7862
POA3109,..,1740,1740,2900,139,3041,1906,24,1933,1963,19,1982,764,12,775,300,3,301,7835,1934,9768
POA3111,..,819,819,1245,45,1292,659,13,668,855,0,855,378,0,382,113,0,113,3256,870,4130
POA3113,..,336,336,733,32,766,480,8,487,643,0,647,314,0,314,95,0,95,2269,376,2650
POA3114,..,102,102,295,7,304,184,0,184,309,0,309,165,0,165,64,0,64,1014,110,1126
POA3115,..,111,111,333,15,340,194,0,194,320,0,320,156,0,156,38,0,38,1036,127,1157
POA3116,..,573,573,1095,53,1145,571,8,585,647,4,657,285,0,291,111,0,111,2714,636,3355
POA3121,..,4370,4370,4175,1053,5228,1446,556,2003,1016,152,1163,275,32,310,95,7,98,7008,6170,13179
POA3122,..,3376,3376,2751,679,3432,1074,216,1292,981,69,1054,403,24,424,114,10,123,5325,4375,9706
POA3123,..,1674,1674,1675,350,2018,698,117,813,763,40,802,306,4,309,78,9,82,3513,2186,5702
POA3124,..,1691,1691,2138,182,2321,1137,71,1202,1553,30,1584,600,22,620,182,9,191,5604,2006,7612
POA3125,..,1432,1432,1211,197,1409,760,166,932,760,133,894,284,80,367,119,65,185,3142,2076,5215
POA3126,..,526,526,801,35,838,401,13,407,567,11,577,262,0,262,73,0,76,2101,584,2690
POA3127,..,1445,1445,1770,120,1893,1072,47,1122,1288,14,1304,561,7,570,121,3,124,4810,1648,6459
POA3128,..,2126,2126,1852,404,2257,1137,164,1301,1084,78,1161,399,33,434,159,29,186,4624,2834,7459
POA3129,..,1384,1384,1654,160,1808,1144,100,1239,1177,34,1215,411,19,426,154,9,161,4530,1700,6232
POA3130,..,2687,2687,3133,246,3384,1796,97,1893,2251,49,2298,849,13,863,281,5,284,8313,3104,11414
POA3131,..,2083,2083,2317,175,2489,1341,83,1423,1485,31,1513,540,8,554,164,4,174,5849,2384,8234
POA3132,..,1541,1541,1817,144,1967,985,37,1019,1053,16,1072,352,4,352,131,4,135,4337,1751,6088
POA3133,..,1369,1369,2243,105,2347,1321,36,1355,1661,15,1678,609,6,610,228,3,230,6051,1530,7585
POA3134,..,2605,2605,3358,285,3648,1891,49,1942,2167,20,2189,902,3,900,313,0,311,8630,2965,11592
POA3135,..,1740,1740,2190,184,2377,1130,30,1162,1269,14,1280,521,0,528,181,0,181,5290,1975,7263
POA3136,..,4111,4111,4972,357,5337,2645,52,2699,2717,13,2728,1062,3,1061,418,0,418,11816,4538,16350
POA3137,..,1196,1196,1545,90,1638,758,16,769,820,4,825,371,0,377,148,0,146,3641,1307,4947
POA3138,..,1373,1373,2187,149,2340,1355,22,1375,1410,4,1411,589,0,588,330,0,327,5874,1556,7424
POA3139,..,841,841,1406,83,1491,791,10,802,843,0,848,411,0,411,211,0,211,3666,936,4597
POA3140,..,1385,1385,1827,97,1917,967,15,976,1089,0,1091,426,0,427,151,0,149,4449,1496,5951
POA3141,..,5023,5023,3797,1200,4994,968,266,1231,539,53,589,149,3,150,42,3,51,5492,6547,12043
POA3142,..,1808,1808,1828,237,2066,646,86,731,515,16,528,238,3,242,65,0,67,3295,2145,5437
POA3143,..,1362,1362,1165,239,1405,423,54,486,388,17,404,155,4,164,35,0,31,2171,1679,3854
POA3144,..,1187,1187,1248,121,1372,524,53,579,641,12,647,292,3,300,62,0,69,2773,1376,4154
POA3145,..,1994,1994,2199,389,2582,1147,182,1327,1526,79,1608,633,48,674,147,22,172,5648,2712,8359
POA3146,..,2187,2187,2544,275,2820,1320,75,1394,1826,34,1859,724,10,733,155,4,161,6566,2589,9160
POA3147,..,1162,1162,1333,107,1435,835,54,894,1058,30,1088,363,9,370,114,9,115,3697,1373,5068
POA3148,..,690,690,880,128,1007,541,95,635,466,44,514,159,10,164,80,14,94,2120,977,3098
POA3149,..,2330,2330,3400,203,3605,2083,105,2186,2403,79,2481,808,27,829,308,10,319,9003,2758,11757
POA3150,..,3379,3379,5888,263,6154,3685,142,3828,4464,88,4552,1602,40,1646,636,25,663,16288,3933,20216
POA3151,..,710,710,1059,96,1154,641,67,708,670,42,718,205,19,226,107,11,119,2686,947,3632
POA3152,..,2092,2092,3294,159,3449,2054,49,2098,2299,18,2320,868,4,877,413,5,420,8927,2325,11251
POA3153,..,2139,2139,2202,197,2396,1360,32,1394,1153,14,1169,385,3,392,194,4,197,5300,2388,7687
POA3154,..,290,290,466,28,497,272,7,272,291,0,295,110,0,113,44,0,44,1182,330,1510
POA3155,..,2352,2352,2689,237,2923,1416,39,1458,1221,7,1226,422,5,425,193,0,191,5935,2640,8572
POA3156,..,2659,2659,3745,249,3998,2325,39,2363,2550,9,2559,1058,0,1054,357,0,357,10038,2961,12995
POA3158,..,442,442,714,48,766,386,7,389,469,0,467,195,0,195,58,0,58,1823,497,2318
POA3159,..,119,119,241,20,261,148,3,154,206,0,206,75,0,75,28,0,28,697,134,832
POA3160,..,592,592,953,58,1007,537,11,547,620,4,620,258,0,264,91,0,92,2462,668,3131
POA3161,..,1590,1590,1717,236,1952,768,111,881,708,37,742,386,9,399,145,4,153,3727,1991,5719
POA3162,..,1556,1556,1859,186,2049,931,61,988,1161,40,1193,431,11,449,104,8,107,4484,1860,6344
POA3163,..,3908,3908,3573,624,4200,1970,249,2222,1774,106,1887,536,39,571,158,19,177,8017,4937,12954
POA3165,..,1965,1965,2688,163,2856,1740,48,1784,2145,19,2161,722,7,724,190,3,194,7488,2196,9687
POA3166,..,1868,1868,2240,304,2545,1496,161,1657,1520,96,1620,512,41,554,169,22,193,5934,2495,8430
POA3167,..,652,652,923,49,971,639,27,667,630,19,647,238,8,245,75,3,77,2508,756,3260
POA3168,..,1670,1670,1505,529,2037,971,458,1428,732,364,1096,301,141,440,188,98,291,3707,3255,6959
POA3169,..,1267,1267,1843,170,2012,1335,85,1427,1164,54,1218,518,16,543,280,22,304,5145,1619,6765
POA3170,..,1077,1077,1943,122,2066,1276,52,1332,1334,26,1360,458,3,464,196,7,201,5212,1293,6504
POA3171,..,1355,1355,1497,189,1690,1097,108,1207,1065,47,1115,594,36,626,611,33,641,4867,1764,6630
POA3172,..,1359,1359,1910,115,2031,1337,36,1376,1478,22,1500,672,9,681,455,6,464,5860,1552,7408
POA3173,..,1007,1007,1889,100,1994,1562,36,1596,1777,14,1796,819,0,823,571,3,568,6619,1165,7781
POA3174,..,3186,3186,3404,367,3770,2427,94,2521,1877,64,1944,923,35,956,739,18,757,9379,3751,13130
POA3175,..,4026,4026,4277,479,4756,2940,164,3105,2604,136,2737,1270,94,1368,1132,106,1245,12230,5002,17237
POA3177,..,944,944,990,111,1098,580,46,626,525,30,557,240,24,267,256,23,283,2588,1179,3771
POA3178,..,1480,1480,2802,128,2932,2151,27,2171,2842,9,2846,996,0,1001,414,0,414,9205,1644,10849
POA3179,..,304,304,549,37,583,409,12,421,428,5,435,173,0,175,81,0,79,1640,359,1995
POA3180,..,517,517,832,43,870,466,9,474,499,0,502,204,0,204,73,0,73,2064,572,2635
POA3181,..,3608,3608,2783,864,3652,748,295,1046,550,61,611,134,7,143,37,5,40,4251,4846,9096
POA3182,..,5079,5079,3217,946,4165,845,191,1036,490,35,520,122,10,138,25,4,28,4696,6265,10965
POA3183,..,2878,2878,2118,692,2809,850,191,1044,573,42,617,209,16,221,225,8,230,3976,3816,7800
POA3184,..,2762,2762,2124,539,2664,712,91,803,605,20,619,171,0,174,31,0,34,3640,3421,7054
POA3185,..,1609,1609,1467,237,1702,636,74,712,710,14,723,247,5,253,100,3,101,3161,1943,5108
POA3186,..,2147,2147,2703,162,2866,1232,33,1262,1441,5,1448,597,0,598,160,0,160,6130,2350,8475
POA3187,..,1424,1424,1539,74,1606,901,20,920,1225,3,1230,393,3,398,104,0,105,4169,1521,5690
POA3188,..,1681,1681,1814,135,1946,946,13,960,1333,5,1337,513,4,521,106,0,110,4715,1844,6556
POA3189,..,564,564,648,58,702,390,19,409,351,8,353,126,0,130,38,0,38,1559,643,2200
POA3190,..,1160,1160,1201,105,1314,625,17,639,690,0,691,224,3,227,45,0,45,2790,1292,4075
POA3191,..,1003,1003,1097,64,1165,541,3,544,667,0,668,259,0,259,54,0,54,2628,1073,3704
POA3192,..,2336,2336,2472,209,2680,1459,31,1489,1428,9,1433,460,3,461,123,8,127,5939,2597,8536
POA3193,..,1540,1540,2251,90,2341,982,6,986,1470,3,1470,553,0,553,116,0,116,5373,1633,7007
POA3194,..,1682,1682,1635,123,1761,732,10,750,738,10,741,248,0,253,77,0,81,3437,1828,5266
POA3195,..,2970,2970,3514,218,3731,2013,29,2043,2664,10,2675,1002,7,1006,265,0,265,9455,3234,12691
POA3196,..,3034,3034,2982,285,3267,1545,31,1575,1481,8,1490,478,3,485,121,0,121,6610,3365,9973
POA3197,..,1220,1220,1437,107,1543,718,21,742,674,0,674,227,3,229,69,3,73,3133,1346,4481
POA3198,..,2278,2278,1989,212,2201,1072,25,1091,840,10,850,240,3,245,94,0,94,4233,2521,6751
POA3199,..,6228,6228,6502,620,7118,3106,101,3204,2883,26,2910,1110,6,1121,410,4,413,14014,6983,20996
POA3200,..,722,722,547,92,636,377,18,397,236,3,238,109,3,107,53,0,53,1318,831,2151
POA3201,..,1853,1853,1960,231,2192,1323,30,1352,1203,6,1205,493,4,500,250,0,250,5229,2121,7347
POA3202,..,148,148,250,25,275,158,3,162,233,0,232,75,0,75,34,0,34,751,175,930
POA3204,..,2591,2591,2703,276,2982,1801,103,1907,2370,33,2399,790,15,810,216,11,229,7878,3038,10919
POA3205,..,1833,1833,1609,276,1880,522,97,618,376,25,398,89,3,94,22,3,24,2620,2232,4856
POA3206,..,1264,1264,1328,137,1462,569,33,606,583,8,596,177,0,182,33,0,32,2690,1448,4136
POA3207,..,2507,2507,2431,277,2708,902,67,967,650,16,665,177,4,185,46,0,44,4204,2868,7074
POA3211,..,75,75,116,6,125,75,0,75,96,0,91,22,0,22,20,0,20,327,79,412
POA3212,..,1005,1005,1681,93,1767,931,3,935,1036,3,1035,455,0,455,155,0,155,4246,1099,5348
POA3213,..,193,193,369,14,385,205,0,208,259,0,260,158,0,158,56,0,58,1059,215,1268
POA3214,..,2895,2895,2539,286,2824,1440,39,1478,979,11,992,471,3,473,326,0,326,5759,3242,9000
POA3215,..,2403,2403,2490,242,2723,1212,48,1255,1023,17,1040,402,0,404,162,0,162,5280,2708,7984
POA3216,..,5346,5346,6446,438,6886,2984,206,3184,3240,114,3355,1249,67,1316,414,65,487,14332,6238,20575
POA3217,..,251,251,690,52,736,405,28,437,420,12,429,179,3,185,62,0,62,1763,341,2106
POA3218,..,1976,1976,1614,183,1798,713,64,774,692,28,723,271,6,278,68,3,71,3353,2270,5625
POA3219,..,2851,2851,2483,257,2743,1114,61,1175,895,14,914,299,0,304,148,6,151,4941,3187,8134
POA3220,..,1990,1990,1936,204,2133,755,82,836,831,31,865,365,8,371,91,4,97,3976,2317,6291
POA3221,..,31,31,72,0,68,38,0,38,52,0,52,27,0,27,5,0,5,197,28,230
POA3222,..,1310,1310,2016,92,2109,767,7,770,810,0,809,351,0,351,141,0,141,4085,1413,5495
POA3223,..,1050,1050,1309,86,1392,281,3,282,247,0,249,105,0,105,45,0,45,1978,1140,3116
POA3224,..,1139,1139,1742,88,1826,827,9,840,832,4,835,343,0,340,119,0,117,3860,1239,5096
POA3225,..,533,533,664,20,689,153,0,153,145,0,145,73,0,76,22,0,22,1054,547,1605
POA3226,..,1289,1289,1708,97,1807,724,7,729,885,0,887,348,0,351,99,0,99,3763,1400,5162
POA3227,..,369,369,568,20,589,223,6,224,277,0,276,148,0,148,44,0,44,1254,399,1653
POA3228,..,1147,1147,1945,131,2078,872,51,918,1259,22,1280,532,8,538,118,0,120,4721,1355,6076
POA3230,..,309,309,360,19,379,109,4,115,121,0,121,48,0,48,8,0,8,648,332,985
POA3231,..,143,143,187,3,194,62,0,62,54,0,54,20,0,20,7,0,7,325,148,479
POA3232,..,130,130,152,11,157,38,3,41,29,3,37,17,0,17,4,0,4,245,148,395
POA3233,..,280,280,297,16,312,79,0,78,75,0,75,25,0,26,5,0,5,485,298,780
POA3234,..,36,36,29,3,26,5,0,5,4,0,4,3,0,3,0,0,0,37,36,74
POA3235,..,29,29,60,0,60,22,0,20,21,0,21,5,0,5,3,0,3,104,30,140
POA3236,..,27,27,37,7,41,7,0,7,5,0,5,3,0,3,0,0,0,54,37,91
POA3237,..,31,31,32,7,36,10,0,10,10,0,10,3,0,3,0,0,0,57,35,92
POA3238,..,34,34,37,0,37,9,0,9,8,0,8,4,0,4,0,0,0,52,34,90
POA3239,..,50,50,52,3,55,31,0,34,10,0,10,8,0,8,3,0,3,113,55,165
POA3240,..,87,87,210,11,219,105,0,101,142,0,142,72,0,69,27,0,27,551,96,648
POA3241,..,254,254,356,22,372,110,4,112,106,0,106,61,0,61,31,0,31,672,273,945
POA3242,..,88,88,136,3,139,29,0,29,41,0,41,22,0,22,10,0,10,235,93,322
POA3243,..,42,42,43,0,48,10,0,10,24,0,24,10,0,10,3,0,3,90,48,136
POA3249,..,271,271,437,32,471,130,0,130,151,0,151,75,0,75,54,0,54,853,305,1152
POA3250,..,1557,1557,1448,116,1566,598,35,634,535,5,540,266,12,272,126,9,136,2970,1732,4697
POA3251,..,59,59,65,8,75,16,0,16,21,0,21,16,0,16,3,0,3,131,67,195
POA3254,..,25,25,32,3,34,15,0,15,15,0,15,16,0,16,3,0,3,79,27,108
POA3260,..,578,578,688,35,720,218,3,217,197,0,197,95,0,95,51,0,51,1243,622,1867
POA3264,..,287,287,271,16,285,98,0,99,94,0,94,48,0,48,25,0,25,539,301,845
POA3265,..,189,189,313,15,324,128,0,123,120,0,120,87,0,87,49,0,49,685,203,889
POA3266,..,318,318,399,26,424,136,0,143,148,0,148,76,0,76,36,0,36,799,342,1143
POA3267,..,10,10,30,0,35,19,0,19,5,0,5,5,0,5,3,0,3,64,17,81
POA3268,..,241,241,351,16,367,118,3,123,121,0,121,67,0,67,29,0,29,687,259,942
POA3269,..,59,59,82,3,89,24,0,24,35,0,34,24,0,24,5,0,5,170,60,231
POA3270,..,41,41,34,3,38,5,0,5,10,0,10,0,0,0,3,0,3,52,45,103
POA3271,..,24,24,23,0,25,14,0,14,8,0,8,3,0,3,3,0,3,46,20,73
POA3272,..,207,207,229,14,242,70,0,71,38,0,38,39,0,39,16,0,16,397,222,622
POA3273,..,8,8,14,0,18,5,0,5,6,0,6,4,0,4,4,0,4,36,7,44
POA3274,..,18,18,33,3,38,10,0,10,10,0,10,3,0,3,4,0,4,67,14,86
POA3275,..,34,34,36,0,36,26,0,26,30,0,30,13,0,13,5,0,5,109,32,144
POA3276,..,31,31,74,0,78,19,0,19,16,0,16,20,0,20,7,0,7,142,35,169
POA3277,..,131,131,206,14,221,96,0,97,106,0,106,46,0,46,32,0,32,484,141,631
POA3278,..,21,21,40,3,46,12,0,13,12,0,9,9,0,9,6,0,6,74,27,105
POA3279,..,18,18,22,0,24,9,0,9,15,0,15,12,0,12,4,0,4,69,15,84
POA3280,..,3648,3648,3855,328,4184,1558,95,1652,1503,41,1548,661,19,682,261,17,279,7845,4137,11988
POA3281,..,71,71,163,6,169,95,0,98,101,0,101,56,0,56,24,0,24,444,80,523
POA3282,..,172,172,305,15,321,125,5,132,139,0,139,54,0,54,23,3,20,643,199,839
POA3283,..,84,84,189,6,196,54,0,54,57,0,57,44,0,44,24,0,24,370,93,461
POA3284,..,410,410,478,16,494,154,3,156,144,0,145,73,0,76,25,0,25,871,432,1307
POA3285,..,109,109,168,4,172,55,0,55,63,0,68,36,0,36,8,0,8,334,112,445
POA3286,..,69,69,85,3,90,25,0,25,26,0,26,19,0,19,3,0,3,155,76,231
POA3287,..,26,26,51,7,63,18,0,18,20,0,20,13,0,13,11,0,13,112,38,148
POA3289,..,90,90,108,5,113,30,0,29,23,0,23,28,0,28,13,0,13,203,96,299
POA3292,..,32,32,36,0,38,9,0,9,4,0,4,0,0,0,0,0,0,48,33,77
POA3293,..,40,40,46,0,47,13,0,13,9,0,9,11,0,11,0,0,0,74,43,118
POA3294,..,97,97,130,10,137,41,0,41,46,0,46,21,0,21,13,0,13,247,110,353
POA3300,..,1364,1364,1395,86,1489,506,21,524,434,0,432,179,0,179,81,0,81,2597,1474,4074
POA3301,..,91,91,152,5,161,61,0,61,68,0,68,31,0,31,14,0,14,331,95,431
POA3302,..,26,26,58,8,64,11,0,11,23,0,23,7,0,7,3,0,3,101,35,136
POA3303,..,35,35,37,0,36,14,0,14,22,0,22,8,0,8,3,0,3,85,33,118
POA3304,..,363,363,392,20,413,119,0,126,113,0,113,55,0,55,25,0,25,702,383,1084
