POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA3833,0,0,3,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,3,5,0,0,5,4,28,3,49,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
POA3835,0,0,0,0,12,0,14,0,0,0,0,5,0,5,0,0,3,0,7,0,4,0,0,3,0,3,0,6,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,3,3,0,0,10,6,39,5,60,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3840,3,0,3,10,31,13,62,0,0,3,8,38,4,52,0,0,12,20,187,5,229,3,3,41,59,154,7,269,0,3,6,11,274,3,300,0,0,5,3,30,5,44,0,0,17,19,83,6,126,3,0,9,15,48,6,73,0,0,3,8,73,6,90,0,0,10,3,12,3,19,0,0,4,5,4,0,22,0,0,0,5,21,0,29,0,6,25,17,26,9,84,0,0,3,3,21,4,40,4,4,14,31,45,0,103,3,12,20,11,15,0,74,10,6,35,18,37,8,120,0,0,3,0,12,0,11,0,0,5,10,91,3,106,0,0,3,3,78,19,106,37,49,225,262,1280,109,1964,0,0,3,3,10,6,21,0,0,3,0,3,0,5,0,0,9,5,13,0,33,0,0,10,0,5,0,29,0,0,3,7,8,0,17,0,0,0,3,6,0,11,3,3,17,14,95,13,148,0,0,10,17
POA3842,0,0,3,3,10,0,14,0,0,0,0,15,0,20,0,0,5,6,41,4,64,0,0,15,13,34,5,62,0,0,6,5,86,4,99,0,0,0,0,11,3,11,3,0,3,3,24,0,40,0,0,0,7,13,0,15,0,0,0,0,15,4,24,0,0,0,0,3,0,8,0,0,0,4,0,0,0,0,0,0,3,3,0,7,0,0,10,4,11,0,22,0,0,0,0,13,0,13,0,0,4,10,23,3,40,18,4,22,5,6,0,55,3,3,14,9,12,3,43,0,0,0,0,0,0,0,0,0,0,0,23,0,28,0,0,3,0,13,5,25,32,15,81,69,352,37,586,0,0,0,0,0,3,8,0,0,0,0,0,0,3,0,0,0,4,6,0,8,0,0,3,0,0,0,4,0,0,0,3,4,0,4,0,0,0,0,3,0,3,0,0,5,4,20,3,34,0,0,4,3
POA3844,0,0,9,8,93,8,124,0,3,12,21,128,6,172,19,3,58,51,426,12,572,15,5,89,84,347,21,564,0,3,27,42,651,31,756,0,0,7,8,64,4,81,5,4,37,33,165,13,258,8,3,13,21,93,11,149,0,3,30,22,102,15,170,4,0,8,3,22,0,42,3,0,21,31,11,0,64,0,0,8,4,29,4,44,14,7,101,40,73,6,238,0,5,6,11,55,3,80,15,10,78,76,102,9,298,41,27,89,19,23,4,197,73,20,122,56,50,5,327,0,0,10,3,14,0,27,0,0,13,15,154,9,187,3,0,18,7,101,29,159,199,99,745,563,2703,186,4504,0,3,9,8,17,4,32,0,0,3,0,6,0,9,0,0,21,16,31,0,68,4,3,16,15,21,3,65,0,0,17,20,31,3,70,0,0,5,0,18,0,27,3,4,48,70,162,14,306,6,3,22,25
POA3847,0,0,8,3,37,9,61,0,0,0,0,12,0,7,0,0,0,3,23,3,34,0,0,0,0,12,0,8,0,0,0,3,43,6,52,0,0,0,0,9,0,8,0,0,0,0,15,0,16,0,0,0,3,3,0,7,0,0,0,0,11,0,15,0,0,0,0,3,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,9,0,14,0,0,3,0,0,0,4,0,0,4,4,11,0,26,3,0,0,0,3,0,11,0,0,5,0,4,0,8,0,0,0,0,3,0,3,0,0,0,0,17,0,17,0,0,0,3,17,4,22,5,3,34,28,231,19,317,0,0,5,4,16,0,36,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,3,3,0,6,0,0,0,0,8,0,8,0,0,0,0,6,0,3,0,0,0,3,16,3,23,0,0,0,3
POA3850,3,0,5,25,42,8,78,5,3,20,21,107,3,156,0,0,13,14,108,5,139,0,5,3,11,38,0,67,0,0,27,16,290,16,351,0,0,3,8,20,0,37,3,0,13,14,75,7,124,0,0,9,10,77,3,106,3,0,8,13,39,6,64,0,0,5,0,3,0,8,0,0,7,10,11,0,29,0,0,3,3,17,0,30,0,7,47,12,28,4,100,0,0,3,9,20,4,39,25,13,93,103,106,10,355,16,22,45,18,14,3,126,22,13,56,20,37,9,157,3,0,0,0,7,0,11,0,3,8,0,60,3,70,0,0,7,8,56,11,86,99,68,377,332,1163,93,2138,0,0,4,11,9,10,41,0,0,4,0,3,0,10,0,0,7,5,16,3,32,0,0,6,0,3,0,11,0,0,11,12,14,0,40,0,0,3,6,6,3,15,0,0,16,31,75,9,130,0,0,10,12
POA3851,0,0,14,24,64,9,110,0,0,7,13,43,4,72,0,0,0,10,34,0,46,0,0,8,8,13,0,23,0,0,0,5,122,11,146,0,0,0,3,7,0,12,0,0,6,5,12,0,22,0,0,0,0,12,0,14,0,0,3,4,16,0,21,0,0,0,0,7,0,9,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,11,0,21,0,0,3,3,10,0,11,0,3,9,12,26,5,51,4,4,13,3,4,0,29,3,3,7,0,8,3,24,0,0,3,0,3,0,9,0,0,0,0,24,0,21,0,0,0,0,34,6,46,10,16,66,100,449,57,690,0,0,9,16,26,5,59,0,0,0,0,0,0,3,0,0,0,0,5,0,6,0,0,0,3,0,0,3,0,0,3,8,13,0,22,0,0,0,0,0,0,3,0,0,5,3,16,3,35,0,0,0,5
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,10,8,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,10,6,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3854,0,0,4,0,6,0,18,0,0,0,0,10,0,12,0,0,0,0,33,0,35,0,0,3,4,28,0,43,0,0,0,0,40,0,40,0,0,0,0,3,0,6,0,0,0,5,7,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,3,0,3,0,11,0,0,3,0,4,0,9,0,0,0,0,3,0,3,0,0,3,0,17,0,17,0,0,0,0,8,0,17,3,6,29,22,179,15,254,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,4,0,0,0,0,4,0,3,0,0,0,0,3,0,4,0,0,0,4,3,0,7,0,0,0,0
POA3856,0,0,3,3,6,3,15,0,0,0,0,3,0,4,0,0,0,0,18,0,20,3,0,3,3,16,6,24,0,0,0,0,30,0,30,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,3,0,0,0,11,0,0,3,0,3,0,4,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,0,4,4,0,10,14,118,7,157,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,9,0,0,0,0
POA3857,0,0,0,4,9,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,6,0,0,0,0,15,3,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,8,4,44,5,64,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0
POA3858,0,0,11,15,51,0,80,0,0,0,0,10,0,12,0,0,0,5,47,8,59,0,0,0,0,9,0,15,0,0,0,4,48,3,52,0,0,0,0,6,0,13,0,0,0,0,18,0,20,0,0,0,0,3,0,3,0,0,0,0,5,3,6,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,3,0,10,0,0,4,0,0,3,6,0,0,0,5,11,0,20,3,0,11,0,3,0,18,0,0,5,3,0,0,4,0,0,0,0,6,0,6,0,0,0,3,14,0,22,0,0,0,0,14,8,21,3,4,36,42,264,27,384,3,0,12,13,17,4,45,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,16,3,23,0,0,0,6
POA3859,0,0,9,8,34,0,53,0,0,0,0,7,0,8,0,0,5,0,4,0,8,0,0,0,0,3,0,3,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,3,0,0,0,5,0,0,7,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,4,0,19,11,93,4,136,0,0,8,6,5,3,20,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
POA3860,0,0,15,17,69,6,107,0,0,0,8,64,0,75,0,0,4,7,84,5,100,0,0,8,11,42,0,59,0,0,0,5,187,14,205,0,0,0,4,11,0,20,0,3,0,4,44,3,54,0,0,0,5,23,3,27,0,0,3,3,37,0,39,0,0,0,0,5,0,9,0,0,3,3,4,0,10,0,0,0,0,6,0,6,7,3,14,3,13,0,37,0,0,0,3,4,0,8,3,0,12,24,26,0,71,4,13,22,10,9,0,62,5,0,17,10,16,0,52,0,0,3,3,0,0,7,0,0,0,0,45,0,52,0,0,3,4,49,8,61,25,28,108,113,724,49,1045,0,0,13,17,24,9,66,0,0,0,0,0,0,0,0,0,3,4,10,0,20,0,0,9,0,3,0,10,0,0,3,3,10,0,18,0,0,0,0,0,0,3,0,0,3,8,29,9,50,0,0,4,5
POA3862,0,0,5,11,42,3,65,0,0,0,0,30,0,30,0,0,8,3,36,0,44,0,0,0,3,11,0,14,0,0,3,5,76,3,91,0,0,0,0,12,0,10,0,0,5,3,22,0,31,0,0,3,0,11,0,17,0,0,0,3,12,4,21,0,0,0,0,5,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,5,0,13,0,0,4,0,8,7,16,0,0,8,6,25,0,42,0,0,3,0,5,0,13,0,0,5,3,6,0,18,0,0,0,0,0,0,0,0,0,0,3,20,0,23,0,0,3,5,18,4,24,9,6,48,57,344,29,486,0,4,12,7,5,4,33,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,4,0,0,0,0,8,0,12,0,0,0,0,0,0,4,0,0,3,4,15,0,29,0,3,0,3
POA3864,0,0,3,3,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,23,0,40,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3865,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,3,0,3,0,0,0,0,13,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,47,0,59,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA3869,0,0,0,4,17,0,22,0,0,0,0,6,0,8,0,0,0,4,18,0,28,3,3,6,9,36,0,62,0,0,0,0,46,3,47,0,0,0,0,3,0,5,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,14,3,16,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,0,4,8,0,8,3,4,4,0,5,0,18,0,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,0,0,0,11,0,15,8,11,22,35,193,10,271,0,0,3,3,6,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,9,3,15,0,0,3,0
POA3870,0,0,4,3,15,0,25,0,0,0,0,5,0,3,0,0,0,0,14,0,17,0,0,3,0,12,3,17,0,0,0,0,30,0,31,0,0,0,0,5,0,5,0,0,0,0,6,0,8,0,0,0,0,3,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,5,0,0,0,0,3,0,6,0,0,3,5,5,3,9,7,0,5,0,3,0,15,0,0,4,3,5,0,12,0,0,0,0,0,0,4,0,0,0,0,4,3,6,0,0,0,3,8,0,9,12,9,22,16,123,15,193,0,0,6,3,3,5,17,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,0,16,0,0,0,0
POA3871,0,0,10,9,31,3,61,0,0,0,3,10,0,11,0,0,3,7,33,3,46,0,0,0,7,24,3,39,0,0,3,5,68,4,83,0,0,0,3,5,0,11,0,0,3,0,15,0,21,0,0,0,4,7,0,10,0,0,0,3,6,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,3,3,0,10,9,3,3,29,0,0,0,0,5,0,13,0,0,8,6,3,3,18,3,3,11,0,5,0,21,0,0,13,3,5,0,22,0,0,0,0,3,0,6,0,0,0,0,11,0,11,0,0,0,3,7,3,18,5,10,61,67,257,29,441,0,3,5,6,9,0,23,0,0,0,0,0,0,0,0,0,0,4,10,0,16,0,0,0,0,0,0,0,0,0,5,3,3,0,6,0,0,0,0,3,0,4,0,0,0,3,16,4,27,0,0,9,4
POA3873,0,0,0,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,39,3,53,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA3874,0,0,0,0,7,3,15,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,3,0,0,0,3,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,0,4,0,3,9,4,54,3,74,0,0,0,3,4,3,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
POA3875,3,0,20,17,108,14,165,0,0,0,3,32,0,36,5,0,17,20,208,17,258,3,5,12,4,44,3,66,0,0,12,17,369,16,416,3,0,6,10,56,7,77,3,0,25,24,148,22,220,0,0,4,19,54,9,81,0,3,6,12,81,9,113,0,0,0,5,13,0,17,0,0,4,9,4,0,15,0,0,3,10,11,3,22,8,3,55,24,36,4,120,0,0,3,5,32,7,53,7,10,31,30,50,3,128,13,13,49,16,37,8,139,20,20,54,29,44,7,169,3,0,3,4,16,0,25,0,0,6,10,127,8,147,0,0,6,12,68,20,105,65,58,314,277,1527,136,2379,0,3,26,21,21,12,81,0,0,0,0,3,0,3,6,3,18,15,49,7,103,3,3,7,0,3,0,16,0,0,10,12,23,0,43,0,0,9,6,19,3,32,0,0,15,35,120,20,188,0,0,6,31
POA3878,0,0,3,0,3,0,10,0,0,3,0,0,0,6,0,0,0,6,12,0,11,0,0,0,0,0,0,3,0,0,0,3,21,3,21,0,0,0,0,3,0,3,0,0,0,0,11,0,16,0,0,0,0,3,0,4,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,3,0,10,3,3,3,3,4,0,12,0,0,6,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,8,5,5,22,23,81,6,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0,3,0
POA3880,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,3,3,27,0,39,4,0,0,0,4,0,12,0,0,3,3,62,0,66,0,0,0,0,7,0,12,0,3,4,3,19,0,32,0,0,0,0,23,3,25,0,0,0,7,13,3,29,0,0,0,0,3,0,3,0,0,3,0,3,0,3,0,0,0,0,3,0,3,3,4,3,3,8,0,18,0,0,4,0,4,0,10,4,0,4,5,8,0,22,3,3,13,0,7,0,27,3,0,18,3,12,0,32,0,0,0,3,4,0,8,0,0,0,0,11,0,11,0,0,3,3,17,3,23,18,15,53,45,250,13,395,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,3,9,0,0,0,0,0,0,3,0,0,0,3,5,0,4,0,0,0,0,3,0,3,0,0,5,9,21,3,37,0,0,0,6
POA3882,0,0,0,0,9,4,16,0,0,0,0,0,0,0,0,0,0,5,18,3,23,0,0,0,0,4,0,4,0,0,0,3,32,7,38,0,0,0,0,7,0,11,0,0,0,0,10,0,11,0,0,0,0,0,0,4,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,10,0,0,0,3,3,0,11,0,0,3,0,3,0,10,0,0,3,0,3,0,3,0,0,0,0,3,0,5,0,0,0,0,6,0,6,0,0,0,0,6,0,10,5,0,11,23,113,18,170,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,8,0,0,0,0
