POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA3579,27,31,59,135,106,247,41,61,106,22,23,41,203,189,394,123,131,256,12,15,35,31,32,63,168,177,343,3,9,9,0,7,9,12,11,21,9,17,26,0,0,0,24,39,69,10,6,12,0,4,4,0,4,4,3,17,25,0,0,0,16,31,42,0,0,3,0,14,15,0,0,0,3,10,18,249,264,514,687,754,1439
POA3580,15,6,22,24,28,52,0,0,3,4,0,4,31,27,57,30,25,50,0,3,4,0,0,0,30,24,55,0,0,0,0,0,0,0,3,4,0,4,4,0,0,0,4,6,13,3,0,3,0,0,3,0,0,0,0,3,5,0,0,0,4,7,15,0,0,0,0,0,0,0,0,0,0,3,3,40,36,77,121,123,242
POA3581,0,3,3,7,7,7,0,3,3,0,0,3,5,12,12,6,3,9,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,24,21,44
POA3583,0,0,3,11,9,16,0,0,3,0,0,3,13,11,20,13,4,13,3,0,6,0,0,0,17,5,18,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,44,26,69
POA3584,7,5,14,46,36,81,13,3,16,6,0,5,66,40,103,31,32,68,0,3,9,0,0,0,34,40,74,0,3,3,0,0,0,0,0,0,0,5,6,0,0,0,3,11,13,0,0,0,0,3,4,0,0,0,0,11,13,0,0,0,4,15,14,0,0,0,0,3,3,0,0,0,0,3,4,113,80,194,232,184,416
POA3585,79,88,166,263,224,487,141,139,279,16,29,43,416,397,809,229,220,448,111,122,233,8,15,28,354,351,711,9,16,21,6,10,18,41,32,69,40,47,91,3,0,7,101,107,209,16,41,55,8,20,29,9,13,20,10,38,55,0,0,0,44,116,158,6,9,23,17,30,39,0,0,3,27,39,67,669,665,1325,1687,1760,3447
POA3586,7,8,14,21,14,34,14,16,28,3,0,3,41,34,70,20,17,40,16,15,31,0,0,0,32,35,68,0,0,3,0,0,0,3,3,3,8,6,11,0,0,0,12,9,23,0,9,9,0,0,0,0,0,0,0,0,3,0,0,0,3,12,17,0,0,0,0,0,3,0,0,0,0,4,4,66,61,123,154,156,317
POA3588,3,3,9,13,9,25,0,0,0,0,0,0,13,9,25,7,14,18,3,4,4,0,0,0,7,15,24,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,9,7,13,40,44,81
POA3589,3,0,3,9,13,20,3,3,9,0,0,0,12,15,28,4,7,16,8,4,11,0,0,0,15,8,25,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,7,0,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,30,25,56,59,62,120
POA3590,3,0,4,14,10,29,9,3,5,0,0,0,22,18,38,5,13,17,3,6,7,0,0,0,9,13,27,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,15,12,28,49,55,107
POA3591,0,0,4,9,4,13,0,0,0,0,0,0,9,4,13,3,6,7,0,3,7,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,15,29,44
POA3594,3,0,11,19,15,33,0,3,3,4,0,3,23,14,42,8,13,24,3,3,4,0,0,0,12,16,27,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,7,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,51,40,89,94,89,186
POA3595,3,7,11,22,17,38,4,3,10,3,0,3,24,27,47,17,13,26,4,4,8,0,0,0,17,16,32,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,3,3,0,0,0,0,0,0,0,3,4,63,63,125,114,123,237
POA3596,0,0,0,6,7,11,0,0,0,0,0,0,6,10,7,4,0,4,4,3,5,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,21,25,18,41
POA3597,3,6,4,6,12,18,0,3,5,0,0,0,9,16,20,8,7,13,3,8,6,0,0,0,10,14,27,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,31,29,58,62,59,123
POA3599,0,0,0,4,4,12,0,0,3,0,0,0,7,5,18,3,3,8,0,0,0,3,0,3,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,26,26,23,52
POA3607,0,0,0,6,0,9,0,0,0,0,0,0,5,6,10,0,3,3,0,7,5,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,29,21,33,53
POA3608,13,18,30,51,61,111,28,22,46,0,0,0,77,83,162,34,35,69,13,16,33,7,10,16,53,66,121,3,3,7,3,3,3,7,6,7,3,6,12,0,0,0,9,19,32,0,7,8,0,0,3,0,8,8,5,6,12,0,0,0,8,20,27,0,0,3,0,7,8,0,0,3,4,4,13,95,112,208,261,325,591
POA3610,13,8,21,67,59,130,0,0,4,0,0,0,72,66,134,18,31,51,13,14,30,5,7,10,39,54,87,0,0,0,0,0,0,3,3,7,5,8,9,0,0,0,12,14,23,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,5,5,9,0,3,3,4,0,5,0,0,0,3,3,4,335,76,407,472,222,695
POA3612,10,13,25,22,8,33,19,33,56,0,0,4,43,42,90,32,30,62,3,8,14,3,0,3,41,42,79,0,0,0,0,3,3,6,0,14,0,7,7,0,0,0,6,7,19,3,3,7,0,0,0,0,0,0,0,7,12,0,0,0,5,13,18,0,3,3,0,6,8,0,0,0,3,3,5,93,75,173,200,211,415
POA3614,11,18,22,56,42,94,0,3,3,0,0,0,56,41,99,13,11,25,22,16,43,3,4,9,39,34,74,0,0,3,0,0,0,7,0,7,0,3,3,0,0,0,7,8,13,0,3,3,0,4,6,0,3,3,0,6,6,0,0,0,0,12,17,0,0,0,3,3,3,0,0,0,3,3,3,34,29,59,145,146,289
POA3616,45,54,94,130,100,229,100,83,186,7,9,15,233,193,428,72,55,133,74,63,139,39,17,52,186,137,319,0,9,14,0,9,6,18,8,21,17,14,27,0,0,0,37,38,68,14,19,36,3,8,13,0,3,3,5,22,27,0,0,0,25,57,78,7,3,8,0,6,10,0,0,0,11,15,23,237,252,486,757,739,1500
POA3617,0,0,0,0,3,4,0,6,10,0,0,0,3,11,9,0,3,3,0,0,4,0,0,0,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,11,28,42
POA3618,7,0,7,20,21,45,10,5,11,0,0,0,30,28,57,13,17,32,4,4,11,0,0,0,24,19,41,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,5,8,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,25,30,55,93,81,179
POA3620,59,65,121,196,153,347,131,128,258,14,17,26,339,289,633,180,145,324,84,78,165,26,22,55,294,250,540,14,7,16,0,7,16,29,14,43,15,28,43,0,0,0,58,56,116,14,35,46,7,8,16,0,0,3,6,28,30,0,0,0,29,75,97,5,6,10,3,12,18,0,0,0,9,21,32,372,420,795,1155,1179,2330
POA3621,24,18,41,84,73,156,30,25,58,7,7,9,118,103,224,52,44,97,9,26,34,18,13,24,76,77,156,0,0,0,0,3,3,12,3,13,6,10,16,0,0,0,14,20,33,3,9,12,0,3,3,0,0,0,0,4,4,0,0,0,6,17,17,0,0,0,0,4,3,0,0,0,0,4,8,85,81,170,334,314,647
POA3622,3,0,7,13,19,26,4,3,6,3,3,6,15,21,40,5,7,12,3,10,13,3,5,12,18,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,26,23,44,65,72,130
POA3623,3,6,11,26,25,51,3,0,9,0,0,0,36,26,59,16,16,28,0,3,6,0,0,3,15,16,33,0,0,0,0,0,3,0,0,8,0,4,4,0,0,0,3,6,10,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,59,48,107,117,115,229
POA3624,3,9,6,25,13,36,3,3,4,0,0,0,25,18,45,8,22,29,11,3,8,0,0,0,14,21,41,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,9,4,6,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,4,4,20,16,33,69,82,149
POA3629,74,58,134,189,190,382,178,154,334,18,17,28,385,359,745,171,178,345,97,83,175,21,27,45,282,276,564,9,23,36,12,17,31,30,18,47,12,52,66,0,0,0,67,115,181,8,32,47,8,19,23,0,13,13,9,47,56,0,0,0,31,112,139,13,12,31,20,33,51,0,0,0,37,43,76,452,437,888,1324,1404,2727
POA3630,239,211,443,1001,884,1881,276,283,556,80,66,149,1362,1229,2589,629,638,1262,303,272,579,137,119,250,1066,1025,2093,63,94,160,60,100,160,86,61,148,86,158,242,0,0,7,299,423,715,99,144,244,36,80,115,11,37,53,64,143,206,3,4,3,210,407,619,52,66,113,49,120,171,0,0,6,103,189,290,1574,1654,3226,4849,5135,9982
POA3631,89,94,180,441,397,840,93,100,195,40,38,71,580,537,1110,176,181,354,219,242,458,82,67,150,474,495,965,9,22,28,8,16,26,43,18,64,11,40,56,3,0,3,76,98,171,29,68,96,11,25,40,8,18,26,42,47,88,0,3,3,91,156,250,13,9,23,15,30,44,5,0,5,33,33,65,396,405,807,1738,1812,3544
POA3633,7,3,11,18,21,39,5,6,14,0,0,5,25,29,56,24,13,36,3,6,11,6,4,9,33,23,56,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,10,0,0,3,0,3,3,0,0,0,3,3,7,27,23,55,104,94,201
POA3634,19,15,28,62,58,121,11,15,20,10,4,9,78,76,156,47,41,83,16,20,38,13,11,20,75,67,140,0,0,4,0,0,0,6,3,4,3,4,9,0,0,0,9,5,14,0,10,8,0,0,0,4,4,8,0,10,19,0,0,0,9,23,30,4,4,7,0,8,7,0,0,0,6,7,13,74,74,149,268,273,533
POA3635,3,3,9,17,17,33,3,3,3,0,0,0,22,13,41,15,9,18,8,3,4,3,0,4,18,12,29,0,0,3,0,0,4,0,0,0,0,3,5,0,0,0,9,8,14,0,3,3,0,0,0,0,3,3,0,4,4,0,0,0,0,13,13,0,0,0,0,3,3,0,0,0,3,3,7,17,21,39,73,72,141
POA3636,33,27,54,111,94,211,91,108,195,8,10,15,211,214,429,96,81,174,66,80,151,13,8,22,170,177,348,5,14,18,0,12,10,10,8,24,14,27,40,0,0,0,31,56,88,12,20,28,7,12,13,0,19,21,3,19,23,0,0,0,26,66,89,8,7,9,7,14,23,0,0,0,11,18,35,197,204,405,673,768,1441
POA3637,8,7,14,13,4,17,13,18,29,0,0,0,19,24,43,16,14,25,19,9,27,3,0,4,32,27,59,0,0,0,0,0,0,3,3,6,0,7,7,0,0,0,3,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,0,4,4,0,0,0,4,6,9,15,12,22,79,89,165
POA3638,8,13,24,34,40,71,54,42,96,5,3,12,97,83,179,35,40,78,32,32,56,6,9,17,70,82,151,0,4,4,0,3,3,7,5,9,3,10,12,0,0,0,13,18,29,4,4,13,0,3,3,0,0,0,0,10,7,0,0,0,5,18,21,0,3,3,3,3,6,0,0,0,3,8,7,78,75,151,276,298,570
POA3639,3,0,5,5,5,11,7,7,12,0,0,0,10,13,24,3,3,7,6,0,8,0,0,0,11,7,19,0,4,4,0,3,3,0,0,3,3,0,3,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,55,59,52,109
POA3640,17,5,19,41,39,81,18,16,34,0,0,6,63,53,113,24,17,37,17,14,31,0,4,6,43,31,75,3,4,8,0,0,0,15,8,17,3,5,6,0,0,0,22,15,38,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,7,4,10,3,0,5,3,4,4,0,0,0,3,4,9,31,26,63,178,142,323
POA3641,15,15,35,40,42,83,9,9,22,3,3,9,58,58,113,25,20,40,20,16,33,0,9,5,42,37,85,0,0,0,0,0,0,3,0,3,3,3,10,0,0,0,3,9,13,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,8,0,0,0,3,6,5,0,0,0,4,6,7,66,47,110,191,185,377
POA3644,66,60,129,171,137,305,135,153,292,53,50,103,357,340,696,151,176,326,82,65,151,37,39,76,277,281,555,4,6,13,3,16,13,21,22,46,20,37,61,0,0,3,59,80,138,18,29,46,4,13,19,0,14,14,4,24,27,0,0,0,27,77,105,14,11,27,12,29,44,3,0,7,28,48,76,496,483,974,1300,1371,2674
POA3646,3,6,10,25,23,45,0,0,0,0,3,3,20,26,47,16,15,23,0,3,7,0,6,10,16,20,36,0,0,4,0,0,3,0,3,5,5,0,5,0,0,0,12,4,14,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,5,7,0,0,0,0,0,4,0,0,0,0,0,4,32,24,55,82,92,177
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,17,3,3,3,0,0,0,0,0,0,0,0,0,6,17,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,15,23,37
POA3649,0,3,8,9,9,17,0,4,7,3,3,4,12,17,30,4,5,10,3,4,10,7,7,15,21,13,35,0,0,0,0,0,0,8,0,8,0,0,5,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,26,24,49,69,67,137
POA3658,46,49,99,219,214,432,29,32,66,3,9,15,256,254,509,168,174,347,29,34,65,9,6,12,211,220,429,12,7,18,5,3,8,11,21,39,15,22,32,0,0,0,43,56,99,19,38,54,3,13,18,0,9,16,14,34,45,0,0,0,42,100,137,5,4,7,13,15,32,0,0,0,13,22,42,218,255,471,832,950,1782
POA3659,3,3,8,19,12,35,3,3,8,0,3,3,23,18,42,13,14,34,8,3,18,3,3,4,31,23,53,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,4,10,5,3,9,0,6,6,0,0,3,0,5,4,0,0,0,7,14,18,0,0,0,3,3,7,0,0,0,3,6,4,48,40,86,118,107,220
POA3660,54,40,88,144,145,292,88,74,157,0,4,8,236,223,456,148,165,310,52,58,111,14,9,21,214,235,445,46,22,67,9,16,21,22,17,36,23,38,61,0,0,0,91,100,191,12,34,47,3,12,18,6,0,8,14,43,59,0,0,0,40,96,132,44,7,55,13,17,33,3,0,3,61,28,83,458,489,943,1144,1202,2343
POA3662,10,17,26,58,39,97,3,0,3,0,4,4,58,41,103,17,12,25,8,5,14,0,0,0,24,16,42,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,13,13,6,3,5,0,9,9,3,3,9,24,14,40,0,0,0,36,26,56,14,4,16,0,3,3,0,0,0,14,6,15,52,24,82,193,143,339
POA3663,3,0,3,5,9,16,0,0,0,0,0,0,5,9,16,3,4,10,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,22,32,54
POA3664,20,7,27,35,32,66,9,0,12,0,0,0,44,35,76,24,19,37,11,0,13,0,0,0,29,22,51,3,4,5,0,0,0,3,0,3,0,4,4,0,0,0,6,8,13,0,3,3,0,0,0,0,0,0,0,11,6,0,0,0,0,11,14,0,3,3,0,4,6,0,0,0,0,7,3,60,51,111,158,136,303
POA3665,3,3,4,5,3,8,3,3,7,0,0,0,7,11,18,12,11,20,0,3,3,0,0,0,11,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,22,24,45,45,53,97
POA3666,24,28,51,103,88,187,71,71,137,5,6,16,181,164,341,102,71,171,16,19,40,21,6,24,137,95,232,0,10,9,0,3,4,11,13,23,13,21,33,0,0,0,28,48,73,7,8,18,3,7,14,3,4,3,3,24,24,0,0,0,15,42,61,5,3,9,4,17,18,0,0,0,7,17,33,206,242,447,604,639,1242
POA3669,5,13,17,16,27,42,10,12,22,0,0,0,23,37,65,23,24,45,4,5,9,7,7,8,33,37,70,0,0,0,0,0,0,8,3,7,3,9,10,0,0,0,8,6,15,0,3,3,0,4,4,0,0,0,0,3,3,0,0,0,0,9,12,0,0,4,6,5,4,0,0,0,8,3,12,44,56,102,127,167,297
POA3670,4,5,9,12,7,16,4,3,5,0,0,7,12,12,27,13,12,25,5,3,4,0,3,3,20,10,32,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,6,10,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,30,27,57,71,64,140
POA3672,64,65,124,200,185,384,115,101,217,25,26,51,342,318,655,189,162,349,86,101,183,37,51,85,317,311,622,9,18,24,5,13,19,28,21,48,17,46,59,0,0,4,65,89,152,11,27,40,4,13,13,0,9,12,11,34,45,0,0,3,28,78,108,3,8,13,12,16,30,0,0,0,18,29,46,412,487,895,1232,1370,2605
POA3673,12,7,18,43,27,63,20,17,37,6,13,18,66,50,116,22,25,46,16,16,33,13,3,16,50,49,97,0,8,5,0,0,0,3,4,7,0,5,8,0,0,0,8,16,24,0,8,10,0,3,3,0,0,0,3,3,7,0,0,0,7,15,19,3,8,6,3,0,3,0,0,0,7,5,15,103,104,212,257,248,507
POA3675,17,14,31,56,44,100,20,21,37,5,6,11,80,73,151,38,25,61,30,26,58,6,9,11,70,64,130,4,3,7,0,3,3,5,4,8,4,8,12,0,0,0,14,13,25,4,9,11,0,3,6,0,3,3,0,11,11,0,0,0,8,23,30,3,0,3,0,3,4,0,0,0,4,5,10,79,68,140,262,248,513
POA3677,129,141,268,396,319,714,307,265,573,68,83,152,767,672,1438,219,234,457,253,285,540,51,72,118,530,583,1111,35,39,76,10,38,48,48,33,76,39,65,101,0,6,4,133,178,307,39,73,112,17,37,58,4,15,17,34,105,138,0,3,3,93,234,325,14,16,29,19,42,64,0,0,0,34,54,90,707,873,1583,2388,2734,5124
POA3678,40,41,75,141,132,270,95,88,179,47,56,103,278,270,552,75,70,144,122,124,248,27,20,48,230,215,449,8,3,14,6,8,14,29,9,36,13,21,33,0,0,0,48,48,95,13,29,35,3,11,14,0,7,5,20,36,51,0,0,0,34,73,107,0,3,4,3,15,17,0,0,0,4,17,21,271,279,550,895,948,1851
POA3682,3,3,5,23,24,49,8,4,14,7,5,9,33,35,71,10,9,21,8,3,10,3,3,3,26,21,44,0,0,0,0,0,0,7,0,6,0,3,3,0,0,0,7,3,13,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,3,3,0,0,0,0,3,3,33,30,63,100,95,199
POA3683,8,11,21,35,38,76,18,24,40,3,10,15,58,63,124,38,35,79,10,14,25,6,10,14,57,63,116,0,0,0,0,5,5,12,4,12,3,5,9,0,0,0,16,12,28,0,4,3,0,3,3,0,3,4,0,7,12,0,0,0,3,19,20,0,0,3,0,8,5,0,0,0,3,9,8,79,85,168,226,262,488
POA3685,21,18,40,83,84,165,30,27,57,6,9,16,124,118,237,35,46,84,21,28,47,13,18,31,67,89,161,0,3,3,0,12,12,9,4,10,3,17,18,0,0,0,11,27,40,4,13,20,0,3,6,0,3,3,3,10,11,0,0,0,13,35,43,0,0,0,0,4,4,0,0,0,0,7,7,88,101,189,320,398,715
POA3687,4,5,12,29,35,67,5,6,15,0,0,0,38,43,82,41,23,64,12,9,23,0,4,6,57,42,96,3,3,7,0,3,5,9,3,10,8,8,13,0,0,0,14,19,34,0,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,8,10,0,0,0,3,3,4,0,0,0,3,3,4,31,31,67,155,152,306
POA3688,3,15,15,41,31,74,11,8,15,4,7,13,57,45,108,24,25,47,11,11,14,4,10,20,36,44,79,0,0,3,0,3,3,6,7,15,4,10,14,0,0,0,12,14,28,3,3,9,0,0,0,0,0,0,3,5,12,0,0,0,6,15,21,0,0,0,3,0,3,0,0,0,5,0,7,48,46,95,172,182,356
POA3690,339,329,666,938,879,1822,400,382,784,186,199,386,1526,1467,2988,679,608,1284,341,354,694,131,143,272,1142,1100,2248,90,80,170,39,100,137,160,104,262,113,213,327,6,0,3,405,494,896,88,172,264,52,117,163,19,51,67,98,225,326,0,0,0,258,562,824,43,51,90,49,111,163,9,3,7,98,170,268,1162,1180,2344,4938,5298,10236
POA3691,110,94,208,293,318,611,103,80,180,71,68,143,466,463,932,185,189,365,93,91,187,68,79,140,338,357,693,80,37,119,32,16,45,40,27,68,28,59,88,0,0,0,177,139,320,22,49,69,9,28,32,0,5,9,34,81,111,0,0,0,63,161,228,82,30,108,16,30,48,0,0,0,100,59,158,311,295,601,1568,1571,3141
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,21,24,0,25
POA3695,3,3,9,22,14,37,0,5,5,0,0,0,22,22,39,24,21,40,0,0,0,0,7,7,24,24,51,0,0,0,0,4,4,0,0,0,3,0,3,0,0,0,3,4,4,0,0,0,3,0,3,0,0,0,0,6,6,0,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,3,3,12,13,29,61,80,145
POA3697,6,8,12,21,29,49,0,0,0,0,0,0,21,29,49,17,18,38,0,0,3,0,0,0,17,19,41,0,0,0,0,0,0,0,4,4,3,5,3,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,6,13,0,0,0,0,4,4,0,0,0,0,4,5,18,24,45,71,97,170
POA3698,3,3,7,40,40,77,0,0,0,0,3,3,40,44,80,17,27,42,0,0,4,0,0,3,20,27,49,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,3,6,0,0,0,0,3,3,0,0,3,0,8,6,0,0,0,8,14,15,0,0,0,0,4,8,0,0,0,0,4,8,35,22,58,112,116,227
POA3699,13,10,22,32,44,73,0,0,0,4,0,4,39,44,79,23,23,50,0,0,3,0,0,0,27,24,51,3,3,7,3,0,3,3,3,3,6,8,10,0,0,0,13,10,27,0,5,5,3,0,0,0,0,0,7,6,12,0,0,0,10,14,22,0,0,0,3,3,3,0,0,0,3,3,3,61,72,132,168,173,340
POA3700,10,7,11,36,38,73,10,3,20,4,0,5,49,46,97,41,35,80,3,0,3,0,0,0,48,35,90,0,4,3,0,0,0,11,4,12,0,6,9,0,0,0,14,9,25,0,3,3,0,3,3,0,0,0,0,4,8,0,0,0,8,8,13,0,4,3,0,3,3,0,0,0,0,4,9,41,37,84,172,161,329
