POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA3028,0,3,21,120,81,79,23,10,0,339,0,0,0,0,3,0,3,0,4,12,0,0,0,4,0,0,0,0,0,6,6,22,37,208,107,98,44,41,11,583,42,85,91,264,145,130,92,49,20,925,923,1630,1686,4509,2136,1817,1131,596,255,14686,0,0,0,3,0,0,0,0,0,3,1673,2603,2627,4520,2290,1538,702,337,143,16438,0,3,5,50,5,3,0,0,0,68,0,0,0,19,13,17,3,4,4,59,0,0,3,28,27,16,18,8,7,99,0,0,0,11,3,9,0,3,0,21,0,0,3,18,16,16,11,3,0,62,6,19,41,290,82,74,34,19,6,581,0,0,3,23,32,45,51,40,3,196,0,3,0,11,18,16,16,8,3,71,6,17,6,121,124,176,151,74,34,708,0,0,4,19,23,11,4,5,0,68,0,0,4,15,3,5,0,0,0,30,0,0,3,14,13,13,34,12,8,96
POA3029,0,12,17,230,48,49,18,10,0,387,0,0,0,3,3,4,3,0,0,12,0,0,5,30,9,3,0,0,0,45,30,219,360,1305,440,229,118,58,19,2799,229,337,286,943,335,226,178,62,25,2621,4631,6772,5618,16941,5155,3808,2293,865,264,46349,3,6,15,66,20,15,3,4,0,132,8415,9857,6809,10785,4556,3236,1902,594,168,46318,16,90,51,720,82,16,0,0,0,983,0,0,10,60,35,20,15,3,0,151,0,0,3,43,14,11,4,0,0,75,3,10,9,19,14,12,3,0,0,74,0,4,10,83,58,65,45,11,0,267,9,53,111,778,195,201,50,19,6,1424,0,3,0,45,33,55,39,20,4,199,0,36,16,46,22,25,23,4,0,171,11,93,59,251,321,306,275,142,30,1489,3,22,38,278,79,58,32,5,0,511,0,3,0,8,5,6,4,0,0,31,0,5,13,30,17,37,78,22,3,205
POA3030,0,19,58,427,142,100,33,19,3,792,0,4,0,18,10,8,5,0,0,42,0,5,6,39,7,7,3,0,0,67,38,154,244,1062,387,227,144,54,23,2331,230,339,288,895,342,315,208,142,108,2868,4560,7171,5763,17756,6230,4495,2583,1342,608,50513,0,0,12,28,17,10,0,0,0,67,8377,10983,7411,13954,6178,4027,2091,973,375,54376,5,29,35,276,34,11,6,0,0,405,0,0,5,111,52,40,22,8,0,247,0,7,7,49,24,31,3,4,0,122,0,18,10,61,21,9,4,3,0,127,0,3,3,54,49,40,35,13,0,202,57,177,325,2034,427,425,138,37,7,3632,0,3,7,47,61,52,42,35,0,244,10,21,23,65,30,33,18,9,6,214,42,240,206,644,646,411,368,197,80,2837,0,10,25,167,73,52,29,8,0,367,3,6,6,24,18,15,5,7,0,81,0,11,13,71,55,36,81,42,20,333
POA3031,0,9,30,101,95,106,43,50,14,449,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,11,57,125,413,110,68,53,25,23,887,70,65,96,375,93,79,59,34,14,887,633,794,1182,4179,1093,821,510,322,138,9687,0,0,0,5,0,0,0,0,0,8,1076,1308,1462,4326,1109,765,364,143,67,10630,0,0,0,15,3,0,0,0,0,17,0,0,3,3,0,4,0,3,0,18,0,0,5,10,7,3,3,0,0,25,0,4,4,40,5,7,0,0,0,64,0,0,0,31,7,3,5,0,0,44,3,3,94,209,65,48,26,72,25,540,0,0,0,3,10,0,9,0,0,19,0,11,0,13,9,11,16,4,3,68,4,17,23,231,82,65,55,13,4,503,0,0,0,3,4,5,0,0,0,10,0,0,0,30,3,0,3,0,0,37,0,0,9,30,9,6,15,3,3,74
POA3032,7,10,58,356,210,179,65,33,13,918,0,0,0,8,3,0,0,0,0,9,0,0,0,10,0,0,0,0,0,10,19,19,99,455,108,71,43,30,12,857,62,84,136,454,143,111,65,31,20,1114,861,1384,2058,5709,1953,1516,808,456,209,14944,0,0,0,5,0,0,0,0,0,7,1586,2367,2621,5481,2049,1463,668,212,110,16565,0,3,3,26,0,0,0,0,0,28,0,3,3,21,8,5,6,6,0,57,0,0,0,4,3,6,7,0,0,31,3,0,3,37,11,4,0,0,0,67,0,0,5,35,23,9,16,10,3,107,7,10,358,474,138,120,60,44,43,1254,0,0,0,13,24,12,25,24,3,101,0,16,3,26,11,12,10,6,0,84,3,26,41,209,101,89,50,20,7,540,0,0,0,22,7,3,0,0,0,39,0,0,0,17,3,3,0,3,0,33,0,0,6,26,13,5,23,6,4,84
POA3033,3,0,9,55,44,55,16,20,28,222,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,16,47,28,26,30,29,3,187,21,28,36,85,51,46,72,62,13,408,441,798,743,1849,1011,812,977,647,223,7502,0,0,0,0,0,0,0,0,0,0,767,1496,1311,2593,1347,737,719,435,105,9517,0,0,3,3,3,0,0,0,0,3,0,0,0,3,0,3,8,9,0,27,0,0,0,0,0,3,0,0,0,7,0,3,3,10,3,4,0,0,0,23,0,0,0,8,5,8,15,0,0,32,0,6,21,54,30,21,13,8,9,164,0,3,0,8,8,21,34,30,5,113,0,4,4,19,8,13,37,26,8,122,3,4,5,30,32,28,41,26,8,175,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,12,0,0,0,5,5,0,32,10,4,70
POA3034,0,7,13,104,80,81,30,12,5,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,67,22,36,41,46,17,260,10,16,29,77,40,51,70,60,18,368,311,554,526,1487,738,714,788,621,230,5969,0,0,0,4,0,3,0,0,0,5,592,986,947,1816,806,449,291,198,90,6178,0,0,0,6,0,0,0,0,0,10,0,0,0,12,3,6,3,8,0,32,0,0,0,0,6,4,3,0,0,15,0,0,0,4,3,0,0,0,0,12,0,0,0,13,12,12,21,3,0,57,0,4,14,67,31,34,17,13,3,179,0,0,0,6,15,25,57,78,8,191,0,0,6,18,12,15,13,12,3,94,0,9,6,32,23,18,28,16,6,145,0,0,0,0,7,0,3,4,0,9,0,0,0,0,0,4,0,0,0,4,0,0,3,9,3,0,24,17,3,61
POA3036,0,0,0,12,13,3,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,21,28,10,4,95,0,14,15,22,35,24,28,10,9,158,100,371,367,599,482,430,378,171,111,3002,0,0,0,0,0,0,0,0,0,0,235,708,734,961,613,492,337,144,116,4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,3,9,11,9,6,0,3,40,0,0,0,4,17,20,18,17,0,72,0,0,0,0,4,3,7,3,0,18,0,0,6,10,20,28,34,16,7,118,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,4,5,4,30,10,0,50
POA3037,0,11,57,306,198,85,25,14,7,701,0,0,0,0,0,3,0,0,0,3,0,0,3,15,3,0,0,0,0,23,10,60,140,509,401,272,132,65,63,1654,66,163,159,426,201,151,108,72,52,1402,1795,4082,3588,8191,3738,2373,1289,621,328,26009,0,0,13,36,11,3,3,0,0,75,3326,7028,5554,8577,3211,1349,482,231,101,29858,0,7,9,38,10,11,0,0,0,71,0,0,7,88,78,46,28,9,4,263,0,0,0,11,8,9,3,3,0,29,0,11,3,12,0,3,4,0,0,25,0,5,5,66,63,33,27,9,3,211,5,16,33,165,54,50,19,8,3,350,0,3,12,58,141,151,111,71,13,560,5,44,34,164,72,78,52,22,0,469,0,26,28,121,115,101,70,36,17,518,0,4,15,85,33,17,13,9,0,179,0,3,0,11,12,8,3,0,0,29,0,0,11,35,28,19,47,17,20,170
POA3038,0,11,12,131,134,83,24,15,6,414,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,13,38,139,145,156,113,57,19,689,29,64,71,153,122,147,101,31,11,731,621,1556,1979,3131,2354,2169,1132,546,203,13685,0,0,0,0,0,0,0,0,0,0,1143,2768,3618,4241,2345,1611,415,144,101,16386,0,0,4,5,5,0,0,0,0,12,0,0,6,30,30,15,15,7,0,111,0,0,3,5,3,5,3,0,0,22,0,0,3,11,11,3,0,0,0,21,0,3,0,16,24,21,25,9,0,90,0,6,10,64,51,34,9,9,3,191,0,0,3,10,90,146,174,117,16,555,0,11,12,48,52,95,45,24,3,290,0,14,16,54,61,85,39,24,14,307,0,0,0,22,28,17,4,6,0,74,0,0,0,9,10,3,3,5,0,25,0,0,3,14,10,12,57,13,0,111
POA3039,0,3,8,36,11,7,11,3,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,7,13,104,24,13,13,13,11,201,13,21,32,146,34,57,33,33,27,399,379,734,912,2409,946,814,508,414,256,7380,0,0,0,0,0,0,0,0,0,0,719,1320,1438,2871,1439,1045,486,232,168,9725,0,0,9,7,0,0,0,0,0,10,0,0,3,5,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,5,0,0,18,4,0,6,0,0,34,0,0,0,3,8,10,7,0,0,25,0,7,38,96,16,20,13,13,3,214,0,0,0,0,7,12,3,11,4,38,0,0,0,6,3,9,7,4,3,42,10,17,6,99,59,44,44,17,12,301,0,0,0,5,0,0,3,0,0,10,0,0,0,14,3,3,3,0,0,27,0,0,0,22,5,8,16,6,3,55
POA3040,0,3,11,68,28,10,11,3,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,7,4,20,164,58,31,29,26,20,355,20,49,95,264,87,91,54,56,44,772,613,1479,1786,4006,1987,1610,935,627,457,13507,0,0,0,3,0,0,0,0,0,3,1120,2689,3037,4752,2805,2193,1015,540,418,18571,0,0,0,24,0,0,0,0,0,29,0,0,0,12,6,4,3,0,0,26,0,0,0,3,0,0,0,0,0,5,4,5,0,22,9,3,4,0,0,50,0,0,3,14,7,3,8,0,0,38,0,16,45,149,55,39,17,11,6,346,0,0,0,8,21,18,25,6,0,80,0,3,0,18,14,11,11,16,3,69,4,25,25,120,105,77,63,30,18,472,0,0,0,16,6,4,0,0,0,26,0,0,3,10,3,3,4,0,0,31,0,0,3,11,5,18,34,14,5,90
POA3041,0,0,8,27,5,10,0,0,0,46,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,6,54,21,7,16,8,7,122,12,42,38,104,55,41,36,26,19,361,294,784,820,1674,941,788,495,330,197,6318,0,0,0,0,0,0,0,0,0,0,557,1491,1432,2202,1344,1150,535,312,211,9238,0,0,0,3,3,4,0,0,0,7,0,0,0,3,6,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,12,3,0,0,3,3,3,0,3,0,9,0,3,26,40,21,18,5,0,0,118,0,0,0,3,17,0,3,0,0,18,3,0,0,4,0,11,8,7,3,44,4,8,12,40,60,47,42,23,6,238,0,0,0,3,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,3,25,11,6,51
POA3042,0,0,0,27,8,13,0,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,63,27,19,26,26,18,188,16,34,32,146,59,63,56,41,31,479,493,826,754,2357,1072,913,839,613,272,8143,0,0,3,4,0,0,0,0,0,9,934,1532,1364,3449,1524,996,580,367,148,10895,0,0,0,5,0,0,0,0,0,4,0,0,3,9,4,4,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,0,0,24,0,0,7,4,10,3,8,0,0,37,0,3,13,60,27,34,7,6,0,155,0,0,0,4,6,10,29,29,3,85,0,5,0,10,6,11,12,14,11,62,3,6,5,60,45,41,62,29,5,262,0,0,3,10,4,3,3,4,0,31,0,0,0,4,3,3,4,0,0,17,0,0,0,5,3,6,40,19,10,91
POA3043,0,0,4,13,9,11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,5,18,28,93,71,62,44,30,4,351,40,31,61,170,74,86,102,57,17,639,541,879,938,2543,1105,1117,1132,565,181,9005,0,0,0,0,0,0,0,0,0,4,995,1549,1490,3414,1206,970,829,314,107,10874,0,0,0,5,0,0,0,0,0,8,0,0,4,15,9,12,6,6,0,60,0,0,0,3,3,0,3,0,0,10,0,0,8,8,3,3,0,0,0,16,0,0,0,6,0,3,3,0,0,15,0,4,15,43,25,23,12,9,0,139,0,0,0,8,14,30,35,26,4,116,0,0,9,7,13,40,78,42,8,200,0,5,11,36,43,62,68,49,17,289,0,0,8,29,32,15,11,7,0,111,0,0,0,3,3,0,3,0,0,8,0,0,0,10,0,10,36,14,5,72
POA3044,0,3,6,48,12,18,0,3,0,92,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,7,9,22,16,172,34,35,30,26,17,358,55,67,82,296,133,96,81,64,54,925,934,1488,1512,4477,1856,1310,850,843,616,13900,0,4,0,3,0,0,0,0,0,6,1636,2696,2518,5371,2493,1519,577,459,550,17822,0,0,0,15,0,0,0,0,0,21,0,0,0,4,3,0,3,0,0,15,0,0,0,5,6,3,0,0,0,9,3,0,3,27,0,3,0,0,0,40,0,0,0,14,5,9,0,0,0,33,5,17,38,150,54,42,8,3,0,313,0,0,0,4,6,3,4,4,0,27,0,7,3,17,9,15,21,31,17,129,5,26,26,149,81,50,38,25,24,423,0,0,3,26,16,5,5,3,0,66,0,0,0,14,9,0,0,0,0,30,0,3,5,24,12,10,24,4,11,95
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,0,0,0,29,0,0,20,13,3,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,3,11,84,28,34,14,0,0,172,0,0,0,0,0,0,0,3,0,5,0,0,3,7,0,0,0,0,0,10,10,36,61,233,84,64,64,62,41,649,78,109,116,375,157,109,104,149,70,1263,1173,1711,1932,5640,1980,1490,1231,1297,676,17125,0,0,0,19,0,0,0,0,0,19,2094,2801,2657,5139,2093,1454,774,709,444,18160,0,3,6,51,5,4,0,0,0,71,0,0,0,22,5,13,4,0,0,47,0,0,0,3,0,0,0,0,0,3,0,3,0,20,3,0,0,0,0,34,0,0,0,6,6,3,3,0,0,24,3,4,85,230,85,84,25,17,3,535,0,0,0,5,20,15,22,33,9,112,0,7,7,16,6,20,41,46,19,165,3,23,4,86,50,71,58,47,22,364,0,5,0,39,21,11,3,3,0,83,0,0,7,7,3,4,4,0,3,29,0,4,3,20,11,8,49,18,19,137
POA3047,0,8,19,56,63,20,18,3,3,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,13,83,96,289,122,91,51,31,13,797,85,171,150,308,127,118,92,73,13,1145,850,1450,1496,2908,1208,907,685,505,161,10176,0,4,9,17,5,0,6,0,0,40,1413,2045,1753,1912,723,528,362,319,82,9135,0,3,5,38,4,3,0,0,0,52,0,0,3,9,3,16,9,8,4,57,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,5,0,0,3,5,0,0,8,0,0,19,0,4,4,51,21,18,11,0,3,114,0,0,4,3,12,19,19,17,5,78,0,9,11,21,8,23,16,21,6,113,0,3,3,13,11,35,31,21,13,136,0,3,3,20,11,14,3,0,0,55,0,0,0,3,6,0,0,0,0,12,0,0,4,13,3,3,19,0,3,54
POA3048,0,3,12,74,60,63,10,11,9,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,54,73,225,117,95,57,31,10,676,45,92,85,205,104,92,66,24,5,717,658,1326,1444,2436,1274,954,609,294,96,9089,0,0,0,10,0,0,0,0,0,13,1170,2089,2050,1795,578,409,309,168,35,8612,0,0,0,22,3,0,0,0,0,26,0,0,0,9,5,4,3,3,0,28,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,3,0,0,3,0,3,0,6,11,3,9,5,0,33,0,0,5,12,9,7,3,3,0,39,0,0,0,0,3,7,19,11,3,47,0,0,4,22,10,14,10,3,0,78,0,0,4,3,15,36,27,17,8,110,0,0,3,21,18,12,10,3,0,70,0,0,0,0,3,0,0,0,0,7,0,0,0,9,0,3,6,8,0,26
POA3049,0,0,0,9,9,4,0,0,0,24,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,13,37,32,20,26,11,5,148,10,19,34,81,40,49,50,20,8,319,211,566,677,1229,720,713,420,183,53,4765,0,0,0,3,0,0,0,0,0,3,437,1023,1119,1773,914,771,290,107,30,6464,0,0,0,3,0,0,0,0,0,8,0,0,0,12,9,6,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,3,3,0,4,0,0,13,0,0,0,9,3,0,0,0,0,19,0,0,0,5,8,6,15,14,0,48,0,4,7,6,13,14,14,4,3,56,0,0,0,23,24,40,44,22,4,160,0,0,0,10,9,7,4,3,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,14,4,3,36
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,9,0,4,11,0,0,6,0,0,29,17,0,10,22,0,0,10,3,3,56,0,0,0,0,0,0,0,0,0,0,11,0,6,13,4,3,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,0,7,30,55,45,29,14,7,0,194,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,23,119,258,70,37,30,18,0,554,51,52,259,375,82,57,41,22,8,942,297,464,2235,3051,655,466,314,185,60,7738,0,0,4,0,0,0,0,0,0,6,438,671,1369,2399,505,427,257,117,26,6210,0,0,6,5,0,0,0,0,0,11,0,0,0,10,9,6,3,3,0,25,0,0,5,9,0,0,0,0,0,15,0,0,15,38,4,0,0,0,0,54,0,0,3,22,4,10,4,3,0,47,11,17,1120,590,93,63,50,51,21,2009,0,0,0,8,3,6,3,3,0,20,0,0,3,11,3,5,0,3,0,29,3,10,51,148,57,32,28,3,3,336,0,0,0,9,3,4,0,0,0,12,0,0,15,24,3,3,0,0,0,45,0,0,7,27,11,8,3,3,0,58
POA3052,0,0,9,14,3,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,29,79,10,9,8,4,3,140,5,12,87,87,17,22,24,57,131,442,97,106,814,1055,191,202,170,149,236,3021,0,4,4,0,0,0,0,0,0,12,156,166,746,881,207,185,168,87,76,2677,0,0,6,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,5,0,0,5,17,0,0,0,0,0,28,3,0,0,12,0,0,0,0,0,17,0,5,182,189,25,19,4,14,28,475,0,0,0,3,3,0,0,0,0,5,0,0,0,4,0,0,0,3,0,15,0,0,26,37,17,17,18,8,7,139,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,0,0,0,16,0,0,7,11,0,0,0,6,5,36
POA3053,0,3,80,43,19,32,7,7,3,196,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,8,19,144,298,81,43,33,20,11,653,30,28,362,310,75,59,23,22,3,916,215,307,4833,3111,527,436,302,176,108,10013,0,0,3,3,0,0,0,0,0,3,320,447,1240,1905,369,336,268,112,67,5063,0,0,17,10,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,6,0,0,16,10,0,0,0,0,0,26,0,0,27,47,3,0,0,0,0,81,0,0,3,31,3,3,0,3,0,48,3,19,3169,841,62,38,19,13,8,4184,0,0,0,3,3,7,0,3,0,19,0,4,5,9,8,6,6,5,6,59,3,4,83,129,36,35,26,13,5,331,0,0,0,3,0,0,3,0,0,12,0,0,24,34,5,0,0,0,0,65,0,0,20,29,0,0,11,0,0,64
POA3054,0,0,0,5,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,65,24,13,15,4,0,140,9,12,44,115,37,34,17,19,8,301,174,256,677,1852,463,417,366,175,78,4458,0,0,0,0,0,0,0,0,0,4,346,464,887,2315,655,509,460,124,47,5806,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,35,0,0,0,12,0,0,0,0,0,14,0,3,34,22,12,6,6,0,0,82,0,0,0,6,3,4,0,3,0,15,0,0,0,0,0,0,0,0,0,7,4,16,29,126,35,39,39,11,3,301,0,0,0,0,0,0,3,0,0,4,0,0,9,21,3,0,8,7,0,42,0,0,3,18,5,4,17,7,0,55
POA3055,0,3,9,33,13,12,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,27,154,38,26,24,19,7,291,11,23,55,203,51,46,34,37,15,479,380,552,1010,2981,833,652,429,347,175,7362,0,0,0,3,0,0,0,0,0,6,671,950,1352,3455,1075,703,308,116,98,8728,0,4,0,44,0,0,0,0,0,48,0,0,0,7,4,0,4,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7,31,7,0,5,0,0,47,3,5,0,23,4,4,0,0,0,39,0,4,74,117,26,25,7,6,0,263,0,0,0,0,3,3,4,10,0,17,0,0,0,6,4,5,8,3,0,29,0,20,17,151,53,36,33,6,4,309,0,0,0,10,0,3,4,0,0,19,0,0,3,10,3,5,3,0,0,24,3,0,4,25,12,3,5,3,3,53
POA3056,0,0,7,34,12,16,13,4,3,82,0,0,0,4,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,4,11,46,220,37,27,17,14,12,373,26,47,123,383,91,59,54,48,18,847,520,754,1832,5747,1253,985,659,548,226,12538,0,0,3,4,0,0,0,0,0,9,986,1287,2303,6997,1655,1121,456,150,54,15011,0,0,0,30,0,0,0,0,0,34,0,0,0,15,0,3,0,3,0,16,0,0,3,3,0,0,0,0,0,13,0,0,12,72,3,9,0,0,0,95,0,0,3,21,6,3,0,0,0,40,0,4,235,214,30,29,15,13,10,553,0,0,0,10,13,4,7,7,3,36,0,3,0,11,3,16,14,3,6,55,9,16,69,421,113,79,49,17,3,771,0,0,0,12,0,3,3,0,0,20,0,5,19,67,3,0,0,0,0,94,3,3,3,75,16,4,11,11,0,123
