POA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
POA3034,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,3,0,11,60,33,29,10,4,3,5,9,4,3,179,0,4,58,87,11,12,3,0,0,0,0,0,0,0,18,191,0,7,16,14,3,18,11,7,3,0,4,0,0,0,0,94,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,9,0,30,8,7,0,0,6,0,3,0,0,0,0,0,0,61,0,24,127,103,7,6,3,0,0,3,3,0,0,0,11,284,0,0,0,0,7,20,7,0,0,0,0,0,0,0,0,35,0,0,0,12,5,5,31,54,4,0,15,16,15,8,5,182,0,0,0,0,0,0,6,5,0,0,0,0,4,0,0,23,0,0,0,5,4,0,4,10,6,32,61,11,3,0,7,156,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,26,0,0,6,4,0,4,3,3
POA3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,9,11,14,0,0,0,0,0,0,0,40,0,0,14,51,0,3,3,0,0,0,0,0,0,0,3,72,0,0,3,6,0,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,33,10,0,0,3,0,0,0,0,0,0,0,0,0,50,0,8,20,14,3,0,0,0,0,0,0,0,0,0,0,51,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,12,0,0,0,11,11,15,5,6,0,0,0,0,3,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,7
POA3037,0,0,3,3,4,7,4,6,0,0,0,0,0,0,0,25,0,3,0,0,8,43,114,95,16,6,15,7,16,9,17,350,0,8,44,322,38,80,42,4,0,0,0,0,5,0,19,560,0,13,19,45,28,103,71,103,27,17,24,8,7,3,12,469,0,0,0,8,17,66,41,27,0,4,5,0,4,0,3,179,0,51,18,23,19,7,23,6,0,0,3,0,6,0,7,170,0,14,74,142,22,16,20,4,0,4,0,0,0,0,13,303,0,0,0,4,11,20,19,4,0,3,0,0,0,0,4,67,0,3,0,94,63,233,660,1152,99,104,152,200,179,122,89,3138,0,0,0,0,0,24,50,22,0,3,0,0,0,0,0,108,0,0,0,7,9,10,11,7,4,14,11,3,3,0,0,80,0,0,0,6,3,30,34,20,0,3,4,7,0,3,0,111,0,0,8,13,8,5,9,4
POA3038,0,0,3,3,3,8,6,5,0,0,0,0,0,0,0,21,0,0,0,0,16,45,42,49,10,0,5,4,4,3,3,191,0,7,86,362,35,41,8,0,0,0,0,0,0,0,11,555,0,5,23,51,34,87,31,27,0,3,11,4,3,0,12,290,0,0,0,0,24,33,7,4,0,0,0,0,3,0,0,74,0,50,22,6,12,3,11,3,0,0,0,0,0,0,4,111,0,40,150,184,21,13,12,5,0,9,8,0,12,0,23,479,0,0,0,6,15,28,3,6,0,0,0,0,0,0,0,57,0,0,3,94,80,153,132,181,13,15,24,35,24,19,22,791,0,0,3,0,8,5,7,0,0,0,0,0,3,0,0,24,0,0,0,0,3,7,7,0,4,0,9,0,0,3,0,32,0,0,0,0,14,14,10,3,0,0,0,0,0,10,0,46,0,0,0,3,4,4,0,0
POA3039,0,0,0,8,3,3,5,0,0,0,0,6,0,3,0,34,0,0,3,0,10,31,35,46,8,12,8,19,17,15,7,214,0,0,9,17,0,4,0,0,0,0,0,0,0,0,0,38,0,0,14,5,3,0,0,0,0,0,3,0,4,3,0,42,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,10,0,18,3,3,5,3,10,3,0,0,0,0,3,0,0,55,0,15,97,55,0,0,3,0,0,6,4,8,0,3,0,188,0,0,3,3,7,8,9,3,0,0,0,3,0,0,0,32,0,0,3,17,9,14,29,64,18,15,30,34,32,40,14,322,0,0,0,0,0,0,8,9,3,0,0,3,0,0,0,26,0,0,0,0,0,0,0,7,3,3,5,0,0,0,0,17,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,3,3,12,9,23
POA3040,0,0,0,3,4,7,11,13,0,8,3,0,6,0,3,50,0,0,3,6,4,65,83,74,16,18,25,17,13,13,9,346,0,4,14,38,4,8,3,0,0,0,3,0,0,0,0,80,0,5,18,16,5,4,0,4,0,0,3,0,5,5,0,69,0,0,0,9,0,8,8,0,0,0,0,0,0,0,0,26,0,34,17,14,7,3,3,3,0,0,0,3,0,0,0,90,0,24,87,55,8,10,0,3,0,0,3,0,0,3,7,196,0,0,5,11,21,12,29,13,0,0,0,0,0,0,0,85,0,3,0,87,27,31,85,226,34,50,65,70,116,70,24,885,0,0,3,0,8,0,10,3,3,0,0,4,5,3,3,39,0,0,0,3,0,4,3,11,6,0,23,7,3,0,3,62,0,0,0,0,0,3,0,7,0,0,0,0,0,7,0,14,0,5,11,18,7,20,6,18
POA3041,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,12,0,0,0,0,0,30,39,16,0,4,0,11,12,3,0,118,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,18,0,7,13,5,0,3,0,0,0,4,0,0,0,3,0,44,0,0,0,3,7,0,3,0,0,0,0,0,0,0,0,14,0,21,11,3,0,7,0,0,0,0,0,0,0,0,3,51,0,17,41,37,0,0,0,0,0,4,0,0,0,0,3,100,0,0,0,3,0,4,6,0,0,0,0,0,0,0,0,11,0,0,5,25,5,11,41,84,23,12,22,29,38,25,11,327,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,0,0,0,6,0,4,0,3,4,8,4,0,3,0,3,28,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,13,0,4,3,8,5,6,11,3
POA3042,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,24,0,3,3,0,6,36,42,33,3,0,8,7,4,4,4,155,0,3,18,50,4,4,0,0,0,0,0,0,0,0,7,85,0,9,21,9,4,7,5,0,0,0,3,0,0,3,0,62,0,0,0,0,0,13,3,3,3,3,0,0,0,0,3,31,0,52,18,3,3,3,0,6,0,0,0,0,0,0,5,91,0,17,80,64,15,3,0,0,0,3,0,0,0,0,6,194,0,0,0,0,9,13,0,3,0,0,0,0,0,0,0,28,0,0,3,41,22,31,47,87,8,9,25,18,22,8,7,328,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,3,5,0,6,0,0,0,12,0,4,0,0,36,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,14,0,3,5,8,3,8,3,7
POA3043,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,16,0,0,3,0,13,39,31,30,0,3,6,7,5,0,8,139,0,0,27,65,5,7,3,0,0,0,0,0,0,0,5,116,0,14,53,75,12,13,17,11,0,0,0,0,0,0,4,200,0,0,0,3,6,37,38,8,0,6,0,3,7,0,8,111,0,34,21,3,6,9,0,0,0,0,0,4,0,0,3,72,0,26,112,90,16,9,0,0,8,9,0,3,0,3,12,281,0,0,0,0,7,12,4,0,0,0,0,0,0,0,0,34,0,3,3,114,20,61,78,107,7,14,17,27,19,12,15,513,0,0,0,0,3,0,4,3,0,0,4,0,0,0,3,27,0,0,0,12,16,27,11,4,3,8,3,0,3,5,0,91,0,0,0,3,12,22,46,37,8,6,20,13,0,3,4,167,0,0,9,7,0,3,4,4
POA3044,0,0,0,6,3,10,3,7,0,3,0,0,4,0,0,40,0,0,0,0,10,46,70,91,19,7,19,14,10,16,10,313,0,0,6,7,0,7,4,0,0,0,0,0,0,0,0,27,0,32,38,18,4,8,3,9,0,4,7,4,0,0,0,129,0,0,0,4,14,18,10,6,0,0,0,0,4,0,0,66,0,37,11,4,3,3,13,10,3,0,3,0,0,0,0,95,0,37,219,163,30,11,5,6,0,22,6,8,12,0,18,529,0,0,0,0,9,15,6,0,0,0,0,0,0,0,0,36,0,0,4,32,15,21,69,208,33,32,53,71,42,41,36,662,0,0,0,0,3,0,15,10,3,7,0,3,3,0,0,51,0,0,0,0,3,12,11,22,4,11,32,4,16,0,0,109,0,0,0,0,3,11,23,15,0,5,6,0,14,0,0,75,0,5,6,6,7,10,5,27
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,0,0,3,0,3,3,8,3,3,3,3,0,0,0,34,0,0,6,0,4,72,152,136,20,23,33,25,25,19,16,535,0,0,37,40,8,10,7,0,0,0,0,0,0,0,5,112,0,29,56,25,9,5,14,10,5,0,3,4,3,0,3,165,0,0,0,3,12,25,18,12,0,0,0,7,0,0,3,83,0,56,26,5,5,7,5,10,3,4,0,0,4,0,9,137,0,40,155,116,23,20,7,4,0,0,5,0,0,0,19,394,0,0,0,0,5,3,15,5,0,0,8,3,0,3,0,43,0,0,0,27,7,32,157,635,90,111,148,211,176,106,52,1749,0,4,0,0,3,3,37,21,3,0,3,3,0,3,0,82,0,0,0,0,0,8,17,48,18,55,83,3,12,3,3,242,0,0,0,0,5,46,62,63,14,4,14,4,3,10,8,250,0,3,3,6,6,10,8,8
POA3047,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,9,0,0,16,24,33,9,0,3,3,4,0,16,114,0,0,3,46,8,12,4,0,0,0,0,0,0,0,0,78,0,9,17,20,0,15,11,12,0,8,9,0,0,7,6,113,0,0,0,0,7,14,4,10,3,0,0,0,0,0,4,55,0,20,3,0,4,5,3,4,0,0,3,3,0,0,0,54,0,5,41,49,10,3,5,3,0,4,0,0,0,0,5,132,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,16,12,8,55,223,16,12,54,73,62,35,47,608,0,0,0,0,6,6,10,0,0,0,3,0,3,0,3,28,0,0,0,0,5,3,8,38,26,25,168,3,4,11,48,341,0,0,0,0,17,146,286,218,102,67,105,49,55,64,24,1143,0,4,3,5,0,0,0,0
POA3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,9,15,4,0,0,0,3,3,0,39,0,0,11,27,4,7,4,0,0,0,0,0,0,0,0,47,0,3,3,12,3,17,14,7,3,0,3,8,3,0,0,78,0,0,0,0,4,26,12,20,0,0,3,4,0,0,4,70,0,4,7,3,0,7,3,3,0,0,0,0,0,0,6,26,0,3,18,36,5,3,6,0,0,0,0,0,0,0,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,17,4,17,30,93,7,11,8,12,12,0,8,215,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,21,0,0,0,0,4,0,10,14,10,3,29,0,0,0,3,75,0,0,0,0,38,187,496,287,120,66,194,83,87,65,49,1667,0,0,3,3,0,0,0,3
POA3049,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0,19,0,0,5,26,3,0,4,0,0,0,0,0,0,0,0,48,0,0,9,27,3,3,0,0,0,8,3,0,0,0,0,56,0,0,0,0,4,13,8,8,0,0,0,0,0,0,3,38,0,12,17,0,3,0,0,0,0,0,0,0,0,0,0,36,0,8,15,28,3,3,3,0,0,4,5,3,0,0,0,79,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,0,23,14,17,16,16,4,3,0,0,5,0,0,97,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,10,0,0,0,0,6,13,0,0,3,4,7,0,0,0,0,33,0,0,0,0,6,22,32,8,0,0,6,6,4,8,5,89,0,0,3,4,3,0,0,4
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,0,0,0,0,0,3,11,4,4,4,4,6,6,5,3,54,0,0,0,11,32,111,158,199,76,117,152,252,434,355,113,2009,0,0,3,6,0,11,4,3,3,0,0,0,0,0,0,20,0,0,0,3,0,10,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,12,0,3,4,0,0,3,10,6,3,0,4,3,4,6,3,58,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,6,34,17,19,5,9,9,7,9,7,9,131,0,0,0,3,5,14,28,49,10,19,17,47,47,40,10,284,0,0,0,0,0,3,19,23,4,6,3,11,17,23,0,112,0,0,0,0,0,3,5,12,3,12,9,14,6,11,0,71,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,4,3,6,8,6
POA3052,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,28,0,0,0,9,11,47,64,75,18,27,32,65,64,50,16,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,5,0,0,3,0,0,4,0,0,36,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,12,14,11,4,0,3,0,3,3,4,3,54,0,0,0,0,0,3,21,29,0,10,7,13,25,25,3,129,0,0,0,0,0,7,10,0,3,3,0,0,6,11,0,42,0,0,0,0,3,0,0,9,5,7,6,9,3,3,6,56,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,0,0,3,0,0,3,3,3
POA3053,0,0,0,0,3,3,9,5,0,0,8,9,18,16,4,81,0,0,0,0,13,54,147,322,175,244,320,632,1153,823,300,4184,0,0,5,6,0,0,4,0,0,0,0,0,0,0,0,19,0,0,3,16,5,13,8,0,3,0,3,5,0,0,0,59,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,12,0,8,0,3,3,0,11,3,5,6,3,7,9,10,4,64,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,14,31,25,42,19,19,23,43,39,34,12,295,0,0,0,6,3,11,31,64,10,21,22,66,116,120,4,478,0,0,0,0,5,10,24,57,23,43,29,88,151,145,4,576,0,0,0,0,0,4,0,15,3,6,3,13,14,7,0,70,0,0,0,0,3,0,6,3,0,0,0,0,3,0,0,21,0,0,0,0,0,6,7,9
POA3054,0,0,0,0,3,6,4,3,3,5,3,3,4,0,0,35,0,0,0,0,0,12,9,5,0,3,9,4,18,15,0,82,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,7,5,5,6,5,0,3,0,3,0,4,0,55,0,8,37,15,0,0,3,0,0,4,0,0,0,0,0,66,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,25,0,0,0,12,3,3,9,5,3,0,3,0,0,3,0,43,0,3,0,0,0,3,3,0,0,3,3,0,7,3,0,26,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,4,3,3,3,3,8
POA3055,0,0,0,8,3,3,5,11,3,3,0,6,7,5,0,47,0,0,0,0,4,42,29,49,13,16,23,24,36,9,11,263,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,17,0,0,8,7,3,0,4,3,0,0,0,0,0,0,0,29,0,0,0,0,3,4,3,0,0,0,0,0,7,0,0,19,0,8,4,4,4,3,12,4,5,0,3,0,3,7,4,53,0,21,169,119,17,4,3,0,3,3,11,0,0,0,17,368,0,0,0,3,11,5,5,3,0,0,4,0,0,0,0,32,0,0,0,9,3,9,28,106,12,18,8,37,28,34,5,301,0,0,0,0,3,3,6,8,0,10,0,11,23,49,0,113,0,0,0,0,4,3,5,8,9,6,11,3,0,4,0,62,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,9,0,0,0,4,3,8,9,12
POA3056,0,0,0,4,9,7,12,14,3,4,7,11,10,8,4,95,0,0,0,5,14,55,64,73,26,19,58,48,82,66,38,553,0,3,8,18,0,6,3,0,0,0,0,0,0,0,0,36,0,3,14,14,3,8,8,0,0,5,0,0,0,0,0,55,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,20,0,11,8,4,3,10,25,26,4,4,11,8,8,0,3,123,0,35,341,252,16,9,0,0,0,3,0,0,5,0,9,675,0,0,0,3,10,19,8,8,0,4,0,3,0,0,3,68,0,0,0,9,7,25,31,64,11,15,26,22,27,18,3,266,0,0,0,4,3,8,15,24,5,3,15,15,49,42,4,190,0,0,0,0,3,8,0,8,4,0,19,6,0,0,0,59,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,21,0,0,0,3,10,8,21,22
POA3057,0,0,0,3,3,3,10,4,4,0,5,0,5,3,0,37,0,0,0,0,7,14,26,30,14,16,21,33,39,11,4,216,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,5,3,3,8,9,0,0,4,0,7,0,4,47,0,5,83,61,15,8,0,0,0,3,4,3,3,0,3,187,0,0,0,0,6,5,5,5,3,3,0,4,5,0,0,41,0,0,3,0,0,4,8,31,3,8,8,8,13,9,4,104,0,0,0,0,3,3,8,17,0,6,6,0,6,9,3,59,0,0,0,0,3,0,3,3,3,3,12,8,6,3,0,44,0,0,0,0,8,3,3,0,0,0,0,0,0,0,0,9,0,0,0,3,4,5,12,11
POA3058,0,0,3,6,16,4,9,12,5,7,0,3,3,0,0,73,0,0,0,4,3,108,136,113,24,38,40,68,46,44,25,640,0,0,28,48,6,11,4,0,0,0,0,0,0,0,3,102,0,7,20,17,13,26,6,3,6,0,3,8,4,3,7,116,0,0,0,0,4,6,14,3,0,0,0,0,0,0,0,29,0,19,17,11,9,7,22,18,9,0,5,8,3,0,3,134,0,38,384,340,42,20,5,3,3,7,9,7,4,3,20,900,0,0,0,3,11,8,12,10,0,0,0,4,3,0,0,59,0,4,4,10,13,22,48,131,19,48,37,64,50,35,14,494,0,0,0,0,5,10,23,29,3,5,5,5,23,31,0,147,0,0,0,0,3,8,7,6,4,9,23,3,3,0,0,77,0,0,0,0,9,18,18,7,0,0,3,0,4,0,0,60,0,4,3,7,8,20,23,17
POA3059,0,0,3,3,0,3,0,3,0,0,0,0,3,0,0,14,0,0,3,0,0,17,15,14,3,10,0,4,0,3,3,76,0,0,30,68,7,11,9,3,0,0,0,0,0,0,0,127,0,3,17,26,14,26,19,14,0,0,0,7,3,0,6,133,0,0,0,0,6,26,20,13,5,3,0,0,5,0,0,85,0,17,4,4,4,3,3,10,0,0,0,0,0,0,0,39,0,14,48,44,6,0,0,0,3,0,0,0,0,0,3,123,0,0,0,0,0,4,9,5,0,0,0,0,0,0,0,18,0,0,0,23,17,48,49,61,14,4,10,5,7,8,6,249,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,3,12,22,6,11,4,6,3,0,0,0,3,71,0,0,0,3,20,108,167,119,20,3,15,11,10,0,8,483,0,0,3,0,0,4,0,3
POA3060,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,11,0,0,0,0,0,25,28,24,6,3,0,0,3,0,3,98,0,4,21,17,0,3,0,0,0,0,0,0,0,0,6,57,0,7,17,11,3,10,6,6,0,0,0,0,0,0,8,74,0,0,0,0,0,17,6,8,0,5,0,0,0,0,0,34,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,16,89,60,6,8,7,0,7,0,3,0,0,0,120,319,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,11,0,0,0,5,0,22,90,199,23,14,21,41,34,34,13,500,0,0,0,0,0,3,7,4,0,0,0,3,0,0,0,26,0,0,0,0,0,5,0,6,0,3,17,0,0,0,0,38,0,0,0,0,13,65,95,34,16,17,16,9,0,17,9,284,0,3,3,3,0,0,4,4
POA3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,8,0,0,0,3,0,0,25,0,0,15,29,0,0,0,0,0,0,0,0,0,0,0,42,0,4,7,5,0,0,4,3,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,48,39,4,0,0,0,0,0,0,0,0,0,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,0,0,3,6,5,4,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,18,0,0,0,3,4,76,230,117,36,16,58,20,4,14,8,580,0,0,0,0,0,0,0,0
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
