POA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3805,490,245,134,39,9,0,1361,26,143,183,126,92,38,10,0,612,434,1373,1388,931,438,191,56,6,4825,414,1081,1194,952,518,187,61,15,4431,1001,1551,1718,1887,1149,504,161,43,8019,110,94,90,81,60,18,0,0,455,74,108,205,234,146,61,22,6,864,1190,1757,2018,2208,1347,578,188,48,9342,31,63,72,75,59,30,22,0,345,505,411,456,489,397,284,197,61,2805,2625,5240,5801,5030,2993,1354,549,134,23727
POA3806,649,328,172,76,23,0,1695,18,130,222,220,153,57,20,5,818,399,1303,1717,1104,572,254,129,39,5517,303,758,1141,1040,534,295,128,48,4250,634,1080,1323,1484,910,487,292,63,6275,81,59,76,58,46,16,5,0,355,56,88,127,161,131,99,39,9,712,767,1230,1529,1698,1089,609,339,80,7345,12,30,68,62,53,34,28,18,311,356,299,309,365,312,318,296,203,2450,1877,4170,5627,4820,2889,1646,970,381,22374
POA3807,35,34,33,12,0,0,152,3,6,26,52,15,10,0,0,118,53,120,186,151,90,32,12,0,640,49,81,167,181,89,44,12,3,628,130,182,248,324,166,81,25,3,1160,19,7,7,11,6,4,0,0,48,10,9,25,23,26,10,5,0,110,156,193,277,361,199,98,35,3,1325,3,0,6,7,5,5,3,0,37,64,35,33,73,63,37,27,9,341,338,473,741,854,497,235,83,19,3238
POA3808,19,13,23,4,4,0,76,3,6,12,21,17,7,3,0,68,22,48,94,78,63,44,7,4,366,14,28,57,47,53,40,12,3,256,42,71,118,109,102,30,15,0,482,3,4,3,10,4,0,0,0,25,3,3,10,21,8,15,3,0,55,49,75,122,130,117,42,17,0,565,0,3,3,3,3,0,3,0,14,37,14,20,37,33,46,35,21,233,125,181,321,337,318,182,81,29,1580
POA3809,96,25,4,3,0,0,225,9,39,37,31,12,6,0,0,135,44,313,211,106,46,16,4,0,735,65,262,196,109,63,17,4,0,724,159,405,223,171,114,49,15,0,1136,10,23,8,10,6,4,0,0,60,0,20,25,16,25,9,4,0,93,173,444,255,198,141,63,12,0,1291,3,17,4,9,4,7,0,0,43,62,59,72,48,33,27,12,4,319,357,1222,867,517,303,151,36,4,3469
POA3810,257,108,50,51,13,3,813,25,143,136,100,69,37,10,0,518,211,1150,941,420,282,159,48,22,3237,314,1104,895,594,335,206,78,18,3543,1011,2448,1725,1295,807,473,228,55,8045,97,141,105,72,37,22,3,0,480,71,141,176,114,105,59,26,8,691,1175,2736,2003,1483,951,551,262,64,9225,17,60,47,41,31,44,7,9,251,486,516,459,425,358,386,274,151,3059,2228,6035,4728,3177,2080,1431,696,263,20639
POA3812,5,4,8,3,0,0,23,0,3,4,3,8,6,0,0,28,8,26,34,31,34,26,3,0,162,16,22,27,43,31,18,14,0,163,42,83,81,117,95,30,17,3,474,5,8,4,6,4,6,0,0,36,5,6,6,10,3,3,0,0,29,54,93,89,132,101,38,17,3,535,0,0,3,9,0,0,0,0,11,31,24,25,32,31,19,8,8,176,114,167,180,248,219,111,40,15,1103
POA3813,0,3,4,3,0,0,9,0,0,0,3,0,0,0,0,11,4,10,18,18,18,7,0,0,69,6,3,8,20,7,7,0,0,57,11,22,29,57,27,9,3,0,166,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,16,11,31,30,64,29,13,5,0,182,0,0,0,0,3,0,0,0,4,16,9,5,27,18,12,4,0,95,40,47,65,137,79,38,12,0,425
POA3814,7,6,8,10,0,0,33,0,7,3,10,0,0,0,0,26,5,37,34,23,20,14,3,0,132,13,28,27,28,25,16,3,0,137,41,69,90,94,66,40,16,3,414,4,6,11,6,3,0,0,0,27,4,6,3,8,8,9,0,0,40,45,82,102,113,77,44,16,4,479,0,0,0,4,0,5,3,0,8,24,28,19,39,40,34,6,5,190,89,182,201,221,172,117,36,8,1013
POA3815,11,3,6,0,0,0,21,0,8,7,9,12,3,0,0,38,12,32,41,40,34,22,5,4,203,20,33,49,53,28,21,5,4,206,39,94,127,140,80,63,21,7,572,0,10,8,4,7,0,0,0,34,3,9,8,9,11,6,0,0,44,49,115,140,159,89,72,22,7,649,0,4,0,3,3,4,0,0,16,51,15,27,50,35,35,19,11,254,127,209,279,316,205,156,63,25,1387
POA3816,4,3,7,0,0,0,24,0,3,0,3,10,3,0,0,22,10,33,34,18,14,14,5,0,135,17,46,34,33,24,5,0,0,158,56,120,87,97,67,36,15,0,485,5,3,3,0,4,5,3,0,25,4,15,6,14,4,13,0,0,52,62,139,100,113,77,53,21,0,562,3,3,0,0,0,3,3,0,16,23,28,29,36,50,47,23,3,241,119,258,205,213,186,129,50,3,1160
POA3818,34,35,36,22,9,3,174,3,41,42,46,58,28,6,0,217,49,233,190,151,169,115,40,13,953,49,192,168,185,157,161,48,11,975,279,599,447,464,378,244,116,26,2551,31,31,28,19,15,14,3,0,146,15,46,30,32,38,54,13,4,230,323,668,507,517,430,313,127,31,2920,0,11,5,4,19,11,6,11,68,138,123,140,183,168,195,162,71,1185,566,1293,1094,1115,1034,839,405,135,6489
POA3820,78,76,77,50,9,0,357,3,39,67,72,99,62,7,4,349,63,345,325,254,267,157,51,13,1469,62,183,213,283,214,165,88,22,1219,275,566,433,508,350,299,130,36,2593,30,29,25,34,20,14,3,0,151,28,34,32,40,47,41,14,4,232,333,624,485,584,415,355,138,37,2976,5,19,5,7,8,27,14,4,91,138,106,124,163,178,229,181,90,1208,608,1368,1295,1441,1251,1037,493,167,7664
POA3821,15,21,13,7,0,0,65,0,7,10,14,20,11,0,0,59,8,28,68,54,70,30,6,0,259,9,21,37,52,55,31,10,0,217,48,97,83,127,84,53,17,0,511,3,9,8,4,4,4,0,0,31,0,0,5,10,8,4,0,0,35,51,103,100,144,101,64,17,0,571,0,0,3,4,3,3,0,0,12,35,19,21,37,46,48,27,7,245,106,184,254,328,307,188,61,10,1434
POA3822,6,0,7,0,0,0,17,0,3,6,3,0,0,0,0,15,0,5,14,21,19,4,0,0,58,3,5,14,11,15,6,0,0,62,19,29,39,42,25,10,7,0,168,3,0,3,3,6,0,0,0,11,0,0,3,0,3,0,0,0,9,23,26,49,47,32,10,7,0,193,0,0,0,0,0,0,0,0,5,18,6,8,21,13,15,4,0,81,46,49,94,101,83,43,14,3,429
POA3823,4,0,12,5,3,0,27,0,3,7,0,8,4,0,0,32,4,32,28,21,25,19,0,0,135,4,27,28,34,29,29,4,0,165,30,78,52,62,72,28,17,4,342,6,3,4,3,3,3,0,0,17,5,3,3,3,10,10,0,0,37,41,82,57,69,84,41,17,4,398,0,0,0,0,0,3,0,0,9,15,12,9,13,42,37,11,3,154,69,166,132,141,207,132,43,9,914
POA3824,17,21,18,5,3,0,78,0,17,23,14,25,15,4,0,96,17,89,86,54,70,39,5,3,360,17,49,68,61,70,48,21,3,339,82,197,177,172,139,92,42,7,906,0,11,10,7,7,5,0,0,49,8,5,9,11,16,13,8,0,69,94,212,193,191,164,110,45,14,1025,3,0,4,3,3,3,6,4,26,68,32,59,61,82,70,51,39,468,197,412,454,408,431,294,137,59,2393
POA3825,29,27,31,24,6,3,162,10,32,36,35,44,36,3,0,187,69,222,174,161,190,118,36,16,991,69,170,184,244,292,143,60,17,1182,422,743,627,763,676,399,188,50,3873,64,59,44,21,31,10,7,0,229,28,37,46,64,57,55,21,4,319,513,839,721,850,763,463,215,56,4427,3,7,14,9,20,13,8,9,85,284,205,216,280,356,368,280,146,2135,949,1509,1381,1608,1695,1172,613,243,9171
POA3831,7,5,10,4,3,0,21,0,5,5,13,4,10,3,0,36,4,11,27,27,44,25,6,0,153,0,8,30,24,33,27,14,0,141,26,47,33,70,48,36,13,4,270,3,0,10,5,7,0,0,0,17,0,3,3,3,3,11,4,0,24,27,46,42,74,57,45,19,4,318,0,0,0,3,0,0,0,0,3,24,5,23,18,37,27,18,10,160,59,78,138,161,187,139,62,20,847
POA3832,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,16,0,0,3,9,6,12,0,0,23,0,4,3,4,8,10,0,0,25,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,4,9,7,6,10,0,0,31,0,0,0,0,0,0,0,0,3,5,0,5,10,15,9,0,0,44,8,10,18,25,32,33,3,0,122
POA3833,3,0,4,0,0,0,4,0,0,0,0,0,6,0,0,11,0,3,4,3,5,4,5,0,29,3,3,0,7,5,8,0,0,18,3,0,3,13,8,15,7,0,57,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,5,0,3,17,11,13,7,0,66,0,0,0,0,3,3,0,0,7,6,3,9,0,5,11,4,4,36,17,10,23,28,37,42,12,4,167
POA3835,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,7,3,3,7,3,3,0,30,0,6,5,8,3,3,0,0,22,8,16,12,15,14,14,0,0,79,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,14,12,15,11,16,0,0,81,0,3,0,0,0,0,0,0,3,3,0,0,8,6,3,0,0,28,16,34,30,33,33,32,7,0,181
POA3840,17,33,36,23,6,3,137,0,27,27,37,44,16,6,0,162,58,230,167,137,146,74,22,6,841,54,157,157,205,179,117,40,15,919,279,534,429,567,499,313,139,56,2814,58,48,41,32,19,18,4,0,220,29,45,25,44,46,27,5,3,230,360,625,504,641,561,361,150,65,3267,9,9,11,18,18,15,6,0,85,246,241,191,293,304,272,245,74,1876,731,1304,1069,1362,1294,879,471,159,7274
POA3842,20,19,20,3,9,0,110,3,12,15,8,7,5,0,0,53,53,101,54,32,50,32,6,0,329,25,51,43,38,57,30,9,0,261,94,170,114,119,143,101,36,9,781,20,16,11,3,6,10,0,0,74,3,6,17,9,9,6,0,3,50,115,193,145,132,166,119,34,14,902,0,3,3,3,6,9,4,0,25,120,78,70,66,86,81,37,4,545,318,472,351,299,392,279,96,24,2229
POA3844,128,95,89,40,3,3,462,11,95,101,108,70,36,4,3,437,166,666,540,367,343,164,63,8,2324,129,397,413,378,308,174,89,15,1905,556,1197,945,989,771,428,179,45,5109,77,76,41,36,29,12,3,0,278,31,75,63,86,85,48,15,3,406,670,1347,1049,1112,887,485,195,48,5793,3,11,22,31,19,26,10,3,122,330,334,303,360,431,412,360,210,2736,1320,2946,2540,2456,2151,1337,727,300,13771
POA3847,3,3,4,5,0,0,16,0,3,9,5,0,3,0,0,28,3,37,28,15,17,6,0,0,114,3,20,17,24,37,14,7,0,124,52,98,77,84,77,40,15,4,446,5,12,0,4,5,0,0,0,30,3,0,10,4,5,5,0,0,29,62,115,94,92,81,47,17,5,505,0,0,3,0,4,0,4,0,18,29,26,35,25,41,40,26,7,232,101,207,185,162,196,120,45,9,1034
POA3850,68,55,35,18,8,3,264,4,52,58,72,42,22,4,0,264,76,340,311,186,179,91,41,19,1240,54,198,206,204,180,122,49,25,1030,256,501,396,443,372,236,94,23,2322,32,26,18,26,21,9,3,0,133,21,29,34,39,46,19,9,3,201,305,554,446,509,433,257,109,30,2656,3,30,12,9,11,18,3,3,89,163,156,148,185,218,203,179,96,1356,604,1402,1256,1229,1101,730,389,179,6894
POA3851,0,3,4,3,0,0,25,3,5,12,14,14,3,0,0,56,17,45,73,50,62,35,5,0,289,3,32,70,82,90,56,9,0,335,51,118,151,205,178,146,50,8,901,5,5,16,5,10,3,0,0,43,4,10,15,13,17,8,5,0,75,61,132,182,221,206,160,51,8,1017,3,3,0,9,9,4,3,0,27,157,357,316,195,161,119,76,17,1395,237,577,654,583,544,384,152,21,3146
POA3852,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,20,14,0,0,0,0,0,0,35,0,3,0,4,0,0,0,0,10,0,11,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,32,3,5,4,0,0,0,66
POA3854,0,0,5,0,0,0,13,0,5,5,3,0,4,0,0,18,9,22,31,13,27,8,0,0,113,6,15,17,21,20,5,3,0,79,23,46,60,81,52,14,6,3,283,5,3,0,6,0,0,0,0,19,3,0,7,10,4,0,0,0,27,28,51,71,89,54,20,6,3,325,0,0,0,3,0,0,0,0,7,16,8,10,16,15,11,5,0,87,56,105,136,145,122,45,17,9,637
POA3856,0,0,3,0,0,0,6,0,3,3,0,8,3,0,0,15,3,7,11,8,21,6,0,0,56,0,13,7,13,20,3,0,0,65,20,73,32,29,24,20,3,0,197,0,0,4,0,0,0,0,0,10,3,3,0,4,3,0,0,0,12,24,78,38,35,30,23,3,0,221,0,0,0,0,0,0,0,0,0,10,7,10,9,3,9,3,0,56,30,113,63,75,82,46,9,0,424
POA3857,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,3,12,8,0,0,0,30,0,6,3,9,8,8,0,0,33,5,19,10,16,18,4,0,0,66,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,21,7,15,22,4,0,0,73,0,0,0,0,3,0,0,0,3,4,0,3,5,8,0,0,0,29,12,27,20,39,48,11,5,0,168
POA3858,5,3,0,3,0,0,18,0,3,0,3,7,5,0,0,17,7,42,36,19,34,14,3,0,152,8,25,35,30,38,20,7,6,166,52,85,105,109,66,51,29,10,511,3,10,8,6,0,6,0,0,34,4,6,11,4,10,5,0,0,42,65,100,119,121,74,65,31,10,587,0,0,0,3,3,0,0,0,14,45,25,39,37,61,46,35,14,295,122,191,239,216,214,155,75,35,1251
POA3859,0,6,3,0,0,0,9,0,0,3,3,4,0,0,0,12,0,14,15,3,12,9,0,0,51,3,5,10,11,15,3,0,0,41,23,22,21,41,27,18,3,0,153,0,3,4,0,3,0,0,0,9,0,0,3,0,4,3,0,0,14,24,25,24,46,35,15,3,0,177,0,0,0,0,0,0,0,0,0,13,6,8,7,5,10,14,0,68,41,56,59,78,71,40,18,0,365
POA3860,19,14,16,13,0,4,82,3,15,26,29,22,20,3,0,119,21,123,103,71,99,55,13,8,492,20,72,75,71,96,64,26,4,436,131,294,217,246,250,106,53,12,1297,13,12,12,12,11,5,4,0,73,3,16,25,18,16,6,3,0,89,148,316,252,272,281,117,57,14,1459,0,0,3,3,5,3,3,3,27,98,60,59,88,118,130,98,42,682,286,600,533,552,640,406,202,78,3293
POA3862,3,3,6,5,3,0,31,0,6,12,9,12,12,0,0,50,10,41,50,37,40,24,4,0,215,11,28,29,51,46,41,17,4,225,54,132,106,106,111,56,18,10,591,3,12,9,10,12,5,0,0,49,0,12,4,9,20,8,0,0,61,58,156,120,128,143,66,24,10,706,0,0,0,0,4,3,3,0,13,40,18,41,45,40,61,36,6,288,118,264,261,272,304,221,78,18,1523
POA3864,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,4,0,9,4,0,0,15,3,0,8,3,6,0,0,0,16,0,4,11,9,8,3,3,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,10,9,8,3,3,0,43,0,0,0,0,0,0,0,0,0,0,3,3,4,5,3,3,0,22,3,14,23,13,29,13,5,0,103
POA3865,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,5,6,0,10,0,0,25,0,6,3,3,9,5,0,0,26,12,20,12,18,18,9,0,0,82,0,4,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,13,12,22,10,19,21,9,0,0,96,0,0,0,0,0,0,0,0,0,3,4,8,7,11,9,0,4,42,15,38,24,34,38,35,11,3,197
POA3869,0,5,8,4,0,0,27,0,3,3,4,10,0,0,0,30,6,25,26,24,26,15,3,0,126,4,15,28,25,27,14,0,0,111,37,52,60,73,57,39,12,0,332,0,0,4,0,4,0,0,0,19,0,3,4,7,3,3,3,0,22,37,58,72,83,66,45,18,0,380,0,0,0,3,0,3,0,0,11,18,15,16,26,30,21,14,3,139,71,116,147,168,171,105,34,5,818
POA3870,5,5,10,3,0,0,22,0,3,3,9,10,6,0,0,31,4,12,15,22,27,8,6,0,96,3,8,10,26,23,21,5,0,99,15,30,37,54,50,39,11,10,250,0,3,4,4,6,0,0,0,19,0,3,4,0,3,8,0,0,13,14,40,43,60,59,49,17,10,286,0,0,0,0,7,3,0,0,8,6,10,3,18,29,21,11,7,102,32,72,88,136,160,114,40,17,645
POA3871,3,8,11,4,0,0,28,0,3,10,11,16,5,0,0,49,8,36,61,52,59,33,7,3,264,5,24,38,49,58,28,14,0,220,46,85,70,119,99,59,22,4,503,0,0,4,7,3,0,0,0,19,0,12,0,0,20,14,5,0,48,47,95,80,129,115,73,22,4,570,0,3,0,0,0,5,0,0,15,40,28,31,42,62,65,31,8,297,99,199,220,288,327,207,79,23,1444
POA3873,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,0,19,0,4,8,7,5,0,0,0,27,3,12,13,14,15,4,0,0,62,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,15,11,14,16,3,0,0,72,0,0,0,0,0,0,0,0,0,4,0,3,6,8,13,7,0,31,14,26,27,38,40,17,5,0,158
POA3874,0,0,0,0,0,0,10,0,4,3,0,4,0,0,0,11,0,9,7,4,7,7,0,0,32,0,0,3,3,5,5,0,0,17,8,3,20,29,42,15,4,0,119,0,0,3,0,0,0,0,0,7,0,3,0,0,4,0,0,0,14,11,8,24,29,42,20,6,3,139,0,0,0,0,0,0,0,0,4,4,0,9,5,18,15,9,0,58,18,16,40,47,85,50,23,7,271
POA3875,39,42,42,38,7,0,207,0,36,45,64,64,39,6,0,258,50,252,221,209,249,176,75,19,1243,68,178,194,250,249,224,97,39,1297,298,560,510,590,506,374,160,44,3030,40,43,33,40,28,14,7,0,210,19,50,41,38,66,40,21,15,285,360,646,585,671,596,423,184,56,3526,9,11,16,14,18,24,16,8,117,287,226,202,258,301,388,312,208,2175,777,1387,1306,1499,1511,1306,697,331,8822
POA3878,8,3,8,0,0,0,14,0,3,3,4,11,0,0,0,19,3,11,19,18,29,9,5,0,102,0,13,0,19,26,23,14,3,95,14,16,20,42,46,50,10,4,201,3,4,0,0,8,0,0,0,19,3,3,3,0,0,7,0,0,16,16,23,22,42,56,60,10,3,235,0,0,0,0,0,0,0,0,3,6,7,0,21,28,31,12,10,116,30,53,60,104,148,123,49,20,576
POA3880,3,10,17,19,3,0,57,0,3,11,8,28,24,3,0,78,6,36,39,33,68,88,26,8,307,9,28,35,39,71,100,46,8,333,36,71,86,104,145,155,94,30,734,9,3,3,5,8,10,0,0,31,4,6,11,5,19,26,17,3,84,46,83,100,115,173,189,107,37,851,0,0,0,0,3,9,3,0,22,32,12,22,44,68,130,102,52,470,96,169,214,250,428,568,292,107,2117
POA3882,0,3,9,3,0,0,10,0,0,0,0,3,3,0,0,9,0,13,14,11,13,14,5,0,68,7,11,16,21,17,9,4,0,82,14,42,26,43,55,32,12,3,222,3,0,4,0,4,3,0,0,16,3,6,0,8,6,8,3,0,28,16,44,32,56,63,44,12,3,267,0,0,0,0,0,0,0,0,4,3,7,8,15,25,15,24,7,103,26,75,69,96,127,93,51,12,547
POA3885,4,3,3,0,0,0,15,0,4,6,6,11,3,0,0,37,6,16,21,28,29,12,0,0,112,11,9,25,37,35,15,4,0,137,28,42,69,70,70,43,15,0,337,7,6,7,3,4,3,0,0,25,0,0,7,4,11,0,0,0,27,31,50,75,75,81,45,14,0,384,0,0,0,0,3,3,0,0,10,16,9,15,24,35,33,27,5,172,65,91,159,178,202,115,53,11,871
POA3886,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,7,3,3,0,4,0,25,3,0,0,5,4,6,0,0,16,0,8,14,20,12,4,3,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,11,0,8,14,22,17,10,3,0,72,0,0,0,0,0,0,0,0,4,3,3,6,8,3,6,0,0,36,8,10,30,37,35,24,10,0,162
POA3887,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,3,0,9,3,0,8,0,0,0,20,0,0,0,4,8,5,0,0,17,0,8,4,7,14,8,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,7,14,8,6,0,54,0,0,0,0,0,0,0,0,7,3,3,7,3,4,9,3,0,39,7,21,19,19,36,25,11,0,132
POA3888,9,3,11,14,0,0,36,0,8,3,10,9,6,0,3,38,4,31,46,38,51,32,6,3,206,10,18,30,44,41,46,10,3,216,33,59,67,89,101,91,29,8,469,7,3,6,3,10,0,0,0,35,0,6,8,19,12,9,7,5,63,39,69,85,105,119,109,31,13,570,0,0,0,3,3,10,3,0,22,39,23,21,61,70,109,68,33,428,92,155,191,277,304,320,122,50,1512
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,9,0,0,0,0,3,4,3,0,19,0,0,3,5,11,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,3,9,13,8,3,0,35,0,0,0,0,0,0,0,0,3,5,0,0,3,3,9,4,0,30,7,3,6,15,24,22,13,0,94
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,7,4,0,0,0,13,0,4,0,3,6,0,0,0,19,3,3,5,11,17,6,3,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,7,9,11,18,8,3,0,52,0,0,0,0,0,0,0,0,4,3,0,9,10,12,9,3,0,47,11,10,18,39,38,19,8,0,141
POA3891,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,3,0,3,3,0,0,8,0,0,0,0,10,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,5,3,0,25,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,3,0,9,0,0,4,3,18,15,14,0,62
POA3892,7,6,8,7,5,3,34,0,5,6,3,7,4,3,0,31,0,10,17,19,28,30,12,0,119,0,0,5,11,19,30,8,3,80,5,15,21,35,45,33,13,5,168,0,0,0,0,9,4,0,0,16,0,0,4,4,9,14,0,0,35,5,11,22,34,65,43,20,5,212,0,0,3,3,0,4,0,0,8,7,8,3,9,16,31,17,13,99,16,41,63,86,138,154,65,25,587
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,9
POA3895,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,13,0,3,0,3,0,0,0,0,16,0,3,0,11,10,4,0,0,29,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,3,15,10,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,21,5,6,7,22,17,21,8,4,92
POA3896,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,8,5,7,9,5,0,0,35,3,4,0,4,15,4,0,0,29,5,7,9,14,11,8,3,0,51,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,6,5,7,5,23,13,10,3,0,65,0,0,0,0,0,0,0,0,0,16,5,4,17,7,8,6,0,60,24,26,22,48,37,26,14,6,195
POA3898,3,5,4,0,0,0,14,3,3,3,0,3,0,0,0,13,4,14,10,6,9,4,3,0,52,3,13,12,14,7,7,3,0,58,9,22,16,25,18,15,4,0,105,0,3,6,0,3,0,0,0,15,0,0,0,3,0,0,0,0,3,14,25,22,30,25,18,4,0,126,0,0,0,0,0,0,0,0,0,19,13,21,28,22,16,4,0,128,37,62,76,81,72,48,14,3,396
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,3,0,22,0,3,11,9,13,19,3,0,53
POA3902,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,4,7,0,4,0,0,22,0,3,8,3,8,3,0,0,24,0,11,12,21,16,15,9,0,81,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,11,13,21,15,15,9,0,85,0,0,0,0,0,0,0,0,3,8,5,0,4,6,14,3,0,42,8,23,28,38,40,42,16,3,184
