"Sequential_Number","Short_Code","Long_Code","DataPack_File","Census_Table","Datapacks_CSV","Topic_Name","Topic_Geopackage","Geopackage","Geopackage_Table","Geopackage_Field","Column_Is_Renamed_From_original"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_SA1_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sa1_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_SA2_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sa2_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_SA3_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sa3_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_SA4_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sa4_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_SED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sed_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_SOSR_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sosr_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_SOS_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sos_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_SSC_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_ssc_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_STE_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_ste_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_SUA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sua_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_OT_UCL_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_ucl_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_CED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ced_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_GCCSA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_gccsa_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_LGA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_lga_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_POA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_poa_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_RA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ra_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_SA1_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sa1_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_SA2_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sa2_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_SA3_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sa3_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_SA4_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sa4_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_SED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sed_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_SOSR_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sosr_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_SOS_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sos_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_SSC_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ssc_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_STE_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ste_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_SUA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sua_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_QLD_UCL_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ucl_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_CED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ced_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_GCCSA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_gccsa_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_LGA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_lga_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_POA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_poa_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_RA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ra_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_SA1_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sa1_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_SA2_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sa2_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_SA3_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sa3_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_SA4_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sa4_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_SED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sed_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_SOSR_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sosr_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_SOS_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sos_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_SSC_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ssc_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_STE_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ste_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_SUA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sua_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_SA_UCL_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ucl_short","Median_age_persons","NO"
"G109","Median_age_persons","Median_age_of_persons","G02","G02","2016Census_G02_TAS_CED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_ced_short","Median_age_persons","NO"
