SA1_7DIGITCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
2139520,3,0,3,41,41,17,16,36,24,172
2139521,3,0,12,66,125,75,48,69,40,426
2139522,0,4,3,77,116,67,49,62,36,409
2139601,3,0,4,31,58,30,28,65,15,225
2139602,0,0,0,22,31,23,16,19,9,124
2139603,0,3,11,71,84,41,42,53,35,330
2139604,0,0,5,47,55,43,25,39,36,252
2139605,0,0,0,95,126,67,54,102,37,482
2139606,5,0,9,72,102,55,45,65,34,383
2139607,0,0,3,48,64,57,31,44,25,266
2139608,7,3,14,37,61,28,21,93,46,286
2139609,0,0,4,54,55,24,19,46,39,233
2139610,0,0,3,13,31,16,7,26,6,104
2139611,50,0,48,18,34,16,16,117,50,246
2139612,4,0,14,39,73,33,21,61,21,248
2139613,0,0,9,60,53,30,39,63,47,294
2139614,0,0,7,55,77,34,29,43,34,279
2139615,0,0,0,25,25,29,15,26,10,123
2139801,0,0,3,34,40,20,18,30,16,157
2139802,20,5,39,76,105,72,47,101,44,441
2139803,3,0,3,53,59,26,34,60,56,288
2139804,0,0,0,0,0,0,0,0,0,0
2139805,0,0,0,0,0,0,3,0,0,3
2139806,6,5,19,46,64,39,39,60,43,285
2139807,0,3,4,63,55,28,28,83,35,285
2139808,0,0,0,0,4,0,0,4,0,6
2139809,0,0,0,27,26,8,3,15,13,92
2139810,11,3,13,27,37,15,14,43,37,174
2139811,0,3,9,61,67,51,50,63,31,332
2139812,0,3,15,50,73,45,37,30,21,259
2139813,3,0,3,47,50,38,33,60,21,245
2139814,3,0,11,31,26,18,29,33,23,172
2139815,0,0,0,78,103,48,32,61,31,351
2139901,0,0,0,0,0,0,0,0,0,0
2139902,0,3,4,55,56,26,28,56,21,241
2139903,3,0,5,21,47,14,20,44,22,165
2139904,27,20,57,33,36,14,22,76,64,249
2139905,5,3,9,36,30,28,11,50,46,203
2139906,0,0,0,32,35,21,25,61,23,204
2139907,0,0,0,16,27,15,14,37,41,148
2139908,0,0,3,54,65,32,38,53,27,278
2139909,0,0,3,52,90,46,37,72,44,348
2139910,0,0,0,65,98,44,43,76,33,351
2139911,0,0,3,121,165,62,58,105,73,591
2139912,0,0,0,58,81,41,37,50,39,311
2139913,8,0,18,44,79,34,27,82,46,310
2139914,12,8,26,65,99,57,53,96,55,418
2139915,8,0,14,98,117,53,49,88,50,456
2139916,3,3,3,35,52,22,23,42,23,204
2139917,4,3,7,73,74,31,38,34,19,263
2140001,7,9,19,32,43,22,25,64,37,229
2140002,3,4,8,22,40,25,18,36,39,185
2140003,4,0,3,42,31,31,27,36,28,189
2140004,0,0,3,34,43,36,22,41,13,194
2140005,3,3,9,33,36,20,25,31,20,168
2140006,28,5,41,47,82,50,39,75,44,344
2140007,3,0,13,56,83,55,42,56,22,305
2140008,11,15,34,36,48,37,34,58,37,251
2140009,3,0,7,49,50,33,40,18,24,211
2140010,0,0,5,19,44,34,7,19,26,154
2140011,0,0,8,72,71,42,46,64,45,337
2140012,10,8,24,39,86,43,32,61,32,287
2140013,33,11,55,41,52,25,32,106,62,323
2140014,9,0,7,30,38,30,21,67,39,228
2140015,17,9,23,46,63,18,25,64,45,259
2140016,0,0,5,55,57,30,46,36,30,251
2140017,7,3,14,50,53,26,34,61,28,249
2140018,13,12,27,63,87,39,43,73,54,362
2140019,0,0,4,54,60,30,21,31,27,219
2140020,4,3,19,39,61,25,39,53,42,261
2140021,3,3,5,30,63,29,21,38,18,196
2140101,0,0,7,22,36,20,25,44,24,171
2140102,0,0,7,33,49,16,23,31,38,192
2140103,0,0,12,35,43,28,34,58,19,225
2140104,7,3,15,40,44,31,30,42,20,213
2140105,0,3,10,40,38,27,35,40,30,212
2140106,3,0,16,69,130,69,55,78,30,429
2140107,0,3,4,52,59,55,32,55,22,273
2140108,0,0,9,32,47,20,32,35,15,183
2140109,0,0,0,29,23,14,17,19,13,105
2140110,4,0,7,43,76,38,30,62,27,281
2140111,0,0,0,21,38,23,31,35,18,170
2140112,0,0,3,51,61,39,28,45,15,249
2140113,0,0,3,46,52,39,50,55,33,268
2140114,3,0,9,127,118,67,56,76,29,480
2140115,0,0,0,22,32,18,16,30,9,124
2140116,0,0,3,41,40,20,27,25,15,165
2140117,0,0,3,60,88,25,42,40,26,281
2140118,0,0,3,63,50,36,36,39,17,241
2140119,0,0,0,29,29,18,25,21,17,142
2140120,8,0,16,70,84,42,47,71,20,340
2140121,35,3,48,32,58,36,20,101,30,287
2140122,4,4,18,67,84,47,41,69,54,356
2140123,0,0,3,39,42,27,25,27,27,189
2140201,0,3,13,45,62,42,46,42,30,259
2140202,6,7,24,42,64,34,25,66,45,278
2140203,4,0,11,46,72,32,20,60,24,250
2140204,9,9,28,54,94,66,41,85,58,401
2140205,0,0,0,24,25,17,19,21,3,111
2140206,0,0,3,39,50,34,38,67,35,259
2140207,0,0,6,33,44,20,7,13,23,140
2140208,6,8,22,71,80,38,37,48,44,320
2140209,0,3,8,43,46,39,37,71,33,267
2140210,0,0,3,14,31,19,14,28,14,121
2140211,0,0,7,10,29,19,17,17,12,107
2140212,0,0,9,64,102,51,46,51,32,330
2140213,45,8,70,81,79,46,27,138,49,430
2140301,4,3,9,48,44,19,13,88,65,282
2140302,3,3,14,58,78,32,19,92,59,334
2140303,0,0,0,0,0,0,0,0,0,0
2140304,4,17,26,34,34,23,22,63,102,275
2140305,0,0,0,49,74,33,40,72,71,330
2140306,0,0,3,28,45,21,17,40,29,186
2140307,0,0,0,27,24,6,13,26,21,124
2140308,0,0,0,44,62,24,28,63,56,268
2140309,0,0,3,23,43,21,12,66,22,186
2140310,0,0,3,44,37,17,13,54,26,196
2140311,0,3,7,47,47,27,15,179,121,439
2140312,0,0,0,0,0,0,0,0,0,0
2140401,41,6,49,77,104,43,30,143,50,450
2140402,10,4,29,108,130,64,42,99,59,503
2140403,0,0,3,34,53,22,16,47,18,191
2140404,3,4,9,52,49,35,14,43,22,218
2140405,4,4,11,68,96,46,30,62,29,333
2140406,3,0,11,52,40,20,17,39,15,189
2140407,3,4,11,63,61,27,14,66,51,274
2140408,3,5,12,62,76,21,20,73,41,306
2140409,0,3,5,35,57,23,25,24,44,214
2140411,0,0,0,25,42,15,12,28,5,125
2140412,0,0,0,17,32,23,15,20,17,116
2140413,3,7,14,69,72,31,29,78,81,349
2140414,12,5,25,89,98,54,30,83,45,399
2140415,3,10,22,44,72,33,37,49,48,273
2140416,7,6,26,68,90,38,40,109,80,429
2140417,3,0,11,66,98,38,24,100,40,360
2140418,0,0,3,48,64,34,19,42,20,228
2140419,3,0,8,96,121,58,57,90,52,467
2140420,60,7,73,177,166,76,53,178,102,747
2140421,0,0,3,39,54,17,33,92,55,290
2140422,0,0,6,51,86,28,45,91,79,379
2140423,0,0,0,47,46,26,30,33,22,209
2140424,0,0,5,55,84,48,30,56,50,327
2140425,5,5,15,99,115,65,39,67,59,445
2140426,7,0,3,55,73,47,40,65,52,328
2140427,0,4,9,23,36,24,20,40,20,162
2140428,0,4,7,122,125,71,50,101,70,543
2140501,4,0,8,41,54,30,32,67,40,272
2140502,0,0,0,32,23,5,9,15,20,107
2140503,3,3,4,56,43,26,38,55,45,255
2140504,3,0,5,34,50,29,16,47,39,223
2140505,0,0,5,61,96,52,60,87,75,436
2140506,0,0,0,15,30,16,28,44,25,166
2140507,0,0,4,31,40,22,22,36,22,182
2140508,0,4,4,24,42,28,13,49,43,199
2140509,0,3,7,32,22,25,11,17,23,123
2140510,0,3,3,22,32,18,24,16,13,118
2140511,0,0,3,37,58,27,37,50,22,224
2140512,3,0,3,33,61,25,28,52,20,226
2140513,6,3,9,42,30,25,28,54,32,206
2140514,3,0,3,41,48,25,24,39,30,213
2140515,0,0,0,77,68,50,24,40,63,323
2140516,0,3,10,24,28,21,30,63,67,229
2140517,0,0,0,10,27,15,30,35,35,154
2140518,3,8,6,50,73,31,32,84,52,328
2140519,4,0,5,57,59,29,27,61,37,266
2140520,0,0,0,42,59,47,33,46,32,262
2140521,3,8,12,55,77,53,28,46,63,324
2140522,19,0,16,15,29,18,19,62,21,168
2140523,0,0,0,32,31,20,12,29,55,181
2140601,5,0,9,66,96,34,25,79,31,330
2140602,8,5,22,109,124,65,42,87,50,483
2140603,3,4,5,46,60,29,21,51,31,239
2140604,0,0,0,66,92,40,37,87,35,351
2140605,0,0,4,36,43,33,9,31,38,192
2140606,4,0,4,39,61,27,16,48,18,208
2140607,3,0,6,97,120,48,51,98,33,451
2140608,0,0,0,0,4,0,0,0,5,5
2140609,0,3,15,52,70,21,16,42,38,244
2140610,3,0,5,35,55,22,22,45,24,196
2140611,31,14,55,50,49,13,31,114,46,307
2140612,6,6,15,68,87,31,39,48,43,309
2140613,0,0,5,59,51,28,14,22,16,192
2140614,5,0,14,42,67,26,19,38,27,222
2140615,5,0,4,43,54,44,30,50,27,242
2140616,6,4,13,78,118,44,28,83,46,390
2140617,0,3,10,88,150,56,51,91,47,485
2140618,3,0,10,57,59,32,22,48,15,238
2140619,0,0,3,55,76,37,48,87,74,380
2140620,74,18,102,73,100,46,39,183,65,501
2140621,5,0,6,84,78,40,27,81,54,371
2140622,0,0,3,55,70,26,37,48,18,264
2140623,3,4,10,77,77,28,37,81,29,330
2140624,6,0,9,45,70,35,22,68,18,261
2140625,3,0,9,47,83,29,32,60,16,276
2140626,5,0,9,65,97,50,33,106,49,400
2140627,50,23,70,91,123,54,51,155,68,541
2140628,0,0,0,0,0,0,0,0,0,0
2140629,4,0,9,93,149,62,58,90,63,502
2140630,0,0,0,88,84,35,37,62,42,341
2140631,3,0,6,55,76,36,37,53,30,287
2140632,0,0,0,22,29,6,11,12,3,89
2140633,8,6,14,35,45,24,16,39,25,176
2140634,0,3,8,122,170,55,59,131,56,596
2140635,0,0,0,96,112,65,45,84,41,444
2140636,0,0,0,28,43,27,12,20,15,144
2140637,0,0,0,25,46,24,11,30,18,155
2140638,0,0,0,51,58,23,14,43,22,218
2140639,0,0,0,50,83,40,14,54,14,263
2140640,0,3,6,88,107,46,26,59,11,339
2140701,3,4,11,71,56,29,24,54,42,277
2140702,9,3,15,90,81,42,30,61,22,328
2140703,0,0,9,65,93,30,28,67,38,319
2140704,0,0,3,52,67,32,35,102,38,324
2140705,3,7,9,45,50,31,27,56,34,235
2140706,0,3,12,53,76,40,30,73,29,302
2140707,3,3,17,48,80,31,37,65,38,288
2140708,12,9,20,63,69,34,33,64,33,296
2140709,6,3,23,66,101,53,32,73,36,359
2140710,4,7,12,55,64,30,42,88,68,347
2140711,0,0,4,97,108,66,71,85,51,478
2140712,0,0,0,50,80,40,38,50,42,294
2140713,0,0,6,52,75,35,29,35,19,259
2140714,0,0,0,0,0,0,0,3,0,3
2140715,0,0,3,52,79,52,39,48,50,310
2140716,3,0,3,71,63,55,35,70,39,329
2140717,0,0,3,42,59,50,29,51,27,259
2140718,7,8,18,70,103,50,58,73,42,395
2140719,3,0,16,90,118,57,45,67,42,418
2140720,0,0,0,41,40,11,22,39,32,176
2140721,44,3,49,96,94,46,33,130,31,429
2140722,7,3,26,76,115,64,44,90,56,444
2140723,3,3,3,50,74,39,46,52,32,296
2140724,76,25,117,47,50,31,15,152,68,367
2140725,0,0,9,72,107,49,49,63,50,403
2140726,0,0,0,35,44,15,24,47,19,178
2140727,0,0,3,48,60,39,27,36,18,230
2140728,0,0,0,25,32,19,24,40,6,142
2140729,0,0,4,37,27,14,14,22,17,137
2140730,4,7,11,59,54,31,20,51,38,250
2140801,8,0,20,40,79,46,45,76,39,324
2140802,0,0,0,33,34,20,14,23,23,146
2140803,3,0,5,75,99,50,32,52,17,332
2140804,0,0,7,36,40,24,28,36,12,185
2140805,0,0,8,50,51,23,17,44,21,206
2140806,0,4,12,29,56,27,24,39,40,219
2140807,0,0,0,59,90,53,32,61,43,344
2140808,0,0,0,55,84,43,38,51,40,309
2140809,0,0,0,27,47,17,22,17,20,155
2140810,0,0,0,41,57,35,20,35,45,235
2140811,3,0,0,48,48,24,23,50,29,226
2140812,0,0,0,32,63,29,28,45,27,223
2140813,0,0,3,29,25,23,18,26,16,133
2140901,3,7,15,44,70,28,28,67,42,276
2140902,0,0,3,37,67,30,30,31,23,214
2140903,20,31,58,54,94,37,25,97,68,375
2140904,6,6,32,62,81,68,63,70,32,375
2140905,3,0,8,59,81,38,60,89,26,353
2140906,4,0,5,43,55,31,47,74,28,277
2140907,0,0,0,67,82,44,35,50,29,296
2140908,3,3,11,59,64,47,43,65,38,319
2140909,3,0,5,69,75,53,43,55,24,319
2140910,0,3,5,86,104,58,62,65,53,426
2140911,0,0,0,0,0,0,0,0,0,0
2141001,3,3,5,64,89,52,47,72,57,376
2141002,0,0,3,53,73,38,37,34,54,292
2141003,4,0,3,50,56,38,41,61,33,276
2141004,0,0,5,58,66,44,33,41,25,263
2141005,0,3,4,44,46,31,38,35,27,223
2141006,0,5,6,63,81,38,38,77,14,310
2141007,5,0,3,52,44,31,26,50,33,234
2141008,28,5,29,51,83,44,47,123,34,375
2141009,3,0,5,31,41,28,33,53,42,229
2141010,0,0,0,15,39,14,18,34,18,146
2141011,3,0,8,25,33,17,17,28,8,133
2141012,3,7,15,57,60,24,35,45,33,254
2141013,0,0,3,14,22,10,18,18,12,92
2141014,0,3,3,31,55,35,32,61,22,231
2141101,3,3,6,68,75,42,25,51,25,281
2141102,3,0,5,29,41,25,16,75,12,210
2141103,0,0,3,42,58,34,27,45,14,210
2141104,4,9,12,54,57,45,40,53,57,303
2141105,3,0,11,65,66,35,37,82,35,329
2141106,39,7,45,71,62,39,25,108,33,339
2141107,0,0,3,71,82,29,31,111,56,385
2141108,7,0,20,76,92,37,41,106,45,397
2141109,3,0,14,89,86,41,39,134,73,464
2141110,13,6,39,70,101,41,65,156,94,522
2141111,14,3,14,25,45,19,10,69,24,189
2141112,3,3,11,33,42,21,19,70,40,225
2141113,0,3,5,63,73,38,33,49,39,291
2141114,0,0,4,70,72,31,28,49,32,284
2141115,0,5,6,113,125,58,51,104,37,490
2141116,0,8,15,29,21,13,6,50,25,142
2141117,0,0,3,33,42,26,30,36,17,180
2141201,0,0,3,42,40,22,44,45,27,229
2141202,3,0,6,48,71,22,52,59,38,285
2141203,0,3,5,53,63,34,39,64,42,295
2141204,0,0,4,35,63,27,19,32,35,215
2141205,3,0,11,22,35,25,14,35,35,177
2141206,0,0,0,56,61,35,23,45,19,245
2141207,3,3,12,69,72,41,28,46,25,279
2141208,0,0,0,35,50,16,22,24,10,151
2141209,4,0,3,56,81,54,23,44,29,290
2141301,0,0,0,75,70,47,48,43,35,315
2141302,0,0,0,60,82,36,30,51,28,283
2141303,0,0,0,24,33,22,14,19,10,128
2141304,0,0,3,54,82,37,28,57,27,287
2141305,0,0,0,13,20,7,6,10,7,70
2141306,0,0,0,24,34,22,20,33,0,132
2141307,0,0,0,79,95,50,40,72,45,382
2141308,0,0,3,84,117,47,55,65,37,403
2141309,3,0,5,52,71,45,40,58,32,295
2141310,3,0,4,18,30,17,15,31,11,124
2141311,0,0,3,26,35,18,11,20,5,120
2141312,0,0,0,49,51,30,16,36,22,201
2141313,0,0,3,52,55,31,29,41,19,236
2141314,0,0,0,85,108,47,50,60,46,398
2141315,0,0,0,11,27,17,26,40,20,137
2141316,0,3,3,34,52,31,19,24,53,214
2141317,4,6,10,46,48,25,24,41,26,211
2141318,4,3,8,69,65,42,51,63,40,323
2141319,44,10,56,79,106,39,53,126,46,454
2141320,0,0,0,29,62,20,27,49,7,196
2141321,0,4,15,64,72,39,30,48,27,276
2141322,8,4,25,51,59,23,28,69,38,261
2141323,3,8,19,44,96,40,52,56,42,333
2141324,3,0,8,70,102,37,34,60,25,335
2141325,0,0,3,33,56,26,41,31,32,215
2141326,0,0,0,47,48,33,34,30,31,226
2141327,0,0,8,82,84,36,38,51,16,299
2141328,4,0,4,29,50,27,14,41,11,174
2141329,0,0,0,62,78,40,46,66,24,313
2141330,0,0,9,112,128,67,54,89,32,482
2141331,3,3,11,72,79,58,39,97,45,389
2141332,30,11,57,67,91,49,39,113,40,394
2141333,6,3,15,80,72,53,35,84,37,362
2141334,9,7,16,32,44,10,28,40,38,191
2141335,0,0,6,77,109,39,47,106,26,411
2141336,0,4,8,63,72,45,31,40,41,295
2141337,0,0,0,0,0,0,0,3,0,3
2141338,0,0,3,20,20,16,22,38,23,146
2141401,8,7,21,49,95,59,43,83,40,366
2141402,14,11,29,51,57,35,27,75,57,300
2141403,0,0,7,31,48,23,12,33,20,168
2141404,7,14,27,68,90,36,35,82,73,389
2141405,30,20,55,43,72,40,37,114,68,375
2141406,4,3,10,56,96,41,37,124,60,417
2141407,4,0,6,60,102,35,39,76,32,341
2141408,4,12,23,58,64,38,36,75,72,343
2141409,20,8,41,47,111,45,46,123,58,435
2141410,0,0,0,20,24,12,3,6,3,65
2141411,8,3,20,97,117,79,74,95,76,543
2141413,66,11,76,49,62,34,35,168,63,407
2141415,4,3,10,39,59,32,22,30,27,213
2141416,3,0,7,42,85,34,28,50,45,284
2141417,9,7,19,62,92,40,31,103,86,409
2141418,0,0,0,44,54,18,10,29,15,177
2141419,3,0,0,89,120,64,57,72,35,441
2141420,0,0,0,35,55,28,23,30,11,183
2141421,0,0,7,129,185,94,86,137,90,714
2141501,3,4,14,63,92,27,29,79,60,355
2141502,0,0,0,47,62,27,36,75,26,271
2141503,3,0,8,46,53,29,19,61,18,230
2141504,4,0,4,42,61,22,19,94,32,274
2141505,0,0,5,17,35,12,10,58,27,155
2141506,0,0,3,69,80,38,28,71,26,316
2141507,3,0,4,94,88,51,33,119,38,416
2141508,3,0,3,66,60,28,15,71,44,289
2141509,0,0,4,75,109,52,41,83,19,385
2141510,0,0,3,34,42,17,23,41,20,179
2141511,5,3,9,56,86,43,21,74,41,325
2141512,0,0,5,83,109,40,41,80,32,388
2141513,62,13,94,102,132,79,43,209,48,610
2141514,0,0,0,31,52,16,21,84,29,227
2141515,3,0,4,65,76,37,17,77,52,332
2141516,0,0,4,80,87,35,33,133,49,418
2141518,0,0,0,18,22,13,14,16,23,105
2141520,4,3,9,38,50,31,20,33,21,191
2141521,3,0,5,125,151,69,50,101,37,530
2141522,0,0,0,0,0,0,0,0,0,0
2141523,0,0,0,0,0,0,0,0,0,0
2141524,4,0,3,29,41,10,23,81,101,281
2141525,0,0,0,40,63,31,19,54,23,225
2141601,0,0,7,83,100,61,30,64,20,358
2141603,3,0,4,33,40,15,15,60,36,190
2141604,27,0,27,76,80,30,33,142,18,375
2141605,49,12,59,62,41,24,10,142,55,321
2141606,3,5,19,66,104,36,23,55,24,312
2141607,0,0,6,77,90,48,26,57,19,315
2141608,0,0,3,80,102,41,33,71,30,365
2141609,0,0,4,118,134,57,38,89,39,479
2141610,0,0,3,74,68,33,22,68,14,269
2141611,3,0,3,92,107,50,36,57,26,363
2141612,3,0,4,50,46,26,26,60,24,223
2141613,0,0,0,0,0,0,0,0,0,0
2141614,3,4,14,52,40,29,17,38,19,191
2141615,3,0,7,66,66,29,21,56,27,267
2141616,0,3,7,74,85,31,30,68,42,332
2141617,3,0,8,38,60,35,26,43,26,224
2141618,0,0,3,78,51,18,19,67,29,253
2141619,16,0,27,81,93,40,18,89,59,382
2141620,4,0,10,64,90,45,16,60,26,297
2141621,0,0,0,53,60,27,45,177,83,446
2141622,0,0,9,250,344,160,98,182,59,1089
2141623,8,0,14,97,114,55,33,81,51,436
2141624,0,0,5,79,59,16,17,62,21,261
2141625,0,0,9,46,61,26,24,65,19,237
2141626,5,0,5,41,74,44,30,76,43,309
2141627,0,0,4,43,56,32,24,73,49,278
2141628,3,0,3,36,55,27,38,106,61,328
2141629,32,56,104,30,30,20,23,110,109,319
2141630,0,3,8,79,93,35,24,91,27,351
2141631,0,5,16,51,67,29,6,61,48,268
2141632,3,0,6,98,136,50,40,62,37,421
2141633,5,5,6,39,56,28,19,62,18,222
2141634,0,3,6,82,66,25,18,93,39,320
2141635,3,0,5,104,103,48,42,73,33,400
2141636,3,0,8,69,85,38,29,101,52,374
2141637,0,0,3,71,88,36,37,67,15,305
2141638,3,5,15,108,124,48,40,69,28,424
2141639,0,0,3,104,119,71,31,74,32,423
2141640,0,3,3,29,50,16,19,56,17,188
2141641,0,0,4,56,81,42,29,79,32,322
2141642,0,0,3,59,55,45,36,82,70,343
2141643,5,3,7,28,32,21,10,41,40,175
2141644,3,0,9,83,72,40,30,66,29,324
2141645,4,3,8,148,169,80,64,153,80,691
2141646,0,0,0,5,11,12,3,15,5,53
2141701,3,0,8,87,88,40,18,109,25,369
2141702,6,0,10,77,90,49,27,69,30,341
2141703,0,0,6,64,64,30,37,106,54,349
2141704,3,0,5,56,59,40,39,98,49,340
2141705,0,0,0,40,57,30,51,154,61,391
2141706,0,0,0,41,43,24,35,109,40,292
2141707,4,0,6,76,78,62,42,201,45,497
2141708,4,9,19,137,170,122,104,212,124,862
2141709,4,6,10,65,79,44,18,58,32,295
2141710,0,0,0,26,40,31,25,25,9,164
2141711,0,0,0,32,45,29,20,21,21,168
2141713,0,0,3,92,109,47,26,93,27,404
2141714,0,0,3,44,67,27,22,51,12,230
2141715,71,14,112,78,95,39,38,154,43,444
2141716,0,0,3,78,75,32,28,66,15,303
2141718,0,3,6,59,76,37,28,24,17,236
2141719,0,0,6,136,151,68,37,123,28,551
2141720,3,3,17,89,120,72,41,83,32,444
2141721,0,0,0,41,59,15,12,48,35,216
2141722,4,0,8,74,109,47,33,92,19,370
2141723,3,3,15,74,75,33,31,85,45,338
2141724,3,0,3,48,59,19,17,79,86,301
2141725,3,5,10,86,73,39,46,157,82,473
2141726,3,6,15,87,79,47,35,94,45,385
2141727,0,0,6,59,38,22,20,94,53,286
2141728,0,0,0,45,67,15,24,68,34,248
2141729,0,0,3,32,35,16,17,79,37,215
2141730,3,0,11,127,113,45,41,199,43,572
2141731,45,26,92,71,75,45,35,171,80,472
2141732,0,0,9,76,117,32,33,136,52,448
2141733,7,4,9,28,44,15,20,43,16,170
2141734,0,0,6,58,52,16,13,98,86,319
2141736,0,0,0,63,104,46,36,69,40,350
2141737,0,0,3,33,54,20,24,38,9,183
2141738,0,3,4,37,51,17,21,56,23,207
2141739,0,0,4,47,43,14,17,45,11,182
2141740,3,0,6,58,31,34,23,61,29,233
2141741,0,0,6,45,60,17,34,55,28,235
2141742,3,0,6,60,49,25,27,87,35,286
2141743,5,3,15,56,91,23,32,120,51,380
2141744,3,6,8,74,82,35,43,92,74,400
2141745,3,3,7,62,77,39,29,83,45,341
2141746,0,3,13,36,55,23,25,59,30,227
2141747,8,0,9,64,54,37,30,119,39,349
2141748,3,0,9,48,54,28,23,106,26,292
2141749,0,0,4,78,73,35,34,108,36,356
2141750,45,7,51,92,95,40,40,169,57,492
2141751,3,0,7,62,93,39,33,63,18,305
2141752,7,0,13,161,171,91,68,115,34,637
2141753,0,0,0,61,75,42,29,61,33,298
2141754,0,0,0,0,0,0,0,0,17,17
2141755,0,0,0,17,32,16,7,13,8,97
2141756,3,0,3,181,211,83,82,145,55,755
2141757,0,0,3,45,59,24,19,54,25,235
2141801,0,0,3,37,58,22,23,27,20,184
2141802,0,0,0,37,63,36,24,24,20,206
2141803,0,0,0,65,95,49,46,56,30,339
2141804,0,0,0,28,28,10,11,17,0,102
2141805,0,0,4,59,102,44,48,64,48,366
2141806,3,0,3,43,63,35,21,49,27,241
2141807,0,0,0,35,49,35,21,34,10,192
2141808,0,0,0,44,57,29,14,34,13,202
2141809,0,3,10,78,101,52,51,67,40,400
2141810,0,0,6,44,55,33,22,47,17,212
2141811,0,0,0,45,51,30,26,40,8,193
2141812,0,0,0,46,59,32,15,36,14,202
2141813,3,0,3,55,74,25,27,35,11,219
2141901,3,3,8,27,30,18,8,40,18,152
2141902,0,0,3,27,49,23,23,18,29,168
2141903,16,5,34,34,61,24,28,89,46,280
2141904,3,4,5,47,95,49,39,85,37,350
2141905,3,3,6,31,63,30,21,45,34,226
2141906,3,0,6,58,89,39,34,99,31,351
2141907,0,3,6,75,80,68,40,82,73,423
2141908,0,0,0,52,60,47,32,42,23,257
2141909,3,0,0,48,63,28,34,32,14,217
2141910,7,0,9,81,90,47,58,104,42,430
2141911,0,0,5,13,48,26,31,50,19,188
2141912,0,0,3,57,82,38,15,40,22,263
2141913,3,0,11,40,53,24,39,47,19,229
2141914,0,0,0,74,88,47,38,57,23,329
2141915,0,0,0,34,38,19,16,36,265,404
2141916,0,0,0,65,73,31,31,63,28,290
2141917,0,0,0,42,44,26,26,39,27,211
2141918,0,0,0,37,56,38,18,46,36,232
2141919,3,0,12,73,95,53,35,64,37,356
2141920,3,0,3,54,86,34,36,58,23,284
2141921,0,3,13,51,68,30,21,64,32,262
2141922,3,9,15,43,61,32,33,53,42,266
2141923,3,5,13,34,36,13,25,50,36,192
2141924,0,0,0,38,60,29,24,42,38,228
2141925,3,0,3,52,57,17,23,44,12,207
2141926,0,0,0,80,82,51,33,64,36,353
2141927,3,9,14,112,143,84,37,100,58,525
2141928,41,0,43,35,33,21,10,76,21,196
2141929,0,0,4,104,83,52,20,73,72,404
2142001,0,0,3,36,52,28,29,32,46,221
2142002,3,4,14,59,62,38,48,69,41,320
2142003,3,0,0,35,35,20,20,27,37,178
2142004,0,0,4,38,83,33,32,57,26,272
2142005,0,0,7,55,81,59,46,45,38,332
2142006,0,0,4,40,52,28,24,28,29,203
2142007,0,0,0,71,95,61,32,62,25,351
2142008,0,0,0,45,72,33,27,43,23,240
2142009,0,3,9,27,18,21,17,44,12,146
2142010,16,7,33,45,39,11,34,89,43,259
2142011,3,0,7,44,54,30,32,35,33,222
2142012,6,8,13,40,57,29,38,59,43,266
2142013,3,0,5,47,72,41,41,83,40,318
2142014,0,3,3,18,37,20,15,18,10,125
2142015,0,0,6,38,64,39,40,49,29,269
2142016,0,3,4,32,28,25,22,32,25,165
2142017,0,0,0,34,56,39,26,33,29,208
2142018,3,0,3,31,52,27,25,26,24,177
2142019,20,3,32,27,40,34,26,80,22,220
2142020,0,4,6,39,69,41,37,56,41,279
2142021,0,0,4,17,23,20,19,20,8,110
2142022,0,3,3,60,86,41,49,74,59,369
2142023,0,0,5,34,52,30,21,28,15,173
2142024,17,0,24,42,71,42,30,116,31,330
2142025,0,0,0,64,46,20,20,46,10,205
2142026,0,0,6,54,68,42,38,25,27,251
2142027,0,0,0,35,37,33,17,17,17,152
2142028,0,0,3,34,46,17,23,14,24,159
2142029,0,0,0,53,79,46,46,65,48,335
2142030,4,0,5,60,121,67,52,48,18,360
2142031,0,0,0,26,41,22,23,33,9,149
2142101,12,29,48,56,94,45,33,64,68,360
2142102,3,4,18,46,70,39,25,31,26,240
2142103,5,3,8,64,90,34,22,59,15,284
2142104,0,0,11,68,96,57,33,45,16,317
2142105,3,3,18,88,95,62,47,105,27,433
2142106,49,19,78,29,39,27,26,99,30,250
2142107,3,3,9,74,83,43,41,94,48,376
2142108,3,6,19,63,91,50,34,65,46,353
2142109,3,0,6,56,109,49,44,57,19,325
2142110,4,3,6,63,70,45,36,53,18,290
2142112,11,9,27,60,83,33,35,68,53,336
2142113,4,0,13,38,60,29,16,29,13,183
2142114,5,6,9,45,69,25,30,29,11,197
2142115,3,3,11,72,69,29,30,137,39,378
2142116,3,4,12,70,97,43,28,69,31,343
2142117,3,0,3,79,78,34,55,85,22,351
2142118,0,0,4,45,56,25,32,47,27,237
2142119,3,0,11,82,90,44,33,67,50,362
2142120,0,3,13,77,97,55,41,107,27,400
2142121,3,0,5,32,46,30,14,32,22,179
2142122,4,0,11,56,68,26,27,43,12,230
