SA1_7DIGITCODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
2133016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,3,0,3,0,9,3,0,0,0,6,0,0,5,0,9,0,0,0,0,3,0,3,0,0,3,0,3,0,0,6,0,4,0,0,4,0,4,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,22,29,17,0,69
2133017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,3,0,4,0,7,3,0,7,3,0,6,0,13,0,0,3,0,4,0,3,0,0,5,0,3,0,0,3,3,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,12,0,4,0,0,0,14,30,23,3,73
2133018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,7,0,0,0,0,0,10,7,0,0,19,5,10,3,0,20,3,5,3,0,15,0,6,0,0,11,0,0,0,0,3,0,4,4,0,14,3,5,0,3,13,3,4,3,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,6,0,0,11,7,0,0,0,7,48,62,19,5,136
2133019,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,6,4,0,0,0,8,15,0,3,0,16,7,3,3,0,18,5,6,3,0,23,6,5,3,3,15,3,3,0,0,10,4,3,5,0,12,3,3,0,0,8,0,3,0,0,4,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,5,5,3,0,14,3,0,0,0,3,55,43,32,3,135
2133020,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,5,0,3,0,0,3,5,7,0,0,14,0,3,3,0,5,0,3,0,0,3,0,10,4,0,11,3,15,0,0,18,0,5,0,0,14,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,14,67,25,0,102
2133022,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,0,12,3,3,0,0,9,4,0,0,0,11,3,7,0,0,7,3,3,0,0,7,0,5,0,0,5,0,3,0,0,3,0,6,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,27,27,15,3,74
2133023,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,4,7,0,4,0,5,0,3,0,0,4,5,8,0,0,14,3,3,0,0,6,3,3,0,0,4,3,0,0,0,3,0,6,0,0,10,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,10,0,0,0,0,4,29,35,15,0,76
2133024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,12,0,0,4,0,4,8,0,3,0,8,3,4,0,0,5,5,4,3,0,9,3,3,3,0,11,0,4,0,0,9,0,7,0,0,7,0,5,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,12,0,0,0,0,3,29,34,22,0,90
2133028,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,0,0,6,0,6,7,3,3,0,15,0,3,3,0,8,0,3,0,0,3,3,7,0,0,7,0,3,3,0,7,3,5,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,0,4,26,32,27,0,82
2133029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,3,0,0,0,3,3,0,3,0,4,0,7,3,0,9,8,4,0,0,13,0,5,0,0,7,0,0,0,0,3,3,3,3,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,16,32,12,0,67
2133030,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,4,6,6,0,0,17,0,4,0,0,12,3,3,4,0,10,3,3,4,0,10,0,0,4,0,9,0,3,0,0,9,4,7,3,0,12,0,4,0,0,8,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,7,8,0,0,13,0,0,0,0,5,32,48,25,7,110
2133031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,8,0,0,0,0,3,0,4,4,0,8,0,6,3,0,6,0,0,0,0,0,7,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,3,0,0,4,19,26,16,0,65
2133032,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,6,0,4,3,6,0,0,11,3,4,0,0,7,3,5,4,0,9,0,4,0,0,3,3,3,0,0,10,0,4,0,0,4,0,10,0,0,9,0,0,0,0,3,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,24,43,21,0,93
2133033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,0,4,7,0,7,0,10,0,0,0,0,3,0,0,0,0,5,0,3,0,0,3,0,7,0,0,6,3,3,0,0,9,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,7,0,0,0,0,0,26,28,22,0,69
2133034,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,4,6,0,16,8,4,3,0,8,0,4,0,0,5,3,3,3,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,21,31,20,0,72
2133035,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,5,0,0,0,6,0,0,3,0,5,8,0,4,0,12,0,3,3,0,11,7,3,3,0,11,0,8,0,0,12,0,4,6,0,7,0,0,0,0,7,0,4,4,0,10,0,11,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,5,0,5,0,0,3,0,0,30,50,30,0,114
2133036,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,3,0,0,9,4,0,3,0,8,0,8,0,0,9,3,3,3,0,4,3,6,0,0,7,3,3,3,0,7,0,8,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,8,0,0,0,0,0,27,48,13,6,89
2133037,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,12,5,3,0,18,0,5,3,0,12,4,8,3,0,13,7,8,3,0,15,0,5,3,0,7,3,0,0,0,3,3,9,0,0,12,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,5,0,15,3,0,0,0,3,39,56,24,3,125
2133038,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,5,7,3,0,0,4,3,7,0,0,8,0,9,3,0,9,4,3,0,0,7,0,0,0,0,0,0,3,5,0,4,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,8,0,0,0,0,0,23,36,20,3,75
2133039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,9,7,3,0,17,3,3,7,0,10,5,3,0,0,7,0,3,0,0,6,0,9,0,0,11,3,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,12,0,0,3,0,4,25,37,24,0,87
2133040,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,6,4,0,3,0,13,6,5,5,0,19,9,3,5,0,11,3,9,3,0,14,3,3,0,0,3,6,5,0,0,6,3,8,3,0,11,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,12,0,0,0,0,0,42,49,25,4,122
2133041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,3,7,3,0,0,13,3,0,0,0,8,4,3,3,0,9,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,6,0,0,10,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,24,26,13,7,63
2133042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,4,0,7,0,0,0,0,3,0,3,5,0,8,4,4,3,0,10,3,6,3,0,17,4,7,0,0,11,0,3,0,0,7,0,0,0,0,3,0,8,0,0,7,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,9,0,0,3,0,0,27,38,36,4,96
2133043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,7,0,0,0,6,8,6,0,0,16,0,3,0,0,7,4,4,3,0,9,3,7,5,0,15,0,3,0,0,5,0,4,0,0,4,0,10,0,0,11,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,7,0,0,0,0,4,28,51,20,3,104
2133044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133045,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,7,0,3,0,3,7,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,14,27,8,6,51
2133047,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,5,0,0,0,0,0,3,4,3,0,11,0,0,0,0,3,3,4,0,0,9,0,14,0,0,10,3,4,0,0,12,4,13,0,0,22,3,24,0,0,35,8,11,0,0,15,3,9,0,0,13,0,0,0,0,3,3,15,0,0,17,0,7,0,0,13,0,3,0,0,3,38,114,17,0,175
2133048,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,3,0,5,0,4,3,0,10,0,4,0,0,9,0,10,3,0,16,0,14,3,0,18,4,12,3,0,17,3,13,0,0,16,8,17,3,0,28,5,8,0,0,7,3,7,0,0,10,0,3,0,0,4,0,3,0,0,3,0,5,4,0,7,0,0,0,0,0,35,104,26,3,167
2133049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,8,6,0,7,0,7,4,0,6,0,8,0,0,13,0,3,0,0,3,0,12,0,0,20,4,8,0,0,13,0,7,0,0,10,0,3,0,0,3,0,3,0,0,3,0,6,3,0,7,0,0,0,0,0,15,72,13,3,98
2133050,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,3,3,0,3,0,8,0,3,7,0,17,0,11,3,0,18,4,16,0,0,17,4,4,3,0,14,0,8,3,0,10,5,17,0,0,28,0,13,3,0,17,3,3,0,0,7,0,5,0,0,7,0,12,0,0,12,0,6,5,0,13,0,4,0,0,4,27,116,38,0,179
2133051,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,3,5,0,4,4,0,0,0,6,3,8,4,0,14,3,7,5,0,14,3,8,0,0,12,3,8,0,0,13,3,11,0,0,12,4,13,0,0,16,3,4,0,0,8,0,0,0,0,6,0,3,0,0,3,0,5,0,0,4,0,6,3,0,12,0,6,0,0,6,31,85,27,3,150
2133052,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,3,0,0,0,4,0,0,7,0,5,0,11,0,0,12,3,4,3,0,12,0,14,0,0,12,0,4,0,0,9,8,7,0,0,17,5,10,0,0,15,0,8,0,0,5,0,7,0,0,4,0,4,0,0,4,0,7,3,0,9,0,0,0,0,3,27,86,16,3,140
2133053,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,3,3,10,0,0,3,0,9,4,5,3,0,8,0,5,6,0,15,3,20,5,0,26,3,23,3,0,29,5,18,5,0,26,6,13,3,0,20,6,19,3,0,33,6,21,0,0,31,4,3,0,0,11,0,3,0,0,7,6,3,0,0,8,3,10,0,0,17,0,0,3,0,0,51,154,36,4,252
2133054,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,5,0,0,0,0,0,0,3,0,0,8,0,3,0,0,3,0,11,0,3,16,0,7,0,0,12,0,12,0,0,13,0,4,0,0,12,8,12,0,0,25,5,6,0,0,20,7,14,0,0,18,0,4,0,0,4,0,0,0,0,3,0,7,0,0,7,0,0,0,0,0,33,94,17,3,144
2133055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,8,0,3,3,0,4,6,8,0,0,7,4,8,0,0,10,0,3,0,0,3,0,23,0,0,22,0,17,0,0,22,0,8,0,0,5,0,3,3,0,6,0,4,0,0,4,0,10,0,0,12,0,0,3,0,0,16,87,15,0,127
2133056,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,4,0,0,4,0,3,3,0,3,0,0,3,0,8,0,3,3,0,11,0,4,0,0,8,4,9,5,0,13,0,11,3,0,11,0,11,0,0,12,12,12,0,0,25,0,10,0,0,11,0,0,0,0,0,3,3,0,0,3,3,4,0,0,7,0,9,0,0,15,0,0,0,0,0,30,82,27,4,141
2133057,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,3,6,4,3,0,13,0,7,0,0,10,0,3,0,0,6,0,4,0,0,6,6,14,0,0,19,3,14,0,0,15,3,3,0,0,5,0,0,0,0,0,0,6,0,0,6,4,8,7,0,16,3,0,0,0,3,30,72,16,0,125
2133058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,7,0,0,11,0,4,6,0,11,0,5,0,0,9,0,5,0,0,5,3,21,0,0,25,0,16,0,0,16,3,6,0,0,9,0,4,0,0,5,0,7,0,0,4,0,3,3,0,10,0,0,0,0,6,19,82,14,0,113
2133059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,3,0,3,0,0,9,0,3,0,0,6,0,8,0,0,9,4,6,0,0,15,3,15,0,0,16,0,3,0,0,6,3,0,0,0,3,0,7,0,0,7,5,8,3,0,16,0,0,0,0,0,18,60,9,0,91
2133060,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,5,0,3,3,0,3,5,0,3,0,9,3,4,0,0,9,5,12,3,0,17,0,11,3,0,17,4,9,0,0,14,3,10,0,0,12,4,22,0,0,24,4,21,0,0,31,5,14,0,0,23,0,12,0,0,7,0,4,0,0,6,3,5,3,0,7,0,3,0,0,8,41,132,24,0,195
2133061,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,5,5,0,0,14,0,9,4,0,13,0,9,3,0,16,3,12,3,0,17,0,3,0,3,11,0,9,7,0,11,7,11,0,0,20,6,5,0,0,15,0,4,0,0,6,3,0,0,0,3,0,0,0,0,4,6,8,3,0,13,0,0,3,0,3,42,80,32,9,163
2133062,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,6,0,3,3,0,6,3,3,0,0,5,0,4,3,0,7,4,9,6,0,12,3,4,4,0,9,3,5,3,0,13,3,5,0,0,8,6,12,0,0,15,3,11,0,0,18,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,6,5,3,0,12,0,0,0,0,0,33,79,23,4,137
2133063,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,4,0,0,3,0,4,6,4,8,0,13,0,6,0,0,6,0,3,0,0,4,4,13,0,0,19,0,16,0,0,18,0,9,0,0,12,0,3,0,0,3,0,0,0,0,6,0,7,0,0,11,0,0,0,0,3,25,72,18,3,120
2133064,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,3,0,0,4,3,0,3,0,3,3,0,0,0,4,4,6,3,0,11,3,10,3,0,19,3,11,0,0,15,8,11,3,0,16,3,24,0,0,28,0,13,0,0,16,5,6,0,0,15,0,9,0,0,11,0,7,0,0,7,3,4,0,0,12,0,0,0,0,0,41,120,15,0,174
2133065,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,4,0,3,0,0,3,0,3,0,0,9,0,4,7,0,12,3,3,0,0,3,4,5,0,0,12,6,10,3,0,16,0,3,0,0,7,4,4,0,0,10,0,3,0,0,4,0,6,0,0,6,0,10,0,0,14,0,0,0,0,3,24,74,18,0,116
2133066,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,8,0,4,3,0,5,0,0,3,0,3,3,10,3,0,9,3,11,3,0,18,3,5,0,0,10,4,16,0,0,16,0,10,0,0,15,0,5,0,0,7,0,0,0,0,3,0,3,0,0,3,0,8,0,0,8,0,0,0,0,0,26,74,16,0,123
2133067,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,4,0,9,0,3,6,0,12,0,7,4,0,10,3,8,3,0,11,0,9,3,0,13,5,4,0,0,12,0,18,0,0,19,3,7,0,0,10,3,3,0,0,10,0,3,0,0,5,0,0,0,0,3,0,9,0,0,7,0,0,0,0,3,40,83,22,3,149
2133068,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,0,0,4,0,6,6,0,8,3,10,0,0,14,0,12,3,0,19,0,18,0,0,18,0,5,3,0,13,11,23,0,0,28,5,10,0,0,18,3,8,0,0,9,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,30,102,25,0,156
2133069,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,0,0,3,0,4,3,0,9,3,3,0,0,9,9,13,3,0,17,4,4,0,0,10,0,9,3,0,8,4,12,0,0,21,3,5,0,0,13,4,3,0,0,10,0,5,0,0,3,0,5,0,0,6,0,8,0,0,8,0,0,0,0,0,31,85,18,0,133
2133101,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,5,0,0,0,7,0,0,0,0,3,4,3,0,0,8,3,3,0,0,9,3,5,0,0,3,0,3,0,0,11,3,14,0,0,16,3,5,0,0,8,0,14,0,0,20,0,6,0,0,10,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,4,0,11,0,0,0,0,0,28,70,21,3,118
2133102,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,4,0,0,5,0,4,3,0,12,0,0,0,0,7,0,3,0,0,3,0,3,6,0,10,3,3,0,0,3,0,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,23,36,22,3,79
2133103,3,0,0,0,3,0,0,0,0,0,0,3,5,0,5,0,0,3,0,4,3,0,0,0,3,3,0,3,0,8,5,6,3,0,11,0,6,7,0,13,3,12,5,0,19,3,7,0,0,17,0,13,4,0,13,3,7,0,0,7,7,14,5,0,18,6,7,0,0,11,3,10,0,0,11,0,3,3,0,3,0,0,0,0,0,0,12,0,0,18,0,0,0,0,0,43,92,31,3,172
2133104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,9,0,0,10,0,3,7,0,13,3,6,0,0,12,4,0,0,0,5,0,8,0,0,7,4,6,0,0,11,0,7,0,0,11,0,9,0,0,5,0,4,0,0,4,3,0,0,0,4,0,5,0,0,9,0,0,0,0,0,21,66,15,0,112
2133106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,4,3,0,0,0,8,5,0,3,0,7,0,6,0,0,6,0,4,0,0,11,0,9,0,0,9,0,4,0,0,6,4,3,3,0,7,4,6,3,0,14,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,5,0,0,12,3,0,0,0,3,23,51,19,0,96
2133107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,5,4,3,0,0,12,0,0,3,0,4,3,0,3,0,5,3,4,0,0,10,0,3,0,0,3,0,4,0,0,12,0,10,0,0,13,0,4,0,0,6,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,0,0,0,0,21,50,14,0,85
2133108,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,0,5,3,0,0,0,3,0,3,0,0,4,0,3,0,0,11,3,7,5,0,14,0,6,3,3,11,0,8,0,0,10,0,0,0,0,5,0,10,0,0,15,7,5,0,0,10,0,8,0,0,7,0,0,0,0,3,0,3,0,0,3,0,3,0,0,5,0,0,0,0,3,28,66,21,3,117
2133109,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,3,3,0,14,0,8,3,0,6,3,7,9,0,16,3,6,3,0,9,3,8,0,0,16,0,4,0,0,4,4,12,0,0,13,3,3,0,0,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,27,58,35,3,117
2133110,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,3,0,0,3,9,3,0,0,10,3,7,0,0,7,3,3,0,0,9,5,0,6,0,8,3,3,0,0,8,0,5,0,0,9,5,3,0,0,12,0,8,0,0,8,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,7,3,0,15,0,0,0,0,0,34,58,21,0,114
2133111,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,3,0,5,9,3,0,0,15,0,3,3,0,9,8,7,3,0,12,0,8,3,0,12,3,8,0,0,9,0,4,0,0,3,5,7,0,0,12,3,9,0,0,13,5,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,3,0,3,0,9,42,65,24,3,140
