SA1_7DIGITCODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
2126015,4,3,6,8,16,21,0,3,3,0,0,0,10,14,26,8,5,12,3,3,5,0,0,0,10,13,21,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,5,4,5,8,3,4,7,0,0,0,0,7,8,0,0,0,6,9,17,3,6,3,5,7,8,0,0,0,5,7,15,4,13,13,46,64,111
2126016,3,9,9,11,14,26,0,3,9,3,0,5,19,20,37,15,15,23,0,3,5,4,0,3,16,15,30,0,3,3,0,0,0,3,0,3,5,7,9,0,0,0,5,11,18,9,4,11,5,3,8,0,0,0,3,4,4,0,0,0,17,10,21,0,3,3,0,3,3,0,0,0,0,3,4,8,3,15,71,65,138
2126017,0,3,3,8,12,20,0,0,4,0,0,0,10,11,18,12,7,12,0,3,3,10,0,8,22,11,30,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,11,0,3,3,0,0,0,0,3,0,0,0,0,4,13,18,0,0,0,0,3,3,0,0,0,0,3,3,6,9,15,45,40,91
2126018,3,10,18,8,9,21,4,3,11,4,0,4,18,10,35,3,3,5,5,3,7,0,3,4,11,6,21,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,5,3,9,5,3,11,0,0,0,0,0,0,0,3,3,0,0,0,4,5,12,0,0,0,0,0,3,0,0,0,0,0,3,3,4,8,49,54,99
2126019,4,3,3,4,6,17,0,0,0,0,3,4,9,14,16,10,7,17,0,7,5,0,7,9,10,17,31,0,0,0,0,3,6,0,0,0,6,0,5,0,0,0,6,3,11,9,10,12,3,3,9,0,0,0,0,3,5,0,0,0,12,15,26,0,0,0,0,3,3,0,0,0,0,3,3,12,8,19,50,65,114
2126020,3,0,3,0,3,4,8,0,8,0,0,0,4,9,11,5,9,10,3,0,3,0,3,7,8,9,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,7,10,0,3,3,0,0,0,0,0,0,0,0,0,3,6,13,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,30,35,59
2126021,3,3,5,11,4,15,4,0,4,0,0,0,12,6,16,4,4,14,0,0,0,0,4,4,9,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,3,0,3,0,0,0,7,4,10,3,0,0,0,3,3,0,0,0,3,3,3,9,17,24,40,46,89
2126022,7,0,4,27,16,41,7,4,13,9,3,16,39,29,69,4,17,21,7,0,14,9,10,13,24,28,51,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,8,8,14,20,3,4,3,0,0,0,0,0,0,0,0,0,9,15,26,0,0,0,0,3,3,0,0,0,0,3,3,3,3,5,87,73,162
2126023,3,7,10,19,13,30,0,4,3,0,5,3,22,18,42,15,9,23,3,3,4,8,5,10,21,15,41,0,0,3,0,3,3,4,0,3,0,0,0,0,0,0,5,3,7,15,15,29,8,0,6,0,0,3,0,3,3,0,0,0,19,18,40,0,0,0,0,0,0,0,0,0,0,5,6,6,3,9,78,72,157
2126024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,19,10,14,19
2126025,3,0,3,10,8,18,0,0,0,4,3,3,15,10,24,11,11,17,4,3,7,3,3,5,17,15,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,9,4,11,0,0,3,0,0,0,0,0,0,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,50,35,86
2126026,0,0,4,8,10,15,3,3,8,3,0,7,16,13,32,5,3,6,3,4,7,0,0,0,6,9,20,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,8,6,11,11,29,0,3,3,0,3,3,0,3,3,0,0,0,11,21,36,0,0,5,0,0,0,0,0,0,0,0,5,5,6,19,53,62,113
2126027,0,0,3,9,4,19,0,0,3,0,0,0,17,6,21,10,9,13,3,0,3,3,6,5,12,10,26,3,0,3,3,0,3,3,0,4,0,3,3,0,0,0,6,4,10,3,8,17,3,0,3,0,0,3,0,0,3,0,0,0,13,10,24,0,0,0,0,3,4,0,0,0,0,3,4,6,6,11,51,43,98
2126028,3,7,7,14,4,16,7,0,4,0,3,3,18,15,33,11,9,18,0,0,0,6,4,10,14,16,30,0,0,0,0,3,3,0,0,0,0,5,8,0,0,0,0,4,7,7,4,14,7,4,8,0,3,3,3,4,5,0,0,0,11,14,26,0,0,0,0,0,0,0,0,0,0,0,0,15,6,18,59,62,126
2126029,3,4,3,10,6,16,3,0,3,7,4,13,17,10,30,16,13,22,5,3,7,6,3,10,25,15,38,3,0,3,3,0,3,0,0,0,0,0,4,0,0,0,9,4,13,7,9,19,4,0,7,0,0,0,3,0,3,0,0,0,10,15,21,0,0,3,0,0,0,0,0,0,4,3,3,6,5,10,66,52,122
2126030,5,0,3,8,10,16,0,3,3,3,0,4,9,10,18,8,8,12,0,0,0,0,8,8,10,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,4,18,0,0,0,0,0,0,0,0,0,0,0,0,16,5,17,0,0,0,0,3,3,0,0,0,0,3,3,7,4,16,41,45,90
2126031,0,3,8,4,7,14,7,3,12,3,4,3,15,15,31,7,11,23,0,6,9,0,4,5,10,24,34,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,4,7,6,5,16,0,3,3,0,3,3,0,0,0,0,0,0,11,9,18,0,0,0,0,3,3,0,0,0,0,3,3,7,0,7,50,60,110
2126032,0,0,0,6,6,15,0,5,7,3,4,4,11,15,22,0,7,7,3,4,3,7,8,11,9,18,24,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,4,21,0,0,0,0,0,3,0,0,4,0,0,0,19,6,25,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,47,45,94
2126033,4,3,6,10,9,10,4,0,3,6,5,8,12,12,25,8,0,11,7,8,9,5,4,12,21,14,31,4,0,7,0,0,0,0,0,5,0,4,4,0,0,0,3,7,14,10,13,18,5,4,8,3,0,4,0,3,7,0,0,0,13,19,37,3,3,3,0,0,0,0,0,0,6,3,4,10,33,43,71,80,152
2126034,0,4,6,8,9,12,0,3,6,3,0,8,15,8,23,5,6,16,6,0,5,6,12,15,18,17,34,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,9,12,8,22,0,0,0,0,0,0,0,0,0,0,0,0,16,13,31,0,4,4,0,0,3,0,0,0,0,3,3,6,11,15,60,61,123
2126035,3,5,10,8,8,15,4,6,11,0,3,4,16,14,32,8,7,17,4,7,10,3,0,3,14,15,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,7,7,15,0,0,0,0,3,5,3,3,9,0,0,0,13,13,27,0,3,3,0,0,0,0,0,0,0,3,3,3,10,15,58,64,120
2126036,0,3,3,9,5,10,6,8,14,3,0,5,19,11,27,9,5,13,9,5,9,3,3,6,13,12,32,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,11,17,26,4,0,8,3,0,3,0,0,0,0,0,0,17,20,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,52,46,105
2126037,0,3,3,3,4,10,0,0,0,0,0,6,4,11,18,0,0,6,6,3,6,6,0,6,13,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,16,0,0,0,0,0,0,5,0,5,0,0,0,7,12,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,31,32,60
2126038,3,4,6,7,5,13,0,3,7,3,3,4,11,17,29,7,5,12,3,3,7,4,6,10,14,21,29,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,5,9,16,22,0,0,0,0,0,3,0,6,3,0,0,0,11,16,30,0,0,0,0,4,4,0,0,0,0,3,5,3,0,3,44,57,108
2126039,0,0,0,4,0,11,0,0,3,0,0,0,7,3,15,6,4,13,0,0,0,3,3,3,10,7,17,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,8,0,6,11,0,0,0,0,0,0,3,3,7,0,0,0,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,9,15,29,35,37,75
2126040,0,0,3,5,0,11,0,0,3,3,0,3,7,3,11,9,9,23,6,0,3,5,3,12,23,12,39,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,3,7,10,7,11,14,5,3,5,0,0,0,3,0,3,0,0,0,14,15,23,0,0,0,3,0,3,0,0,0,3,0,4,6,5,14,58,44,106
2126041,7,4,6,14,13,23,0,0,4,0,0,0,10,13,23,3,0,7,3,3,5,0,7,8,12,11,23,0,0,0,0,3,3,0,0,0,0,7,5,0,0,0,0,6,9,13,7,16,0,3,6,0,0,0,0,0,0,0,0,0,19,11,24,3,0,3,3,0,3,0,0,0,3,0,5,29,29,56,78,72,153
2126042,4,0,4,6,8,15,0,0,0,3,6,11,9,13,27,10,0,7,0,3,3,7,9,16,18,16,33,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,3,8,12,13,23,0,0,0,0,0,5,0,0,0,0,0,0,15,16,30,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,55,58,111
2126043,0,3,3,7,3,5,4,5,11,0,0,0,11,7,16,6,8,8,3,0,3,3,0,6,11,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,9,12,0,0,3,0,0,0,3,0,3,0,0,0,10,6,22,0,0,0,3,0,7,0,0,0,3,3,5,9,0,8,45,33,82
2126044,0,0,5,9,9,15,0,0,0,9,3,11,12,15,28,7,0,9,4,3,5,11,13,24,19,19,37,0,0,3,0,0,0,3,0,5,0,4,3,0,0,0,4,6,10,8,10,16,0,0,0,3,4,3,3,0,3,0,0,0,15,12,31,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,59,54,115
2126045,0,5,5,4,3,4,0,3,4,4,9,17,9,13,22,6,3,9,0,7,8,6,9,14,16,15,36,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,14,13,29,3,0,5,0,0,0,4,0,3,0,0,0,23,16,42,0,0,0,3,0,3,0,0,0,3,0,3,6,6,13,62,56,116
2126046,7,0,9,5,9,17,0,0,0,4,4,5,10,10,24,14,4,22,3,4,6,0,3,7,19,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,9,17,0,0,0,0,0,0,0,0,4,0,0,0,11,7,16,0,4,3,0,0,4,0,0,0,0,0,5,6,4,16,55,48,104
2126047,7,8,15,13,19,29,0,0,0,4,0,3,12,16,33,4,7,16,0,3,3,0,0,0,6,13,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,13,13,0,3,3,0,0,3,0,3,3,0,0,0,9,15,26,0,0,0,0,3,4,0,0,0,0,3,3,9,6,13,40,67,107
2126101,3,5,3,15,11,31,4,0,3,0,0,0,25,16,40,17,4,18,8,4,10,0,0,0,24,7,31,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,8,4,3,10,0,0,0,0,3,4,0,0,0,13,9,22,0,0,0,4,0,4,0,0,0,4,0,4,3,3,5,70,43,117
2126102,9,7,14,12,24,34,8,3,11,3,3,3,24,29,54,10,11,21,5,3,10,0,3,3,16,20,31,0,3,3,0,0,0,0,0,3,0,3,3,0,0,0,0,8,9,8,5,12,0,3,3,0,0,3,0,0,4,0,3,3,17,16,28,0,4,3,0,3,3,0,0,0,3,4,8,6,10,15,69,82,146
2126103,7,9,18,34,21,47,3,6,7,3,5,5,38,29,65,15,16,33,0,3,3,3,3,4,18,21,40,0,0,0,0,0,0,0,4,4,5,0,3,0,0,0,5,5,8,3,7,13,3,3,5,0,0,0,4,4,3,0,0,0,12,16,30,0,0,0,0,0,0,0,0,0,0,3,3,23,17,40,101,103,201
2126104,10,8,16,19,17,28,0,3,3,6,7,6,20,19,44,4,7,15,4,3,11,4,5,9,19,18,37,0,0,0,0,0,0,4,0,5,3,0,3,0,0,0,5,3,12,10,7,19,0,0,7,3,4,3,0,0,3,0,0,0,18,14,32,0,0,0,0,0,0,0,0,0,0,0,0,13,13,29,80,79,158
2126105,0,4,7,6,8,19,4,3,5,5,6,14,12,18,38,3,5,7,12,0,11,6,15,25,22,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,3,10,0,3,3,0,0,0,0,5,4,0,0,0,15,13,25,0,0,0,3,0,4,0,0,0,3,3,7,13,5,15,65,64,129
2126106,3,3,4,7,9,10,8,3,10,0,0,0,14,9,24,12,8,14,3,0,3,3,4,10,12,17,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,8,8,15,0,3,4,0,0,3,0,0,0,0,0,0,6,15,18,0,0,3,3,3,3,0,0,0,3,3,10,7,9,14,48,56,107
2126107,0,3,3,7,8,15,4,0,7,0,0,0,9,11,18,3,3,7,0,3,3,0,0,3,9,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,3,4,0,0,0,0,0,0,0,0,0,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,25,38,62
2126108,7,4,8,25,24,49,0,7,8,0,0,3,26,27,51,14,10,27,3,5,6,3,0,3,22,17,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10,6,7,17,0,7,7,3,0,3,0,3,3,0,0,0,18,11,25,0,0,0,3,0,3,0,0,0,3,3,9,9,5,9,80,72,150
2126109,3,3,6,0,5,3,3,3,7,0,7,8,8,12,14,3,3,9,3,3,9,5,5,11,10,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,3,0,3,0,0,0,0,0,0,0,0,0,13,3,13,0,0,0,0,3,8,0,0,0,0,3,8,13,24,36,45,55,99
2126110,0,0,0,5,5,13,6,8,10,4,0,3,16,7,23,3,5,6,5,8,14,5,10,16,14,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,0,0,0,0,0,3,0,0,0,0,0,0,8,12,21,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,48,47,89
2126111,4,3,11,6,10,19,10,11,18,4,4,12,18,25,42,4,8,12,0,10,10,3,3,6,10,19,31,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,3,14,18,0,0,3,4,0,0,0,4,5,0,0,0,9,18,22,0,0,0,0,6,3,0,0,0,0,6,3,5,6,16,55,79,133
2126112,3,7,10,5,17,20,3,3,11,8,0,6,17,22,36,0,8,7,9,0,9,7,5,19,17,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,6,19,0,7,7,4,0,4,4,0,5,0,0,0,19,15,32,0,0,0,0,3,3,0,0,0,0,3,3,9,16,25,72,74,140
2126113,0,0,3,12,4,20,3,0,3,3,3,4,14,12,26,4,4,7,3,3,7,14,3,17,20,7,31,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,6,8,0,0,0,0,0,0,0,3,3,0,0,0,3,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,46,38,88
2126114,4,0,4,10,9,18,3,0,4,3,3,7,16,16,36,6,8,15,6,4,5,6,8,13,20,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,9,16,0,0,4,0,0,0,0,0,0,0,0,0,7,11,19,0,0,0,0,0,3,0,0,0,0,0,3,8,3,15,61,58,115
2126115,0,6,6,15,11,19,3,4,8,0,3,3,13,13,34,3,0,3,7,4,9,6,6,8,12,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,10,19,0,0,0,3,0,3,0,3,3,0,0,0,10,10,21,0,0,0,0,4,3,0,0,0,0,4,3,3,3,5,45,47,93
2126116,8,3,12,26,13,37,6,5,11,4,3,7,34,20,55,7,5,18,7,11,15,3,5,8,14,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,16,0,3,3,3,0,3,4,3,3,0,0,0,23,8,31,0,0,0,0,0,3,0,0,0,0,0,3,16,18,33,92,78,170
2126117,3,6,12,17,9,28,0,0,3,0,3,3,17,16,28,12,19,25,0,0,0,0,0,0,12,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,12,0,3,3,0,0,0,0,10,6,0,0,0,7,21,26,0,0,0,0,3,3,0,0,0,0,3,3,8,13,21,43,80,121
2126118,0,0,3,13,14,21,3,0,4,0,0,4,13,12,27,14,10,20,5,3,9,3,3,8,18,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,3,3,0,0,0,0,0,3,0,0,0,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,6,17,23,50,51,104
2126119,3,3,3,15,4,19,0,3,4,0,3,3,18,9,24,15,7,19,4,3,3,9,10,17,22,18,43,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,4,3,7,16,12,30,0,3,3,0,0,3,0,0,3,0,0,0,25,22,42,0,0,0,0,0,0,0,0,0,0,3,3,6,11,15,68,69,132
2126120,3,3,3,10,4,13,8,4,12,0,0,5,22,11,33,7,10,15,3,3,3,0,0,4,12,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,17,0,0,3,0,0,0,0,5,5,0,0,0,8,15,26,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,48,42,92
2126121,0,0,0,13,14,25,9,5,14,8,6,12,19,23,45,3,9,10,6,3,12,15,9,27,25,21,49,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,3,4,18,15,26,0,4,4,0,3,3,0,0,3,0,0,0,15,21,40,0,0,0,0,3,3,0,0,0,0,3,3,7,8,10,76,80,161
2126122,0,0,3,6,3,10,8,0,8,3,4,4,16,13,29,0,0,0,7,6,16,0,0,3,5,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,0,0,0,0,0,0,3,0,0,0,0,0,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,40,34,68
2126123,0,0,0,3,9,6,3,0,5,7,0,7,11,9,18,4,0,8,0,0,3,0,0,4,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,26,19,46
2126124,0,4,4,5,3,13,0,0,3,4,3,7,6,10,16,4,0,10,9,6,10,10,3,15,23,9,33,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,10,14,0,0,3,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,0,0,0,0,3,3,7,10,20,48,52,101
2126125,7,3,9,19,12,35,10,9,17,0,0,4,27,20,49,8,14,18,7,12,16,8,3,12,21,27,53,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,10,10,23,0,3,3,0,3,3,0,0,4,0,0,0,15,18,30,0,0,0,0,3,3,0,0,0,0,3,3,13,13,19,86,91,169
2126126,4,0,8,5,10,17,10,7,10,8,6,11,25,19,42,5,8,8,18,7,25,4,13,19,25,20,51,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,4,0,8,8,13,18,0,0,0,0,0,0,0,0,0,0,0,0,8,16,21,0,0,0,3,0,0,0,0,0,3,0,0,15,5,24,84,61,147
2126127,0,0,3,13,10,19,4,3,12,12,8,19,25,22,45,7,4,15,7,8,15,13,14,33,33,28,54,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,3,7,16,16,33,0,0,0,0,3,3,4,0,3,0,0,0,20,16,41,0,0,0,0,0,3,0,0,0,0,3,5,12,15,20,93,82,175
2126128,3,6,6,4,5,12,7,4,11,5,3,8,20,13,29,4,0,8,6,4,14,11,10,26,29,17,41,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,7,3,10,21,0,0,6,0,0,0,0,0,0,0,0,0,10,12,20,0,4,4,0,0,0,0,0,0,0,3,3,12,8,24,74,65,139
2126129,3,5,15,11,11,18,3,3,10,4,4,4,14,19,33,14,12,22,3,3,7,0,0,3,13,15,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,7,9,8,18,3,3,6,0,0,0,0,0,0,0,0,0,16,11,28,0,0,0,0,0,0,0,0,0,0,0,3,16,20,40,73,73,153
2126130,3,3,9,19,20,36,3,3,7,6,0,3,32,23,48,7,8,11,10,5,10,8,8,22,20,17,38,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,4,3,6,8,15,23,0,0,3,0,3,3,0,6,5,0,0,0,17,20,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,79,65,142
2126131,3,0,8,11,9,20,11,11,17,11,5,17,32,25,55,4,0,7,22,4,25,13,4,15,36,13,46,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,5,10,10,21,0,0,0,0,0,0,0,8,8,0,0,0,10,20,28,0,0,0,4,0,4,0,0,0,0,0,0,9,10,20,101,67,166
2126132,3,4,7,10,11,22,7,0,6,3,0,5,16,20,31,5,4,14,16,0,14,7,14,23,30,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,9,16,0,0,0,0,3,7,0,7,7,0,0,0,6,12,23,0,0,0,3,3,3,0,0,0,3,3,3,9,8,14,75,65,134
2126133,11,4,12,27,24,53,11,3,17,6,3,10,48,30,77,6,9,15,17,14,30,18,18,28,34,43,77,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,4,3,8,17,19,35,0,3,3,0,0,0,0,3,6,0,0,0,24,25,48,0,0,0,3,3,3,0,0,0,4,3,10,7,9,15,124,122,247
2126134,3,3,6,11,7,17,13,0,13,0,0,3,26,12,32,5,0,5,14,10,20,8,9,18,25,20,46,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,11,13,10,21,0,0,0,0,0,0,0,0,0,0,0,0,13,11,25,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,77,50,128
2126135,0,8,5,8,15,23,4,3,7,0,0,0,13,19,31,3,5,13,12,3,17,6,12,19,27,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,13,0,0,0,0,0,0,0,0,3,0,0,0,8,9,17,0,0,0,0,0,0,0,0,0,0,0,3,9,3,11,60,57,123
2126136,4,4,11,5,10,14,3,0,0,0,0,0,9,8,14,0,4,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,4,0,3,3,0,0,0,0,6,6,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,18,26,48
2126137,0,0,0,3,9,14,0,3,3,5,3,13,10,13,22,5,0,10,4,7,6,4,8,11,17,12,27,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,8,11,20,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,46,46,90
2126138,0,3,7,7,6,8,3,0,4,0,0,0,10,3,17,3,4,9,3,8,10,8,3,6,9,10,24,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,3,3,4,5,4,9,0,3,0,0,0,0,0,4,4,0,0,0,8,10,19,0,0,3,0,0,0,0,0,0,0,0,3,6,5,13,39,38,80
2126139,3,8,7,14,15,24,0,0,0,0,4,4,18,16,36,8,9,15,6,7,9,9,0,11,26,11,38,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,3,7,3,5,3,3,0,7,0,0,0,3,5,9,0,0,0,12,15,18,0,0,0,0,0,0,0,0,0,0,3,3,11,11,18,73,66,135
2126201,3,5,4,4,4,15,3,0,7,0,3,5,8,9,24,3,3,5,6,4,12,7,5,16,16,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,52,46,90
2126202,4,3,7,4,6,16,0,5,5,0,0,0,9,12,16,3,7,8,0,0,0,3,10,15,7,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,3,0,0,0,0,3,3,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,23,32,58
