SA1_7DIGITCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
2105713,0,0,0,0,0,0,0,0,0,5,11,0,19,0,0,0,19,5,0,24
2105714,0,0,0,0,0,0,0,0,0,3,12,3,15,0,0,0,15,7,0,23
2105715,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,3,0,11
2105716,0,0,0,0,0,0,0,0,0,4,8,0,13,0,0,0,12,4,0,16
2105717,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,8
2105718,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,7
2105719,0,0,0,0,0,0,0,0,3,9,14,0,28,0,0,0,29,11,0,39
2105720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2105721,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,8
2105722,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,0,7
2105801,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,10
2105802,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,5,5,0,12
2105803,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
2105804,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,8,5,0,14
2105805,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,0,0,8
2105806,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,4,0,12
2105807,0,0,0,0,0,0,0,0,0,8,5,0,7,3,0,5,14,9,0,17
2105808,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,7
2105809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12
2105810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105811,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,8
2105812,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,3,0,7
2105813,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,0,4
2105814,0,0,0,0,0,0,0,0,0,6,5,0,11,0,0,0,14,5,0,20
2105901,0,0,0,0,0,0,0,0,0,7,3,0,13,0,0,0,13,7,0,21
2105902,0,0,0,0,0,0,0,0,0,6,6,0,11,0,0,0,13,3,0,22
2105903,0,0,0,0,0,0,0,0,0,3,12,0,16,0,0,0,16,0,0,18
2105904,0,0,0,0,0,0,0,0,5,4,6,0,6,0,0,0,8,5,0,15
2105905,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,7,3,0,9
2105906,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,8,6,0,17
2105907,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0
2105908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105909,0,0,0,0,0,0,0,0,0,9,16,0,18,3,0,3,25,34,3,57
2105910,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,7,6,0,17
2105911,0,0,0,0,0,0,0,0,0,9,3,0,13,0,0,0,13,5,0,24
2105912,0,0,0,0,0,0,0,0,0,5,10,3,18,0,0,0,17,16,0,33
2105913,0,0,0,0,0,0,0,0,0,5,5,0,14,0,0,0,14,8,0,21
2105914,0,0,0,0,0,0,0,0,0,11,7,0,14,5,0,6,20,16,0,32
2105915,0,0,0,0,0,0,0,0,0,8,3,0,16,3,0,0,16,10,0,29
2105916,0,0,0,0,0,0,3,0,4,4,3,0,4,0,3,0,6,11,3,26
2105917,0,0,0,0,0,0,0,0,0,3,11,0,15,3,3,3,19,22,0,44
2106001,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,4
2106002,0,0,0,0,0,0,0,0,0,6,3,0,10,3,0,4,12,14,0,22
2106003,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,7,0,13
2106004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106005,0,0,0,0,0,0,0,0,0,5,5,0,9,0,0,0,9,6,0,16
2106006,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,11,5,0,17
2106007,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,3,0,11
2106008,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,7,7,0,11
2106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2106010,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,8,0,12
2106011,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,0,0,8
2106101,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,8
2106201,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,0,6
2106202,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,8
2106203,0,0,0,0,0,0,0,0,0,3,5,0,14,4,0,3,17,10,0,21
2106204,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,9,4,0,14
2106205,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,6,4,0,10
2106206,0,0,0,0,0,0,0,0,0,3,13,0,10,0,0,4,13,10,0,22
2106207,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,10,0,19
2106208,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
2106209,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4
2106210,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,5,9,0,18
2106301,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0,0,17,7,0,17
2106302,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,3,10,14,0,26
2106303,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,8,0,15
2106304,0,0,0,0,0,0,3,0,3,0,4,0,4,4,3,4,9,48,0,61
2106305,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,8,3,0,9
2106306,0,0,0,0,0,0,0,0,0,7,13,0,17,0,0,0,19,12,0,27
2106307,0,0,0,0,0,0,0,0,0,5,3,3,11,0,0,0,16,15,0,32
2106308,0,0,0,0,0,0,0,0,0,6,6,0,13,0,0,0,16,14,0,28
2106309,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,0,0,3
2106310,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,10,9,0,15
2106311,0,0,0,0,0,0,0,0,0,4,10,0,13,0,0,0,13,4,0,22
2106312,0,0,0,0,0,0,4,0,4,10,3,0,10,0,0,0,10,9,0,16
2106313,0,0,0,0,0,0,0,0,0,5,7,0,8,0,0,0,8,4,0,14
2106314,0,0,0,0,0,0,0,0,0,6,7,0,8,0,0,4,13,4,0,21
2106315,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,0,0,13
2106316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106317,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,7,0,11
2106318,0,0,0,0,0,0,0,0,0,5,6,0,12,0,0,0,14,7,0,18
2106319,0,0,0,0,0,0,0,0,0,4,10,0,14,0,0,0,17,10,0,31
2106320,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,3,6,15,0,20
2106321,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,12,4,0,10
2106322,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,5,0,0,8
2106323,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,6
2106324,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,11,7,0,14
2106325,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,17,13,0,24
2106326,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,3,6,0,8
2106327,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,4,0,10
2106328,0,0,0,0,0,0,0,0,0,6,4,0,8,0,0,0,8,3,0,11
2106329,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,7,0,0,7
2106401,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6
2106402,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,8,0,0,9
2106403,0,0,0,0,0,0,3,0,3,7,0,0,6,0,0,0,6,11,0,11
2106404,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,8,11,0,16
2106405,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5
2106406,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,11
2106407,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
2106408,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,7,10,0,14
2106409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10
2106501,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,4,0,15
2106502,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,8
2106503,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,12,14,0,27
2106504,0,0,0,0,0,0,0,0,0,6,7,0,14,0,0,0,15,6,0,21
2106505,0,0,0,0,0,0,0,0,0,5,3,0,12,3,0,3,13,7,0,14
2106506,0,0,0,0,0,0,0,0,0,8,10,0,18,0,0,0,25,7,0,31
2106507,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,7,0,13
2106508,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,3,0,9
2106509,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,10,0,0,14
2106510,0,0,0,0,0,0,0,0,0,8,4,0,13,0,0,0,13,0,0,13
2106511,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,5,3,0,13
2106601,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,0,10,4,0,13
2106602,0,0,0,0,0,0,0,0,0,6,4,0,17,0,0,0,15,8,0,27
2106603,0,0,0,0,0,0,0,0,0,9,10,0,13,0,0,0,13,14,0,24
2106604,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,6,5,0,14
2106605,0,0,0,0,0,0,3,3,9,6,6,0,9,0,0,3,13,21,3,37
2106607,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,9,5,0,9
2106608,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,11,0,0,11
2106609,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,7,3,0,9
2106610,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,10,0,15
2106611,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,11,8,0,17
2106612,0,0,0,0,0,0,4,0,4,3,4,0,12,3,4,10,15,24,0,42
2106613,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,10,7,0,17
2106614,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,9,0,12
2106615,0,0,0,0,0,0,0,0,0,8,7,0,14,0,0,0,18,12,0,25
2106616,0,0,0,0,0,0,0,0,0,3,15,0,14,0,0,0,14,3,0,21
2106617,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,10,3,0,14
2106618,0,0,0,0,0,0,0,0,0,5,5,0,13,0,0,0,10,8,0,18
2106619,0,0,0,0,0,0,0,0,3,4,6,0,15,3,0,4,17,12,0,32
2106620,0,0,0,0,0,0,0,0,0,0,10,3,11,0,0,3,19,12,0,25
2106621,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8
2106622,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,8,0,16
2106623,0,0,0,0,0,0,0,0,0,6,4,0,17,0,0,0,17,3,0,15
2106624,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,3,13,3,0,12
2106625,0,0,0,0,0,0,0,0,0,8,5,0,12,3,0,0,18,3,0,18
2106626,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,3,10,22,0,36
2106627,0,0,0,0,0,0,0,0,0,9,3,0,10,0,0,0,16,14,0,27
2106628,0,0,0,0,0,0,0,3,3,0,4,0,3,0,0,0,3,4,3,12
2106629,0,0,0,0,0,0,0,0,0,9,8,0,17,0,0,0,16,16,0,31
2106630,0,0,0,0,0,0,0,0,0,7,12,0,13,0,0,0,15,14,0,34
2106631,0,0,0,0,0,0,0,0,0,3,7,5,12,0,0,0,10,9,0,26
2106632,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,0,12,5,0,17
2106633,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7
2106634,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,9,5,0,15
2106635,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,9,11,0,23
2106636,0,0,0,0,0,0,0,0,0,5,10,0,10,0,0,0,11,17,0,32
2106637,0,0,0,0,0,0,0,0,0,3,11,0,9,0,0,0,12,11,0,24
2106638,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,3,0,13
2106639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
2106642,0,0,0,0,0,0,0,0,0,9,5,0,11,0,0,0,11,3,0,14
2106643,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,3
2106644,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,9,0,0,11
2106645,0,0,0,0,0,0,0,0,0,3,9,0,9,5,0,5,17,7,0,20
2106646,0,0,0,0,0,0,0,0,0,7,9,0,19,0,0,0,19,7,0,27
2106647,0,0,0,0,0,0,0,0,3,3,4,0,9,0,0,3,13,16,0,22
2106648,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
2106649,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,3,0,10
2106650,0,0,0,0,0,0,0,0,0,6,9,3,15,0,3,3,18,12,0,31
2106651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106701,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,13
2106702,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,3
2106703,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,10
2106704,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
2106705,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,0,10
2106706,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8
2106707,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
2106708,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,6,0,9
2106709,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4
2106710,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,4,0,11
2106711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,8
2106712,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,8,4,0,8
2106713,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,6,0,10
2106714,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,0,7
2106715,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,6,0,12
2106716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
2106717,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,8,3,0,7
2106718,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,5
2106719,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,0,0,10
2106720,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,3,0,12
2106721,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,3,0,12
2106722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4
2106723,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3
2106724,0,0,0,0,0,0,0,0,0,6,5,0,9,0,0,0,9,3,0,11
2106725,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
2106726,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,7
2106727,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,4,3,0,9
2106728,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,0,5
2106729,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,4
2106730,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,4,3,0,11
2106731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
2106801,0,0,0,0,0,0,0,0,0,10,7,0,12,0,0,0,12,3,0,19
2106802,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,7,5,0,11
2106803,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,4
2106804,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
2106805,0,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,11,5,0,18
2106806,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5
2106807,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,13,8,0,19
2106808,0,0,0,0,0,0,0,0,0,6,9,0,14,0,0,0,16,7,0,26
2106809,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,11,3,0,15
2106810,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,10,9,0,18
2106811,0,0,0,0,0,0,0,0,0,8,16,0,18,0,0,3,24,13,0,33
2106812,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,5,0,0,8
2106901,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,9
2106902,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4
2106903,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,6,0,0,8
2106904,0,0,0,0,0,0,0,0,0,5,7,3,15,0,0,0,15,4,0,16
2106905,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,5,0,8
2106906,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,9
2106907,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,7
2106908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2106909,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,11,5,0,15
2106910,0,0,0,0,0,0,0,0,0,4,6,4,10,0,0,0,14,0,0,15
2106911,0,0,0,0,0,0,0,0,0,7,4,0,17,0,0,0,17,3,0,17
2106912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2106914,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3
2106915,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,3,0,12
2106916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
2106917,0,0,0,0,0,0,0,0,0,3,7,0,11,0,0,0,11,7,0,16
2106918,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,6,0,0,6
2106919,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,6,0,10
2106920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106921,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,6
2106922,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,3,9,7,0,12
2106923,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,5,8,0,16
2106924,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4
2106925,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,7
2106926,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,8
2106927,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,0,8
2106928,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,3,10,6,0,16
2106929,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6
2106930,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,6
2106931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2107001,0,0,0,0,0,0,0,0,0,6,6,3,18,0,0,0,21,3,0,22
2107002,0,0,0,0,0,0,3,0,3,3,3,0,7,0,0,0,8,6,0,13
2107003,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,10,0,0,7
2107004,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,6,3,0,8
2107005,0,0,0,0,0,0,0,0,0,5,4,3,13,0,0,0,10,6,0,16
2107006,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,3,0,6
2107007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2107009,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,13,7,0,21
2107101,0,0,0,0,0,0,0,0,0,9,3,0,16,0,0,0,16,9,0,27
2107102,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,6
2107103,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,6,12,0,19
2107104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107105,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
2107106,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
2107107,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,3,0,11
2107108,0,0,0,0,0,0,0,0,0,6,3,0,11,0,0,0,11,3,0,16
2107109,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,11,5,0,20
2107110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2107111,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,7,3,0,14
2107112,0,0,0,0,0,0,0,0,0,6,7,0,10,0,0,0,10,13,0,22
2107113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107114,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,8,0,12
2107115,0,0,0,0,0,0,0,0,0,3,8,5,14,0,0,0,14,14,0,23
2107201,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,0,0,7
2107202,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,7,5,0,9
2107203,0,0,0,0,0,0,0,0,0,5,6,0,5,0,0,0,5,0,0,12
2107204,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,4,0,11
2107205,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,4,0,6
2107206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,16
2107207,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,3
2107208,0,0,0,0,0,0,0,0,0,6,4,0,14,0,0,0,14,0,0,14
2107209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2107210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
2107211,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,0,6
2107212,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
2107213,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,10,8,0,16
2107214,0,0,0,0,0,0,0,0,0,8,6,0,10,0,0,0,12,4,0,24
2107215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107216,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,9
2107217,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,6
2107218,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,9,0,0,9
2107219,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,3,0,9
2107220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107301,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,12,24,0,28
2107302,0,0,0,0,0,0,0,0,0,13,4,0,20,0,0,0,21,5,0,25
2107303,0,0,0,0,0,0,0,0,0,5,9,0,11,0,0,0,11,3,0,19
2107304,0,0,0,0,0,0,0,0,0,14,5,3,21,0,0,0,21,9,0,28
2107305,0,0,0,0,0,0,0,0,3,4,10,0,15,0,0,0,15,5,0,24
2107306,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,10,3,0,15
2107307,0,0,0,0,0,0,0,0,0,7,4,0,16,0,0,0,16,12,0,26
2107308,0,0,0,0,0,0,0,0,3,3,0,0,8,3,3,5,14,11,0,29
2107309,0,0,0,0,0,0,0,0,0,9,5,0,14,0,0,0,14,10,0,26
2107310,0,0,0,0,0,0,0,0,0,4,9,0,16,0,4,4,19,7,0,22
2107311,0,0,0,0,0,0,0,0,0,10,3,0,10,0,0,5,13,9,0,22
2107312,0,0,0,0,0,0,0,0,0,3,4,3,9,0,0,3,14,31,0,40
2107313,0,0,0,0,0,0,0,0,0,8,5,0,9,0,0,0,9,3,0,15
2107314,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,6,3,0,11
2107315,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,13,3,0,16
2107316,0,0,0,0,0,0,0,0,0,7,5,0,11,0,0,0,11,9,0,22
2107317,0,0,0,0,0,0,0,0,0,7,8,0,15,0,0,0,15,10,0,21
2107318,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
2107321,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,7
2107322,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,8,6,0,13
2107323,0,0,0,0,0,0,0,0,0,7,3,0,13,0,0,0,18,6,0,28
2107324,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,8,3,0,13
2107325,0,0,0,0,0,0,0,0,0,11,6,0,14,0,0,0,14,6,0,23
2107326,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,7,0,0,7
2107327,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,8,6,0,15
2107328,0,0,0,0,0,0,0,0,0,10,9,3,17,0,0,3,25,20,0,40
2107329,0,0,0,0,0,0,0,0,0,3,9,0,11,0,0,4,11,0,0,16
2107330,0,0,0,0,0,0,0,0,0,9,6,0,13,4,0,3,20,14,0,33
2107331,0,0,0,0,0,0,0,0,0,8,11,0,19,0,0,3,17,3,0,26
2107332,0,0,0,0,0,0,0,0,0,11,8,0,18,0,0,3,18,7,0,26
2107333,0,0,0,0,0,0,0,0,0,14,11,0,22,0,0,0,27,12,0,35
2107334,0,0,0,0,0,0,0,0,0,3,12,0,17,0,0,0,12,3,0,19
