SA1_7DIGITCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
2130001,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,16
2130002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,11,4,7,0,0,4,0,0,15,0,0,0,0,0,0,0,0,5,5,3,3,4,0,0,20
2130003,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,7,7,3,4,0,0,31,0,0,0,0,0,0,0,0,14,8,5,3,4,0,0,38
2130004,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,4,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,7,6,0,3,8,0,5,28,4,3,6,3,3,0,0,16,0,0,0,0,0,0,0,0,11,11,8,6,11,3,5,42
2130005,3,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,19,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,10,3,4,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,10,3,4,0,3,0,26
2130006,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,7,3,0,0,3,0,15
2130007,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,14,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,3,0,8,3,0,20
2130008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,6,3,0,0,20,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,4,0,6,3,3,0,25
2130009,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10
2130010,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,13,5,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,5,4,3,3,3,0,31
2130013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,12
2130016,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,4,8,5,3,0,0,20
2130017,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,12,3,7,3,0,0,3,0,14,0,0,0,0,0,0,0,0,3,6,8,5,0,0,0,25
2130018,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,16,3,12,3,0,4,0,0,28,0,0,0,0,0,0,0,3,8,15,5,9,4,0,0,43
2130019,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,15,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,19
2130021,0,4,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,21,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,10,3,3,4,0,0,23,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,7,3,3,5,3,0,34
2130022,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,7,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,7,3,0,3,0,3,0,9,3,10,3,0,0,0,0,20,0,0,0,0,3,0,0,3,11,10,4,4,3,3,0,34
2130023,0,0,0,0,0,0,0,7,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,16,4,7,3,3,3,0,0,18,0,0,0,0,0,0,0,0,4,13,10,9,6,0,0,33
2130024,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,12,6,10,3,5,0,0,0,19,0,0,0,0,0,0,0,0,5,13,5,5,3,0,0,28
2130025,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,3,0,0,12,0,4,0,0,0,0,0,3,3,3,0,0,0,0,0,10,3,6,0,0,0,0,0,14,6,9,4,3,3,3,0,29,10,11,0,7,3,0,0,30,0,0,0,0,0,0,0,0,19,22,3,6,8,3,0,57
2130026,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,3,0,4,0,20
2130027,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,14
2130028,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,8,9,8,3,4,0,0,0,27,0,0,0,0,0,0,0,0,6,11,3,4,3,0,0,35
2130029,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,14,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,9,3,0,4,0,3,19
2130030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,3,0,0,0,6,0,0,8,3,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,7,6,0,3,6,0,0,20
2130031,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,3,4,0,0,0,0,0,3,4,7,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,16
2130032,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,3,3,0,0,19
2130033,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,14,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,8,6,0,4,0,0,20,11,10,3,3,0,0,0,27,0,0,0,0,0,0,0,0,11,19,10,5,8,0,0,44
2130034,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,13,4,4,3,3,0,0,0,18,0,0,0,0,0,0,0,4,6,7,3,8,4,3,0,32
2130035,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,13,3,7,5,0,0,0,0,19,0,0,0,0,0,0,0,0,7,13,6,4,3,0,0,25
2130036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130038,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,18,5,0,4,0,0,3,0,15,0,0,0,0,0,0,0,0,12,6,5,3,4,3,0,35
2130039,4,4,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,5,3,6,4,0,0,22,3,4,3,0,0,3,0,20,0,0,0,0,0,0,0,0,11,7,8,8,3,4,0,40
2130040,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,14,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,3,0,0,4,0,17
2130041,0,4,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,4,0,0,21,9,3,6,0,4,0,0,22,0,0,0,0,0,0,0,0,16,12,5,3,7,0,0,43
2130042,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,12,3,5,0,0,3,0,0,14,0,0,0,0,0,0,0,0,7,5,3,0,3,3,0,24
2130043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,3,4,4,3,0,0,15
2130044,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,4,0,0,0,0,12,5,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,21
2130045,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,9,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,8,3,0,0,0,0,18
2130046,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,12,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,25
2130047,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,17
2130048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8
2130049,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,4,0,0,23,5,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,4,10,3,3,8,0,0,35
2130050,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,3,0,0,18,0,0,0,0,0,0,0,0,5,5,4,0,3,0,0,23
2130051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130052,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,13,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,6,4,5,5,3,0,0,24
2130053,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,10,3,0,3,0,0,20,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,3,3,3,0,0,22
2130054,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,4,0,0,16
2130055,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,21
2130056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,3,10,3,0,0,0,0,15,0,0,0,0,0,0,0,0,5,13,4,0,0,0,0,24
2130101,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,22
2130102,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,10,0,0,0,0,0,13,3,3,3,0,6,0,0,17,0,0,0,0,0,0,0,0,5,13,6,0,3,3,0,30
2130103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,19
2130104,0,3,4,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,3,4,0,22,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,9,4,4,3,4,0,27
2130105,3,0,3,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,5,0,0,18,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,8,3,10,3,9,0,0,26
2130108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,8,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,7,0,3,4,0,3,0,0,9,0,3,6,3,7,0,0,20,0,3,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,8,4,3,9,0,0,29
2130109,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,7,3,7,5,0,0,0,17,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,9,3,4,0,0,0,29
2130110,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,11
2130111,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,3,3,0,3,0,0,15,3,7,0,3,3,0,0,14,0,0,0,0,0,0,0,0,10,6,0,6,5,0,0,30
2130113,4,3,3,0,0,0,0,10,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,4,3,5,3,3,0,26,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,5,6,9,3,4,0,37,0,0,3,0,3,3,3,9,0,0,0,0,0,0,0,0,11,5,8,9,10,3,3,49
2130114,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,19,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,5,3,5,0,3,0,0,30,7,0,0,3,0,0,0,7,0,0,0,0,3,0,0,3,9,9,10,3,6,0,0,37
2130115,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,7,3,9,4,0,27,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,3,0,0,0,0,0,8,5,7,7,3,10,4,0,32,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,12,7,3,10,6,3,44
2130116,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,3,6,0,3,34,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,8,5,3,0,0,0,0,0,14,11,8,6,3,6,0,3,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,9,6,3,6,0,3,46
2130117,5,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,0,0,3,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,4,0,3,7,0,28,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,8,5,0,3,7,0,37
2130118,0,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,14,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,14,3,3,0,30,9,9,6,0,0,0,0,20,0,0,0,0,0,0,0,0,13,20,6,13,3,3,0,58
2130119,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,0,11,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,6,4,0,0,3,0,25
2130120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
