SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
214011371,56,111,51,45,62,33,12,370,9,7,3,0,8,0,0,25,8,6,3,0,0,0,0,12,87,174,105,87,149,61,32,704,9,4,10,3,4,5,0,40,9,18,14,10,4,0,0,65,20,23,30,11,14,9,3,103,112,199,137,98,165,73,36,809,137,109,57,46,60,17,3,429,3,12,0,0,0,0,0,16,252,317,195,144,220,91,36,1257
214011372,45,84,62,47,58,17,5,326,5,3,3,4,0,0,0,18,7,5,3,0,0,0,0,19,83,140,111,97,121,41,11,607,10,16,9,3,13,3,0,57,10,36,16,5,4,3,0,76,23,48,22,9,17,5,0,127,107,188,135,108,135,47,18,736,218,206,105,57,77,25,10,704,6,8,3,0,3,0,0,23,326,403,253,169,211,74,24,1464
214011373,14,42,56,25,44,18,7,205,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,10,40,82,94,55,113,60,25,471,0,7,9,3,7,0,0,22,7,6,0,0,3,3,0,19,10,10,10,4,9,4,0,35,46,89,104,61,119,68,27,510,33,28,19,10,20,8,4,130,0,0,0,0,0,0,0,4,80,124,127,70,141,71,33,643
214011374,55,97,51,50,69,21,10,343,0,0,3,6,3,0,0,10,0,0,0,4,4,0,0,7,89,144,108,96,154,68,28,686,4,5,3,0,0,3,0,14,11,14,12,5,3,0,0,53,17,21,14,8,6,3,0,64,103,159,118,109,158,76,34,750,84,87,58,24,40,10,3,302,0,3,0,0,0,0,0,7,187,247,175,131,198,79,34,1063
214011375,22,57,38,25,40,17,9,208,10,6,0,3,3,0,0,24,3,3,3,0,0,0,0,7,56,101,73,52,99,46,21,440,3,5,5,3,4,0,0,22,3,12,9,4,6,0,0,39,8,20,20,7,10,0,0,65,60,123,92,62,108,44,20,503,74,63,42,19,31,16,14,257,0,0,0,0,0,0,0,0,130,188,138,83,141,59,32,764
214011376,14,40,23,22,35,15,5,157,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,31,77,61,44,92,27,18,349,0,0,0,0,4,0,0,8,3,4,0,5,5,0,0,19,3,4,3,6,10,0,0,23,38,78,60,46,98,30,18,376,57,26,18,10,12,3,5,137,0,0,0,0,0,0,0,3,91,103,78,60,116,36,19,514
214021377,16,38,35,30,29,5,0,162,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,29,66,56,45,70,17,4,295,0,9,5,0,3,0,0,14,0,3,4,0,0,0,0,8,0,7,7,0,3,0,0,24,28,75,65,51,75,17,10,320,40,43,13,12,15,4,0,129,0,5,0,3,3,0,0,6,68,122,78,64,91,22,10,451
214021378,7,16,5,5,9,3,4,47,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,8,7,21,10,8,27,6,6,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,6,7,21,11,9,28,6,6,82,4,9,3,4,3,0,0,27,0,0,0,0,0,0,0,0,10,31,16,16,27,6,6,115
214021379,45,103,67,57,57,11,6,350,0,12,0,0,3,0,0,17,0,0,6,3,0,0,0,9,67,156,117,96,120,40,15,600,4,8,8,6,4,0,0,26,12,22,13,8,4,0,0,66,17,31,19,15,7,0,0,96,77,182,132,112,127,40,15,691,131,144,79,37,39,9,4,440,3,3,3,4,0,0,0,8,211,333,215,151,170,48,12,1142
214021380,46,109,74,36,81,23,4,379,7,5,6,3,3,4,0,22,3,0,4,0,0,0,3,10,75,171,132,88,159,53,23,690,3,3,0,3,0,0,0,18,10,8,4,7,3,3,0,32,12,11,5,11,8,7,0,48,84,185,133,96,162,54,23,741,83,74,50,25,31,5,3,273,0,0,3,0,3,0,0,3,164,263,184,117,197,61,25,1011
214021381,12,40,30,18,24,4,3,139,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,3,21,73,56,45,68,29,18,300,0,0,6,0,3,0,0,10,4,6,4,0,3,0,0,15,4,6,9,0,7,0,0,19,22,76,66,41,71,29,18,323,18,20,28,16,15,12,0,103,0,0,0,0,0,0,0,0,39,98,91,63,85,34,20,424
214021382,14,60,52,40,46,22,8,235,3,0,0,0,0,0,0,3,8,7,3,0,5,0,0,13,35,110,94,74,93,46,14,458,0,5,0,0,3,0,0,11,0,5,0,0,0,0,0,15,0,10,3,0,4,0,0,26,36,118,102,77,98,46,11,486,16,30,13,7,13,8,0,85,0,0,0,0,0,0,0,5,52,144,113,87,112,48,16,579
214021383,23,82,60,40,54,13,4,288,4,3,0,0,0,0,0,9,3,3,3,0,4,0,0,6,38,113,82,61,86,25,15,418,0,0,3,3,5,0,0,11,0,5,7,0,3,0,0,21,0,9,12,3,5,0,0,38,41,123,93,68,86,26,12,449,68,58,27,19,18,3,0,198,3,4,0,0,0,0,0,6,116,186,125,86,114,26,11,659
214021384,51,89,71,46,53,7,8,327,4,8,3,3,0,0,0,20,0,0,0,0,4,0,0,3,67,121,109,76,96,30,9,512,3,5,4,3,5,0,0,22,10,19,11,4,0,0,0,42,15,26,13,5,5,3,0,69,79,149,123,83,104,31,11,578,97,86,51,40,34,15,5,328,3,8,3,0,0,0,0,17,176,247,170,126,144,45,16,919
214021385,40,87,60,29,51,14,12,302,3,0,3,3,8,3,0,21,0,4,3,0,0,0,0,10,61,130,91,69,116,32,23,527,0,4,3,9,13,0,0,24,5,11,4,7,5,0,0,30,5,12,12,9,18,0,0,58,68,146,103,81,137,36,24,580,71,55,29,17,35,5,0,221,0,0,0,0,0,0,0,0,141,200,128,102,172,41,25,799
215011386,15,31,25,15,20,3,0,107,7,0,0,0,3,0,0,7,0,0,0,0,0,0,0,7,21,63,42,32,46,8,0,211,3,0,7,0,0,0,0,12,0,9,0,0,0,0,0,17,4,9,5,3,3,0,0,23,23,71,41,36,48,8,0,237,47,45,12,19,9,5,0,134,0,0,0,0,0,0,0,3,77,115,57,51,62,11,0,376
215011387,3,9,3,0,3,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,9,3,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,5,0,0,0,0,0,6,7,18,9,9,3,0,0,43,9,9,6,4,4,0,0,35,0,0,0,0,0,0,0,0,11,28,16,11,11,0,0,84
215011388,23,89,50,36,39,16,0,253,0,3,0,0,0,3,0,5,0,0,4,0,0,0,0,8,42,116,72,61,81,29,3,403,3,7,3,0,5,3,0,16,8,19,5,9,3,0,0,44,6,19,11,11,12,3,0,63,51,137,83,70,89,29,3,465,134,113,51,31,28,4,0,358,3,0,0,0,0,0,0,6,187,257,129,97,118,35,3,832
215011389,4,6,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,9,8,0,0,41,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,10,4,16,5,5,9,0,0,46,9,6,6,5,3,0,0,40,0,0,0,0,0,0,0,0,13,27,17,13,13,0,0,82
215011390,0,14,11,8,16,3,3,50,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,8,18,22,25,25,4,3,105,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,11,0,8,0,3,0,3,0,11,6,24,25,24,26,6,3,111,25,21,15,13,19,4,0,97,0,0,0,0,0,0,0,0,32,43,41,41,48,8,3,214
215011391,4,12,9,6,12,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,15,22,20,3,0,80,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,18,18,25,3,0,86,8,10,10,5,0,4,0,43,0,0,0,0,0,0,0,0,20,27,28,28,26,8,0,126
215011392,7,25,21,17,22,3,0,87,3,4,3,0,6,0,0,18,0,0,0,0,0,0,0,0,16,49,34,29,43,9,0,168,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,16,52,36,29,39,9,0,176,44,37,13,12,16,3,0,124,0,0,0,0,0,0,0,0,53,84,53,41,58,9,0,299
215011393,3,9,12,7,13,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,9,12,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,15,12,9,12,0,0,55,12,5,7,4,4,0,0,31,0,0,0,0,0,0,0,0,13,21,20,15,17,0,0,88
215011394,15,20,22,13,12,3,0,75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,18,28,27,20,20,3,0,112,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,15,36,27,17,19,3,0,130,33,39,28,10,21,4,0,136,0,3,0,0,0,0,0,8,47,76,58,31,45,12,0,269
215021395,12,11,9,9,16,5,0,58,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,21,23,28,28,11,0,133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,6,22,27,26,28,27,11,0,136,26,16,11,3,7,0,0,61,3,3,0,0,0,0,0,4,52,43,33,34,35,16,3,203
215021396,9,10,8,3,7,0,0,47,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,20,23,22,8,26,4,0,104,0,3,3,0,3,0,0,12,0,3,3,0,0,0,0,4,0,4,4,0,3,0,0,15,19,25,24,11,23,4,0,119,28,19,10,7,20,0,0,90,0,0,0,0,0,0,0,0,53,47,35,17,45,4,0,203
215021398,3,4,0,3,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,8,16,15,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,4,0,0,0,0,0,11,11,11,8,15,15,0,0,60,16,9,10,3,3,0,0,47,0,0,0,0,0,0,0,0,24,25,22,17,22,0,0,108
215021399,11,24,3,7,7,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,42,16,23,21,8,0,125,0,3,0,0,0,0,0,9,0,4,0,0,0,0,0,12,0,6,6,3,0,0,0,18,19,48,20,23,24,4,0,144,54,57,27,20,20,0,0,191,0,0,0,0,0,0,0,3,79,104,54,42,46,9,0,336
215021469,46,78,53,38,54,7,3,290,4,5,3,0,3,0,0,14,0,3,0,0,3,0,0,6,75,137,98,77,113,37,8,547,9,20,10,4,7,0,0,45,10,15,9,9,4,0,0,55,14,39,15,17,16,0,0,100,97,178,117,93,121,37,12,643,199,196,69,40,41,12,3,563,5,0,3,0,0,0,0,12,303,378,185,134,170,46,15,1226
215021470,25,61,48,27,34,12,0,207,0,0,0,0,0,0,0,3,0,6,3,0,3,0,0,7,43,89,87,56,95,19,3,399,3,9,3,5,3,3,0,27,8,13,8,3,4,0,0,39,12,22,10,5,5,4,0,61,62,110,93,63,103,24,3,463,90,99,39,35,31,8,0,304,0,3,4,3,3,0,0,14,149,217,136,99,139,34,3,782
215031400,10,19,18,6,18,4,0,79,3,3,0,3,4,0,0,10,0,0,0,0,0,0,0,0,11,27,20,14,27,4,0,104,0,3,0,0,3,0,0,3,0,4,3,0,0,0,0,7,0,6,3,0,3,0,0,13,11,31,26,14,29,4,0,116,20,15,12,5,10,3,0,68,0,0,0,0,0,0,0,0,31,51,38,17,39,7,0,182
215031401,9,21,8,6,12,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,12,7,26,0,0,84,0,0,0,0,0,0,0,7,0,6,3,0,0,0,0,9,0,6,5,0,0,0,0,19,13,35,14,10,24,0,0,99,26,25,14,7,17,3,0,94,0,0,0,0,0,0,0,0,42,58,32,20,42,4,0,190
215031402,3,13,7,8,10,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,8,20,0,0,72,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,8,6,26,14,8,20,0,0,82,24,18,3,10,8,0,0,64,0,0,0,0,0,0,0,0,27,45,23,19,24,3,0,143
215031403,3,8,0,3,4,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,23,5,11,15,3,0,63,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,11,23,11,13,13,3,0,74,24,35,15,5,9,0,0,90,0,0,3,0,0,0,0,4,35,57,31,18,22,3,3,171
215031404,36,60,25,21,23,4,0,166,3,0,0,3,0,0,0,9,3,3,0,0,0,0,0,10,49,78,55,44,61,21,4,308,3,3,3,3,4,0,0,17,6,9,0,0,3,0,0,21,5,10,7,5,7,0,0,31,61,90,58,44,68,21,4,345,68,57,33,29,20,3,0,206,3,0,0,0,0,0,0,6,131,148,87,77,90,21,4,562
215031405,0,12,6,7,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,19,9,17,4,0,74,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,9,3,6,0,3,0,0,0,15,9,26,21,11,18,4,0,90,23,34,13,10,5,3,0,87,0,3,0,0,0,0,0,3,31,62,30,20,31,6,3,183
216011406,36,47,51,26,39,7,3,214,3,3,0,0,0,0,0,13,3,0,0,0,0,0,0,5,54,86,84,56,81,23,3,386,0,3,3,0,3,0,0,5,7,12,3,3,5,0,0,27,10,15,3,3,5,0,0,34,68,95,93,53,89,23,3,421,89,76,43,18,19,3,0,253,3,4,0,0,0,0,0,6,162,174,135,70,110,26,3,682
216011407,16,37,39,21,19,9,0,140,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,28,68,64,39,55,22,0,272,0,8,0,0,0,0,0,9,3,8,4,5,3,0,0,20,3,12,3,5,3,3,0,28,37,80,67,38,61,21,0,306,46,36,19,13,14,3,0,139,0,3,0,0,0,0,0,4,83,123,87,58,79,26,0,455
216011408,7,8,10,4,11,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,10,10,9,0,0,60,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,3,3,0,0,0,0,0,8,10,20,10,14,15,0,0,67,11,20,15,0,4,0,0,55,0,0,0,3,0,0,0,0,20,42,28,12,20,0,0,125
216011409,4,14,9,12,3,3,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,20,11,15,17,3,0,69,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,4,17,14,13,18,3,0,76,17,21,13,10,12,0,0,77,0,0,0,0,0,0,0,0,22,44,31,26,28,6,0,153
216011410,3,0,0,6,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,6,18,7,0,66,0,5,3,0,3,0,0,8,3,0,0,0,0,0,0,3,3,4,5,0,3,0,0,15,15,15,16,10,23,7,0,78,32,26,12,3,3,3,0,84,0,0,0,0,0,0,0,0,45,41,20,12,27,5,0,153
216021411,17,24,13,12,8,4,0,78,0,0,0,0,8,0,0,9,0,3,0,0,0,0,0,5,24,40,29,25,41,8,0,165,0,0,0,0,3,0,0,10,0,3,3,0,3,0,0,11,4,5,8,0,3,0,0,19,26,46,38,29,44,8,0,182,34,36,24,16,11,6,0,125,3,3,0,3,3,0,0,9,57,85,66,42,59,11,3,320
216021412,0,3,3,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,8,6,0,35,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,3,0,0,3,0,0,8,7,13,7,7,8,6,0,44,7,18,0,7,11,0,0,38,0,0,0,0,0,0,0,3,16,31,10,12,20,3,0,83
216021413,22,61,41,25,29,5,0,192,0,3,0,0,4,0,0,9,3,0,0,0,0,0,0,3,32,85,61,45,64,11,0,295,0,3,0,3,4,0,0,16,7,8,3,4,3,0,0,24,6,11,8,3,9,0,0,36,37,96,62,44,73,13,4,333,84,72,30,21,27,3,3,239,0,4,4,0,0,0,0,12,118,172,100,64,101,14,3,576
216021414,26,38,21,11,14,3,0,123,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,37,53,40,34,26,7,0,201,0,12,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,14,3,0,3,0,0,26,36,72,46,35,30,10,0,227,53,36,6,13,8,0,0,120,0,0,0,0,0,0,0,4,91,110,50,46,37,10,0,345
216031415,34,49,26,25,27,0,0,162,0,3,0,0,0,0,3,11,0,3,0,0,4,0,0,8,42,84,47,40,56,12,6,279,3,10,8,3,0,0,0,20,3,15,3,3,3,0,0,26,5,18,7,5,8,0,0,48,47,100,56,47,60,7,6,329,79,69,24,27,22,3,0,227,0,0,0,3,0,0,0,6,134,171,85,67,84,15,6,563
216031416,30,73,59,36,65,13,3,276,4,3,6,3,3,0,0,18,0,3,3,3,3,0,0,10,49,118,116,77,153,30,5,555,5,3,4,5,7,0,0,29,18,15,10,3,4,3,0,53,22,19,14,8,9,3,0,81,71,142,128,89,159,36,5,637,142,120,65,43,34,15,3,416,0,3,3,0,0,0,0,7,212,267,197,134,197,44,12,1057
216031417,41,72,42,34,49,16,7,262,11,9,7,0,3,0,0,24,0,3,3,0,0,0,0,12,79,127,92,70,127,38,10,542,5,13,10,5,4,0,0,41,18,31,8,6,6,4,0,71,27,45,19,15,12,3,0,112,105,178,109,81,137,43,10,658,173,142,88,54,64,16,8,533,7,9,3,3,0,0,0,21,279,320,198,140,199,60,19,1208
216031418,0,3,8,5,13,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,12,21,3,0,68,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,8,9,9,11,11,17,3,0,73,18,19,7,3,3,0,0,52,0,0,0,0,0,0,0,0,27,31,23,14,23,6,0,118
216031419,15,30,14,7,12,9,0,84,7,0,0,4,3,0,0,11,0,0,0,0,0,0,0,3,28,46,43,24,40,9,0,195,0,9,3,0,0,0,0,12,0,0,3,0,0,0,0,7,0,5,6,0,0,0,0,17,28,57,47,21,43,15,0,213,37,39,18,11,11,3,0,130,3,0,0,0,0,0,0,7,66,104,68,42,55,18,0,349
217011420,10,26,20,8,8,0,0,73,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,46,35,23,22,3,0,147,0,0,3,3,0,0,0,9,0,4,3,4,0,0,0,9,0,4,5,4,0,0,0,17,21,48,39,23,28,3,0,160,32,28,15,13,13,3,0,103,0,6,0,0,0,0,0,6,50,81,54,35,38,9,0,267
217011421,22,49,31,30,26,12,0,166,8,3,0,0,4,0,0,19,0,0,0,0,0,0,0,0,26,63,52,40,59,14,0,262,0,0,3,3,0,0,0,10,0,5,0,4,3,0,0,11,0,9,3,3,3,0,0,23,28,66,59,47,60,15,0,284,51,33,21,18,14,0,0,138,0,0,3,0,0,0,0,3,81,101,84,66,79,21,0,423
217011422,18,27,24,22,42,8,0,136,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,24,49,52,37,73,18,4,259,0,9,0,4,4,0,0,17,3,14,5,0,4,0,0,32,3,18,13,8,11,0,0,45,25,70,65,44,79,17,4,306,79,58,29,18,16,3,0,205,0,0,0,0,0,0,0,0,111,127,90,63,98,17,3,515
217011423,4,14,12,11,18,3,0,64,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,7,12,23,12,32,3,0,88,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,4,0,3,3,0,4,4,0,15,5,15,24,11,31,5,0,103,11,6,10,0,0,0,0,29,0,3,0,0,0,0,0,6,10,29,35,15,32,5,0,130
217031471,9,17,7,6,11,6,0,61,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,11,24,17,16,19,8,0,89,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,3,3,0,3,0,0,0,9,14,25,19,14,16,8,0,101,19,25,5,4,3,0,0,55,0,0,0,0,0,0,0,0,27,53,23,22,17,14,3,159
217031472,42,41,44,21,47,5,0,204,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,9,57,65,72,35,79,12,0,318,0,5,4,3,3,3,0,18,3,5,3,0,3,0,0,11,3,4,3,4,4,3,0,29,54,72,74,38,79,16,0,339,105,77,32,33,15,4,0,279,0,0,0,0,0,0,0,0,165,154,113,72,101,19,3,623
217031473,4,14,16,10,8,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,21,18,20,3,3,86,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,23,20,14,20,3,3,91,11,12,10,3,13,0,0,51,0,0,0,0,0,0,0,0,19,31,35,21,30,3,3,150
217031474,6,10,7,10,6,0,0,50,6,3,0,0,0,0,0,12,0,0,0,0,0,0,0,3,19,22,16,19,19,3,0,96,0,0,0,0,5,0,0,9,3,3,0,0,3,0,0,6,3,3,0,0,5,0,0,14,17,26,16,19,27,3,0,110,30,40,17,13,8,0,0,103,0,0,0,0,0,0,0,3,47,66,36,31,30,7,3,219
217031475,16,12,8,9,14,0,0,68,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,26,17,20,35,4,0,116,0,0,3,0,0,0,0,7,3,3,3,0,0,0,0,14,3,10,7,0,0,0,0,20,20,29,20,20,36,4,0,139,30,17,18,8,6,0,0,75,0,0,0,0,3,0,0,4,53,55,39,25,44,10,0,220
217031476,11,9,8,9,10,3,0,38,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,12,14,10,7,15,3,0,61,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,12,19,16,8,15,3,0,62,3,10,6,3,6,0,0,30,0,0,0,0,0,0,0,5,14,29,25,10,25,3,0,100
217041477,11,11,14,14,6,0,0,60,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,16,28,24,24,18,4,0,119,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,9,0,5,0,3,6,0,0,8,19,29,24,24,28,4,0,127,14,15,10,3,7,0,0,53,0,0,0,0,0,0,0,0,34,48,31,31,28,4,0,183
217041478,17,29,30,19,25,6,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,43,30,39,10,3,185,0,0,0,0,0,0,0,6,0,11,3,0,0,3,0,17,0,12,4,4,0,3,0,22,24,57,43,29,40,14,3,206,27,33,15,9,5,0,0,95,0,0,0,0,0,0,0,0,50,86,59,40,44,17,3,302
217041479,44,109,76,58,76,22,3,391,13,6,5,4,10,0,0,35,0,0,0,0,0,0,0,5,77,161,124,94,162,44,14,670,4,5,4,6,4,0,0,23,3,14,13,6,3,0,0,41,6,22,18,10,6,0,0,65,80,183,134,107,171,40,14,734,131,106,55,31,35,8,0,368,7,6,3,0,4,0,0,15,217,299,194,143,208,56,11,1126
217041480,29,55,41,20,29,11,3,200,3,0,0,0,3,0,0,11,0,9,0,0,3,0,0,12,41,85,65,38,66,20,3,322,0,3,0,0,0,0,0,9,0,5,3,0,0,4,0,11,0,12,4,0,8,3,0,23,41,91,72,41,73,20,3,348,68,48,17,12,18,3,0,167,3,0,0,0,0,0,0,3,112,144,88,47,92,30,7,520
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
