SA2_MAINCODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
209041220,0,0,0,0,0,0,0,0,12,0,18,0,6,0,8,0,0,0,8,3,0,7,0,0,0,0,0,3,3,4,12,0,14,0,0,0,0,0,0,0,3,7,0,12,0,3,0,6,3,0,3,8,19,0,27,3,25,0,29,5,3,5,32,23,0,59,9,21,0,32,0,0,0,32,23,0,59,19,29,0,46,0,0,0,50,40,0,82,15,22,5,43,0,0,0,43,31,0,68,33,13,0,51,0,0,0,54,20,0,72,32,10,0,44,0,0,0,44,15,0,58,23,13,0,35,0,0,0,35,7,0,46,30,6,0,43,0,0,0,43,9,0,52,17,4,3,24,0,0,0,26,4,0,29,6,0,0,4,0,0,0,4,7,0,14,6,0,0,4,0,0,0,4,0,0,4,7,0,0,7,0,0,0,7,0,0,7,28,16,0,40,4,0,4,44,23,0,74,3,3
209041221,0,0,0,0,0,3,3,3,7,0,15,0,3,0,3,0,0,0,3,3,0,6,0,3,0,3,0,0,3,6,9,0,15,0,3,0,8,0,0,0,6,8,0,13,3,10,0,12,3,7,5,21,16,0,30,0,12,0,11,5,6,5,20,21,0,44,7,17,6,23,0,0,0,26,23,0,50,17,16,3,39,0,3,7,40,18,0,58,23,14,0,40,0,0,0,44,27,0,69,14,10,4,30,0,0,0,30,20,0,50,18,4,0,30,0,0,0,26,9,0,43,12,3,0,19,3,0,3,24,15,0,37,19,4,0,32,0,0,0,32,19,0,47,12,3,0,15,0,0,0,15,5,0,22,5,0,0,5,0,0,0,5,0,0,5,4,0,0,6,0,0,0,6,0,0,3,3,0,0,3,0,0,0,3,0,0,0,16,16,0,35,0,0,0,31,25,0,55,0,0
209041223,3,3,0,7,0,0,0,8,33,0,40,0,0,0,0,0,0,0,0,3,0,8,0,4,0,4,3,3,7,16,25,0,36,0,4,0,11,0,0,3,8,34,0,43,0,13,0,18,4,3,5,20,50,0,73,6,27,0,41,3,5,6,44,50,0,94,13,23,0,42,3,3,9,46,84,0,132,33,16,7,52,0,0,0,54,57,0,115,27,22,0,43,0,0,0,46,64,0,115,23,18,3,42,0,0,3,44,52,0,95,10,12,0,26,3,3,3,31,38,0,68,9,10,0,16,0,0,0,16,21,0,37,28,3,0,31,0,0,0,31,32,0,63,9,3,0,11,0,0,0,11,9,0,18,3,3,0,4,0,0,0,4,3,0,11,4,0,0,6,0,0,0,6,3,0,4,3,0,0,3,0,0,0,3,6,0,11,19,22,6,47,4,0,10,55,58,5,121,4,0
209041224,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,0,7,0,3,0,3,0,3,3,7,10,0,17,0,4,0,3,3,3,3,7,13,0,16,0,8,0,4,0,3,4,12,21,0,30,9,26,0,38,8,4,10,49,44,0,94,14,20,0,43,0,0,0,47,30,0,78,25,16,3,47,4,0,4,49,14,0,66,26,15,3,42,4,0,4,49,31,0,78,20,7,4,29,3,0,3,33,17,0,50,20,3,0,26,0,0,0,31,13,0,39,16,8,0,21,0,0,0,21,8,0,35,25,8,3,35,0,0,0,33,3,0,38,7,3,0,10,0,0,0,10,4,0,16,3,4,0,9,0,0,0,9,0,0,9,4,0,3,5,0,0,0,7,3,0,6,3,0,3,4,0,0,0,4,0,0,4,17,15,3,39,3,0,0,42,18,0,59,6,4
209041225,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,9,0,13,0,0,0,0,0,0,0,3,7,0,8,0,3,0,4,0,0,3,6,9,0,18,3,7,0,9,0,0,0,13,17,0,28,5,17,3,23,0,0,0,26,14,0,45,10,9,0,21,0,3,3,21,19,0,41,7,14,0,25,0,0,0,25,15,0,39,13,3,0,16,0,0,0,16,5,0,26,6,0,0,12,3,0,4,16,5,0,19,8,0,0,12,0,0,0,12,8,0,19,9,0,0,11,0,0,0,11,4,0,13,7,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,0,13,3,0,4,20,5,0,27,0,3
209041430,0,0,0,0,3,0,3,5,14,0,17,0,3,0,6,0,0,0,5,0,0,7,0,3,0,3,3,3,3,11,12,0,22,0,8,0,11,0,3,3,14,18,0,26,0,7,4,13,0,7,7,16,26,0,39,5,35,3,44,3,4,4,50,47,0,92,17,40,3,59,3,4,10,72,36,0,105,35,30,3,70,0,0,0,71,29,0,105,30,27,3,62,3,0,7,70,19,0,90,37,19,0,62,0,0,4,63,17,0,81,39,16,3,55,0,0,0,60,5,0,63,37,9,0,48,0,0,0,50,7,0,52,45,14,0,60,0,0,0,60,4,0,65,12,3,0,16,0,0,0,16,0,0,19,8,0,0,9,0,0,0,9,0,0,10,5,0,0,6,0,0,0,6,3,0,6,0,0,0,7,0,0,0,7,0,0,7,35,23,5,57,0,0,4,64,19,0,78,3,3
209041431,0,0,0,0,3,0,4,3,3,0,7,0,4,0,4,0,0,0,4,3,0,11,0,0,0,0,3,5,3,3,11,0,16,0,3,0,3,0,0,0,3,13,0,18,0,4,0,4,3,4,8,14,23,0,41,6,15,0,17,0,6,6,22,36,0,55,14,17,0,27,4,4,8,34,39,0,74,22,11,4,32,0,0,0,32,20,0,55,20,13,3,32,0,0,0,34,24,3,57,23,7,0,36,3,3,4,38,21,0,58,11,6,0,18,0,0,0,18,4,0,22,6,3,0,12,0,0,0,12,12,0,20,19,3,3,21,0,0,0,24,10,0,34,14,3,0,19,0,0,0,19,3,0,25,3,0,0,8,0,0,0,8,3,0,12,3,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,5,0,16,0,3,0,24,16,3,39,4,0
209041432,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,9,0,9,0,0,0,0,0,0,0,3,15,0,21,0,5,3,7,0,0,7,12,15,0,28,3,12,0,21,0,0,0,18,26,0,43,14,10,3,30,0,3,4,28,22,0,54,17,16,0,32,0,0,0,36,20,0,55,14,16,0,25,0,0,3,32,24,0,58,12,18,0,24,0,3,3,27,7,0,39,5,10,0,22,0,0,3,20,10,0,32,10,0,3,10,0,0,0,14,12,0,20,13,3,0,21,0,0,0,21,10,0,25,3,0,0,6,0,0,0,6,4,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,17,6,0,22,0,0,0,21,14,0,32,0,0
209041433,0,0,3,3,0,0,3,4,12,0,15,0,0,0,0,0,0,0,0,3,0,6,0,3,0,3,0,0,3,3,6,0,14,0,4,0,4,3,0,4,9,3,0,12,0,12,3,16,3,0,3,16,11,0,31,4,13,0,20,0,0,0,23,20,0,42,5,19,0,28,0,0,0,28,27,0,58,18,6,0,23,0,0,0,24,11,0,28,18,10,0,30,0,0,5,31,9,0,45,18,6,0,22,0,0,0,22,12,0,38,9,3,0,13,0,0,0,13,7,0,22,13,3,5,19,0,0,0,22,4,0,22,8,0,0,11,0,0,0,11,9,0,20,4,0,0,8,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,0,13,0,0,0,17,9,0,28,0,0
209041434,0,0,0,0,0,0,0,0,19,0,20,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,4,6,18,0,19,0,9,0,9,0,0,0,9,18,0,26,0,9,6,13,0,8,8,22,29,0,53,3,31,3,39,3,5,3,44,47,0,91,4,25,3,34,3,3,9,44,41,0,77,28,28,0,56,0,0,0,58,24,0,81,36,23,3,63,0,0,0,66,25,3,91,34,18,0,55,3,0,3,51,16,0,68,41,10,0,48,0,0,0,48,9,0,63,15,5,0,27,0,0,0,27,5,0,29,30,5,0,39,0,0,0,39,7,0,46,17,0,0,18,0,0,0,18,7,0,23,4,3,0,9,0,0,0,9,3,0,6,0,0,0,0,0,0,0,3,0,0,3,4,0,0,4,0,0,0,4,0,0,8,20,6,0,25,0,0,0,26,24,0,54,0,0
209041435,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,0,9,0,3,0,7,0,0,0,5,10,0,14,0,3,0,8,0,0,3,14,9,0,21,0,7,0,15,0,0,0,15,18,0,33,6,15,0,17,0,0,0,17,15,0,32,12,16,0,35,3,0,3,34,10,0,50,21,9,0,28,0,0,0,27,10,0,36,22,10,0,36,0,0,0,36,8,0,48,17,5,3,23,0,0,0,27,4,0,30,17,9,0,25,0,0,0,25,3,0,29,23,3,0,28,0,0,0,28,3,0,33,7,3,0,10,0,0,0,10,0,0,14,9,0,0,6,0,0,0,6,0,0,8,7,0,0,9,0,0,0,9,0,0,9,3,0,0,3,0,0,0,3,0,0,6,18,8,0,31,0,0,0,32,9,0,46,0,3
209041436,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,3,3,5,0,8,0,4,0,4,0,0,0,5,3,0,10,0,5,0,5,0,3,3,10,9,0,21,7,14,3,27,0,0,3,26,25,0,55,12,18,0,30,0,0,0,31,17,0,48,19,14,0,36,0,0,0,35,19,0,57,24,15,0,38,0,0,0,34,10,0,49,24,8,0,32,0,0,0,32,13,0,45,20,6,0,30,0,0,0,25,9,0,41,27,7,0,34,0,0,0,34,4,0,34,31,6,0,34,0,0,0,34,3,0,42,12,3,0,14,0,0,0,12,0,0,13,10,3,0,9,0,0,0,9,0,0,9,0,0,0,3,0,0,0,3,0,0,5,3,0,0,3,0,0,0,3,0,0,3,12,14,0,28,3,0,4,32,17,0,49,3,3
209041437,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,4,0,7,0,3,0,3,0,0,0,3,8,0,10,0,3,0,3,3,0,3,4,5,0,14,0,4,0,4,3,0,3,11,12,0,17,0,12,0,14,0,0,0,16,15,0,29,3,3,0,11,0,0,0,7,17,0,24,3,5,0,11,0,0,0,11,4,0,23,10,4,0,20,0,0,0,21,7,0,27,11,3,0,16,0,0,0,16,8,0,20,14,3,0,23,0,0,0,23,5,0,20,4,3,0,12,0,0,0,12,0,0,14,14,3,0,15,0,0,0,21,4,0,21,7,0,0,7,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,7,7,0,13,0,0
210011226,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,7,0,5,0,3,0,0,0,3,4,0,7,0,0,0,3,0,0,0,0,11,0,13,0,8,0,13,0,3,3,11,8,0,22,0,7,0,7,0,0,0,7,22,0,27,6,11,0,20,0,0,0,20,14,0,37,14,11,0,22,0,0,0,22,19,0,44,16,13,0,28,0,0,0,28,18,0,45,10,3,0,12,0,0,0,12,18,0,33,8,3,0,11,0,0,0,11,5,0,18,13,7,0,22,0,0,0,25,11,0,31,6,3,0,11,0,0,0,11,6,0,16,3,0,0,3,0,0,0,3,0,0,3,3,0,0,4,0,0,0,4,0,0,4,6,0,0,6,0,0,0,6,0,0,6,14,5,0,23,0,0,0,25,15,0,39,0,3
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,0,0,3,0,0,0,6,3,0,6,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,4,4,4,0,5,0,0,0,0,0,3,3,3,3,0,6,0,6,0,6,0,0,0,3,10,0,13,0,10,0,16,0,0,0,16,8,0,21,3,8,0,13,0,0,0,13,5,0,22,5,6,0,12,0,0,3,18,9,0,30,10,13,0,22,0,0,0,23,24,0,46,14,8,0,25,0,0,0,25,10,0,30,13,3,0,17,0,0,0,17,6,0,22,13,3,0,16,0,0,0,16,3,0,21,30,0,0,30,0,0,0,31,6,0,36,8,3,3,13,0,0,0,13,5,0,18,4,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,6,0,0,5,10,7,0,22,0,0,0,22,12,4,40,7,3
210011229,0,0,0,3,0,3,3,6,14,0,20,0,7,0,7,0,0,0,3,3,0,8,0,4,0,4,0,4,3,9,21,0,31,0,7,0,10,0,0,0,13,7,0,26,0,11,0,13,8,3,11,19,26,0,48,0,37,9,47,5,0,5,53,35,0,83,12,26,3,38,0,3,3,44,38,0,86,13,37,0,45,0,0,4,50,62,0,116,30,31,6,64,3,0,3,70,70,0,136,27,24,3,57,3,0,3,59,43,0,99,48,18,4,64,0,0,0,69,31,0,101,36,4,0,38,0,0,0,42,23,0,62,38,7,4,44,0,0,0,45,28,0,76,25,6,0,30,0,0,0,30,23,0,49,7,0,0,10,0,0,0,10,5,0,18,12,0,0,12,0,0,0,12,0,0,16,18,3,0,19,0,0,0,19,12,0,28,38,16,4,59,0,4,4,62,50,0,120,4,0
210011230,0,0,0,0,0,0,3,0,4,0,6,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,4,7,0,12,0,4,3,5,0,0,0,5,7,0,19,3,4,0,9,0,0,0,6,9,0,20,7,10,0,12,0,0,4,13,9,0,24,12,3,0,18,0,0,0,18,11,0,29,12,3,0,16,0,0,0,16,10,0,30,14,7,0,21,0,0,0,20,9,0,34,7,3,0,8,0,0,0,8,10,0,18,21,3,0,27,0,0,0,27,7,0,27,10,0,0,12,0,0,0,12,3,0,18,5,0,0,7,0,0,0,7,0,0,7,12,0,0,12,0,0,0,12,0,0,9,4,3,0,8,0,0,0,8,0,0,12,16,9,0,23,0,0,0,21,14,0,34,0,0
210011231,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,4,0,3,0,8,0,8,0,0,3,13,3,0,10,4,7,0,13,0,0,0,13,11,0,20,5,5,0,12,0,0,4,14,8,0,24,17,12,0,26,0,0,0,26,16,0,37,12,8,0,15,0,0,0,15,8,0,27,13,9,0,15,0,0,0,15,6,0,25,9,5,0,10,0,0,0,9,3,0,19,14,5,0,19,0,0,0,22,9,0,30,10,0,0,11,0,0,0,11,7,0,19,3,0,0,6,0,0,0,6,0,0,6,5,0,0,5,0,0,0,5,0,0,4,8,4,0,13,0,0,0,13,0,0,12,11,7,0,19,3,0,3,23,5,0,30,0,0
210021232,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,5,0,5,0,5,0,0,0,7,3,0,9,0,3,0,3,0,0,0,3,10,0,11,0,5,0,8,0,0,0,8,4,0,15,4,10,0,12,0,0,0,15,10,0,24,4,24,0,31,0,0,3,29,8,0,35,5,18,4,28,0,0,0,28,9,0,39,19,18,0,40,0,0,0,37,11,0,50,11,12,0,20,0,0,0,21,10,0,23,19,3,0,24,0,0,0,24,4,0,34,6,5,0,15,0,0,0,15,3,0,19,20,9,3,31,0,0,0,31,3,0,29,6,0,0,9,0,0,0,9,0,0,11,10,0,0,8,0,0,0,8,0,0,10,3,0,0,3,0,0,0,3,0,0,3,7,0,0,7,0,0,0,7,0,0,7,18,11,0,26,0,0,5,34,9,0,43,4,0
210021233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,3,0,3,0,0,0,3,0,0,3,3,3,0,11,0,0,0,12,0,0,13,0,3,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,8,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,4,0,0,4,7,3,0,7,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,0,9,4,0,11,0,0
210021234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,0,12,3,0,13,0,7,0,9,0,0,0,5,5,0,12,0,4,0,6,0,0,0,6,3,0,15,3,0,0,6,0,0,0,8,0,0,8,3,0,0,3,0,0,0,3,0,0,3,10,4,0,13,0,0,0,13,0,0,10,8,0,0,5,0,0,0,8,0,0,8,4,0,0,8,0,0,0,8,3,0,5,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,13,0,0,0,13,5,0,16,0,0
210021235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,7,3,3,0,3,4,0,7,5,3,0,13,0,8,0,9,0,0,0,11,11,0,20,3,12,0,14,0,0,0,13,19,0,32,0,4,0,3,0,0,0,3,12,3,22,5,14,0,21,0,0,0,22,11,0,30,5,10,0,19,0,0,0,24,16,0,35,10,8,0,18,0,0,0,16,6,0,23,9,5,0,18,0,0,0,20,3,0,21,7,5,0,10,0,0,0,10,0,0,14,9,5,0,14,0,0,0,13,6,0,23,3,3,0,4,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,0,18,3,0,3,19,16,0,37,0,3
210031236,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,11,0,0,0,0,0,0,0,0,3,0,8,0,3,0,4,3,0,3,5,11,0,17,0,3,0,7,0,0,0,7,23,0,28,0,6,0,9,0,0,0,10,19,0,34,3,14,0,14,0,0,0,14,11,0,26,11,14,0,23,0,0,0,23,8,0,39,7,3,0,9,0,0,0,9,16,0,31,9,0,0,7,0,0,0,7,7,0,18,11,4,0,16,0,0,0,16,3,0,19,12,3,0,14,0,0,0,14,8,0,19,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3,3,0,0,3,0,0,0,3,0,0,6,6,4,0,17,0,0,4,15,10,0,30,0,0
210031237,0,0,0,0,0,0,0,0,18,0,16,0,0,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,0,3,8,0,15,0,3,0,6,3,0,3,6,11,0,24,0,5,0,7,3,0,7,11,24,0,34,3,10,0,10,0,3,3,17,26,0,47,10,15,0,24,3,0,5,29,37,0,61,9,19,0,31,3,3,4,32,39,0,76,11,13,3,21,0,0,0,24,36,3,60,13,6,3,18,0,0,3,25,23,0,48,9,8,0,18,0,0,0,18,10,0,33,8,3,0,11,0,0,0,11,18,0,32,21,11,0,24,0,0,0,24,17,0,43,3,3,0,3,0,0,0,3,14,0,20,4,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,15,4,3,22,0,0,3,21,26,0,56,0,0
210031239,0,0,0,0,0,0,0,0,20,0,18,0,0,0,0,0,0,4,7,6,0,13,0,5,0,6,6,0,8,15,11,0,30,4,4,0,5,0,3,6,14,12,0,24,0,11,0,15,0,0,6,19,18,0,38,4,25,0,30,0,0,0,29,32,0,62,3,23,5,33,3,0,4,36,33,0,73,18,35,3,49,0,0,3,50,37,0,89,49,27,4,80,0,3,0,84,31,0,119,42,11,0,53,0,0,4,57,26,0,83,35,8,0,40,0,0,0,43,18,0,57,8,9,3,23,0,0,0,23,15,0,42,45,11,0,58,0,0,0,61,21,0,80,20,4,0,25,0,0,0,25,9,0,34,5,0,0,5,0,0,0,5,0,0,9,11,0,0,12,0,0,0,12,0,0,12,6,0,0,9,0,0,0,9,3,0,14,25,14,3,45,0,3,3,47,24,0,72,3,3
210031438,0,0,0,0,3,3,4,4,20,0,25,0,0,0,0,0,0,0,0,3,0,8,0,3,0,3,0,3,3,3,16,0,23,0,7,0,7,3,0,3,8,28,0,40,4,17,0,21,0,0,0,18,45,0,67,4,20,0,26,5,0,6,29,32,0,68,10,30,0,42,0,3,6,50,52,0,102,19,22,3,44,8,3,8,57,76,0,130,26,16,0,45,4,4,4,47,52,0,102,28,10,0,43,3,0,3,44,30,0,68,22,4,3,31,0,0,0,28,21,0,53,30,9,0,40,0,0,0,40,23,0,65,23,7,3,36,0,0,0,31,30,0,63,3,6,0,12,0,0,0,12,5,0,17,4,0,0,4,0,0,0,4,0,0,4,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,9,3,31,0,0,3,37,43,3,79,0,3
