SA2_MAINCODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
206051130,0,9,0,9,..,29,0,31,0,31,..,47,0,49,0,49,..,4,0,4,0,7,..,11,0,9,0,10,..,23,9,32,0,32,..,23,5,33,0,33,..,165,28,190,3,188,..,1238,152,1391,16,1409,..,14,0,16,649,657,5658,1250,154,1407,664,7729,6007,..,..,..,..,6007,..,14,0,14,0,14,..,44,6,49,0,49,..,0,0,0,0,0,..,54,7,61,0,61,..,110,18,130,5,134,..,11,3,16,0,16,..,176,32,206,5,211,..,20,0,28,0,28,..,26,0,30,0,30,..,69,3,74,0,74,..,61,0,58,3,62,..,311,86,390,5,395,..,0,0,0,0,0,..,17,0,13,0,13,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,6,0,6,..,33,3,31,0,31,..,131,9,136,0,135,..,16,4,18,0,19,..,12,0,12
206051131,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,8,3,..,..,..,..,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
206051132,0,8,0,8,..,74,0,74,0,76,..,64,3,63,0,63,..,9,0,15,0,15,..,19,0,19,0,19,..,14,5,16,0,22,..,25,3,29,0,29,..,144,13,160,4,157,..,1048,164,1215,12,1224,..,13,7,21,538,560,3836,1059,170,1228,552,5619,3842,..,..,..,..,3842,..,3,0,3,0,3,..,30,3,35,4,37,..,0,0,0,0,0,..,69,14,86,0,86,..,238,49,288,0,288,..,19,0,20,0,20,..,324,60,385,0,387,..,10,5,10,0,10,..,11,0,11,0,11,..,50,3,53,0,53,..,39,0,38,0,38,..,104,53,156,0,162,..,7,0,7,0,7,..,33,0,33,0,33,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,14,0,14,0,14,..,61,0,65,0,65,..,62,10,72,3,75,..,25,12,37,0,37,..,19,12,27
206051133,0,16,0,16,..,101,3,105,0,105,..,214,10,227,0,227,..,32,0,33,0,33,..,11,3,12,0,12,..,33,0,32,0,31,..,34,8,40,0,40,..,395,41,444,7,450,..,2426,266,2691,11,2702,..,26,0,30,1825,1847,8611,2447,270,2713,1837,13161,8368,..,..,..,..,8368,..,11,0,11,0,9,..,34,3,34,0,39,..,3,0,3,0,3,..,96,17,115,0,115,..,257,49,309,3,311,..,20,6,25,0,25,..,379,74,452,3,453,..,24,3,26,0,26,..,40,0,40,0,40,..,129,3,132,0,134,..,89,3,93,0,94,..,145,22,168,0,170,..,10,0,10,0,10,..,109,6,113,0,115,..,13,6,17,0,17,..,17,0,19,0,19,..,9,0,9,0,9,..,68,4,69,0,67,..,230,12,243,0,241,..,159,10,170,0,170,..,40,5,47,4,54,..,37,3,43
206051134,0,4,0,4,..,47,0,44,0,49,..,102,0,110,0,110,..,16,0,16,0,16,..,14,0,19,0,19,..,13,0,16,0,16,..,16,0,19,0,19,..,386,49,435,4,442,..,1595,184,1778,12,1796,..,19,0,19,698,719,5588,1621,184,1801,715,8105,5774,..,..,..,..,5774,..,3,0,3,0,3,..,13,0,8,0,12,..,0,0,0,0,0,..,38,10,54,0,54,..,104,17,126,0,126,..,4,0,4,0,4,..,154,32,182,0,182,..,12,3,17,0,14,..,15,0,15,0,15,..,74,0,79,0,79,..,46,0,46,0,51,..,104,21,133,0,133,..,5,0,5,0,5,..,75,0,83,0,82,..,9,0,16,0,16,..,7,0,7,0,7,..,6,0,6,0,6,..,82,13,99,0,98,..,197,16,214,3,212,..,91,10,96,0,96,..,41,10,51,0,49,..,12,0,10
206061135,0,0,0,0,..,33,0,39,0,39,..,40,0,45,0,43,..,12,0,12,0,12,..,11,5,14,0,14,..,3,0,3,0,3,..,14,3,16,0,16,..,63,3,68,6,70,..,698,79,780,8,789,..,7,0,7,292,298,3021,712,79,790,299,4111,3584,..,..,..,..,3584,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,46,4,53,0,53,..,100,25,119,3,125,..,3,3,7,0,7,..,150,32,185,3,184,..,3,0,3,0,3,..,6,0,6,0,6,..,39,3,43,3,47,..,15,0,15,0,15,..,99,30,130,0,130,..,4,0,4,0,4,..,35,0,34,0,35,..,7,0,7,0,7,..,17,0,17,0,17,..,5,0,5,0,5,..,56,4,64,0,64,..,119,3,124,0,122,..,42,5,52,0,52,..,29,4,36,0,41,..,12,6,11
206061136,0,9,0,9,..,76,3,77,0,77,..,106,9,114,0,116,..,11,0,11,0,11,..,22,3,25,0,23,..,47,16,62,0,59,..,36,3,37,0,37,..,170,26,197,3,202,..,1639,309,1950,23,1965,..,25,4,22,959,978,6644,1661,314,1972,978,9599,6887,..,..,..,..,6887,..,8,0,8,0,8,..,35,3,38,0,38,..,0,0,0,0,0,..,87,17,103,0,103,..,198,50,254,0,254,..,11,7,17,0,17,..,302,67,366,0,366,..,18,3,19,0,19,..,14,0,14,0,14,..,96,3,106,0,106,..,54,0,54,0,54,..,322,208,531,8,532,..,9,0,8,0,8,..,54,0,54,0,54,..,9,0,11,0,11,..,18,0,24,0,24,..,7,0,7,0,7,..,37,0,38,0,38,..,133,3,136,0,136,..,91,11,94,0,97,..,31,5,34,0,34,..,26,9,37
206061137,0,12,0,12,..,131,0,129,0,129,..,143,10,150,0,150,..,26,0,29,0,29,..,31,12,35,0,41,..,25,3,27,0,27,..,58,13,69,0,69,..,256,30,284,8,290,..,2262,353,2614,15,2630,..,15,0,15,1016,1033,6186,2271,353,2633,1034,9843,6626,..,..,..,..,6626,..,18,0,16,0,16,..,58,11,68,0,68,..,0,0,0,0,0,..,179,41,226,0,226,..,731,162,887,0,887,..,55,13,66,0,69,..,966,216,1181,5,1183,..,15,0,18,0,18,..,22,0,22,0,26,..,113,7,117,3,121,..,58,0,58,0,58,..,131,49,179,0,179,..,14,0,12,0,12,..,62,3,63,3,62,..,13,0,13,0,13,..,21,0,21,0,21,..,0,0,0,0,0,..,40,0,39,0,39,..,153,5,159,3,160,..,103,7,113,0,108,..,59,12,78,0,78,..,47,4,51
206061138,0,5,0,5,..,24,0,24,0,24,..,46,0,50,0,50,..,9,0,9,0,9,..,9,0,10,0,10,..,6,0,4,0,4,..,20,0,17,0,17,..,126,4,130,5,137,..,976,85,1059,15,1073,..,18,0,20,414,431,4497,990,86,1076,430,6005,5115,..,..,..,..,5115,..,7,0,7,0,7,..,14,3,19,0,19,..,0,0,0,0,0,..,114,15,134,0,130,..,295,67,355,0,359,..,21,3,27,0,27,..,428,90,515,6,516,..,8,0,8,0,4,..,9,0,9,0,9,..,59,0,66,0,66,..,27,0,27,0,32,..,82,8,91,0,91,..,0,0,0,0,0,..,49,0,46,0,46,..,7,0,7,0,7,..,16,0,16,0,16,..,3,0,3,0,3,..,15,0,19,0,19,..,93,3,99,0,99,..,98,6,110,3,107,..,22,3,26,0,26,..,6,0,10
206071139,0,5,0,5,..,31,0,31,0,31,..,58,4,57,0,57,..,8,0,8,0,8,..,21,5,23,0,23,..,7,0,5,0,5,..,164,40,209,0,209,..,67,11,80,0,80,..,836,155,995,8,1008,..,13,0,12,362,372,2732,846,161,1011,367,4111,2590,..,..,..,..,2590,..,0,0,0,0,0,..,12,7,17,0,17,..,0,0,0,0,0,..,68,19,92,4,90,..,145,38,185,5,185,..,27,3,28,0,28,..,238,60,296,7,305,..,3,0,8,0,8,..,9,0,9,0,9,..,26,3,30,0,29,..,25,0,25,0,25,..,77,37,114,0,114,..,9,0,9,0,9,..,12,0,12,0,12,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,13,0,13,0,13,..,40,0,40,0,40,..,25,3,29,0,33,..,12,3,17,0,23,..,11,3,18
206071140,0,6,0,6,..,24,3,30,0,30,..,34,0,39,0,39,..,5,0,5,0,5,..,9,0,8,0,8,..,5,0,8,0,8,..,8,0,13,0,13,..,66,5,74,0,74,..,600,64,664,9,676,..,14,0,14,242,249,3046,607,64,675,247,3973,3372,..,..,..,..,3372,..,0,0,0,0,0,..,23,3,34,0,34,..,0,0,0,0,0,..,33,5,34,0,34,..,57,7,66,0,67,..,8,0,8,0,8,..,94,13,105,0,106,..,13,0,13,0,13,..,17,0,17,0,17,..,42,0,42,0,43,..,24,0,27,0,27,..,66,24,90,0,88,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,18,0,18,..,150,47,197,4,202,..,14,0,16,0,16,..,8,0,10
206071141,0,8,0,8,..,25,0,27,0,27,..,36,0,41,0,41,..,3,0,3,0,3,..,16,0,15,0,15,..,25,10,34,0,34,..,124,59,190,3,191,..,228,36,264,13,274,..,836,218,1051,15,1071,..,6,4,10,518,527,2622,847,223,1064,535,4221,2517,..,..,..,..,2517,..,0,0,0,0,0,..,45,24,62,0,65,..,0,0,0,0,0,..,50,21,75,0,75,..,108,40,148,3,154,..,10,8,16,0,16,..,163,76,237,3,241,..,7,0,7,0,7,..,11,0,11,0,11,..,25,3,29,0,29,..,13,0,11,0,19,..,50,27,76,0,76,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,15,0,16,0,16,..,35,3,34,0,32,..,16,3,20,0,20,..,4,0,4
206071142,0,0,0,0,..,17,0,22,0,22,..,60,3,65,0,62,..,5,0,5,0,5,..,8,3,13,0,13,..,16,5,19,0,19,..,118,56,179,3,180,..,225,34,259,4,267,..,945,248,1191,23,1213,..,11,9,17,701,715,3195,963,253,1210,724,5126,3176,..,..,..,..,3176,..,3,0,3,0,3,..,78,28,108,6,109,..,0,0,0,0,0,..,61,76,135,4,142,..,70,83,151,0,151,..,7,10,14,0,14,..,141,166,302,4,303,..,11,0,11,0,11,..,11,0,11,0,11,..,47,5,49,0,49,..,20,0,20,0,20,..,63,21,86,0,83,..,4,0,4,0,4,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,3,0,3,..,5,0,3,0,3,..,9,0,9,0,8,..,29,4,32,0,27,..,53,9,62,0,62,..,21,5,22,0,22,..,10,0,10
206071143,0,0,0,0,..,12,0,12,0,12,..,58,4,64,0,64,..,8,0,8,0,8,..,3,0,3,0,3,..,17,0,14,0,14,..,26,16,44,0,44,..,94,12,110,3,111,..,783,141,926,9,939,..,10,3,10,423,436,4337,792,140,935,434,5705,4913,..,..,..,..,4913,..,3,0,3,0,3,..,46,6,55,0,55,..,0,0,0,0,0,..,36,18,52,0,52,..,45,36,80,0,80,..,9,3,9,0,9,..,90,58,147,0,147,..,14,0,14,0,14,..,18,0,18,0,18,..,63,3,64,0,64,..,44,0,44,0,44,..,99,39,137,0,137,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,24,0,24,0,24,..,207,66,276,5,277,..,26,5,28,0,28,..,7,0,9
206071144,3,29,0,31,..,89,5,98,0,96,..,121,11,123,4,131,..,16,0,16,0,16,..,26,3,27,0,27,..,20,4,29,3,28,..,522,247,770,5,782,..,290,56,347,9,353,..,2610,763,3375,38,3415,..,21,8,29,1178,1200,10266,2635,765,3400,1212,14882,10241,..,..,..,..,10241,..,5,0,7,0,7,..,61,18,74,0,76,..,3,0,3,0,3,..,150,110,266,0,265,..,239,147,387,4,395,..,99,132,233,3,235,..,490,392,884,4,890,..,26,13,39,0,39,..,14,0,14,0,14,..,85,0,87,0,87,..,53,4,57,0,58,..,390,205,593,4,601,..,4,0,4,0,4,..,45,0,45,0,45,..,5,5,12,0,12,..,10,0,10,0,10,..,8,0,8,0,8,..,27,0,27,0,27,..,103,5,106,0,106,..,146,20,169,3,167,..,38,7,45,0,45,..,22,12,31
206071145,0,3,0,3,..,7,0,7,0,7,..,30,0,30,0,34,..,5,0,5,0,5,..,7,0,7,0,7,..,5,0,7,0,7,..,18,3,25,0,25,..,43,14,54,0,59,..,491,71,560,4,568,..,17,0,17,335,346,3486,506,71,574,339,4398,3639,..,..,..,..,3639,..,0,0,0,0,0,..,17,0,18,0,18,..,0,0,0,0,0,..,22,0,23,0,23,..,44,16,57,0,57,..,0,0,0,0,0,..,64,18,79,0,79,..,9,3,13,0,13,..,6,0,6,0,6,..,26,0,30,0,30,..,32,0,32,0,32,..,102,40,145,0,145,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,22,0,25,0,25,..,64,11,76,0,80,..,19,0,18,0,18,..,3,0,3
207011146,0,0,0,0,..,11,0,11,0,11,..,8,0,9,0,9,..,10,0,10,0,10,..,0,3,3,0,3,..,5,0,5,0,5,..,20,4,25,0,25,..,74,14,87,0,87,..,635,126,764,0,764,..,13,3,12,149,156,2896,643,128,772,149,3822,2890,..,..,..,..,2890,..,4,0,6,0,6,..,10,4,16,0,16,..,0,0,0,0,0,..,72,24,95,0,95,..,169,60,233,0,233,..,13,5,20,0,20,..,254,89,340,0,343,..,7,0,7,0,7,..,3,0,3,0,3,..,19,3,22,0,22,..,17,0,18,0,18,..,88,13,98,0,98,..,3,0,3,0,3,..,26,0,26,0,26,..,7,0,7,0,7,..,10,0,10,0,10,..,4,0,4,0,4,..,18,0,17,0,17,..,61,0,59,0,59,..,36,3,34,0,34,..,11,4,12,0,12,..,10,0,13
207011147,0,0,0,0,..,61,3,60,0,60,..,34,0,38,0,38,..,34,0,34,0,34,..,13,0,11,0,11,..,9,3,13,0,13,..,88,14,102,0,108,..,94,17,113,4,112,..,2241,467,2702,19,2724,..,18,3,21,280,295,4364,2258,463,2724,302,7383,4821,..,..,..,..,4821,..,8,0,8,0,8,..,23,7,30,0,30,..,0,0,0,0,0,..,418,106,520,3,525,..,953,418,1374,4,1379,..,79,30,110,0,110,..,1446,551,2004,8,2014,..,3,0,6,0,6,..,9,0,9,0,9,..,32,0,34,0,34,..,31,0,31,0,31,..,176,38,214,0,216,..,5,0,5,0,5,..,83,0,82,0,81,..,15,0,15,0,15,..,30,3,34,0,34,..,12,0,12,0,11,..,41,7,48,0,48,..,189,12,201,4,202,..,107,17,124,3,128,..,35,0,33,0,36,..,35,19,56
207011148,0,6,0,6,..,71,3,74,0,74,..,25,0,25,0,25,..,43,0,46,0,45,..,10,0,11,0,11,..,30,0,30,0,30,..,139,22,158,0,158,..,156,20,178,0,176,..,3472,577,4049,20,4071,..,28,3,29,337,368,5394,3496,578,4079,362,9837,5443,..,..,..,..,5443,..,0,0,0,0,0,..,55,7,56,0,56,..,0,0,0,0,0,..,571,158,730,6,732,..,1115,433,1544,0,1548,..,65,27,95,0,95,..,1751,617,2371,9,2376,..,16,0,15,0,15,..,14,0,12,0,12,..,37,0,37,0,37,..,28,0,28,0,28,..,539,80,618,3,623,..,11,0,11,0,11,..,69,0,74,3,75,..,31,0,31,0,31,..,57,4,62,0,62,..,21,0,20,0,20,..,59,0,55,0,55,..,248,4,253,3,255,..,284,31,322,0,318,..,38,0,33,0,38,..,60,15,69
207011149,0,5,0,5,..,48,0,54,0,54,..,56,5,64,0,64,..,36,3,39,0,39,..,6,0,7,0,7,..,4,0,4,0,4,..,85,5,87,0,87,..,106,17,122,9,122,..,1948,274,2223,19,2239,..,11,0,11,368,378,7347,1959,272,2235,389,9969,8266,..,..,..,..,8266,..,4,0,4,0,4,..,32,6,41,0,41,..,0,0,0,0,0,..,193,35,234,0,238,..,601,209,813,3,815,..,33,5,43,0,43,..,829,252,1081,6,1087,..,11,7,23,0,23,..,6,0,6,0,6,..,133,4,132,0,132,..,45,3,51,0,55,..,246,33,277,3,279,..,19,0,15,0,15,..,71,3,76,0,76,..,6,0,6,0,6,..,30,0,36,0,34,..,0,0,0,0,0,..,63,7,68,0,68,..,189,10,204,0,201,..,181,23,200,0,201,..,39,8,43,0,48,..,46,5,57
207011150,0,3,0,3,..,13,0,20,0,20,..,40,3,37,0,37,..,9,0,9,0,9,..,6,0,6,0,6,..,13,0,13,0,13,..,51,7,57,0,57,..,99,20,111,0,115,..,1323,147,1469,8,1476,..,16,0,16,255,271,6220,1334,147,1480,264,7967,6365,..,..,..,..,6365,..,3,0,3,0,3,..,14,4,16,0,16,..,0,0,0,0,0,..,154,14,164,3,169,..,371,132,502,0,507,..,30,3,30,0,30,..,551,153,700,3,703,..,4,3,13,0,13,..,11,0,11,0,11,..,50,0,50,0,52,..,39,3,38,0,38,..,223,28,246,4,251,..,4,0,4,0,4,..,51,3,50,3,54,..,5,0,5,0,5,..,29,0,27,0,27,..,3,0,3,0,3,..,18,0,18,0,20,..,110,5,115,0,118,..,89,8,94,0,94,..,26,0,27,0,27,..,11,3,16
207011151,0,15,0,15,..,110,3,114,0,114,..,96,14,106,0,110,..,70,3,78,0,78,..,34,5,43,0,43,..,13,0,13,0,13,..,158,18,177,0,177,..,232,23,253,6,258,..,2484,269,2756,13,2770,..,27,3,27,682,710,7692,2509,276,2785,698,11173,8083,..,..,..,..,8083,..,5,0,5,0,5,..,80,51,127,0,132,..,0,0,0,0,0,..,141,27,168,0,168,..,519,129,654,3,651,..,52,13,60,0,60,..,712,166,879,3,883,..,8,0,8,0,8,..,16,0,16,0,16,..,68,3,69,0,69,..,53,0,53,0,53,..,138,37,178,0,178,..,38,10,39,0,39,..,128,5,133,0,132,..,19,0,19,0,19,..,40,0,46,0,46,..,15,5,17,3,24,..,137,14,148,0,154,..,375,30,405,3,414,..,112,8,127,0,128,..,45,3,51,0,51,..,43,18,60
207011152,0,7,0,7,..,51,3,54,0,54,..,55,3,54,0,54,..,30,0,30,0,30,..,18,3,26,0,26,..,4,0,4,0,4,..,62,5,69,0,69,..,123,20,144,7,149,..,1634,208,1842,14,1857,..,14,3,17,393,408,4982,1647,209,1855,412,7248,5487,..,..,..,..,5487,..,9,0,9,0,9,..,33,20,50,0,51,..,0,0,0,0,0,..,114,19,128,0,132,..,431,123,555,4,560,..,39,14,48,0,48,..,584,151,729,10,742,..,8,0,4,0,4,..,8,0,8,0,8,..,52,0,52,0,52,..,33,0,33,0,32,..,142,37,177,0,177,..,4,0,4,0,4,..,80,3,79,0,79,..,7,0,11,0,11,..,32,0,32,0,32,..,11,7,17,0,17,..,98,12,108,0,108,..,234,17,250,0,251,..,80,9,91,3,97,..,22,7,29,0,29,..,36,7,39
207011153,0,11,0,11,..,52,6,58,0,58,..,69,6,76,0,76,..,29,0,29,0,29,..,15,3,24,0,24,..,17,0,19,0,19,..,171,24,192,0,190,..,137,17,154,10,166,..,2415,386,2799,31,2831,..,25,0,25,699,730,8242,2443,382,2824,733,11807,8682,..,..,..,..,8682,..,13,0,13,0,13,..,36,3,36,5,41,..,0,0,0,0,0,..,330,48,378,0,381,..,794,286,1080,3,1084,..,51,22,77,0,77,..,1176,354,1538,3,1536,..,35,0,35,0,35,..,4,0,4,0,4,..,71,3,72,0,72,..,60,0,60,0,60,..,297,64,363,3,366,..,0,0,0,0,0,..,69,5,69,0,69,..,11,0,11,0,11,..,28,3,30,0,30,..,12,0,7,0,7,..,65,0,62,0,62,..,180,6,189,0,189,..,236,35,269,0,269,..,49,4,62,0,59,..,40,9,51
207011154,0,0,0,0,..,21,0,21,0,21,..,13,3,15,0,16,..,14,3,13,0,13,..,3,0,4,0,4,..,6,0,6,0,4,..,32,0,35,0,36,..,44,6,49,0,53,..,760,93,851,12,862,..,10,0,10,160,168,2199,763,93,859,170,3221,2221,..,..,..,..,2221,..,3,0,3,0,3,..,16,0,16,0,16,..,0,0,0,0,0,..,81,25,101,5,108,..,134,45,181,0,185,..,7,3,11,0,11,..,228,69,300,6,303,..,5,0,5,0,8,..,5,0,5,0,5,..,15,0,15,0,15,..,22,0,22,0,22,..,123,23,144,3,150,..,0,0,0,0,0,..,16,0,16,0,22,..,3,0,4,0,4,..,6,0,6,0,6,..,4,0,4,0,4,..,15,0,15,0,15,..,45,0,48,0,48,..,110,20,132,0,132,..,16,3,16,0,16,..,18,6,24
