SA2_MAINCODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
201021011,0,0,0,0,3,4,3,0,4,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,53,99,149,68,37,49,27,3,4,3,4,0,0,13,506,0,0,0,6,6,13,15,4,0,0,0,0,3,0,0,52,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,17,26,52,30,28,19,17,4,3,6,4,8,0,5,215,11,127,202,300,200,141,142,107,23,10,17,23,22,8,51,1366
201021012,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,56,71,33,9,23,20,0,0,0,0,4,0,11,243,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,25,12,4,4,0,0,0,0,0,0,0,7,69,0,53,104,145,81,42,52,49,3,8,8,6,6,0,28,584
201031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,53,11,11,10,4,0,0,0,0,0,0,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,7,4,7,3,0,0,0,0,0,0,42,0,22,65,92,36,38,23,13,3,0,0,0,0,3,14,298
201031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,48,54,20,5,4,3,0,0,0,0,0,0,18,174,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,7,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,6,5,5,5,0,0,0,5,0,0,8,52,4,46,73,89,55,27,25,15,3,3,3,10,6,4,59,418
201031015,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,73,15,13,14,18,0,0,4,3,0,0,11,201,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,4,0,3,0,0,0,0,0,0,0,0,39,0,54,69,119,43,34,40,33,3,0,3,4,0,0,20,421
201031016,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,101,95,24,9,3,7,0,0,0,0,0,0,11,294,0,0,4,0,3,3,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,5,4,5,14,0,3,0,3,0,0,3,63,6,69,159,134,61,41,34,56,5,11,8,17,10,0,36,645
201031017,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,73,96,30,11,8,3,0,0,3,0,0,0,14,271,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,7,6,15,0,0,0,0,0,0,0,3,55,0,69,129,139,77,39,33,22,0,10,3,0,6,6,25,559
202011018,0,0,0,7,0,11,15,0,0,0,5,0,0,0,0,31,0,0,0,0,0,4,9,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,5,41,3,4,13,18,3,5,8,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,60,72,28,23,24,16,3,3,5,0,3,0,21,296,0,0,0,3,5,3,9,3,0,0,5,3,0,0,0,34,0,0,0,0,3,0,3,3,0,0,0,0,0,6,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,7,19,16,9,11,17,75,11,11,26,26,15,6,23,266,3,72,112,141,96,100,138,302,46,50,87,90,71,45,84,1429
202011019,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,39,0,5,3,3,8,8,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,47,60,24,12,15,12,0,0,0,0,0,0,14,217,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,5,4,6,8,48,3,3,8,0,4,3,3,104,9,52,66,97,66,40,54,147,6,8,19,12,25,12,32,647
202011020,0,0,0,3,4,0,8,4,3,5,0,0,0,0,0,36,0,0,0,10,8,5,9,12,5,0,3,3,0,3,3,65,0,0,0,0,0,0,3,20,8,6,0,0,3,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,59,63,40,26,28,23,0,0,3,5,0,0,5,298,0,0,0,3,3,0,6,3,3,0,0,0,3,0,4,29,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,5,13,12,5,22,50,4,10,16,16,11,8,12,198,8,93,112,119,106,95,193,231,47,59,50,52,44,31,53,1276
202011021,0,0,0,3,0,3,13,8,3,0,0,0,0,0,0,29,0,0,0,0,0,0,4,5,7,3,0,0,0,0,0,20,0,0,0,0,0,0,3,4,8,5,10,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,36,50,13,21,16,10,3,3,3,0,0,0,3,185,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,3,6,9,4,5,18,31,4,9,15,8,16,13,7,155,3,47,61,95,55,59,143,145,35,29,53,20,49,37,42,862
202011022,0,0,0,0,6,0,6,4,0,0,3,0,0,0,0,20,0,0,0,3,0,3,0,14,0,3,0,0,3,0,3,30,0,0,0,0,0,0,10,41,12,0,11,12,6,10,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,55,101,100,31,30,24,15,5,0,0,0,0,3,13,396,0,0,0,3,0,0,3,7,0,0,0,0,9,0,0,25,0,0,0,0,0,0,7,4,3,3,5,4,3,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,12,8,21,19,6,33,103,25,18,30,12,25,12,12,336,14,127,171,174,105,130,188,334,65,37,95,43,68,42,73,1664
202011023,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,18,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,32,3,4,7,5,5,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,6,0,0,0,0,22,0,15,27,49,17,22,41,26,9,5,9,3,3,0,11,230
202011024,0,0,0,0,0,0,10,10,5,0,0,0,3,0,0,29,0,0,0,0,0,0,13,3,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,25,45,29,17,28,23,9,0,4,0,0,0,10,211,0,0,0,0,0,0,5,4,0,5,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,8,7,4,5,7,11,0,0,0,0,3,0,3,47,0,42,52,78,53,46,111,116,20,14,6,4,9,4,18,578
202011025,0,0,0,0,3,0,0,9,3,0,3,0,0,0,0,25,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,36,3,0,4,7,3,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,36,56,11,6,9,11,0,3,0,3,0,0,5,174,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,3,8,14,5,6,26,85,0,3,9,4,4,0,12,175,3,43,65,94,48,56,107,261,35,20,36,27,18,11,45,875
202021026,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,61,25,22,18,18,0,0,0,3,0,0,11,223,0,0,0,0,3,3,4,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,3,4,5,0,0,0,0,0,0,3,36,0,45,66,95,72,49,56,52,3,3,0,6,0,0,28,474
202021027,0,0,0,3,5,3,9,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,43,88,74,56,41,29,22,3,5,0,9,3,0,23,386,0,0,0,13,5,4,8,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,13,26,12,13,27,11,5,3,0,7,23,7,69,228,7,97,154,154,116,108,139,82,15,23,18,22,34,10,274,1254
202021028,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,113,140,43,27,35,9,0,0,0,3,3,0,13,438,0,0,3,13,4,0,4,0,0,0,3,0,0,0,0,24,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,24,20,9,8,6,0,0,3,0,0,0,7,108,0,106,181,225,119,83,92,52,3,7,10,7,3,5,46,939
