SA2_MAINCODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
212051327,0,0,3,7,26,18,34,29,9,7,0,4,3,0,0,141,0,3,21,68,54,160,104,97,8,14,3,14,17,12,7,585,0,0,0,3,3,3,9,4,0,0,0,0,0,0,0,32,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,25,0,0,0,47,44,37,5,0,0,0,0,0,0,0,8,144,3,73,128,158,76,57,67,30,4,7,4,11,8,0,17,642,0,0,0,6,7,6,14,8,4,0,4,0,3,3,0,63,0,0,0,9,118,53,12,10,0,3,3,6,0,0,8,220,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,34,100,184,118,189,139,82,10,14,7,10,12,3,23,936,12,328,828,1109,955,1492,1502,1035,235,200,239,265,243,105,223,8759
213011328,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,39,10,86,50,6,7,9,7,221,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,28,0,0,0,12,3,4,0,0,0,0,0,0,0,0,0,19,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,19,0,19,21,31,16,14,8,4,3,0,4,0,0,0,9,125,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,95,170,68,100,10,24,19,13,20,7,24,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,39,29,46,54,85,128,201,47,45,99,74,64,37,27,974,7,175,210,207,256,396,416,709,142,266,343,207,193,134,163,3835
213011329,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,3,16,24,11,0,0,0,0,0,0,0,57,0,0,0,0,7,6,4,3,0,0,0,0,0,0,0,27,0,0,0,67,18,40,40,7,0,0,0,0,0,0,10,176,0,0,0,12,13,12,8,3,0,0,3,0,0,0,3,61,0,0,0,8,4,4,7,7,5,0,0,0,5,0,3,47,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,13,0,0,0,7,494,718,237,146,17,25,24,41,31,23,56,1832,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,9,0,4,7,71,147,253,234,73,6,8,8,15,12,3,25,884,0,30,80,303,851,1507,961,505,50,94,91,97,99,43,149,4852
213011330,0,0,0,0,3,3,5,12,0,0,0,0,0,0,0,25,0,0,0,0,3,28,59,60,10,14,10,8,3,3,4,211,0,0,0,0,9,23,20,26,6,0,0,4,4,5,8,104,0,0,8,118,32,32,25,8,0,0,7,4,7,0,14,262,0,0,0,38,15,12,19,3,3,3,0,0,0,0,3,102,0,41,68,75,27,6,20,28,6,0,0,9,0,0,15,297,0,0,0,0,0,7,9,13,4,3,0,0,4,0,0,40,0,0,0,0,364,788,323,236,64,37,40,69,39,16,77,2063,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12,0,22,37,260,286,553,758,558,131,120,95,75,79,58,95,3123,3,260,487,893,1059,2134,2437,2593,469,520,437,476,381,294,427,12859
213011331,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,11,0,0,0,9,0,35,9,14,0,0,0,0,0,0,3,75,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,107,31,43,30,12,0,0,6,0,3,0,9,244,0,0,0,12,11,9,0,0,0,0,0,0,0,0,0,37,0,0,14,20,11,8,3,5,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,3,131,197,70,72,13,8,17,15,8,5,18,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,23,148,155,346,161,100,11,8,11,11,11,24,23,1094,0,118,183,508,474,1058,528,490,61,64,105,71,84,59,105,3889
213011332,0,0,0,0,7,3,3,4,0,0,0,0,0,0,0,18,0,0,0,9,5,14,27,40,12,15,15,17,3,9,0,181,0,0,0,0,3,5,3,6,0,0,0,3,0,0,3,28,0,0,15,265,37,28,25,5,0,0,3,0,12,0,3,396,0,0,0,13,18,7,4,0,0,0,0,0,0,0,3,48,0,19,46,39,19,7,13,10,3,6,0,3,0,0,7,172,0,0,0,9,3,6,3,8,0,0,0,0,0,0,3,32,0,0,0,3,221,238,83,71,11,15,7,16,5,4,20,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,63,275,188,153,130,83,11,16,17,8,20,9,30,1040,5,243,589,1187,796,734,531,483,80,107,111,89,89,43,162,5254
213011333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,3,20,13,17,5,8,0,0,3,0,0,76,0,0,0,0,0,6,4,3,3,3,0,0,0,0,0,26,0,0,6,257,52,40,43,5,3,3,3,3,3,0,6,439,0,0,0,14,14,4,11,4,0,0,0,0,0,0,4,57,0,8,32,57,30,7,3,3,10,0,0,0,0,0,8,145,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,7,360,652,330,270,43,50,48,59,44,24,85,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,224,225,280,411,258,51,53,51,43,34,13,40,1735,0,157,332,1012,877,1351,1125,959,211,190,195,173,173,80,212,7051
213011334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,9,20,16,29,6,24,28,11,11,0,9,172,0,0,0,0,0,10,24,12,3,5,0,4,3,3,0,59,0,0,9,139,24,39,18,9,3,3,3,3,3,0,16,266,0,0,0,20,3,7,11,0,0,0,6,0,0,0,3,46,0,22,42,48,15,12,3,13,0,0,0,0,3,0,3,168,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,0,0,0,6,447,937,454,467,71,88,150,111,116,64,96,3014,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,65,130,279,189,274,480,343,69,72,85,88,92,41,76,2283,3,431,880,1056,963,1676,1411,1894,311,398,599,556,492,302,411,11388
213011335,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,13,19,3,10,10,7,0,3,0,79,0,0,0,0,4,19,11,3,0,0,0,0,0,0,0,47,0,0,7,151,30,30,7,0,0,0,0,9,0,0,18,250,0,0,0,14,8,7,7,3,0,0,0,0,0,0,3,48,0,22,12,42,11,9,0,8,0,0,0,7,0,0,10,122,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,6,683,1170,555,483,89,81,144,104,118,32,156,3633,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,10,0,43,63,211,118,206,320,260,38,64,89,61,75,46,52,1655,5,322,567,918,1073,1858,1319,1562,229,361,528,477,435,222,398,10268
213011336,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,5,6,10,11,8,65,12,10,10,4,0,132,0,0,0,0,3,8,9,10,3,0,3,6,8,0,3,54,0,0,3,21,4,4,0,0,0,0,0,0,0,0,0,42,0,0,0,3,4,3,9,3,0,0,3,0,0,0,0,28,0,14,19,40,16,8,8,6,0,5,0,0,0,0,0,121,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,0,244,310,158,180,23,53,83,47,52,28,45,1227,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,33,12,42,73,84,123,238,51,145,158,129,158,54,37,1341,0,122,175,223,456,600,501,889,150,389,405,323,338,163,168,4897
213011337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,6,41,37,0,3,8,0,128,0,0,0,0,6,3,3,22,3,4,0,0,0,0,0,43,0,0,0,14,3,3,3,0,0,0,0,0,0,0,0,20,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,12,0,4,16,20,12,0,4,0,0,0,0,0,0,0,8,68,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,653,929,444,378,56,76,139,86,71,40,153,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,72,100,117,151,191,35,64,111,77,51,41,25,1118,3,250,413,354,873,1289,767,867,168,273,383,226,174,123,305,6469
213011338,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,12,0,0,3,0,7,3,8,27,6,47,31,12,3,9,9,164,0,0,0,0,0,13,13,23,7,0,0,5,3,0,0,63,0,0,22,206,29,43,24,3,3,0,0,0,3,0,10,340,0,0,0,33,19,19,23,9,5,0,0,0,0,3,4,118,0,16,35,79,20,5,6,14,8,0,0,4,0,0,8,208,0,0,0,0,0,0,3,8,0,3,0,0,3,0,0,19,0,0,0,3,500,894,356,285,60,78,93,53,54,23,119,2527,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,63,92,216,175,214,388,359,71,118,105,77,91,39,73,2076,0,417,887,1089,917,1651,1270,1234,275,446,441,313,317,156,368,9766
213011339,0,0,0,0,3,0,18,0,3,0,0,0,3,0,0,31,0,0,3,9,9,46,39,43,3,5,6,3,7,0,5,183,0,0,0,0,0,0,4,4,0,0,7,0,0,7,0,22,0,0,6,89,20,27,7,5,7,0,5,0,3,3,9,187,0,0,0,10,6,8,0,7,0,0,0,0,0,0,3,38,0,9,25,39,16,16,6,11,5,3,3,7,0,0,10,156,0,0,0,0,0,3,3,13,4,0,0,0,0,3,0,29,0,0,0,0,44,72,28,9,6,7,3,10,3,4,4,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,19,108,116,181,141,102,19,24,19,40,27,9,31,834,3,120,228,556,390,672,690,944,124,169,252,256,230,141,209,4983
213011340,0,0,0,0,12,7,15,4,0,0,0,6,0,0,0,33,0,0,0,12,10,70,18,45,8,10,3,6,3,9,6,193,0,0,0,3,3,5,3,3,0,0,3,0,0,0,3,25,0,3,17,238,46,39,13,4,0,0,0,0,0,0,9,363,0,0,0,14,9,10,7,3,0,0,0,0,0,0,0,44,0,11,56,80,27,33,16,16,9,3,3,0,3,3,10,274,0,0,0,0,6,3,5,0,3,0,6,0,0,0,0,24,0,0,0,0,158,94,20,13,6,3,8,6,3,3,7,324,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,19,69,283,194,184,94,29,21,18,6,4,7,7,30,972,3,214,632,1362,855,978,481,350,78,78,84,60,54,49,151,5425
213021341,0,0,0,7,6,7,7,13,8,0,3,0,0,0,4,68,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,3,6,14,0,3,3,3,5,0,3,40,0,0,8,21,0,5,0,0,0,0,0,0,0,0,0,33,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,9,4,90,172,130,52,45,82,75,27,16,23,12,17,11,19,768,0,3,0,6,6,10,4,12,4,3,9,4,0,0,0,58,0,0,0,5,42,42,10,16,3,3,3,3,3,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,52,66,29,48,66,80,24,25,22,19,30,30,11,521,10,335,533,427,255,345,407,498,146,106,149,112,119,62,106,3614
213021342,0,0,0,8,3,3,10,3,0,3,0,5,7,0,8,54,0,3,0,4,5,11,15,21,3,0,0,0,0,3,3,72,0,0,0,0,5,10,11,5,3,0,7,0,6,0,0,44,0,0,7,158,29,40,19,4,0,0,0,0,0,0,7,267,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,14,6,42,180,166,67,47,43,39,17,17,5,5,0,0,13,647,0,0,0,0,3,4,7,5,0,0,0,3,3,0,3,33,0,0,0,4,150,165,43,31,5,3,13,3,8,7,13,449,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,14,0,19,64,211,172,164,217,113,30,24,26,31,41,16,40,1166,4,273,753,1013,738,853,887,834,173,194,199,218,224,108,224,6711
213021343,0,0,3,3,3,0,4,6,0,3,3,4,0,0,0,30,0,0,0,5,3,7,3,0,6,7,0,4,0,0,3,54,0,0,0,0,3,5,8,24,0,4,3,0,10,0,3,57,0,0,23,82,8,16,3,3,0,0,0,0,0,0,6,141,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,17,0,35,47,63,26,20,30,41,7,16,5,3,4,0,19,309,0,0,0,3,4,3,0,13,0,0,0,0,0,3,0,31,0,0,0,0,197,184,42,22,5,7,7,4,4,0,18,492,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,38,88,131,66,95,122,103,33,24,25,25,31,18,33,840,6,354,891,723,482,622,574,583,133,164,138,143,145,64,209,5229
213021344,0,0,0,3,11,11,17,28,0,0,0,11,3,0,0,86,0,0,0,3,0,12,8,3,0,3,0,0,3,0,0,34,0,0,0,0,3,11,3,3,0,0,0,0,4,0,3,27,0,0,11,88,14,6,0,0,0,3,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,87,111,74,75,122,99,44,35,17,18,18,4,19,773,0,0,0,4,8,8,23,22,9,3,3,0,0,4,0,84,0,0,0,0,51,29,7,12,0,5,0,0,0,0,7,107,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,35,29,131,58,67,86,60,12,23,28,30,23,26,27,636,8,207,382,561,425,441,608,552,158,157,132,122,109,75,137,4082
213021345,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,14,0,0,0,0,3,3,0,7,0,0,5,0,0,0,0,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,0,0,0,18,8,11,4,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,39,15,20,14,10,0,4,3,3,0,0,0,152,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,26,25,16,8,0,4,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,17,55,47,66,41,24,5,5,14,8,9,0,3,300,0,44,110,212,165,260,288,289,47,68,70,61,60,39,30,1747
213021346,0,0,0,3,9,9,13,19,5,0,3,6,6,0,0,78,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,17,0,0,0,0,4,0,9,4,0,0,4,0,0,0,3,28,0,0,4,39,11,5,3,0,0,0,0,0,0,0,0,66,0,0,0,8,0,3,3,0,0,0,0,0,0,0,0,11,8,57,134,149,78,96,174,123,23,30,28,24,23,23,18,991,0,0,0,14,12,8,18,12,7,10,0,11,3,8,0,102,0,0,0,0,36,11,9,12,0,0,0,0,0,0,10,84,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,9,0,27,50,76,46,69,90,70,12,25,20,21,11,8,4,530,10,214,386,477,326,350,527,390,96,99,78,115,80,84,70,3296
213031347,0,0,0,0,3,3,5,8,0,3,0,0,0,0,3,25,0,0,0,5,3,13,10,34,6,41,17,6,13,8,9,174,0,0,0,0,7,8,8,14,0,0,0,0,0,5,0,48,0,0,0,33,3,7,3,3,0,0,0,0,0,0,0,55,0,0,0,19,10,10,6,0,0,0,0,0,0,0,6,49,0,15,40,45,16,26,20,22,8,9,14,5,4,3,18,237,0,0,0,0,3,4,9,5,0,0,4,0,0,0,3,29,0,0,0,12,837,1086,419,397,46,75,111,119,97,55,154,3393,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,10,10,79,130,228,403,312,91,115,131,108,123,56,76,1872,5,85,196,336,1167,1745,1431,1490,310,434,502,502,488,295,462,9443
213031348,0,0,0,0,8,5,14,3,0,0,0,0,0,0,0,28,0,0,0,0,0,10,7,16,0,10,9,6,12,13,3,80,0,0,0,0,4,10,20,22,0,6,3,7,5,0,3,78,0,0,0,41,12,6,4,5,0,0,0,0,0,0,0,65,0,0,0,12,3,3,0,3,0,3,3,3,0,0,0,27,3,12,31,58,27,54,59,42,10,11,18,16,14,3,10,368,0,0,0,0,3,13,11,6,3,3,3,3,5,6,0,63,0,0,0,6,418,379,138,196,29,59,93,84,66,42,67,1568,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,14,0,8,27,77,101,150,194,281,66,91,110,135,136,78,46,1490,8,92,247,351,728,914,886,1272,239,419,559,608,616,363,249,7534
213031349,0,0,0,0,3,7,5,5,5,0,0,0,0,4,0,37,0,0,0,4,4,4,5,17,3,3,3,3,6,4,0,60,0,0,0,0,0,5,8,11,0,4,0,3,3,0,6,41,0,0,0,24,0,15,3,0,0,0,0,0,3,0,3,46,0,0,0,13,9,6,0,9,4,0,3,0,0,0,0,40,0,9,25,38,16,27,32,13,7,16,3,13,5,6,3,211,0,0,0,0,0,7,3,8,0,0,0,3,4,4,0,37,0,0,0,5,505,390,103,83,25,15,26,22,30,7,20,1238,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,12,16,93,111,129,128,129,30,55,49,49,45,32,17,899,0,97,161,346,775,925,712,759,165,215,232,277,291,178,125,5253
213031350,0,0,0,0,4,3,4,3,0,0,3,0,0,0,0,23,0,0,0,0,3,10,0,0,0,5,3,4,4,4,0,30,0,0,0,0,3,3,7,8,0,0,3,0,0,0,0,38,0,0,7,66,13,9,0,3,0,0,0,0,0,0,5,99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,24,35,45,42,56,55,13,22,6,9,4,4,4,335,0,0,0,0,8,12,3,6,4,3,0,3,3,0,4,56,0,0,0,0,127,103,38,25,3,20,6,13,4,4,3,342,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,13,0,4,16,76,48,44,88,82,12,14,27,45,27,23,18,523,3,48,181,299,332,363,385,394,68,100,95,131,95,63,80,2647
213031351,0,0,0,0,6,6,3,4,0,0,0,3,0,0,0,20,0,0,0,3,3,8,0,4,0,0,0,0,4,5,0,26,0,0,0,0,0,6,6,13,0,4,0,3,0,0,9,37,0,0,3,36,11,4,0,0,0,0,0,0,0,0,0,57,0,0,0,10,9,5,3,3,0,0,0,0,0,0,0,30,0,10,27,50,36,21,51,28,16,3,7,0,5,0,9,258,0,0,0,3,7,5,9,3,0,3,3,4,4,6,3,45,0,4,0,0,243,245,68,84,17,15,33,36,30,9,36,815,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,7,26,79,71,120,154,207,39,55,82,99,81,48,29,1080,3,77,209,363,515,586,537,713,155,195,242,262,256,162,146,4431
213031352,0,0,0,0,13,11,12,13,0,0,3,0,0,0,0,55,0,0,0,5,3,6,3,8,3,0,0,3,3,3,0,38,0,0,0,0,0,3,7,6,0,3,5,3,5,0,7,39,0,3,9,97,21,14,0,4,0,0,3,0,0,0,6,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,22,46,75,64,62,153,90,17,28,15,23,16,6,5,622,0,0,0,7,4,8,20,9,10,6,3,7,3,0,3,78,0,0,0,0,172,91,12,14,3,0,7,5,0,0,7,312,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,15,19,84,85,70,83,73,13,11,34,39,34,24,22,607,0,133,353,522,505,423,542,452,97,115,137,120,99,64,103,3676
213041353,0,0,4,3,8,9,13,24,0,9,3,0,0,3,3,72,0,0,0,6,0,0,0,0,0,4,0,7,5,4,0,25,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,16,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,62,166,276,102,60,65,90,9,10,4,3,3,0,34,902,0,0,0,8,8,4,6,7,7,0,3,0,0,0,5,43,0,0,0,3,5,8,3,8,0,0,5,0,3,0,0,36,0,0,0,0,0,0,3,7,4,3,0,0,0,0,0,21,0,14,35,84,50,20,31,41,3,4,9,4,14,0,10,308,8,193,352,526,291,212,312,352,46,50,47,42,35,27,97,2593
213041355,0,0,0,0,3,11,55,31,4,6,0,0,0,0,3,115,0,0,0,7,9,50,50,94,21,9,14,13,10,5,3,274,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,21,0,4,11,156,32,41,32,4,3,0,3,0,5,0,3,300,0,0,3,16,6,14,3,0,0,0,0,0,0,0,0,42,3,10,43,84,37,35,32,38,6,6,8,7,4,3,4,321,0,0,0,0,0,0,14,4,0,5,0,0,0,0,0,29,0,0,0,0,50,44,16,24,10,3,3,5,0,7,10,183,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,13,0,11,21,218,196,249,201,156,18,23,29,24,19,3,34,1199,3,125,376,957,622,870,1022,1226,225,200,169,155,105,62,176,6288
213041356,0,0,0,4,3,4,13,8,0,0,0,0,0,0,0,36,0,0,0,3,3,13,3,7,0,0,0,3,0,0,0,40,0,0,0,0,0,0,9,4,5,0,0,3,0,5,0,36,0,0,0,23,7,14,8,0,0,0,0,0,0,0,0,50,0,0,0,20,4,4,0,0,0,0,0,0,0,0,0,32,0,52,161,251,95,57,32,33,4,0,4,3,0,0,35,724,0,0,0,4,7,0,10,8,0,0,0,0,0,0,0,27,0,0,0,0,18,26,15,19,4,3,6,6,3,0,7,98,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,12,0,22,40,140,72,148,290,151,30,21,44,38,38,17,28,1083,0,240,453,674,372,470,703,505,108,106,103,129,105,51,145,4171
213041357,0,0,0,0,7,5,16,24,0,0,0,7,0,0,0,59,0,0,8,3,3,9,18,69,22,11,0,6,3,4,0,161,0,0,0,0,0,6,16,24,3,3,3,3,0,0,0,64,0,0,0,29,0,7,12,7,0,0,0,0,0,0,0,57,0,0,0,7,6,3,7,0,0,0,0,0,0,0,0,23,0,70,156,306,90,72,36,67,5,8,7,3,4,0,29,844,0,0,3,7,0,0,12,15,3,0,4,3,3,3,0,52,0,0,0,3,16,23,14,16,3,3,5,3,3,5,10,96,0,0,0,0,3,0,10,26,0,0,0,0,0,0,0,43,0,23,27,106,84,164,345,304,51,40,49,55,56,19,35,1367,7,245,390,667,373,526,930,1452,186,197,212,211,172,111,189,5871
213041358,0,0,0,0,6,10,11,21,3,0,4,0,0,0,0,57,0,0,0,0,6,9,19,40,0,3,0,0,4,0,3,84,0,0,0,0,3,7,0,12,0,0,3,3,3,0,3,30,0,0,0,14,0,12,4,12,0,0,0,0,0,0,4,46,0,0,0,10,3,6,0,7,0,0,0,0,0,0,0,18,0,30,123,181,74,50,40,45,0,9,6,5,6,7,16,596,0,0,0,4,0,0,4,0,8,3,0,0,0,0,0,17,0,0,0,0,12,9,9,17,0,0,0,3,0,0,3,59,0,0,0,0,0,0,5,3,0,0,3,0,3,0,0,18,0,13,19,100,69,121,296,235,33,29,40,24,27,8,32,1046,0,126,308,467,297,416,733,872,116,117,132,116,106,34,132,3969
213041359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,14,13,0,0,7,0,0,0,0,0,0,0,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,91,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,8,12,3,3,0,0,0,0,0,0,46,113,0,42,82,87,39,37,37,35,8,11,9,8,5,3,311,705
213041360,0,0,0,0,6,8,22,5,6,0,0,0,4,0,0,54,0,0,0,0,9,66,88,50,11,3,0,3,3,5,5,237,0,0,0,0,5,19,15,12,3,0,0,5,5,0,0,59,0,0,3,115,44,69,46,10,0,0,0,3,0,0,8,308,0,0,0,14,7,12,3,3,0,0,0,0,0,0,3,44,0,20,28,40,17,21,31,28,16,3,0,6,0,3,3,229,0,0,0,0,3,0,6,6,3,0,0,10,3,0,3,32,0,0,0,3,121,136,68,52,5,5,5,7,13,8,16,446,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,0,4,18,154,234,377,370,155,16,12,21,38,16,15,46,1481,0,98,215,598,691,1273,1620,1197,188,163,144,162,140,104,167,6748
