SA2_MAINCODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
206061138,0,0,0,0,4,7,3,0,0,14,0,0,0,0,3,4,0,0,0,10,0,7,41,24,21,28,19,3,0,138,3,0,5,8,5,4,3,0,0,29,3,25,70,41,23,42,11,5,0,224,0,6,32,17,36,24,25,9,0,138,12,42,69,34,43,30,37,3,3,263,12,45,59,23,12,12,7,4,0,185,0,9,16,22,15,7,8,0,0,84,0,6,27,28,9,4,3,0,0,82,3,13,86,66,82,67,47,19,3,382,0,3,33,22,39,34,33,12,7,186,5,39,140,105,113,115,86,23,4,632,0,9,26,15,12,15,8,0,0,81,3,7,23,13,28,16,4,0,0,100,7,19,36,21,28,28,13,5,0,155,0,9,59,39,55,82,86,23,0,355,4,18,27,11,14,19,6,0,0,99,0,3,11,17,10,14,3,0,0,60,0,7,42,18,40,27,21,7,4,180
206071139,0,0,9,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,11,0,4,56,22,24,12,3,0,0,126,0,0,20,6,7,0,0,0,0,34,3,10,96,46,13,13,8,0,0,181,0,8,20,18,13,4,0,0,0,70,9,36,93,35,20,12,5,0,0,216,11,50,110,52,17,12,3,0,0,246,0,9,33,32,16,9,3,0,0,105,0,6,57,28,12,8,0,0,0,110,0,8,97,41,10,4,0,0,0,167,0,0,23,10,4,4,0,0,0,46,0,30,260,124,51,16,9,0,0,491,0,5,42,14,8,6,5,0,0,73,0,3,41,35,27,9,3,3,0,124,0,6,66,42,41,26,10,0,0,187,0,10,94,37,29,18,11,0,0,199,0,10,47,9,3,7,3,3,0,75,0,3,32,9,14,5,3,0,0,65,0,7,54,27,14,11,3,0,0,117
206071140,0,5,0,5,0,3,0,0,0,13,0,0,0,0,3,0,0,0,0,7,0,3,38,12,12,9,4,3,0,79,0,4,11,0,0,0,3,0,0,17,3,16,55,15,30,9,3,0,0,135,3,3,17,11,12,10,3,0,3,58,3,23,54,24,20,13,3,0,0,140,7,51,94,19,15,5,0,0,0,200,0,4,24,15,22,10,3,0,0,72,0,10,41,42,11,10,7,0,0,116,0,9,40,40,31,19,3,0,0,147,0,3,15,12,3,7,3,0,0,41,3,44,200,84,74,37,50,4,0,491,0,8,27,8,6,8,0,0,0,67,0,3,48,29,24,21,7,0,0,134,5,23,91,60,39,43,24,3,0,296,0,7,61,41,24,32,17,3,0,187,4,9,35,9,5,4,3,3,0,79,0,3,13,3,5,5,0,0,0,36,0,10,30,15,13,11,6,0,0,93
206071141,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,5,0,8,49,23,17,9,7,0,0,111,0,3,14,9,5,0,0,0,0,32,4,5,69,39,15,11,4,3,0,145,0,3,27,13,3,0,3,0,0,47,3,20,79,31,16,9,0,0,0,153,15,51,121,36,14,8,0,0,0,241,0,4,37,24,18,3,0,0,0,92,0,10,51,34,18,5,3,0,0,124,0,3,86,38,28,10,0,0,0,163,0,0,17,3,9,7,0,0,0,34,0,24,249,127,44,25,3,0,0,486,0,13,32,17,8,7,3,0,0,77,0,7,42,33,19,12,3,0,0,118,0,3,73,46,30,9,3,0,0,163,0,9,100,40,26,15,0,0,0,185,0,11,46,21,9,4,4,0,0,89,9,3,23,15,14,11,0,0,0,62,3,8,41,18,20,10,3,0,0,110
206071142,0,0,4,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,5,44,31,16,8,0,0,0,104,0,0,5,6,3,4,0,0,0,17,0,5,73,28,19,6,0,0,0,129,0,5,25,30,14,3,0,0,0,75,5,28,59,30,16,8,6,0,0,157,21,46,127,51,22,11,0,0,0,279,0,3,36,27,17,14,0,0,0,91,0,6,40,38,21,15,4,0,0,124,0,3,47,44,27,10,3,0,0,141,0,0,12,7,4,4,0,0,0,34,0,24,282,121,83,42,10,0,0,565,0,10,18,27,17,5,0,0,0,88,0,5,47,39,37,17,4,0,0,144,0,11,68,43,47,31,8,0,0,208,0,9,94,58,43,20,9,0,0,228,3,10,49,23,21,15,3,0,0,115,0,4,32,6,4,8,3,0,0,61,0,14,53,38,12,14,4,3,0,136
206071143,0,0,5,3,0,4,0,0,0,18,0,0,4,4,0,0,0,0,0,9,0,5,45,32,32,30,6,0,0,161,0,0,7,9,5,3,3,0,0,24,0,17,100,30,37,24,3,0,0,209,0,4,17,14,21,9,0,0,0,69,11,23,74,35,20,15,5,0,0,192,20,54,106,51,20,14,0,0,0,266,4,4,29,18,12,14,9,0,0,93,3,11,50,40,23,12,0,0,0,148,0,3,55,71,30,17,10,0,0,189,0,4,19,16,7,4,5,0,0,55,0,27,239,185,101,67,25,0,0,639,0,9,25,14,14,18,4,0,0,72,0,11,63,44,52,32,5,0,0,208,3,23,83,75,65,41,18,0,0,301,3,15,94,70,44,30,14,0,0,281,8,9,51,30,14,13,6,0,0,138,3,4,31,19,21,11,4,0,0,101,3,6,53,37,17,12,3,0,0,137
206071144,0,0,22,8,4,3,3,0,0,39,0,0,12,8,7,0,0,0,0,30,0,14,174,153,99,63,11,0,0,527,0,3,65,22,15,4,3,0,0,112,7,54,449,170,83,57,16,0,0,837,3,20,95,76,44,25,12,0,0,266,26,103,252,115,61,39,13,0,0,610,58,162,327,127,67,39,14,0,0,782,0,16,131,68,61,29,18,0,0,327,5,26,156,97,62,29,15,0,0,385,0,45,362,174,108,44,12,0,0,745,3,14,131,53,27,17,3,0,0,254,9,99,815,401,200,120,48,3,3,1709,4,33,142,96,53,19,11,0,0,347,0,14,178,93,97,40,9,4,0,436,6,36,198,111,87,53,18,0,0,508,0,41,289,125,90,64,37,3,0,644,10,43,172,54,37,22,7,3,0,341,0,22,84,48,41,21,9,0,0,231,3,21,175,79,60,33,12,3,0,392
206071145,0,0,3,3,3,0,3,0,0,16,0,0,0,4,0,0,0,0,0,7,0,3,31,22,17,23,3,4,0,114,0,3,12,8,3,4,0,0,0,37,0,13,77,30,34,24,5,0,0,189,0,6,17,12,16,11,3,0,0,66,8,28,59,36,19,11,8,0,0,162,19,23,48,21,11,8,4,0,0,128,0,8,8,8,17,7,0,0,0,58,0,3,25,27,32,15,0,0,0,101,0,4,40,54,31,19,3,0,0,144,0,4,20,12,8,9,3,0,0,50,0,15,137,135,93,69,21,0,4,479,0,4,25,17,17,4,3,0,0,66,3,6,35,50,29,12,8,0,0,142,3,12,80,59,50,38,17,0,0,260,3,9,68,58,40,38,14,0,0,234,7,7,28,21,17,11,10,0,0,98,0,3,24,7,6,13,0,0,0,53,0,8,32,19,21,4,10,0,0,100
207011146,0,0,3,0,0,0,0,0,0,6,0,0,3,3,3,3,0,0,0,13,3,4,20,38,47,24,3,0,0,136,0,3,7,17,12,0,0,0,0,35,7,14,26,29,37,21,3,0,0,137,0,4,17,18,28,21,3,0,0,89,12,24,21,18,29,11,5,0,0,134,19,31,11,10,13,7,5,0,0,97,0,3,8,18,20,13,3,0,0,68,0,3,13,17,19,8,3,0,0,63,0,7,27,58,53,15,5,0,0,176,0,6,7,11,6,3,0,0,0,34,0,12,40,116,92,53,12,0,0,323,7,12,10,17,14,8,4,0,0,74,0,0,8,19,18,21,3,0,0,76,4,16,13,26,32,38,11,0,0,139,0,10,21,23,33,31,3,0,0,119,18,18,6,3,6,7,0,0,0,67,0,0,9,8,9,8,9,0,0,49,4,7,20,14,24,10,3,0,0,84
207011147,0,0,3,0,3,3,4,0,0,19,0,0,0,6,0,7,3,0,0,14,0,14,30,33,60,55,12,3,0,216,0,4,13,0,8,4,3,0,0,31,3,23,54,42,75,48,20,0,0,271,0,9,26,25,50,24,13,0,0,149,37,81,59,45,66,36,23,4,0,350,46,51,38,25,35,25,10,0,0,241,0,4,17,27,37,21,8,0,0,114,3,10,19,29,24,22,3,0,0,107,0,11,46,54,71,40,17,3,0,243,0,3,21,26,32,25,6,0,0,124,5,48,96,118,147,123,51,10,0,602,0,8,21,10,17,11,5,3,0,84,0,10,19,27,42,37,14,0,0,145,8,33,30,36,54,45,33,0,0,244,5,17,55,75,92,75,36,7,0,363,18,16,15,10,5,3,8,0,4,77,3,5,22,10,10,14,4,0,0,74,8,21,28,18,49,26,15,5,0,176
207011148,0,3,0,0,10,6,3,0,0,18,0,0,0,0,6,3,0,0,0,11,7,23,43,52,109,68,11,7,0,320,3,5,5,8,17,6,3,0,0,46,10,39,85,80,101,53,19,4,0,387,12,6,15,40,78,52,11,3,0,226,52,95,68,73,111,77,25,3,3,500,66,73,51,35,54,28,0,0,0,311,0,13,24,32,70,48,9,0,0,196,4,9,16,34,49,21,9,0,0,155,0,24,61,69,98,50,21,0,0,321,3,9,23,27,46,24,8,4,0,149,11,48,110,128,204,130,51,7,3,686,5,10,22,25,36,20,12,3,0,121,4,3,26,32,48,49,19,0,0,180,17,45,36,40,67,78,15,0,0,304,5,22,54,89,106,91,38,0,0,408,25,33,19,8,20,7,3,0,0,120,3,14,12,21,24,29,3,3,0,118,4,18,34,38,61,51,10,5,3,228
207011149,0,0,4,7,0,11,0,3,0,23,0,0,3,8,11,11,3,0,0,37,5,21,45,64,104,62,20,5,0,318,0,5,12,19,21,4,3,0,0,69,6,36,90,61,86,56,18,0,0,354,0,9,27,45,68,34,6,3,0,202,34,96,69,54,73,45,28,0,0,395,56,90,58,34,34,14,4,0,0,297,0,9,26,34,38,33,11,3,0,152,3,16,32,41,54,32,7,0,0,176,4,23,82,115,136,67,21,6,0,449,3,14,22,22,30,20,15,5,0,134,8,72,167,213,264,176,85,12,3,988,0,17,41,26,24,30,10,0,0,152,0,7,30,50,50,53,12,4,0,208,27,38,62,66,68,68,26,0,0,362,7,21,62,72,115,100,36,3,0,427,23,26,30,15,16,11,8,0,0,118,0,14,22,18,24,9,7,0,0,96,4,19,34,36,44,37,24,4,0,210
207011150,0,0,3,3,9,0,3,3,0,28,0,0,3,7,6,4,0,0,0,19,3,11,31,59,94,46,20,3,0,270,0,5,17,12,21,5,0,0,0,70,6,33,62,65,95,37,17,0,0,320,0,9,28,37,67,18,6,3,0,170,45,59,58,55,67,35,6,0,0,333,44,52,34,17,22,7,0,4,0,178,3,4,22,29,41,37,5,3,0,144,3,6,28,57,37,25,6,0,0,164,0,26,70,130,133,63,17,3,0,428,3,10,19,28,30,24,5,0,0,120,0,33,113,188,196,145,45,3,0,729,0,5,28,19,30,18,9,0,0,109,0,11,25,17,47,52,8,0,0,170,12,36,37,34,51,61,17,0,0,258,3,11,48,77,91,62,36,3,0,333,26,22,26,20,18,14,5,0,0,121,3,5,24,16,26,21,5,0,0,101,3,13,29,43,47,29,13,4,0,183
207011151,3,0,5,3,0,8,6,0,0,28,0,0,8,8,5,0,3,0,0,31,0,32,111,54,46,32,10,0,0,296,0,0,40,14,10,0,0,0,0,66,3,48,170,67,65,30,10,0,0,389,3,17,61,42,43,14,13,0,0,187,34,142,192,63,47,36,19,3,0,533,64,149,188,51,22,16,7,0,0,498,0,24,47,29,39,21,9,0,0,172,10,21,94,53,35,22,4,0,0,243,3,22,181,171,103,52,19,0,0,543,3,20,50,29,24,28,18,4,0,173,9,73,414,275,203,121,58,7,3,1162,4,28,86,35,32,18,7,3,0,214,0,26,90,52,49,40,11,3,0,264,12,36,206,107,50,52,24,3,0,498,3,19,113,106,93,87,38,9,0,465,19,30,58,21,13,19,6,0,0,164,3,15,50,13,23,11,13,0,0,123,9,27,66,41,32,30,17,7,0,233
207011152,0,3,6,3,4,0,3,0,0,18,0,0,7,8,0,0,0,0,0,10,3,15,51,48,49,26,12,4,0,199,0,4,20,3,5,0,0,0,0,34,7,34,105,57,42,35,17,0,0,305,0,8,47,37,24,24,6,0,0,155,10,65,124,58,36,29,13,0,0,340,32,88,109,36,18,10,3,0,0,287,4,13,43,34,25,20,9,0,0,145,3,10,45,36,26,8,6,0,0,137,0,8,94,103,70,31,18,3,0,332,0,4,38,27,26,13,10,0,0,120,3,63,233,167,149,104,39,3,0,753,3,20,47,22,24,16,9,0,0,138,0,4,41,31,34,25,9,0,0,143,9,29,103,64,45,26,16,0,0,294,0,17,48,80,53,53,24,3,0,287,15,21,45,10,13,5,7,0,0,108,3,10,23,10,6,3,0,4,0,69,5,16,53,34,33,35,4,3,0,190
207011153,0,3,5,0,4,5,7,3,0,33,0,0,3,0,0,7,3,0,0,24,0,23,56,65,78,63,21,0,0,312,0,5,16,13,13,6,0,0,0,57,7,49,126,86,95,56,21,4,3,437,5,26,38,33,65,41,18,6,0,237,29,119,123,67,72,51,25,4,0,500,44,113,117,52,50,30,10,0,0,420,3,7,41,46,54,35,9,3,0,202,5,28,53,44,37,27,3,0,0,199,0,26,85,120,125,55,12,11,0,440,3,21,34,44,50,29,18,7,0,203,11,73,224,213,256,199,96,18,3,1091,5,22,38,36,31,24,15,3,0,169,0,9,59,36,62,49,18,4,0,240,25,43,91,70,76,76,30,3,0,410,3,31,116,142,173,145,84,21,0,712,29,32,30,30,22,15,3,0,0,167,3,16,39,20,26,17,4,3,0,128,8,20,61,45,78,50,19,7,0,289
207011154,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,3,8,24,25,14,10,0,0,88,0,0,3,3,4,3,0,0,0,11,5,16,28,30,36,18,9,0,0,137,0,5,11,13,16,9,3,0,0,57,20,20,22,26,28,14,3,0,0,133,30,21,24,15,22,8,3,0,0,128,0,3,14,13,25,13,7,0,0,64,4,4,9,13,23,7,3,0,0,67,0,3,21,31,29,14,3,0,0,108,0,4,13,10,19,10,0,4,0,51,5,11,34,58,69,51,18,4,0,250,0,3,8,7,10,7,7,0,0,36,0,0,7,10,25,12,3,0,0,65,7,14,26,18,28,25,9,0,0,125,5,9,28,36,38,24,17,4,0,158,9,3,6,13,3,3,0,0,0,37,0,0,4,10,5,11,0,0,0,37,0,8,12,10,21,8,0,0,0,64
207011155,0,0,0,0,4,4,3,0,0,20,0,0,4,8,7,6,0,0,0,20,3,16,30,44,74,55,16,0,0,235,0,3,9,12,10,4,0,0,0,44,5,35,59,41,62,53,22,0,0,282,5,4,14,36,56,35,4,0,0,156,35,65,52,40,62,46,20,4,0,323,39,45,50,26,18,23,4,0,0,207,0,12,19,17,26,28,7,3,0,112,0,8,34,37,42,16,3,0,0,143,0,11,49,105,115,62,24,4,0,376,0,14,22,26,36,24,7,4,0,130,9,52,92,161,180,169,56,8,0,726,3,16,17,11,23,12,6,0,0,93,0,7,15,20,51,41,19,0,0,149,10,48,32,34,38,45,22,0,0,232,4,11,52,56,102,86,40,11,0,355,31,25,21,15,15,8,3,0,0,118,3,4,17,12,15,21,15,3,0,91,7,9,19,21,52,28,18,0,0,163
207021156,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,12,35,41,58,48,8,0,0,208,0,0,0,12,3,4,0,0,0,18,4,23,73,67,83,36,17,3,0,309,0,10,26,29,38,22,10,0,0,129,34,48,59,35,61,42,16,3,0,288,32,39,25,24,36,29,4,4,0,190,0,4,18,31,41,27,8,0,0,126,0,11,17,20,21,9,0,0,0,77,0,5,36,40,37,5,6,3,0,132,0,3,17,6,11,9,0,3,0,62,3,15,66,75,65,42,17,0,0,283,0,3,11,18,20,17,9,0,0,82,0,4,13,31,37,22,3,0,0,119,5,9,21,24,31,27,7,0,0,131,0,8,31,33,28,29,18,3,0,153,6,9,10,12,4,8,0,0,0,56,4,6,15,12,26,19,12,0,0,97,0,15,29,30,34,22,6,4,0,147
207021157,0,0,4,0,3,3,0,0,0,8,0,0,3,3,4,0,0,0,0,12,0,15,61,70,77,58,16,7,0,301,0,0,5,9,6,9,0,0,0,36,9,40,144,107,109,63,18,3,0,492,0,10,57,49,56,40,9,0,0,230,39,70,125,73,72,61,25,8,0,467,37,66,125,69,69,63,8,8,0,439,0,14,56,43,61,53,23,3,0,245,3,9,37,40,33,13,3,0,0,143,3,11,77,88,64,18,13,0,3,278,0,9,44,23,15,17,3,0,0,115,0,34,118,147,107,53,26,20,0,519,4,13,46,49,41,35,14,0,0,205,0,3,34,33,54,39,10,0,0,177,12,25,43,33,60,39,18,6,3,236,0,20,84,71,48,56,24,3,0,307,9,13,23,10,16,13,3,0,0,90,5,11,34,37,33,30,8,4,0,164,4,23,73,31,68,37,12,4,0,247
207021159,0,0,0,0,4,8,0,0,0,15,0,0,0,4,0,3,0,0,0,9,3,13,33,42,75,69,30,9,0,285,0,3,9,9,13,12,4,0,0,50,17,42,112,100,106,84,25,4,0,496,0,7,27,31,58,51,6,0,0,192,41,76,64,74,85,68,36,3,0,448,36,45,41,39,32,49,6,3,0,256,0,12,26,37,47,45,20,0,0,195,0,11,13,26,25,17,4,3,0,98,0,13,44,50,54,39,14,0,0,208,0,10,23,15,20,15,10,4,0,94,0,30,91,101,112,95,61,3,0,487,0,11,33,30,30,25,9,6,0,130,4,3,20,19,34,34,8,0,0,128,11,15,31,22,41,47,13,3,0,183,3,16,46,53,55,69,37,3,0,282,13,13,12,7,10,7,0,3,0,64,4,13,27,16,27,36,10,0,0,133,10,19,41,39,43,40,24,6,0,213
207021160,0,0,0,3,4,0,0,0,0,14,0,0,0,3,3,0,0,0,0,7,0,11,28,56,68,42,13,3,0,219,0,0,5,10,12,3,3,0,0,33,3,38,72,97,94,46,23,4,0,377,0,3,20,43,50,23,17,3,0,152,36,54,55,63,73,32,23,0,0,342,24,35,44,35,34,37,5,0,0,214,0,3,27,29,39,48,8,0,0,156,0,3,17,26,27,5,0,0,0,76,0,6,40,47,39,20,4,0,0,157,0,0,14,18,11,6,5,5,0,60,0,19,65,111,95,56,20,3,0,369,3,3,19,15,23,20,4,3,0,92,0,3,20,31,33,18,12,0,0,121,7,9,27,30,40,36,15,3,0,165,3,7,37,48,54,29,17,5,0,200,4,12,13,23,7,3,3,0,0,65,6,12,22,19,32,21,6,3,0,117,7,8,27,37,29,28,9,3,0,152
207021424,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,4,13,28,47,74,64,20,0,0,253,0,0,3,7,7,7,0,0,0,32,12,44,70,70,78,64,17,3,0,356,3,6,30,37,49,34,13,7,0,178,54,74,69,55,69,66,19,0,0,415,29,32,36,30,54,53,7,0,0,235,0,4,28,31,40,47,12,0,0,164,6,3,23,40,35,18,4,0,0,134,4,15,47,58,55,35,11,0,0,228,0,8,18,18,23,14,3,0,0,87,3,42,85,109,99,89,29,9,0,457,3,11,29,24,22,20,14,0,0,124,0,9,25,24,42,40,9,0,0,159,5,20,28,20,40,32,11,0,0,162,3,8,38,47,38,55,21,0,3,214,12,12,14,5,6,9,4,0,0,65,4,14,19,26,39,21,10,0,0,131,0,22,30,39,31,39,9,0,0,171
207021425,0,0,0,0,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,7,3,9,43,61,51,40,14,3,0,219,0,0,13,9,10,4,0,0,0,33,4,23,74,68,83,33,14,0,0,304,0,3,25,55,31,14,7,3,0,140,23,41,73,68,55,40,13,0,0,309,27,38,63,46,55,40,7,0,0,294,0,8,28,40,50,30,12,0,0,168,0,5,19,39,27,3,0,0,0,86,0,8,59,61,35,7,6,0,0,179,0,3,28,10,10,3,10,3,0,61,0,19,90,116,46,30,14,3,0,312,3,10,32,23,34,21,8,0,0,122,0,0,28,29,25,21,5,3,0,117,5,15,23,32,33,34,4,0,0,150,0,5,39,57,51,28,6,3,0,192,7,9,11,13,8,6,4,0,0,53,3,10,19,27,28,20,9,3,0,118,0,8,35,46,26,30,12,0,0,165
207031161,0,0,8,3,0,0,4,0,0,15,0,0,3,7,3,3,0,0,0,18,10,16,50,74,91,59,15,0,0,320,0,0,14,21,18,12,0,0,0,72,24,80,115,137,129,66,13,3,0,570,11,6,35,58,77,28,10,0,0,220,55,91,108,80,69,52,10,3,0,464,64,61,72,40,41,19,3,0,0,302,3,16,51,50,58,43,12,3,0,232,3,8,32,63,38,15,6,0,0,170,0,8,67,122,103,44,14,3,0,354,4,0,29,28,23,15,4,0,0,98,0,38,164,197,167,112,46,3,0,732,0,15,31,26,45,22,13,3,0,154,0,4,43,64,105,54,14,0,0,287,16,28,63,72,84,71,18,0,0,361,3,13,76,76,73,63,12,3,0,322,15,24,32,23,19,10,3,0,0,119,3,13,49,53,43,29,15,0,0,212,3,20,49,43,58,36,15,0,5,230
207031162,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,4,8,28,46,70,37,3,0,0,197,0,0,3,3,11,7,0,0,0,26,8,26,47,58,63,40,9,5,0,242,4,0,23,24,35,13,0,3,0,109,33,42,43,34,46,22,3,0,0,230,34,23,21,14,20,13,6,0,0,126,0,3,16,18,38,30,8,0,0,119,3,3,16,27,23,11,0,0,0,77,0,5,33,37,36,10,7,0,0,125,0,0,10,13,3,8,3,0,0,39,0,19,65,88,68,33,7,3,0,281,0,10,23,24,17,20,3,0,0,100,0,4,20,40,42,13,3,3,0,121,6,14,31,42,42,33,8,3,0,179,3,8,25,34,36,32,12,0,0,149,3,10,10,8,11,10,3,0,0,57,0,14,22,14,16,21,8,0,0,100,0,3,11,22,29,15,6,0,0,92
207031163,0,3,3,3,0,0,0,0,0,12,0,0,0,3,3,0,0,0,0,6,3,20,51,75,69,49,8,0,0,278,0,0,20,14,8,3,0,0,0,46,8,52,115,77,87,65,9,0,0,421,7,15,56,36,48,21,5,0,0,181,29,102,140,75,55,47,6,0,0,447,34,96,173,61,44,21,4,0,0,443,0,16,49,42,43,24,3,0,0,176,3,8,44,42,32,6,4,0,0,139,0,15,81,71,56,31,4,0,0,252,0,10,41,25,19,7,3,0,0,106,8,34,186,132,95,56,24,5,0,535,5,21,53,30,30,25,6,0,0,166,0,10,29,52,56,44,9,0,0,207,9,32,65,55,74,54,11,0,0,302,6,12,104,73,56,55,11,0,0,311,18,19,27,17,7,7,3,0,0,101,3,17,42,32,33,40,3,0,0,173,9,27,79,42,53,30,8,3,0,250
