SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
210041241,13,127,0,38,14,3,0,0,0,195,3,22,0,0,3,0,0,0,0,29,98,575,25,108,155,51,3,12,15,1046,0,0,0,9,0,0,0,0,0,11,30,67,17,66,84,32,4,8,4,308,61,80,25,219,158,65,3,11,4,624,61,53,145,315,289,116,17,57,8,1059,3,3,6,21,42,22,0,14,0,109,12,5,8,44,42,29,3,13,0,165,3,6,0,7,15,4,0,0,3,43,14,17,10,29,28,20,3,9,13,149,326,1091,246,879,835,355,38,128,43,3932,0,9,0,0,0,0,0,0,0,12,7,38,3,0,0,0,0,0,0,47,74,161,3,23,16,9,0,0,0,287,6,13,0,0,0,0,0,0,0,20,33,174,7,39,20,6,0,3,3,291,9,28,3,6,3,4,0,0,0,55,224,905,85,157,218,87,29,35,24,1759,0,4,0,11,0,3,0,0,0,19
210051242,0,12,0,12,3,0,0,3,0,33,0,3,0,0,0,0,0,0,0,3,20,98,8,46,31,26,8,24,8,260,0,0,0,3,0,0,0,0,0,6,4,5,11,12,18,5,4,5,4,75,6,17,5,71,16,9,0,8,3,143,7,7,16,88,34,15,12,32,3,210,0,0,4,9,7,3,0,4,0,28,3,0,0,16,3,3,0,7,0,31,0,4,0,0,0,0,0,0,0,9,0,6,4,14,10,7,0,5,4,49,52,195,50,281,127,69,24,98,25,911,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7,7,79,12,28,16,15,20,33,0,204,0,0,0,0,0,0,0,0,0,3,5,21,3,9,4,0,0,3,0,50,0,3,0,0,0,0,0,0,0,3,53,179,49,91,58,53,61,69,12,620,0,0,3,6,0,0,0,0,0,6
210051243,0,12,0,11,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,17,90,10,48,38,15,3,18,7,248,0,0,0,3,3,0,0,0,0,5,6,8,3,24,10,4,0,3,3,61,7,13,7,83,29,9,5,4,4,174,8,19,15,93,31,23,11,18,3,220,0,0,0,6,12,9,0,0,0,25,3,0,0,25,0,0,0,3,0,34,3,0,0,0,0,0,0,0,0,8,0,7,4,27,5,4,0,10,6,58,55,177,46,319,142,74,24,57,20,919,0,3,0,3,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,22,12,48,16,11,9,7,10,10,0,121,0,3,0,0,0,0,0,0,0,4,5,12,3,7,6,3,0,0,0,38,3,3,0,0,0,0,0,0,0,9,48,167,32,80,66,29,34,49,9,510,0,0,0,3,3,0,0,0,0,5
210051245,5,58,0,22,6,0,0,0,0,93,0,21,0,0,3,0,0,0,0,24,48,343,14,69,125,32,3,9,9,652,0,0,0,0,0,0,0,0,0,4,12,40,3,40,61,16,3,10,0,191,34,41,21,88,101,48,3,5,4,353,27,32,52,148,118,43,11,24,8,461,7,8,0,11,24,10,0,9,0,63,12,11,4,34,42,14,0,3,0,118,3,0,0,4,9,7,0,0,0,31,3,10,8,17,23,13,0,12,9,99,167,644,108,440,525,191,27,78,33,2203,0,6,0,0,3,0,0,0,0,12,0,23,0,0,3,0,0,0,0,35,23,99,6,10,15,10,3,5,0,170,0,10,0,0,3,3,0,0,0,17,9,83,0,22,13,4,0,0,0,130,9,25,0,0,3,0,3,0,0,37,128,545,50,103,177,65,39,38,17,1149,0,0,3,0,3,0,0,0,0,6
210051246,6,51,0,11,5,5,0,0,0,81,0,6,0,0,0,0,0,0,0,11,89,407,15,41,134,71,4,14,11,786,0,3,0,0,0,0,0,0,0,10,30,37,10,27,58,33,4,0,3,206,33,48,16,68,95,40,0,12,10,322,23,22,50,96,112,34,3,8,9,366,6,3,0,13,18,10,0,3,0,53,5,5,7,15,47,19,0,4,3,106,4,12,0,3,8,3,0,0,0,35,7,13,4,17,31,21,0,3,0,99,234,699,111,296,536,243,18,46,44,2229,0,0,0,0,0,0,0,0,0,0,5,31,0,0,4,0,0,0,0,40,62,148,3,9,31,17,5,0,3,284,4,3,0,0,0,0,0,0,0,12,14,72,0,15,11,5,0,0,0,112,3,6,0,0,3,0,0,0,0,18,269,686,58,70,209,113,20,40,33,1499,0,6,0,0,0,0,0,0,0,14
210051247,3,15,0,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,12,137,6,38,47,19,0,8,4,269,0,0,0,0,0,0,0,0,0,3,5,3,0,27,18,8,3,3,0,72,7,19,8,74,35,23,3,3,7,184,6,15,18,113,40,32,5,22,3,250,5,0,3,10,6,3,0,7,0,24,0,3,4,21,10,0,0,0,0,38,0,0,0,0,6,0,0,0,3,5,0,6,0,14,13,3,3,10,3,53,44,225,43,306,171,91,15,59,17,973,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,18,9,45,4,3,10,7,4,0,0,91,0,3,0,0,0,0,0,0,0,4,4,30,0,9,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,3,47,226,37,60,79,24,38,38,9,561,0,0,0,0,0,0,0,0,0,6
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
210051249,0,45,0,20,8,3,0,0,0,86,0,8,0,0,3,0,0,0,0,10,43,293,7,87,110,45,12,28,9,637,3,0,0,7,0,0,0,0,0,13,14,22,10,47,34,6,0,5,3,137,9,40,16,126,53,26,5,16,3,301,24,14,35,139,67,39,6,30,3,359,3,3,0,14,10,6,3,3,0,50,3,3,5,27,28,6,3,8,0,87,0,12,0,4,5,0,3,0,0,27,3,7,6,16,12,9,0,6,10,63,119,538,80,504,360,169,30,105,27,1935,0,3,0,0,0,0,0,0,0,9,5,32,0,0,3,0,0,0,0,38,34,149,8,23,53,19,12,11,6,315,0,5,0,0,3,0,0,0,0,10,6,64,8,21,12,5,0,0,0,116,0,8,0,0,3,0,0,0,0,12,125,492,58,130,162,80,70,81,17,1207,3,0,0,7,3,0,3,0,0,14
210051250,5,27,0,3,4,0,0,0,0,36,0,5,0,0,0,0,0,0,0,4,23,138,7,30,42,14,4,3,3,264,0,0,0,4,0,0,0,0,0,4,4,11,3,18,19,4,0,5,0,69,8,14,8,39,44,10,0,7,0,133,8,20,24,62,45,19,5,17,0,196,3,0,0,4,9,4,0,5,0,29,3,3,4,10,14,5,0,5,0,43,0,3,0,0,0,0,0,0,0,3,3,0,0,8,11,10,0,7,4,39,64,245,48,177,195,68,9,47,13,870,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,13,44,0,7,7,3,0,7,0,91,0,0,0,0,0,0,0,0,0,7,5,41,0,3,4,5,0,0,0,52,0,8,0,0,0,0,0,0,0,6,49,193,28,39,61,23,21,20,4,433,0,0,0,4,0,0,0,0,0,4
210051441,0,15,0,11,7,0,0,0,0,31,0,3,0,0,0,0,0,0,0,3,11,94,6,28,24,22,3,8,0,194,0,0,0,0,0,0,0,0,0,0,7,6,3,19,7,3,0,6,0,52,16,17,9,59,41,17,3,12,0,171,17,13,18,88,64,19,3,17,4,234,0,0,0,8,8,6,0,0,0,21,0,0,0,18,14,8,4,7,0,49,0,4,4,5,3,0,0,0,0,11,3,4,0,11,7,5,0,5,5,45,55,188,40,252,180,85,16,59,16,888,0,3,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,13,12,50,3,15,22,10,14,6,3,133,0,0,0,0,0,0,0,0,0,0,0,15,0,11,7,0,3,0,0,42,0,8,0,0,0,0,0,0,0,8,26,146,23,44,46,27,26,25,5,377,0,0,0,0,0,0,0,0,0,3
210051442,3,32,0,14,5,0,0,0,0,55,0,4,0,0,0,0,0,0,0,9,28,195,20,60,69,26,0,18,7,420,0,0,0,3,0,0,0,0,0,7,13,17,11,20,23,9,0,6,0,110,14,22,10,95,56,29,7,7,0,242,16,16,29,106,79,28,10,13,3,299,0,3,0,7,4,4,0,0,0,24,0,3,3,18,15,7,0,6,0,50,3,3,0,3,3,4,0,3,0,20,3,4,0,7,15,7,0,3,3,39,93,373,79,353,300,118,23,61,18,1429,0,4,0,0,4,0,0,0,0,12,0,9,0,0,0,0,0,0,0,17,42,132,12,24,48,21,23,12,4,315,0,4,0,3,3,0,0,0,0,16,3,41,0,15,4,0,4,3,0,80,3,6,0,3,3,0,0,0,0,17,95,333,57,78,119,46,52,34,19,831,0,0,0,3,3,0,3,0,0,15
210051443,8,29,0,12,0,4,0,0,0,49,0,0,0,0,4,0,0,0,0,8,36,246,25,74,99,42,3,27,0,553,0,0,0,3,0,3,0,0,0,9,17,15,3,36,32,10,0,9,0,127,20,43,23,123,78,26,3,18,3,324,18,26,54,162,100,47,11,36,11,465,3,0,0,11,17,4,3,5,0,49,9,8,3,19,17,8,4,12,0,78,0,4,0,4,4,7,0,3,0,24,3,4,3,17,15,11,0,7,6,65,131,437,117,482,390,175,33,128,32,1927,0,3,0,0,0,0,0,0,0,4,3,19,0,0,0,0,0,0,0,25,50,133,23,36,46,28,34,27,12,370,0,3,0,0,0,0,4,0,0,10,14,32,0,18,3,11,0,3,0,81,3,3,0,0,4,0,0,0,0,10,104,403,85,103,154,69,64,73,9,1076,3,0,0,3,3,3,3,0,0,13
210051444,0,29,0,13,3,0,0,0,0,48,0,5,0,3,0,0,0,0,0,12,52,269,19,87,104,50,6,21,5,620,0,0,0,3,0,0,0,0,0,5,9,16,11,25,27,8,3,3,0,103,24,39,19,107,62,34,3,19,3,301,18,18,38,137,59,31,15,28,0,344,0,0,0,8,12,4,3,0,0,25,8,3,0,17,14,7,0,0,0,47,0,8,3,12,3,0,0,4,0,29,4,5,0,14,10,8,3,11,3,57,140,483,104,458,332,162,42,94,21,1821,0,10,0,0,0,0,0,0,0,9,3,19,0,0,0,0,0,0,0,24,66,189,23,51,67,37,31,17,7,503,0,14,0,4,0,0,0,0,0,21,3,52,6,18,6,0,3,0,0,85,0,8,0,4,0,0,0,0,0,13,116,467,61,124,178,86,91,57,11,1196,0,0,8,3,3,0,0,0,0,16
210051445,3,8,0,0,3,0,0,0,0,20,3,3,0,0,0,0,0,0,0,8,17,70,10,9,28,7,0,6,3,147,0,0,0,3,0,0,0,0,0,3,0,13,0,10,15,0,0,0,0,43,11,13,10,21,25,8,0,4,0,94,7,7,22,37,41,9,0,10,3,129,3,0,0,0,3,3,0,0,0,5,0,0,3,0,4,0,0,7,0,17,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,4,0,0,7,15,51,142,40,86,120,36,5,29,11,516,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,9,38,7,11,9,0,4,3,0,78,0,3,0,0,0,0,0,0,0,5,5,9,0,0,4,0,0,0,0,26,3,7,0,0,0,0,0,0,0,7,32,111,19,19,39,16,8,14,3,263,0,0,0,3,0,0,0,0,0,3
211011251,13,43,0,19,4,0,0,0,0,80,0,8,0,0,0,0,0,0,0,15,32,300,24,74,98,38,3,19,3,589,0,3,0,5,0,0,0,0,0,11,11,19,5,28,27,11,0,5,0,121,32,32,11,82,70,23,6,8,3,263,28,33,46,131,85,44,8,14,4,400,0,3,0,4,8,8,0,0,0,28,0,3,3,20,15,8,0,4,0,68,0,0,0,5,5,4,0,4,0,19,0,3,3,12,12,0,5,6,6,38,131,559,104,395,358,151,21,68,22,1814,0,3,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0,6,0,35,40,156,10,19,47,17,5,9,0,300,3,8,0,0,0,0,0,0,0,13,17,62,0,22,7,0,0,0,0,116,3,19,7,0,0,0,0,0,0,27,110,518,86,102,143,69,30,43,10,1103,0,0,0,5,0,0,0,0,0,13
211011254,3,60,0,26,10,3,0,5,0,112,0,21,0,0,0,0,0,0,0,17,90,436,23,77,137,59,8,14,9,865,0,0,0,0,0,0,0,0,0,0,30,43,3,47,41,21,0,6,3,188,27,22,13,78,87,27,7,13,0,271,29,23,52,115,100,53,5,26,8,412,0,0,0,16,20,10,0,4,0,53,3,0,0,16,21,12,4,7,0,68,5,10,4,11,10,3,3,0,0,40,3,6,5,8,14,4,0,0,7,46,221,750,111,401,484,195,28,77,22,2297,3,3,0,3,0,0,0,0,0,9,7,47,3,0,3,0,0,0,0,62,65,229,24,8,69,20,5,6,6,435,8,9,0,3,0,0,0,0,0,15,21,101,3,26,13,3,0,8,0,178,3,23,0,0,0,0,0,0,0,30,239,830,96,121,204,112,25,46,20,1690,0,0,0,0,0,0,0,0,0,0
211011255,7,28,0,3,8,0,0,0,0,48,0,6,0,0,0,0,0,0,0,6,50,197,9,20,70,22,0,3,0,370,0,0,0,0,0,0,0,0,0,0,9,23,3,15,28,12,0,6,0,96,18,18,9,40,50,19,4,0,0,152,14,13,32,47,55,17,3,4,0,192,0,0,0,0,3,4,0,0,0,12,3,3,0,11,17,3,0,3,0,40,3,3,0,0,5,0,0,0,0,9,3,10,0,7,13,5,0,0,0,33,125,339,52,140,257,77,4,21,11,1026,3,4,0,0,0,0,0,0,0,10,6,31,0,0,0,0,0,0,0,36,31,64,0,0,9,4,0,0,4,113,0,9,0,0,0,0,0,0,0,10,16,35,0,5,12,0,4,0,0,62,3,7,0,0,0,3,0,0,0,13,144,328,31,32,99,44,8,16,3,698,0,0,0,0,0,0,0,0,0,4
211011256,8,57,0,26,5,0,0,0,0,101,3,13,0,0,0,0,0,0,0,19,90,463,16,72,141,58,8,16,6,874,0,0,0,3,0,0,0,0,0,5,27,49,5,26,53,26,0,4,0,200,32,56,16,87,91,35,5,8,4,326,38,27,61,136,106,40,8,21,3,446,3,6,0,7,12,9,3,0,0,32,3,7,0,15,37,10,4,8,0,93,4,11,0,5,10,6,0,0,3,41,4,9,3,12,18,6,0,3,7,62,240,835,105,398,516,199,30,76,24,2432,0,5,0,0,0,0,0,0,0,10,3,53,0,0,3,0,0,0,0,68,79,209,17,20,55,21,4,7,3,420,3,8,0,0,0,0,0,0,0,17,18,94,0,26,18,4,0,4,0,168,6,19,0,0,3,0,0,0,0,30,231,803,73,107,219,104,23,50,19,1628,0,0,0,3,0,0,0,0,0,6
211011257,9,33,0,10,5,0,0,0,0,58,3,7,0,0,0,0,0,0,0,11,54,248,15,32,76,31,3,11,0,464,0,0,0,0,3,0,0,0,0,3,18,36,3,11,37,8,0,5,3,121,16,17,5,55,54,11,0,0,0,168,11,9,34,49,61,27,8,11,0,214,0,0,0,3,8,5,0,0,0,19,0,9,0,12,16,5,3,7,0,54,0,3,0,0,4,0,0,0,0,15,0,0,0,8,5,3,0,0,0,24,132,443,59,182,296,105,15,37,14,1293,3,6,0,0,0,0,0,0,0,8,4,34,5,0,3,0,0,0,0,44,56,126,8,13,26,14,0,5,3,244,3,5,0,0,4,5,0,0,0,14,14,50,0,15,9,3,0,0,0,92,3,8,0,0,0,0,0,0,0,15,140,409,47,40,106,50,18,22,3,834,0,0,0,0,3,0,0,0,0,6
211011258,3,26,0,9,11,3,0,0,0,56,6,10,0,0,0,0,0,0,0,12,69,321,15,46,105,46,3,12,6,629,0,0,0,3,0,0,0,0,0,3,14,32,9,21,49,12,0,0,0,146,20,33,13,47,69,23,0,3,0,218,21,21,38,73,77,29,7,10,9,285,3,0,3,3,15,4,0,4,0,29,6,7,0,10,24,5,0,8,0,64,3,6,3,5,7,3,0,3,0,34,4,4,3,7,10,9,0,0,4,48,168,555,87,244,403,146,15,40,24,1673,3,10,0,0,0,0,0,0,0,14,11,57,0,0,3,0,0,0,0,75,56,131,12,16,38,10,0,0,3,263,7,3,0,0,0,0,0,0,0,13,14,50,0,9,14,3,0,0,0,87,6,11,0,0,0,0,0,0,0,22,188,601,60,67,152,81,14,20,12,1189,0,0,0,3,0,0,0,0,0,4
211011259,3,63,0,15,8,3,0,0,0,98,0,18,0,3,5,0,0,0,0,28,68,432,24,74,124,55,0,12,9,806,0,0,0,3,4,0,0,0,0,6,15,56,8,36,46,11,0,9,0,183,22,31,16,84,74,23,3,11,0,265,26,22,41,91,78,47,4,17,3,328,0,0,0,6,19,3,0,0,0,32,8,0,5,9,32,9,0,7,0,76,0,8,0,0,13,4,0,0,0,26,9,10,0,10,9,5,0,7,8,61,189,806,100,337,444,171,13,70,34,2161,3,3,0,0,0,0,0,0,0,9,7,50,0,0,3,0,0,0,0,63,90,247,10,17,61,25,3,4,3,462,3,17,0,0,0,0,0,0,0,19,21,90,6,18,15,7,0,0,0,155,4,13,0,4,5,0,0,0,0,31,231,768,88,105,209,106,16,41,16,1582,0,0,0,3,3,0,0,0,0,11
211011260,13,87,3,18,15,0,0,0,0,137,0,16,0,0,6,0,0,0,0,25,102,609,33,83,212,85,0,20,14,1156,0,0,0,0,0,0,0,0,0,3,26,70,7,42,60,17,4,12,3,232,40,44,25,84,78,33,0,10,4,315,31,12,40,118,100,46,7,17,9,387,0,3,0,12,10,4,0,0,3,41,4,6,0,19,28,15,3,3,0,76,3,4,0,3,16,3,0,3,0,31,5,7,3,8,17,4,0,3,4,65,267,1069,118,405,598,226,22,66,47,2816,3,13,0,5,0,0,0,0,0,14,9,73,6,3,3,0,3,0,0,96,110,347,24,23,84,37,3,5,13,653,3,19,0,0,0,3,0,0,0,28,34,140,7,19,28,7,0,3,3,231,3,22,0,0,6,0,0,0,0,31,336,1108,106,118,305,147,35,56,22,2236,0,0,0,0,0,0,0,0,0,3
211011446,8,87,0,17,17,0,0,3,0,136,3,23,0,0,8,3,0,0,0,33,89,540,47,115,158,60,9,27,11,1051,0,3,0,10,3,3,0,0,0,15,27,74,12,61,64,27,0,4,0,267,50,81,28,164,126,52,6,21,13,531,43,34,97,223,195,80,23,49,4,748,4,3,3,14,31,16,0,6,0,76,7,10,8,57,30,17,0,6,0,130,4,6,3,7,11,0,0,3,0,39,8,14,6,21,24,11,4,14,12,112,263,1033,213,699,696,267,47,144,44,3404,0,3,0,0,0,3,0,0,0,5,9,44,4,0,3,0,0,0,3,61,73,228,29,17,45,13,5,13,4,429,3,14,0,0,0,0,0,0,0,19,10,137,3,24,20,0,0,5,3,208,5,28,5,3,8,3,0,0,0,54,234,909,119,144,234,101,39,58,20,1853,0,3,0,8,3,3,0,0,0,24
211011447,9,54,0,8,3,3,0,3,0,90,6,19,0,3,0,0,0,0,0,35,56,356,19,64,115,38,6,8,5,667,0,0,0,0,0,0,0,0,0,3,15,44,5,30,51,9,4,10,4,179,33,42,14,84,85,23,3,9,3,298,36,20,49,165,125,38,15,29,3,483,3,5,5,8,8,11,3,7,3,47,7,7,4,22,19,14,0,3,0,81,0,4,4,0,10,4,0,0,0,25,3,6,0,6,14,4,0,6,4,57,201,688,112,416,443,147,28,76,22,2143,0,3,0,0,0,0,0,0,0,9,3,45,0,3,0,0,0,0,0,55,51,138,9,11,26,11,3,11,0,266,0,6,0,0,0,0,0,0,0,10,15,88,4,15,15,3,3,7,0,142,6,28,0,3,0,0,0,0,0,35,137,621,52,81,170,71,21,34,18,1209,0,0,0,0,0,0,0,0,0,3
211011448,5,66,0,15,8,3,0,0,3,99,8,14,0,0,0,0,0,0,0,19,62,404,14,76,109,32,0,11,3,711,0,0,0,0,3,0,0,0,0,3,22,39,13,36,41,18,0,3,3,175,23,42,21,120,94,32,3,15,0,347,34,31,68,174,131,61,16,28,7,545,3,3,4,10,14,5,0,8,0,45,10,14,3,25,28,11,0,6,0,98,3,9,6,3,4,3,0,0,0,27,3,5,0,21,17,8,0,5,9,70,189,736,135,485,472,183,27,76,29,2330,0,6,0,0,0,0,0,0,0,5,5,37,0,0,0,0,0,0,0,49,37,162,9,8,32,11,3,8,3,269,0,9,0,0,0,0,0,0,0,16,21,91,3,16,9,3,0,0,4,148,12,10,0,5,0,0,0,0,0,30,172,645,68,95,161,66,17,22,7,1253,0,0,0,0,3,0,3,0,0,3
