SA2_MAINCODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
207011151,172,738,2233,1234,926,639,291,45,4,6297,0,0,6,3,3,0,0,0,0,15,0,0,4,10,0,0,0,0,0,20,10,20,66,41,23,19,6,0,0,191,0,6,28,15,5,3,3,0,0,54,0,10,32,25,17,13,3,0,0,98,0,16,49,29,34,16,12,0,0,157,58,163,194,85,68,28,15,0,0,612,67,161,149,43,22,8,8,0,0,461,0,9,29,19,15,6,0,0,0,81,15,20,84,43,17,10,3,0,0,193,0,21,144,119,82,31,7,4,0,415,0,15,54,35,21,5,5,0,0,137,3,85,369,180,146,74,27,0,0,878,3,14,97,29,30,20,15,0,0,214,0,19,86,76,54,40,19,3,0,294,9,65,280,153,149,103,38,3,0,801,10,84,392,224,209,180,57,4,0,1153,12,24,52,28,26,4,3,4,0,147,9,33,64,28,27,21,6,0,0,179
207011152,88,447,1272,879,682,459,199,26,3,4057,0,0,0,3,0,0,3,0,0,13,0,0,3,3,0,0,0,0,0,8,7,4,36,38,26,12,3,0,0,128,0,0,12,3,4,0,0,0,0,24,0,4,20,18,4,3,4,0,0,55,3,16,27,28,27,13,3,0,0,105,30,101,109,54,54,36,7,3,0,400,47,77,87,23,26,10,4,0,0,267,0,3,17,13,11,9,0,0,0,59,3,11,43,26,13,3,0,0,0,100,3,12,105,75,47,18,3,0,0,264,4,8,25,23,17,9,4,0,0,90,0,66,206,140,109,68,13,3,0,603,0,10,57,36,26,8,4,0,0,145,0,8,61,49,32,33,6,0,0,188,15,37,159,113,99,116,23,8,0,572,6,61,226,129,119,104,36,3,0,688,3,13,23,13,7,6,3,0,0,79,13,18,39,21,15,17,4,0,0,127
207011153,192,664,1357,1160,1383,973,423,90,8,6260,0,0,5,5,3,3,9,0,0,26,0,0,0,4,4,0,0,0,0,7,10,16,35,32,44,30,9,0,0,168,0,4,9,4,14,4,0,0,0,33,0,6,16,30,30,11,5,0,0,105,8,12,37,52,37,24,4,0,0,168,87,134,122,90,93,60,22,4,0,609,77,104,87,52,44,21,6,0,0,383,0,3,13,29,31,10,0,0,0,89,10,11,45,27,31,15,6,0,0,145,0,21,85,79,75,28,5,0,0,294,3,8,31,23,23,26,10,0,0,120,9,54,167,159,187,107,22,3,0,708,3,16,42,24,39,32,11,4,0,171,3,12,63,70,63,58,12,4,0,279,23,65,171,128,178,166,53,3,0,783,12,107,294,232,314,264,85,8,0,1328,16,21,38,27,24,18,7,0,0,151,9,24,36,25,43,26,5,0,0,177
207011154,81,143,267,332,424,251,97,17,0,1621,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,5,3,5,9,12,11,3,0,0,0,49,0,0,0,3,6,0,0,0,0,8,0,0,4,8,6,0,6,0,0,22,0,5,3,13,12,3,0,0,0,36,21,29,34,22,30,14,3,0,0,161,30,27,15,16,14,5,3,0,0,108,0,3,4,7,6,5,0,0,0,29,0,0,7,8,17,3,0,0,0,30,0,5,20,28,20,10,3,0,0,86,0,3,10,4,12,0,3,0,0,35,0,11,27,42,47,21,15,0,0,165,0,3,4,9,7,4,7,0,0,35,0,3,11,15,28,14,3,0,0,71,4,13,40,40,61,63,16,0,0,238,0,23,45,81,93,62,21,0,0,326,9,9,3,6,4,8,3,0,0,43,3,3,6,13,16,5,0,0,0,45
207011155,163,379,602,736,993,771,287,40,7,3976,0,0,0,4,3,0,0,0,0,8,0,0,0,0,5,0,0,0,0,10,14,15,15,29,37,14,3,0,0,113,0,0,10,14,3,0,0,0,0,23,0,7,9,10,20,11,3,0,0,68,3,13,19,23,23,16,3,0,0,103,54,78,48,62,84,46,12,0,0,378,66,54,23,19,25,3,3,0,0,194,0,3,8,11,11,9,0,0,0,40,7,13,22,18,22,12,3,0,0,102,0,9,45,65,69,30,5,0,0,230,0,5,13,18,22,14,7,0,0,78,5,42,75,111,127,57,22,4,0,435,4,13,16,13,26,17,12,0,0,100,4,7,26,40,48,40,9,0,0,171,20,42,76,84,155,183,39,4,0,606,9,53,120,145,218,189,51,0,0,786,14,11,14,10,9,8,6,0,0,86,5,12,11,21,33,18,12,0,0,103
207021156,95,233,505,542,649,417,140,24,3,2611,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,9,12,31,12,3,0,0,79,0,3,4,6,3,0,0,0,0,19,0,3,7,15,7,4,6,0,0,40,0,8,23,22,7,4,3,0,0,63,29,62,54,45,69,45,16,0,0,327,36,27,25,25,33,11,3,0,0,163,0,0,4,8,17,6,0,0,0,39,0,0,6,8,5,6,0,0,0,30,0,7,40,33,35,11,0,0,0,130,0,3,13,7,13,3,0,0,0,47,0,15,57,56,71,25,10,0,0,236,0,3,15,24,22,22,0,3,0,92,0,5,11,34,31,19,8,0,0,105,6,18,52,63,98,45,19,0,0,296,4,30,77,96,121,75,23,4,0,418,3,5,9,6,8,3,0,0,0,31,0,9,13,17,23,13,6,0,0,82
207021157,134,394,1191,980,996,716,237,66,9,4716,0,4,0,0,4,0,3,0,0,7,0,0,0,3,0,0,0,0,0,3,8,9,29,31,40,17,6,3,0,139,0,0,3,6,3,3,0,0,0,23,0,8,16,18,26,12,3,0,0,84,0,11,35,23,42,22,4,0,0,139,74,111,135,70,103,66,17,0,0,587,65,43,66,54,60,39,9,0,0,329,0,3,8,18,15,12,0,0,0,58,0,4,22,13,15,7,0,0,0,67,3,16,72,60,53,28,5,0,0,232,0,7,35,20,20,10,3,0,0,87,3,44,132,88,70,29,14,4,0,382,0,9,42,35,43,29,9,0,0,166,0,9,37,37,56,25,5,3,0,169,13,31,85,102,150,110,23,3,0,518,6,51,197,167,192,154,46,0,0,821,6,9,15,6,9,3,3,0,0,55,4,11,47,26,37,14,6,0,0,151
207021159,148,349,686,711,884,809,317,61,0,3967,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,5,18,35,45,25,9,3,0,152,0,0,9,8,6,0,0,0,0,23,0,3,15,24,25,19,11,0,0,101,3,3,19,29,40,19,7,0,0,115,64,111,83,65,92,75,24,0,0,516,50,41,30,30,39,24,0,0,0,221,0,0,15,17,24,20,6,0,0,71,0,9,7,14,10,9,5,0,0,55,0,8,43,41,61,19,8,0,0,176,0,7,24,18,23,13,10,0,0,94,3,39,74,81,80,61,8,0,0,350,0,15,24,24,38,30,4,0,0,138,0,3,17,29,46,24,10,0,0,131,18,23,79,80,110,119,30,0,0,455,5,43,123,101,166,199,46,3,0,692,6,9,9,7,7,4,7,0,0,55,3,14,35,24,39,23,3,0,0,133
207021160,97,244,542,732,764,469,196,35,0,3085,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,4,14,28,22,26,3,0,0,104,0,0,9,9,0,3,0,0,0,15,0,10,7,13,18,11,4,0,0,60,0,7,14,22,22,8,0,0,0,78,31,73,52,74,78,46,21,4,0,379,40,29,30,25,35,26,3,0,0,189,0,0,3,14,15,11,0,0,0,49,0,3,5,17,10,6,0,0,0,43,0,11,45,55,38,17,3,0,0,167,0,6,12,8,10,5,0,0,0,54,0,15,64,87,65,32,8,0,0,264,0,3,16,24,22,8,5,0,0,78,0,0,18,40,41,19,8,0,0,134,9,23,47,85,114,76,23,7,0,386,5,24,93,131,140,98,34,3,0,529,5,9,15,7,10,4,3,0,0,62,0,5,19,29,24,17,9,0,0,97
207021424,141,340,633,696,819,710,217,26,5,3577,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,6,5,15,32,34,22,10,0,0,124,0,0,4,6,3,0,0,0,0,9,4,0,6,14,17,16,0,0,0,66,4,7,28,36,31,13,5,0,0,130,65,109,41,55,75,59,21,0,0,431,59,36,30,32,33,29,3,0,0,222,0,3,7,23,14,12,0,0,0,58,0,7,10,16,11,5,0,0,0,47,0,6,40,44,40,26,0,0,0,166,0,10,29,20,15,12,6,0,0,98,11,22,62,60,87,40,12,3,0,307,0,7,14,19,21,16,11,0,0,90,0,4,17,22,42,25,4,0,0,117,3,15,58,60,142,96,15,0,0,394,5,44,108,111,177,151,39,0,0,632,8,15,12,5,8,10,3,0,0,61,0,4,17,29,40,20,4,0,0,115
207021425,75,223,699,792,657,421,147,23,3,3050,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,13,18,36,9,0,0,0,90,0,0,11,0,3,0,0,0,0,17,0,3,13,13,4,9,0,0,0,46,0,5,27,24,28,8,0,0,0,100,54,58,75,64,61,41,14,3,0,364,41,32,35,40,48,28,3,0,0,219,0,3,10,16,18,5,0,0,0,55,0,11,13,22,13,4,0,0,0,57,0,10,71,54,36,9,0,0,0,180,0,3,29,10,12,8,3,0,0,60,3,13,80,75,53,34,9,0,0,273,0,6,14,32,32,17,0,0,0,106,0,3,17,29,34,17,5,0,0,108,10,23,71,68,91,47,16,3,0,326,3,27,154,142,134,104,34,7,0,601,7,8,13,9,7,6,0,0,0,57,7,3,31,22,22,13,4,0,0,94
207031161,220,456,1074,1240,1247,758,225,26,5,5247,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,14,8,29,32,39,21,9,0,0,153,0,0,13,12,8,3,0,0,0,34,0,4,17,28,20,6,0,0,0,78,0,11,20,44,35,10,3,0,0,124,81,93,99,81,86,47,13,5,0,503,94,51,41,19,31,12,3,0,0,262,0,5,12,22,18,20,0,0,0,80,10,12,23,30,10,10,6,0,0,96,0,8,55,87,58,11,3,0,0,228,0,14,17,21,23,6,0,0,0,90,0,45,130,153,114,67,13,0,0,525,0,13,27,44,36,14,3,0,0,145,3,15,35,77,75,45,11,0,0,256,20,51,127,151,247,159,29,3,0,791,7,63,212,253,302,184,44,4,0,1072,19,14,22,12,13,9,3,0,0,89,3,16,45,39,31,28,3,0,0,174
207031162,108,192,455,552,599,364,95,23,4,2390,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,9,26,25,15,0,0,0,84,0,0,0,0,3,0,0,0,0,4,0,6,8,10,14,4,0,0,0,40,0,6,14,21,24,7,0,0,0,74,32,60,44,49,50,24,4,0,0,259,41,22,28,18,16,17,3,0,0,137,0,3,8,13,9,9,0,0,0,41,0,3,0,15,6,5,0,0,0,31,0,4,28,47,20,16,5,0,0,122,0,4,3,12,11,3,0,0,0,38,3,5,60,59,61,12,12,0,0,210,3,7,19,18,13,20,0,0,0,81,0,6,18,36,39,26,10,0,0,129,13,20,56,97,102,67,17,0,0,373,3,20,97,107,151,104,21,0,0,516,6,9,3,3,4,3,5,0,0,39,3,14,8,18,18,10,4,0,0,73
207031163,146,514,1357,955,862,584,126,12,0,4555,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,9,12,30,26,32,12,4,0,0,127,0,0,11,7,3,0,0,0,0,18,0,8,18,16,12,6,0,0,0,60,0,14,30,26,29,6,0,0,0,111,48,108,112,60,87,38,4,0,0,461,75,113,118,54,46,22,3,0,0,427,0,4,15,13,11,11,0,0,0,48,8,4,28,19,14,3,0,0,0,74,0,12,84,51,31,21,3,0,0,207,0,13,34,28,17,11,0,0,0,94,9,39,138,107,65,38,7,3,0,411,0,18,62,37,44,22,3,0,0,177,0,0,37,51,58,30,8,0,0,180,12,35,112,121,158,113,16,0,0,572,8,69,270,154,210,153,30,3,0,888,17,14,11,7,7,8,3,0,0,66,6,24,49,33,32,24,5,0,0,170
207031164,169,329,957,973,968,621,165,18,0,4205,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,11,28,29,39,14,7,0,0,132,0,0,7,5,3,0,0,0,0,25,0,7,17,15,18,19,3,0,0,79,0,9,24,44,38,8,0,0,0,128,47,93,79,60,61,42,10,0,0,394,70,64,57,35,30,21,3,0,0,277,0,7,13,17,19,6,0,0,0,61,0,4,12,18,22,10,0,0,0,75,3,6,56,57,39,18,3,0,0,186,0,4,34,13,12,9,0,0,0,79,0,36,91,116,90,46,14,0,0,399,0,13,23,40,35,14,4,0,0,140,0,4,25,51,56,40,3,0,0,177,17,22,86,115,172,128,18,3,0,556,7,59,199,176,255,194,41,3,0,939,9,10,11,14,17,6,0,0,0,77,3,12,35,27,21,19,8,0,0,129
207031165,115,426,717,423,456,286,64,13,3,2495,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,13,14,20,14,11,5,0,0,84,0,3,3,4,3,0,0,0,0,16,0,0,10,4,12,3,0,0,0,29,0,9,29,17,22,8,0,0,0,86,54,79,59,26,38,20,3,0,0,278,71,120,44,18,24,14,0,0,0,282,0,3,7,7,15,8,4,0,0,46,0,8,13,6,6,4,0,0,0,32,0,3,35,28,27,15,0,0,0,109,0,6,10,12,12,6,3,0,0,40,0,31,67,48,48,10,9,0,0,210,4,12,35,21,8,11,0,0,0,93,0,4,18,14,26,17,5,0,0,91,9,32,78,71,86,50,13,0,0,336,8,42,146,69,86,86,16,4,0,463,8,9,8,7,7,3,0,0,0,50,0,17,10,21,13,11,0,0,0,73
207031166,87,253,543,523,477,360,107,20,0,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,18,18,32,11,3,0,0,92,0,0,5,4,0,3,0,0,0,17,0,3,7,12,4,3,0,0,0,38,0,0,15,20,11,5,3,0,0,62,36,55,58,43,43,24,6,0,0,265,23,57,32,20,29,13,0,0,0,179,0,3,6,7,18,13,3,0,0,56,0,7,9,10,6,3,0,0,0,29,0,10,24,34,15,9,4,0,0,90,0,3,11,15,9,4,0,0,0,41,3,10,55,49,29,26,3,0,0,174,0,5,21,12,14,14,0,0,0,72,0,7,18,18,29,19,7,0,0,90,4,22,60,64,69,54,14,3,0,289,4,33,106,83,84,81,21,0,0,419,3,7,3,6,5,0,0,0,0,24,0,11,14,8,21,15,3,0,0,71
207031167,104,253,455,535,588,462,137,23,5,2555,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,10,10,16,18,6,3,0,0,73,0,3,0,5,0,0,3,0,0,13,0,4,12,12,12,7,0,0,0,46,0,7,7,21,13,8,0,0,0,50,31,65,31,22,39,36,3,0,0,232,44,30,18,15,23,7,3,0,0,135,3,3,4,7,12,7,3,0,0,32,0,5,19,9,9,3,0,0,0,42,0,6,40,41,33,26,0,0,0,153,0,3,10,6,12,9,6,0,0,50,0,25,76,93,77,40,18,0,0,331,0,7,20,15,22,13,0,0,0,71,0,4,25,24,39,32,8,0,0,129,20,24,77,75,122,104,20,3,0,439,0,38,95,109,142,126,32,0,0,540,10,13,7,3,6,5,4,0,0,50,8,14,12,12,24,13,3,0,0,77
208011168,160,275,284,632,947,703,250,41,5,3298,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,20,11,14,46,40,23,16,0,0,164,0,0,0,11,6,0,0,0,0,19,3,3,3,18,32,23,11,0,0,96,0,8,4,33,43,20,6,0,0,112,59,85,34,53,58,49,21,5,0,353,42,58,18,19,22,11,3,0,0,171,0,3,7,11,21,11,0,0,0,54,3,4,9,11,24,6,4,0,0,63,0,7,14,45,51,14,3,0,0,136,0,12,13,10,41,12,10,0,0,100,0,27,31,85,114,64,17,3,0,344,0,10,3,22,24,11,8,0,0,79,0,3,16,36,55,31,5,0,0,142,14,28,42,82,151,160,21,0,0,500,7,30,57,90,165,120,28,3,0,502,10,13,6,16,17,5,0,0,0,74,6,5,4,14,30,16,4,0,0,85
208011169,160,397,762,1007,1393,1090,553,94,15,5473,0,3,0,3,3,0,3,0,0,14,0,0,0,6,3,3,0,0,0,12,4,10,21,41,43,24,11,0,0,152,0,3,4,14,10,4,0,0,0,30,0,3,17,25,25,15,3,3,0,93,3,8,29,30,51,20,3,3,0,161,42,84,65,87,84,76,32,0,0,473,67,64,45,39,32,13,10,0,0,274,0,3,5,21,31,19,3,0,0,81,3,9,20,35,36,21,6,0,0,142,6,11,57,93,96,57,8,3,3,331,3,10,29,25,45,24,11,4,0,151,9,51,132,173,176,109,48,3,0,706,4,7,39,42,52,36,19,0,0,210,3,4,32,43,53,44,4,0,0,183,19,46,71,94,175,183,60,6,0,658,13,37,120,133,248,213,56,3,0,814,9,17,11,17,30,9,10,0,0,109,14,18,33,15,47,24,4,0,0,146
208011170,132,260,448,831,1058,714,285,43,3,3771,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,8,15,21,32,17,4,0,0,97,0,0,3,3,3,0,0,0,0,17,0,0,6,23,24,10,3,3,0,77,0,8,8,26,39,15,12,0,0,101,43,78,48,72,76,48,20,0,0,377,77,44,21,20,26,13,6,0,0,211,0,0,4,16,22,5,6,0,0,58,6,5,7,21,29,15,0,0,0,85,0,4,25,66,53,28,10,3,0,193,0,6,19,19,29,14,4,0,0,90,3,21,65,147,146,73,25,0,0,480,0,4,17,27,45,13,8,0,0,117,0,3,28,38,61,28,6,0,3,163,20,20,51,85,167,143,26,0,0,502,3,31,72,125,195,148,33,0,0,612,11,15,11,25,22,9,4,0,0,100,4,13,14,26,31,20,0,0,0,113
208011171,112,199,477,756,678,386,114,18,4,2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,13,5,14,35,31,11,7,0,0,116,0,4,9,7,6,3,0,0,0,26,0,0,12,15,7,3,3,0,0,37,0,0,15,23,30,10,3,0,0,81,45,36,66,49,50,42,6,0,0,294,34,37,30,16,10,4,0,0,0,129,0,3,12,10,14,8,0,0,0,49,0,0,21,14,10,3,0,0,0,52,0,7,38,51,31,15,0,0,0,145,0,3,12,15,16,9,4,0,0,52,0,11,67,102,84,35,9,0,0,316,0,8,12,23,23,10,3,0,0,86,0,4,29,44,27,17,3,0,0,130,8,13,78,99,135,74,13,0,0,416,3,14,103,127,151,105,24,0,0,523,13,6,11,7,13,6,0,0,0,59,0,5,22,25,28,6,9,0,0,92
208011172,192,359,572,957,1209,763,236,35,0,4319,0,0,0,3,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,10,12,3,13,29,50,15,3,0,0,128,0,0,5,3,7,0,0,0,0,23,0,3,11,19,34,11,6,0,0,79,0,14,18,32,31,12,11,0,0,115,66,76,71,63,89,50,19,0,0,433,80,47,34,22,29,15,3,0,0,225,0,4,11,23,21,8,3,0,0,74,3,4,18,24,29,14,0,0,0,101,0,10,40,89,65,22,3,0,0,229,0,5,25,17,42,11,3,0,0,104,3,33,78,164,152,66,27,0,0,524,0,8,18,38,36,24,4,0,0,139,0,4,34,51,68,33,6,0,0,201,16,29,67,102,199,144,34,0,0,584,3,41,115,154,238,173,43,3,0,765,16,12,13,21,20,10,4,0,0,92,13,8,29,22,36,22,3,0,0,136
208011173,154,298,555,809,1165,778,306,35,3,4106,0,0,0,0,3,0,0,0,0,9,0,0,0,0,9,3,0,0,0,15,16,5,20,37,31,25,3,0,0,143,0,0,7,6,6,7,0,0,0,28,0,3,13,15,22,20,3,0,0,80,0,5,19,28,35,14,0,0,0,110,44,44,41,60,88,53,15,0,0,357,62,29,26,21,18,12,5,0,0,181,0,0,10,16,18,11,0,0,0,63,0,13,18,17,27,12,3,0,0,90,0,7,23,59,57,30,12,0,0,195,0,7,9,24,35,18,11,0,0,102,0,29,82,118,125,82,18,0,0,457,0,7,22,43,43,21,13,3,0,151,0,5,27,57,48,48,12,0,0,196,15,23,60,115,191,168,46,3,0,612,8,31,103,122,188,172,51,3,0,677,18,12,11,14,21,11,3,0,0,89,8,17,24,26,25,9,7,0,0,118
208021174,215,450,961,1279,1442,904,205,20,3,5485,0,0,3,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,7,9,15,33,50,52,24,12,0,0,193,0,0,5,15,8,3,0,0,0,32,0,8,21,27,38,17,3,0,0,116,0,9,29,32,52,22,3,0,0,147,72,92,90,83,97,58,21,0,0,514,100,61,53,39,37,17,9,0,0,308,0,4,21,27,22,16,0,0,0,86,10,11,14,35,34,5,4,0,0,110,0,5,61,105,72,37,3,0,0,287,0,14,29,22,27,22,0,0,0,119,4,28,132,183,174,67,20,0,0,605,7,13,26,42,62,36,3,4,0,192,3,8,46,70,85,61,7,0,0,285,18,40,104,154,248,184,28,0,0,779,12,69,157,236,300,187,30,3,0,989,18,12,10,20,16,4,3,0,0,93,4,16,32,39,56,19,5,0,0,181
208021176,114,349,1493,1184,806,565,139,19,0,4667,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,8,57,43,24,15,6,0,0,165,0,3,12,19,4,0,0,0,0,40,0,4,27,12,13,5,3,0,0,62,0,10,42,42,21,12,0,0,0,125,35,79,144,88,52,45,11,0,0,450,49,86,106,33,23,16,7,0,0,315,0,9,25,13,22,9,4,0,0,72,0,14,46,28,18,7,3,0,0,118,0,5,109,72,54,24,4,0,0,269,0,3,33,15,20,13,0,0,0,86,0,42,190,124,76,40,13,0,0,492,0,15,61,27,33,8,6,0,0,155,0,17,56,63,52,36,3,0,0,220,6,44,185,131,149,135,23,0,0,675,7,62,233,170,157,121,23,0,0,774,8,14,21,14,13,8,0,0,0,82,3,11,41,21,29,8,3,0,0,119
208021177,95,418,1478,1107,855,807,439,61,16,5279,0,0,3,0,3,0,0,0,0,11,0,0,3,0,4,0,0,0,0,3,8,10,49,23,34,13,7,4,0,141,0,4,20,15,3,0,0,0,0,42,0,3,20,17,17,16,7,3,0,79,0,10,34,39,32,14,4,3,0,137,33,77,121,58,71,60,22,0,0,435,23,55,69,23,16,17,0,0,0,213,0,4,8,14,16,4,0,0,0,52,0,7,33,33,24,10,3,0,0,113,0,18,74,58,37,25,8,3,0,224,0,5,25,34,19,19,14,5,0,133,10,42,210,134,111,69,29,3,0,600,3,20,44,42,32,29,10,0,0,180,0,6,64,51,53,39,5,3,0,216,30,50,215,174,175,154,50,0,0,848,11,73,272,162,168,182,61,5,3,948,0,13,29,26,20,10,6,0,0,112,9,22,50,25,33,20,3,0,0,168
