SA2_MAINCODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,20
206041121,0,0,0,0,0,126,13,7,0,0,0,0,0,0,10,161,6,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,14,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,53,630,182,209,51,62,60,46,69,28,44,1384,620,203,278,69,72,82,101,115,47,33,1620,241,32,47,11,4,10,15,24,19,15,422,11,3,0,0,3,0,0,0,0,0,13,869,236,326,79,83,89,112,138,63,50,2057,0,0,0,0,0,0,0,0,0,4,6,1495,421,537,132,144,155,163,211,93,96,3440
206041122,0,0,0,0,0,71,3,3,0,0,0,3,0,3,4,83,11,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,32,854,341,480,150,202,245,329,471,383,167,3622,877,1103,2854,1036,1513,2036,2928,4007,2573,1075,19992,74,131,231,109,204,354,539,838,732,570,3788,8,0,10,8,7,13,29,19,19,15,135,951,1237,3096,1147,1725,2412,3499,4865,3322,1657,23912,0,0,0,0,0,0,0,3,7,10,18,1809,1576,3578,1293,1924,2653,3825,5342,3712,1837,27555
206041123,0,0,0,0,0,164,9,3,0,0,0,0,0,0,10,188,12,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,59,0,3,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,62,0,3,0,0,0,0,0,0,3,71,860,252,327,98,118,104,146,180,152,95,2322,1008,449,806,271,397,430,672,954,782,245,6009,363,81,95,25,45,52,84,159,136,104,1142,14,6,8,4,0,4,3,8,4,3,50,1387,537,911,299,443,485,758,1115,919,352,7210,0,0,0,0,0,0,0,3,0,65,75,2248,793,1240,396,562,592,900,1297,1063,516,9601
206041124,0,0,0,0,7,70,0,0,0,0,0,0,0,0,4,77,10,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,12,38,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,4,4,64,0,0,0,0,0,0,0,0,7,75,344,122,105,34,33,37,59,119,91,25,963,267,164,242,60,112,119,171,219,226,44,1632,92,6,14,0,5,7,8,20,25,14,193,0,0,0,0,0,0,3,0,0,0,9,355,177,261,60,113,126,180,239,258,53,1831,4,0,0,0,0,0,0,0,0,9,15,706,295,363,93,147,159,248,357,346,91,2803
206041125,0,0,0,0,0,80,0,0,0,0,0,0,0,0,4,82,28,0,0,0,0,0,0,0,0,3,38,8,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,3,48,511,80,131,51,38,47,32,63,37,28,1021,166,98,154,49,49,58,53,94,49,21,792,11,0,10,0,7,0,6,15,10,15,71,3,0,0,0,0,0,0,0,0,0,6,178,98,164,49,57,58,61,115,60,38,869,0,0,0,0,0,0,0,0,0,0,0,690,179,293,104,95,111,92,175,94,69,1892
206041126,0,0,0,0,0,70,0,0,0,0,0,0,0,0,3,81,8,0,0,0,0,3,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,27,858,280,420,152,194,196,224,292,168,94,2872,824,759,1410,356,457,598,804,881,532,270,6891,58,28,103,39,67,66,128,158,168,103,926,7,0,12,0,0,0,3,6,5,7,40,891,787,1525,401,525,673,934,1045,708,377,7860,0,0,0,0,0,0,0,0,3,7,15,1756,1068,1946,555,720,866,1159,1336,875,481,10744
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,0,0,0,275,0,0,0,0,0,0,0,0,6,285,33,0,0,0,0,0,0,0,0,3,36,34,0,0,0,0,0,0,0,0,0,34,42,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,114,1093,214,327,101,86,102,99,159,55,73,2311,692,237,387,115,110,147,140,221,125,68,2223,219,4,19,8,10,14,13,39,23,30,371,7,0,0,0,4,0,3,0,3,3,25,917,241,409,123,114,154,155,255,151,100,2621,0,0,4,0,0,0,0,0,0,17,22,2010,458,739,216,203,258,253,415,203,187,4951
206051129,0,0,0,0,0,159,0,0,0,0,0,0,0,0,3,166,11,3,0,0,0,0,0,0,0,0,19,29,0,0,0,0,0,0,0,0,0,29,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,62,4,0,0,0,0,0,0,0,0,67,1017,261,358,117,142,130,140,108,53,66,2393,512,120,232,59,64,74,97,78,53,43,1332,82,9,9,7,0,3,11,12,15,14,162,7,4,0,0,0,0,0,0,0,0,12,594,129,239,64,60,76,109,93,68,55,1506,0,0,0,0,0,0,0,0,0,0,4,1617,395,596,181,202,208,249,202,123,122,3900
206051130,0,0,0,0,0,270,8,4,0,0,0,0,0,0,4,287,18,0,0,0,0,0,0,0,0,4,19,23,0,0,0,0,0,0,0,0,0,23,30,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,4,4,68,0,0,0,0,0,0,0,0,8,76,1110,237,395,117,111,98,109,126,75,74,2448,823,177,207,59,63,72,75,103,42,42,1678,227,14,17,3,10,7,11,5,7,17,323,6,4,0,0,0,0,0,0,0,3,10,1059,198,226,65,75,78,88,110,56,57,2006,0,0,4,0,0,0,3,0,0,0,11,2175,433,620,182,188,179,194,243,126,133,4466
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
206051132,0,0,0,3,3,217,9,4,0,0,0,0,0,0,7,240,24,3,3,0,0,0,0,0,0,0,30,17,0,0,0,0,0,0,0,0,3,20,61,0,0,0,0,0,0,0,0,0,61,3,0,0,0,0,0,0,0,0,0,3,80,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,104,3,3,0,0,0,0,0,0,4,117,828,177,253,84,82,88,104,108,65,55,1843,528,196,341,98,104,104,133,149,92,46,1785,247,22,32,7,7,5,20,20,20,13,397,9,0,3,0,0,0,0,0,0,0,17,781,223,376,104,116,112,156,170,106,56,2193,0,0,0,0,0,0,0,0,0,10,10,1611,398,630,193,200,198,256,272,171,118,4050
206051133,0,0,0,7,7,256,13,3,0,3,0,0,0,0,24,296,49,0,0,0,0,0,0,0,0,4,53,59,0,0,0,0,0,0,0,0,8,69,111,0,0,0,0,0,0,0,0,15,134,4,0,0,0,0,0,0,0,0,5,10,173,0,0,0,0,0,0,0,0,30,206,0,0,0,0,0,0,0,0,0,0,4,223,0,0,0,0,0,0,0,0,35,264,1737,437,673,248,289,295,294,352,247,147,4707,898,356,723,188,247,289,345,435,275,124,3887,272,28,24,10,12,15,27,47,58,54,541,9,5,5,0,0,0,0,0,0,9,33,1187,386,753,194,256,311,374,489,335,188,4461,0,0,0,0,0,0,0,0,0,16,17,2921,820,1428,446,543,600,663,838,577,352,9196
206051134,0,0,0,0,0,220,6,3,0,0,0,0,0,0,7,243,17,0,0,0,0,0,0,0,0,0,17,46,0,0,0,0,0,0,0,0,0,48,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,105,1165,255,398,146,146,134,128,157,93,60,2683,751,216,470,85,138,177,166,159,101,61,2322,174,8,25,3,7,13,13,20,14,11,291,6,0,0,0,0,0,0,0,0,0,8,933,229,493,93,144,193,171,178,116,71,2621,4,0,0,0,0,0,0,0,0,7,5,2102,487,896,231,292,322,298,337,216,133,5312
206061135,0,0,0,0,0,181,3,0,0,0,0,0,0,0,6,191,43,0,0,0,0,0,0,0,0,0,50,36,0,0,0,0,0,0,0,0,0,36,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,102,699,117,121,39,49,38,39,42,22,26,1197,387,112,219,44,53,69,94,74,59,31,1142,87,6,14,0,7,5,10,15,16,10,175,5,0,0,0,3,0,0,0,0,0,12,482,123,236,49,61,69,107,93,74,39,1328,3,0,0,0,0,0,0,0,0,0,3,1183,241,355,91,116,107,151,135,89,73,2528
206061136,0,0,0,0,0,481,4,0,0,3,0,0,0,0,21,507,29,0,0,0,0,0,0,0,0,10,42,51,0,0,0,0,0,0,0,0,3,55,83,0,0,0,0,0,0,0,0,0,88,4,0,0,0,0,0,0,0,0,0,4,138,0,0,0,0,0,0,0,0,4,147,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,12,186,1218,270,487,212,154,206,198,220,116,87,3163,877,200,381,90,106,166,173,234,130,58,2410,526,29,28,3,11,4,9,21,20,31,689,13,0,3,0,0,0,0,3,0,0,18,1421,230,407,98,118,169,184,261,152,85,3125,4,0,0,0,0,0,0,0,0,7,10,2644,494,894,303,276,377,379,481,272,179,6296
206061137,0,0,0,0,0,310,7,15,0,7,0,0,0,0,7,342,36,0,0,0,0,0,0,0,0,0,40,28,0,0,0,0,0,0,0,0,0,30,54,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,80,3,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,122,3,0,0,0,0,0,0,0,0,132,1218,257,505,168,203,248,254,335,205,103,3496,821,386,652,216,283,321,433,578,275,116,4087,330,39,61,18,30,31,69,98,61,44,768,6,0,0,0,0,0,0,3,3,0,18,1155,423,710,234,314,355,500,679,339,164,4869,0,0,3,0,0,0,0,0,0,3,5,2372,674,1220,397,519,607,763,1010,542,270,8375
206061138,0,0,0,0,0,282,0,0,0,0,0,0,0,0,3,285,96,0,0,0,0,0,0,0,0,11,110,61,0,0,0,0,3,0,0,0,0,67,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,68,0,0,0,0,3,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,3,0,0,0,11,185,1244,160,154,31,37,49,38,56,35,47,1862,811,184,218,53,71,76,100,77,44,31,1665,51,14,31,3,7,9,27,21,7,16,183,11,0,0,0,0,0,0,0,0,0,12,870,196,252,55,78,80,131,98,50,44,1862,4,0,0,0,3,0,0,0,0,0,10,2127,358,404,89,115,132,165,155,91,97,3727
206071139,0,0,0,0,0,83,0,3,0,0,0,0,0,0,8,87,6,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,10,31,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3,50,416,105,189,73,81,84,92,91,42,40,1208,390,97,233,47,92,90,126,107,83,47,1314,178,11,30,3,6,28,12,23,19,20,329,10,0,3,0,0,0,3,0,0,0,16,577,109,266,46,95,115,141,132,102,67,1655,3,0,0,0,0,0,0,0,0,4,4,995,216,453,120,178,197,233,224,142,108,2869
206071140,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,145,12,0,0,0,0,0,0,0,0,3,21,20,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,8,75,576,98,142,45,54,39,50,46,45,40,1143,328,70,87,24,39,27,47,51,44,22,743,94,8,4,0,3,7,0,6,15,3,148,7,0,0,0,0,0,0,0,0,0,5,428,75,93,28,42,40,43,61,62,26,892,3,0,0,0,0,0,0,0,0,3,8,1006,173,238,76,94,78,94,104,107,72,2045
206071141,0,0,0,0,0,87,4,8,0,0,0,0,0,0,8,107,4,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,4,46,429,126,152,72,81,75,82,102,71,43,1231,322,192,204,42,59,54,92,115,61,47,1190,255,51,61,3,13,21,20,21,7,19,477,6,3,7,0,3,0,0,0,0,0,21,581,243,275,50,76,81,110,142,71,65,1688,0,0,0,0,0,0,0,0,0,9,13,1013,369,421,119,150,152,195,247,138,122,2929
206071142,0,0,0,0,0,165,18,7,0,0,0,0,0,0,7,199,17,0,0,0,0,0,0,0,0,7,18,14,0,0,0,0,0,0,0,0,0,14,36,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,5,59,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,9,81,590,127,166,58,59,73,96,108,70,59,1419,430,213,248,41,42,49,72,79,62,44,1284,346,82,60,14,7,9,14,23,16,23,598,0,3,8,0,0,0,0,3,0,3,22,776,301,318,60,52,61,91,103,73,63,1899,3,0,0,0,0,0,0,0,0,4,6,1375,431,486,121,114,142,187,210,145,130,3332
206071143,0,0,0,0,0,283,7,3,0,0,0,0,0,0,7,297,15,0,0,0,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,3,27,55,0,0,0,3,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,3,0,0,0,0,3,88,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,0,0,0,0,3,107,848,139,204,75,66,72,75,65,60,49,1648,509,104,112,33,18,35,46,72,35,32,1004,268,22,18,5,3,3,3,4,11,7,344,3,0,0,0,0,0,0,0,0,3,12,785,126,133,35,26,37,53,77,45,43,1358,0,0,0,0,0,0,0,0,0,8,4,1633,271,333,108,89,111,126,141,104,97,3013
206071144,0,0,0,0,0,549,18,9,0,0,0,3,0,0,20,591,16,0,0,0,0,0,0,0,0,0,17,45,0,0,0,0,0,0,0,0,0,42,133,3,0,0,0,0,0,0,0,5,145,3,0,0,0,0,0,0,0,0,0,0,183,3,0,0,0,0,0,0,0,8,189,0,0,0,0,0,0,0,0,0,0,0,201,3,0,0,0,0,0,0,0,7,210,1598,387,573,222,235,232,238,247,166,117,4020,1438,401,524,115,170,177,213,216,130,84,3467,1291,126,129,30,32,34,33,32,30,53,1786,21,6,8,0,0,0,0,0,0,3,41,2745,535,658,141,198,211,241,251,166,140,5297,3,0,0,0,0,0,0,0,0,8,11,4352,924,1231,371,433,443,485,500,330,268,9324
206071145,0,0,0,0,0,123,0,0,0,0,0,0,0,0,9,139,3,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,3,34,617,111,131,36,29,36,39,38,26,29,1101,279,48,83,11,12,24,24,42,25,17,567,115,3,3,0,0,0,3,9,7,9,150,7,0,0,0,0,0,0,0,0,0,8,400,54,86,16,15,24,24,46,32,33,728,0,0,0,0,0,0,0,0,0,0,0,1016,168,222,49,47,58,61,87,54,69,1830
207011146,0,0,0,0,0,133,6,0,0,0,0,0,0,0,4,150,18,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,44,0,3,0,0,0,0,0,0,0,49,537,105,48,22,3,26,25,15,15,20,813,454,144,165,17,27,31,30,36,33,34,977,109,13,19,7,13,18,12,16,17,9,238,0,0,0,0,0,0,0,0,0,0,0,564,150,186,28,38,48,43,56,51,43,1209,0,0,0,0,0,0,0,0,0,0,3,1108,256,235,51,47,67,66,70,65,67,2031
207011147,0,0,0,0,3,351,10,11,0,0,0,5,0,4,8,391,70,0,0,0,0,0,0,0,0,3,71,47,0,0,0,0,0,0,0,0,4,50,32,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,3,77,3,0,0,0,0,0,0,0,5,87,0,0,0,0,0,0,0,0,0,0,0,148,3,0,0,0,0,0,0,0,8,161,1041,166,167,35,37,27,16,25,18,37,1580,1579,417,598,103,158,152,182,202,95,65,3556,327,86,183,38,51,53,77,91,67,56,1027,15,4,0,0,0,3,0,0,0,0,24,1919,505,778,145,205,207,266,299,162,123,4608,3,0,0,0,0,0,0,4,0,3,11,2970,670,948,182,249,239,282,323,179,161,6201
207011148,0,0,0,0,0,447,10,14,0,3,3,0,3,0,18,495,59,0,0,0,0,0,0,0,0,3,65,80,0,0,0,0,0,0,0,0,0,85,79,0,0,0,0,0,0,0,0,3,81,0,0,0,0,0,0,0,0,0,0,0,157,3,3,0,3,0,0,0,0,3,170,0,0,0,0,0,0,0,0,0,0,0,211,3,3,0,3,0,0,0,0,12,231,1197,245,197,40,37,27,21,36,10,47,1846,2379,614,698,130,137,180,224,182,88,101,4716,465,87,166,32,35,55,92,106,70,94,1199,13,4,3,0,3,0,0,0,0,5,27,2854,709,865,155,178,231,308,290,154,194,5941,5,0,0,0,0,0,4,0,0,4,10,4055,951,1064,199,217,254,333,325,160,247,7803
207011149,0,0,0,0,0,406,9,4,0,0,3,3,3,0,22,446,87,6,0,0,0,0,0,0,0,10,99,73,0,0,0,0,0,0,0,0,4,78,36,0,3,0,0,0,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,104,3,3,0,0,0,0,0,0,15,127,0,0,0,0,0,0,0,0,0,0,3,192,5,4,0,0,0,0,0,0,20,226,1644,273,252,63,54,48,62,61,37,66,2572,1333,324,480,82,141,140,170,153,101,79,3003,192,26,80,15,18,39,43,49,38,57,558,16,3,0,0,0,3,0,3,0,6,25,1543,357,559,92,158,179,206,211,139,141,3587,0,0,0,0,0,0,0,0,0,3,4,3192,633,814,158,212,224,271,267,177,206,6165
207011150,0,0,0,0,0,247,10,5,3,0,0,0,0,0,7,275,28,0,0,0,0,0,0,0,0,0,34,23,0,0,0,0,0,0,0,0,0,27,17,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,69,0,3,0,0,0,0,0,0,0,76,1183,210,204,28,50,21,34,51,10,51,1839,943,203,265,57,48,70,76,90,45,35,1830,103,17,46,16,16,11,22,33,17,16,299,13,3,0,0,0,0,0,0,0,0,15,1055,230,311,72,66,86,94,117,62,52,2137,0,0,0,0,0,0,0,0,0,0,3,2233,439,513,94,117,104,124,170,74,100,3978
207011151,0,0,0,0,0,235,3,5,0,0,0,0,0,0,8,248,37,0,0,0,0,0,0,0,0,0,34,43,0,0,0,0,0,0,0,0,0,48,21,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,3,105,1350,260,345,107,107,109,111,149,94,69,2695,781,343,808,196,278,368,449,504,357,115,4191,113,22,42,11,23,35,65,86,78,76,554,3,0,0,0,0,0,0,3,0,5,15,899,363,852,208,297,401,517,595,443,190,4767,3,0,0,0,0,0,0,0,0,3,7,2253,623,1195,320,406,508,628,740,537,258,7463
207011152,0,0,0,0,0,187,5,4,0,0,0,0,0,0,8,206,38,0,0,0,0,0,0,0,0,0,38,29,0,0,0,0,0,0,0,0,0,30,27,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,92,3,0,0,0,0,0,0,0,3,98,936,170,192,69,67,58,65,64,27,51,1709,688,246,522,104,144,221,222,275,153,65,2631,134,18,50,13,20,16,25,63,37,39,415,3,0,4,0,0,0,0,0,0,0,10,823,264,572,114,161,242,245,337,195,105,3053,0,0,0,0,0,0,0,0,0,3,3,1761,437,765,185,234,299,308,405,218,156,4770
