SA2_MAINCODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
202021027,0,0,0,0,0,93,4,0,0,0,0,0,0,0,3,95,23,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,34,601,53,46,13,12,4,10,4,0,29,766,76,31,39,4,17,15,9,3,0,7,193,4,3,0,0,0,4,8,21,3,22,65,8,0,0,0,0,0,0,0,0,0,7,81,35,40,9,17,15,11,29,9,27,269,3,0,0,0,0,0,0,0,0,215,223,688,85,82,15,23,18,22,34,10,274,1254
202021028,0,0,0,0,0,89,0,0,0,0,0,0,0,0,7,101,27,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,32,673,46,31,3,5,3,3,3,0,30,791,80,9,21,5,6,4,3,0,0,4,120,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,81,9,20,5,6,4,8,0,0,8,129,0,0,0,0,0,0,0,0,0,13,15,754,49,52,3,7,10,7,3,5,46,939
202021029,0,0,0,0,0,90,0,0,0,0,0,0,0,0,4,92,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,18,334,18,20,0,3,0,0,3,0,16,392,59,8,5,3,5,0,6,0,0,0,92,4,0,0,0,0,0,0,0,0,3,11,6,0,0,0,0,0,0,0,0,3,10,64,7,7,3,6,0,4,3,0,3,109,3,0,0,0,0,0,0,0,0,0,4,403,31,27,3,11,0,4,6,0,21,503
202021030,0,0,0,0,0,107,0,0,0,0,0,0,0,0,21,127,23,0,0,0,0,0,0,0,0,17,40,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,17,48,653,78,73,13,16,8,4,0,4,63,910,106,26,38,13,15,10,11,5,0,14,240,13,4,0,4,0,9,13,15,4,7,72,0,0,0,0,0,0,4,0,0,0,8,125,31,38,13,15,18,29,29,4,26,317,0,0,0,0,0,0,0,0,0,0,0,781,103,107,20,30,22,35,26,9,90,1220
202021031,0,0,0,0,0,67,0,0,0,0,0,0,0,0,10,74,13,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,20,556,67,52,10,16,14,16,0,0,30,773,97,12,22,0,0,13,0,4,0,9,165,5,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,107,11,22,0,0,13,0,4,0,11,178,0,0,0,0,0,0,0,0,0,0,0,665,86,80,10,16,22,13,11,5,37,948
202031032,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,23,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,167,13,5,3,4,0,0,0,0,14,200,19,3,6,4,0,0,3,0,0,3,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,3,6,4,0,0,4,0,3,4,48,0,0,0,0,0,0,0,0,0,0,0,183,13,16,8,5,0,4,3,3,13,245
202031033,0,0,0,0,3,57,0,0,0,0,0,0,0,0,3,59,14,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,19,317,10,13,3,0,7,5,0,4,20,390,53,8,38,8,5,12,5,4,9,5,145,12,0,4,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,61,8,42,8,11,12,5,7,9,5,165,3,0,0,0,0,0,0,0,0,0,0,384,14,59,11,13,25,13,6,12,29,550
203011034,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,60,15,0,0,0,0,0,0,0,0,3,17,6,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,4,31,328,24,35,9,8,4,3,3,3,16,440,86,11,31,3,0,0,0,3,0,8,140,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,93,14,31,3,0,0,0,3,0,4,149,0,0,0,0,0,0,0,0,0,0,3,424,39,61,13,8,3,3,6,9,23,593
203011035,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,53,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,468,36,38,10,8,5,5,3,0,33,604,59,5,9,0,7,9,3,0,0,4,100,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,72,5,12,0,7,9,3,0,0,4,107,0,0,0,0,0,0,0,0,0,0,3,540,39,50,10,9,12,9,3,0,43,715
203011036,0,0,0,0,0,48,0,0,0,0,0,0,0,0,4,54,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,16,326,25,34,0,6,6,4,0,0,17,420,46,7,20,0,3,5,3,3,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,20,0,3,5,3,3,0,6,80,0,0,0,0,0,0,0,0,0,0,0,374,28,52,0,9,6,12,3,3,21,506
203021037,0,0,0,0,0,188,3,4,0,0,0,0,0,0,12,205,58,0,0,0,0,0,0,0,0,10,66,44,0,0,0,0,0,0,0,0,0,45,6,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,6,62,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,16,128,753,96,101,30,10,21,20,13,10,44,1107,261,58,201,44,64,64,83,80,37,18,913,40,3,17,4,4,12,0,7,6,16,105,0,0,0,0,0,0,0,4,0,0,9,303,59,220,50,71,73,80,92,48,31,1025,3,0,0,0,0,0,0,0,0,0,3,1062,157,319,76,84,100,98,104,63,74,2132
203021038,0,0,0,0,0,541,3,4,0,0,0,0,0,0,18,571,84,0,0,0,0,0,0,0,0,0,85,64,0,0,0,0,0,0,0,0,0,63,21,0,0,0,0,0,0,0,0,3,28,7,0,0,0,0,0,0,0,0,0,7,94,0,0,0,0,0,3,0,0,3,97,3,0,0,0,0,0,0,0,0,0,3,179,0,0,0,0,0,3,0,0,3,189,1581,114,119,21,22,31,25,15,4,74,2010,1127,226,499,91,132,248,107,135,73,84,2719,395,62,160,52,70,117,70,111,85,62,1178,18,3,9,3,0,3,0,0,3,0,45,1537,287,666,142,204,375,181,246,160,143,3942,11,0,0,0,0,0,0,0,0,12,22,3123,403,785,163,226,399,204,271,172,226,5969
203021039,0,0,0,0,0,174,0,0,0,0,0,0,0,0,8,181,25,0,0,0,0,0,0,0,0,6,34,33,0,0,0,0,0,0,0,0,0,34,17,0,0,0,0,0,0,0,0,3,17,3,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,3,76,0,0,0,0,0,0,0,0,10,90,738,75,82,20,20,19,29,28,31,30,1066,297,74,183,38,54,75,62,97,64,21,954,74,4,11,0,5,8,17,17,16,12,160,9,0,3,0,0,0,0,0,0,0,18,379,74,191,38,59,83,81,119,78,32,1132,3,0,0,0,0,0,0,0,3,3,7,1114,150,279,54,76,102,104,150,109,58,2208
203021040,0,0,0,0,3,293,0,0,0,0,0,0,0,0,18,310,57,0,0,0,0,0,0,0,0,0,60,51,0,0,0,0,0,0,0,0,5,61,34,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,6,96,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,6,154,929,109,128,34,30,11,21,30,14,53,1369,538,76,260,41,56,62,55,85,39,43,1259,140,10,17,4,4,20,8,27,10,13,255,5,0,0,0,0,0,0,0,0,3,15,686,87,281,47,60,83,69,115,56,63,1529,3,0,0,0,0,0,0,0,0,3,8,1622,198,407,77,88,98,93,147,72,112,2906
203021041,0,0,0,4,7,262,3,7,0,0,0,0,0,0,12,277,88,3,0,0,0,0,0,0,0,13,108,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,10,9,126,3,0,0,0,0,0,0,0,22,152,1271,152,237,49,31,29,32,35,13,50,1897,386,133,384,56,80,42,72,87,53,28,1326,26,13,14,8,9,11,12,12,16,14,131,3,3,0,0,0,0,0,0,0,0,7,415,144,406,65,92,58,83,97,63,46,1464,4,0,0,0,0,0,0,0,0,24,28,1689,292,641,112,116,87,123,131,78,116,3385
203021042,0,0,0,0,0,255,8,4,0,0,0,0,0,0,11,278,50,0,0,0,0,0,0,0,0,14,57,14,0,0,0,0,0,0,0,0,8,21,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,16,89,1301,171,237,59,33,57,50,36,38,67,2041,478,211,413,75,80,108,115,129,86,45,1737,43,9,35,3,7,11,14,14,14,19,165,9,0,0,0,0,0,0,0,0,0,18,528,218,445,79,92,122,129,142,95,66,1917,8,0,0,0,0,0,0,0,0,0,8,1837,382,682,136,126,183,176,181,131,133,3968
203021043,0,0,0,0,0,210,3,0,0,0,0,0,0,0,14,222,60,0,0,0,0,0,0,0,0,0,65,13,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,82,0,0,0,0,0,0,0,0,5,92,1219,109,141,21,29,10,4,7,6,47,1590,364,119,189,29,10,9,25,16,45,18,821,57,3,12,0,0,0,3,4,13,6,112,3,3,0,0,0,0,0,0,0,0,4,424,129,198,29,8,11,23,18,60,26,941,3,0,0,0,0,0,0,0,0,239,249,1653,244,335,50,37,19,34,24,67,319,2779
203021044,0,0,0,0,0,207,6,0,0,0,0,0,0,0,12,230,37,0,0,0,0,0,0,0,0,4,42,12,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,9,64,894,52,77,17,17,14,5,11,3,41,1131,189,32,109,17,9,12,13,16,3,13,412,27,0,8,0,0,0,3,3,0,7,55,4,0,6,0,0,0,0,3,0,0,14,226,31,123,19,9,7,15,23,7,24,479,0,0,0,0,0,0,0,0,0,0,6,1118,89,198,34,23,24,23,33,13,59,1616
203021045,0,0,0,0,0,309,4,0,0,0,0,0,0,0,17,323,76,0,0,0,0,0,0,0,0,10,87,33,0,0,0,0,0,0,0,0,3,41,18,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,15,143,998,63,49,12,14,8,3,7,3,40,1204,312,42,126,13,18,25,33,21,20,23,642,61,3,10,0,3,7,3,11,0,4,109,6,0,0,0,0,0,0,0,0,0,4,379,43,136,16,22,36,36,28,21,28,752,4,0,0,0,0,0,0,0,0,3,9,1383,110,188,24,35,46,40,40,30,71,1963
203021046,0,0,0,0,3,96,3,0,0,0,0,0,0,0,6,104,17,3,0,0,0,0,0,0,0,0,25,17,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0,0,4,53,511,78,82,14,15,10,19,18,4,22,780,191,43,123,12,17,19,20,25,28,14,492,26,3,13,3,0,0,3,3,15,4,74,7,0,0,0,0,0,0,0,0,3,8,227,44,133,17,17,15,22,28,42,23,571,3,0,0,0,0,0,0,0,0,0,3,740,127,214,34,30,30,47,45,47,47,1353
203021047,0,0,0,0,4,613,0,0,0,0,0,0,0,0,55,669,37,0,0,0,0,0,0,0,0,6,47,102,0,0,0,0,0,0,0,0,34,132,73,0,0,0,0,0,0,0,0,24,99,0,0,0,0,0,0,0,0,0,0,0,176,0,3,0,0,0,0,0,0,58,235,0,0,0,0,0,0,0,0,0,0,0,211,0,3,0,0,0,0,0,0,67,276,863,60,93,13,22,5,12,13,8,45,1132,1370,117,242,28,65,43,51,48,31,96,2081,460,15,16,8,5,8,5,20,31,58,623,26,0,0,0,0,0,0,0,0,0,36,1853,130,255,34,70,48,62,73,63,155,2731,4,0,3,0,0,0,0,0,0,0,8,2716,183,354,45,94,56,76,81,66,194,3874
203031048,0,0,0,0,0,249,3,4,0,0,3,0,0,0,13,268,63,0,0,0,0,0,0,0,0,0,63,24,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,99,1169,80,118,21,19,17,0,9,8,39,1484,196,28,38,3,11,23,8,6,4,13,328,18,4,0,0,0,0,0,6,3,0,33,4,0,0,0,0,0,0,0,0,0,3,215,32,42,3,12,23,8,10,8,13,360,6,0,0,0,0,0,0,0,0,0,4,1389,109,162,26,30,39,8,15,18,60,1849
203031049,0,0,0,0,0,53,0,0,0,0,0,0,0,0,6,58,21,0,0,0,0,0,0,0,0,3,26,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,34,300,32,36,3,3,5,9,3,3,24,422,55,11,29,6,3,6,3,3,3,3,122,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,61,11,29,6,3,6,4,9,3,6,139,0,0,0,0,0,0,0,0,0,0,0,358,40,64,9,10,14,8,13,3,39,555
203031050,0,0,0,0,5,240,5,0,0,0,0,0,0,0,11,260,69,3,0,0,0,0,0,0,0,10,88,22,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,22,3,0,0,0,0,0,0,0,0,0,4,97,3,0,0,0,0,0,0,0,12,117,1449,184,215,64,42,36,35,25,6,74,2126,208,49,123,22,20,19,12,11,5,11,481,10,5,5,0,0,4,3,3,3,0,45,0,0,0,0,0,0,0,0,0,0,6,221,53,133,21,23,22,18,21,13,21,536,6,0,0,0,0,0,0,0,0,3,12,1682,238,343,81,59,55,49,42,16,95,2663
203031051,0,0,0,0,0,186,0,0,0,0,0,0,0,0,3,198,40,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,57,679,28,50,15,3,6,3,4,0,36,824,241,10,17,0,3,0,0,3,0,12,284,43,0,0,0,0,0,0,0,0,0,48,7,0,0,0,0,0,0,0,0,0,10,295,10,17,0,3,3,0,3,0,12,342,7,0,0,0,0,0,0,0,0,3,5,971,36,68,12,7,10,3,8,0,53,1173
203031052,0,0,0,0,0,54,0,0,0,0,0,0,0,0,3,53,26,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,304,19,20,7,3,0,6,3,0,14,374,44,8,13,4,0,0,0,0,0,0,77,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,49,8,13,4,0,0,0,0,3,4,83,0,0,0,0,0,0,0,0,0,0,0,350,32,33,9,4,0,5,3,3,18,451
203031053,0,0,0,0,3,157,0,3,0,0,0,0,0,0,6,170,33,0,4,0,0,0,0,0,0,3,38,12,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,47,0,4,0,0,0,0,0,0,3,59,1052,166,251,55,45,62,45,43,7,57,1781,189,43,85,18,15,18,14,34,8,16,436,16,3,0,0,0,0,4,0,0,10,43,3,0,0,0,0,0,0,0,0,0,4,210,48,92,18,22,18,17,36,8,24,480,3,0,0,0,0,0,0,0,0,0,4,1271,217,342,70,62,74,59,74,15,82,2270
204011054,0,0,0,0,0,95,0,0,0,0,0,0,0,0,7,98,32,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,527,15,19,8,3,12,3,16,4,19,628,70,9,14,3,3,8,3,3,0,7,115,9,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,80,9,17,4,3,7,3,3,0,7,129,0,0,0,0,0,0,0,0,0,0,0,604,26,34,15,7,19,3,14,8,29,755
204011055,0,0,0,0,0,59,0,0,0,0,0,0,0,0,3,64,22,0,0,0,0,0,0,0,0,3,20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,27,321,17,24,4,7,7,0,3,3,19,401,50,10,18,4,9,10,3,3,5,3,109,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,52,8,18,4,10,10,3,3,5,5,120,0,0,0,0,0,0,0,0,0,0,0,374,24,38,12,12,13,11,6,3,23,518
204011056,0,0,0,0,0,150,0,0,0,0,0,0,0,0,3,155,28,0,0,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,43,745,73,64,22,12,11,12,10,3,36,984,165,25,79,27,15,17,14,26,20,35,412,13,4,3,0,0,0,0,16,13,19,69,0,0,0,0,0,0,0,0,0,0,0,182,26,77,27,12,15,14,42,33,52,483,0,0,0,0,0,0,0,0,0,0,3,928,94,142,42,21,29,23,57,39,91,1463
204011057,0,0,0,0,0,104,0,0,0,0,0,0,0,0,3,107,25,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,42,589,34,36,9,9,4,3,6,10,27,727,104,17,27,8,7,4,14,27,7,21,241,4,3,3,0,3,0,5,11,3,13,44,3,0,0,0,0,0,0,0,0,0,5,116,22,30,8,9,4,21,34,15,29,282,0,0,0,0,0,0,0,0,0,0,0,702,58,65,15,14,9,26,41,22,59,1012
204011058,0,0,0,0,0,48,0,0,0,0,0,0,0,0,3,55,8,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,219,12,11,5,0,3,4,3,7,15,282,48,5,24,3,0,5,0,0,4,5,101,8,0,0,0,0,0,0,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,61,7,25,3,0,5,0,5,5,8,125,0,0,0,0,0,0,0,0,0,0,0,275,19,42,8,0,11,3,8,17,25,404
204011059,0,0,0,0,8,69,0,0,0,0,0,0,0,0,3,76,21,0,0,0,0,0,0,0,0,0,21,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,32,0,0,0,0,0,0,0,0,3,38,277,12,18,0,3,5,0,0,3,10,326,78,6,33,18,19,22,7,17,19,25,238,3,3,0,3,0,0,0,8,21,16,66,3,0,0,0,0,0,0,0,0,0,3,83,12,33,20,19,22,8,23,37,41,302,7,0,0,0,0,0,0,0,0,8,9,364,19,51,24,27,25,13,23,39,64,642
