SA2_MAINCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
213041360,381,468,848,241,327,565,0,0,0,72,77,152,0,0,0,3461,3637,7097,14,15,27,771,800,1572,14,22,44,13,17,35,12,26,39,146,171,319,43,50,86,130,134,259,54,64,113,11,10,17,49,43,88,75,122,200,371,397,772,3,7,6,5482,5912,11397,456,438,886,648,587,1239,4,9,7,0,0,0,312,253,565,27,28,51,336,282,618,1473,1394,2865,3,6,11,3,3,3,1481,1404,2882,679,665,1345,9460,9761,19224
213041461,113,148,257,92,138,222,3,3,3,27,31,57,0,0,0,867,935,1797,3,3,6,116,152,266,7,9,20,3,4,10,9,11,14,32,39,66,17,22,33,38,34,73,32,25,54,0,3,3,0,3,5,24,59,81,105,123,233,0,0,0,1378,1590,2972,65,69,129,119,142,265,3,0,3,0,0,0,46,30,76,3,4,7,53,31,85,346,325,674,3,4,8,0,4,3,357,334,690,187,175,360,2268,2487,4751
213041462,207,199,404,50,49,101,0,0,0,25,28,47,0,0,0,909,957,1867,0,0,0,175,189,363,6,7,7,3,0,3,4,3,3,64,67,128,10,14,23,49,72,116,19,17,36,0,3,0,21,27,45,21,18,40,151,145,301,3,0,3,1499,1601,3101,184,198,385,262,263,523,0,3,3,0,0,0,116,96,211,13,14,21,130,106,240,499,432,938,5,0,5,5,6,9,507,443,949,235,230,463,3020,3045,6072
213041463,357,412,773,320,405,726,6,5,7,76,91,163,0,0,0,3381,3594,6982,12,8,21,562,547,1114,59,53,113,23,36,60,15,17,28,172,165,333,66,72,144,232,252,487,80,105,191,3,0,4,34,37,70,102,125,233,425,415,838,5,3,12,5586,5935,11519,326,326,655,644,624,1274,6,10,17,0,0,0,186,169,357,29,38,70,217,209,422,1848,1674,3522,13,6,24,14,22,31,1877,1699,3578,835,833,1669,9857,10046,19900
213051361,193,205,398,714,857,1571,0,0,0,192,206,401,0,0,0,2759,2932,5699,13,19,35,302,317,619,14,29,43,25,18,43,57,53,109,33,45,74,66,76,136,149,153,304,147,180,326,19,28,45,13,19,28,177,203,377,307,299,608,13,9,22,4988,5445,10433,388,391,780,739,700,1440,3,0,8,0,0,0,165,133,299,19,35,52,185,159,348,2311,1933,4245,18,9,28,11,9,20,2338,1959,4294,786,730,1519,9626,9601,19224
213051362,267,281,540,723,850,1571,0,0,0,454,449,907,0,0,0,2340,2559,4895,13,18,34,235,244,485,16,23,45,32,35,67,45,61,104,21,25,41,70,74,143,125,155,278,157,178,341,28,36,63,19,18,37,213,260,470,310,338,643,4,11,12,4802,5337,10143,479,461,941,677,645,1326,8,3,12,0,0,0,220,186,407,38,56,97,261,242,502,2382,2024,4412,26,15,37,6,10,14,2413,2047,4460,807,746,1551,9711,9767,19477
213051363,188,215,409,181,186,368,0,0,0,184,198,378,0,0,0,781,820,1600,10,13,20,78,80,160,9,10,24,15,16,29,6,14,19,13,8,20,11,12,25,58,52,113,51,49,104,3,13,16,9,10,16,53,64,118,146,193,338,3,5,9,1615,1729,3348,577,461,1038,319,220,539,3,4,8,0,0,0,266,165,431,25,29,49,288,193,482,1142,986,2131,9,3,18,8,11,12,1159,1000,2160,500,426,924,4651,4255,8907
213051365,380,454,838,707,841,1549,0,0,0,197,238,437,0,0,5,3530,3732,7261,41,37,79,316,300,613,60,86,152,91,103,197,49,57,111,134,124,260,157,144,307,308,353,657,176,215,392,9,16,19,33,45,82,238,252,486,594,678,1272,35,51,82,6691,7259,13952,2632,2469,5099,1957,2022,3979,4,3,4,0,0,0,1462,1228,2694,51,52,104,1512,1286,2801,2775,2586,5368,22,16,40,14,10,31,2814,2619,5434,1378,1301,2681,17377,17409,34784
213051366,303,328,626,259,324,584,0,0,0,94,88,180,3,0,3,1772,1864,3639,21,26,41,208,196,399,30,31,61,38,64,108,17,14,36,105,94,198,116,120,231,127,184,310,65,88,153,0,4,3,15,12,24,113,85,195,360,383,736,4,11,20,3348,3580,6928,1840,1609,3452,2235,2096,4329,3,3,4,0,0,0,942,739,1684,52,48,97,992,787,1781,1723,1643,3374,16,7,29,8,13,22,1753,1663,3422,1952,916,2870,12421,10992,23412
213051368,65,92,149,440,546,979,0,0,0,105,124,228,21,21,45,1988,2196,4184,3,4,10,258,245,499,6,15,17,8,6,12,25,34,59,9,12,24,41,36,77,47,42,89,96,112,208,5,12,13,10,17,30,127,176,303,86,88,174,6,3,11,3266,3702,6967,130,131,263,109,101,211,0,7,7,0,0,0,53,65,120,26,29,56,80,94,173,1376,1132,2508,6,6,14,8,14,22,1397,1152,2547,525,493,1016,5574,5765,11333
213051369,188,244,434,1030,1172,2205,0,0,0,204,222,430,8,14,25,2641,3027,5660,8,17,23,163,186,353,33,44,81,48,65,117,50,35,84,34,25,60,69,90,165,163,194,361,164,201,365,25,24,47,30,42,75,198,263,462,387,408,796,9,6,17,5268,6052,11322,809,737,1548,457,445,902,11,3,10,0,0,0,335,306,647,32,48,85,372,359,729,3329,3011,6335,27,33,60,19,22,35,3379,3056,6434,978,919,1896,11462,11813,23273
213051464,196,255,447,375,406,782,0,0,0,81,69,147,0,0,0,1508,1593,3092,3,5,7,187,191,372,16,11,32,48,31,75,25,24,52,9,22,31,26,35,57,107,126,228,67,86,157,3,0,4,7,12,17,73,87,157,258,260,511,9,13,18,2798,2953,5751,359,309,674,231,220,451,16,5,22,3,0,3,114,101,218,38,35,70,158,136,290,1861,1673,3534,15,12,23,3,5,6,1881,1692,3570,518,479,998,6149,6050,12197
213051465,395,484,874,640,763,1407,0,0,0,125,126,253,0,0,0,2800,3022,5826,11,10,16,509,457,962,26,26,54,33,43,75,53,52,104,54,44,99,62,85,141,160,174,330,176,186,363,5,9,12,6,9,19,178,218,396,398,402,800,16,17,31,5257,5641,10901,1054,990,2046,595,583,1171,7,9,19,0,0,0,166,146,319,36,53,93,208,199,407,3178,2961,6137,18,8,29,6,16,23,3203,2988,6194,798,773,1568,11517,11661,23180
213051466,301,335,633,266,302,567,0,0,0,72,98,175,0,0,0,1419,1442,2868,15,5,22,175,165,341,20,27,50,30,23,53,26,19,43,20,20,38,35,47,87,115,128,236,99,122,224,6,3,11,10,8,20,97,103,200,238,282,519,11,9,22,2656,2817,5469,1141,1105,2244,283,261,541,8,6,10,0,0,0,154,121,280,32,39,71,187,161,348,2168,1951,4122,17,16,38,6,18,22,2192,1983,4180,515,489,999,7276,7161,14433
213051467,260,264,524,828,1017,1847,0,0,0,456,481,939,17,17,37,2164,2586,4752,7,9,15,192,189,383,37,45,86,45,52,100,37,66,102,23,34,57,47,65,114,101,133,236,173,225,395,22,32,56,24,20,45,211,274,481,268,308,576,4,8,11,4662,5569,10234,401,351,750,542,532,1072,0,0,5,0,0,0,223,177,405,29,45,77,257,222,482,2596,2185,4776,23,22,49,8,10,21,2624,2217,4844,951,999,1948,9703,10163,19861
213051468,71,99,165,596,707,1305,4,3,5,115,110,220,34,23,55,1697,1769,3465,4,6,19,90,99,189,37,35,73,10,24,35,40,40,88,10,11,19,27,24,51,78,75,154,105,129,235,10,17,30,17,16,27,135,160,300,145,135,279,6,14,16,3159,3394,6555,144,129,270,152,131,276,3,0,3,0,4,7,89,73,154,22,32,52,107,103,212,1796,1588,3383,23,15,34,11,16,27,1823,1619,3444,445,433,877,5910,5902,11809
214011370,168,210,372,989,1257,2244,0,0,0,128,121,247,3,3,9,2011,2290,4304,7,22,28,214,200,415,30,45,69,72,67,144,32,33,64,19,18,37,31,47,84,110,156,269,234,299,535,18,32,47,44,42,88,168,232,396,279,346,629,17,13,26,4416,5228,9641,305,320,620,146,138,281,10,10,28,0,0,0,52,35,81,32,50,87,82,82,165,4021,3515,7534,27,32,63,14,25,41,4066,3574,7639,991,973,1964,10180,10529,20711
214011371,138,204,344,1126,1491,2612,0,0,0,115,137,246,0,0,0,1928,2198,4127,12,24,36,219,241,455,26,33,59,40,42,83,36,39,80,32,26,57,33,37,71,113,136,249,226,276,505,11,18,29,13,13,29,240,322,563,269,338,607,6,12,19,4454,5388,9839,89,107,196,53,51,103,25,22,50,0,0,3,28,14,43,50,70,121,83,82,171,4640,4430,9069,46,47,95,27,42,69,4718,4521,9239,1328,1299,2626,10888,11674,22570
214011372,86,134,224,987,1215,2196,0,0,0,104,102,209,0,0,0,1673,2072,3747,10,15,26,181,161,339,42,35,77,52,49,96,40,39,80,3,8,14,27,31,56,76,96,171,255,297,559,15,36,53,28,26,50,152,253,402,277,339,617,13,12,27,3927,4786,8707,48,46,98,75,73,153,14,8,31,0,0,0,23,21,42,65,74,146,86,98,182,3914,3520,7433,49,34,79,24,28,52,3989,3581,7566,1184,1139,2328,9414,9874,19289
214011373,47,77,123,1192,1562,2755,0,0,0,88,155,245,0,0,0,1654,1928,3581,23,30,52,205,190,389,27,31,54,25,31,50,33,42,75,24,18,49,33,35,63,76,94,172,241,282,518,12,13,27,4,4,8,260,379,645,207,223,428,5,3,9,4103,5009,9117,37,33,70,27,24,48,10,14,31,0,0,0,0,0,0,21,33,49,21,34,53,3717,3474,7192,28,27,57,17,28,49,3764,3523,7292,723,746,1467,8736,9466,18199
214011374,74,117,196,1439,1892,3325,0,0,0,109,148,261,0,0,0,2356,2659,5009,19,21,40,146,116,261,13,25,41,23,25,48,36,41,75,15,9,26,29,34,64,131,148,279,319,384,703,4,10,15,13,18,29,270,380,651,379,416,794,12,14,23,5317,6334,11649,29,27,60,21,27,46,9,4,15,0,0,0,4,7,10,27,44,75,37,48,84,5092,4625,9710,59,40,99,9,36,46,5156,4701,9861,993,930,1922,11643,12197,23836
214011375,66,123,186,786,965,1752,0,0,0,85,86,166,0,0,0,1588,1747,3339,11,8,19,174,185,360,27,32,59,28,45,74,28,31,58,7,10,19,42,32,74,59,71,128,189,247,442,11,19,28,11,4,23,183,260,449,157,197,353,8,15,25,3390,3952,7343,41,37,85,48,32,77,32,35,59,0,0,0,10,8,13,38,45,74,46,47,93,3523,3192,6713,34,30,64,21,37,59,3575,3259,6837,906,872,1783,8108,8355,16463
214011376,81,105,194,737,851,1586,0,0,0,73,89,157,0,0,0,1434,1597,3032,6,13,20,143,157,304,48,59,112,37,30,61,23,27,48,15,19,31,15,24,39,85,92,180,120,145,266,18,8,23,20,20,36,154,171,323,252,281,529,9,12,27,3195,3583,6775,131,117,250,102,94,194,18,21,43,0,0,0,30,15,45,15,21,32,37,34,69,2357,2153,4513,26,15,39,6,11,18,2387,2182,4570,497,486,983,6455,6626,13077
214021377,28,52,79,802,949,1753,0,0,0,59,71,131,0,0,0,1125,1309,2434,19,22,40,200,187,381,50,45,97,10,15,28,20,23,43,5,5,15,9,17,24,22,29,51,163,179,336,5,7,18,0,4,7,173,260,433,94,111,210,0,0,0,2755,3242,6000,9,14,22,14,16,27,3,0,8,0,0,0,0,0,0,9,22,31,9,22,31,2023,1871,3894,19,18,31,6,16,30,2050,1904,3959,451,453,905,5318,5709,11024
214021378,16,21,39,399,516,910,0,0,0,23,23,42,0,0,0,403,376,782,3,3,6,15,13,30,6,3,7,7,4,10,8,11,12,0,0,0,3,6,12,11,5,15,60,71,131,0,3,5,0,5,3,103,134,235,36,52,83,3,0,4,1083,1217,2306,3,4,9,3,4,6,9,9,19,0,0,0,7,3,7,0,3,3,7,9,14,1242,1093,2341,10,5,11,8,9,19,1261,1111,2369,306,299,606,2695,2683,5369
214021379,86,122,210,1580,1924,3504,0,0,0,121,126,249,0,0,0,1956,2141,4095,12,8,22,59,41,99,20,29,44,18,18,37,30,31,65,3,0,5,20,28,48,79,91,173,230,312,541,18,16,29,5,3,8,331,417,744,239,243,481,12,11,19,4731,5442,10172,14,16,30,12,3,16,9,6,15,0,0,0,6,5,6,35,64,100,45,64,111,4954,4245,9195,42,40,79,10,29,36,5004,4306,9312,1074,1074,2153,10975,11039,22016
214021380,63,105,174,1724,2248,3972,0,0,0,157,224,386,0,0,4,2472,3052,5519,29,37,61,142,142,283,25,36,64,19,24,43,25,53,79,4,5,8,24,37,58,43,46,91,291,362,655,17,17,35,3,7,13,423,635,1052,196,257,451,14,24,30,5596,7209,12806,16,31,45,20,20,33,19,13,31,0,0,0,3,3,11,25,30,59,30,40,70,4437,4332,8766,25,27,50,19,26,45,4475,4383,8857,948,1026,1977,11169,12827,23989
214021381,63,99,159,1482,1797,3279,0,0,0,82,112,194,0,3,0,1676,1961,3634,17,13,28,120,113,234,3,10,17,32,29,65,39,49,85,0,0,0,14,20,35,9,19,31,209,232,439,3,12,18,3,0,5,333,424,757,155,180,336,4,8,10,4188,4969,9163,33,38,73,13,13,24,12,16,28,0,0,0,11,3,13,10,19,36,22,26,49,3681,3342,7021,15,23,36,7,15,27,3703,3380,7080,639,679,1315,8664,9220,17888
214021382,43,73,115,1344,1692,3039,0,0,0,147,173,327,0,0,0,1842,2090,3932,16,15,38,113,97,211,16,15,26,31,40,72,30,38,68,7,6,16,22,34,56,26,32,55,187,222,403,4,5,9,5,6,11,303,417,712,184,219,398,5,6,11,4286,5109,9394,14,15,29,9,8,20,20,13,30,0,0,0,4,5,7,14,15,28,14,18,39,3877,3532,7411,23,26,45,11,31,41,3906,3587,7493,676,751,1429,8971,9578,18548
214021383,43,87,134,1161,1376,2537,0,0,0,55,55,108,0,0,0,1773,1971,3743,14,17,37,169,143,310,35,56,97,9,11,20,26,28,52,3,0,5,21,13,34,19,27,44,258,287,543,12,6,20,0,3,6,221,312,534,132,129,263,8,5,12,3913,4448,8365,10,8,13,17,6,20,11,11,30,0,0,0,4,4,10,16,28,41,21,31,53,3476,3147,6626,21,16,36,15,34,44,3512,3193,6712,945,865,1802,8467,8654,17123
214021384,61,102,166,1388,1951,3337,0,0,0,136,166,304,0,0,0,1892,2204,4095,23,32,58,142,131,271,82,107,188,30,32,58,38,32,73,4,3,9,20,35,60,31,41,69,341,424,765,38,73,114,5,8,17,349,539,890,148,225,372,3,10,17,4682,6009,10688,26,19,48,6,11,17,7,15,20,3,0,3,7,8,18,23,34,58,36,42,81,3978,3757,7736,34,38,69,16,31,46,4029,3832,7857,999,1077,2072,9844,11104,20943
214021385,50,91,139,1352,1685,3041,5,0,3,122,150,264,0,0,0,1691,1879,3572,3,13,18,75,55,132,15,30,44,26,22,43,20,42,61,0,0,0,20,33,55,53,72,123,246,273,521,15,22,39,5,3,10,252,341,588,211,218,423,4,5,14,4109,4840,8945,14,12,22,12,16,24,9,4,8,0,0,0,3,0,0,8,32,42,11,32,44,3715,3469,7179,33,21,60,8,20,34,3753,3515,7268,808,824,1630,8767,9318,18089
215011386,13,21,34,424,484,910,0,0,0,16,30,42,0,0,0,815,936,1752,29,29,58,11,7,13,25,29,51,4,3,6,34,40,77,0,0,0,10,9,14,7,20,26,172,171,342,16,27,38,9,8,16,277,326,608,58,65,123,0,0,0,1901,2181,4083,12,15,30,30,26,49,3,3,3,0,0,0,14,12,25,0,4,8,19,17,33,1474,1252,2723,3,3,6,3,5,3,1480,1256,2733,1008,318,1326,4464,3830,8297
215011387,8,3,12,199,223,415,0,0,0,7,4,9,0,0,0,240,257,494,3,3,8,0,3,3,6,10,10,0,0,0,20,23,43,0,0,0,0,0,3,9,15,23,84,47,126,0,5,8,5,7,19,208,201,411,17,19,36,4,9,12,807,819,1627,3,6,6,0,0,0,0,3,3,0,0,0,0,0,3,3,4,4,3,7,10,541,454,999,0,3,3,0,4,7,540,463,1005,247,232,480,1610,1533,3146
215011388,27,41,69,749,967,1720,0,0,0,45,33,81,0,0,0,1362,1477,2835,112,151,264,25,15,43,4,3,8,0,12,17,630,732,1363,8,3,11,12,7,19,115,126,239,165,182,351,26,46,66,11,20,32,1049,1399,2451,120,157,272,5,5,11,4432,5346,9773,39,37,76,43,32,74,5,4,5,0,3,3,8,10,15,17,13,28,22,23,51,2557,2284,4838,11,11,26,4,14,20,2578,2309,4881,660,653,1316,7806,8448,16250
215011389,7,4,12,172,184,352,0,0,0,7,4,13,0,0,0,241,234,470,24,29,47,0,0,3,3,3,7,7,0,8,172,163,336,0,0,0,0,0,6,31,30,66,31,26,64,3,5,12,0,7,7,332,330,664,43,51,94,4,0,6,1066,1073,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,5,8,13,533,414,944,7,0,7,0,0,0,536,415,955,170,122,292,1779,1629,3412
215011390,22,15,41,411,456,864,0,0,0,57,50,108,0,0,0,345,405,752,12,12,26,15,11,22,4,3,4,6,0,5,375,403,781,4,7,14,0,6,12,29,27,52,120,112,230,28,35,62,6,5,12,678,746,1419,87,87,178,3,7,9,2181,2377,4558,11,13,22,13,7,20,0,0,0,0,0,6,0,3,3,4,5,12,7,11,11,899,731,1630,3,0,9,6,12,14,908,749,1655,283,296,577,3422,3463,6887
215011391,8,5,16,275,305,582,0,0,0,13,13,28,0,0,0,390,388,781,11,10,20,7,3,7,9,12,25,0,7,7,5,11,13,0,0,0,0,4,6,4,4,11,44,43,88,12,14,24,0,3,3,252,266,513,19,19,42,0,3,3,1037,1109,2145,0,0,0,0,3,5,0,3,3,0,0,0,0,0,5,8,4,11,8,8,17,461,421,888,0,0,3,0,0,0,469,426,891,146,134,278,1669,1686,3352
215011392,24,29,55,457,531,986,0,0,0,51,64,108,29,28,62,627,716,1341,15,19,29,9,5,17,7,8,23,4,3,4,54,71,125,3,0,4,4,0,3,15,11,27,115,120,235,18,30,43,13,9,17,457,593,1047,55,64,120,3,7,4,1925,2279,4204,22,19,38,14,5,19,0,0,0,0,0,0,0,0,0,6,15,25,6,13,24,1557,1328,2881,6,9,20,3,0,6,1568,1336,2903,432,410,847,3990,4106,8093
215011393,8,9,16,209,231,438,0,0,0,3,3,14,0,0,0,285,295,578,4,9,8,8,3,8,0,0,0,0,0,0,54,59,115,0,0,0,0,4,8,8,14,23,48,47,97,4,7,5,3,8,7,167,191,355,23,26,44,0,3,3,815,893,1709,0,0,0,7,3,6,0,0,0,0,0,0,0,4,3,4,4,7,3,7,13,435,308,742,3,4,6,3,0,4,439,317,758,127,140,264,1401,1361,2763
215011394,7,12,15,437,486,920,0,0,0,35,43,76,0,0,0,536,555,1089,5,9,13,12,13,24,0,3,3,11,7,17,252,260,513,0,0,4,7,3,8,32,40,69,77,78,153,3,10,9,3,3,9,536,573,1108,58,61,114,0,0,0,2006,2133,4134,10,9,14,3,7,7,3,0,3,0,0,0,4,5,11,3,18,20,8,17,27,966,753,1716,3,0,7,3,7,12,970,763,1732,339,352,688,3343,3284,6627
215021395,19,22,39,415,468,884,0,0,0,12,20,30,0,0,0,1016,988,2001,13,21,34,54,54,111,8,14,15,3,7,7,30,53,88,0,0,0,11,6,20,21,29,54,96,83,183,5,6,17,25,30,52,203,234,435,53,53,110,10,10,17,1978,2073,4049,6,6,15,6,3,11,0,0,0,3,0,3,15,9,22,3,10,10,14,13,32,1139,989,2126,11,9,14,0,0,0,1150,998,2145,322,264,583,3500,3375,6874
215021396,9,24,35,312,334,646,0,0,0,16,20,33,0,0,0,544,566,1103,13,18,33,17,5,23,7,4,12,0,0,0,31,42,75,0,0,0,0,0,7,26,42,67,47,62,105,4,3,12,5,11,16,162,219,379,38,50,90,5,3,8,1220,1373,2594,4,0,7,13,11,20,0,3,3,0,0,0,3,0,3,3,3,8,3,6,12,876,736,1610,4,3,8,3,0,3,884,737,1623,258,235,485,2387,2386,4778
215021398,5,10,15,231,241,470,0,0,0,13,7,26,3,7,7,334,327,660,4,6,10,5,4,10,3,5,8,4,3,9,53,46,99,0,0,0,7,5,17,7,5,16,53,48,97,5,5,5,5,4,14,239,259,500,24,22,47,0,0,3,998,988,1983,3,3,8,3,4,6,0,0,0,0,0,0,12,9,21,3,3,5,16,9,29,702,569,1267,5,3,6,0,0,0,708,566,1275,214,189,397,1949,1766,3720
215021399,21,30,58,347,395,745,0,0,0,12,7,25,0,0,0,561,555,1118,16,14,34,16,15,31,13,24,39,0,9,7,29,34,55,0,0,0,3,4,8,59,71,133,73,52,124,17,29,46,10,8,19,168,199,362,55,71,128,10,5,16,1379,1489,2871,3,3,9,26,22,45,0,0,0,0,0,0,10,6,14,0,8,9,7,14,25,1146,1032,2182,6,3,8,4,3,8,1159,1041,2205,359,322,681,2964,2921,5879
215021469,112,125,236,836,1076,1919,0,0,0,72,65,136,0,0,0,1642,1908,3548,46,61,109,89,78,169,25,39,65,31,42,67,84,95,179,10,3,7,39,44,89,94,117,205,194,226,418,42,65,106,68,87,153,422,577,1006,182,224,402,13,12,24,3881,4719,8599,52,36,85,246,138,382,3,0,3,6,8,12,40,34,73,9,26,29,59,65,123,3344,3091,6435,26,18,39,10,17,21,3374,3118,6489,1068,1077,2147,8787,9281,18068
215021470,66,89,156,769,983,1751,0,0,0,39,41,82,0,0,0,1598,1884,3480,35,50,80,103,98,196,16,33,52,25,28,57,84,114,203,3,0,4,38,36,70,82,97,182,146,189,340,18,26,53,30,45,78,366,539,900,144,174,315,12,8,17,3509,4345,7849,60,47,102,245,235,479,0,0,4,6,4,8,40,39,79,7,12,17,53,55,107,2245,2157,4402,13,14,29,3,4,7,2266,2177,4437,694,718,1410,6891,7658,14555
215031400,7,13,22,324,383,706,0,0,0,34,38,73,0,0,0,836,789,1628,3,5,3,5,10,19,3,0,3,0,5,6,18,15,28,0,0,0,6,5,7,11,14,29,97,108,207,5,3,7,0,0,0,529,610,1133,45,53,104,3,5,11,1924,2050,3970,9,8,14,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,3,9,12,826,646,1472,5,7,15,0,4,4,829,654,1489,359,326,687,3136,3066,6200
215031401,14,12,24,616,643,1263,0,0,0,81,77,156,0,0,0,680,713,1394,8,4,13,0,7,7,3,0,4,0,3,0,13,19,33,3,4,6,6,3,10,13,13,29,114,105,210,0,4,5,0,0,0,414,443,854,50,57,108,0,0,0,2000,2090,4091,5,3,3,0,0,4,0,0,0,0,0,0,4,0,4,9,6,10,6,5,12,1053,873,1929,3,3,7,4,3,5,1064,883,1941,290,273,564,3386,3268,6651
215031402,4,4,7,298,353,648,0,0,0,102,106,201,45,48,89,377,410,783,0,3,4,10,15,22,0,0,0,0,0,0,3,11,13,0,0,0,0,3,3,8,11,21,72,109,183,3,0,3,0,0,4,139,198,337,47,55,105,0,0,0,1110,1317,2429,9,9,16,0,0,0,0,0,0,0,0,0,4,4,10,3,3,9,4,11,14,522,483,1005,3,0,4,0,0,0,526,482,1011,206,208,414,1864,2031,3893
215031403,136,148,286,117,118,231,0,0,0,9,10,24,0,0,0,462,454,912,5,6,11,45,37,84,3,8,6,22,16,40,3,3,4,0,0,0,69,48,111,15,24,39,23,20,43,0,0,0,13,18,32,79,97,179,35,35,67,0,0,0,885,900,1779,28,12,36,26,9,35,0,0,0,0,0,0,3,5,8,0,3,4,7,6,18,339,296,635,0,0,0,3,0,3,336,296,638,277,244,524,1693,1613,3313
215031404,33,47,82,599,680,1281,0,0,0,20,27,50,69,79,150,1269,1426,2695,52,83,135,6,9,11,3,7,9,5,6,16,20,12,31,0,0,0,10,8,16,32,42,77,176,201,384,11,19,32,0,3,8,382,539,922,113,147,255,0,4,3,2770,3304,6076,27,24,54,188,89,281,3,0,3,0,0,0,85,58,142,0,0,3,88,63,151,1537,1411,2945,6,10,12,0,7,8,1542,1424,2965,658,647,1302,5307,5596,10905
215031405,23,31,51,415,446,857,0,0,0,22,18,34,0,0,0,699,698,1396,36,32,69,11,5,18,0,3,5,3,10,11,19,29,44,0,0,0,5,4,14,16,17,34,103,80,184,6,0,10,0,0,3,326,324,650,37,29,70,0,0,0,1699,1697,3395,11,5,17,9,5,13,0,0,0,0,0,3,8,6,20,3,5,10,16,13,27,1071,819,1889,9,8,15,4,3,8,1090,831,1914,517,433,954,3365,3014,6374
216011406,30,34,72,1132,1349,2479,0,0,0,58,95,150,4,0,4,1688,1905,3587,14,25,43,18,13,29,7,13,17,9,9,19,36,31,71,3,3,4,0,18,19,64,63,124,223,287,515,10,33,44,5,3,12,460,686,1146,124,135,255,4,5,12,3865,4676,8542,18,16,28,7,7,13,0,3,3,0,3,3,3,3,7,8,12,17,6,17,25,2332,2148,4479,22,17,36,10,5,18,2363,2171,4530,683,680,1364,6982,7599,14574
216011407,16,26,43,862,928,1794,0,0,0,48,61,110,0,0,0,1246,1337,2590,5,5,10,15,10,27,10,16,25,4,6,14,7,15,25,0,0,0,20,19,34,149,116,257,219,238,452,23,20,43,5,11,11,422,511,940,128,140,266,0,0,3,3165,3442,6610,14,16,26,22,19,44,0,0,4,0,0,0,4,4,9,11,18,24,11,20,33,1638,1410,3056,17,18,33,10,3,14,1665,1430,3098,522,529,1050,5423,5489,10912
