SA2_MAINCODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
206041119,41,11,17,13,12,26,15,5,181,0,0,0,0,0,0,0,0,0,0,0,90,37,67,28,35,37,38,45,32,13,423,52,21,21,0,5,0,6,3,7,3,119,31,13,31,5,0,0,3,13,0,3,102,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,13,31,5,0,0,3,13,0,3,111,0,0,0,0,0,0,0,0,0,0,7,81,35,46,7,6,7,8,15,7,12,230,71,3,9,3,7,0,6,3,4,6,108,27,3,4,0,0,0,0,0,0,5,42,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,4,5,0,0,0,0,0,0,7,51,0,0,0,0,0,0,0,0,0,6,6,100,7,10,3,7,0,6,7,4,20,166,86,0,3,6,0,4,0,3,0,0,104,32,0,0,0
206041120,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,153,35,45,49,65,70,25,15,642,0,0,0,0,0,0,0,0,0,0,0,201,147,253,64,87,91,93,99,43,29,1108,143,73,61,9,12,16,5,15,0,4,334,134,59,68,11,11,10,12,15,3,12,324,12,7,9,0,4,0,3,0,0,5,42,0,0,0,0,0,0,0,0,0,0,4,141,61,78,10,16,6,14,14,5,13,367,0,0,0,0,0,0,0,0,0,0,3,282,137,137,23,29,19,21,30,5,24,704,139,23,15,3,0,4,4,3,0,4,195,128,24,7,0,3,0,0,3,0,6,173,30,3,8,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,162,25,17,3,3,0,0,3,3,11,221,0,0,0,0,0,0,0,0,0,0,0,297,46,29,4,3,4,4,4,3,12,412,118,3,3,0,0,0,0,0,0,0,135,118,10,6,3
206041122,1683,452,636,917,1207,1567,1026,549,9036,0,0,0,0,0,0,0,0,0,7,9,519,860,1935,527,722,1035,1361,1759,1184,616,10501,155,78,110,17,22,19,21,24,11,14,472,225,221,306,61,69,80,110,149,77,52,1346,4,16,40,7,15,33,41,48,35,37,272,0,0,0,0,0,0,0,0,0,0,6,231,237,346,65,86,115,145,202,116,91,1628,0,0,0,0,0,0,0,0,0,0,3,389,317,452,86,107,131,169,227,130,106,2106,131,32,23,12,3,11,9,3,11,12,250,116,44,44,12,15,11,19,21,12,23,323,8,20,49,14,18,24,24,31,28,39,256,0,0,0,0,0,0,0,0,0,0,0,124,62,96,31,36,43,43,51,42,59,581,0,0,0,0,0,0,0,0,0,0,0,259,96,118,41,36,52,59,54,56,68,830,143,15,10,4,3,0,0,3,0,8,183,110,19,19,9
206041123,430,119,187,222,335,414,272,104,2447,0,0,0,0,0,0,0,0,0,29,29,380,261,601,175,253,275,412,501,322,155,3329,172,73,85,16,18,9,11,6,9,16,412,217,125,128,43,51,22,31,37,26,19,702,19,18,22,8,10,4,7,6,10,6,113,3,4,0,0,0,0,0,0,0,0,10,241,144,157,49,55,24,39,43,39,28,822,0,0,0,0,0,0,0,0,0,19,19,414,219,236,65,79,34,51,54,49,55,1253,166,29,9,7,6,5,4,0,0,13,236,241,49,40,10,10,3,8,4,3,13,378,44,20,24,3,12,0,0,9,8,10,124,4,0,0,0,0,0,0,0,0,0,7,293,68,64,7,19,12,8,14,13,22,506,0,0,0,0,0,0,0,0,0,6,5,456,94,69,17,20,11,6,12,16,40,750,132,7,5,0,0,0,3,0,0,0,150,167,14,7,4
206041124,127,32,50,50,86,71,61,18,592,0,0,0,0,0,0,0,0,0,0,0,99,93,183,41,59,59,107,106,83,19,853,36,14,7,6,4,5,5,3,0,0,83,47,28,34,9,13,5,12,12,4,4,163,3,0,4,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,46,32,43,9,12,3,12,12,8,4,179,0,0,0,0,0,0,0,0,0,0,0,86,45,49,10,14,9,14,14,10,4,257,47,6,4,0,0,0,0,3,0,0,61,55,9,11,0,4,0,0,3,0,3,80,3,3,3,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,63,10,16,0,4,0,0,3,3,6,99,0,0,0,0,0,0,0,0,0,0,0,106,13,18,0,3,0,0,7,9,3,158,54,0,3,0,0,3,0,0,0,3,63,42,10,0,0
206041125,84,26,30,32,21,57,29,11,365,0,0,0,0,0,0,0,0,0,0,0,78,73,138,55,45,59,37,92,42,18,650,55,21,34,4,3,0,3,15,3,4,155,20,31,32,13,5,7,10,11,7,6,142,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,20,31,32,13,5,7,11,11,7,6,148,0,0,0,0,0,0,0,0,0,0,0,81,53,70,21,13,11,13,29,11,14,305,84,14,10,7,3,7,0,0,0,4,130,27,3,12,0,0,0,0,3,3,0,54,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,3,11,0,0,0,4,3,3,0,60,0,0,0,0,0,0,0,0,0,0,0,111,22,26,5,6,6,4,3,9,7,191,97,3,3,0,0,0,0,0,0,0,110,26,5,4,0
206041126,880,177,230,278,408,439,314,123,3532,0,0,0,0,0,0,0,0,0,3,7,441,563,1117,267,342,397,545,589,381,170,4816,169,75,77,31,22,31,24,23,13,12,483,209,182,222,29,53,36,68,50,35,13,906,3,6,19,8,12,11,4,5,13,6,89,3,3,6,0,0,0,0,0,0,0,7,217,192,245,38,72,47,72,58,48,22,1005,0,0,0,0,0,0,0,0,0,0,0,382,273,320,71,94,75,96,86,56,36,1488,139,32,40,5,13,5,3,9,0,8,263,121,46,46,5,8,16,7,22,4,19,302,0,0,26,8,6,11,6,14,14,14,98,0,0,0,0,0,0,0,0,0,0,0,130,44,76,10,19,25,12,35,18,34,397,0,0,0,0,0,0,0,0,0,0,3,261,77,124,18,32,28,18,45,17,38,662,138,13,10,6,9,10,5,3,6,4,198,130,10,16,4
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,185,58,55,75,71,124,59,32,794,0,0,3,0,0,0,0,0,0,3,3,145,125,297,100,105,116,111,188,85,48,1307,138,80,112,24,22,16,24,29,7,8,462,98,76,93,26,17,24,18,34,20,6,417,0,0,3,0,0,0,0,6,3,3,13,0,0,0,0,0,0,0,0,0,0,5,98,76,99,26,19,27,23,40,23,12,434,0,0,0,0,0,0,0,0,0,4,9,237,149,214,45,42,42,49,67,30,26,903,260,50,38,4,4,6,5,3,9,6,389,113,32,29,9,3,4,10,7,4,9,216,3,3,8,0,0,3,0,3,0,7,27,0,0,0,0,0,0,0,0,0,0,0,117,30,31,9,5,7,7,15,8,16,247,0,0,0,0,0,0,0,0,0,3,4,376,79,74,13,8,8,18,18,10,28,634,243,13,15,6,0,3,4,7,0,3,300,125,13,8,0
206051129,111,31,34,47,66,40,24,25,484,0,0,0,0,0,0,0,0,0,0,3,170,80,272,91,118,123,138,89,53,45,1176,185,111,117,36,32,25,32,16,4,14,572,88,53,70,22,18,18,16,16,3,7,312,0,0,8,3,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,88,53,81,23,18,22,16,18,5,7,328,0,0,0,0,0,0,0,0,0,0,0,275,164,197,59,52,43,47,37,9,17,898,253,63,22,4,7,8,3,5,3,9,377,81,16,13,0,3,3,3,0,3,3,124,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,3,79,16,17,0,3,4,4,4,5,3,138,0,0,0,0,0,0,0,0,0,0,0,333,81,35,9,11,10,10,8,4,11,518,215,9,3,0,0,3,0,0,0,3,241,93,3,0,0
206051130,74,25,41,31,31,53,24,14,395,0,0,0,0,0,0,3,0,0,0,4,166,80,195,87,84,74,91,110,49,22,956,176,89,156,36,31,25,18,31,11,14,584,126,73,84,16,19,16,14,24,8,5,389,8,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,131,74,90,16,18,20,16,27,8,6,414,0,0,0,0,0,0,0,0,0,0,3,309,170,245,53,49,43,37,55,15,20,999,228,56,54,11,15,10,5,10,14,19,417,170,31,25,5,0,9,6,12,0,0,262,11,3,0,0,3,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,182,38,28,7,3,12,6,13,3,0,290,0,0,0,0,0,0,0,0,0,0,0,411,98,80,12,17,22,9,24,14,18,705,279,6,11,0,4,4,0,7,0,6,325,155,7,3,3
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,184,56,75,61,72,82,45,19,750,0,0,0,0,0,0,0,0,0,3,3,166,122,300,102,123,113,121,151,68,34,1299,141,67,81,20,19,23,19,9,3,8,383,95,67,76,18,10,14,25,15,11,0,328,4,4,8,4,7,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,100,70,86,19,13,14,28,17,11,3,358,0,0,0,0,0,0,0,0,0,0,0,241,135,161,40,29,33,45,29,19,15,745,168,23,25,11,3,3,3,4,12,7,259,107,15,20,8,4,7,3,3,4,3,164,15,5,6,0,0,3,4,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,113,23,27,8,4,8,9,4,7,3,204,0,0,0,0,0,0,0,0,0,0,0,287,46,54,17,10,8,12,10,13,9,467,170,11,3,5,3,0,3,3,0,0,195,84,5,0,3
206051133,442,122,150,185,231,276,180,55,1897,0,0,0,0,0,0,0,0,0,0,3,347,249,804,285,345,391,421,481,309,98,3724,254,168,191,50,50,33,33,32,20,17,843,121,147,190,29,59,45,44,69,32,21,752,3,0,3,3,0,0,3,3,3,3,18,3,0,4,0,0,0,0,0,0,0,9,129,145,193,36,59,44,51,73,38,24,781,0,0,0,0,0,0,0,0,0,0,0,377,314,387,81,106,77,83,107,60,38,1627,409,69,54,10,8,7,0,9,4,11,588,169,43,39,3,4,12,8,4,3,4,284,11,9,7,0,0,3,3,4,3,3,33,0,0,0,0,0,0,0,0,0,0,3,178,47,44,8,4,13,10,10,5,12,322,0,0,0,0,0,0,0,0,0,0,0,589,117,91,13,15,23,10,11,7,22,917,366,23,12,5,11,11,8,4,0,12,462,197,13,7,0
206051134,295,53,89,112,109,86,56,22,996,0,0,0,0,0,0,0,0,0,3,5,290,136,494,145,194,190,188,172,103,46,1954,234,115,121,26,18,13,10,11,7,11,572,104,94,131,22,26,18,11,10,17,4,440,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,104,91,138,18,26,17,12,10,14,4,449,0,0,0,0,0,0,0,0,0,0,0,339,208,259,46,44,33,24,26,21,12,1024,242,32,24,0,3,0,0,3,0,4,308,129,28,11,0,0,7,0,3,0,3,175,5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,133,28,12,0,0,5,0,5,0,3,198,0,0,0,0,0,0,0,0,0,0,0,372,57,35,3,6,10,3,6,5,11,511,202,10,4,0,0,0,0,0,0,3,219,149,3,0,0
206061135,147,27,41,40,44,46,20,14,465,0,0,0,0,0,0,0,0,0,0,0,112,66,191,50,65,57,68,64,24,18,721,85,43,30,6,10,5,3,6,0,4,197,71,39,50,5,6,14,14,10,4,0,220,0,3,6,0,4,0,9,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,70,42,53,7,8,14,20,10,10,0,243,0,0,0,0,0,0,0,0,0,0,0,155,82,87,14,22,20,26,18,15,7,441,119,24,11,3,0,3,3,3,0,0,160,56,13,6,0,0,3,4,4,3,0,89,0,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,58,14,11,0,0,3,4,4,3,5,98,0,0,0,0,0,0,0,0,0,0,0,176,34,15,3,3,3,3,7,3,6,264,136,0,0,0,0,0,0,0,0,4,138,57,7,0,0
206061136,235,63,76,95,98,162,86,21,1024,0,0,0,0,0,0,0,0,0,0,0,318,156,516,200,186,230,227,304,162,54,2353,221,104,126,39,21,28,22,18,13,12,589,105,62,95,16,16,24,16,29,16,4,385,3,3,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,110,68,101,16,16,24,19,38,19,3,406,0,0,0,0,0,0,0,0,0,0,0,325,172,223,49,37,53,40,50,25,19,997,233,33,27,12,0,12,4,4,4,4,336,148,22,10,0,0,4,8,4,0,6,203,12,6,3,3,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,155,28,15,3,5,5,5,4,7,6,228,3,0,0,0,0,0,0,0,0,0,3,392,63,43,15,5,17,12,11,9,12,570,219,11,10,3,0,0,0,3,5,4,252,171,4,3,0
206061137,361,132,134,157,196,280,155,47,1776,0,0,0,0,0,0,0,0,0,3,3,388,278,635,228,269,345,371,497,270,84,3375,174,69,119,38,34,19,28,39,26,13,559,141,94,146,19,49,41,43,51,14,15,613,10,6,7,4,0,6,12,12,11,4,66,0,0,0,0,0,0,0,0,0,0,0,155,97,151,21,46,48,53,58,23,26,682,0,0,0,0,0,0,0,0,0,0,0,328,165,275,58,84,65,77,101,48,34,1246,185,45,32,8,5,11,6,12,12,8,317,130,43,32,12,6,4,6,10,5,5,258,13,7,9,5,3,3,7,4,9,8,66,0,0,0,0,0,0,0,0,0,0,3,143,46,45,13,13,12,11,16,18,18,329,0,0,0,0,0,0,0,0,0,0,0,336,92,75,19,18,20,21,29,27,26,648,198,7,12,3,3,3,6,3,0,7,245,165,16,10,0
206061138,92,21,43,32,43,29,12,5,380,0,0,0,0,0,0,0,0,0,0,0,120,86,134,39,64,56,64,49,24,15,647,80,38,41,4,6,13,4,8,4,5,204,90,51,55,13,7,18,22,14,8,4,280,0,0,7,0,0,0,4,9,0,3,22,0,0,0,0,0,0,0,0,0,0,0,90,51,61,13,10,18,30,23,8,3,301,0,0,0,0,0,0,0,0,0,0,0,177,88,103,16,13,28,36,29,11,7,501,159,25,9,0,3,0,3,3,3,5,215,148,31,23,11,7,0,9,9,0,8,233,4,3,11,0,0,3,4,5,0,5,45,4,0,0,0,0,0,0,0,0,0,4,155,34,35,12,5,3,11,10,0,9,287,0,0,0,0,0,0,0,0,0,0,0,314,61,51,12,10,9,15,15,7,18,500,252,19,0,0,0,3,0,0,0,3,284,175,14,7,0
206071139,147,24,46,63,72,59,46,20,614,0,0,0,0,0,0,0,0,0,0,4,176,93,268,77,105,119,142,127,68,36,1210,79,35,45,9,13,10,10,5,0,7,204,75,17,54,11,15,10,16,14,8,5,229,6,3,9,0,0,0,0,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,79,22,60,12,15,13,17,21,10,4,260,0,0,0,0,0,0,0,0,0,0,0,159,56,105,15,30,22,21,21,12,11,464,78,12,8,3,4,0,3,0,0,3,113,77,7,3,0,0,0,8,3,3,6,106,25,4,10,0,3,3,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,3,99,12,13,0,3,3,5,3,3,7,157,0,0,0,0,0,0,0,0,0,0,0,174,26,23,8,5,3,11,4,4,8,266,71,3,0,0,0,0,0,0,0,4,84,64,3,3,0
206071140,40,19,13,12,22,31,28,15,219,0,0,0,0,0,0,0,0,0,0,0,118,51,115,45,49,35,50,59,54,22,602,93,36,31,5,8,7,3,3,3,4,191,33,17,20,9,8,3,3,0,0,0,103,0,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,38,27,26,10,16,8,3,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,133,60,52,11,19,17,10,4,7,7,312,77,10,11,0,0,0,0,0,3,0,104,52,11,7,0,0,0,0,4,0,0,68,6,3,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,55,11,8,0,0,3,0,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,126,24,23,4,0,7,0,3,4,0,191,113,3,4,0,0,0,0,0,0,3,125,69,0,0,0
206071141,97,24,33,38,39,63,34,11,456,0,0,0,0,0,0,0,0,0,4,4,155,101,179,74,89,87,106,135,77,40,1045,84,45,43,15,13,6,13,11,7,6,236,65,58,42,4,6,4,7,9,5,8,202,17,13,19,0,3,5,3,6,0,3,66,0,0,0,0,0,0,0,0,0,0,4,79,66,62,3,8,10,9,12,5,13,274,0,0,0,0,0,0,0,0,0,0,0,170,113,103,21,17,19,20,19,16,20,517,90,16,8,0,0,6,3,4,4,7,144,86,18,15,0,0,0,8,0,0,0,133,47,18,8,0,4,0,3,3,0,3,89,0,0,0,0,0,0,0,0,0,0,0,134,36,23,0,6,0,7,7,3,3,216,0,0,0,0,0,0,0,0,0,0,3,223,51,30,3,8,4,12,12,8,10,363,72,7,3,0,0,0,0,0,0,0,88,61,6,0,0
206071142,116,31,30,28,40,54,38,16,486,0,0,0,0,0,0,0,0,0,0,3,155,114,203,72,73,88,117,120,71,32,1048,105,41,54,9,7,14,9,16,3,10,269,84,43,63,8,8,9,10,4,3,8,239,16,14,16,4,3,3,3,3,0,0,58,0,3,0,0,0,0,0,0,0,0,3,98,59,75,9,11,12,14,9,7,5,305,0,0,0,0,0,0,0,0,0,0,0,201,104,129,22,21,20,18,26,14,16,567,131,19,5,0,3,0,4,0,0,12,178,92,25,11,0,0,3,0,3,3,3,143,52,20,17,3,3,3,0,4,0,3,100,0,0,0,0,0,0,0,0,0,0,0,140,42,24,3,0,4,0,6,3,11,241,0,0,0,0,0,0,0,0,0,0,0,267,66,34,3,4,3,5,6,6,18,415,113,8,4,0,0,3,0,0,0,0,128,80,10,0,0
206071143,39,14,9,21,30,36,20,12,236,0,0,0,0,0,0,0,0,0,0,0,130,68,149,60,59,77,75,80,56,30,783,148,52,59,17,9,7,3,8,4,4,328,48,49,34,10,0,7,6,10,3,4,168,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,48,49,35,10,0,4,6,17,3,5,185,0,0,0,0,0,0,0,0,0,0,0,198,100,97,28,12,16,14,24,14,11,515,156,26,15,3,0,0,0,0,0,4,204,84,18,14,0,0,0,0,0,0,4,118,11,3,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,3,95,22,11,0,0,0,0,0,3,9,142,0,0,0,0,0,0,0,0,0,0,0,246,46,28,3,4,0,0,0,5,16,343,177,0,3,0,0,0,0,0,0,0,182,121,0,3,0
206071144,299,77,106,110,124,125,76,42,1289,0,0,0,0,0,0,0,0,0,0,3,506,271,578,227,277,278,289,278,181,106,3003,294,172,177,47,40,26,17,24,10,12,812,267,127,119,20,25,25,18,29,15,11,652,56,45,41,6,5,4,4,7,3,3,179,0,0,0,0,0,0,0,0,0,0,4,321,173,156,24,34,33,29,35,15,13,837,0,0,0,0,0,0,0,0,0,0,0,616,339,336,70,73,52,43,59,28,26,1650,327,44,34,10,9,5,3,5,0,9,450,288,47,30,3,11,0,9,3,3,3,399,190,26,30,11,0,5,0,0,3,9,272,3,0,0,0,0,0,0,0,0,0,11,488,70,60,10,15,7,9,3,7,14,677,0,0,0,0,0,0,0,0,0,0,0,814,118,93,22,26,13,11,13,10,19,1130,274,10,10,0,0,0,0,0,0,6,303,272,6,3,0
