SA2_MAINCODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
210021233,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,4,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,17,0,21,0,21,..,137,4,144,0,146,..,15,0,15,216,229,3002,145,4,155,221,3381
210021234,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,23,3,28,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,24,0,24,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,9,3,10,0,15,..,124,11,137,3,138,..,9,0,9,146,160,3713,132,11,145,153,4010
210021235,..,25,4,21,0,28,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,96,4,98,0,98,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,23,0,23,0,25,..,0,0,0,0,0,..,7,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,16,0,16,0,16,..,12,3,13,0,13,..,0,0,0,0,0,..,6,3,14,0,14,..,0,0,0,0,0,..,3,0,3,0,0,..,48,8,59,0,57,..,352,36,387,8,389,..,14,0,15,667,687,8283,363,38,398,677,9360
210031236,..,302,85,395,3,399,..,7,0,7,0,7,..,20,3,24,0,24,..,32,3,30,0,33,..,24,0,24,0,24,..,102,5,101,0,101,..,112,4,119,0,121,..,297,14,310,3,308,..,480,230,710,11,719,..,14,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,22,4,19,3,25,..,3,0,3,0,3,..,7,0,7,3,9,..,11,0,16,0,16,..,3,0,0,0,0,..,3,0,3,0,3,..,43,0,43,0,43,..,33,3,38,0,38,..,12,0,12,0,12,..,20,0,19,0,21,..,106,3,108,0,114,..,62,7,68,0,68,..,9,0,11,0,11,..,15,9,29,0,29,..,94,29,127,0,130,..,58,22,79,0,81,..,183,47,228,9,234,..,2274,633,2906,36,2946,..,17,6,21,512,533,4202,2291,632,2925,549,7678
210031237,..,331,210,544,11,553,..,341,48,388,11,396,..,115,13,129,4,128,..,81,6,84,0,85,..,73,4,83,0,83,..,1530,164,1693,23,1720,..,251,16,265,0,269,..,2389,254,2641,37,2681,..,1431,450,1878,40,1913,..,16,3,17,0,17,..,7,0,7,0,6,..,17,0,16,0,13,..,112,6,123,0,124,..,18,12,24,0,24,..,27,8,33,0,35,..,12,0,7,0,7,..,31,3,29,0,29,..,19,6,26,0,26,..,55,0,55,0,55,..,25,3,26,0,26,..,79,3,84,0,83,..,32,0,35,0,35,..,191,12,200,0,202,..,55,4,57,0,57,..,83,12,88,0,88,..,6,9,15,0,15,..,284,67,356,7,357,..,108,50,163,0,163,..,608,216,828,20,847,..,6992,1566,8560,139,8692,..,38,28,67,719,790,4287,7034,1595,8626,856,13768
210031239,..,631,132,766,7,767,..,47,3,55,0,55,..,252,20,270,3,273,..,176,16,194,0,196,..,176,4,181,3,189,..,322,35,363,0,363,..,313,15,324,4,334,..,1292,97,1388,13,1401,..,1430,247,1679,26,1700,..,48,8,57,0,61,..,61,21,83,0,83,..,34,3,40,0,40,..,92,0,95,3,98,..,106,26,130,0,129,..,77,10,91,0,91,..,46,0,44,0,44,..,14,0,18,0,18,..,30,5,30,0,30,..,84,0,84,0,85,..,78,3,80,0,80,..,84,0,84,0,86,..,28,3,27,0,27,..,268,10,273,3,274,..,211,12,225,0,226,..,66,4,71,0,74,..,53,16,65,0,65,..,359,92,451,0,456,..,126,36,161,0,161,..,617,121,731,15,751,..,6980,1107,8087,76,8164,..,48,15,61,1353,1416,13869,7028,1115,8148,1434,23447
210031438,..,420,88,512,8,519,..,61,3,63,0,63,..,378,9,392,5,394,..,420,24,440,5,441,..,244,15,257,3,258,..,883,94,979,13,993,..,939,62,996,9,1003,..,2918,204,3120,32,3159,..,1017,294,1314,31,1341,..,27,3,29,0,29,..,23,7,35,0,36,..,31,0,30,0,35,..,177,11,189,3,188,..,114,59,175,0,175,..,106,19,126,3,124,..,30,5,31,0,31,..,80,7,83,8,90,..,47,12,60,0,60,..,89,7,92,0,94,..,37,0,42,0,42,..,103,4,107,4,114,..,50,3,57,0,57,..,289,15,302,6,308,..,127,19,149,0,149,..,76,9,85,0,85,..,45,14,64,0,64,..,738,164,901,19,921,..,193,78,267,0,270,..,922,238,1163,32,1187,..,9511,1775,11283,182,11464,..,74,25,98,1378,1477,9167,9582,1799,11378,1560,22107
210031439,..,51,3,54,0,56,..,3,0,3,0,3,..,59,0,58,0,58,..,5,0,5,0,5,..,60,0,60,0,60,..,0,0,0,0,0,..,23,0,28,0,28,..,152,3,154,0,154,..,155,10,159,0,164,..,3,3,6,0,6,..,0,0,0,0,0,..,15,0,15,0,15,..,17,0,17,0,17,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,13,0,13,0,13,..,21,3,27,0,27,..,0,0,0,0,0,..,7,0,7,0,7,..,31,0,36,0,36,..,28,11,33,0,33,..,70,11,80,4,82,..,723,63,785,8,795,..,6,0,6,138,144,1963,731,63,793,144,2904
210031440,..,174,51,221,0,221,..,11,0,11,0,11,..,17,0,24,0,24,..,28,0,28,0,28,..,18,0,18,0,18,..,124,10,132,4,132,..,22,3,25,0,25,..,209,15,225,4,230,..,484,130,616,5,622,..,0,0,0,0,0,..,4,0,3,0,3,..,9,3,10,0,10,..,99,3,103,6,114,..,8,3,10,0,10,..,25,0,25,0,25,..,8,3,6,0,6,..,6,0,6,0,6,..,7,3,8,0,8,..,11,0,11,0,11,..,0,0,0,0,0,..,12,0,11,0,11,..,4,0,4,0,4,..,33,0,32,0,32,..,27,4,35,0,35,..,3,0,3,0,3,..,0,0,0,0,0,..,133,36,172,0,177,..,27,10,38,0,38,..,108,16,124,3,128,..,2133,386,2521,29,2554,..,24,3,27,283,310,2744,2156,394,2548,308,5604
210041240,..,50,0,50,0,51,..,13,0,13,0,13,..,55,0,55,0,55,..,21,4,29,0,29,..,17,3,16,0,16,..,22,0,23,0,23,..,10,0,11,0,11,..,137,4,148,0,148,..,168,19,184,4,182,..,20,3,17,0,17,..,6,0,5,0,5,..,9,0,9,0,9,..,70,0,69,0,69,..,0,0,0,0,0,..,27,7,36,0,36,..,4,0,4,0,4,..,8,0,8,0,8,..,5,0,9,0,9,..,14,0,16,0,19,..,3,0,3,0,3,..,25,0,24,0,24,..,0,0,0,0,0,..,47,3,53,0,53,..,45,5,49,0,50,..,0,0,0,0,0,..,10,0,10,0,10,..,32,0,34,0,34,..,12,9,14,0,14,..,82,25,107,3,113,..,927,106,1038,14,1048,..,19,0,18,588,605,11059,945,111,1056,602,12715
210041241,..,98,13,111,0,117,..,0,0,0,0,0,..,76,0,76,0,82,..,83,11,94,0,92,..,49,7,54,0,54,..,22,3,21,0,21,..,17,0,17,0,17,..,255,13,272,7,273,..,282,17,306,7,310,..,20,0,24,0,24,..,3,0,3,0,3,..,45,4,48,0,46,..,86,0,87,0,87,..,8,0,13,0,13,..,52,3,58,0,58,..,19,0,18,0,18,..,29,0,26,0,26,..,32,0,37,0,37,..,54,3,60,0,60,..,20,0,20,0,20,..,99,4,104,0,104,..,16,0,16,0,16,..,184,4,192,0,192,..,63,7,67,0,67,..,5,0,5,0,5,..,44,9,56,0,56,..,34,4,38,0,40,..,54,22,79,0,79,..,261,52,316,4,316,..,2080,224,2302,15,2321,..,52,9,62,1287,1350,22984,2132,236,2366,1299,26655
210051242,..,120,42,162,3,165,..,50,3,56,0,58,..,88,8,93,3,93,..,247,24,267,3,271,..,86,10,91,0,94,..,503,37,541,11,549,..,220,72,288,3,293,..,1194,153,1345,15,1359,..,143,31,173,3,175,..,7,0,7,0,7,..,14,4,11,0,11,..,19,5,26,0,26,..,42,7,45,0,45,..,86,56,144,3,147,..,22,3,25,0,22,..,3,3,4,0,4,..,179,4,184,0,184,..,42,7,49,0,49,..,70,7,76,5,82,..,9,0,12,0,12,..,86,7,92,0,92,..,23,6,30,0,30,..,194,16,208,5,213,..,90,23,119,3,118,..,52,11,62,0,62,..,21,3,26,0,26,..,624,244,870,10,882,..,197,104,300,0,300,..,884,404,1288,28,1313,..,5738,1732,7463,103,7570,..,61,25,90,1359,1449,4290,5801,1756,7554,1461,13305
210051243,..,261,106,366,3,370,..,34,0,34,0,32,..,69,0,68,0,71,..,121,19,148,4,146,..,32,0,37,0,37,..,392,31,425,0,424,..,150,82,225,0,228,..,797,137,936,5,944,..,388,119,505,5,512,..,7,0,4,0,4,..,3,0,3,0,3,..,19,6,27,0,27,..,111,14,124,0,125,..,24,17,40,3,42,..,17,0,13,0,13,..,4,7,7,0,7,..,106,18,119,3,125,..,33,19,52,0,52,..,33,0,37,0,37,..,26,0,31,4,32,..,56,6,62,0,62,..,23,9,30,0,32,..,141,13,159,0,165,..,55,18,76,0,76,..,27,7,38,0,40,..,13,9,19,0,19,..,1863,679,2544,17,2561,..,201,128,327,5,330,..,1453,632,2088,30,2114,..,8227,2643,10866,129,11004,..,48,48,98,1150,1248,3872,8273,2694,10965,1276,16122
210051245,..,454,77,531,9,538,..,8,0,7,0,9,..,123,6,127,0,131,..,25,3,24,0,31,..,213,17,232,0,232,..,28,3,31,0,31,..,27,0,30,0,29,..,425,33,455,8,461,..,870,100,969,14,986,..,8,3,6,0,6,..,6,3,10,0,10,..,23,3,23,0,23,..,137,5,144,0,144,..,17,9,30,0,30,..,36,13,49,0,49,..,13,0,13,0,13,..,105,7,113,0,114,..,99,21,118,0,118,..,62,0,62,3,63,..,17,0,14,0,14,..,98,0,100,0,100,..,20,0,20,0,20,..,204,0,207,3,203,..,84,13,92,0,92,..,12,0,12,0,12,..,28,3,29,0,29,..,397,77,474,3,482,..,66,24,83,0,88,..,557,123,681,7,693,..,4741,742,5480,56,5530,..,41,6,48,848,893,11176,4781,741,5525,902,17608
210051246,..,343,19,365,10,374,..,12,0,12,0,12,..,139,7,139,3,144,..,39,6,43,0,43,..,251,12,259,6,261,..,71,3,73,3,76,..,28,3,33,0,33,..,534,30,563,9,567,..,1321,92,1415,25,1442,..,3,3,5,0,5,..,6,3,12,0,12,..,100,5,109,0,105,..,145,7,155,3,155,..,27,3,37,0,37,..,36,0,39,0,39,..,15,3,16,0,16,..,57,6,69,0,66,..,71,10,77,0,77,..,48,0,48,0,48,..,7,0,7,0,5,..,66,0,74,0,74,..,27,0,27,0,27,..,149,0,152,0,150,..,108,3,110,0,110,..,23,0,23,0,23,..,11,4,19,0,19,..,944,149,1094,6,1100,..,46,23,69,0,69,..,933,161,1096,10,1103,..,6168,688,6860,73,6932,..,55,8,60,577,639,8726,6226,696,6920,650,16292
210051247,..,134,26,160,3,165,..,42,3,43,0,43,..,66,3,74,0,71,..,59,3,69,0,70,..,63,9,73,0,73,..,220,23,244,5,248,..,50,58,109,0,109,..,505,100,608,3,611,..,97,25,128,3,130,..,3,0,4,0,4,..,0,0,0,0,0,..,29,6,30,0,30,..,56,3,61,0,61,..,21,13,35,0,35,..,30,3,38,0,38,..,5,0,8,0,6,..,111,20,133,3,133,..,30,10,35,0,35,..,68,0,68,0,68,..,17,0,19,0,20,..,74,3,77,0,77,..,43,8,50,0,50,..,205,11,219,0,215,..,120,34,156,0,156,..,19,3,17,0,17,..,12,3,10,0,10,..,2461,772,3228,36,3262,..,427,229,656,3,663,..,1387,642,2026,25,2051,..,7770,2445,10211,121,10338,..,55,34,95,885,977,3527,7824,2478,10307,1005,14842
210051248,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,14,3,18,0,18,..,0,0,0,77,77,82,14,3,18,77,181
210051249,..,161,27,181,0,182,..,81,4,83,0,88,..,231,8,236,3,240,..,178,30,207,4,219,..,527,48,577,0,575,..,277,19,298,3,301,..,79,9,86,0,92,..,1375,122,1493,12,1511,..,371,52,421,8,430,..,6,0,6,0,6,..,11,9,19,0,19,..,44,5,50,0,50,..,47,3,57,3,56,..,28,10,37,0,36,..,31,6,37,0,37,..,10,0,17,0,17,..,156,13,171,5,180,..,49,11,52,0,52,..,135,5,143,3,148,..,37,6,45,0,46,..,254,7,263,4,262,..,48,3,48,0,48,..,473,20,496,5,500,..,139,23,159,3,161,..,114,6,127,0,127,..,19,4,25,0,20,..,2184,440,2622,29,2653,..,186,73,254,5,257,..,3432,1374,4810,67,4876,..,11795,2999,14792,170,14965,..,72,22,95,1009,1106,5748,11867,3025,14887,1181,21817
210051250,..,223,46,267,3,271,..,9,0,9,0,9,..,50,4,56,0,57,..,58,9,70,0,70,..,63,0,63,4,65,..,36,0,39,0,37,..,24,0,28,0,28,..,236,23,262,7,266,..,332,59,390,4,393,..,11,3,9,0,9,..,0,0,0,0,0,..,19,0,20,0,20,..,74,5,79,0,80,..,8,3,10,0,10,..,26,3,24,0,24,..,3,0,3,0,3,..,64,3,69,0,69,..,31,12,44,0,44,..,14,0,14,0,14,..,13,3,13,0,13,..,49,0,47,0,47,..,13,0,13,0,13,..,87,5,88,0,91,..,21,3,25,0,32,..,15,0,15,0,14,..,16,3,17,0,21,..,56,17,72,0,75,..,10,8,21,0,21,..,229,50,277,0,280,..,1838,310,2151,25,2169,..,6,4,14,420,428,3862,1849,314,2160,440,6458
210051441,..,112,10,127,0,129,..,9,0,9,0,9,..,181,11,187,0,187,..,454,76,533,6,542,..,162,14,173,0,173,..,50,10,57,0,57,..,38,7,46,0,46,..,897,111,1008,6,1014,..,174,18,191,0,194,..,0,0,0,0,0,..,4,0,4,0,4,..,40,13,56,0,52,..,37,5,42,0,42,..,7,0,5,0,5,..,9,0,8,0,8,..,4,3,9,0,9,..,141,13,155,0,155,..,14,0,16,0,16,..,22,0,23,0,23,..,8,3,8,0,8,..,38,0,38,6,47,..,12,0,12,0,12,..,88,6,87,6,94,..,57,4,59,0,64,..,47,6,50,0,50,..,4,3,9,0,9,..,122,30,148,0,151,..,18,3,16,0,16,..,520,181,702,17,724,..,2610,506,3119,38,3154,..,29,6,35,438,480,4754,2637,516,3155,481,8390
210051442,..,115,15,125,0,125,..,36,4,39,0,39,..,377,29,405,0,403,..,811,86,892,6,907,..,323,25,340,3,350,..,237,24,256,3,261,..,75,16,86,0,86,..,1846,183,2030,17,2042,..,284,15,296,6,300,..,4,0,4,0,4,..,0,0,0,0,0,..,150,9,157,0,161,..,30,0,37,0,35,..,29,4,34,0,34,..,6,4,13,0,13,..,8,0,9,0,9,..,228,21,247,6,246,..,20,0,16,0,20,..,82,4,84,0,84,..,5,0,5,0,5,..,138,0,138,0,138,..,36,0,38,0,38,..,264,5,269,0,269,..,62,5,64,4,70,..,42,3,46,0,46,..,14,3,14,0,14,..,412,76,484,11,496,..,25,4,29,0,32,..,1028,295,1327,14,1336,..,5121,725,5846,55,5904,..,32,13,42,527,569,5054,5152,740,5883,587,11524
210051443,..,138,20,154,0,154,..,32,8,37,0,37,..,374,21,389,6,397,..,889,124,1016,7,1027,..,533,37,576,0,576,..,183,27,210,3,217,..,156,19,175,7,180,..,2170,238,2404,19,2430,..,283,21,306,3,311,..,0,0,6,0,6,..,12,0,12,0,12,..,59,4,61,0,61,..,79,0,78,0,82,..,27,3,29,0,29,..,39,3,41,0,41,..,10,0,9,0,9,..,281,11,292,6,303,..,18,0,18,0,18,..,133,0,136,0,136,..,20,0,20,0,16,..,147,10,152,0,155,..,74,0,79,0,81,..,373,13,381,3,383,..,64,11,70,0,70,..,58,8,70,0,70,..,29,20,54,0,51,..,602,132,734,10,742,..,41,17,58,0,58,..,1522,502,2022,45,2071,..,6620,1218,7838,105,7944,..,54,17,66,677,744,7597,6675,1232,7907,786,16288
210051444,..,94,7,101,0,100,..,54,0,57,0,57,..,649,39,686,4,695,..,1266,185,1450,17,1468,..,543,40,589,7,596,..,317,50,366,5,370,..,230,32,261,3,264,..,3062,354,3415,35,3448,..,214,28,236,0,236,..,3,0,3,0,3,..,6,4,10,0,10,..,33,6,39,0,39,..,39,0,39,0,39,..,31,4,43,0,40,..,15,0,15,0,15,..,8,0,8,0,8,..,276,17,300,3,303,..,16,0,16,0,16,..,118,4,120,0,122,..,38,0,38,0,36,..,150,11,154,0,159,..,50,4,60,0,60,..,352,13,367,3,376,..,47,6,50,0,50,..,143,14,155,0,156,..,13,5,15,0,15,..,732,185,917,17,931,..,24,9,35,0,35,..,1435,477,1909,31,1942,..,7273,1316,8587,95,8681,..,28,26,62,573,627,4842,7304,1345,8651,660,14152
210051445,..,68,3,73,0,73,..,0,0,0,0,0,..,76,6,75,0,75,..,140,30,161,3,166,..,73,0,71,0,75,..,9,0,9,0,9,..,22,3,22,0,22,..,312,39,353,3,355,..,138,13,152,0,152,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,19,0,19,..,26,0,26,0,26,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,39,4,44,0,47,..,4,0,4,0,4,..,12,0,12,0,12,..,20,0,24,0,24,..,16,0,16,3,19,..,0,0,0,0,0,..,49,6,47,3,49,..,10,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,83,9,91,0,91,..,8,0,8,0,8,..,218,36,251,0,254,..,1120,119,1234,16,1252,..,0,0,4,178,177,1956,1119,118,1241,191,3385
211011251,..,62,11,77,0,79,..,13,0,10,0,10,..,98,0,101,0,101,..,87,15,100,0,100,..,104,10,112,0,112,..,19,0,19,0,16,..,131,7,142,0,145,..,452,34,488,0,489,..,71,9,83,3,79,..,13,3,19,0,19,..,38,24,61,0,61,..,6,3,7,0,7,..,3,0,3,0,3,..,58,15,70,6,78,..,45,27,71,0,71,..,22,3,23,0,26,..,7,4,8,0,8,..,17,3,19,0,20,..,81,0,84,0,81,..,44,0,46,0,46,..,62,0,62,0,62,..,24,0,23,0,23,..,211,7,216,0,219,..,80,9,93,0,93,..,37,3,42,3,44,..,28,4,31,0,36,..,6,0,7,0,7,..,104,45,153,0,153,..,304,66,369,12,381,..,2642,591,3229,32,3269,..,15,12,27,615,644,8171,2663,598,3261,647,12078
211011254,..,146,17,166,3,162,..,21,0,21,0,21,..,171,3,179,0,179,..,61,6,67,0,67,..,397,7,406,0,413,..,18,4,20,0,20,..,126,7,135,0,135,..,794,29,829,0,830,..,106,16,117,0,117,..,5,0,5,0,5,..,67,21,88,3,88,..,7,0,7,0,7,..,3,0,6,0,7,..,85,16,99,0,99,..,35,6,42,0,42,..,18,3,17,0,17,..,0,0,0,0,0,..,20,0,19,0,19,..,80,0,80,0,81,..,94,6,102,0,102,..,77,0,77,0,77,..,17,0,17,0,17,..,272,7,276,0,276,..,70,10,80,0,82,..,181,11,186,0,186,..,23,3,23,0,23,..,13,3,13,0,13,..,106,35,142,0,142,..,339,85,423,10,435,..,4017,705,4723,40,4764,..,31,9,37,517,550,9777,4045,716,4759,551,15088
