SA2_MAINCODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
213041461,31,3,0,0,0,37,11,0,0,0,0,14,7,0,0,0,0,7,21,0,0,0,0,21,38,4,0,0,0,40,133,4,0,0,0,141,154,9,0,0,0,159,190,7,0,0,0,195,65,0,0,0,0,68,40,0,0,0,0,40,24,0,0,0,0,24,48,3,0,0,0,48,759,30,3,0,0,800
213041462,33,0,0,0,0,31,15,0,0,0,0,13,11,0,0,0,0,16,16,3,0,0,0,14,13,0,0,0,0,19,95,5,0,0,0,104,166,26,0,0,0,189,340,32,0,0,0,374,120,6,0,0,0,127,78,11,0,0,0,86,40,0,0,0,0,45,30,7,0,0,0,38,963,93,0,0,0,1058
213041463,115,5,0,0,0,122,60,4,0,0,0,65,34,4,0,0,0,44,69,3,4,0,0,77,134,13,0,0,0,142,368,32,3,0,0,403,514,39,3,0,0,560,801,82,4,0,0,889,370,29,0,0,0,396,279,23,0,0,0,297,129,5,0,0,0,138,124,9,0,0,0,130,2982,240,23,0,0,3244
213051361,133,20,5,0,0,159,59,6,0,0,0,66,57,4,0,0,0,60,92,11,7,0,0,107,149,19,8,0,0,168,523,68,15,0,0,611,600,66,10,0,0,678,442,60,9,0,0,505,123,7,0,0,0,132,81,10,0,0,0,89,52,3,0,0,0,56,120,14,6,0,0,137,2431,286,56,0,0,2770
213051362,97,4,7,0,0,107,64,3,0,0,0,65,58,4,0,0,0,64,106,8,6,0,0,114,148,9,10,0,0,163,496,35,39,0,0,572,527,28,23,0,0,584,386,30,3,0,0,415,85,10,0,0,0,91,39,5,3,0,0,49,23,0,0,0,0,27,91,4,0,0,0,93,2123,139,90,0,3,2350
213051363,37,7,0,0,0,45,21,0,0,0,0,17,14,0,0,0,0,17,20,0,0,0,0,24,45,5,0,0,0,50,114,22,0,0,0,139,151,25,0,0,0,176,205,50,0,0,0,255,124,27,0,0,0,148,102,12,0,0,0,114,36,9,0,0,0,47,33,6,0,0,0,41,900,170,3,0,0,1072
213051365,137,28,0,0,0,158,34,9,0,0,0,46,26,7,0,0,0,39,52,20,0,0,0,73,101,25,0,0,0,127,505,108,0,0,0,624,1131,234,7,0,0,1372,1645,255,0,0,0,1902,442,91,3,0,0,531,244,23,0,0,0,269,118,21,0,0,0,140,171,30,0,0,0,202,4618,860,14,0,3,5491
213051366,88,20,0,0,0,110,11,6,0,0,0,19,19,9,0,0,0,25,30,13,0,0,0,45,62,24,0,0,0,79,266,124,3,0,0,393,679,267,3,0,0,952,1093,224,0,0,0,1321,324,42,0,4,0,369,166,28,0,0,0,195,100,17,0,0,0,114,119,20,5,0,0,145,2959,803,11,4,0,3772
213051368,55,3,0,0,0,58,23,6,0,0,0,31,25,3,0,0,0,32,41,11,0,0,0,49,49,20,3,0,0,72,158,47,4,0,0,205,191,46,3,0,0,235,223,28,0,0,0,247,82,9,0,0,0,89,47,6,0,0,0,55,41,3,0,0,0,45,59,13,0,0,0,70,991,185,13,4,0,1188
213051369,108,7,0,0,0,113,50,4,0,0,0,53,51,3,0,0,0,50,101,7,0,0,0,108,184,7,0,0,0,191,753,30,0,0,0,784,1153,15,0,0,0,1176,922,16,0,0,5,939,223,4,0,0,0,227,127,0,0,0,0,126,58,0,0,0,0,64,160,0,0,0,0,161,3885,92,0,0,7,3986
213051464,58,4,0,0,0,64,11,0,0,0,0,10,25,3,0,0,0,23,9,3,0,0,0,16,34,5,0,0,0,43,142,29,3,0,0,175,183,31,5,0,0,218,390,62,3,0,0,460,264,40,0,0,0,305,218,18,5,0,0,244,116,9,4,0,0,130,66,3,0,0,0,70,1503,209,27,0,3,1745
213051465,131,9,0,0,0,141,28,8,0,0,0,37,43,4,0,0,0,42,71,0,3,0,0,76,117,8,0,0,0,124,423,46,16,0,0,483,595,60,24,0,0,675,941,111,8,0,0,1060,468,30,0,0,0,496,252,23,0,0,0,272,131,11,0,0,0,142,119,9,0,0,0,132,3320,315,53,0,0,3685
213051466,72,7,0,0,0,79,12,8,0,0,0,22,25,0,0,0,0,28,32,4,0,0,0,34,44,8,0,0,0,50,172,30,4,0,0,203,294,78,6,0,0,378,779,111,0,0,0,892,380,29,0,0,0,412,201,29,0,0,0,229,86,7,0,0,0,95,76,5,0,0,0,82,2161,325,9,0,0,2497
213051467,109,8,0,0,0,116,53,5,0,0,0,60,56,3,0,0,0,57,112,5,0,0,0,118,165,25,0,0,0,192,504,78,0,0,0,577,515,46,0,0,0,566,328,37,0,0,0,360,73,5,0,0,0,83,60,7,0,0,0,69,31,3,0,0,0,32,131,5,0,0,0,139,2131,226,3,0,0,2360
213051468,64,5,0,0,0,70,56,0,0,0,0,54,39,4,0,0,0,41,60,3,3,0,0,72,107,13,0,0,0,122,386,43,4,0,0,436,418,32,0,0,0,451,318,24,0,0,0,344,92,4,0,0,0,97,75,3,0,0,0,75,37,0,0,0,0,39,78,8,0,0,0,88,1744,131,18,0,0,1892
214011370,93,16,0,0,0,111,45,3,0,0,0,55,49,9,0,0,0,57,119,19,0,0,0,136,200,22,0,0,0,222,596,118,3,3,0,716,883,142,3,0,0,1031,656,71,0,4,0,733,119,23,0,0,0,136,63,7,0,0,0,68,35,6,0,0,0,39,129,19,0,0,0,144,2986,451,11,9,4,3454
214011371,115,17,12,0,0,144,58,13,3,0,0,75,58,11,0,0,0,66,95,26,10,0,0,137,129,30,7,0,0,167,337,103,27,0,0,462,487,76,14,0,3,578,540,47,8,0,0,595,146,17,0,0,0,169,73,12,0,0,0,82,41,4,0,0,0,38,104,10,3,0,0,114,2177,363,81,4,4,2632
214011372,124,5,0,0,0,131,72,10,0,0,0,78,67,3,0,0,0,76,128,13,0,0,0,141,163,12,0,0,0,173,518,44,9,3,0,566,533,33,3,0,0,572,337,18,0,0,0,354,59,4,0,0,0,62,41,4,0,0,0,45,23,0,0,0,0,23,96,0,0,0,0,102,2170,139,10,3,0,2321
214011373,131,11,0,0,0,139,48,0,0,0,0,52,60,3,0,0,0,62,71,5,0,0,0,71,97,11,0,0,0,108,306,18,3,0,0,331,366,29,4,0,4,400,594,24,0,0,0,616,349,0,0,0,0,354,266,3,0,0,0,270,148,0,0,0,0,154,145,3,0,0,0,144,2590,106,5,0,6,2705
214011374,174,8,0,0,0,184,59,11,0,0,0,75,61,7,0,0,0,62,112,13,0,0,0,126,201,33,0,0,0,230,589,88,3,0,0,685,801,107,9,0,0,915,987,28,3,0,0,1024,359,8,0,0,0,368,242,5,0,0,0,247,90,4,0,0,0,95,192,15,0,0,0,208,3866,320,19,3,0,4217
214011375,98,21,6,0,0,126,43,10,3,0,0,56,43,16,3,0,0,54,85,16,3,0,0,108,106,25,0,0,0,130,317,74,15,0,0,405,381,92,4,0,0,486,496,60,11,0,0,565,176,16,0,0,0,198,98,15,0,0,0,110,40,0,0,0,0,44,86,15,0,0,0,104,1966,364,46,3,0,2375
214011376,78,18,0,0,0,96,27,3,0,0,0,35,21,3,0,0,0,30,53,7,0,0,0,60,102,6,0,0,0,109,297,35,0,0,0,332,419,57,0,0,0,478,598,67,0,0,0,667,279,33,0,0,0,317,185,28,0,0,0,214,75,5,0,0,0,84,78,6,0,0,0,92,2219,268,0,0,0,2493
214021377,62,9,0,0,0,71,27,0,0,0,0,27,30,7,0,0,0,38,41,8,0,0,0,45,50,8,0,0,0,54,165,27,0,6,0,201,168,21,0,0,0,195,269,35,0,0,0,311,117,8,0,0,0,130,90,7,0,0,0,96,32,7,0,0,3,36,70,6,0,0,0,79,1117,138,5,6,5,1273
214021378,39,0,0,0,0,41,14,0,0,0,0,13,6,0,0,0,0,6,16,0,0,0,0,15,19,0,0,0,0,19,55,0,0,0,0,55,64,0,0,0,0,64,95,0,0,0,0,97,53,0,0,0,0,53,49,0,0,0,0,53,82,0,0,0,0,80,48,0,0,0,0,48,536,3,0,4,0,545
214021379,118,21,0,0,0,135,69,10,0,0,0,80,60,8,0,0,0,61,101,11,0,0,0,116,160,19,0,0,0,186,443,59,0,0,0,498,534,42,0,0,3,578,595,30,0,0,0,630,224,0,0,0,0,224,127,0,0,0,0,126,61,0,0,0,0,64,134,8,0,0,0,145,2632,208,7,0,4,2852
214021380,132,8,30,0,0,166,62,9,10,0,0,77,55,9,9,0,0,73,75,5,11,0,0,95,135,5,14,0,0,156,324,18,77,0,0,427,439,18,64,0,0,523,614,28,71,0,0,723,308,7,23,0,0,341,227,14,12,0,0,260,102,0,4,0,0,106,131,7,18,0,0,149,2612,140,350,0,5,3110
214021381,117,3,3,0,0,124,48,0,0,0,0,51,45,0,0,0,0,49,69,4,5,0,0,72,67,0,4,0,0,72,209,9,17,0,0,231,239,10,6,0,0,260,454,10,8,0,0,473,383,0,3,0,0,391,464,0,0,0,0,474,323,0,0,0,0,322,134,3,0,0,0,141,2550,48,51,0,5,2656
214021382,118,8,0,0,0,128,47,7,0,0,0,57,37,11,0,0,0,45,77,8,0,0,0,84,103,8,0,0,0,114,303,40,0,0,0,345,324,26,0,0,0,345,609,52,0,0,0,669,379,15,0,0,0,397,302,17,0,0,0,314,166,5,0,0,0,177,114,14,0,0,0,126,2580,213,0,0,5,2800
214021383,118,0,0,0,0,118,56,0,0,0,0,56,60,0,0,0,0,62,98,3,0,0,0,97,103,6,0,0,0,106,300,0,0,0,0,297,344,3,0,0,0,349,424,5,0,3,0,432,151,3,0,0,0,155,130,0,0,0,0,133,63,3,0,0,0,63,118,3,0,0,0,118,1964,27,0,3,4,1996
214021384,144,11,3,0,0,155,64,7,3,0,0,72,53,0,0,0,0,51,107,3,0,0,0,109,135,6,0,0,0,140,378,13,3,0,0,387,437,7,3,0,0,449,456,11,0,0,0,469,139,3,0,0,0,141,91,3,0,0,0,98,29,0,0,0,0,27,112,3,0,0,0,113,2131,66,9,0,4,2214
214021385,137,9,0,0,0,146,73,6,0,0,0,79,63,4,0,0,0,65,120,13,0,0,0,135,151,12,0,0,0,172,478,51,0,0,0,538,526,62,0,0,0,589,615,24,0,0,0,645,215,7,0,0,0,222,169,3,0,0,0,170,110,3,0,0,0,112,136,8,3,0,0,147,2798,205,5,0,7,3014
215011386,40,0,0,0,0,42,52,0,0,0,0,52,54,3,0,0,0,53,98,3,0,0,0,106,140,0,0,0,3,144,241,0,0,0,0,245,117,0,0,0,0,124,70,0,0,0,0,66,12,0,0,0,0,18,12,0,0,0,0,12,7,0,0,0,0,10,34,0,3,0,0,35,886,3,9,4,3,908
215011387,37,0,0,0,0,37,20,0,0,0,0,20,24,0,0,0,0,24,26,0,0,0,0,26,23,0,0,0,0,23,47,0,0,3,0,49,32,0,0,0,3,33,25,0,0,0,0,25,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,7,20,0,0,0,0,20,280,0,0,3,0,289
215011388,99,3,0,0,0,99,66,0,0,0,0,63,69,4,0,0,0,74,192,0,3,0,0,201,246,6,7,0,0,260,608,10,7,0,0,624,400,3,0,0,0,401,221,0,0,0,0,222,67,0,0,0,0,67,42,0,0,0,0,42,27,0,0,0,3,27,72,0,3,0,0,74,2100,31,23,0,0,2159
215011389,37,0,0,0,0,37,21,0,0,0,0,24,18,0,0,0,0,17,27,0,0,0,0,27,39,0,0,0,0,41,81,0,0,3,0,81,65,0,0,0,0,65,36,0,0,0,0,36,20,0,0,0,0,20,9,0,0,0,0,9,10,0,0,0,0,10,19,0,0,0,0,19,395,0,0,4,0,400
215011390,77,3,0,0,0,83,68,4,0,0,0,76,76,3,0,0,0,74,116,0,0,0,0,121,93,3,0,0,3,103,97,0,0,0,0,101,31,0,0,0,0,38,32,0,0,0,0,36,12,0,0,0,0,8,10,0,0,0,0,10,5,0,0,0,0,5,33,0,0,0,0,36,654,17,3,3,9,682
215011391,38,0,0,0,3,39,37,0,0,0,0,37,29,0,0,0,0,33,53,0,0,0,0,54,57,0,0,0,0,64,81,0,0,0,0,81,35,0,0,0,0,35,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22,382,0,0,3,4,387
215011392,50,0,0,0,0,49,55,0,0,0,0,55,50,0,0,0,0,50,130,0,0,0,0,128,150,0,0,0,3,147,216,0,0,0,0,212,119,0,0,0,0,123,51,0,0,0,0,51,25,0,0,0,0,25,13,0,0,0,0,14,12,0,0,0,0,14,50,0,0,0,0,50,909,0,0,0,9,924
215011393,46,0,0,0,0,49,37,0,0,0,0,37,18,0,0,0,0,25,39,0,0,0,0,42,38,0,0,0,0,38,32,0,0,0,0,32,16,0,0,0,0,16,4,0,0,0,0,4,10,0,0,0,0,7,8,0,0,0,0,8,13,0,0,0,0,13,21,0,0,0,0,21,285,0,0,3,0,289
215011394,88,0,0,0,3,92,89,0,0,3,0,90,65,0,0,0,0,67,115,0,0,0,0,117,66,0,0,0,0,69,105,0,0,0,0,108,26,0,0,0,0,26,19,0,0,0,0,19,6,0,0,0,0,6,11,0,0,0,0,11,7,0,0,0,0,7,41,0,0,0,0,42,635,0,0,3,7,643
215021395,35,0,0,0,0,38,23,0,0,0,0,23,23,0,0,0,0,23,63,0,0,0,0,66,81,0,4,0,0,85,256,0,0,0,0,256,173,0,0,0,0,172,161,0,0,0,0,163,55,0,0,0,0,55,42,0,0,0,0,42,22,0,0,0,0,22,64,0,0,0,0,64,1000,0,6,0,3,1016
215021396,36,0,0,0,0,36,27,0,0,0,0,26,22,0,0,0,0,22,69,3,0,0,3,73,120,0,0,0,0,127,185,0,0,0,3,192,112,0,0,0,0,112,66,0,0,0,0,69,20,0,0,0,0,20,12,0,0,0,0,12,7,0,0,0,0,7,31,0,0,0,0,31,708,8,4,0,8,721
215021398,49,0,0,0,0,49,32,0,0,0,0,32,23,0,0,0,0,23,41,0,0,0,0,41,34,0,0,0,0,34,67,0,0,0,0,67,36,0,0,0,0,36,33,0,0,0,0,33,6,0,0,0,0,6,11,0,0,0,0,11,8,0,0,0,0,11,16,0,0,0,0,16,350,0,0,0,0,354
215021399,39,0,0,0,0,35,31,0,0,0,0,31,37,0,0,0,0,36,84,0,0,0,0,86,111,0,0,0,0,116,216,0,0,0,3,219,112,0,0,0,0,112,60,0,0,0,0,63,20,0,0,0,0,20,10,0,0,0,0,12,9,0,0,0,0,9,44,0,0,0,0,47,776,0,3,3,6,792
215021469,69,7,3,0,0,81,57,3,3,0,0,65,61,3,0,0,0,66,156,10,5,0,0,169,249,17,5,0,0,271,527,31,7,0,0,565,284,12,3,0,0,299,160,0,0,0,0,160,50,0,0,0,0,47,19,0,0,0,0,26,19,0,0,0,0,19,61,3,0,0,0,66,1707,88,25,0,3,1828
215021470,65,5,0,0,0,72,43,0,0,0,0,40,38,0,0,0,0,43,85,10,0,0,0,96,136,6,10,0,0,152,498,32,4,0,0,532,402,3,0,0,0,406,226,3,0,0,0,231,59,0,0,0,0,59,29,0,0,0,0,29,15,0,0,0,0,15,75,8,0,0,0,77,1666,68,19,3,4,1754
215031400,70,0,0,0,0,66,70,0,0,0,0,73,75,0,0,3,0,73,104,0,0,0,0,104,64,0,0,0,0,64,83,0,0,0,0,82,26,0,0,0,0,26,17,0,0,0,0,17,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,13,35,0,0,0,0,35,555,4,0,3,4,562
215031401,69,0,0,0,0,69,51,0,0,0,0,51,44,0,0,0,0,44,95,0,0,0,0,95,76,0,0,0,0,80,150,0,0,0,0,151,73,0,0,0,0,72,58,0,0,0,0,58,16,0,0,0,0,17,14,0,0,0,0,14,17,0,0,0,0,17,35,0,0,0,0,41,699,0,0,4,3,709
215031402,20,0,0,0,0,19,20,0,0,0,0,20,26,0,0,0,0,27,70,0,0,0,0,68,57,0,0,0,0,55,99,0,0,0,0,100,47,0,0,0,0,47,22,0,0,0,0,22,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,15,0,0,0,0,15,388,0,3,3,0,399
215031403,22,0,0,0,0,22,10,0,0,0,0,10,3,0,0,0,0,3,18,0,0,0,0,19,32,0,0,0,0,34,60,0,0,0,0,60,30,0,0,0,0,31,21,0,0,0,0,21,5,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,29,0,0,0,0,29,239,0,0,3,0,241
215031404,35,3,0,0,0,38,31,0,0,0,0,32,27,0,0,0,0,33,99,3,0,0,0,105,141,5,7,0,0,151,285,8,3,0,3,305,212,5,3,0,3,223,157,0,0,0,3,164,32,0,0,0,0,34,26,0,0,0,0,26,18,0,0,0,0,21,50,4,0,0,3,58,1123,23,18,0,15,1177
215031405,64,0,0,0,0,66,57,0,0,0,0,52,32,0,0,0,0,37,82,0,0,0,3,85,108,0,0,0,4,113,137,0,0,0,3,148,85,0,0,0,3,91,56,0,0,3,0,58,17,0,0,0,0,17,13,0,0,0,0,16,13,0,0,0,0,13,43,0,0,0,0,43,706,0,0,7,19,731
216011406,73,3,0,0,0,73,35,3,0,0,0,38,41,0,0,0,0,45,83,3,0,0,0,92,120,9,0,0,0,129,440,17,0,0,3,458,369,13,0,0,0,382,249,4,0,0,0,252,72,0,0,0,0,72,63,0,0,0,0,65,29,0,0,0,0,32,67,0,0,0,0,69,1647,58,3,0,3,1716
216011407,77,0,0,0,0,77,35,0,0,0,0,35,51,0,0,0,0,49,112,0,4,0,0,112,153,0,6,0,0,159,355,0,3,0,0,359,246,0,0,0,0,249,166,0,0,0,0,170,39,0,0,0,0,39,35,0,0,0,0,39,27,0,0,0,0,32,65,0,0,0,0,68,1358,4,15,0,6,1383
216011408,46,0,0,0,0,46,20,0,0,0,0,20,15,0,0,0,0,18,40,0,0,0,0,40,39,0,0,0,0,39,104,0,0,0,0,103,64,0,0,0,0,70,72,0,0,0,0,72,19,0,0,0,0,19,17,0,0,0,0,17,9,0,0,0,0,9,35,0,0,0,0,35,492,0,0,3,0,491
216011409,30,0,0,0,0,30,19,0,0,0,0,19,9,0,0,0,0,9,39,0,0,0,0,38,49,0,0,0,0,49,130,0,0,0,0,133,80,0,0,0,0,83,34,0,0,0,0,34,10,0,0,0,0,10,11,0,0,0,0,11,10,0,0,0,0,10,25,0,0,0,0,25,454,0,0,0,0,459
216011410,51,0,0,0,0,51,24,0,0,0,0,24,28,0,0,0,0,30,63,0,0,0,0,66,68,0,0,0,0,68,110,0,0,0,0,110,74,0,0,0,0,74,34,0,0,0,0,34,4,0,0,0,0,4,12,0,0,0,0,12,11,0,0,0,0,10,32,0,0,0,0,32,511,0,0,6,0,517
216021411,17,0,0,0,0,19,29,0,0,0,0,29,15,0,0,0,0,14,22,0,0,0,0,22,83,0,0,0,0,86,163,0,0,0,0,170,107,0,0,0,0,108,81,0,0,0,0,81,22,0,0,0,0,22,12,0,0,0,0,12,7,0,0,0,0,5,38,0,0,0,0,38,601,3,3,0,6,610
216021412,29,0,0,0,4,31,20,0,0,0,0,20,15,0,0,0,0,15,15,0,0,0,0,15,37,0,0,0,0,37,78,0,0,0,0,78,43,0,0,0,0,41,38,0,0,0,0,40,12,0,0,0,0,12,11,0,0,0,0,11,11,0,0,0,0,11,22,0,0,0,0,22,326,0,0,0,3,334
216021413,105,0,0,0,0,108,64,0,0,0,0,66,72,0,0,0,0,82,133,3,3,0,3,141,189,3,0,0,0,198,388,3,0,0,0,390,240,0,0,0,4,248,134,0,0,0,0,140,47,0,0,0,0,45,32,0,0,0,0,32,59,0,0,0,0,59,93,0,0,0,0,96,1558,15,8,8,8,1602
216021414,37,0,3,0,0,37,26,0,0,0,0,26,19,0,0,0,0,19,47,0,0,0,0,51,69,0,3,0,0,70,184,0,0,0,0,187,168,0,0,0,0,169,122,0,0,0,0,127,40,0,0,0,0,37,21,0,0,0,0,21,13,0,0,0,0,13,40,0,0,0,0,40,775,11,4,0,0,797
216031415,32,0,0,0,0,31,31,6,0,0,0,36,45,0,0,0,0,45,88,4,0,0,0,91,128,7,0,0,0,132,290,5,0,0,0,304,205,3,0,0,0,209,80,0,0,0,0,77,27,0,0,0,0,27,10,0,0,0,0,10,4,0,0,0,0,4,45,0,0,0,0,46,981,25,0,0,0,1006
216031416,80,6,0,0,0,87,46,6,0,0,0,54,53,3,0,0,0,56,131,9,0,0,0,138,178,14,0,0,0,192,475,14,0,0,0,488,415,10,0,0,0,428,330,8,0,0,0,334,79,0,0,0,0,75,55,4,0,0,0,57,34,0,0,0,0,34,91,5,0,3,0,95,1953,86,0,4,0,2046
216031417,122,0,0,0,0,122,57,0,0,0,0,57,52,0,0,0,0,53,145,4,0,0,0,150,241,7,0,3,0,253,680,12,0,0,0,698,558,13,0,0,0,572,387,5,0,0,0,395,108,0,0,0,0,111,65,0,0,0,0,65,35,0,0,0,0,35,113,0,0,0,0,111,2572,47,4,3,7,2629
216031418,27,0,0,0,0,27,14,0,0,0,0,14,19,0,0,0,0,19,29,0,0,0,0,29,53,0,0,0,0,53,151,0,0,0,0,150,100,0,0,0,0,100,72,0,0,0,0,72,23,0,0,0,0,23,11,0,0,0,0,11,17,0,0,0,0,17,36,0,0,0,0,36,544,0,0,3,0,551
216031419,67,0,0,0,0,66,36,0,0,0,0,40,26,0,0,0,0,31,82,3,0,3,0,84,119,5,0,0,0,121,313,3,0,3,0,319,246,0,0,0,0,243,185,0,0,0,0,185,44,0,0,0,0,44,45,0,0,0,0,46,32,0,0,0,0,32,60,0,0,0,0,60,1251,8,0,4,6,1267
217011420,75,0,0,0,0,75,63,0,0,0,0,63,87,0,0,0,0,92,104,0,0,0,0,104,111,0,0,0,0,110,236,0,0,0,0,236,124,0,0,0,0,128,104,0,0,0,0,109,22,0,0,0,0,22,22,0,0,0,0,22,21,0,0,0,0,21,73,0,0,0,0,69,1045,0,0,3,0,1053
217011421,67,0,0,0,0,67,63,0,0,0,0,60,52,0,0,0,0,52,142,3,0,0,0,140,147,0,0,0,0,145,325,0,0,0,0,324,179,0,0,0,0,179,93,0,0,0,0,94,35,0,0,0,0,35,22,0,0,0,0,22,13,0,0,0,0,18,52,0,0,0,0,52,1184,4,3,5,3,1197
217011422,74,3,3,0,0,78,46,0,0,0,0,47,62,0,0,0,0,65,101,0,0,0,0,104,128,0,0,0,0,128,358,5,0,0,0,363,226,4,3,0,0,228,132,0,0,0,0,137,37,0,0,0,0,38,34,0,0,0,0,34,15,0,0,0,0,12,68,0,0,0,0,68,1288,10,13,0,5,1313
217011423,86,4,0,0,0,91,43,0,0,0,0,43,51,0,0,0,0,51,79,3,0,0,3,79,64,0,0,0,0,71,106,3,0,0,0,110,51,0,0,0,0,53,47,0,0,0,0,52,21,0,0,0,0,21,15,0,0,0,0,20,21,0,0,0,0,26,45,0,0,3,0,48,637,10,0,3,9,660
217031471,24,0,0,0,0,26,13,0,0,0,0,13,19,0,0,0,0,20,44,0,0,0,0,44,54,0,0,0,0,54,105,0,0,0,0,105,45,0,0,0,0,45,32,0,0,0,0,32,8,0,0,0,0,8,8,0,0,0,0,10,3,0,0,0,0,3,23,0,0,0,0,23,392,0,4,0,0,398
217031472,54,3,0,0,3,61,45,0,0,0,0,47,51,4,0,0,0,53,103,3,0,0,0,105,155,3,0,0,0,160,431,8,0,3,0,438,301,0,0,0,0,303,151,3,0,0,0,152,35,0,0,0,0,35,27,0,0,0,0,27,16,0,0,0,0,16,73,0,0,0,0,73,1444,28,0,3,3,1478
217031473,55,0,0,0,0,55,18,0,0,0,0,18,32,0,0,0,0,27,47,0,0,0,0,47,69,0,0,0,0,69,135,0,0,0,0,134,131,0,0,0,0,131,109,0,0,0,0,109,34,0,0,0,0,34,24,0,0,0,0,28,27,0,0,0,0,27,53,0,0,0,0,53,723,0,0,4,0,727
217031474,58,0,0,0,0,58,26,0,0,0,0,24,31,0,0,0,0,31,68,0,0,0,0,68,72,0,0,0,0,74,114,0,0,0,0,115,65,0,0,0,0,67,44,0,0,0,0,45,8,0,0,0,0,8,11,0,0,0,0,11,17,0,0,0,0,17,34,0,0,0,0,40,563,0,7,3,4,575
217031475,100,0,0,0,0,100,24,0,0,0,0,24,22,0,0,0,0,22,62,0,0,0,0,62,75,0,0,0,0,75,148,0,0,0,3,155,93,0,0,0,0,94,77,0,0,0,3,81,25,0,0,0,0,30,22,0,0,0,0,27,48,0,0,0,3,49,81,0,0,0,5,87,787,3,0,3,18,804
217031476,30,0,0,0,0,30,17,0,0,0,0,13,17,0,0,0,0,19,24,0,0,0,0,24,30,0,0,3,0,26,62,0,5,0,0,72,53,0,0,0,0,58,56,0,0,0,0,55,13,0,0,0,0,13,15,0,0,0,0,15,9,0,0,0,3,16,29,0,0,0,0,29,355,3,5,3,5,369
217041477,92,0,0,0,0,88,29,0,0,0,0,29,36,0,0,0,0,35,61,0,0,0,0,60,72,0,0,0,0,70,157,0,0,0,0,165,102,0,0,0,0,102,101,0,0,0,0,104,35,0,0,0,0,35,17,0,0,0,0,17,35,0,0,0,0,35,51,0,0,0,0,53,792,0,0,3,7,802
217041478,77,0,0,0,0,75,44,0,0,0,0,40,24,0,0,0,3,30,73,0,0,0,0,73,83,0,0,0,0,88,240,0,3,3,0,246,197,0,0,0,0,204,189,0,0,0,0,190,76,0,0,0,0,77,53,3,0,0,0,61,25,0,0,0,0,30,64,0,0,0,0,61,1151,11,3,11,5,1179
