SA2_MAINCODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
205051103,6,21,0,3,0,0,0,0,0,40,9,19,18,0,0,3,3,3,3,60,86,114,362,27,26,15,48,43,13,733,32,3,143,3,10,12,25,50,4,281,11,6,26,5,4,5,9,17,0,82,9,87,5,23,0,0,3,0,0,122,21,69,3,12,4,3,4,3,0,115,83,72,22,15,22,30,11,17,0,269,22,44,3,53,3,7,4,16,0,148,3,16,9,0,0,0,3,3,0,38,21,3,72,4,0,3,9,16,3,125,0,0,0,0,0,0,0,0,0,3,11,4,5,3,0,0,3,3,3,33,8,0,15,8,3,4,10,13,11,61,330,452,681,159,79,78,125,178,32,2114,8,9,3,5,0,6,0,3,0,29,0,0,0,0,6,0,0,3,0,11,0,15,3,0,0,0,3,0,3,25,0,3,3,0,3,0,0,0,0,10,3,5,3,0,3,0,3,3,0,26
205051104,4,0,3,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,6,41,9,117,12,8,4,22,25,5,251,21,5,36,0,0,4,7,28,0,102,45,4,11,0,0,3,11,13,0,77,8,14,0,8,0,0,0,0,0,28,8,17,0,0,3,0,3,0,0,32,18,13,0,5,3,7,0,0,0,48,0,5,3,10,0,0,0,8,0,29,0,0,0,0,0,0,0,0,0,4,8,0,12,0,0,3,3,7,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,5,0,6,0,0,3,7,7,7,33,167,67,188,34,14,29,58,84,11,658,0,4,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,11,9,3,0,0,3,0,4,0,31
206011105,42,231,22,18,22,11,3,13,0,353,54,250,39,5,25,20,17,16,7,433,97,297,213,17,47,30,31,50,3,785,63,118,139,10,19,8,11,24,4,397,15,31,33,7,7,3,0,6,0,116,17,198,13,41,4,7,3,8,3,293,19,177,9,8,10,3,0,7,0,245,266,361,58,53,135,78,22,38,14,1027,120,465,31,78,101,27,12,31,12,881,92,434,71,69,68,60,18,45,3,863,25,10,131,21,10,9,9,16,0,226,0,0,0,0,4,0,0,0,0,10,16,56,15,16,20,16,3,8,11,156,3,28,16,7,10,0,4,6,23,107,831,2653,801,351,481,273,135,262,101,5888,52,177,21,31,38,17,3,8,3,347,16,38,6,0,5,4,0,0,0,66,26,58,8,8,18,10,3,6,0,133,9,133,19,4,9,5,0,0,0,187,8,29,10,7,16,8,0,3,5,92
206011106,24,66,10,5,3,4,3,3,0,115,41,102,22,0,7,6,3,4,3,188,59,140,78,12,21,10,13,15,7,345,33,87,72,6,6,4,0,12,3,225,9,3,6,3,5,4,0,3,0,37,11,94,8,10,5,8,0,3,0,134,11,92,4,9,0,0,3,0,0,120,113,169,8,33,53,45,12,7,6,444,55,173,10,31,37,17,5,13,3,343,36,173,39,35,29,30,7,11,4,362,9,4,52,15,4,4,4,8,0,99,0,0,3,0,0,0,0,0,0,3,8,24,8,10,3,4,0,3,0,58,9,11,7,0,3,5,0,5,7,50,418,1138,312,172,176,134,53,89,34,2532,16,67,8,12,14,11,0,3,0,137,7,23,4,4,5,0,0,3,0,45,6,32,5,5,8,3,0,3,0,56,14,74,10,0,7,3,0,0,0,100,6,16,4,5,4,0,0,0,0,40
206011107,41,114,12,11,12,10,4,18,0,214,34,104,26,5,12,5,3,9,0,211,69,160,157,17,25,9,21,26,5,483,26,38,89,4,6,0,8,16,9,193,4,16,13,3,3,7,3,7,0,53,3,103,11,23,3,3,3,0,3,164,15,93,4,7,9,0,4,0,0,128,134,150,34,24,70,45,24,24,5,506,46,152,15,46,34,12,11,16,7,341,21,121,29,15,23,26,5,12,4,256,13,8,59,12,0,7,9,5,0,115,0,0,0,0,0,0,0,3,0,3,8,21,9,0,7,3,4,3,0,59,8,11,12,6,0,3,7,3,10,61,411,1091,466,176,207,144,94,149,43,2785,22,100,19,14,18,12,0,3,0,182,8,20,5,4,9,4,0,3,0,53,11,27,8,16,15,4,0,3,0,79,5,35,9,4,5,3,0,0,0,64,3,10,3,3,6,3,0,4,0,34
206011108,42,156,21,12,11,10,3,7,0,256,66,193,36,8,21,21,16,23,3,394,127,223,296,17,55,32,59,60,10,897,58,67,238,5,13,6,15,35,4,443,14,17,39,6,3,6,4,12,0,94,24,123,11,41,4,3,3,5,3,221,21,183,6,12,11,4,4,4,0,250,226,252,41,55,121,75,45,39,16,870,75,284,26,104,77,22,13,26,4,631,39,262,63,55,39,42,14,35,3,550,32,3,84,17,15,7,7,13,0,180,0,0,0,0,0,0,0,4,0,8,20,35,9,11,13,5,9,4,0,111,14,20,20,3,3,3,4,12,29,111,760,1829,884,343,390,254,198,284,76,5013,38,139,15,16,26,27,6,5,3,267,11,22,5,9,15,0,0,0,0,66,19,27,9,4,10,15,0,3,3,86,6,49,7,10,4,4,0,0,3,90,10,18,10,5,18,4,0,3,0,76
206011109,16,41,9,0,6,7,0,0,0,81,19,56,11,0,5,4,3,7,3,107,76,73,161,9,21,6,25,27,3,409,34,20,104,3,6,0,5,14,0,185,9,8,13,0,0,0,0,3,0,31,5,42,3,13,3,6,0,7,0,81,8,50,0,3,5,3,3,0,0,71,104,113,22,11,53,43,9,15,3,373,31,75,8,31,18,17,3,0,4,184,19,56,15,3,7,10,6,3,0,105,3,0,27,5,0,4,7,3,0,51,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,4,0,0,4,33,4,6,10,0,3,0,3,0,7,30,324,554,372,99,135,97,62,79,21,1741,12,59,13,5,9,11,0,0,0,101,5,16,3,3,9,0,0,0,0,30,0,9,0,0,9,0,0,4,0,24,0,12,3,0,9,0,0,0,0,28,0,7,0,0,4,0,0,0,0,13
206021110,23,66,5,7,7,3,3,4,0,114,32,79,8,3,10,3,0,3,4,144,71,88,72,8,12,14,7,18,3,292,31,25,62,0,4,3,0,6,0,141,6,11,15,4,3,3,0,4,0,47,12,89,3,13,3,0,0,0,0,117,11,66,0,9,9,3,0,0,0,90,135,157,20,20,53,34,9,14,3,431,33,109,6,34,28,7,3,7,6,237,21,82,17,11,18,14,6,9,0,172,6,3,34,3,0,0,0,3,0,53,0,0,0,0,0,0,0,0,0,0,3,15,3,5,0,0,3,0,0,33,4,5,3,0,4,0,0,0,8,26,377,798,243,107,144,88,42,70,28,1900,17,42,7,3,5,4,0,0,0,80,8,15,4,0,5,3,0,0,0,35,8,16,0,0,0,3,0,4,0,30,4,22,0,0,9,0,0,0,0,43,5,8,8,3,3,5,0,0,0,29
206021111,66,176,7,16,19,8,3,4,9,303,54,161,11,6,17,11,0,7,9,281,113,240,183,19,37,24,24,32,11,668,70,115,146,14,10,12,6,12,4,385,17,34,40,6,13,3,3,7,0,128,18,242,8,38,14,6,11,3,5,339,39,181,5,19,10,7,6,3,4,269,318,342,37,18,101,69,13,24,11,936,122,389,32,75,65,32,10,16,8,751,85,345,72,38,35,39,15,22,9,655,25,4,72,15,3,7,3,14,3,151,0,5,0,0,0,0,0,0,0,3,19,30,6,13,16,7,5,3,6,101,18,24,19,5,3,8,3,9,22,112,956,2285,652,284,328,222,100,157,97,5076,41,165,14,20,31,11,0,3,0,284,19,31,3,3,22,3,0,0,0,83,23,54,14,8,9,6,0,4,0,118,20,115,25,0,17,12,0,0,3,190,8,22,10,6,13,0,0,3,3,62
206021112,36,107,13,11,17,4,9,10,0,208,42,116,15,3,10,10,6,19,0,229,78,161,178,10,24,21,21,43,6,550,45,73,125,4,9,8,5,18,0,284,8,15,21,4,4,3,3,11,3,71,14,130,3,40,6,9,4,8,0,206,14,119,3,16,10,3,0,0,4,162,177,197,40,34,70,79,16,25,3,641,64,228,22,60,58,14,8,16,3,477,44,198,51,25,35,26,18,16,8,431,13,4,88,8,11,6,10,15,3,157,0,0,0,0,0,0,0,3,0,4,20,28,13,10,11,4,5,7,4,94,13,21,8,11,7,7,5,7,14,86,567,1389,582,238,266,196,115,199,47,3598,41,117,18,8,16,8,0,3,0,210,6,35,5,3,15,0,0,0,0,66,7,28,11,4,9,3,4,0,0,68,11,48,10,7,5,4,0,0,0,88,10,22,8,13,7,7,0,3,0,74
206031113,39,68,13,4,3,5,5,5,3,146,38,95,23,10,15,10,0,14,5,202,90,172,123,16,28,21,32,37,11,521,44,42,117,7,13,5,3,7,3,243,8,12,13,0,3,3,7,3,0,53,18,135,3,26,3,3,0,3,0,199,25,78,0,11,3,3,0,4,3,128,217,240,14,39,88,40,29,14,7,693,43,139,12,46,36,15,5,11,0,303,24,95,13,16,25,8,4,6,0,197,7,3,34,17,3,3,3,4,4,88,0,0,0,0,0,0,0,0,0,6,12,20,5,3,4,10,3,0,0,58,8,13,10,11,6,3,4,7,7,68,573,1118,379,197,226,134,96,129,45,2896,26,80,9,12,16,9,0,3,4,159,11,26,3,3,6,3,0,3,0,58,12,21,3,0,8,7,0,0,0,57,3,34,5,0,4,4,0,0,0,62,4,6,3,6,12,0,0,3,0,32
206031114,56,90,15,12,15,9,5,14,4,227,67,203,42,11,25,18,8,22,5,403,221,297,392,31,57,42,57,69,18,1179,112,48,254,14,15,12,20,33,3,506,17,13,16,3,8,0,4,10,0,72,22,238,11,44,5,3,9,6,8,348,42,137,9,10,10,6,0,3,3,216,435,505,56,61,190,152,30,49,28,1512,67,185,17,69,50,30,10,23,14,468,30,78,16,16,13,20,4,23,3,203,20,4,66,20,10,11,6,10,3,150,0,0,0,0,0,0,0,0,0,4,18,29,4,12,15,6,9,9,3,101,12,9,15,3,0,3,7,9,19,83,1129,1839,921,308,418,307,174,267,102,5464,36,93,24,10,42,9,4,4,3,232,16,50,3,10,27,7,0,4,3,110,10,49,10,12,21,8,0,6,0,110,11,43,4,3,13,10,0,0,0,85,5,14,7,9,4,6,0,0,0,45
206031115,18,65,7,3,9,7,0,3,3,114,25,89,11,10,4,4,9,4,3,159,34,122,41,11,19,7,14,21,0,263,6,45,30,3,10,0,3,9,3,106,3,9,3,3,4,0,0,6,0,23,7,75,4,11,3,5,3,8,0,108,8,38,0,6,6,0,0,0,4,61,103,108,19,27,58,34,23,16,5,396,23,98,11,35,24,4,8,12,3,211,14,92,18,12,11,11,4,12,0,182,8,0,40,3,7,4,0,6,0,66,0,0,0,0,0,3,3,0,0,7,7,9,0,0,8,0,0,0,0,30,9,3,9,3,3,4,6,6,12,52,268,755,179,114,163,84,80,94,32,1774,12,54,9,9,15,9,3,0,3,105,3,29,3,0,4,0,0,0,0,52,4,24,9,6,6,3,0,8,0,64,3,38,10,0,4,7,0,0,0,58,3,9,0,0,5,0,0,3,0,18
206031116,33,62,11,5,4,8,3,7,4,127,53,89,14,3,15,6,3,3,3,187,114,185,171,14,29,21,20,28,5,593,46,35,126,12,10,3,14,21,4,253,8,11,19,0,8,0,0,3,0,43,15,128,6,21,0,8,3,4,0,189,20,89,4,6,8,5,0,4,0,135,249,248,21,32,82,61,13,19,4,721,46,114,8,37,28,10,4,7,0,266,21,71,15,15,16,11,0,3,0,146,7,4,47,8,8,6,4,6,3,93,3,0,0,0,0,0,0,0,0,7,12,4,5,6,11,0,0,7,0,42,5,3,8,0,4,4,3,5,8,35,627,1044,447,157,214,138,70,100,36,2853,20,69,6,12,19,3,0,0,3,131,9,24,0,3,11,10,0,0,0,53,7,22,3,0,12,5,0,7,0,59,6,22,4,0,12,5,0,0,0,48,6,6,0,0,3,0,0,0,0,21
206041117,25,87,9,15,8,0,5,11,5,161,33,161,10,11,15,5,4,4,6,252,42,160,39,22,26,25,12,15,3,341,12,102,25,4,12,6,3,8,0,169,3,4,4,3,0,3,3,0,0,19,8,122,4,23,0,0,0,0,0,166,5,47,0,4,5,7,0,3,0,67,100,198,15,39,60,38,9,33,3,502,41,168,17,40,40,17,4,15,9,337,35,111,27,28,19,17,3,9,0,253,14,3,55,7,3,0,0,7,0,93,0,0,0,0,0,0,0,0,0,4,8,16,6,0,7,3,0,4,4,56,7,8,6,6,0,0,9,4,6,40,324,1190,223,201,199,135,55,116,36,2469,11,79,10,25,19,14,0,9,0,165,8,40,0,5,11,0,0,7,3,71,12,52,7,12,0,8,0,4,0,101,3,70,12,3,10,4,0,3,3,98,0,8,3,0,4,0,0,0,0,13
206041118,34,50,0,4,3,6,0,0,0,96,63,351,15,6,11,8,4,3,4,466,127,404,65,7,31,20,16,19,4,690,27,34,33,0,4,3,3,10,0,119,5,0,0,3,0,0,0,3,0,20,12,80,0,11,0,0,0,0,0,103,10,25,3,5,3,3,0,0,0,48,222,286,24,25,84,62,6,29,15,753,45,82,9,24,22,12,0,5,3,199,11,30,4,3,3,8,0,4,3,76,13,3,50,13,7,3,3,8,0,93,0,0,0,0,0,0,0,0,0,0,13,16,3,3,3,0,3,0,3,34,7,14,9,4,3,3,0,3,3,46,573,1364,209,105,180,126,39,89,45,2728,15,51,3,3,14,7,0,3,3,98,19,107,3,8,15,10,0,0,4,160,14,85,5,3,11,3,0,4,3,136,11,19,8,0,0,0,0,0,0,38,3,5,0,0,0,0,0,0,0,10
206041119,14,31,3,4,3,0,0,0,0,52,12,50,8,3,6,0,0,3,0,81,33,63,16,3,10,0,3,3,3,131,13,27,15,0,3,0,0,3,0,59,3,7,0,0,0,0,0,0,0,10,3,123,3,9,0,0,0,0,0,138,5,22,0,3,0,0,0,0,0,33,112,150,0,18,26,28,0,4,12,349,38,146,0,13,25,3,0,3,0,236,22,44,6,15,0,11,0,6,0,101,7,0,8,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,9,0,0,4,0,0,0,3,24,7,9,4,0,0,5,0,0,3,25,266,675,68,75,78,53,10,30,22,1266,3,28,3,0,4,3,0,0,0,45,0,11,0,0,0,0,0,0,0,17,7,7,0,0,0,0,0,3,0,23,4,25,0,0,9,3,0,0,0,44,0,4,0,0,3,0,0,0,0,7
206041120,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,18,80,3,4,5,0,0,5,0,131,41,129,17,8,13,4,4,3,3,217,63,174,73,11,24,13,13,16,4,383,30,62,45,5,11,5,4,4,0,173,7,5,14,3,4,0,4,4,0,41,12,129,3,20,4,0,0,4,3,173,20,90,3,8,5,0,4,3,0,131,147,222,22,23,86,41,7,20,7,558,35,146,3,47,30,12,0,14,6,293,34,118,21,17,14,18,4,7,3,244,12,8,38,15,0,10,0,3,3,85,0,0,0,0,0,0,0,0,0,3,5,11,4,3,3,4,0,3,0,35,3,4,6,0,3,3,0,4,9,41,429,1182,254,156,201,113,50,90,37,2507,18,71,7,6,14,5,0,0,0,131,3,24,4,0,7,0,0,0,3,45,11,38,5,0,5,4,0,0,0,69,5,52,6,0,5,5,0,0,3,75,3,12,3,3,6,0,3,3,0,36
206041122,25,116,23,25,11,9,3,15,3,228,109,683,82,28,46,36,14,48,12,1049,133,551,105,54,60,63,28,88,19,1100,26,120,49,14,8,8,4,21,0,253,7,3,8,7,6,3,0,4,0,33,9,204,6,26,5,3,4,15,3,278,23,62,6,4,11,4,0,11,0,112,357,556,97,148,243,144,27,162,22,1757,73,251,37,63,61,30,6,38,13,565,46,179,47,40,31,27,9,43,5,418,36,3,289,41,18,18,3,31,7,455,4,3,6,5,0,7,0,5,0,25,16,22,4,8,3,11,3,14,3,82,17,17,21,17,5,3,3,20,14,116,875,2755,773,483,503,355,108,517,100,6476,22,86,18,30,38,22,0,6,3,226,35,218,14,24,27,24,0,13,9,353,32,148,21,40,29,30,0,22,4,326,11,109,19,20,9,24,0,11,0,199,5,11,6,3,5,3,0,3,0,49
206041123,38,168,16,21,10,5,3,14,4,274,52,227,30,9,7,10,9,11,4,365,74,244,94,25,40,18,25,44,9,565,20,101,45,5,7,5,3,6,0,203,7,11,9,3,0,0,3,5,0,44,13,221,4,16,6,10,3,5,0,276,4,68,3,7,3,3,0,0,0,89,182,311,37,53,136,84,15,44,16,864,70,303,15,51,63,22,13,15,8,554,45,218,39,42,36,28,15,21,4,449,18,9,95,20,10,10,3,10,0,175,0,3,3,0,0,0,0,0,0,9,14,31,4,3,9,5,3,3,4,88,13,15,7,10,3,0,9,10,11,82,545,1924,401,262,335,207,100,186,69,4024,34,134,21,23,28,15,0,3,5,256,17,62,7,3,9,3,0,3,0,110,9,73,9,16,7,8,0,6,3,132,15,68,6,11,11,5,0,0,0,109,0,11,7,7,7,0,0,0,0,24
206041124,5,83,4,9,3,0,0,3,0,116,15,46,6,3,7,0,0,3,3,92,21,91,19,4,11,11,6,19,3,178,10,25,11,3,3,0,0,3,3,54,0,3,4,0,0,4,3,3,0,12,0,103,0,4,0,0,0,3,0,114,7,18,0,0,0,0,0,0,0,36,52,92,5,11,31,17,10,8,6,233,34,108,7,14,7,8,0,11,0,185,7,33,6,8,9,5,3,8,0,72,0,3,14,4,0,3,0,4,0,25,3,0,0,0,0,0,0,3,0,3,5,3,0,3,3,4,0,0,0,22,0,8,0,0,0,0,0,0,8,12,163,621,90,70,75,50,21,63,26,1175,7,61,7,14,17,8,0,3,0,118,3,10,3,3,0,0,0,0,0,18,4,21,0,0,6,0,0,6,0,40,3,29,3,6,4,0,0,0,0,37,0,4,0,0,0,0,0,3,0,13
206041125,10,49,3,3,3,0,0,0,0,66,17,56,3,0,3,3,0,0,0,90,25,67,29,3,8,9,0,8,0,141,11,44,27,0,3,0,0,0,0,86,4,3,3,0,0,0,0,0,0,10,8,102,0,5,0,0,0,0,0,116,7,30,3,0,0,0,0,3,0,44,129,144,7,13,38,29,0,10,15,383,56,136,6,10,20,12,0,3,8,244,8,69,4,7,18,12,0,5,0,124,0,3,19,0,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,19,4,5,0,0,0,0,0,0,3,22,285,723,108,46,94,65,7,29,29,1386,18,36,3,0,8,5,0,0,3,74,5,17,0,0,0,0,0,0,0,26,3,22,3,3,0,0,0,0,0,35,6,20,7,0,0,4,0,0,0,40,3,3,0,0,0,0,0,0,0,7
206041126,34,110,7,11,9,7,0,5,7,186,103,396,36,17,31,15,8,7,13,611,129,340,106,29,51,31,16,38,6,745,39,45,53,6,13,6,3,7,0,177,10,4,5,4,0,4,0,3,0,30,19,179,3,20,3,4,0,4,3,233,16,36,0,10,6,0,3,3,0,78,415,538,46,74,184,140,10,47,28,1474,73,203,21,54,45,27,5,15,14,456,35,116,26,27,15,20,3,6,0,250,31,9,141,51,9,7,6,10,0,251,0,0,0,0,0,0,0,0,0,7,11,20,0,8,6,0,3,9,7,60,10,7,11,8,4,3,3,3,16,65,914,1999,452,307,372,262,64,164,83,4614,20,90,12,9,20,6,0,8,3,175,27,106,9,10,14,6,0,6,8,188,21,106,11,19,13,17,0,10,4,197,13,43,10,4,11,7,0,6,0,94,3,9,3,3,4,4,0,0,3,24
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,43,65,3,7,12,3,0,3,0,133,53,139,17,3,15,9,0,5,3,234,133,200,73,8,27,14,16,18,8,495,69,76,58,4,15,3,0,10,3,234,10,3,9,0,4,0,0,3,0,38,19,214,3,15,11,0,0,0,3,261,14,43,3,8,0,0,0,0,0,74,366,409,16,29,94,103,3,22,18,1063,98,261,6,36,35,16,3,8,4,461,31,95,14,13,11,13,0,9,0,187,18,4,41,3,4,5,0,4,0,78,0,0,0,0,0,0,0,0,0,3,20,18,3,8,0,8,3,0,0,60,11,19,3,0,5,0,3,0,13,55,886,1536,245,140,224,178,43,71,57,3383,18,63,6,13,24,9,0,0,0,132,14,29,3,0,11,6,0,0,3,65,17,36,5,3,11,3,0,0,0,74,12,56,3,0,3,8,0,0,0,86,10,12,0,0,3,0,0,3,0,31
